"","id","subdiv","weight","avg_score_to_nearest_amenity","time_to_nearest_amenity","avg_time_to_any_amenity"
"1","59150004004","West Vancouver","no",0.0553104693001984,35.7179487179487,75.2606441256904
"2","59150004004","West Vancouver","yes",0.0600708913546656,35.7179487179487,75.2606441256904
"3","59150004005","West Vancouver","no",0.0537983907290102,37.5384615384615,77.891529353161
"4","59150004005","West Vancouver","yes",0.0585690937748557,37.5384615384615,77.891529353161
"5","59150004006","West Vancouver","no",0.0527207456190915,38.5128205128205,78.6918276401149
"6","59150004006","West Vancouver","yes",0.0574513566215659,38.5128205128205,78.6918276401149
"7","59150004011","West Vancouver","no",0.0539723750416737,36.7179487179487,76.2073039493359
"8","59150004011","West Vancouver","yes",0.0586934424742997,36.7179487179487,76.2073039493359
"9","59150004012","West Vancouver","no",0.0526004360790515,38.4871794871795,77.922369017883
"10","59150004012","West Vancouver","yes",0.0573251882855166,38.4871794871795,77.922369017883
"11","59150004013","West Vancouver","no",0.0471862148656092,43.7435897435897,82.5385400562662
"12","59150004013","West Vancouver","yes",0.0516869133921919,43.7435897435897,82.5385400562662
"13","59150004014","West Vancouver","no",0.0223279906258614,72,103.295975706627
"14","59150004014","West Vancouver","yes",0.0239023032290301,72,103.295975706627
"15","59150004017","West Vancouver","no",0.0223279906258614,72,103.295975706627
"16","59150004017","West Vancouver","yes",0.0239023032290301,72,103.295975706627
"17","59150004018","West Vancouver","no",0.0226556794478569,72.1818181818182,103.194561166226
"18","59150004018","West Vancouver","yes",0.0242295957381927,72.1818181818182,103.194561166226
"19","59150004019","West Vancouver","no",0.0226179950698326,72.1515151515152,103.168247444493
"20","59150004019","West Vancouver","yes",0.0241917218528536,72.1515151515152,103.168247444493
"21","59150005003","West Vancouver","no",0.0470572798759357,43.3846153846154,84.0173555869823
"22","59150005003","West Vancouver","yes",0.0516370644345419,43.3846153846154,84.0173555869823
"23","59150005007","West Vancouver","no",0.0482320996227559,42.4615384615385,83.5057472455966
"24","59150005007","West Vancouver","yes",0.0528333105806546,42.4615384615385,83.5057472455966
"25","59150005015","West Vancouver","no",0.0436418416161835,47.0512820512821,85.0027384680344
"26","59150005015","West Vancouver","yes",0.048069036818609,47.0512820512821,85.0027384680344
"27","59150005016","West Vancouver","no",0.0531487684354566,38.6410256410256,79.973843774918
"28","59150005016","West Vancouver","yes",0.0578699186681999,38.6410256410256,79.973843774918
"29","59150005017","West Vancouver","no",0.0515807978783488,39.7692307692308,80.1667112134076
"30","59150005017","West Vancouver","yes",0.056249797659308,39.7692307692308,80.1667112134076
"31","59150006004","West Vancouver","no",0.0465252998545238,43.5897435897436,85.3518910206716
"32","59150006004","West Vancouver","yes",0.0511885738993943,43.5897435897436,85.3518910206716
"33","59150006005","West Vancouver","no",0.0486355871987503,41.5641025641026,83.7228988279232
"34","59150006005","West Vancouver","yes",0.0533397890072415,41.5641025641026,83.7228988279232
"35","59150006006","West Vancouver","no",0.0445882473412637,44.4102564102564,88.2413523281135
"36","59150006006","West Vancouver","yes",0.049306417325222,44.4102564102564,88.2413523281135
"37","59150006007","West Vancouver","no",0.0417236955534271,47.5897435897436,90.0490771651425
"38","59150006007","West Vancouver","yes",0.0463700471136708,47.5897435897436,90.0490771651425
"39","59150006010","West Vancouver","no",0.0386346798847342,50.3846153846154,92.0080982624969
"40","59150006010","West Vancouver","yes",0.0430690584621913,50.3846153846154,92.0080982624969
"41","59150006011","West Vancouver","no",0.0522895998228355,39.2307692307692,80.2087154411787
"42","59150006011","West Vancouver","yes",0.0569859091101314,39.2307692307692,80.2087154411787
"43","59150007002","West Vancouver","no",NA,NA,NA
"44","59150007002","West Vancouver","yes",NA,NA,NA
"45","59150007006","West Vancouver","no",NA,NA,NA
"46","59150007006","West Vancouver","yes",NA,NA,NA
"47","59150007007","West Vancouver","no",0.0411634763643048,48,90.2826550217373
"48","59150007007","West Vancouver","yes",0.0457966859073462,48,90.2826550217373
"49","59150007008","West Vancouver","no",0.0389572402899097,50.3846153846154,91.5024617148608
"50","59150007008","West Vancouver","yes",0.0433899829789979,50.3846153846154,91.5024617148608
"51","59150007009","West Vancouver","no",NA,NA,NA
"52","59150007009","West Vancouver","yes",NA,NA,NA
"53","59150008003","West Vancouver","no",0.0377905705397085,50.4871794871795,95.2471133377611
"54","59150008003","West Vancouver","yes",0.0423299759606454,50.4871794871795,95.2471133377611
