Index,Facility_Name,Source_Facility_Type,ODCAF_Facility_Type,Provider,Unit,Street_No,Street_Name,Postal_Code,City,Prov_Terr,Source_Format_Address,CSD_Name,CSDUID,PRUID,Latitude,Longitude
4982,Joe Fortes,..,library or archives,vancouver,..,870,denman st,..,vancouver,bc,870 denman st,Vancouver,5915022,59,49.2899,-123.1361
5023,Jonina Lynn Kirton,individual artists,artist,new westminster,..,700,park crescent,..,new-westminster,bc,700 park crescent,New Westminster,5915029,59,49.22015475,-122.9124188
5038,Juan De Fuca Branch,greater victoria public library,library or archives,government of british columbia,..,1759,island highway,V9B 1J1,vancouver,bc,1759 island highway,Colwood,5917041,59,48.447522,-123.465822
5055,Judith Berlin,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21098128,-122.9147048
5056,Judith Copland,individual artists,artist,new westminster,..,730,twelfth street,..,new-westminster,bc,730 twelfth street,New Westminster,5915029,59,49.20991708,-122.9342054
5101,Kate Colbourn,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.20608943,-122.9475372
5134,Kensington,..,library or archives,vancouver,..,1428,cedar mews,..,vancouver,bc,1428 cedar cottage mews,Vancouver,5915022,59,49.2491,-123.0753
5137,Keremeos Branch,okanagan regional library district,library or archives,government of british columbia,..,638,7th ave,V0X 1N0,new-westminster,bc,638 - 7th ave,Keremeos,5907009,59,49.205148,-119.824315
5139,Kerrisdale,..,library or archives,vancouver,..,2112,42nd av w,..,vancouver,bc,2112 w 42nd av,Vancouver,5915022,59,49.2332,-123.1571
5147,Khot-La-Cha Art Gallery,arts,gallery,district of north vancouver,..,..,..,..,vancouver,bc,..,Capilano 5,5915808,59,49.32265365,-123.1205984
5158,Kimberley Public Library,kimberley public library,library or archives,government of british columbia,..,115,spokane street,V1A 2E5,delta,bc,115 spokane street,Kimberley,5901028,59,49.686154,-115.984693
5210,Kits Point Military History Museum,military museum or fort,museum,canadian museums association,..,1407,laburnam,V6J 3W4,vancouver,bc,1407 laburnam vancouver british columbia v6j 3w4 canada,Delta,5915011,59,49.08699895,-123.0776064
5212,Kitsilano,..,library or archives,vancouver,..,2425,macdonald st,..,vancouver,bc,2425 macdonald st,Vancouver,5915022,59,49.2647,-123.1687
5214,Kizmit Gift Gallery Inc,hand made canadian gifts,gallery,township of langley,150,9220,glover rd,..,township of langley,bc,..,Langley,5915001,59,49.16982326,-122.5778897
5232,Krachel Art,individual artists,artist,new westminster,..,329,devoy street,..,new-westminster,bc,329 devoy street,New Westminster,5915029,59,49.2265597,-122.9016336
5234,Kube Gallery,art gallery,gallery,township of langley,..,23295,mavis ave,..,township of langley,bc,..,Langley,5915001,59,49.17032581,-122.5773185
5237,Kw Atrium Studio,theatre/performance,theatre/performance and concert hall,vancouver,..,351,abbott st,V6B 0G6,vancouver,bc,351 abbott st vancouver bc v6b 0g6,Vancouver,5915022,59,49.282766,-123.1076
5239,Kyle Mckillop,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.20747027,-122.9234934
5329,Labyrinth Gallery,museum/gallery,gallery,vancouver,..,112,hastings st e,V6A 4J1,vancouver,bc,112 e hastings st vancouver bc v6a 4j1,Vancouver,5915022,59,49.2810651,-123.1017894
5336,Lac La Hache,cariboo regional district library system,library or archives,government of british columbia,..,4787,clark avenue,V0K 1T0,north vancouver,bc,4787 clark avenue,Cariboo G,5941015,59,51.82892,-121.533203
5392,Langley Centennial Museum,community/regional museum,museum,canadian museums association,..,9135,king street,V1M 2S2,fort langley,bc,po box 800 9135 king street fort langley british columbia v1m 2s2 canada,Langley,5915001,59,49.1666277,-122.5767672
5397,Lanta Meng,individual artists,artist,new westminster,..,906,surrey street,..,new-westminster,bc,906 surrey street,New Westminster,5915029,59,49.23180735,-122.9003687
5417,Lattimer Gallery,museum/gallery,gallery,vancouver,..,1590,2nd av w,V6J 1H2,vancouver,bc,1590 w 2nd av vancouver bc v6j 1h2,Vancouver,5915022,59,49.2696829,-123.1406592
5420,Laura C. Muir Performing Arts Theatre,..,theatre/performance and concert hall,new westminster,..,700,royal avenue,V3L 5B2,new-westminster,bc,700 royal avenue,New Westminster,5915029,59,49.20354979,-122.9128583
5508,Legacy Heritage Consultants,consulting services,heritage or historic site,township of langley,..,23353,francis ave,..,township of langley,bc,..,Langley,5915001,59,49.16507819,-122.5764243
5570,Library,attraction,library or archives,maple ridge,..,..,..,..,maple ridge,bc,..,Maple Ridge,5915075,59,49.2199103,-122.6000192
5572,Library,..,library or archives,white rock,..,15322,buena ave,..,white rock,bc,15322 buena vista ave,White Rock,5915007,59,49.02352685,-122.7973236
5574,Library Link,coquitlam public library,library or archives,government of british columbia,..,..,..,..,burnaby,bc,..,Coquitlam,5915034,59,49.284268,-122.79555
5607,Lillooet Public Library,lillooet area public library,library or archives,government of british columbia,..,930,main street,V0K 1V0,vancouver,bc,recreational centre - 930 main street,Lillooet,5931026,59,50.691476,-121.937524
5618,Lipsett Glazing Systems Inc,heritage window restoration & glazing,heritage or historic site,burnaby,..,7343,buller av,..,burnaby,bc,7343 buller av,Burnaby,5915025,59,49.21694609,-122.9781031
5620,Lisa Bunting,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.2030003,-122.950952
5638,Little Mountain Gallery,museum/gallery,gallery,vancouver,..,195,26th av e,V5V 2G8,vancouver,bc,195 e 26th av vancouver bc v5v 2g8,Vancouver,5915022,59,49.2480158,-123.1014023
5654,Lobby Gallery,museum/gallery,gallery,vancouver,..,6476,marine dr,..,vancouver,bc,6476 nw marine dr vancouver bc,Greater Vancouver A,5915020,59,49.267681,-123.259146
5696,Lorrie Wager,individual artists,artist,new westminster,..,226,brookes street,..,new-westminster,bc,226 brookes street,New Westminster,5915029,59,49.19423881,-122.9244548
5735,Lynn Canyon Ecology Centre,natural history or natural sciences museum,museum,canadian museums association,..,3663,park road,V7J 3G3,vancouver,bc,3663 park road lynn canyon park north vancouver british columbia v7j 3g3 canada,North Vancouver,5915046,59,49.3432489,-123.0187218
5738,Lynn Valley Heritage Museum And Archives,arts,museum,district of north vancouver,..,..,..,..,vancouver,bc,..,North Vancouver,5915046,59,49.33827349,-123.0372858
5792,Main Branch,new westminster public library,library or archives,government of british columbia,..,716,6th avenue,V3M 2B3,langley,bc,716 - 6th avenue,New Westminster,5915029,59,49.212106,-122.922293
5900,Make Gallery,museum/gallery,gallery,vancouver,..,257,7th av e,V5T 0B4,vancouver,bc,257 e 7th av vancouver bc v5t 0b4,Vancouver,5915022,59,49.2646046,-123.0992862
5904,Malaspina Printmakers Gallery,museum/gallery,gallery,vancouver,..,1555,duranleau st,V6H 3S3,vancouver,bc,1555 duranleau st vancouver bc v6h 3s3,Vancouver,5915022,59,49.271369,-123.135784
5905,Malkin Bowl,theatre/performance,theatre/performance and concert hall,vancouver,..,610,pipeline rd,V6G 3E2,vancouver,bc,610 pipeline rd vancouver bc v6g 3e2,Vancouver,5915022,59,49.298848,-123.133438
5941,Maple Ridge And Pitt Meadows Arts Council,art gallery,gallery,canadian museums association,..,11944,haney pl,V2X 6G1,maple ridge,bc,11944 haney pl maple ridge british columbia v2x 6g1 canada,Maple Ridge,5915075,59,49.2190735,-122.6002259
5942,Maple Ridge Museum,attraction,museum,maple ridge,..,22520,116 ave,..,maple ridge,bc,..,Maple Ridge,5915075,59,49.21037198,-122.5975721
5954,Margo Prentice Stand-Up Comic,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.19867539,-122.9205677
5955,"Margo Prentice, Golden Age Theatre, Artistic Director",..,theatre/performance and concert hall,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.19899662,-122.9210936
5961,Marilyn Norry,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21739643,-122.8954605
5967,Marion Scott Gallery,museum/gallery,gallery,vancouver,..,2423,granville st,V6H 3G5,vancouver,bc,2423 granville st vancouver bc v6h 3g5,Vancouver,5915022,59,49.264079,-123.1386272
5988,Marpole,..,library or archives,vancouver,..,8386,granville st,..,vancouver,bc,8386 granville st,Vancouver,5915022,59,49.2104,-123.14
6004,Marya Mclellan,individual artists,artist,new westminster,..,310,durham street,..,new-westminster,bc,310 durham street,New Westminster,5915029,59,49.21692135,-122.9191299
6017,Massey Theatre,city cultural,theatre/performance and concert hall,new westminster,..,735,eighth ave,..,new-westminster,bc,..,New Westminster,5915029,59,49.21515471,-122.9268431
6019,Massey Theatre Society,"arts, entertainment & recreation / performing arts, spectator sports & related",theatre/performance and concert hall,new westminster,..,735,eighth ave,V3M 2R2,new-westminster,bc,735 eighth avenew westminster bc v3m 2r2,New Westminster,5915029,59,..,..
6064,Mcgill Library,..,library or archives,city of burnaby,..,..,..,..,burnaby,bc,..,Burnaby,5915025,59,49.28269051,-123.0006236
6074,Mcleese Lake,cariboo regional district library system,library or archives,government of british columbia,..,6749,97 highway n,V0L 1P0,new-westminster,bc,6749 highway 97 n,Cariboo D,5941010,59,52.409823,-122.286079
6147,Metro Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,1370,marine dr,V6P 5Z9,vancouver,bc,1370 sw marine dr vancouver bc v6p 5z9,Vancouver,5915022,59,49.20363,-123.1375815
6170,Midway Public Library,midway public library,library or archives,government of british columbia,..,612,6th avenue,V0H 1M0,vancouver,bc,612 - 6th avenue,Midway,5905037,59,49.006655,-118.772044
6256,Monte Clark Gallery,museum/gallery,gallery,vancouver,..,525,great way,V5T 1E1,vancouver,bc,525 great northern way vancouver bc v5t 1e1,Vancouver,5915022,59,49.26761,-123.0921743
6316,Morris And Helen Belkin Art Gallery,museum/gallery,gallery,vancouver,..,1825,main mall,V6T 1Z2,vancouver,bc,1825 main mall vancouver bc v6t 1z2,Greater Vancouver A,5915020,59,49.2683878,-123.255944
6347,Mount Pleasant,..,library or archives,vancouver,..,1,kingsway,..,vancouver,bc,1 kingsway,Vancouver,5915022,59,49.2643,-123.1002
6383,Muriel Arnason Library (Willowbrook),..,library or archives,township of langley,..,..,..,..,langley,bc,..,Langley,5915001,59,49.12040314,-122.6587791
6388,Murrayville Library,..,library or archives,township of langley,..,..,..,..,langley,bc,..,Langley,5915001,59,49.08975896,-122.6119582
6704,Museum,..,museum,white rock,..,..,..,..,white rock,bc,..,White Rock,5915007,59,49.02169224,-122.8074195
6705,Museum Annex,..,museum,township of langley,..,..,..,..,township of langley,bc,..,Langley,5915001,59,49.16781256,-122.5751332
6709,Museum of Anthropology,art gallery library and/or archives exhibition or cultural centre human history-archaelogy-anthropology or ethnology,museum,canadian museums association,..,6393,west drive north,V6T 1Z2,vancouver,bc,6393 north west marine drive university of british columbia vancouver british columbia v6t 1z2 canada,Greater Vancouver A,5915020,59,49.26946905,-123.2594145
6731,Museum of Original Costume The,interpretation centre other,museum,canadian museums association,..,1489,mcrae avenue,V6H 1V1,vancouver,bc,1489 mcrae avenue vancouver british columbia v6h 1v1 canada,Vancouver,5915022,59,49.25732755,-123.1366058
6734,Museum of Surrey,attraction,museum,surrey,..,..,..,..,surrey,bc,..,Surrey,5915004,59,49.10459322,-122.7322494
6739,Museum of Vancouver,museum/gallery,museum,vancouver,..,1100,chestnut st,V6J 3J9,vancouver,bc,1100 chestnut st vancouver bc v6j 3j9,Vancouver,5915022,59,49.276365,-123.144897
6749,Music Box Music And Theatre Academy,..,theatre/performance and concert hall,new westminster,211,810,quayside drive,..,new-westminster,bc,211 810 quayside drive,New Westminster,5915029,59,49.20012164,-122.9116263
6798,Naramata Branch,okanagan regional library district,library or archives,government of british columbia,..,3580,third street,V0H 1N0,vancouver,bc,3580 third street,Okanagan-Similkameen E,5907049,59,49.596712,-119.600313
6813,National Nikkei Museum - Heritage Centre,"cultural centre, museum & gift shop",museum,burnaby,..,6688,southoaks cr,..,burnaby,bc,6688 southoaks cr,Burnaby,5915025,59,49.21776635,-122.964558
6881,New West Artists Society,..,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.19835904,-122.9200904
6882,New West Heritage Hall,real estate & rental & leasing / rental & leasing services,heritage or historic site,new westminster,..,726,twelfth st,V3M 4J9,new-westminster,bc,726 twelfth stnew westminster bc v3m 4j9,New Westminster,5915029,59,..,..
6883,New Westminster Historical Society,..,heritage or historic site,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21477756,-122.8958399
6884,New Westminster Hyack Festival Association,civic and social organizations,festival site,new westminster,..,204,sixth,V3L 3A1,new-westminster,bc,204 sixth stnew westminster bc v3l 3a1,New Westminster,5915029,59,..,..
6885,New Westminster Museum & Archives,community/regional museum exhibition or cultural centre historic site-building or park,museum,canadian museums association,..,302,royal ave,V3L 1H7,new-westminster,bc,302 royal ave new westminster british columbia v3l 1h7 canada,New Westminster,5915029,59,49.2078392,-122.9063479
6886,New Westminster Public Library,city cultural,library or archives,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21167222,-122.9223783
6888,New Westminster Public Library And Archives,library and/or archives exhibition or cultural centre,library or archives,canadian museums association,..,716,6th avenue,V3M 2B3,new-westminster,bc,716 -6th avenue new westminster british columbia v3m 2b3 canada,New Westminster,5915029,59,49.2195661,-122.908408
6901,Newton Cultural Centre,community hall/centre,art or cultural centre,surrey,..,..,..,..,surrey,bc,..,Surrey,5915004,59,49.13323412,-122.8471016
6954,Norman Rothstein Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,950,41st av w,V5Z 2N7,vancouver,bc,950 w 41st av vancouver bc v5z 2n7,Vancouver,5915022,59,49.233433,-123.126011
6991,North Vancouver Museum & Archives,library and/or archives community/regional museum exhibition or cultural centre,museum,canadian museums association,..,3203,institute road,V7K 3E5,vancouver,bc,3203 institute road north vancouver british columbia v7k 3e5 canada,North Vancouver,5915046,59,49.3380126,-123.0366339
7046,Oblates of Mary Immaculate St. Paul's Province -Oblate Archives,library and/or archives,library or archives,canadian museums association,..,1311,the crescent,V6H 1T7,vancouver,bc,1311 the crescent vancouver british columbia v6h 1t7 canada,Vancouver,5915022,59,49.2556543,-123.1351444
7077,Old Auditorium,theatre/performance,theatre/performance and concert hall,vancouver,..,6344,memorial rd,V6T 1Z2,vancouver,bc,6344 memorial rd vancouver bc v6t 1z2,Greater Vancouver A,5915020,59,49.266904,-123.255994
7108,On Main Gallery,museum/gallery,gallery,vancouver,..,200,20th av e,V5V 1M1,vancouver,bc,200 e 20th av vancouver bc v5v 1m1,Vancouver,5915022,59,49.252773,-123.10056
7138,Or Gallery,museum/gallery,gallery,vancouver,..,555,hamilton st,V6B 2R1,vancouver,bc,555 hamilton st vancouver bc v6b 2r1,Vancouver,5915022,59,49.281406,-123.112094
7152,Orpheum Annex,theatre/performance,theatre/performance and concert hall,vancouver,..,823,seymour st,V6B 5G1,vancouver,bc,823 seymour st vancouver bc v6b 5g1,Vancouver,5915022,59,49.2803528,-123.1194108
7153,Orpheum Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,601,smithe st,V6B 5G1,vancouver,bc,601 smithe st vancouver bc v6b 5g1,Vancouver,5915022,59,49.279881,-123.12051
7212,Outreach Services,..,library or archives,vancouver,302,345,robson st,..,vancouver,bc,302-345 robson st,Vancouver,5915022,59,49.2797,-123.1156
7232,Pacific Cinémathèque,theatre/performance,theatre/performance and concert hall,vancouver,..,1131,howe st,V6Z 2L7,vancouver,bc,1131 howe st vancouver bc v6z 2l7,Vancouver,5915022,59,49.278552,-123.12627
7234,Pacific Museum of Earth,natural history or natural sciences museum,museum,canadian museums association,..,6339,stores road,V6T 1Z4,vancouver,bc,6339 stores road vancouver british columbia v6t 1z4 canada,Greater Vancouver A,5915020,59,49.2624508,-123.2523425
7236,Pacific Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,1440,12th av w,V6H 1M8,vancouver,bc,1440 w 12th av vancouver bc v6h 1m8,Vancouver,5915022,59,49.2607195,-123.1372216
7239,Pal Studio Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,581,cardero st,V6G 3L2,vancouver,bc,581 cardero st vancouver bc v6g 3l2,Vancouver,5915022,59,49.2913154,-123.1295134
7332,Pender Island Public Library,pender island public library,library or archives,government of british columbia,..,4407,bedwell road,V0N 2M0,delta,bc,4407 bedwell harbour road,Southern Gulf Islands,5917029,59,48.797561,-123.281938
7334,Pendulum Gallery,museum/gallery,gallery,vancouver,..,885,georgia st w,V6C 3E8,vancouver,bc,885 w georgia st vancouver bc v6c 3e8,Vancouver,5915022,59,49.283709,-123.119963
7340,Penticton Public Library,penticton public library,library or archives,government of british columbia,..,785,main street,V2A 5E3,richmond,bc,785 main street,Penticton,5907041,59,49.491202,-119.588557
7345,Performance Works,theatre/performance,theatre/performance and concert hall,vancouver,..,1218,cartwright st,V6H 3R8,vancouver,bc,1218 cartwright st vancouver bc v6h 3r8,Vancouver,5915022,59,49.269212,-123.132002
7346,Peri-Laine Nilan,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.22380465,-122.9040122
7360,Peter Kiss Gallery,museum/gallery,gallery,vancouver,..,1327,railspur alley,V6H 4G9,vancouver,bc,1327 railspur alley vancouver bc v6h 4g9,Vancouver,5915022,59,49.2701374,-123.1337947
7361,Peter Lojewski,individual artists,artist,new westminster,..,327,boyne street,..,new-westminster,bc,327 boyne street,New Westminster,5915029,59,49.19162099,-122.939402
7376,Petley Jones Gallery,museum/gallery,gallery,vancouver,..,554,6th av w,V6J 1R2,vancouver,bc,554 w 6th av vancouver bc v6j 1r2,Vancouver,5915022,59,49.2652275,-123.0917358
7419,Pitt Meadows Museum,library and/or archives community/regional museum human history-archaelogy-anthropology or ethnology industry/trade museum,museum,canadian museums association,..,12294,harris rd,V3Y 2E9,pitt meadows,bc,12294 harris rd pitt meadows british columbia v3y 2e9 canada,Pitt Meadows,5915070,59,49.2649397,-122.6892698
7420,Pitt Meadows Public Library,fraser valley regional library,library or archives,government of british columbia,..,12047,harris road,V3Y 1Z2,langley,bc,12047 harris road,Pitt Meadows,5915070,59,49.221363,-122.68959
7433,Plaskett Gallery,..,gallery,new westminster,..,735,eighth avenue,V3M 2R2,new-westminster,bc,735 eighth avenue,New Westminster,5915029,59,49.21561134,-122.927494
7471,Points West Heritage Consulting Ltd,office for heritage consultant,heritage or historic site,township of langley,..,23531,8 ave,..,township of langley,bc,..,Langley,5915001,59,49.01690996,-122.5728804
7497,Port Coquitlam Heritage & Cultural Society,library and/or archives community/regional museum exhibition or cultural centre historical society interpretation centre,museum,canadian museums association,150,2248,mcallister avenue ,V3C 2A5,port coquitlam,bc,150-2248 mcallister avenue port coquitlam british columbia v3c 2a5 canada,Coquitlam,5915034,59,..,..
7513,Port Mcneill Branch,vancouver island regional library,library or archives,government of british columbia,4,1584,broughton blvd,V0N 2R0,vancouver,bc,4 - 1584 broughton blvd.,Port McNeill,5943012,59,50.589665,-127.08667
7514,Port Moody Public Library,port moody public library,library or archives,government of british columbia,..,100,newport drive,V3H 3E1,new-westminster,bc,100 newport drive,Port Moody,5915043,59,49.282312,-122.829572
7517,Port Moody Station Museum,..,museum,port moody,..,2734,murray street,..,port moody,bc,2734 murray street,Port Moody,5915043,59,49.27919001,-122.8507565
7518,Port Renfrew Branch,vancouver island regional library,library or archives,government of british columbia,..,6633,deering road,V0S 1K0,vancouver,bc,6633 deering road,Gordon River 2,5917815,59,48.576422,-124.40907
7564,Presentation House Gallery,arts,gallery,district of north vancouver,..,..,..,..,vancouver,bc,..,North Vancouver,5915051,59,49.31545021,-123.080156
7600,Princeton Branch,okanagan regional library district,library or archives,government of british columbia,..,107,vermillion avenue,V0X 1W0,port moody,bc,107 vermillion avenue,Princeton,5907024,59,49.459208,-120.508549
7635,Qualicum Beach Branch,vancouver island regional library,library or archives,government of british columbia,..,660,primrose street,V9K 1S9,surrey,bc,660 primrose street,Qualicum Beach,5921023,59,49.347486,-124.444331
7640,Queen Elizabeth Park,historic site-building or park,heritage or historic site,canadian museums association,..,4600,cambie st,V5Y 2M4,vancouver,bc,4600 cambie st vancouver british columbia v5y 2m4 canada,Vancouver,5915022,59,49.2420698,-123.1137689
7641,Queen Elizabeth Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,650,hamilton st,V6B 5N6,vancouver,bc,650 hamilton st vancouver bc v6b 5n6,Vancouver,5915022,59,49.28046,-123.113401
7676,Radium Hot Springs Public Library,radium hot springs public library,library or archives,government of british columbia,..,2,radium street west,V0A 1M0,burnaby,bc,unit #2 radium plaza main street west,Radium Hot Springs,5901040,59,50.621981,-116.071315
7702,Razzberry Art And Design,individual artists,artist,new westminster,..,625,second street,..,new-westminster,bc,625 second street,New Westminster,5915029,59,49.21777301,-122.9151126
7751,Remington Gallery And Studio,museum/gallery,gallery,vancouver,..,108,hastings st e,V6A 4J1,vancouver,bc,108 e hastings st vancouver bc v6a 4j1,Vancouver,5915022,59,49.281336,-123.1019396
7756,Rennie Collection At Wing Sang,museum/gallery,museum,vancouver,..,51,pender st e,V6A 1S9,vancouver,bc,51 e pender st vancouver bc v6a 1s9,Vancouver,5915022,59,49.2806995,-123.1031317
7782,Revelstoke Branch,okanagan regional library district,library or archives,government of british columbia,..,605,campbell avenue,V0E 2S0,richmond,bc,605 campbell avenue,Revelstoke,5939019,59,50.99883,-118.198969
7792,Richard R. Carswell,individual artists,artist,new westminster,..,309,eighth street,..,new-westminster,bc,309 eighth street,New Westminster,5915029,59,49.2071339,-122.9183114
7797,Richmond Art Gallery,art gallery,gallery,canadian museums association,180,7700,minoru gate,V6Y 1R9,richmond,bc,180-7700 minoru gate richmond british columbia v6y 1r9 canada,Richmond,5915015,59,49.1641205,-123.1411334
7801,Richmond Museum,community/regional museum exhibition or cultural centre interpretation centre,museum,canadian museums association,180,7700,minoru gate,V6Y 1R9,richmond,bc,180-7700 minoru gate richmond british columbia v6y 1r9 canada,Richmond,5915015,59,49.1641205,-123.1411334
7802,Richmond Nature Park,..,miscellaneous,canadian museums association,..,11851,westminster highway,V6X 1B4,richmond,bc,11851 westminster highway richmond british columbia v6x 1b4 canada,Richmond,5915015,59,49.1699053,-123.0465846
7806,Rickshaw Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,254,hastings st e,V6A 1P1,vancouver,bc,254 e hastings st vancouver bc v6a 1p1,Vancouver,5915022,59,49.281272,-123.0983094
7821,Rio Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,1660,broadway e,V5N 1W1,vancouver,bc,1660 e broadway vancouver bc v5n 1w1,Vancouver,5915022,59,49.2620042,-123.0704852
7850,Rob Fee,individual artists,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.20885978,-122.9424084
7879,Roedde House,museum/gallery,museum,vancouver,..,1415,barclay st west,V6G 1J6,vancouver,bc,1415 barclay st vancouver bc v6g 1j6,Vancouver,5915022,59,49.286863,-123.132187
7916,Rossland Public Library Association,rossland public library association,library or archives,government of british columbia,..,2180,columbia avenue,V0G 1Y0,surrey,bc,2180 columbia avenue,Rossland,5905023,59,49.076853,-117.797294
7933,Roy Barnett Recital Hall,theatre/performance,theatre/performance and concert hall,vancouver,..,6361,memorial rd,V6T 1Z2,vancouver,bc,6361 memorial rd vancouver bc v6t 1z2,Greater Vancouver A,5915020,59,49.267411,-123.256613
7954,Royal City Musical Theatre Company,..,theatre/performance and concert hall,new westminster,..,..,..,..,new-westminster,bc,c/o massey theatre,New Westminster,5915029,59,49.21480078,-122.9272501
7955,Royal City Youth Ballet,..,theatre/performance and concert hall,new westminster,..,511,columbia street,..,new-westminster,bc,511 columbia street,New Westminster,5915029,59,49.20406694,-122.9069895
7967,Royal Principal Ballet Academy Ltd,fine arts schools,theatre/performance and concert hall,new westminster,..,511,columbia st,V3L 1B2,new-westminster,bc,a-511 columbia stnew westminster bc v3l 1b2,New Westminster,5915029,59,..,..
8079,Salmo Public Library,salmo public library,library or archives,government of british columbia,..,106,4th street,V0G 1Z0,vancouver,bc,106 - 4th street,Nakusp,5903050,59,50.243104,-117.797759
8081,Salmon Arm Branch,okanagan regional library district,library or archives,government of british columbia,..,1151,10th avenue sw,V1E 1T3,surrey,bc,1151 - 10th avenue sw,Salmon Arm,5939032,59,50.6926,-119.298671
8095,Samson V Maritime Museum,maritime or marine museum,museum,canadian museums association,..,880,quayside drive,V3M 6G1,new-westminster,bc,880 quayside drive new westminster british columbia v3m 6g1 canada,New Westminster,5915029,59,49.2009132,-122.9278272
8096,Samson V Museum,city cultural,museum,new westminster,..,900,quayside dr,..,new-westminster,bc,..,New Westminster,5915029,59,49.19955079,-122.9117624
8106,Sardis Library,fraser valley regional library,library or archives,government of british columbia,..,5819,tyson road,V2R 3R6,north vancouver,bc,5819 tyson road,Chilliwack,5909020,59,49.10726,-121.977412
8119,Satellite Gallery,museum/gallery,gallery,vancouver,..,560,seymour st,V6B 3J5,vancouver,bc,560 seymour st vancouver bc v6b 3j5,Vancouver,5915022,59,49.283183,-123.114585
8137,Sayward Branch,vancouver island regional library,library or archives,government of british columbia,c,641,kelsey way,V0P 1R0,north vancouver,bc,641c kelsey way,Sayward,5924039,59,50.378652,-125.95894
8163,Science World At Telus World of Science,museum/gallery,museum,vancouver,..,1455,québec st,V6A 3Z7,vancouver,bc,1455 québec st vancouver bc v6a 3z7,Vancouver,5915022,59,49.273743,-123.103652
8165,Scotiabank Dance Centre - Faris Family Studio,theatre/performance,theatre/performance and concert hall,vancouver,..,677,davie st,V6B 2G6,vancouver,bc,677 davie st vancouver bc v6b 2g6,Vancouver,5915022,59,49.277065,-123.125711
8182,Seaforth Highlanders of Canada Regimental Museum And Archives,military museum or fort,museum,canadian museums association,..,1650,burrard street,V6J 3G4,vancouver,bc,the seaforth armoury 1650 burrard street vancouver british columbia v6j 3g4 canada,Vancouver,5915022,59,49.27113215,-123.1448866
8202,Semiahmoo Library,surrey public library,library or archives,government of british columbia,..,1815,152nd street,V4A 9Y9,vancouver,bc,1815 - 152nd street,Surrey,5915004,59,49.035002,-122.801187
8216,Seymour Art Gallery,arts,gallery,district of north vancouver,..,..,..,..,vancouver,bc,..,North Vancouver,5915046,59,49.32698259,-122.9502844
8223,Shadows & Dreams Theatre Company,..,theatre/performance and concert hall,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21725034,-122.9100848
8277,Silk Purse Arts Centre,arts,miscellaneous,district of north vancouver,..,..,..,..,vancouver,bc,..,West Vancouver,5915055,59,49.32737605,-123.1621091
8278,Silvana Mcnulty Garden Gals,individual artists,artist,new westminster,..,736,fifth street,..,new-westminster,bc,736 fifth street,New Westminster,5915029,59,49.21622673,-122.9228111
8286,Simon Fraser Gallery,art gallery,gallery,canadian museums association,..,8888,university dr,V5A 1S6,burnaby,bc,simon fraser university 8888 university dr burnaby british columbia v5a 1s6 canada,Port Moody,5915043,59,49.2768784,-122.8667274
8288,Simon Fraser University Museum of Archaeology & Ethnology,human history-archaelogy-anthropology or ethnology,museum,canadian museums association,..,8888,barnet highway,V5A 1S6,burnaby,bc,8888 barnet highway burnaby british columbia v5a 1s6 canada,Port Moody,5915043,59,49.2768784,-122.8667274
8332,Skwachàys Lodge Gallery,museum/gallery,gallery,vancouver,..,31,pender st w,V6B 1R3,vancouver,bc,31 w pender st vancouver bc v6b 1r3,Vancouver,5915022,59,49.280978,-123.106127
8371,Société Historique Francophone De La Colombie-Britannique,library and/or archives exhibition or cultural centre other,library or archives,canadian museums association,228f,1555,7e av o,V6J 1S1,vancouver,bc,maison de la francophonie 228f 1555 7e av o vancouver british columbia v6j 1s1 canada,Vancouver,5915022,59,..,..
