id,pop,lat,lon,score
59150037006,125,49.3399,-123.1662,0.29865835304779703
59150037007,37,49.3398,-123.1673,0.29370113933881103
59150038001,88,49.3378,-123.1728,0.44890714368744894
59150038002,82,49.3369,-123.1728,0.456088379886389
59150038003,88,49.33600000000001,-123.1728,0.459690177893256
59150038004,85,49.3351,-123.1729,0.468761358525915
59150038005,71,49.3342,-123.1728,0.477284493456759
59150039001,54,49.3378,-123.1694,0.44135412976757504
59150039002,70,49.3369,-123.1694,0.45386498209591203
59150039003,68,49.33600000000001,-123.1694,0.460460936103035
59150039004,10,49.3352,-123.1684,0.46741640691512304
59150039005,61,49.3355,-123.1674,0.46333347281882503
59150039006,65,49.3373,-123.1673,0.438096470109616
59150039007,53,49.3373,-123.166,0.4369875504528499
59150040003,0,49.3321,-123.1695,0.48322174076594104
59150040004,37,49.3321,-123.1672,0.490378937948576
59150040005,33,49.3331,-123.1672,0.47675236360110795
59150040006,18,49.3341,-123.1672,0.4667665354499339
59150040009,317,49.334,-123.1696,0.470929667138099
59150041004,111,49.3355,-123.1583,0.47847021054466204
59150041006,341,49.3365,-123.1621,0.30391225207892797
59150042001,117,49.3334,-123.1647,0.467025497586166
59150042002,42,49.3321,-123.1654,0.48159581656962497
59150042006,25,49.333,-123.1596,0.49265678826448606
59150042007,25,49.3341,-123.1596,0.48280455681797496
59150042008,21,49.3321,-123.1596,0.5052543222271699
59150042011,152,49.3331,-123.1617,0.47187542465142496
59150043004,535,49.3301,-123.1613,0.526298588841068
59150044001,0,49.3311,-123.1596,0.517949183457595
59150044002,142,49.3311,-123.1579,0.508900705726249
59150044003,346,49.3301,-123.1579,0.535511664905139
59150045001,286,49.3301,-123.1555,0.532504432903374
59150045002,141,49.3292,-123.1555,0.558000091132202
59150045003,10,49.3284,-123.1554,0.5715079488054949
59150045004,168,49.3291,-123.1578,0.542092891267284
59150046001,49,49.3301,-123.1529,0.529383561812556
59150046002,413,49.3292,-123.1529,0.541794332404726
59150047001,284,49.3311,-123.1556,0.516981621469471
59150047002,63,49.331,-123.1528,0.512440686728573
59150047003,79,49.331,-123.1501,0.484349591517356
59150048002,67,49.334,-123.1556,0.487455558595159
59150048003,50,49.333,-123.1556,0.499752093333912
59150048004,54,49.332,-123.1556,0.515728040848807
59150048005,38,49.3321,-123.158,0.496155760508761
59150048006,58,49.332,-123.1528,0.49852009290022203
59150048007,74,49.333,-123.1528,0.483999007535905
59150048010,88,49.3336,-123.158,0.487893349561406
59150049001,62,49.3377,-123.1555,0.5036879386238329
59150049002,69,49.3368,-123.1556,0.48735774609557503
59150049003,34,49.3359,-123.1562,0.47827939409947096
59150049004,32,49.3359,-123.1548,0.4738575285481071
59150049008,59,49.334,-123.1528,0.483084532198553
59150049010,52,49.3368,-123.1528,0.453365476995385
59150049011,50,49.3377,-123.1528,0.46341157556575896
59150049012,60,49.335,-123.1556,0.474937952646632
59150049013,86,49.3355,-123.1528,0.466257954998482
59150050002,63,49.3359,-123.1501,0.416928020640658
59150050003,53,49.335,-123.1501,0.3580033498019029
59150050004,46,49.334,-123.1501,0.461326989664971
59150050005,53,49.334,-123.1473,0.36255059334208206
59150050006,64,49.335,-123.1473,0.358905348352009
59150050007,90,49.3359,-123.1473,0.352611986609267
59150050008,72,49.3368,-123.1473,0.35369376170035793
59150050010,51,49.3374,-123.1491,0.4256485574579679
59150051001,61,49.333,-123.1501,0.461338219837549
59150051002,62,49.332,-123.1501,0.47301779982827796
59150051003,64,49.3319,-123.1473,0.490480996767229
59150051004,49,49.3329,-123.1473,0.4765950012154221
59150051005,47,49.3334,-123.1452,0.45932804802282706
59150051006,30,49.3319,-123.1452,0.46987969067384994
59150051009,68,49.335,-123.1445,0.35696824692382
59150051010,87,49.3329,-123.1438,0.46521998031668893
59150052001,71,49.3377,-123.1445,0.3420988058516789
59150052002,54,49.3368,-123.1445,0.333666710857542
59150052003,67,49.3359,-123.1445,0.33212063623285404
59150052004,55,49.3369,-123.1421,0.318356391968575
59150052009,0,49.3372,-123.1348,0.275174812440005
59150052010,344,49.3367,-123.1378,0.309141126581914
59150052011,0,49.3379,-123.1377,0.29188898279985803
59150053001,87,49.333,-123.1423,0.34570504986241496
59150053003,220,49.3345,-123.1388,0.34163242035312397
59150053004,81,49.3312,-123.1403,0.385705618896189
59150053005,10,49.3332,-123.1415,0.318223596635191
59150053006,173,49.334,-123.1403,0.32910698325588694
59150054001,53,49.3309,-123.1473,0.5071244011870549
59150054002,37,49.3309,-123.1445,0.48913387098334
59150054003,134,49.33,-123.142,0.48286582917159604
59150054005,73,49.3288,-123.1445,0.5239549321204611
59150054009,0,49.3268,-123.1358,0.597014019206807
59150054010,256,49.3289,-123.1378,0.508216769501028
59150055001,86,49.33,-123.1501,0.515543346183881
59150055002,86,49.3291,-123.1502,0.5299701133054421
59150055006,66,49.3279,-123.1476,0.549017605515983
59150055009,87,49.33,-123.1474,0.518713370562322
59150055010,16,49.3281,-123.1498,0.541395049266437
59150055011,68,49.3275,-123.149,0.549989851436947
59150055013,47,49.3284,-123.1505,0.54926274659412
59150055014,93,49.3289,-123.1474,0.529518868396648
59150056001,112,49.3302,-123.1596,0.5189752962705171
59150056002,53,49.3292,-123.1596,0.5406566140371729
59150056003,5,49.3282,-123.1596,0.544054192869219
59150056004,10,49.3282,-123.1578,0.548005479605588
59150056006,0,49.3274,-123.158,0.540829989245689
59150056007,0,49.3275,-123.1596,0.5374895540196509
59150056009,0,49.3276,-123.156,0.557690730836912
59150056011,238,49.3282,-123.1529,0.563493384813246
59150056012,0,49.327,-123.1533,0.557019592473371
59150056015,61,49.3274,-123.1457,0.548801033379846
59150056016,39,49.3278,-123.1555,0.5577566242162071
59150056017,0,49.3273,-123.1556,0.5567513898022449
59150056019,0,49.3273,-123.1532,0.557019592473371
59150056020,10,49.3277,-123.1572,0.549769348037496
59150056022,0,49.3278,-123.1583,0.542041599265077
59150056024,0,49.3275,-123.153,0.557154639947293
59150056025,0,49.3264,-123.1454,0.5620202130615151
59150056027,5,49.3241,-123.147,0.5257384414067711
59150059001,45,49.3305,-123.1335,0.5083625914720971
59150059002,47,49.3297,-123.1335,0.5157759512216189
59150059009,52,49.3281,-123.1324,0.5378129552958341
59150059010,644,49.3284,-123.1285,0.561280892879077
59150059013,30,49.3277,-123.1338,0.515687964889742
59150059014,363,49.3265,-123.1335,0.563088348112365
59150062003,"1,046",49.3295,-123.1228,0.546723000742482
59150064001,15,49.3282,-123.1236,0.59097380440597
59150064002,74,49.3268,-123.1224,0.44055506890576507
59150064003,0,49.3273,-123.1228,0.532345532257626
59150064004,0,49.3274,-123.1197,0.46739478916191207
59150064005,191,49.3293,-123.1195,0.43186372238500903
59150064006,0,49.3264,-123.1195,0.47609242749261105
59150064007,125,49.3249,-123.1196,0.488163062831124
59150064008,30,49.3248,-123.121,0.51358028909481
59150064009,0,49.3253,-123.1232,0.554760698036918
59150067007,80,49.3218,-123.1155,0.454172941216883
59150067008,0,49.3231,-123.1188,0.48259173226670005
59150067009,305,49.323,-123.1155,0.466817535493372
59150068004,108,49.3249,-123.1141,0.470268554629742
59150068005,315,49.3249,-123.1168,0.47202108972562
59150069003,256,49.3228,-123.1111,0.45897609108421705
59150069004,84,49.3217,-123.1105,0.440313314807178
59150069005,237,49.3248,-123.1119,0.460238680281666
59150070001,23,49.32100000000001,-123.1158,0.43519726678013304
59150070002,23,49.32100000000001,-123.1148,0.435212770578128
59150070003,19,49.32100000000001,-123.1137,0.43800050019905107
59150070004,20,49.32100000000001,-123.1127,0.438620362968462
59150070005,245,49.32,-123.1143,0.4237811133067371
59150070006,19,49.3192,-123.1127,0.40867865988891
59150070007,22,49.3193,-123.1148,0.4103252248117679
59150070008,29,49.3193,-123.1158,0.40591587546213204
59150070009,35,49.3185,-123.1164,0.41668200538614103
59150071001,37,49.3208,-123.119,0.43974405436893
59150071002,298,49.3195,-123.114,0.41550577429528496
59150071003,37,49.3188,-123.1191,0.415359294788844
59150071004,35,49.3184,-123.1133,0.39020008374039394
59150071012,5,49.3207,-123.1064,0.43103892598000704
59150071013,0,49.3216,-123.1064,0.440648454678135
59150071020,30,49.3184,-123.1101,0.406388351660555
59150071021,24,49.3191,-123.1101,0.406388351660555
59150071023,0,49.3199,-123.1037,0.422909118049551
59150071026,0,49.3188,-123.1065,0.412622987806762
59150071031,0,49.3172,-123.116,0.38491073258668496
59150071032,5,49.3171,-123.111,0.389781078033303
59150071033,0,49.3164,-123.1172,0.263274134705875
59150071034,0,49.3161,-123.1111,0.37972453434491604
59150072001,51,49.3278,-123.1039,0.42012104088264207
59150072002,160,49.3266,-123.1042,0.424853277751652
59150072003,102,49.327,-123.1063,0.431377656463935
59150072004,375,49.3249,-123.1053,0.460130756198234
59150072005,20,49.326,-123.1028,0.426191169688882
59150072006,50,49.3243,-123.1035,0.45880977784614707
59150072007,5,49.3234,-123.1035,0.45380083933672705
59150072008,0,49.3225,-123.1036,0.443576232262524
59150072011,95,49.3234,-123.1092,0.46669131652045504
59150072012,170,49.3229,-123.1064,0.45897416970669797
59150073001,5,49.3292,-123.102,0.41152549589600707
59150073002,176,49.3277,-123.0997,0.41061553583059796
59150073003,435,49.3236,-123.0971,0.44572959140280605
59150073004,61,49.3275,-123.1015,0.420210208988067
59150073005,31,49.3261,-123.1013,0.434760523366526
59150073006,38,49.3252,-123.1013,0.430726267412045
59150073007,260,49.3242,-123.1015,0.45336073635139
59150074001,512,49.3252,-123.0963,0.423880132877049
59150074002,233,49.3242,-123.0968,0.44089012667096794
59150075003,29,49.3302,-123.0935,0.25897153424602504
59150075004,45,49.3302,-123.0926,0.25793332663412305
59150075005,40,49.32899999999999,-123.093,0.23024441690797798
59150075006,70,49.328,-123.0941,0.393262567878531
59150075007,59,49.327,-123.0944,0.39614932431033095
59150075008,54,49.327,-123.0966,0.407403958653425
59150075009,67,49.328,-123.0966,0.405552380907384
59150075010,44,49.3261,-123.0962,0.41957717233727
59150075011,0,49.3298,-123.096,0.254760403966444
59150076001,106,49.3309,-123.0864,0.24222234870734402
59150076002,179,49.3294,-123.0866,0.27819756769299997
59150076006,0,49.3322,-123.0892,0.27630808020450603
59150076007,239,49.328,-123.0912,0.387573928334554
59150077001,120,49.3279,-123.0876,0.25424502818149497
59150077002,77,49.3269,-123.0881,0.384230984800945
59150077003,31,49.326,-123.0888,0.40011231502644606
59150077005,52,49.3247,-123.0894,0.40902380028602003
59150077006,79,49.3255,-123.0904,0.40908486071740396
59150077007,27,49.3257,-123.0881,0.40118989110467895
59150077008,20,49.3266,-123.0866,0.38890867891935
59150078005,73,49.3195,-123.0877,0.442763431146986
59150078007,570,49.3239,-123.0862,0.41242382282573
59150078008,0,49.3194,-123.0909,0.46536108158098705
59150078009,0,49.3201,-123.0897,0.46040583622495895
59150079001,187,49.3227,-123.0832,0.40429768782019804
59150079002,111,49.3217,-123.0832,0.41178022675297
59150079003,150,49.3227,-123.0801,0.40021770968849196
59150079004,127,49.3237,-123.0801,0.396313963472495
59150080003,37,49.3185,-123.0821,0.42646416071748905
59150080004,149,49.3194,-123.0833,0.430474839356139
59150080005,138,49.3205,-123.0833,0.41873325156412394
59150081001,130,49.3216,-123.0801,0.409084457540915
59150081005,150,49.3185,-123.0786,0.42936915720843105
59150081006,0,49.31800000000001,-123.0791,0.433565528738154
59150081007,157,49.3193,-123.0778,0.430341718240548
59150081008,0,49.3198,-123.0762,0.43342360980258704
59150081009,53,49.3194,-123.0809,0.42008504070544506
59150081010,0,49.3198,-123.0802,0.42039795272753
59150081011,144,49.3205,-123.0802,0.41227378775968604
59150082001,362,49.3216,-123.077,0.41391866045884207
59150082002,393,49.3206,-123.0771,0.424745040841571
59150083001,264,49.3237,-123.077,0.40604200695257003
59150083002,269,49.3226,-123.077,0.414966567404785
59150084001,432,49.3226,-123.0739,0.43401351575943703
59150084002,512,49.3216,-123.0739,0.434006936675573
59150085001,397,49.3236,-123.0739,0.426779421195954
59150085002,486,49.3231,-123.0715,0.435273716749575
59150086002,382,49.3246,-123.0707,0.41897804648896797
59150086003,89,49.3245,-123.075,0.41680888195834703
59150086004,252,49.3247,-123.0735,0.41997603330043504
59150087001,521,49.3231,-123.07,0.424496681332408
59150088001,508,49.3225,-123.0676,0.419033900955099
59150089001,328,49.3236,-123.0676,0.41673639098398796
59150089002,142,49.3235,-123.0645,0.408580414831461
59150089003,130,49.3225,-123.0646,0.415203026322197
59150090001,170,49.3257,-123.0676,0.403132482487503
59150090002,213,49.3246,-123.0676,0.412257892483322
59150090003,93,49.3246,-123.0645,0.40977811995053
59150090004,103,49.3256,-123.0645,0.40124505580952297
59150091001,314,49.3267,-123.0706,0.407675142798445
59150091002,353,49.3257,-123.0707,0.41081861338716996
59150092001,289,49.3278,-123.0738,0.40211067605808704
59150092002,184,49.3277,-123.0706,0.39949152050303205
59150093001,289,49.3278,-123.0769,0.38932789331140993
59150093002,343,49.3268,-123.0738,0.395762322905192
59150094001,163,49.3258,-123.0769,0.397115271044996
59150094002,369,49.3257,-123.0738,0.41213856358675505
59150094003,161,49.3247,-123.077,0.40252150361565003
59150095001,131,49.3289,-123.08,0.378254338155325
59150095002,111,49.3279,-123.08,0.38065749276379707
59150095003,88,49.3268,-123.08,0.37816578886461494
59150095004,63,49.3258,-123.08,0.38322087855993703
59150095005,83,49.3247,-123.08,0.38952913860572397
59150096001,95,49.3309,-123.083,0.33313745447593796
59150096002,40,49.33,-123.0837,0.2450412230282
59150096003,0,49.3292,-123.0829,0.360373254372233
59150096004,135,49.3298,-123.0799,0.36868495847438393
59150096005,116,49.3308,-123.0799,0.362541959985927
59150096006,98,49.3308,-123.0768,0.37484446683584205
59150096007,108,49.3298,-123.0769,0.380083176820295
59150097001,32,49.3354,-123.083,0.327684113106229
59150097002,81,49.3347,-123.083,0.32642252696511104
59150097003,65,49.3338,-123.083,0.327412094790693
59150097004,105,49.3328,-123.083,0.320195956069466
59150097007,87,49.3328,-123.0799,0.34408693658688394
59150097008,149,49.3337,-123.0799,0.35460730212228797
59150097009,124,49.3347,-123.0799,0.351365771402177
59150097010,65,49.3354,-123.0798,0.3518540255736671
59150098003,19,49.3318,-123.0863,0.274446695046188
59150098004,438,49.3337,-123.0863,0.277249405599264
59150099001,81,49.3354,-123.0863,0.28018520779624395
59150099004,502,49.3339,-123.0898,0.27462328248324497
59150100001,31,49.3377,-123.0895,0.326771995152342
59150100002,218,49.3361,-123.0895,0.278755485375702
59150100003,128,49.3361,-123.0863,0.27845379521676505
59150100004,40,49.3375,-123.0867,0.273908811340231
59150100005,87,49.337,-123.0838,0.298849069304519
59150100006,83,49.3361,-123.0829,0.32951552236468296
59150100007,37,49.3379,-123.0838,0.29627227495293296
59150101001,28,49.3422,-123.0853,0.318012595720651
59150101002,295,49.3405,-123.0837,0.286352849209765
59150101003,100,49.3388,-123.0822,0.298033156421728
59150101004,24,49.3391,-123.0875,0.32505201296502
59150102002,33,49.3406,-123.0887,0.325766782302151
59150102003,259,49.3404,-123.0899,0.3367497385559
59150102004,69,49.3379,-123.092,0.329779768118387
59150103001,21,49.345,-123.0902,0.35065417191913
59150103003,150,49.3394,-123.096,0.361087966367983
59150103004,38,49.337,-123.097,0.35808358416280106
59150103005,64,49.3399,-123.0968,0.364069711276714
59150103006,48,49.3406,-123.0964,0.364022315184706
59150103008,349,49.3449,-123.0898,0.34474616665599706
59150104001,72,49.3466,-123.0914,0.350649179484255
59150104002,58,49.3458,-123.0922,0.35308062313963107
59150104003,62,49.3451,-123.0925,0.3540036327337439
59150104004,43,49.3444,-123.0923,0.354655169695867
59150104005,94,49.3438,-123.0931,0.35971569138850895
59150104006,76,49.3431,-123.0939,0.35916009142863503
59150104007,82,49.3425,-123.0944,0.35922735102030395
59150104008,52,49.342,-123.0954,0.363551015940997
59150105001,27,49.3441,-123.0996,0.34252768451878995
59150105002,29,49.3434,-123.0999,0.346504208888542
59150105003,33,49.3425,-123.1001,0.354753467517754
59150105004,35,49.3426,-123.0978,0.357268909192003
59150105005,39,49.3419,-123.098,0.363629425766633
59150105006,18,49.3412,-123.0982,0.36875418557615003
59150105007,32,49.3417,-123.0998,0.363516920426516
59150105008,45,49.3433,-123.0975,0.36282734229606395
59150105009,57,49.344,-123.0972,0.3630033954107371
59150105010,33,49.3448,-123.0953,0.356604934939632
59150106001,20,49.3506,-123.097,0.34027924847480795
59150106003,86,49.3421,-123.1037,0.352739235075901
59150106004,32,49.3398,-123.1061,0.389713576219253
59150106005,58,49.3409,-123.1034,0.36164734125452297
59150106006,38,49.3404,-123.1008,0.361163371877375
59150106008,646,49.3457,-123.0988,0.33704934113270496
59150107001,296,49.3452,-123.1078,0.359413472767953
59150107002,100,49.3442,-123.1051,0.34774083757540597
59150107003,67,49.3426,-123.1044,0.354224711320012
59150108001,326,49.3437,-123.109,0.35710496334947794
59150109001,414,49.3415,-123.1113,0.3577167194495589
59150109002,29,49.3402,-123.1122,0.39362272484382205
59150109003,29,49.3414,-123.1092,0.36107242433571796
59150109004,61,49.3404,-123.1087,0.37683288247276797
59150109005,36,49.3397,-123.1085,0.376265669625139
59150109006,17,49.3404,-123.107,0.381250432162233
59150110001,54,49.3388,-123.1152,0.3872418336234771
59150110004,66,49.3356,-123.1124,0.38653521284889003
59150110005,415,49.338,-123.1117,0.381723549542925
59150111002,251,49.3342,-123.1144,0.377928263928677
59150111003,40,49.3334,-123.111,0.363502912784212
59150111004,91,49.3338,-123.1104,0.36225110546118394
59150111007,153,49.3363,-123.117,0.39903501967700705
59150112001,0,49.339,-123.1029,0.38060628090001203
59150112002,0,49.3384,-123.1027,0.38123904737831
59150112003,0,49.3381,-123.1033,0.38117509918951104
59150112004,0,49.3376,-123.1028,0.37743884554438
59150112005,37,49.3381,-123.1019,0.377515676676585
59150112006,10,49.337,-123.1019,0.36893942143315894
59150112007,101,49.3357,-123.1021,0.360682016865424
59150112008,10,49.3361,-123.1019,0.36087339312802097
59150112009,69,49.3355,-123.1,0.34800788943249206
59150112010,23,49.334,-123.0978,0.329765534949507
59150112012,16,49.3371,-123.1036,0.37196613470564394
59150112014,15,49.3333,-123.1062,0.34196838159093895
59150112017,448,49.3353,-123.1047,0.364071905404595
59150113002,27,49.3289,-123.1151,0.424081273436064
