"","museum.fromId","museum.nearest3","museum.sd3"
"1","59150004004",0.338430049482681,0.470577854534597
"2","59150004005",0.356431249062828,0.449539121675071
"3","59150004006",0.364660368870895,0.445455979965278
"4","59150004011",0.347026540710751,0.47068979673884
"5","59150004012",0.362382666066877,0.451404684764681
"6","59150004013",0.409038836407258,0.304057191024422
"7","59150004014",0.658014797093744,0.290619140055338
"8","59150004017",0.658014797093744,0.290619140055338
"9","59150004018",0.659594076732235,0.296379113385646
"10","59150004019",0.659330863459153,0.296379113385646
"11","59150005003",0.408891887839256,0.432996220061338
"12","59150005007",0.401250562303194,0.42823960313448
"13","59150005015",0.437106012895486,0.424536835900937
"14","59150005016",0.367672814514919,0.414905964046007
"15","59150005017",0.375534562902984,0.417347834888039
"16","59150006004",0.412565602039286,0.383220477218941
"17","59150006005",0.395372619583146,0.45868746617187
"18","59150006006",0.425937921727395,0.372144019470015
"19","59150006007",0.454445943919628,0.325326925543525
"20","59150006010",0.478031189083821,0.517711599625404
"21","59150006011",0.372448642974959,0.414462394193679
"22","59150007007",0.45709101814365,0.325326925543525
"23","59150007008",0.477002549107812,0.516508558862761
"24","59150008003",0.488538011695907,0.384042346656614
"25","59150008006",0.430419853051432,0.339844649109397
"26","59150008007",0.426672664567401,0.33592552972243
"27","59150008008",0.472887989203779,0.3936632114986
"28","59150008009",0.483394811815865,0.372245086959033
"29","59150009001",0.478031189083821,0.517711599625404
"30","59150009002",0.488023691707902,0.474336574553923
"31","59150009003",0.419692607587344,0.246822790965192
"32","59150009008",0.497061028639976,0.507009396828687
"33","59150009009",0.44482081271555,0.363059166290026
"34","59150009018",0.471345029239766,0.369123274633671
"35","59150009019",0.512784525416104,0.466178634582373
"36","59150009021",0.537031039136303,0.37628644061396
"37","59150009022",0.494342480131954,0.472313150165467
"38","59150010001",0.445261658419553,0.342640315178495
"39","59150010003",0.396401259559154,0.48761775399352
"40","59150010004",0.436591692907482,0.309704529873404
"41","59150010005",0.445188184135553,0.342640315178495
"42","59150010011",0.509404708352077,0.466081653090463
"43","59150010012",0.50117558854401,0.470293122807497
"44","59150010013",0.385820962663068,0.504072346597797
"45","59150010014",0.461572949467686,0.426408731706389
"46","59150012001",0.463686301899598,0.400983153225785
"47","59150012005",0.428298766484362,0.431205163533273
"48","59150012006",0.442386493674583,0.458944213854454
"49","59150012009",0.427212120494669,0.355532091025714
"50","59150012010",0.426521848931821,0.436075151593199
"51","59150012012",0.434704563928941,0.405771037391442
"52","59150013001",0.487461033375161,0.358338059561759
"53","59150013002",0.860668737233834,0.417782088891025
"54","59150013003",0.440433624547198,0.465403721067013
"55","59150014007",0.54165991902834,0.398046665054984
"56","59150014012",0.445238456014079,0.450935778811191
"57","59150014013",0.44701730710041,0.436291712612258
"58","59150014017",0.658541223639908,0.294105298672677
"59","59150014023",0.841864242252054,0.353302806917738
"60","59150014024",0.509331234068076,0.410793295184166
"61","59150014025",0.527479382216224,0.381299750402657
"62","59150015001",0.856513080947983,0.391964794958986
"63","59150015002",0.354373969110811,0.491125366835466
"64","59150015003",0.839921040793616,0.350172288691898
"65","59150016003",0.532883609157847,0.346451241350743
"66","59150016004",0.2673069425701,0.571070101071189
"67","59150016005",0.331229569650622,0.510438766164484
"68","59150017003",0.285161193582246,0.545307466868478
"69","59150017005",0.311538461538461,0.524528965816301
"70","59150017009",0.325645524066577,0.518074030688095
"71","59150018001",0.303309341730394,0.528799809865345
"72","59150018005",0.2673069425701,0.571070101071189
"73","59150018006",0.285381616434248,0.544116508365176
"74","59150018007",0.276050382366172,0.559428925723322
"75","59150018008",0.316534712850502,0.519381568889099
"76","59150018009",0.2673069425701,0.571070101071189
"77","59150018010",0.276050382366172,0.559428925723322
"78","59150018011",0.331156095366622,0.511782451309868
"79","59150019001",0.849109193361269,0.357847538586114
"80","59150019002",0.396327785275153,0.361576108819988
"81","59150019003",0.298753936122357,0.530805283141921
"82","59150019004",0.311538461538461,0.526527393174465
"83","59150019005",0.387878242615085,0.287354437344025
"84","59150019006",0.290377867746289,0.541556322557199
"85","59150019007",0.856513080947983,0.391964794958986
"86","59150020001",0.442645587202374,0.388771779407481
"87","59150020002",0.449240870958322,0.41777925463965
"88","59150020003",0.442645587202374,0.388771779407481
"89","59150021001",0.351067626330784,0.548714067557838
"90","59150021005",0.31006897585845,0.5341559393239
"91","59150021006",0.331156095366622,0.511782451309868
"92","59150022001",0.410214424951267,0.354473029138036
"93","59150022002",0.382294197031039,0.470433846371225
"94","59150022003",0.374285500074974,0.40101827539485
"95","59150023001",0.431007647323437,0.401039080392521
"96","59150023005",0.323661718398561,0.453089313679688
"97","59150023010",0.354961763382816,0.487996844125806
"98","59150023011",0.390008996851102,0.377081174860625
"99","59150024001",0.337915729494677,0.498499206070556
"100","59150024002",0.341589443694707,0.489244108749269
"101","59150024005",0.346218323586745,0.465935385815535
"102","59150024006",0.341589443694707,0.489244108749269
"103","59150024012",0.359002849002849,0.468157348658957
"104","59150024015",0.374432448642975,0.523092953570406
"105","59150024016",0.363558254610886,0.473682801260829
"106","59150024017",0.336740140950667,0.496343447847716
"107","59150025001",0.388686459739091,0.492916993056769
"108","59150025004",0.362970460338881,0.504321882777321
"109","59150025007",0.363705203178887,0.490549538898152
"110","59150025008",0.383469785575049,0.498385801644371
"111","59150025009",0.400442345179187,0.408777884185174
"112","59150025010",0.366056380266906,0.525404818764932
"113","59150027004",0.19126105862948,0.470449965852222
"114","59150027005",0.20977657819763,0.468609612762418
"115","59150028001",0.223883640725746,0.502993211945651
"116","59150028012",0.180386864597391,0.467738939881562
"117","59150028013",0.180460338881392,0.467806953659866
"118","59150028014",0.217124006597691,0.467932601387218
"119","59150028015",0.220797720797721,0.516799824900614
"120","59150028017",0.188762932973459,0.466463424198992
"121","59150028018",0.198755435597541,0.47209039117225
"122","59150028019",0.163708202129255,0.468747055017598
"123","59150029001",0.241003148897886,0.508234531190683
"124","59150029002",0.240047983205878,0.488085151041093
"125","59150029003",0.234904783325836,0.464610118457801
"126","59150029005",0.229761583445794,0.440032583094071
"127","59150029006",0.237990703253861,0.434888291259952
"128","59150029007",0.2059559154296,0.454520365571857
"129","59150029008",0.189277252961464,0.467461430649359
"130","59150029010",0.198241115609537,0.464048977748965
"131","59150030001",0.290598290598291,0.580142793916958
"132","59150030004",0.254008097165992,0.531041509163362
"133","59150030005",0.251069125805968,0.460878789729826
"134","59150030006",0.277960713750187,0.49431749473506
"135","59150030007",0.302648073174389,0.548281780503384
"136","59150030008",0.263706702654071,0.442269039101367
"137","59150030009",0.263706702654071,0.442269039101367
"138","59150030010",0.246881091617934,0.441800349110854
"139","59150030011",0.237990703253861,0.434888291259952
"140","59150030012",0.265102714050082,0.433999854094234
"141","59150030013",0.268629479682111,0.534391165010183
"142","59150031003",0.271935822462138,0.429533907937861
"143","59150031004",0.316975558554506,0.55468386246877
"144","59150031005",0.313154895786475,0.551532028335876
"145","59150031009",0.348903113639956,0.643599902342792
"146","59150031010",0.430221273905485,0.610616231977509
"147","59150032001",0.298900884690359,0.527652727365554
"148","59150032004",0.265984405458089,0.571070101071189
"149","59150032009",0.25136302294197,0.526287971769369
"150","59150032010",0.303456290298396,0.525694547457764
"151","59150032011",0.295814964762333,0.528705670452512
"152","59150033002",0.453067804646752,0.575966161069638
"153","59150033003",0.326233318338581,0.499215823782976
"154","59150033004",0.321457489878543,0.505634200146425
"155","59150033007",0.422941362415047,0.630501322297735
"156","59150033008",0.551955986457371,0.335323751759632
"157","59150033009",0.362529614634878,0.497794632542989
"158","59150033010",0.715641222940392,0.474586525872812
"159","59150033011",0.839921040793616,0.350172288691898
"160","59150034001",0.543728800183094,0.395883914345952
"161","59150034002",0.276050382366172,0.559428925723322
"162","59150034003",0.290451342030289,0.538367510551146
"163","59150035005",0.380847495695141,0.625250031608371
"164","59150035008",0.325119080299136,0.642754853479406
"165","59150035011",0.395929059253159,0.510181136035001
"166","59150035012",0.387012594311763,0.600913970039201
"167","59150035013",0.385182426193506,0.605678733300197
"168","59150035014",0.379710264280901,0.633579485268172
"169","59150035015",0.87452821242295,0.450889102325642
"170","59150035016",0.89172119487909,0.450889102325642
"171","59150036001",0.327760391970918,0.653697830392754
"172","59150036002",0.324654405097618,0.65002893804129
"173","59150036003",0.313039563108815,0.598314465692834
"174","59150036004",0.255551057130005,0.421219132953775
"175","59150036005",0.262531114110061,0.417624146204219
"176","59150036006",0.249599640125956,0.410419040167159
"177","59150036007",0.249526165841955,0.411458408790115
"178","59150037001",0.296938974986066,0.617639051093469
"179","59150037002",0.287663813397885,0.598421506367623
"180","59150037003",0.277025196942094,0.58048237412634
"181","59150037004",0.247762783025941,0.442826069678441
"182","59150037005",0.255551057130005,0.421219132953775
"183","59150037006",0.286233102909003,0.59021729037224
"184","59150037007",0.295748754294461,0.594098579232195
"185","59150038001",0.235713000449842,0.439065266630856
"186","59150038002",0.230128954865797,0.429978751583414
"187","59150038003",0.222046783625731,0.434167166759046
"188","59150038004",0.205000749737592,0.453161086303535
"189","59150038005",0.190379367221473,0.465518451140104
"190","59150039001",0.237035537561854,0.438826121182349
