"fromId","score"
"59150004004",0.156710511068595
"59150004005",0.153962508551266
"59150004006",0.154335347022059
"59150004011",0.154460732691904
"59150004012",0.152940854368933
"59150004013",0.180218634366264
"59150004014",0.0949352125495855
"59150004017",0.0949352125495855
"59150004018",0.0921605687991441
"59150004019",0.09277529390786
"59150005003",0.144857925458526
"59150005007",0.149190635104009
"59150005015",0.143794088268382
"59150005016",0.161981767309952
"59150005017",0.158935075702825
"59150006004",0.169292096976827
"59150006005",0.142207602480388
"59150006006",0.1615656951766
"59150006007",0.148157381247554
"59150006010",0.148346900972713
"59150006011",0.161109873155221
"59150007007",0.148787406023876
"59150007008",0.149087688591499
"59150008003",0.131681698251837
"59150008006",0.135029133386774
"59150008007",0.134194963506829
"59150008008",0.14632133578062
"59150008009",0.16920222677699
"59150009001",0.148346900972713
"59150009002",0.16535818243583
"59150009003",0.137506267407536
"59150009008",0.150912098751234
"59150009009",0.157812344453209
"59150009018",0.133617784317109
"59150009019",0.129867702155616
"59150009021",0.131228683440359
"59150009022",0.172578244640972
"59150010001",0.148599612100432
"59150010003",0.153573000401191
"59150010004",0.134980917830218
"59150010005",0.148652260671314
"59150010011",0.132442072064924
"59150010012",0.157210525342114
"59150010013",0.145211504126691
"59150010014",0.151377559238259
"59150012001",0.150957572741053
"59150012005",0.12736345500172
"59150012006",0.132377643166268
"59150012009",0.128151860905212
"59150012010",0.130323234143103
"59150012012",0.148928627901072
"59150013001",0.183428636004371
"59150013002",0.118240432532714
"59150013003",0.130593059260687
"59150014007",0.113202528565251
"59150014012",0.130191528171833
"59150014013",0.13433012972935
"59150014017",0.0932515484741012
"59150014023",0.139098817182315
"59150014024",0.14580268023033
"59150014025",0.114828474470202
"59150015001",0.15132914083123
"59150015002",0.143527764729319
"59150015003",0.127231579806454
"59150016003",0.126202350145576
"59150016004",0.159217956729064
"59150016005",0.145119300446697
"59150017003",0.158259308082313
"59150017005",0.151452953354367
"59150017009",0.146490999359774
"59150018001",0.15218919395678
"59150018005",0.159217956729064
"59150018006",0.158495694402578
"59150018007",0.157367693172286
"59150018008",0.149393710559971
"59150018009",0.159217956729064
"59150018010",0.157367693172286
"59150018011",0.145111698372948
"59150019001",0.152369414125725
"59150019002",0.164654648604097
"59150019003",0.155315110356938
"59150019004",0.151001253253915
"59150019005",0.164392258650492
"59150019006",0.155420779149659
"59150019007",0.15132914083123
"59150020001",0.146222228764464
"59150020002",0.134798997694054
"59150020003",0.146222228764464
"59150021001",0.133533753034026
"59150021005",0.150502581708982
"59150021006",0.145111698372948
"59150022001",0.121306469807886
"59150022002",0.139400948601923
"59150022003",0.133497898358055
"59150023001",0.146806653853928
"59150023005",0.15226943894175
"59150023010",0.143529723059363
"59150023011",0.150908033595106
"59150024001",0.139961828483502
"59150024002",0.140688431417653
"59150024005",0.139075575506502
