"","art.or.cultural.centre.fromId","art.or.cultural.centre.nearest1","art.or.cultural.centre.sd1"
"1","59150004004",0.63225371120108,0.553359485486363
"2","59150004005",0.655838956365272,0.545172758111661
"3","59150004006",0.662231219073325,0.535099372190202
"4","59150004011",0.641070625281152,0.551653510486504
"5","59150004012",0.656059379217274,0.5491366465003
"6","59150004013",0.700364372469636,0.525377111809247
"7","59150004014",0.969941520467839,0.43272525936067
"8","59150004017",0.969941520467839,0.43272525936067
"9","59150004018",0.969941520467839,0.43272525936067
"10","59150004019",0.969941520467839,0.43272525936067
"11","59150005003",0.726153846153846,0.510029493775349
"12","59150005007",0.716234817813766,0.4996397573568
"13","59150005015",0.729680611785875,0.540451807817084
"14","59150005016",0.675456590193432,0.517645569632846
"15","59150005017",0.676117858749438,0.527490724319145
"16","59150006004",0.745771479982006,0.512375368672289
"17","59150006005",0.728578497525866,0.512375368672289
"18","59150006006",0.820715249662618,0.583755942573146
"19","59150006007",0.847386414754832,0.577007229188952
"20","59150006010",0.870089968511021,0.581965058357729
"21","59150006011",0.675677013045434,0.521064633386029
"22","59150007007",0.850913180386866,0.586547821119128
"23","59150007008",0.869208277103014,0.557543396061872
"24","59150008003",0.865901934322991,0.600210535584956
"25","59150008006",0.807930724246513,0.609654865159761
"26","59150008007",0.806608187134503,0.608191283365174
"27","59150008008",0.854660368870893,0.598034806215123
"28","59150008009",0.870089968511021,0.584510044423697
"29","59150009001",0.870089968511021,0.581965058357729
"30","59150009002",0.87714349977508,0.575389227332131
"31","59150009003",0.80991452991453,0.593291493364705
"32","59150009008",0.878466036887089,0.603579426463485
"33","59150009009",0.829532163742687,0.602496436494163
"34","59150009018",0.860611785874944,0.591366732706373
"35","59150009019",0.895879442195231,0.598839371708333
"36","59150009021",0.927399910031491,0.595921423548829
"37","59150009022",0.882433648223118,0.592496771804084
"38","59150010001",0.822919478182636,0.611217052684441
"39","59150010003",0.773544759334233,0.611555337362914
"40","59150010004",0.814322986954566,0.611217052684441
"41","59150010005",0.822919478182636,0.611217052684441
"42","59150010011",0.892352676563206,0.583474294803303
"43","59150010012",0.883315339631133,0.58441342773868
"44","59150010013",0.762964462438147,0.611507085679754
"45","59150010014",0.838569500674761,0.613339183637623
"46","59150012001",0.873134186818394,0.564548933562308
"47","59150012005",0.825083102493075,0.63249168830055
"48","59150012006",0.849062788550325,0.616428410994698
"49","59150012009",0.827797783933514,0.637339015394311
"50","59150012010",0.823499538319483,0.634167664928721
"51","59150012012",0.835941828254847,0.613900657742245
"52","59150013001",0.896795937211449,0.575717236217206
"53","59150013003",0.843859649122807,0.615648829677136
"54","59150014007",0.918362573099418,0.580833702863549
"55","59150014012",0.854082503556186,0.579369703719009
"56","59150014013",0.856870554765296,0.579268760869801
"57","59150014017",0.969941520467839,0.43272525936067
"58","59150014024",0.899406207827256,0.593252405644192
"59","59150014025",0.909766081871348,0.579518926383906
"60","59150015002",0.750841205578048,0.619372478015563
"61","59150016003",0.962226720647775,0.603008674401061
"62","59150016004",0.646581196581197,0.625533753591171
"63","59150016005",0.725713000449843,0.621326805091093
"64","59150017003",0.664435447593342,0.628780456869586
"65","59150017005",0.69970310391363,0.628854017432417
"66","59150017009",0.717777777777777,0.620650700285184
"67","59150018001",0.690886189833558,0.62930082547857
"68","59150018005",0.646581196581197,0.625533753591171
"69","59150018006",0.664655870445345,0.628088846287161
"70","59150018007",0.655838956365272,0.626936069272165
"71","59150018008",0.707417903733693,0.625325749343511
"72","59150018009",0.646581196581197,0.625533753591171
"73","59150018010",0.655838956365272,0.626936069272165
"74","59150018011",0.725713000449843,0.621326805091093
"75","59150019002",0.793823661718399,0.621370257707902
"76","59150019003",0.681408007197481,0.627893196567156
"77","59150019004",0.699482681061628,0.628780456869586
"78","59150019005",0.78544759334233,0.619461193208593
"79","59150019006",0.672811515969411,0.627893196567156
"80","59150020001",0.85199146514936,0.582629069420831
"81","59150020002",0.858729255571363,0.578813167655308
"82","59150020003",0.85199146514936,0.582629069420831
"83","59150021001",0.74863697705803,0.638253171379825
"84","59150021005",0.697939721097615,0.639215694244469
"85","59150021006",0.725713000449843,0.621326805091093
"86","59150022001",0.811016644174539,0.67170780660334
"87","59150022002",0.781479982006297,0.652921666527457
"88","59150022003",0.77310391363023,0.651241750453895
"89","59150023001",0.853999100314888,0.602682225460375
"90","59150023005",0.712046783625731,0.59789538718335
"91","59150023010",0.75106162843005,0.618009060559595
"92","59150023011",0.78787224471435,0.635982532822664
"93","59150024001",0.713369320737742,0.611868369175908
