"","museum.fromId","museum.nearest1","museum.sd1"
"1","59150004004",0.298313090418353,0.417899192023732
"2","59150004005",0.313963112910482,0.421876990581398
"3","59150004006",0.322559604138552,0.421876990581398
"4","59150004011",0.306909581646423,0.417899192023732
"5","59150004012",0.322780026990553,0.403959855829211
"6","59150004013",0.371493477282951,0.452841979761094
"7","59150004014",0.613317384370016,0.724886132194745
"8","59150004017",0.613317384370016,0.724886132194745
"9","59150004018",0.61488038277512,0.711067733832345
"10","59150004019",0.614619883040935,0.71321239121014
"11","59150005003",0.361133603238866,0.501687345555631
"12","59150005007",0.353198380566801,0.504526182288883
"13","59150005015",0.399707602339181,0.450045699874058
"14","59150005016",0.322339181286549,0.451786545139219
"15","59150005017",0.332919478182636,0.420219400145877
"16","59150006004",0.36157444894287,0.563407990346753
"17","59150006005",0.34438146648673,0.560749969438572
"18","59150006006",0.367966711650922,0.567355484308122
"19","59150006007",0.39463787674314,0.560708482176666
"20","59150006010",0.418443544759334,0.55233660679459
"21","59150006011",0.327629329734592,0.425282931329996
"22","59150007007",0.397503373819164,0.565270864864487
"23","59150007008",0.418443544759334,0.55233660679459
"24","59150008003",0.418223121907333,0.527490724319145
"25","59150008006",0.360251911830859,0.53688203100675
"26","59150008007",0.35782726045884,0.535570838552831
"27","59150008008",0.406761133603239,0.529519134849316
"28","59150008009",0.420647773279352,0.531693277982284
"29","59150009001",0.418443544759334,0.55233660679459
"30","59150009002",0.427480881691408,0.52743155596493
"31","59150009003",0.358488529014844,0.544960275852419
"32","59150009008",0.431228070175439,0.54048614114173
"33","59150009009",0.379428699955016,0.535317266824866
"34","59150009018",0.41050832208727,0.551653510486504
"35","59150009019",0.448641475483581,0.538104736031126
"36","59150009021",0.479941520467837,0.542035148451316
"37","59150009022",0.433211875843454,0.534588972437946
"38","59150010001",0.375240665766982,0.543042642210746
"39","59150010003",0.326306792622582,0.531485677274225
"40","59150010004",0.366864597390913,0.539727886990758
"41","59150010005",0.375240665766982,0.543042642210746
"42","59150010011",0.44489428699955,0.51592155896712
"43","59150010012",0.435636527215474,0.52194733512639
"44","59150010013",0.315946918578498,0.533337732372736
"45","59150010014",0.391551956815115,0.534698578074502
"46","59150012001",0.390890688259109,0.77798726388791
"47","59150012005",0.363117408906883,0.790317933635432
"48","59150012006",0.371493477282951,0.784834163007007
"49","59150012009",0.359811066126856,0.795820891167531
"50","59150012010",0.361133603238866,0.792532867342626
"51","59150012012",0.366864597390913,0.787266030229372
"52","59150013001",0.415578047683311,0.765374234897773
"53","59150013002",0.845443213296401,0.825048288473461
"54","59150013003",0.371273054430949,0.784068015316045
"55","59150014007",0.470683760683761,0.522635100402418
"56","59150014012",0.372154745838956,0.787376931516086
"57","59150014013",0.37391812865497,0.786273183653481
"58","59150014017",0.613838383838384,0.720049873291917
"59","59150014023",0.813545706371191,0.825308013628941
"60","59150014024",0.450404858299595,0.540794576335919
"61","59150014025",0.462307692307692,0.520916704691426
"62","59150015001",0.828702677746998,0.8251333529246
"63","59150015002",0.278695456590194,0.495599435841501
"64","59150015003",0.811509695290859,0.829576108185961
"65","59150016003",0.462087269455691,0.779543836113627
"66","59150016004",0.196036887089518,0.577805873408969
"67","59150016005",0.255771479982006,0.48771199240592
"68","59150017003",0.213670715249663,0.578996911326877
"69","59150017005",0.238137651821862,0.534149263438524
"70","59150017009",0.251142600089969,0.503104725653586
"71","59150018001",0.229541160593792,0.539033200276816
"72","59150018005",0.196036887089518,0.577805873408969
"73","59150018006",0.213891138101664,0.577563527484854
"74","59150018007",0.204412955465587,0.580956370923463
"75","59150018008",0.241884840305893,0.502643211573264
"76","59150018009",0.196036887089518,0.577805873408969
"77","59150018010",0.204412955465587,0.580956370923463
"78","59150018011",0.255771479982006,0.48771199240592
"79","59150019001",0.820558633425669,0.82518192653725
"80","59150019002",0.320575798470535,0.512791459773795
"81","59150019003",0.226234817813766,0.561150068897789
"82","59150019004",0.238137651821862,0.534149263438524
"83","59150019005",0.311979307242465,0.512791459773795
