"","theatre.performance.and.concert.hall.fromId","theatre.performance.and.concert.hall.nearest3","theatre.performance.and.concert.hall.sd3"
"1","59150004004",0.387143499775079,0.531463001844727
"2","59150004005",0.40933273354326,0.506217368538855
"3","59150004006",0.415724996251312,0.501217263110439
"4","59150004011",0.395519568151147,0.530785003437365
"5","59150004012",0.409773579247263,0.511644155031676
"6","59150004013",0.454225521067626,0.446800929652609
"7","59150004014",0.71249451754386,0.383914463083853
"8","59150004017",0.71249451754386,0.383914463083853
"9","59150004018",0.714106359649123,0.49194006754794
"10","59150004019",0.713837719298246,0.49194006754794
"11","59150005003",0.471932823511771,0.468485301423625
"12","59150005007",0.46443844654371,0.452867357477787
"13","59150005015",0.482660068975859,0.458164711883017
"14","59150005016",0.426746138851402,0.453230389224086
"15","59150005017",0.428436047383416,0.470276030493842
"16","59150006004",0.483321337531864,0.404023723199403
"17","59150006005",0.46576098365572,0.482104866086204
"18","59150006006",0.513151896836107,0.40934168683663
"19","59150006007",0.542835507572349,0.419033804354761
"20","59150006010",0.562893987104513,0.262579590511607
"21","59150006011",0.429391213075423,0.460955102417027
"22","59150007007",0.545113210376368,0.419033804354761
"23","59150007008",0.557456890088469,0.262579590511607
"24","59150008003",0.601467986204828,0.370151660540148
"25","59150008006",0.54290898185635,0.458025814677082
"26","59150008007",0.536222822012296,0.45325795437408
"27","59150008008",0.573180386864597,0.399736089485643
"28","59150008009",0.576119358224621,0.273707080102718
"29","59150009001",0.562893987104513,0.262579590511607
"30","59150009002",0.575311141100615,0.208786415205354
"31","59150009003",0.515062228220123,0.463657734047258
"32","59150009008",0.595957414904783,0.335323751759632
"33","59150009009",0.548346078872394,0.40502884261553
"34","59150009018",0.560101964312491,0.3892769609022
"35","59150009019",0.607492877492878,0.24688667852553
"36","59150009021",0.617926225820963,0.426106520281079
"37","59150009022",0.581482980956665,0.243494200693541
"38","59150010001",0.557309941520468,0.438712643073428
"39","59150010003",0.50852301694407,0.463318406831628
"40","59150010004",0.548052181736392,0.45349579514785
"41","59150010005",0.557089518668466,0.438712643073428
"42","59150010011",0.604921277552857,0.242585938079393
"43","59150010012",0.598382066276803,0.227737401147126
"44","59150010013",0.497354925775979,0.517040052199826
"45","59150010014",0.573694706852601,0.296894918930289
"46","59150012001",0.563493382579255,0.273620246467813
"47","59150012005",0.511763619575254,0.507709692721693
