"","library.or.archives.fromId","library.or.archives.nearest1","library.or.archives.sd1"
"1","59150004004",0.274066576698156,0.454532106281036
"2","59150004005",0.289716599190283,0.431689748177361
"3","59150004006",0.298092667566352,0.43385661485485
"4","59150004011",0.282663067926226,0.454532106281036
"5","59150004012",0.298533513270356,0.44909475236646
"6","59150004013",0.34812865497076,0.458443506947092
"7","59150004014",0.585964912280702,0.730862856044831
"8","59150004017",0.585964912280702,0.730862856044831
"9","59150004018",0.587527910685806,0.718804371602201
"10","59150004019",0.587267410951622,0.720643575852382
"11","59150005003",0.339973009446694,0.51583228741136
"12","59150005007",0.332037786774629,0.509744001373062
"13","59150005015",0.376122357174989,0.437635022605364
"14","59150005016",0.29919478182636,0.45707420090127
"15","59150005017",0.30889338731444,0.435080245408419
"16","59150006004",0.341736392262708,0.568469830021728
"17","59150006005",0.324322986954566,0.567509977227144
"18","59150006006",0.348789923526766,0.577459472785723
"19","59150006007",0.376122357174989,0.566968134038099
"20","59150006010",0.400148448043185,0.547955476230496
"21","59150006011",0.304264507422402,0.437119265615186
"22","59150007007",0.379649122807018,0.569596245090884
"23","59150007008",0.400148448043185,0.547955476230496
"24","59150008003",0.401030139451192,0.527490724319145
"25","59150008006",0.342838506522717,0.537042421894462
"26","59150008007",0.340413855150697,0.536935525143055
"27","59150008008",0.388906882591093,0.53089813423006
"28","59150008009",0.403454790823212,0.531693277982284
"29","59150009001",0.400148448043185,0.547955476230496
"30","59150009002",0.409185784975258,0.525094357430941
"31","59150009003",0.33953216374269,0.556637673442115
"32","59150009008",0.413594242015294,0.54374149807027
"33","59150009009",0.361354026090868,0.536506714593955
"34","59150009018",0.392433648223122,0.555240469485854
"35","59150009019",0.430566801619433,0.538718903251393
"36","59150009021",0.458780926675663,0.541272355710234
"37","59150009022",0.415137201979307,0.539935292774952
"38","59150010001",0.35782726045884,0.54367516445676
"39","59150010003",0.30889338731444,0.531693277982284
"40","59150010004",0.349451192082771,0.540400284233688
"41","59150010005",0.35782726045884,0.54367516445676
"42","59150010011",0.427040035987404,0.518625952021995
"43","59150010012",0.418443544759334,0.52194733512639
"44","59150010013",0.298533513270356,0.534112527723208
"45","59150010014",0.374138551506973,0.535317266824866
"46","59150012001",0.373477282950967,0.778082506021087
"47","59150012005",0.345483580746738,0.791018257820477
"48","59150012006",0.354080071974809,0.785008623012916
"49","59150012009",0.342397660818714,0.796222919171395
"50","59150012010",0.343720197930724,0.792910917975252
"51","59150012012",0.349451192082771,0.787554101042051
"52","59150013001",0.398164642375169,0.765475412270709
"53","59150013002",0.827797783933514,0.826466881216901
"54","59150013003",0.353639226270805,0.784415654356421
"55","59150014007",0.45349077822762,0.522635100402418
"56","59150014012",0.354741340530814,0.787550413424565
"57","59150014013",0.356504723346829,0.78641015429895
"58","59150014017",0.58648591174907,0.726590988668165
"59","59150014023",0.79612650046168,0.826060564726393
"60","59150014024",0.432109761583446,0.541679951025807
"61","59150014025",0.445114709851552,0.520916704691426
"62","59150015001",0.811283471837489,0.825879556045199
"63","59150015002",0.261502474134053,0.495599435841501
