"","heritage.or.historic.site.fromId","heritage.or.historic.site.nearest3","heritage.or.historic.site.sd3"
"1","59150004004",0.604186534712851,0.522003232911804
"2","59150004005",0.627992202729045,0.538693439381115
"3","59150004006",0.635413105413105,0.532902028518183
"4","59150004011",0.612562603088919,0.530477312332336
"5","59150004012",0.628065677013045,0.538693439381115
"6","59150004013",0.673693207377418,0.520915706486935
"7","59150004014",0.876230811403509,0.472795833024535
"8","59150004017",0.876230811403509,0.472795833024535
"9","59150004018",0.87703673245614,0.471726716390653
"10","59150004019",0.876902412280702,0.471786490186872
"11","59150005003",0.693825161193582,0.46096817413296
"12","59150005007",0.685596041385515,0.491762873619528
"13","59150005015",0.70205428100165,0.46119692718915
"14","59150005016",0.647683310841205,0.518807627234177
"15","59150005017",0.649226270805218,0.522381038839349
"16","59150006004",0.7082261208577,0.476876618304844
"17","59150006005",0.690077972709552,0.469709230584902
"18","59150006006",0.754735342630081,0.507285330647343
"19","59150006007",0.781994301994302,0.386914013603397
"20","59150006010",0.802493627230467,0.445587587586907
"21","59150006011",0.649520167941221,0.519864570035735
"22","59150007007",0.784712850502322,0.387628971346755
"23","59150007008",0.798893387314439,0.445587587586907
"24","59150008003",0.8241956104837,0.338539310111707
"25","59150008006",0.766858599490179,0.524407156401335
"26","59150008007",0.761862348178138,0.508804852519661
"27","59150008008",0.802199730094466,0.364110319152789
"28","59150008009",0.809547158494528,0.307996417250645
"29","59150009001",0.802493627230467,0.445587587586907
"30","59150009002",0.811824861298547,0.381648841112819
"31","59150009003",0.750841205578049,0.51744644459173
"32","59150009008",0.824388963862647,0.555839393541206
"33","59150009009",0.778320587794271,0.48943478604176
"34","59150009018",0.797350427350426,0.372681553620713
"35","59150009019",0.83692857499875,0.482896100020974
"36","59150009021",0.852987917386808,0.574250832411527
"37","59150009022",0.81755585545059,0.512488937954006
"38","59150010001",0.781553456290297,0.50644933926993
"39","59150010003",0.7326930574299,0.597493645890278
"40","59150010004",0.772736542210225,0.500304436271878
"41","59150010005",0.781553456290297,0.50644933926993
"42","59150010011",0.83426827637354,0.48136505390422
"43","59150010012",0.827842255210675,0.498675885954533
"44","59150010013",0.721818863397812,0.591525503771277
"45","59150010014",0.79786474733843,0.480485558184987
"46","59150012001",0.78410841589512,0.364450124517802
"47","59150012005",0.731965220067712,0.560306224397734
"48","59150012006",0.756305058521125,0.458418340843955
"49","59150012009",0.729530624807633,0.574952901329925
"50","59150012010",0.728938134810712,0.562621560864219
"51","59150012012",0.742348206932693,0.490832612024382
"52","59150013001",0.804496477086506,0.343141766139315
"53","59150013002",0.919508771929824,0.431949678430839
"54","59150013003",0.752791461821932,0.458418340843955
"55","59150014007",0.860685260158946,0.579742408113349
"56","59150014012",0.763087686023974,0.458418340843955
"57","59150014013",0.76704412168401,0.450631389104413
"58","59150014017",0.876499451754386,0.472251999868596
"59","59150014023",0.881111111111108,0.46342838120407
"60","59150014024",0.830487329434698,0.428864168012311
"61","59150014025",0.849500578023497,0.584044404811876
"62","59150015001",0.898304093567249,0.46342838120407
"63","59150015002",0.69970310391363,0.575547558986637
"64","59150015003",0.872514619883038,0.46342838120407
"65","59150016003",0.855331318160265,0.603387287307685
"66","59150016004",0.598382066276803,0.528658476172703
"67","59150016005",0.676485230169441,0.52050457049604
"68","59150017003",0.616236317288949,0.574034079855484
"69","59150017005",0.648638476533213,0.541765812663663
"70","59150017009",0.668770430349378,0.539518200099139
"71","59150018001",0.640703253861149,0.538669143689379
"72","59150018005",0.598382066276803,0.528658476172703
"73","59150018006",0.616309791572949,0.574034079855484
"74","59150018007",0.607639826060879,0.477059491418469
"75","59150018008",0.658851402009296,0.533238248620976
"76","59150018009",0.598382066276803,0.528658476172703
"77","59150018010",0.607639826060879,0.477059491418469
"78","59150018011",0.67633828160144,0.520768902521876
"79","59150019001",0.889707602339178,0.46342838120407
"80","59150019002",0.739967011545959,0.503167554250513
"81","59150019003",0.631739391213075,0.540208489439386
"82","59150019004",0.648418053681211,0.543467753041401
"83","59150019005",0.731443994601889,0.524808111906036
"84","59150019006",0.624171539961014,0.571005942354482
"85","59150019007",0.898304093567249,0.46342838120407
"86","59150020001",0.758480239242013,0.475823848497856
"87","59150020002",0.770690773876368,0.44785832056668
"88","59150020003",0.758480239242013,0.475823848497856
"89","59150021001",0.696617183985605,0.484810492894085
"90","59150021005",0.647168990853201,0.549992159450496
"91","59150021006",0.67633828160144,0.520768902521876
"92","59150022001",0.75378017693807,0.508797821590108
"93","59150022002",0.726300794721846,0.515424005504261
"94","59150022003",0.718879892037788,0.53931515488505
