"fromId","score"
"59150004004",0.274803367092462
"59150004005",0.2817001950956
"59150004006",0.289422035848882
"59150004011",0.274399378456121
"59150004012",0.280517172120819
"59150004013",0.256023859605493
"59150004014",0.26937177652385
"59150004017",0.26937177652385
"59150004018",0.26933597805954
"59150004019",0.26933597805954
"59150005003",0.23522522609632
"59150005007",0.246262161236807
"59150005015",0.244017173822358
"59150005016",0.278751445960317
"59150005017",0.274226629267747
"59150006004",0.210563973768899
"59150006005",0.21735616816608
"59150006006",0.144202713825806
"59150006007",0.128941545101083
"59150006010",0.119785979301021
"59150006011",0.2770821119606
"59150007007",0.124370309028687
"59150007008",0.126318885624952
"59150008003",0.103839315208169
"59150008006",0.176255455740927
"59150008007",0.173781306019489
"59150008008",0.114549740824152
"59150008009",0.120506775490771
"59150009001",0.119785979301021
"59150009002",0.122621101532376
"59150009003",0.175722003121579
"59150009008",0.10624985998707
"59150009009",0.122699483664688
"59150009018",0.120835837027746
"59150009019",0.10874684994384
"59150009021",0.109022773863605
"59150009022",0.115838906001504
"59150010001",0.167496312038077
"59150010003",0.175327050163889
"59150010004",0.1712271484623
"59150010005",0.167567256636744
"59150010011",0.114496255814238
"59150010012",0.112174177885591
"59150010013",0.183520235369609
"59150010014",0.103627567081494
"59150012001",0.0730466771317264
"59150012005",0.0942493465511954
"59150012006",0.0716660702629835
"59150012009",0.0889776558323075
"59150012010",0.093337945698142
"59150012012",0.0760444369209277
"59150013001",0.0706474823802676
"59150013003",0.0764263357359213
"59150014007",0.117891007416691
"59150014012",0.0740191745018632
"59150014013",0.0751067810687791
"59150014017",0.271644753111459
"59150014024",0.113695648531704
"59150014025",0.112496325213854
"59150015002",0.204239740187321
"59150016003",0.108234819380016
"59150016004",0.243664933108683
"59150016005",0.182668900510064
"59150017003",0.232566393443493
"59150017005",0.199844301760996
"59150017009",0.18505416220934
"59150018001",0.204831752372706
"59150018005",0.243664933108683
"59150018006",0.232643188163384
"59150018007",0.237328198821591
"59150018008",0.189622143035623
"59150018009",0.243664933108683
"59150018010",0.237328198821591
"59150018011",0.181721624642243
"59150019002",0.185415685562045
"59150019003",0.217396960572687
"59150019004",0.199360301619577
"59150019005",0.18037915956184
"59150019006",0.229203121250894
"59150020001",0.068775660106783
"59150020002",0.0758059087815473
"59150020003",0.068775660106783
"59150021001",0.171662722671772
"59150021005",0.196693805815126
"59150021006",0.181721624642243
"59150022001",0.142972077707632
