"fromId","mean_score","lat","lon","pop","amn_density","trafficScore","need","efficiency"
"59150760005",1,49.2818,-123.0965,0.81,0.94,0.43,0.86,0.114583333333333
"59150761003",1,49.2827,-123.0965,0.84,0.93,0.43,0.87,0.104166666666667
"59150761004",1,49.2836,-123.0965,0.91,0.92,0.43,0.9,0.0729166666666665
"59150762002",1,49.2836,-123.0987,0.71,0.91,0.38,0.77,0.208333333333333
"59150762003",1,49.2843,-123.0963,0.18,0.92,0.43,0.48,0.510416666666667
"59150762005",0.99,49.2844,-123.0943,0.65,0.91,0.47,0.78,0.1875
"59150762006",0.99,49.2835,-123.0943,0.72,0.91,0.47,0.82,0.145833333333333
"59150762007",1,49.2848,-123.0973,0.86,0.91,0.43,0.87,0.104166666666667
"59150763003",1,49.2818,-123.0986,0.85,0.94,0.38,0.86,0.114583333333333
"59150763004",1,49.2827,-123.0986,0.49,0.91,0.38,0.65,0.333333333333333
"59150777001",0.99,49.2763,-123.1168,1,0.95,0.47,0.96,0
"59150779001",0.99,49.2761,-123.123,0.99,0.95,0.47,0.96,0
"59150780004",0.99,49.2778,-123.1223,0.98,0.95,0.47,0.96,0
"59150780005",0.99,49.2771,-123.1214,0.99,0.95,0.47,0.96,0
"59150780006",1,49.2791,-123.1243,0.76,0.95,0.37,0.81,0.166666666666667
"59150780007",1,49.2784,-123.1233,0.87,0.95,0.47,0.92,0.0520833333333333
"59150782001",0.99,49.2797,-123.1253,0.93,0.95,0.3,0.86,0.104166666666667
"59150784002",0.99,49.277,-123.1275,0.96,0.93,0.47,0.94,0.0208333333333333
"59150785006",0.96,49.2746,-123.1271,0.99,0.95,0.47,0.96,-0.03125
"59150785014",0.96,49.2751,-123.1281,0.83,0.93,0.47,0.89,0.0416666666666665
"59150785015",0.97,49.2757,-123.1277,0.85,0.95,0.47,0.91,0.03125
"59150785017",0.96,49.2759,-123.1292,0.92,0.94,0.47,0.93,-1.11022302462516e-16
"59150785018",0.98,49.2761,-123.1283,0.21,0.94,0.47,0.54,0.427083333333333
"59150786001",0.96,49.274,-123.1261,0.96,0.95,0.47,0.95,-0.0208333333333334
"59150787001",0.96,49.2736,-123.1249,0.94,0.95,0.47,0.94,-0.0104166666666666
"59150788001",0.98,49.2745,-123.1238,0.78,0.95,0.47,0.87,0.0833333333333335
"59150788002",0.98,49.2741,-123.1229,0.94,0.95,0.47,0.94,0.0104166666666667
"59150790002",0.94,49.2755,-123.1316,0.94,0.93,0.47,0.94,-0.03125
"59150790003",0.9,49.2748,-123.1327,0.94,0.93,0.47,0.94,-0.0729166666666666
"59150790004",0.91,49.2762,-123.1328,0.74,0.94,0.47,0.85,0.03125
"59150791003",0.96,49.2772,-123.1311,0.96,0.94,0.47,0.95,-0.0208333333333334
"59150791004",0.94,49.277,-123.1324,0.13,0.94,0.47,0.49,0.4375
"59150792004",0.92,49.2771,-123.1329,0.13,0.94,0.47,0.49,0.416666666666667
"59150792005",0.91,49.278,-123.1329,0.98,0.94,0.47,0.95,-0.0729166666666666
"59150793003",0.94,49.2787,-123.1318,0.99,0.93,0.33,0.9,0.0104166666666665
"59150795003",0.96,49.2794,-123.1307,0.92,0.94,0.33,0.87,0.0625
"59150795004",0.9,49.2807,-123.1328,0.94,0.94,0.27,0.85,0.0208333333333333
"59150816001",0.93,49.2851,-123.1353,0.88,0.91,0.27,0.8,0.104166666666667
"59150817003",0.91,49.2848,-123.137,0.96,0.91,0.27,0.84,0.0416666666666667
"59150819003",0.88,49.2837,-123.1374,0.92,0.91,0.27,0.82,0.03125
"59150820003",0.85,49.283,-123.1385,0.95,0.91,0.27,0.83,-0.0104166666666666
"59150821001",0.82,49.2822,-123.1372,0.94,0.91,0.27,0.83,-0.0416666666666667
"59150822001",0.87,49.2829,-123.1362,0.93,0.92,0.27,0.83,0.0104166666666667
"59150823003",0.85,49.2819,-123.1347,0.94,0.93,0.27,0.84,-0.0208333333333334
"59150824003",0.81,49.2812,-123.1358,0.92,0.94,0.27,0.83,-0.0520833333333333
"59150827003",0.72,49.2806,-123.1397,0.13,0.92,0.27,0.36,0.34375
"59150827004",0.79,49.2814,-123.1383,0.93,0.93,0.27,0.84,-0.0833333333333333
"59150828001",0.8,49.2831,-123.1407,0.9,0.89,0.27,0.8,-0.03125
"59150828004",0.79,49.2823,-123.1396,0.89,0.91,0.27,0.8,-0.0416666666666667
"59150828005",0.75,49.2819,-123.1409,0.13,0.89,0.27,0.34,0.395833333333333
"59150831001",0.76,49.2838,-123.1428,0.13,0.89,0.27,0.34,0.40625
"59150831003",0.8,49.2839,-123.1419,0.96,0.89,0.27,0.83,-0.0624999999999999
"59150832001",0.77,49.2857,-123.1432,0.13,0.87,0.27,0.33,0.427083333333333
"59150832002",0.85,49.2864,-123.1415,0.98,0.87,0.27,0.83,-0.0104166666666666
"59150832003",0.8,49.2855,-123.1422,0.13,0.88,0.27,0.34,0.447916666666667
"59150837003",0.98,49.2882,-123.1357,0.93,0.89,0.27,0.82,0.135416666666667
"59150840001",0.98,49.2896,-123.1336,0.93,0.89,0.27,0.82,0.135416666666667
"59150841001",0.98,49.2903,-123.1326,0.94,0.89,0.27,0.82,0.135416666666667
"59150845001",0.98,49.2873,-123.1343,0.82,0.89,0.27,0.76,0.197916666666667
"59150845002",0.97,49.2865,-123.1332,0.93,0.91,0.27,0.83,0.114583333333333
"59150846001",0.97,49.2866,-123.1354,0.75,0.89,0.27,0.72,0.229166666666667
"59150846002",0.96,49.2858,-123.1343,0.96,0.91,0.27,0.84,0.0937499999999998
"59150850002",0.96,49.2885,-123.1246,0.92,0.89,0.3,0.82,0.114583333333333
"59150850003",0.95,49.2875,-123.1224,0.96,0.91,0.3,0.86,0.0625
"59150850004",0.97,49.2868,-123.1237,0.83,0.92,0.3,0.79,0.15625
"59150850007",0.96,49.2857,-123.1203,0.13,0.92,0.3,0.38,0.572916666666667
"59150850008",0.95,49.2866,-123.1199,0.13,0.92,0.3,0.38,0.5625
"59150850009",0.97,49.2855,-123.1216,0.13,0.92,0.3,0.38,0.583333333333333
"59150850010",0.98,49.288,-123.1255,0.99,0.89,0.3,0.86,0.0937499999999998
"59150859003",0.91,49.2905,-123.1414,0.92,0.88,0.27,0.8,0.0833333333333335
"59150861003",0.83,49.2892,-123.1433,0.68,0.87,0.27,0.67,0.135416666666667
"59150861004",0.88,49.2898,-123.1425,0.93,0.88,0.27,0.81,0.0416666666666665
"59150863007",0.83,49.2873,-123.1422,0.13,0.88,0.27,0.34,0.479166666666667
"59150863009",0.86,49.2883,-123.1418,0.52,0.88,0.27,0.57,0.270833333333333
"59150863010",0.9,49.2888,-123.141,0.94,0.88,0.27,0.81,0.0625
"59150863011",0.85,49.2877,-123.142,0.13,0.88,0.27,0.34,0.5
"59150863012",0.81,49.2881,-123.1433,0.13,0.88,0.27,0.34,0.458333333333333
"59150864001",0.92,49.2895,-123.1399,0.94,0.88,0.27,0.81,0.0833333333333335
"59150865004",0.92,49.2878,-123.1394,0.94,0.88,0.27,0.81,0.0833333333333335
"59150865008",0.95,49.2885,-123.1384,0.81,0.88,0.27,0.74,0.1875
"59150866003",0.97,49.2892,-123.1373,0.96,0.89,0.27,0.83,0.114583333333333
"59150871002",0.9,49.274,-123.147,0.4,0.92,0.45,0.64,0.239583333333333
"59150871003",0.92,49.273,-123.1471,0.71,0.92,0.49,0.83,0.0625
"59150871004",0.93,49.2759,-123.1434,0.87,0.92,0.47,0.9,0
"59150871006",0.72,49.2777,-123.1478,0.13,0.92,0.45,0.46,0.239583333333333
"59150872001",0.83,49.2766,-123.1489,0.33,0.92,0.45,0.6,0.208333333333333
"59150872002",0.87,49.2758,-123.1489,0.59,0.92,0.45,0.74,0.104166666666667
"59150872003",0.87,49.2749,-123.1489,0.53,0.92,0.45,0.71,0.135416666666667
"59150872004",0.89,49.2749,-123.147,0.33,0.92,0.45,0.6,0.270833333333333
"59150872005",0.91,49.2758,-123.1469,0.27,0.92,0.45,0.55,0.34375
"59150872006",0.85,49.2765,-123.1469,0.22,0.92,0.45,0.52,0.3125
"59150873001",0.83,49.2758,-123.1508,0.29,0.92,0.45,0.57,0.239583333333333
"59150873002",0.81,49.2749,-123.1512,0.36,0.92,0.45,0.62,0.166666666666667
"59150873003",0.85,49.2735,-123.1508,0.76,0.92,0.45,0.83,-0.0104166666666666
"59150873004",0.85,49.2735,-123.152,0.77,0.92,0.45,0.84,-0.0208333333333334
"59150874001",0.8,49.275,-123.1533,0.13,0.9,0.45,0.45,0.333333333333333
"59150874002",0.85,49.2721,-123.1538,0.86,0.92,0.49,0.91,-0.0937500000000001
"59150874003",0.89,49.2721,-123.1514,0.87,0.92,0.49,0.91,-0.0520833333333334
"59150875001",0.83,49.2722,-123.1562,0.83,0.9,0.49,0.88,-0.0833333333333334
"59150875002",0.81,49.2713,-123.1562,0.85,0.9,0.49,0.89,-0.114583333333333
"59150876001",0.82,49.2722,-123.1585,0.86,0.88,0.49,0.89,-0.104166666666667
"59150876002",0.8,49.2713,-123.1586,0.86,0.88,0.49,0.89,-0.125
"59150877001",0.81,49.2704,-123.1586,0.9,0.88,0.51,0.92,-0.145833333333333
"59150878001",0.8,49.2714,-123.161,0.84,0.87,0.49,0.87,-0.104166666666667
"59150878002",0.81,49.2705,-123.161,0.85,0.87,0.51,0.89,-0.114583333333333
"59150879001",0.84,49.2696,-123.161,0.87,0.87,0.51,0.9,-0.0937500000000001
"59150879002",0.85,49.2696,-123.1586,0.87,0.88,0.51,0.9,-0.0833333333333334
"59150879003",0.85,49.2687,-123.1587,0.21,0.88,0.58,0.57,0.260416666666667
"59150880001",0.85,49.2696,-123.1634,0.47,0.87,0.51,0.69,0.135416666666667
"59150880002",0.88,49.2687,-123.1634,0.79,0.88,0.58,0.9,-0.0520833333333334
"59150880003",0.87,49.2687,-123.161,0.86,0.88,0.58,0.93,-0.0937500000000001
"59150881001",0.82,49.2723,-123.1633,0.63,0.87,0.49,0.76,0.03125
"59150881002",0.82,49.2722,-123.1609,0.83,0.87,0.49,0.87,-0.0833333333333334
"59150881003",0.81,49.2714,-123.1633,0.51,0.87,0.49,0.7,0.0833333333333335
"59150881004",0.81,49.2705,-123.1633,0.55,0.87,0.51,0.73,0.0520833333333335
"59150882001",0.84,49.2715,-123.1671,0.39,0.87,0.49,0.63,0.1875
"59150882002",0.86,49.2706,-123.1672,0.6,0.89,0.51,0.77,0.0625
"59150882003",0.83,49.2706,-123.1654,0.48,0.87,0.51,0.69,0.114583333333333
"59150882004",0.79,49.2715,-123.1654,0.58,0.87,0.49,0.73,0.03125
"59150882005",0.84,49.2697,-123.1654,0.52,0.88,0.51,0.72,0.0937499999999998
"59150882006",0.88,49.2688,-123.1654,0.76,0.88,0.51,0.85,0
"59150883001",0.72,49.2721,-123.1744,0.8,0.94,0.51,0.9,-0.21875
"59150883002",0.87,49.2712,-123.1685,0.13,0.89,0.49,0.47,0.385416666666667
"59150883003",0.83,49.2722,-123.1652,0.33,0.87,0.49,0.59,0.21875
"59150883006",0.82,49.2707,-123.1766,0.53,0.94,0.55,0.78,0.0104166666666665
"59150883007",0.81,49.2713,-123.1767,0.13,0.94,0.51,0.51,0.28125
"59150883008",0.82,49.2707,-123.1747,0.42,0.95,0.55,0.72,0.0729166666666665
"59150884001",0.81,49.2736,-123.1601,0.24,0.87,0.45,0.5,0.291666666666667
"59150884002",0.81,49.2731,-123.1609,0.84,0.87,0.49,0.87,-0.09375
"59150884003",0.81,49.2731,-123.1632,0.36,0.87,0.49,0.61,0.177083333333333
"59150885003",0.72,49.2726,-123.1883,0.15,0.85,0.7,0.6,0.0937499999999998
"59150885004",0.88,49.27,-123.2024,0.13,0.79,0.98,0.71,0.145833333333333
"59150885005",0.87,49.2699,-123.2033,0.16,0.79,0.98,0.73,0.114583333333333
"59150885007",0.79,49.2729,-123.2039,0.13,0.76,0.98,0.7,0.0625
"59150885008",0.73,49.2707,-123.1917,0.92,0.83,0.87,1,-0.3125
"59150885009",0.78,49.2723,-123.1992,0.13,0.79,0.7,0.54,0.21875
"59150886004",0.9,49.266,-123.2075,0.4,0.72,0.22,0.37,0.520833333333333
"59150886008",0.74,49.2663,-123.1895,0.19,0.83,0.87,0.71,0
"59150886009",0.77,49.2656,-123.1894,0.18,0.84,0.87,0.71,0.03125
"59150886010",0.81,49.2664,-123.1881,0.17,0.84,0.87,0.7,0.0833333333333335
"59150886015",0.71,49.2662,-123.1922,0.23,0.81,0.87,0.72,-0.0416666666666667
"59150886016",0.7,49.2666,-123.1914,0.19,0.81,0.87,0.7,-0.03125
"59150886017",0.75,49.2677,-123.1891,0.13,0.84,0.87,0.68,0.0416666666666665
"59150886018",0.76,49.267,-123.1897,0.2,0.84,0.87,0.72,0.0104166666666667
"59150886019",0.54,49.2673,-123.1917,0.13,0.8,0.87,0.66,-0.15625
"59150886020",0.72,49.2682,-123.1914,0.13,0.84,0.87,0.68,0.0104166666666665
"59150886024",0.79,49.2686,-123.2018,0.25,0.79,0.98,0.78,-0.0208333333333334
"59150886025",0.77,49.2691,-123.1891,0.8,0.84,0.87,0.98,-0.25
"59150886026",0.74,49.2668,-123.1987,0.16,0.8,0.87,0.68,0.03125
"59150887002",0.8,49.2644,-123.1994,0.57,0.79,0.98,0.94,-0.177083333333333
"59150887004",0.83,49.2632,-123.1954,0.6,0.8,0.87,0.91,-0.114583333333333
"59150887005",0.83,49.2631,-123.1924,0.57,0.81,0.87,0.9,-0.104166666666667
"59150887006",0.81,49.2644,-123.1936,0.49,0.81,0.87,0.86,-0.0833333333333333
"59150887008",0.84,49.2641,-123.1956,0.13,0.8,0.87,0.66,0.15625
"59150887009",0.78,49.265,-123.1977,0.35,0.8,0.87,0.78,-0.03125
"59150888001",0.83,49.2632,-123.1985,0.66,0.79,0.87,0.93,-0.135416666666667
"59150888002",0.79,49.2623,-123.1985,0.53,0.79,0.87,0.87,-0.114583333333333
"59150888003",0.75,49.2614,-123.1985,0.55,0.79,0.98,0.93,-0.21875
"59150888004",0.7,49.2605,-123.1986,0.53,0.78,0.98,0.92,-0.260416666666667
"59150889001",0.77,49.2623,-123.1955,0.46,0.8,0.87,0.83,-0.09375
"59150889002",0.72,49.2614,-123.1955,0.54,0.79,0.98,0.93,-0.25
"59150889003",0.68,49.2604,-123.1956,0.39,0.79,0.98,0.85,-0.208333333333333
"59150889004",0.66,49.2595,-123.1956,0.54,0.79,0.98,0.93,-0.3125
"59150889005",0.65,49.2586,-123.1956,0.65,0.79,0.98,0.96,-0.354166666666667
"59150890001",0.74,49.2605,-123.2016,0.55,0.72,0.98,0.9,-0.197916666666667
"59150890002",0.71,49.2596,-123.2016,0.47,0.71,0.98,0.85,-0.177083333333333
"59150890003",0.69,49.2587,-123.2017,0.53,0.71,0.98,0.88,-0.229166666666667
"59150890004",0.65,49.2587,-123.1987,0.63,0.74,0.98,0.94,-0.333333333333333
"59150890005",0.66,49.2596,-123.1986,0.64,0.76,0.98,0.95,-0.333333333333333
"59150891002",0.58,49.257,-123.1951,0.59,0.79,0.98,0.94,-0.40625
"59150891004",0.52,49.2561,-123.1951,0.59,0.78,0.98,0.94,-0.46875
"59150891005",0.43,49.2542,-123.1951,0.79,0.74,0.98,0.98,-0.604166666666667
"59150891009",0.62,49.2575,-123.199,0.35,0.72,0.98,0.79,-0.208333333333333
"59150892001",0.78,49.2622,-123.1924,0.4,0.81,0.87,0.81,-0.0625000000000001
"59150892002",0.72,49.2613,-123.1925,0.4,0.8,0.98,0.86,-0.177083333333333
"59150892003",0.68,49.2604,-123.1925,0.35,0.8,0.98,0.83,-0.1875
"59150892004",0.64,49.259,-123.1926,0.13,0.8,0.98,0.72,-0.114583333333333
"59150892005",0.65,49.2594,-123.1895,0.42,0.81,0.98,0.88,-0.270833333333333
"59150892006",0.65,49.2585,-123.1895,0.65,0.8,0.98,0.97,-0.364583333333333
"59150893002",0.59,49.257,-123.1922,0.54,0.8,0.98,0.93,-0.385416666666667
"59150893003",0.61,49.257,-123.1894,0.55,0.8,0.98,0.93,-0.364583333333333
"59150893005",0.57,49.256,-123.1894,0.51,0.8,0.98,0.92,-0.395833333333333
"59150893006",0.52,49.2551,-123.1894,0.48,0.8,0.98,0.9,-0.427083333333333
"59150893009",0.65,49.2578,-123.1908,0.65,0.8,0.98,0.97,-0.364583333333333
"59150894002",0.64,49.2569,-123.1866,0.68,0.81,0.98,0.98,-0.385416666666667
"59150894003",0.62,49.256,-123.1866,0.43,0.8,0.98,0.88,-0.302083333333333
"59150894004",0.59,49.2551,-123.1866,0.63,0.8,0.98,0.96,-0.416666666666667
"59150894005",0.61,49.2542,-123.1866,0.61,0.8,0.98,0.95,-0.385416666666667
"59150894008",0.68,49.2577,-123.1866,0.65,0.81,0.98,0.97,-0.333333333333333
"59150895001",0.52,49.2542,-123.1894,0.42,0.79,0.98,0.87,-0.395833333333333
"59150895002",0.52,49.2533,-123.1894,0.53,0.79,0.98,0.92,-0.447916666666667
"59150895003",0.62,49.2533,-123.1866,0.63,0.8,0.98,0.96,-0.385416666666667
"59150895004",0.63,49.2524,-123.1866,0.59,0.8,0.98,0.95,-0.364583333333333
"59150895005",0.63,49.2515,-123.1866,0.5,0.8,0.98,0.91,-0.322916666666667
"59150896001",0.59,49.2551,-123.1835,0.59,0.82,0.98,0.95,-0.40625
"59150896002",0.61,49.2542,-123.1835,0.6,0.81,0.98,0.96,-0.395833333333333
"59150896003",0.62,49.2533,-123.1835,0.64,0.81,0.98,0.97,-0.395833333333333
"59150896004",0.62,49.2524,-123.1835,0.68,0.8,0.98,0.97,-0.395833333333333
"59150897001",0.54,49.2551,-123.1805,0.59,0.82,0.59,0.77,-0.270833333333333
"59150897002",0.54,49.2542,-123.1802,0.6,0.82,0.59,0.77,-0.270833333333333
"59150897003",0.53,49.2533,-123.1802,0.59,0.82,0.59,0.77,-0.28125
"59150897004",0.53,49.2524,-123.1802,0.63,0.82,0.59,0.79,-0.302083333333333
"59150897005",0.56,49.2515,-123.1802,0.57,0.81,0.59,0.75,-0.229166666666667
"59150898001",0.63,49.2515,-123.1835,0.59,0.8,0.98,0.95,-0.364583333333333
"59150898004",0.68,49.2496,-123.1826,0.28,0.8,0.98,0.8,-0.15625
"59150898011",0.67,49.2506,-123.1835,0.55,0.8,0.98,0.93,-0.302083333333333
"59150898012",0.58,49.2506,-123.1802,0.13,0.81,0.59,0.48,0.0729166666666665
"59150898013",0.73,49.2496,-123.1843,0.4,0.8,0.98,0.86,-0.166666666666667
"59150898014",0.63,49.2496,-123.1802,0.66,0.81,0.59,0.8,-0.208333333333333
"59150899003",0.73,49.2486,-123.1867,0.41,0.79,0.98,0.86,-0.166666666666667
"59150899004",0.77,49.2485,-123.1843,0.41,0.8,0.98,0.87,-0.135416666666667
"59150899005",0.77,49.2476,-123.1836,0.46,0.8,0.22,0.45,0.302083333333333
"59150899006",0.81,49.2466,-123.1836,0.42,0.8,0.22,0.43,0.364583333333333
"59150899009",0.67,49.2506,-123.1866,0.51,0.79,0.98,0.91,-0.28125
"59150899010",0.71,49.2496,-123.1866,0.53,0.79,0.98,0.92,-0.25
"59150900001",0.69,49.2485,-123.1826,0.25,0.8,0.98,0.78,-0.125
"59150900002",0.63,49.2485,-123.1802,0.66,0.81,0.59,0.8,-0.208333333333333
"59150900003",0.63,49.2476,-123.1802,0.6,0.8,0.31,0.6,0
"59150900004",0.67,49.2466,-123.1803,0.65,0.81,0.31,0.64,0
"59150901001",0.67,49.2457,-123.1803,0.67,0.8,0.31,0.65,-0.0104166666666666
"59150901002",0.64,49.2447,-123.1803,0.56,0.8,0.31,0.58,0.03125
"59150901003",0.59,49.2438,-123.1803,0.59,0.79,0.31,0.59,-0.03125
"59150901004",0.55,49.2428,-123.1803,0.37,0.79,0.31,0.44,0.0833333333333335
"59150902001",0.8,49.2457,-123.1836,0.35,0.8,0.22,0.39,0.395833333333333
"59150902002",0.77,49.2447,-123.1836,0.44,0.79,0.22,0.43,0.322916666666667
"59150902003",0.7,49.2438,-123.1836,0.59,0.79,0.22,0.52,0.15625
"59150902004",0.66,49.2428,-123.1836,0.61,0.77,0.22,0.52,0.114583333333333
"59150903001",0.7,49.2448,-123.1895,0.63,0.76,0.22,0.53,0.145833333333333
"59150903002",0.7,49.2433,-123.1881,0.13,0.76,0.22,0.26,0.427083333333333
"59150903003",0.84,49.2448,-123.1867,0.65,0.78,0.22,0.56,0.260416666666667
"59150903004",0.89,49.2457,-123.1867,0.45,0.79,0.22,0.44,0.4375
"59150903005",0.67,49.2419,-123.1867,0.34,0.75,0.22,0.36,0.291666666666667
"59150903006",0.64,49.241,-123.1867,0.41,0.73,0.22,0.38,0.239583333333333
"59150904001",0.66,49.2419,-123.1836,0.52,0.76,0.22,0.46,0.177083333333333
"59150904002",0.64,49.2409,-123.1836,0.45,0.73,0.22,0.4,0.21875
"59150904003",0.48,49.2409,-123.1803,0.4,0.72,0.31,0.42,0.03125
"59150904004",0.51,49.2419,-123.1803,0.3,0.79,0.31,0.4,0.0833333333333335
"59150904005",0.5,49.24,-123.1803,0.52,0.72,0.31,0.5,-0.03125
"59150905001",0.63,49.24,-123.1867,0.4,0.72,0.22,0.37,0.239583333333333
"59150905002",0.62,49.2391,-123.1867,0.38,0.71,0.22,0.36,0.239583333333333
"59150905003",0.62,49.2381,-123.1867,0.54,0.71,0.22,0.44,0.15625
"59150905004",0.63,49.2382,-123.1836,0.48,0.7,0.22,0.4,0.208333333333333
"59150905005",0.6,49.2391,-123.1836,0.48,0.71,0.22,0.41,0.166666666666667
"59150905006",0.6,49.24,-123.1836,0.41,0.73,0.22,0.38,0.197916666666667
"59150906001",0.53,49.239,-123.1803,0.47,0.72,0.31,0.46,0.0416666666666667
"59150906002",0.57,49.2381,-123.1803,0.49,0.71,0.31,0.47,0.0729166666666665
"59150906003",0.58,49.2373,-123.1803,0.35,0.71,0.31,0.39,0.166666666666667
"59150906004",0.61,49.2366,-123.1803,0.25,0.7,0.31,0.33,0.260416666666667
"59150906005",0.6,49.2361,-123.1804,0.47,0.7,0.31,0.45,0.125
"59150906006",0.68,49.2352,-123.1804,0.52,0.7,0.31,0.48,0.177083333333333
"59150907001",0.66,49.237,-123.1867,0.53,0.71,0.22,0.44,0.197916666666667
"59150907002",0.74,49.2356,-123.186,0.66,0.7,0.22,0.51,0.208333333333333
"59150907003",0.7,49.2356,-123.1875,0.32,0.69,0.22,0.31,0.375
"59150907004",0.66,49.2356,-123.1889,0.26,0.68,0.22,0.28,0.364583333333333
"59150907005",0.67,49.2361,-123.1837,0.37,0.7,0.22,0.34,0.3125
"59150907006",0.77,49.2352,-123.1837,0.26,0.7,0.22,0.29,0.46875
"59150907007",0.66,49.2367,-123.1837,0.3,0.7,0.22,0.31,0.333333333333333
"59150907008",0.64,49.2373,-123.1836,0.49,0.7,0.22,0.41,0.208333333333333
"59150908001",0.76,49.2343,-123.1837,0.76,0.7,0.22,0.58,0.15625
"59150908002",0.7,49.2333,-123.1837,0.48,0.68,0.22,0.39,0.291666666666667
"59150908003",0.6,49.2333,-123.1804,0.29,0.69,0.31,0.34,0.239583333333333
"59150908004",0.68,49.2343,-123.1804,0.4,0.7,0.31,0.41,0.25
"59150908005",0.59,49.2322,-123.1772,0.49,0.67,0.31,0.44,0.125
"59150909004",0.47,49.2297,-123.1837,0.22,0.61,0.22,0.23,0.21875
"59150909005",0.57,49.2303,-123.185,0.16,0.62,0.22,0.21,0.34375
"59150909006",0.52,49.2296,-123.1862,0.49,0.62,0.22,0.37,0.125
"59150909007",0.44,49.2289,-123.1838,0.25,0.61,0.22,0.25,0.166666666666667
"59150909008",0.39,49.228,-123.1838,0.39,0.6,0.22,0.3,0.0625
"59150909010",0.64,49.2325,-123.1837,0.23,0.64,0.22,0.25,0.375
"59150909011",0.57,49.2314,-123.1817,0.81,0.64,0.31,0.64,-0.104166666666667
"59150910001",0.58,49.2341,-123.193,0.28,0.64,0.22,0.27,0.291666666666667
"59150910002",0.61,49.2339,-123.1916,0.31,0.64,0.22,0.28,0.3125
"59150910003",0.61,49.2336,-123.1903,0.36,0.64,0.22,0.31,0.28125
"59150910004",0.63,49.2334,-123.189,0.41,0.63,0.22,0.33,0.28125
"59150910005",0.65,49.2331,-123.1876,0.44,0.62,0.22,0.34,0.291666666666667
"59150910007",0.68,49.2328,-123.1861,0.66,0.63,0.22,0.47,0.1875
"59150910008",0.78,49.2346,-123.1856,0.13,0.7,0.22,0.23,0.541666666666667
"59150911004",0.4,49.2317,-123.1911,0.46,0.61,0.22,0.34,0.03125
"59150911007",0.33,49.226,-123.1883,0.48,0.58,0.22,0.34,-0.0416666666666667
"59150911008",0.49,49.2312,-123.1939,0.13,0.62,0.22,0.19,0.28125
"59150911011",0.42,49.2294,-123.19,0.9,0.61,0.22,0.62,-0.239583333333333
"59150911012",0.49,49.2323,-123.1955,0.13,0.61,0.22,0.19,0.28125
"59150911013",0.54,49.2344,-123.1947,0.18,0.63,0.22,0.22,0.302083333333333
"59150912001",0.53,49.2381,-123.1896,0.35,0.71,0.22,0.34,0.166666666666667
"59150912002",0.58,49.237,-123.1896,0.36,0.71,0.22,0.34,0.21875
"59150912003",0.61,49.2356,-123.1903,0.29,0.65,0.22,0.28,0.3125
"59150912004",0.62,49.2356,-123.1916,0.29,0.64,0.22,0.28,0.322916666666667
"59150912005",0.58,49.2356,-123.193,0.31,0.64,0.22,0.28,0.28125
"59150912006",0.51,49.237,-123.1923,0.28,0.67,0.22,0.28,0.208333333333333
"59150912007",0.53,49.236,-123.1953,0.43,0.64,0.22,0.34,0.166666666666667
"59150912008",0.57,49.2352,-123.1953,0.4,0.64,0.22,0.33,0.21875
"59150913001",0.42,49.2391,-123.1953,0.44,0.67,0.22,0.37,0.0208333333333333
"59150913002",0.45,49.2381,-123.1953,0.44,0.64,0.22,0.35,0.0729166666666667
"59150913003",0.49,49.237,-123.1953,0.39,0.64,0.22,0.32,0.145833333333333
"59150913004",0.45,49.2375,-123.1976,0.13,0.64,0.22,0.2,0.229166666666667
"59150913005",0.48,49.2381,-123.1923,0.37,0.7,0.22,0.34,0.114583333333333
"59150913006",0.43,49.2391,-123.1923,0.28,0.72,0.22,0.31,0.0937499999999998
"59150913007",0.55,49.2391,-123.1896,0.4,0.72,0.22,0.37,0.15625
"59150913008",0.56,49.24,-123.1896,0.35,0.72,0.22,0.34,0.197916666666667
"59150914001",0.37,49.241,-123.1952,0.48,0.71,0.22,0.41,-0.0729166666666667
"59150914002",0.4,49.2401,-123.1952,0.42,0.7,0.22,0.37,0
"59150914003",0.43,49.24,-123.1923,0.28,0.72,0.22,0.31,0.0937499999999998
"59150914004",0.48,49.241,-123.1923,0.35,0.72,0.22,0.34,0.114583333333333
"59150914005",0.5,49.2419,-123.1923,0.27,0.72,0.22,0.3,0.177083333333333
"59150914006",0.59,49.2419,-123.1895,0.42,0.73,0.22,0.39,0.177083333333333
"59150914007",0.55,49.241,-123.1896,0.4,0.72,0.22,0.37,0.15625
"59150915001",0.52,49.2457,-123.1952,0.42,0.72,0.22,0.38,0.114583333333333
"59150915002",0.48,49.2448,-123.1952,0.4,0.72,0.22,0.37,0.0833333333333335
"59150915003",0.44,49.2438,-123.1952,0.6,0.72,0.22,0.49,-0.0833333333333334
"59150915004",0.39,49.2429,-123.1952,0.56,0.72,0.22,0.46,-0.104166666666667
"59150915005",0.36,49.2419,-123.1952,0.44,0.72,0.22,0.39,-0.0625000000000001
"59150916001",0.61,49.2457,-123.1923,0.42,0.75,0.22,0.4,0.1875
"59150916002",0.75,49.2457,-123.1895,0.58,0.76,0.22,0.5,0.229166666666667
"59150916003",0.56,49.2448,-123.1923,0.38,0.73,0.22,0.37,0.166666666666667
"59150916004",0.52,49.2438,-123.1923,0.44,0.72,0.22,0.39,0.104166666666667
