"fromId","mean_score","lat","lon","pop","amn_density","trafficScore","need","efficiency"
"59150012010",0.15,49.3509,-123.2497,0.13,0.01,0.01,0,0.125
"59150012012",0.15,49.3515,-123.2486,0.13,0.01,0.01,0,0.125
"59150013001",0.12,49.3551,-123.2501,0.56,0.01,0.01,0.07,0.0208333333333333
"59150013002",0.05,49.3562,-123.2452,0.71,0.01,0.02,0.11,-0.0937500000000001
"59150013003",0.15,49.354,-123.2517,0.45,0.01,0.01,0.05,0.0729166666666667
"59150014003",0.05,49.3595,-123.2002,0.13,0.13,0.08,0.02,0
"59150014005",0.05,49.3503,-123.202,0.13,0.13,0.07,0.02,0
"59150014007",0.09,49.3612,-123.2721,0.13,0.01,0.01,0,0.0625
"59150014010",0.05,49.3737,-123.1927,0.13,0.1,0.1,0.02,0
"59150014011",0.05,49.3832,-123.1902,0.13,0.07,0.08,0.02,0
"59150014012",0.14,49.3499,-123.2416,0.17,0.1,0.02,0.02,0.09375
"59150014013",0.14,49.3494,-123.2412,0.13,0.1,0.02,0.01,0.104166666666667
"59150014015",0.05,49.3613,-123.2713,0.13,0.01,0.01,0,0.0208333333333333
"59150014016",0.05,49.3613,-123.2716,0.13,0.01,0.01,0,0.0208333333333333
"59150014017",0.07,49.3879,-123.2563,0.13,0.01,0.01,0,0.0416666666666667
"59150014020",0.05,49.3782,-123.2258,0.99,0.01,0.03,0.22,-0.208333333333333
"59150014021",0.05,49.3471,-123.1933,0.13,0.13,0.1,0.03,-0.0104166666666666
"59150014022",0.05,49.3473,-123.1932,0.13,0.13,0.1,0.03,-0.0104166666666666
"59150014023",0.05,49.3481,-123.2277,0.13,0.13,0.02,0.02,0
"59150014024",0.11,49.3721,-123.2701,0.13,0.01,0.01,0,0.0833333333333335
"59150014025",0.1,49.3614,-123.2726,0.13,0.01,0.01,0,0.0729166666666667
"59150015001",0.05,49.3477,-123.2306,0.65,0.13,0.02,0.13,-0.114583333333333
"59150015002",0.24,49.345,-123.2257,0.82,0.13,0.03,0.2,0.0104166666666667
"59150015003",0.05,49.3461,-123.2227,0.57,0.13,0.03,0.11,-0.0937500000000001
"59150016003",0.09,49.3445,-123.2141,0.86,0.13,0.03,0.22,-0.166666666666667
"59150016004",0.4,49.3425,-123.2119,0.23,0.13,0.03,0.03,0.354166666666667
"59150016005",0.28,49.3434,-123.2083,0.46,0.13,0.04,0.08,0.177083333333333
"59150017003",0.36,49.3425,-123.2144,0.2,0.13,0.03,0.03,0.3125
"59150017005",0.32,49.3406,-123.2177,0.19,0.13,0.03,0.02,0.28125
"59150017009",0.29,49.3412,-123.2195,0.83,0.13,0.03,0.2,0.0625
"59150018001",0.34,49.3402,-123.2399,0.2,0.13,0.02,0.02,0.302083333333333
"59150018005",0.4,49.3413,-123.2096,0.29,0.17,0.04,0.05,0.333333333333333
"59150018006",0.36,49.3399,-123.2033,0.2,0.17,0.07,0.04,0.302083333333333
"59150018007",0.38,49.3395,-123.201,0.21,0.17,0.08,0.04,0.322916666666667
"59150018008",0.31,49.34,-123.2357,0.51,0.13,0.02,0.09,0.197916666666667
"59150018009",0.4,49.3401,-123.2225,0.4,0.13,0.03,0.07,0.3125
"59150018010",0.38,49.3386,-123.2024,0.75,0.17,0.07,0.2,0.15625
"59150018011",0.28,49.3395,-123.239,0.26,0.13,0.02,0.04,0.21875
"59150019001",0.05,49.3456,-123.2333,0.39,0.13,0.02,0.06,-0.0416666666666667
"59150019002",0.19,49.3448,-123.2363,0.75,0.13,0.02,0.17,-0.0104166666666666
"59150019003",0.34,49.3419,-123.2337,0.27,0.13,0.02,0.04,0.28125
"59150019004",0.32,49.3412,-123.2377,0.13,0.13,0.02,0.02,0.28125
"59150019005",0.2,49.3435,-123.229,0.82,0.13,0.02,0.19,-0.0208333333333334
