,Player,Season,Stage,True shooting percentage
1846,Chucky Atkins,2002,Regular_Season,47.48
1847,Brian Skinner,2002,Regular_Season,57.36
1848,Jason Collins,2002,Regular_Season,52.06
1849,Erick Strickland,2002,Regular_Season,54.75
1850,Greg Buckner,2002,Regular_Season,51.89
1851,Hedo Turkoglu,2002,Regular_Season,50.86
1852,Vladimir Stepania,2002,Regular_Season,45.37
1853,Adonal Foyle,2002,Regular_Season,56.3
1854,Greg Ostertag,2002,Regular_Season,53.12
1855,Earl Watson,2002,Regular_Season,50.49
1856,Jeff McInnis,2002,Regular_Season,47.74
1857,Marc Jackson,2002,Regular_Season,50.78
1858,Junior Harrington,2002,Regular_Season,40.48
1859,Mark Blount,2002,Regular_Season,49.12
1860,Milt Palacio,2002,Regular_Season,46.57
1861,Alan Henderson,2002,Regular_Season,50.81
1862,Mark Jackson,2002,Regular_Season,47.25
1863,Bo Outlaw,2002,Regular_Season,57.44
1864,Casey Jacobsen,2002,Regular_Season,49.3
1865,Andrew DeClercq,2002,Regular_Season,56.2
1866,George Lynch,2002,Regular_Season,46.35
1867,Walt Williams,2002,Regular_Season,50.0
1868,Moochie Norris,2002,Regular_Season,46.95
1869,Trenton Hassell,2002,Regular_Season,41.09
1870,Kelvin Cato,2002,Regular_Season,53.45
1871,Michael Doleac,2002,Regular_Season,45.15
1872,Adrian Griffin,2002,Regular_Season,46.29
1873,Bryon Russell,2002,Regular_Season,46.82
1874,Nikoloz Tskitishvili,2002,Regular_Season,37.36
1875,Steve Kerr,2002,Regular_Season,55.17
1876,Sean Rooks,2002,Regular_Season,46.04
1877,Kevin Willis,2002,Regular_Season,50.59
1878,Samaki Walker,2002,Regular_Season,46.48
1879,Scott Williams,2002,Regular_Season,43.96
1880,Anthony Johnson,2002,Regular_Season,51.22
1881,Robert Traylor,2002,Regular_Season,48.6
1882,Antonio Daniels,2002,Regular_Season,57.19
1883,Brian Shaw,2002,Regular_Season,46.71
1884,Jake Voskuhl,2002,Regular_Season,60.42
1885,Michael Curry,2002,Regular_Season,47.43
1886,Raja Bell,2002,Regular_Season,50.89
1887,Kareem Rush,2002,Regular_Season,44.66
1888,Stacey Augmon,2002,Regular_Season,47.39
1889,Jeryl Sasser,2002,Regular_Season,40.2
1890,Darvin Ham,2002,Regular_Season,46.45
1891,Jeff Foster,2002,Regular_Season,39.37
1892,Ervin Johnson,2002,Regular_Season,49.24
1893,John Salmons,2002,Regular_Season,50.23
1894,DeSagana Diop,2002,Regular_Season,35.59
1895,Danny Ferry,2002,Regular_Season,45.87
1896,Tim Duncan,2002,Playoffs,57.68
1897,Dirk Nowitzki,2002,Playoffs,59.27
1898,Jason Kidd,2002,Playoffs,51.39
1899,Nick Van Exel,2002,Playoffs,54.92
1900,Kobe Bryant,2002,Playoffs,53.07
1901,Richard Hamilton,2002,Playoffs,54.02
1902,Allen Iverson,2002,Playoffs,49.88
1903,Kenyon Martin,2002,Playoffs,49.85
1904,Michael Finley,2002,Playoffs,55.45
1905,Tony Parker,2002,Playoffs,46.76
1906,Shaquille O'Neal,2002,Playoffs,57.03
1907,Steve Nash,2002,Playoffs,56.55
1908,Stephen Jackson,2002,Playoffs,52.92
1909,Richard Jefferson,2002,Playoffs,52.35
1910,Peja Stojakovic,2002,Playoffs,60.64
1911,Paul Pierce,2002,Playoffs,55.42
1912,Chauncey Billups,2002,Playoffs,54.88
1913,Manu Ginobili,2002,Playoffs,52.18
1914,Malik Rose,2002,Playoffs,50.37
1915,Tracy McGrady,2002,Playoffs,56.06
1916,Kerry Kittles,2002,Playoffs,49.43
1917,David Robinson,2002,Playoffs,59.09
1918,Antoine Walker,2002,Playoffs,46.59
1919,Bobby Jackson,2002,Playoffs,56.06
1920,Bruce Bowen,2002,Playoffs,50.77
1921,Chris Webber,2002,Playoffs,53.01
1922,Derrick Coleman,2002,Playoffs,58.77
1923,Kevin Garnett,2002,Playoffs,53.89
1924,Raef LaFrentz,2002,Playoffs,48.38
1925,Tony Delk,2002,Playoffs,61.68
1926,Cliff Robinson,2002,Playoffs,45.07
1927,Lucious Harris,2002,Playoffs,48.98
1928,Derek Fisher,2002,Playoffs,68.5
1929,Mike Bibby,2002,Playoffs,50.68
1930,Ben Wallace,2002,Playoffs,49.2
1931,Tayshaun Prince,2002,Playoffs,53.52
1932,Troy Hudson,2002,Playoffs,57.45
1933,Eric Snow,2002,Playoffs,54.11
1934,Jermaine O'Neal,2002,Playoffs,56.8
1935,Vlade Divac,2002,Playoffs,60.15
1936,Jim Jackson,2002,Playoffs,60.46
1937,Rodney Rogers,2002,Playoffs,48.65
1938,Bonzi Wells,2002,Playoffs,47.11
1939,Stephon Marbury,2002,Playoffs,43.85
1940,Kenny Thomas,2002,Playoffs,55.82
1941,Speedy Claxton,2002,Playoffs,50.26
1942,Keith Van Horn,2002,Playoffs,50.73
1943,Aaron Williams,2002,Playoffs,51.4
1944,Rasheed Wallace,2002,Playoffs,55.8
1945,Jason Collins,2002,Playoffs,49.64
1946,Corliss Williamson,2002,Playoffs,50.64
1947,Eduardo Najera,2002,Playoffs,54.14
1948,Metta World Peace,2002,Playoffs,52.97
1949,Shawn Marion,2002,Playoffs,46.86
1950,Gary Payton,2002,Playoffs,45.94
1951,Doug Christie,2002,Playoffs,48.38
1952,Damon Stoudamire,2002,Playoffs,60.63
1953,Tim Thomas,2002,Playoffs,58.1
1954,Chucky Atkins,2002,Playoffs,50.27
1955,Sam Cassell,2002,Playoffs,57.48
1956,Baron Davis,2002,Playoffs,55.03
1957,Walter McCarty,2002,Playoffs,63.4
1958,Jamal Mashburn,2002,Playoffs,52.44
1959,Drew Gooden,2002,Playoffs,46.3
1960,Karl Malone,2002,Playoffs,48.02
1961,Zach Randolph,2002,Playoffs,62.76
1962,Raja Bell,2002,Playoffs,59.29
1963,Eric Williams,2002,Playoffs,46.62
1964,Mehmet Okur,2002,Playoffs,49.96
1965,Aaron McKie,2002,Playoffs,60.26
1966,Toni Kukoc,2002,Playoffs,60.3
1967,Devean George,2002,Playoffs,53.68
1968,Wally Szczerbiak,2002,Playoffs,58.63
1969,Amar'e Stoudemire,2002,Playoffs,54.97
1970,Walt Williams,2002,Playoffs,50.55
1971,David Wesley,2002,Playoffs,52.61
1972,Desmond Mason,2002,Playoffs,56.82
1973,Penny Hardaway,2002,Playoffs,48.77
1974,Matt Harpring,2002,Playoffs,53.59
1975,Jon Barry,2002,Playoffs,60.39
1976,Ruben Patterson,2002,Playoffs,54.05
1977,Jamaal Magloire,2002,Playoffs,54.31
1978,Robert Horry,2002,Playoffs,34.2
1979,Tony Battie,2002,Playoffs,56.39
1980,Darrell Armstrong,2002,Playoffs,61.48
1981,Gordan Giricek,2002,Playoffs,54.24
1982,P.J. Brown,2002,Playoffs,55.45
1983,Arvydas Sabonis,2002,Playoffs,70.42
1984,Andrei Kirilenko,2002,Playoffs,54.14
1985,Michael Redd,2002,Playoffs,49.86
1986,John Stockton,2002,Playoffs,58.58
1987,Keon Clark,2002,Playoffs,54.74
1988,Reggie Miller,2002,Playoffs,43.57
1989,Hedo Turkoglu,2002,Playoffs,45.75
1990,Brad Miller,2002,Playoffs,52.33
1991,Jamaal Tinsley,2002,Playoffs,67.75
1992,Marc Jackson,2002,Playoffs,61.94
1993,Shawn Bradley,2002,Playoffs,44.32
1994,J.R. Bremer,2002,Playoffs,39.48
1995,Greg Ostertag,2002,Playoffs,51.85
1996,Kevin Willis,2002,Playoffs,55.66
1997,Dale Davis,2002,Playoffs,63.49
1998,George Lynch,2002,Playoffs,47.99
1999,Anthony Johnson,2002,Playoffs,62.43
2000,Rasho Nesterovic,2002,Playoffs,51.67
2001,Michael Curry,2002,Playoffs,43.54
2002,Ron Mercer,2002,Playoffs,37.13
2003,Brian Shaw,2002,Playoffs,38.09
2004,Adrian Griffin,2002,Playoffs,44.17
2005,Jake Voskuhl,2002,Playoffs,79.23
2006,Mark Jackson,2002,Playoffs,59.13
2007,Jacque Vaughn,2002,Playoffs,43.9
2008,Slava Medvedenko,2002,Playoffs,57.35
2009,Mark Madsen,2002,Playoffs,43.38
2010,Joe Johnson,2002,Playoffs,30.08
2011,Mark Blount,2002,Playoffs,58.71
2012,Kendall Gill,2002,Playoffs,46.74
2013,Kareem Rush,2002,Playoffs,48.76
2014,Anthony Peeler,2002,Playoffs,37.29
2015,Rod Strickland,2002,Playoffs,59.22
2016,Tyrone Hill,2002,Playoffs,67.44
2017,Andrew DeClercq,2002,Playoffs,63.06
2018,Pat Garrity,2002,Playoffs,38.08
2019,Greg Buckner,2002,Playoffs,42.26
2020,Tariq Abdul-Wahad,2002,Playoffs,37.29
2021,Tony Massenburg,2002,Playoffs,50.08
2022,Scot Pollard,2002,Playoffs,40.38
2023,Rick Fox,2002,Playoffs,60.73
2024,Scott Williams,2002,Playoffs,36.5
2025,Jerome Moiso,2002,Playoffs,64.75
2026,Scottie Pippen,2002,Playoffs,50.26
2027,Jannero Pargo,2002,Playoffs,44.64
2028,Anthony Mason,2002,Playoffs,50.62
2029,Antonio Daniels,2002,Playoffs,55.33
2030,Chris Whitney,2002,Playoffs,50.27
2031,Calbert Cheaney,2002,Playoffs,38.25
2032,Robert Traylor,2002,Playoffs,44.19
2033,Jeff McInnis,2002,Playoffs,37.82
2034,Shawn Kemp,2002,Playoffs,44.42
2035,Danny Ferry,2002,Playoffs,35.71
2036,Monty Williams,2002,Playoffs,38.37
2037,Dikembe Mutombo,2002,Playoffs,53.7
2038,Al Harrington,2002,Playoffs,25.25
2039,Stacey Augmon,2002,Playoffs,45.9
2040,Steve Smith,2002,Playoffs,31.06
2041,Ervin Johnson,2002,Playoffs,37.5
2042,Bo Outlaw,2002,Playoffs,17.01
2753,Kevin Garnett,2003,Regular_Season,54.72
2754,Peja Stojakovic,2003,Regular_Season,62.43
2755,Tracy McGrady,2003,Regular_Season,52.58
2756,Paul Pierce,2003,Regular_Season,51.73
2757,Michael Redd,2003,Regular_Season,54.38
2758,Carmelo Anthony,2003,Regular_Season,50.85
2759,Dirk Nowitzki,2003,Regular_Season,56.15
2760,LeBron James,2003,Regular_Season,48.81
2761,Vince Carter,2003,Regular_Season,50.14
2762,Stephon Marbury,2003,Regular_Season,51.94
2763,Zach Randolph,2003,Regular_Season,52.76
2764,Sam Cassell,2003,Regular_Season,56.62
2765,Jermaine O'Neal,2003,Regular_Season,48.86
2766,Kobe Bryant,2003,Regular_Season,55.11
2767,Tim Duncan,2003,Regular_Season,53.41
2768,Baron Davis,2003,Regular_Season,49.2
2769,Richard Jefferson,2003,Regular_Season,57.35
2770,Corey Maggette,2003,Regular_Season,58.64
2771,Mike Bibby,2003,Regular_Season,56.44
2772,Shawn Marion,2003,Regular_Season,51.34
2773,Jason Richardson,2003,Regular_Season,50.38
2774,Stephen Jackson,2003,Regular_Season,52.1
2775,Shaquille O'Neal,2003,Regular_Season,57.77
2776,Yao Ming,2003,Regular_Season,58.59
2777,Rashard Lewis,2003,Regular_Season,52.72
2778,Eddie Jones,2003,Regular_Season,53.78
2779,Shareef Abdur-Rahim,2003,Regular_Season,55.68
2780,Jamal Crawford,2003,Regular_Season,48.57
2781,Pau Gasol,2003,Regular_Season,54.21
2782,Juwan Howard,2003,Regular_Season,51.27
2783,Latrell Sprewell,2003,Regular_Season,49.25
2784,Richard Hamilton,2003,Regular_Season,52.22
2785,Lamar Odom,2003,Regular_Season,51.6
2786,Joe Johnson,2003,Regular_Season,49.06
2787,Jason Terry,2003,Regular_Season,51.85
2788,Michael Finley,2003,Regular_Season,53.94
2789,Metta World Peace,2003,Regular_Season,51.07
2790,Chauncey Billups,2003,Regular_Season,54.99
2791,Steve Francis,2003,Regular_Season,50.06
2792,Andrei Kirilenko,2003,Regular_Season,55.86
2793,Cuttino Mobley,2003,Regular_Season,53.55
2794,Zydrunas Ilgauskas,2003,Regular_Season,54.08
2795,Andre Miller,2003,Regular_Season,54.11
2796,Antawn Jamison,2003,Regular_Season,58.14
2797,Donyell Marshall,2003,Regular_Season,54.77
2798,Gary Payton,2003,Regular_Season,52.82
2799,Desmond Mason,2003,Regular_Season,55.24
2800,Carlos Boozer,2003,Regular_Season,56.66
2801,Keith Van Horn,2003,Regular_Season,56.37
2802,Antoine Walker,2003,Regular_Season,47.53
2803,Ricky Davis,2003,Regular_Season,53.27
2804,Steve Nash,2003,Regular_Season,59.03
2805,James Posey,2003,Regular_Season,61.37
2806,Jamaal Magloire,2003,Regular_Season,55.08
2807,Damon Stoudamire,2003,Regular_Season,50.79
2808,Tony Parker,2003,Regular_Season,51.56
2809,Rasheed Wallace,2003,Regular_Season,50.97
2810,Kenyon Martin,2003,Regular_Season,52.75
2811,Kerry Kittles,2003,Regular_Season,52.61
2812,Eddy Curry,2003,Regular_Season,53.82
2813,Al Harrington,2003,Regular_Season,51.38
2814,Voshon Lenard,2003,Regular_Season,51.23
2815,Jason Kidd,2003,Regular_Season,48.52
2816,Jim Jackson,2003,Regular_Season,54.03
2817,Brad Miller,2003,Regular_Season,57.89
2818,Flip Murray,2003,Regular_Season,49.73
2819,Kenny Thomas,2003,Regular_Season,52.66
2820,Dwyane Wade,2003,Regular_Season,52.98
2821,Manu Ginobili,2003,Regular_Season,53.63
2822,Cliff Robinson,2003,Regular_Season,47.35
2823,Vladimir Radmanovic,2003,Regular_Season,53.29
2824,Kirk Hinrich,2003,Regular_Season,51.01
2825,Raja Bell,2003,Regular_Season,50.05
2826,Drew Gooden,2003,Regular_Season,48.4
2827,Erick Dampier,2003,Regular_Season,57.34
2828,DeShawn Stevenson,2003,Regular_Season,47.31
2829,Maybyner Nene,2003,Regular_Season,57.84
2830,Carlos Arroyo,2003,Regular_Season,51.73
2831,Kurt Thomas,2003,Regular_Season,50.29
2832,Bonzi Wells,2003,Regular_Season,47.61
2833,Mike Dunleavy,2003,Regular_Season,54.72
2834,Mo Taylor,2003,Regular_Season,51.21
2835,Chris Bosh,2003,Regular_Season,51.33
2836,Darius Miles,2003,Regular_Season,51.38
2837,Eric Snow,2003,Regular_Season,49.41
2838,Mark Blount,2003,Regular_Season,60.11
2839,Tayshaun Prince,2003,Regular_Season,53.56
2840,Darrell Armstrong,2003,Regular_Season,52.54
2841,Earl Boykins,2003,Regular_Season,50.1
2842,Rafer Alston,2003,Regular_Season,50.91
2843,P.J. Brown,2003,Regular_Season,52.68
2844,Doug Christie,2003,Regular_Season,54.41
2845,Joe Smith,2003,Regular_Season,50.98
2846,Jeff McInnis,2003,Regular_Season,51.12
2847,Gordan Giricek,2003,Regular_Season,52.11
2848,Kwame Brown,2003,Regular_Season,54.69
2849,Vlade Divac,2003,Regular_Season,51.12
2850,Reggie Miller,2003,Regular_Season,60.01
2851,Tyronn Lue,2003,Regular_Season,51.77
2852,Jason Williams,2003,Regular_Season,51.71
2853,Ben Wallace,2003,Regular_Season,44.14
2854,Mike James,2003,Regular_Season,52.81
2855,Corliss Williamson,2003,Regular_Season,54.6
2856,Jiri Welsch,2003,Regular_Season,53.09
2857,Hedo Turkoglu,2003,Regular_Season,51.62
2858,Brian Cardinal,2003,Regular_Season,62.62
2859,Stromile Swift,2003,Regular_Season,52.97
2860,Eric Williams,2003,Regular_Season,49.27
2861,Rasho Nesterovic,2003,Regular_Season,47.32
2862,Antonio Davis,2003,Regular_Season,46.51
2863,Etan Thomas,2003,Regular_Season,53.75
2864,Penny Hardaway,2003,Regular_Season,47.25
2865,Aaron McKie,2003,Regular_Season,55.05
2866,Mehmet Okur,2003,Regular_Season,53.79
2867,Morris Peterson,2003,Regular_Season,53.87
2868,Jarvis Hayes,2003,Regular_Season,45.59
2869,Theo Ratliff,2003,Regular_Season,52.14
2870,Shane Battier,2003,Regular_Season,54.38
2871,Brian Grant,2003,Regular_Season,50.2
2872,Juan Dixon,2003,Regular_Season,47.55
2873,Samuel Dalembert,2003,Regular_Season,56.64
2874,Shandon Anderson,2003,Regular_Season,50.01
2875,Caron Butler,2003,Regular_Season,43.97
2876,Marcus Camby,2003,Regular_Season,51.08
2877,Toni Kukoc,2003,Regular_Season,51.89
2878,Walter McCarty,2003,Regular_Season,54.11
2879,Devean George,2003,Regular_Season,49.25
2880,Calbert Cheaney,2003,Regular_Season,49.27
2881,Bob Sura,2003,Regular_Season,50.99
2882,Nazr Mohammed,2003,Regular_Season,54.18
2883,Derek Fisher,2003,Regular_Season,45.08
2884,Josh Howard,2003,Regular_Season,48.51
2885,Damon Jones,2003,Regular_Season,51.56
2886,Raul Lopez,2003,Regular_Season,50.31
2887,Antonio Daniels,2003,Regular_Season,59.61
2888,Bruce Bowen,2003,Regular_Season,51.16
2889,Slava Medvedenko,2003,Regular_Season,47.87
2890,Udonis Haslem,2003,Regular_Season,52.13
2891,Leandro Barbosa,2003,Regular_Season,55.35
2892,Rodney White,2003,Regular_Season,52.65
2893,Rodney Rogers,2003,Regular_Season,49.17
2894,Brendan Haywood,2003,Regular_Season,54.69
2895,Fred Hoiberg,2003,Regular_Season,61.05
2896,Greg Ostertag,2003,Regular_Season,50.59
2897,Malik Rose,2003,Regular_Season,52.58
2898,Ruben Patterson,2003,Regular_Season,52.97
2899,Chris Kaman,2003,Regular_Season,50.15
2900,Keith Bogans,2003,Regular_Season,49.87
2901,Jeff Foster,2003,Regular_Season,57.82
2902,Chris Mihm,2003,Regular_Season,53.08
2903,Jarron Collins,2003,Regular_Season,58.74
2904,Marcus Banks,2003,Regular_Season,48.03
2905,Lucious Harris,2003,Regular_Season,48.06
2906,Casey Jacobsen,2003,Regular_Season,56.99
2907,Jared Jeffries,2003,Regular_Season,42.63
2908,Jason Collins,2003,Regular_Season,49.68
2909,Earl Watson,2003,Regular_Season,43.83
2910,Kareem Rush,2003,Regular_Season,50.45
2911,Aaron Williams,2003,Regular_Season,54.85
2912,Anthony Johnson,2003,Regular_Season,49.74
2913,Steve Blake,2003,Regular_Season,50.86
2914,John Salmons,2003,Regular_Season,48.52
2915,Anthony Peeler,2003,Regular_Season,57.49
2916,Dan Gadzuric,2003,Regular_Season,52.88
2917,Charlie Ward,2003,Regular_Season,52.75
2918,Kelvin Cato,2003,Regular_Season,49.47
2919,Tony Battie,2003,Regular_Season,48.21
2920,Trenton Hassell,2003,Regular_Season,49.77
2921,Fred Jones,2003,Regular_Season,52.71
2922,Stacey Augmon,2003,Regular_Season,48.63
2923,Robert Horry,2003,Regular_Season,49.61
2924,Austin Croshere,2003,Regular_Season,54.85
2925,Sasha Pavlovic,2003,Regular_Season,46.01
2926,Bo Outlaw,2003,Regular_Season,52.2
2927,Gary Trent,2003,Regular_Season,51.49
2928,George Lynch,2003,Regular_Season,47.18
2929,Robert Traylor,2003,Regular_Season,52.72
2930,Elden Campbell,2003,Regular_Season,48.97
2931,Steve Smith,2003,Regular_Season,54.32
2932,Calvin Booth,2003,Regular_Season,52.06
2933,Boris Diaw,2003,Regular_Season,48.32
2934,Kevin Ollie,2003,Regular_Season,50.98
2935,Darius Songaila,2003,Regular_Season,54.05
2936,Dale Davis,2003,Regular_Season,50.51
2937,Kyle Korver,2003,Regular_Season,48.88
2938,Michael Doleac,2003,Regular_Season,47.12
2939,Bryon Russell,2003,Regular_Season,53.01
2940,David West,2003,Regular_Season,51.86
2941,Jacque Vaughn,2003,Regular_Season,43.99
2942,Mark Madsen,2003,Regular_Season,50.6
2943,Chris Andersen,2003,Regular_Season,48.58
2944,Brian Scalabrine,2003,Regular_Season,48.23
2945,Andrew DeClercq,2003,Regular_Season,52.57
2946,Reggie Evans,2003,Regular_Season,47.15
2947,Michael Curry,2003,Regular_Season,46.05
2948,Luke Walton,2003,Regular_Season,50.48
2949,Ervin Johnson,2003,Regular_Season,55.06
2950,Darvin Ham,2003,Regular_Season,53.1
2951,Kobe Bryant,2003,Playoffs,50.56
2952,Richard Hamilton,2003,Playoffs,53.04
2953,Shaquille O'Neal,2003,Playoffs,56.48
2954,Kevin Garnett,2003,Playoffs,51.29
2955,Chauncey Billups,2003,Playoffs,54.65
2956,Latrell Sprewell,2003,Playoffs,52.06
2957,Jermaine O'Neal,2003,Playoffs,47.91
2958,Rasheed Wallace,2003,Playoffs,47.86
2959,Metta World Peace,2003,Playoffs,46.56
2960,Sam Cassell,2003,Playoffs,57.9
2961,Karl Malone,2003,Playoffs,48.38
2962,Mike Bibby,2003,Playoffs,54.5
2963,Ben Wallace,2003,Playoffs,46.01
2964,Dwyane Wade,2003,Playoffs,52.7
2965,Tayshaun Prince,2003,Playoffs,48.26
2966,Tim Duncan,2003,Playoffs,56.01
2967,Chris Webber,2003,Playoffs,48.55
2968,Lamar Odom,2003,Playoffs,51.24
2969,Richard Jefferson,2003,Playoffs,53.04
2970,Kenyon Martin,2003,Playoffs,58.28
2971,Peja Stojakovic,2003,Playoffs,48.8
2972,Tony Parker,2003,Playoffs,50.16
2973,Eddie Jones,2003,Playoffs,49.14
2974,Gary Payton,2003,Playoffs,43.11
2975,Caron Butler,2003,Playoffs,46.89
2976,Doug Christie,2003,Playoffs,51.2
2977,Derek Fisher,2003,Playoffs,50.8
2978,Reggie Miller,2003,Playoffs,59.88
2979,Kerry Kittles,2003,Playoffs,53.03
2980,Al Harrington,2003,Playoffs,46.29
2981,Wally Szczerbiak,2003,Playoffs,54.6
2982,Jason Kidd,2003,Playoffs,45.63
2983,Trenton Hassell,2003,Playoffs,54.74
2984,Dirk Nowitzki,2003,Playoffs,56.13
2985,Manu Ginobili,2003,Playoffs,57.34
2986,Jamaal Tinsley,2003,Playoffs,49.6
2987,Baron Davis,2003,Playoffs,49.41
2988,Brad Miller,2003,Playoffs,56.19
2989,Corliss Williamson,2003,Playoffs,44.47
2990,Devean George,2003,Playoffs,55.61
2991,Fred Hoiberg,2003,Playoffs,61.8
2992,Steve Francis,2003,Playoffs,54.79
2993,Brian Grant,2003,Playoffs,44.16
2994,Rafer Alston,2003,Playoffs,44.61
2995,Michael Redd,2003,Playoffs,48.79
2996,Stephon Marbury,2003,Playoffs,45.21
2997,Voshon Lenard,2003,Playoffs,52.37
2998,Slava Medvedenko,2003,Playoffs,49.26
2999,Paul Pierce,2003,Playoffs,46.3
3000,Mehmet Okur,2003,Playoffs,52.94
3001,Kareem Rush,2003,Playoffs,51.69
3002,Vlade Divac,2003,Playoffs,48.69
3003,Marquis Daniels,2003,Playoffs,46.65
3004,Jamaal Magloire,2003,Playoffs,48.54
3005,Andre Miller,2003,Playoffs,50.1
3006,Jonathan Bender,2003,Playoffs,50.63
3007,Hedo Turkoglu,2003,Playoffs,43.3
3008,Yao Ming,2003,Playoffs,49.68
3009,Jim Jackson,2003,Playoffs,47.27
3010,Pau Gasol,2003,Playoffs,64.01
3011,David Wesley,2003,Playoffs,44.45
3012,Anthony Johnson,2003,Playoffs,46.39
3013,Cuttino Mobley,2003,Playoffs,45.34
3014,Desmond Mason,2003,Playoffs,42.13
3015,Steve Nash,2003,Playoffs,45.97
3016,Earl Boykins,2003,Playoffs,50.7
3017,Rodney Rogers,2003,Playoffs,41.46
3018,Joe Smith,2003,Playoffs,54.35
3019,Fred Jones,2003,Playoffs,61.02
3020,Penny Hardaway,2003,Playoffs,46.53
3021,Antawn Jamison,2003,Playoffs,51.1
3022,Michael Finley,2003,Playoffs,44.89
3023,Marcus Camby,2003,Playoffs,51.5
3024,Austin Croshere,2003,Playoffs,49.03
3025,P.J. Brown,2003,Playoffs,40.88
3026,Robert Horry,2003,Playoffs,62.04
3027,Bruce Bowen,2003,Playoffs,43.66
3028,Carmelo Anthony,2003,Playoffs,41.21
3029,Rasho Nesterovic,2003,Playoffs,42.36
3030,Jeff Foster,2003,Playoffs,61.18
3031,George Lynch,2003,Playoffs,47.92
3032,Mike James,2003,Playoffs,47.47
3033,Lindsey Hunter,2003,Playoffs,39.84
3034,Lucious Harris,2003,Playoffs,48.31
3035,Chucky Atkins,2003,Playoffs,57.01
3036,Devin Brown,2003,Playoffs,58.45
3037,Stacey Augmon,2003,Playoffs,46.49
3038,Kurt Thomas,2003,Playoffs,46.98
3039,Damon Jones,2003,Playoffs,68.23
3040,Anthony Peeler,2003,Playoffs,38.09
3041,Malik Allen,2003,Playoffs,47.21
3042,James Posey,2003,Playoffs,54.07
3043,Darrick Martin,2003,Playoffs,41.81
3044,Antoine Walker,2003,Playoffs,38.23
3045,Mo Taylor,2003,Playoffs,53.87
3046,Ervin Johnson,2003,Playoffs,53.29
3047,Mark Blount,2003,Playoffs,55.35
3048,Mark Madsen,2003,Playoffs,52.5
3049,Udonis Haslem,2003,Playoffs,50.39
3050,Ricky Davis,2003,Playoffs,49.96
3051,Bonzi Wells,2003,Playoffs,54.45
3052,Jason Williams,2003,Playoffs,43.81
3053,Toni Kukoc,2003,Playoffs,55.97
3054,Aaron Williams,2003,Playoffs,56.15
3055,David West,2003,Playoffs,60.79
3056,Nazr Mohammed,2003,Playoffs,55.35
3057,Jason Collins,2003,Playoffs,44.4
3058,Keith Van Horn,2003,Playoffs,39.49
3059,Maybyner Nene,2003,Playoffs,46.74
3060,Luke Walton,2003,Playoffs,47.9
3061,Jiri Welsch,2003,Playoffs,59.35
3062,Michael Olowokandi,2003,Playoffs,38.25
3063,Elden Campbell,2003,Playoffs,34.95
3064,Brian Scalabrine,2003,Playoffs,76.37
3065,Mike Miller,2003,Playoffs,42.47
3066,Kelvin Cato,2003,Playoffs,57.81
3067,Walter McCarty,2003,Playoffs,60.87
3068,Josh Howard,2003,Playoffs,33.06
3069,Brian Skinner,2003,Playoffs,51.37
3070,Darius Songaila,2003,Playoffs,69.74
3071,Stromile Swift,2003,Playoffs,40.65
3072,Darrell Armstrong,2003,Playoffs,33.98
3073,Lorenzen Wright,2003,Playoffs,42.9
3074,Jason Hart,2003,Playoffs,55.0
3075,Brevin Knight,2003,Playoffs,37.72
3076,Jon Barry,2003,Playoffs,41.47
3077,Gary Trent,2003,Playoffs,36.82
3078,Marcus Banks,2003,Playoffs,56.31
3079,Chris Mihm,2003,Playoffs,37.88
3080,Earl Watson,2003,Playoffs,58.21
3081,Shane Battier,2003,Playoffs,53.85
3082,Frankie Williams,2003,Playoffs,39.26
3083,Rick Fox,2003,Playoffs,43.1
3084,Shandon Anderson,2003,Playoffs,30.49
3085,Darvin Ham,2003,Playoffs,50.0
3086,Francisco Elson,2003,Playoffs,58.23
3087,Bo Outlaw,2003,Playoffs,11.42
4108,Allen Iverson,2004,Regular_Season,53.19
4109,LeBron James,2004,Regular_Season,55.38
4110,Amar'e Stoudemire,2004,Regular_Season,61.69
4111,Gilbert Arenas,2004,Regular_Season,56.47
4112,Dirk Nowitzki,2004,Regular_Season,57.84
4113,Tracy McGrady,2004,Regular_Season,52.57
4114,Vince Carter,2004,Regular_Season,54.09
4115,Ray Allen,2004,Regular_Season,55.49
4116,Dwyane Wade,2004,Regular_Season,56.07
4117,Kobe Bryant,2004,Regular_Season,56.28
4118,Kevin Garnett,2004,Regular_Season,56.73
4119,Stephon Marbury,2004,Regular_Season,57.47
4120,Paul Pierce,2004,Regular_Season,58.31
4121,Michael Redd,2004,Regular_Season,53.57
4122,Shaquille O'Neal,2004,Regular_Season,58.29
4123,Steve Francis,2004,Regular_Season,52.08
4124,Elton Brand,2004,Regular_Season,55.4
4125,Mike Bibby,2004,Regular_Season,54.33
4126,Shawn Marion,2004,Regular_Season,55.64
4127,Jason Richardson,2004,Regular_Season,51.83
4128,Carmelo Anthony,2004,Regular_Season,52.56
4129,Jalen Rose,2004,Regular_Season,56.18
4130,Antoine Walker,2004,Regular_Season,47.79
4131,Yao Ming,2004,Regular_Season,61.36
4132,Corey Maggette,2004,Regular_Season,57.41
4133,Rashard Lewis,2004,Regular_Season,57.11
4134,Richard Hamilton,2004,Regular_Season,52.79
4135,Joe Johnson,2004,Regular_Season,55.64
4136,Desmond Mason,2004,Regular_Season,52.57
