,Player,Season,Stage,True shooting percentage
0,Shaquille O'Neal,1999,Regular_Season,57.8
1,Vince Carter,1999,Regular_Season,54.35
2,Karl Malone,1999,Regular_Season,58.16
3,Allen Iverson,1999,Regular_Season,49.58
4,Gary Payton,1999,Regular_Season,53.51
5,Jerry Stackhouse,1999,Regular_Season,54.45
6,Grant Hill,1999,Regular_Season,56.47
7,Kevin Garnett,1999,Regular_Season,54.5
8,Michael Finley,1999,Regular_Season,52.24
9,Chris Webber,1999,Regular_Season,53.0
10,Ray Allen,1999,Regular_Season,57.03
11,Alonzo Mourning,1999,Regular_Season,59.65
12,Tim Duncan,1999,Regular_Season,55.49
13,Glenn Robinson,1999,Regular_Season,53.39
14,Antoine Walker,1999,Regular_Season,49.36
15,Shareef Abdur-Rahim,1999,Regular_Season,54.72
16,Stephon Marbury,1999,Regular_Season,52.81
17,Elton Brand,1999,Regular_Season,52.76
18,Allan Houston,1999,Regular_Season,56.91
19,Antonio McDyess,1999,Regular_Season,53.93
20,Keith Van Horn,1999,Regular_Season,53.67
21,Latrell Sprewell,1999,Regular_Season,51.5
22,Sam Cassell,1999,Regular_Season,55.13
23,Michael Dickerson,1999,Regular_Season,52.95
24,Kobe Bryant,1999,Regular_Season,54.58
25,Cliff Robinson,1999,Regular_Season,56.43
26,Reggie Miller,1999,Regular_Season,60.26
27,Shawn Kemp,1999,Regular_Season,50.82
28,Jalen Rose,1999,Regular_Season,54.73
29,Eddie Jones,1999,Regular_Season,55.47
30,Dirk Nowitzki,1999,Regular_Season,56.45
31,David Robinson,1999,Regular_Season,56.81
32,Paul Pierce,1999,Regular_Season,55.01
33,Steve Francis,1999,Regular_Season,54.32
34,Darrell Armstrong,1999,Regular_Season,54.17
35,Jamal Mashburn,1999,Regular_Season,52.57
36,Rasheed Wallace,1999,Regular_Season,55.64
37,Jim Jackson,1999,Regular_Season,49.58
38,Vin Baker,1999,Regular_Season,50.03
39,Mitch Richmond,1999,Regular_Season,53.6
40,Cuttino Mobley,1999,Regular_Season,54.51
41,Nick Van Exel,1999,Regular_Season,48.35
42,Glen Rice,1999,Regular_Season,55.1
43,Lamar Odom,1999,Regular_Season,52.08
44,Derrick Coleman,1999,Regular_Season,54.11
45,Larry Hughes,1999,Regular_Season,46.69
46,Steve Smith,1999,Regular_Season,58.36
47,Juwan Howard,1999,Regular_Season,49.63
48,Tracy McGrady,1999,Regular_Season,50.95
49,Terrell Brandon,1999,Regular_Season,53.46
50,Mike Bibby,1999,Regular_Season,52.15
51,Lamond Murray,1999,Regular_Season,51.67
52,Bryon Russell,1999,Regular_Season,55.03
53,Kenny Anderson,1999,Regular_Season,52.35
54,Rodney Rogers,1999,Regular_Season,57.04
55,David Wesley,1999,Regular_Season,51.86
56,Alan Henderson,1999,Regular_Season,50.28
57,Othella Harrington,1999,Regular_Season,55.98
58,Lindsey Hunter,1999,Regular_Season,54.34
59,Scottie Pippen,1999,Regular_Season,53.33
60,Rik Smits,1999,Regular_Season,51.79
61,Chris Gatling,1999,Regular_Season,52.48
62,Shandon Anderson,1999,Regular_Season,56.73
63,Bob Sura,1999,Regular_Season,54.51
64,Raef LaFrentz,1999,Regular_Season,51.18
65,Vlade Divac,1999,Regular_Season,55.19
66,Christian Laettner,1999,Regular_Season,53.9
67,Jason Williams,1999,Regular_Season,47.67
68,Kendall Gill,1999,Regular_Season,46.48
69,John Stockton,1999,Regular_Season,59.06
70,Elden Campbell,1999,Regular_Season,50.02
71,Damon Stoudamire,1999,Regular_Season,50.85
72,Tyrone Nesby,1999,Regular_Season,48.7
73,Jason Kidd,1999,Regular_Season,49.8
74,Jeff Hornacek,1999,Regular_Season,59.03
75,Anthony Mason,1999,Regular_Season,56.01
76,Brent Barry,1999,Regular_Season,60.88
77,Tim Thomas,1999,Regular_Season,54.95
78,Dikembe Mutombo,1999,Regular_Season,62.12
79,Ruben Patterson,1999,Regular_Season,58.71
80,Patrick Ewing,1999,Regular_Season,51.64
81,Malik Sealy,1999,Regular_Season,53.03
82,Avery Johnson,1999,Regular_Season,50.04
83,Andre Miller,1999,Regular_Season,51.73
84,Antonio Davis,1999,Regular_Season,51.99
85,Doug Christie,1999,Regular_Season,52.56
86,Peja Stojakovic,1999,Regular_Season,55.91
87,Metta World Peace,1999,Regular_Season,49.11
88,Jason Caffey,1999,Regular_Season,51.52
89,Wally Szczerbiak,1999,Regular_Season,57.11
90,John Amaechi,1999,Regular_Season,50.48
91,Austin Croshere,1999,Regular_Season,55.32
92,Walt Williams,1999,Regular_Season,56.25
93,Mookie Blaylock,1999,Regular_Season,46.77
94,Johnny Newman,1999,Regular_Season,56.65
95,Tyrone Hill,1999,Regular_Season,52.92
96,Tracy Murray,1999,Regular_Season,55.53
97,Anthony Peeler,1999,Regular_Season,52.01
98,George McCloud,1999,Regular_Season,54.83
99,Corliss Williamson,1999,Regular_Season,54.87
100,Michael Olowokandi,1999,Regular_Season,46.65
101,Chucky Atkins,1999,Regular_Season,48.9
102,Nick Anderson,1999,Regular_Season,47.89
103,Arvydas Sabonis,1999,Regular_Season,56.78
104,Joe Smith,1999,Regular_Season,52.54
105,P.J. Brown,1999,Regular_Season,51.55
106,Larry Johnson,1999,Regular_Season,51.69
107,Dale Davis,1999,Regular_Season,53.74
108,Travis Best,1999,Regular_Season,56.86
109,Wesley Person,1999,Regular_Season,52.84
110,Vitaly Potapenko,1999,Regular_Season,52.74
111,George Lynch,1999,Regular_Season,49.83
112,Howard Eisley,1999,Regular_Season,49.17
113,Vonteego Cummings,1999,Regular_Season,48.4
114,Keon Clark,1999,Regular_Season,57.31
115,Jerome Williams,1999,Regular_Season,59.3
116,Pat Garrity,1999,Regular_Season,53.25
117,Rashard Lewis,1999,Regular_Season,54.34
118,James Posey,1999,Regular_Season,54.98
119,Mark Jackson,1999,Regular_Season,53.82
120,Jason Terry,1999,Regular_Season,49.65
121,Eric Piatkowski,1999,Regular_Season,53.0
122,Aaron McKie,1999,Regular_Season,49.68
123,Eric Snow,1999,Regular_Season,48.23
124,Monty Williams,1999,Regular_Season,53.27
125,Shawn Bradley,1999,Regular_Season,52.13
126,Corey Maggette,1999,Regular_Season,55.32
127,Bimbo Coles,1999,Regular_Season,49.41
128,Chris Whitney,1999,Regular_Season,55.43
129,Kurt Thomas,1999,Regular_Season,54.2
130,Terry Porter,1999,Regular_Season,59.59
131,Richard Hamilton,1999,Regular_Season,48.15
132,Matt Geiger,1999,Regular_Season,48.34
133,Aaron Williams,1999,Regular_Season,57.2
134,Horace Grant,1999,Regular_Season,47.23
135,Kevin Willis,1999,Regular_Season,47.1
136,Marcus Camby,1999,Regular_Season,52.88
137,Kenny Thomas,1999,Regular_Season,47.68
138,Mario Elie,1999,Regular_Season,56.45
139,Hubert Davis,1999,Regular_Season,58.55
140,Bonzi Wells,1999,Regular_Season,54.03
141,Detlef Schrempf,1999,Regular_Season,54.4
142,Jahidi White,1999,Regular_Season,52.41
143,Clarence Weatherspoon,1999,Regular_Season,56.55
144,Michael Doleac,1999,Regular_Season,48.98
145,Ron Harper,1999,Regular_Season,46.75
146,Charles Oakley,1999,Regular_Season,45.87
147,Terry Mills,1999,Regular_Season,54.48
148,Andrew DeClercq,1999,Regular_Season,52.98
149,Tony Battie,1999,Regular_Season,51.48
150,Sam Perkins,1999,Regular_Season,55.51
151,Rick Fox,1999,Regular_Season,50.16
152,Charlie Ward,1999,Regular_Season,55.87
153,Scott Williams,1999,Regular_Season,53.86
154,Dana Barros,1999,Regular_Season,55.18
155,Greg Anthony,1999,Regular_Season,55.13
156,Lucious Harris,1999,Regular_Season,50.64
157,Jaren Jackson,1999,Regular_Season,50.25
158,Dell Curry,1999,Regular_Season,54.16
159,Dan Majerle,1999,Regular_Season,55.93
160,Michael Curry,1999,Regular_Season,55.86
161,Anthony Carter,1999,Regular_Season,44.18
162,Malik Rose,1999,Regular_Season,52.53
163,Derek Fisher,1999,Regular_Season,44.9
164,Bo Outlaw,1999,Regular_Season,59.72
165,Baron Davis,1999,Regular_Season,48.57
166,Adrian Griffin,1999,Regular_Season,50.26
167,Lawrence Funderburke,1999,Regular_Season,57.0
168,Rasho Nesterovic,1999,Regular_Season,49.23
169,Eddie Robinson,1999,Regular_Season,56.86
170,Tony Farmer,1999,Regular_Season,54.25
171,Jamie Feick,1999,Regular_Season,47.66
172,Brian Grant,1999,Regular_Season,53.99
173,Luc Longley,1999,Regular_Season,51.17
174,Scott Burrell,1999,Regular_Season,51.13
175,Lorenzen Wright,1999,Regular_Season,53.28
176,Chris Anstey,1999,Regular_Season,51.2
177,Robert Horry,1999,Regular_Season,52.82
178,Olden Polynice,1999,Regular_Season,49.7
179,Sam Mitchell,1999,Regular_Season,51.26
180,Mark Bryant,1999,Regular_Season,54.73
181,Adonal Foyle,1999,Regular_Season,50.05
182,Antonio Daniels,1999,Regular_Season,54.06
183,Bryce Drew,1999,Regular_Season,48.13
184,A.C. Green,1999,Regular_Season,48.16
185,Scot Pollard,1999,Regular_Season,58.36
186,Muggsy Bogues,1999,Regular_Season,51.73
187,Darrick Martin,1999,Regular_Season,49.96
188,Ben Wallace,1999,Regular_Season,50.76
189,Ervin Johnson,1999,Regular_Season,55.02
190,Randy Livingston,1999,Regular_Season,47.59
191,Chris Childs,1999,Regular_Season,49.09
192,Bobby Jackson,1999,Regular_Season,47.41
193,Greg Ostertag,1999,Regular_Season,52.54
194,Samaki Walker,1999,Regular_Season,49.94
195,Vinny Del Negro,1999,Regular_Season,51.0
196,Danny Manning,1999,Regular_Season,46.01
197,John Crotty,1999,Regular_Season,55.67
198,Jerome Kersey,1999,Regular_Season,43.14
199,Sean Rooks,1999,Regular_Season,47.96
200,Brian Shaw,1999,Regular_Season,44.11
201,Jacque Vaughn,1999,Regular_Season,48.91
202,Quincy Lewis,1999,Regular_Season,44.1
203,Jermaine O'Neal,1999,Regular_Season,51.49
204,Bruce Bowen,1999,Regular_Season,46.03
205,Michael Ruffin,1999,Regular_Season,44.99
206,Travis Knight,1999,Regular_Season,41.82
207,Shaquille O'Neal,1999,Playoffs,55.65
208,Reggie Miller,1999,Playoffs,59.65
209,Jalen Rose,1999,Playoffs,53.28
210,Kobe Bryant,1999,Playoffs,51.73
211,Latrell Sprewell,1999,Playoffs,49.06
212,Rasheed Wallace,1999,Playoffs,55.43
213,Glen Rice,1999,Playoffs,53.34
214,Allan Houston,1999,Playoffs,53.3
215,Steve Smith,1999,Playoffs,63.63
216,Karl Malone,1999,Playoffs,58.43
217,Allen Iverson,1999,Playoffs,47.21
218,Rik Smits,1999,Playoffs,53.65
219,Scottie Pippen,1999,Playoffs,52.23
220,Austin Croshere,1999,Playoffs,56.46
221,Alonzo Mourning,1999,Playoffs,54.21
222,Patrick Ewing,1999,Playoffs,48.77
223,Travis Best,1999,Playoffs,47.14
224,Ron Harper,1999,Playoffs,49.09
225,Dale Davis,1999,Playoffs,53.68
226,Mark Jackson,1999,Playoffs,49.3
227,Penny Hardaway,1999,Playoffs,53.11
228,Arvydas Sabonis,1999,Playoffs,52.75
229,Larry Johnson,1999,Playoffs,53.91
230,Robert Horry,1999,Playoffs,51.45
231,Jamal Mashburn,1999,Playoffs,49.86
232,Cliff Robinson,1999,Playoffs,47.94
233,Charlie Ward,1999,Playoffs,61.35
234,Damon Stoudamire,1999,Playoffs,48.78
235,Bryon Russell,1999,Playoffs,53.01
236,Aaron McKie,1999,Playoffs,59.16
237,Theo Ratliff,1999,Playoffs,53.42
238,Gary Payton,1999,Playoffs,51.83
239,Rodney Rogers,1999,Playoffs,49.36
240,Tyrone Hill,1999,Playoffs,51.52
241,Chris Webber,1999,Playoffs,48.82
242,Brian Shaw,1999,Playoffs,52.17
243,Jeff Hornacek,1999,Playoffs,51.08
244,John Stockton,1999,Playoffs,54.79
245,Sam Perkins,1999,Playoffs,48.14
246,Ray Allen,1999,Playoffs,55.18
247,Bonzi Wells,1999,Playoffs,51.96
248,Rick Fox,1999,Playoffs,60.8
249,Derek Fisher,1999,Playoffs,55.0
250,David Robinson,1999,Playoffs,46.31
251,Toni Kukoc,1999,Playoffs,46.28
252,Dan Majerle,1999,Playoffs,58.32
253,A.C. Green,1999,Playoffs,44.95
254,Brian Grant,1999,Playoffs,52.95
255,Chris Childs,1999,Playoffs,52.84
256,Detlef Schrempf,1999,Playoffs,54.77
257,Shawn Marion,1999,Playoffs,45.13
258,Derrick Coleman,1999,Playoffs,58.42
259,Sam Cassell,1999,Playoffs,48.62
260,Terrell Brandon,1999,Playoffs,57.49
261,Marcus Camby,1999,Playoffs,38.64
262,Anthony Carter,1999,Playoffs,45.81
263,Tim Thomas,1999,Playoffs,57.91
264,Rashard Lewis,1999,Playoffs,56.78
265,Glenn Robinson,1999,Playoffs,45.44
266,Kevin Garnett,1999,Playoffs,44.1
267,P.J. Brown,1999,Playoffs,44.31
268,Jerry Stackhouse,1999,Playoffs,50.94
269,Matt Geiger,1999,Playoffs,57.38
270,Vin Baker,1999,Playoffs,42.43
271,Kurt Thomas,1999,Playoffs,52.75
272,Eddie Jones,1999,Playoffs,52.28
273,Clarence Weatherspoon,1999,Playoffs,45.35
274,Greg Anthony,1999,Playoffs,50.81
275,Jason Kidd,1999,Playoffs,50.03
276,George Lynch,1999,Playoffs,40.46
277,Olden Polynice,1999,Playoffs,53.99
278,Vince Carter,1999,Playoffs,45.57
279,Elden Campbell,1999,Playoffs,53.61
280,Vlade Divac,1999,Playoffs,42.35
281,Tony Delk,1999,Playoffs,54.77
282,Tim Hardaway,1999,Playoffs,37.29
283,Jason Williams,1999,Playoffs,49.62
284,Shammond Williams,1999,Playoffs,67.39
285,Scott Williams,1999,Playoffs,65.99
286,Howard Eisley,1999,Playoffs,43.25
287,Anthony Mason,1999,Playoffs,53.42
288,Tracy McGrady,1999,Playoffs,48.98
289,Malik Sealy,1999,Playoffs,52.04
290,Avery Johnson,1999,Playoffs,49.83
291,Derrick McKey,1999,Playoffs,57.6
292,Corie Blount,1999,Playoffs,56.53
293,David Wesley,1999,Playoffs,42.34
294,Peja Stojakovic,1999,Playoffs,50.05
295,Brent Barry,1999,Playoffs,53.63
296,Todd Day,1999,Playoffs,53.3
297,Ruben Patterson,1999,Playoffs,62.88
298,Sean Elliott,1999,Playoffs,45.96
299,Antonio Davis,1999,Playoffs,64.66
300,Jon Barry,1999,Playoffs,69.54
301,Kevin Willis,1999,Playoffs,46.65
302,Luc Longley,1999,Playoffs,36.31
303,Eric Snow,1999,Playoffs,56.47
304,Samaki Walker,1999,Playoffs,49.61
305,Nick Anderson,1999,Playoffs,47.97
306,Bruce Bowen,1999,Playoffs,51.41
307,Armen Gilliam,1999,Playoffs,33.84
308,Corliss Williamson,1999,Playoffs,77.54
309,Otis Thorpe,1999,Playoffs,49.76
310,Ervin Johnson,1999,Playoffs,55.52
311,Chris Mullin,1999,Playoffs,59.98
312,Greg Ostertag,1999,Playoffs,52.3
313,Charles Oakley,1999,Playoffs,50.95
314,Anthony Peeler,1999,Playoffs,54.51
315,Mario Elie,1999,Playoffs,50.13
316,Brad Miller,1999,Playoffs,63.56
317,Antonio Daniels,1999,Playoffs,50.49
318,Kevin Johnson,1999,Playoffs,36.58
319,Jacque Vaughn,1999,Playoffs,44.42
320,Michael Curry,1999,Playoffs,54.6
321,Vinny Del Negro,1999,Playoffs,43.33
322,Quincy Lewis,1999,Playoffs,44.52
323,Darvin Ham,1999,Playoffs,59.64
324,Rasho Nesterovic,1999,Playoffs,45.22
325,Terry Mills,1999,Playoffs,78.72
326,Lindsey Hunter,1999,Playoffs,36.09
327,Horace Grant,1999,Playoffs,41.72
328,Wally Szczerbiak,1999,Playoffs,40.0
329,Sam Mitchell,1999,Playoffs,59.52
330,Malik Rose,1999,Playoffs,47.81
331,Kevin Ollie,1999,Playoffs,62.66
332,Christian Laettner,1999,Playoffs,48.73
333,Scot Pollard,1999,Playoffs,53.65
334,Terry Porter,1999,Playoffs,32.26
335,Joe Smith,1999,Playoffs,50.34
336,Greg Foster,1999,Playoffs,45.27
337,John Salley,1999,Playoffs,48.85
338,Muggsy Bogues,1999,Playoffs,35.84
339,Jerome Williams,1999,Playoffs,42.81
340,Randy Livingston,1999,Playoffs,25.93
341,Doug Christie,1999,Playoffs,38.36
505,Jerry Stackhouse,2000,Regular_Season,52.12
506,Allen Iverson,2000,Regular_Season,51.82
507,Shaquille O'Neal,2000,Regular_Season,57.44
508,Paul Pierce,2000,Regular_Season,56.35
509,Vince Carter,2000,Regular_Season,55.14
510,Tracy McGrady,2000,Regular_Season,52.09
511,Antawn Jamison,2000,Regular_Season,49.93
512,Kobe Bryant,2000,Regular_Season,55.21
513,Chris Webber,2000,Regular_Season,51.64
514,Antoine Walker,2000,Regular_Season,50.5
515,Karl Malone,2000,Regular_Season,57.17
516,Gary Payton,2000,Regular_Season,52.18
517,Tim Duncan,2000,Regular_Season,53.62
518,Ray Allen,2000,Regular_Season,60.95
519,Kevin Garnett,2000,Regular_Season,53.08
520,Dirk Nowitzki,2000,Regular_Season,60.12
521,Michael Finley,2000,Regular_Season,52.06
522,Glenn Robinson,2000,Regular_Season,52.49
523,Shareef Abdur-Rahim,2000,Regular_Season,54.93
524,Jason Terry,2000,Regular_Season,53.1
525,Stephon Marbury,2000,Regular_Season,54.04
526,Steve Francis,2000,Regular_Season,56.35
527,Cuttino Mobley,2000,Regular_Season,54.01
528,Peja Stojakovic,2000,Regular_Season,57.64
529,Jamal Mashburn,2000,Regular_Season,49.35
530,Reggie Miller,2000,Regular_Season,57.44
531,Elton Brand,2000,Regular_Season,52.37
532,Jalen Rose,2000,Regular_Season,53.04
533,Rasheed Wallace,2000,Regular_Season,56.0
534,Juwan Howard,2000,Regular_Season,52.72
535,Allan Houston,2000,Regular_Season,54.32
536,Antonio McDyess,2000,Regular_Season,53.76
537,David Wesley,2000,Regular_Season,50.93
538,Richard Hamilton,2000,Regular_Season,50.78
539,Sam Cassell,2000,Regular_Season,54.19
540,Shawn Marion,2000,Regular_Season,53.18
541,Latrell Sprewell,2000,Regular_Season,49.66
542,Cliff Robinson,2000,Regular_Season,50.07
543,Lamar Odom,2000,Regular_Season,53.63
544,Mike Bibby,2000,Regular_Season,52.47
545,Jason Kidd,2000,Regular_Season,50.97
546,Andre Miller,2000,Regular_Season,54.14
547,Anthony Mason,2000,Regular_Season,55.48
548,Derek Anderson,2000,Regular_Season,54.24
549,Nick Van Exel,2000,Regular_Season,51.53
550,Terrell Brandon,2000,Regular_Season,50.71
551,Brian Grant,2000,Regular_Season,53.61
552,Darrell Armstrong,2000,Regular_Season,53.48
553,David Robinson,2000,Regular_Season,55.88
554,Rashard Lewis,2000,Regular_Season,58.68
555,Tim Hardaway,2000,Regular_Season,51.26
556,Wally Szczerbiak,2000,Regular_Season,56.6
557,Michael Dickerson,2000,Regular_Season,50.14
558,Baron Davis,2000,Regular_Season,51.16
559,Steve Smith,2000,Regular_Season,58.73
560,Donyell Marshall,2000,Regular_Season,56.75
561,Steve Nash,2000,Regular_Season,60.3
562,Antonio Davis,2000,Regular_Season,50.8
563,Damon Stoudamire,2000,Regular_Season,51.95
564,Jeff McInnis,2000,Regular_Season,52.1
565,Jermaine O'Neal,2000,Regular_Season,50.11
566,Elden Campbell,2000,Regular_Season,50.46
567,Raef LaFrentz,2000,Regular_Season,54.35
568,Tony Delk,2000,Regular_Season,48.96
569,Rodney Rogers,2000,Regular_Season,50.68
570,Lamond Murray,2000,Regular_Season,49.03
571,Doug Christie,2000,Regular_Season,53.82
572,Ruben Patterson,2000,Regular_Season,54.41
573,Mike Miller,2000,Regular_Season,54.09
574,Vlade Divac,2000,Regular_Season,53.58
575,Voshon Lenard,2000,Regular_Season,52.23
576,Chucky Atkins,2000,Regular_Season,48.11
577,Tim Thomas,2000,Regular_Season,54.87
578,Bonzi Wells,2000,Regular_Season,57.12
579,John Stockton,2000,Regular_Season,61.04
580,Bryon Russell,2000,Regular_Season,56.52
581,Vin Baker,2000,Regular_Season,48.12
582,Clarence Weatherspoon,2000,Regular_Season,56.34
583,Travis Best,2000,Regular_Season,51.72
584,Metta World Peace,2000,Regular_Season,48.34
585,Glen Rice,2000,Regular_Season,54.02
586,Johnny Newman,2000,Regular_Season,54.2
587,Lorenzen Wright,2000,Regular_Season,48.62
588,Aaron McKie,2000,Regular_Season,54.92
589,Eric Piatkowski,2000,Regular_Season,57.21
590,Chris Gatling,2000,Regular_Season,50.52
591,Aaron Williams,2000,Regular_Season,53.28
592,Lindsey Hunter,2000,Regular_Season,49.99
593,Austin Croshere,2000,Regular_Season,51.21
594,Alvin Williams,2000,Regular_Season,48.27
595,Kurt Thomas,2000,Regular_Season,56.63
596,Anthony Peeler,2000,Regular_Season,51.34
597,Rick Fox,2000,Regular_Season,56.24
598,LaPhonso Ellis,2000,Regular_Season,52.43
599,Alan Henderson,2000,Regular_Season,48.66
600,Darius Miles,2000,Regular_Season,51.79
601,Patrick Ewing,2000,Regular_Season,47.83
602,Bryant Stith,2000,Regular_Season,53.84
603,Dikembe Mutombo,2000,Regular_Season,54.75
604,Charles Oakley,2000,Regular_Season,43.85
605,Morris Peterson,2000,Regular_Season,50.69
606,Antonio Daniels,2000,Regular_Season,56.73
607,Howard Eisley,2000,Regular_Season,50.72
608,George McCloud,2000,Regular_Season,49.62
609,Tyrone Hill,2000,Regular_Season,51.48
610,Christian Laettner,2000,Regular_Season,56.81
611,Kevin Willis,2000,Regular_Season,47.83
612,Jason Williams,2000,Regular_Season,49.76
613,Chauncey Billups,2000,Regular_Season,53.83
614,Shandon Anderson,2000,Regular_Season,52.77
615,Michael Olowokandi,2000,Regular_Season,45.13
616,John Starks,2000,Regular_Season,47.56
617,George Lynch,2000,Regular_Season,49.62
618,Lucious Harris,2000,Regular_Season,49.84
619,Marcus Fizer,2000,Regular_Season,47.64
620,P.J. Brown,2000,Regular_Season,51.76
621,Fred Hoiberg,2000,Regular_Season,59.65
622,James Posey,2000,Regular_Season,51.07
623,Othella Harrington,2000,Regular_Season,54.91
624,Horace Grant,2000,Regular_Season,51.06
625,John Amaechi,2000,Regular_Season,45.47
626,Keon Clark,2000,Regular_Season,51.23
627,Stephen Jackson,2000,Regular_Season,50.29
628,Mark Jackson,2000,Regular_Season,50.57
629,Pat Garrity,2000,Regular_Season,50.72
630,Bruce Bowen,2000,Regular_Season,47.79
631,Bryant Reeves,2000,Regular_Season,50.61
632,Quentin Richardson,2000,Regular_Season,51.55
633,Vitaly Potapenko,2000,Regular_Season,51.73
634,Danny Manning,2000,Regular_Season,53.69
635,Walt Williams,2000,Regular_Season,52.69
636,Al Harrington,2000,Regular_Season,47.87
637,Bo Outlaw,2000,Regular_Season,62.31
638,Dale Davis,2000,Regular_Season,52.36
639,Shawn Bradley,2000,Regular_Season,55.11
640,Terry Porter,2000,Regular_Season,58.35
641,Bobby Jackson,2000,Regular_Season,50.11
642,Felipe Lopez,2000,Regular_Season,50.31
643,Moochie Norris,2000,Regular_Season,54.58
644,Eric Williams,2000,Regular_Season,48.67
645,Kenny Thomas,2000,Regular_Season,50.73
646,Ben Wallace,2000,Regular_Season,46.99
647,Jason Caffey,2000,Regular_Season,54.37
648,Scot Pollard,2000,Regular_Season,52.95
649,Jacque Vaughn,2000,Regular_Season,53.53
650,Eddie Robinson,2000,Regular_Season,55.86
651,Eric Snow,2000,Regular_Season,48.83
652,Michael Doleac,2000,Regular_Season,44.31
653,Robert Pack,2000,Regular_Season,49.25
654,Desmond Mason,2000,Regular_Season,48.33
655,Damon Jones,2000,Regular_Season,52.52
656,Anthony Carter,2000,Regular_Season,43.88
657,Keyon Dooling,2000,Regular_Season,50.93
658,Danny Ferry,2000,Regular_Season,57.7
659,Sean Rooks,2000,Regular_Season,48.7
660,Malik Rose,2000,Regular_Season,49.84
661,Olden Polynice,2000,Regular_Season,48.35
662,Dell Curry,2000,Regular_Season,53.04
663,Mateen Cleaves,2000,Regular_Season,45.84
664,Brian Shaw,2000,Regular_Season,47.93
665,Monty Williams,2000,Regular_Season,48.52
666,Robert Horry,2000,Regular_Season,48.86
667,Scott Williams,2000,Regular_Season,51.43
668,Robert Traylor,2000,Regular_Season,52.07
669,DerMarr Johnson,2000,Regular_Season,46.35
670,Stromile Swift,2000,Regular_Season,48.75
671,Hedo Turkoglu,2000,Regular_Season,50.87
672,Jerome Williams,2000,Regular_Season,52.63
673,A.C. Green,2000,Regular_Season,49.22
674,Greg Ostertag,2000,Regular_Season,52.24
675,Chris Childs,2000,Regular_Season,49.42
676,Mikki Moore,2000,Regular_Season,55.2
677,Troy Hudson,2000,Regular_Season,42.73
678,Jamaal Magloire,2000,Regular_Season,50.63
679,Rasho Nesterovic,2000,Regular_Season,47.18
680,Samaki Walker,2000,Regular_Season,52.36
681,Hanno Mottola,2000,Regular_Season,50.38
682,Jelani McCoy,2000,Regular_Season,51.98
683,Jumaine Jones,2000,Regular_Season,50.95
684,Michael Smith,2000,Regular_Season,52.67
685,Mario Elie,2000,Regular_Season,54.1
686,Sam Mitchell,2000,Regular_Season,45.5
687,Ervin Johnson,2000,Regular_Season,55.67
688,Andrew DeClercq,2000,Regular_Season,56.97
689,Todd MacCulloch,2000,Regular_Season,60.74
690,Evan Eschmeyer,2000,Regular_Season,51.25
691,Jeff Foster,2000,Regular_Season,49.2
692,Kevin Ollie,2000,Regular_Season,46.72
693,Dean Garrett,2000,Regular_Season,51.11
694,Derrick McKey,2000,Regular_Season,49.03
695,Mark Madsen,2000,Regular_Season,52.99
696,Allen Iverson,2000,Playoffs,48.04
697,Shaquille O'Neal,2000,Playoffs,56.37
698,Kobe Bryant,2000,Playoffs,55.48
699,Ray Allen,2000,Playoffs,61.27
700,Glenn Robinson,2000,Playoffs,50.48
701,Aaron McKie,2000,Playoffs,50.3
702,Vince Carter,2000,Playoffs,52.31
703,Dikembe Mutombo,2000,Playoffs,58.4
704,Tim Duncan,2000,Playoffs,53.12
705,Sam Cassell,2000,Playoffs,48.96
706,Jamal Mashburn,2000,Playoffs,50.46
707,Dirk Nowitzki,2000,Playoffs,57.25
708,David Robinson,2000,Playoffs,53.78
709,Derek Fisher,2000,Playoffs,61.8
710,Eric Snow,2000,Playoffs,45.69
711,Tim Thomas,2000,Playoffs,59.15
712,Antonio Davis,2000,Playoffs,55.55
713,Michael Finley,2000,Playoffs,44.9
714,Chris Webber,2000,Playoffs,42.75
715,Baron Davis,2000,Playoffs,60.28
716,Antonio Daniels,2000,Playoffs,60.11
717,Peja Stojakovic,2000,Playoffs,55.71
718,David Wesley,2000,Playoffs,55.91
719,Tyrone Hill,2000,Playoffs,45.52
720,Alvin Williams,2000,Playoffs,48.25
721,Rick Fox,2000,Playoffs,56.26
722,Karl Malone,2000,Playoffs,48.4
723,Steve Nash,2000,Playoffs,55.3
724,Tracy McGrady,2000,Playoffs,48.31
725,Scott Williams,2000,Playoffs,50.63
726,Juwan Howard,2000,Playoffs,43.0
727,Jumaine Jones,2000,Playoffs,47.3
728,Reggie Miller,2000,Playoffs,60.56
729,Elden Campbell,2000,Playoffs,47.43
730,Charles Oakley,2000,Playoffs,48.06
731,Chris Childs,2000,Playoffs,54.43
732,Terry Porter,2000,Playoffs,56.44
733,Allan Houston,2000,Playoffs,70.58
734,Ervin Johnson,2000,Playoffs,59.7
735,Horace Grant,2000,Playoffs,43.96
736,Robert Horry,2000,Playoffs,48.61
737,Latrell Sprewell,2000,Playoffs,47.42
738,Vlade Divac,2000,Playoffs,44.46
739,Kevin Garnett,2000,Playoffs,56.88
740,P.J. Brown,2000,Playoffs,50.15
741,Doug Christie,2000,Playoffs,48.91
742,Dell Curry,2000,Playoffs,56.29
743,Avery Johnson,2000,Playoffs,40.17
744,Danny Ferry,2000,Playoffs,55.15
745,Kurt Thomas,2000,Playoffs,59.37
