,Player,Season,Stage,Turnovers/Fouls,per_game
0,Shaquille O'Neal,1999,Regular_Season,Turnovers,2.82
1,Vince Carter,1999,Regular_Season,Turnovers,2.17
2,Karl Malone,1999,Regular_Season,Turnovers,2.82
3,Allen Iverson,1999,Regular_Season,Turnovers,3.29
4,Gary Payton,1999,Regular_Season,Turnovers,2.73
5,Jerry Stackhouse,1999,Regular_Season,Turnovers,3.79
6,Grant Hill,1999,Regular_Season,Turnovers,3.24
7,Kevin Garnett,1999,Regular_Season,Turnovers,3.31
8,Michael Finley,1999,Regular_Season,Turnovers,2.39
9,Chris Webber,1999,Regular_Season,Turnovers,2.91
10,Ray Allen,1999,Regular_Season,Turnovers,2.23
11,Alonzo Mourning,1999,Regular_Season,Turnovers,2.75
12,Tim Duncan,1999,Regular_Season,Turnovers,3.27
13,Glenn Robinson,1999,Regular_Season,Turnovers,2.75
14,Antoine Walker,1999,Regular_Season,Turnovers,3.16
15,Shareef Abdur-Rahim,1999,Regular_Season,Turnovers,3.04
16,Stephon Marbury,1999,Regular_Season,Turnovers,3.65
17,Elton Brand,1999,Regular_Season,Turnovers,2.81
18,Allan Houston,1999,Regular_Season,Turnovers,2.27
19,Antonio McDyess,1999,Regular_Season,Turnovers,2.84
20,Keith Van Horn,1999,Regular_Season,Turnovers,3.06
21,Latrell Sprewell,1999,Regular_Season,Turnovers,2.76
22,Sam Cassell,1999,Regular_Season,Turnovers,3.3
23,Michael Dickerson,1999,Regular_Season,Turnovers,2.01
24,Kobe Bryant,1999,Regular_Season,Turnovers,2.76
25,Cliff Robinson,1999,Regular_Season,Turnovers,2.08
26,Reggie Miller,1999,Regular_Season,Turnovers,1.59
27,Shawn Kemp,1999,Regular_Season,Turnovers,3.55
28,Jalen Rose,1999,Regular_Season,Turnovers,2.35
29,Eddie Jones,1999,Regular_Season,Turnovers,2.22
30,Dirk Nowitzki,1999,Regular_Season,Turnovers,1.72
31,David Robinson,1999,Regular_Season,Turnovers,2.05
32,Paul Pierce,1999,Regular_Season,Turnovers,2.44
33,Steve Francis,1999,Regular_Season,Turnovers,3.97
34,Darrell Armstrong,1999,Regular_Season,Turnovers,3.02
35,Jamal Mashburn,1999,Regular_Season,Turnovers,2.37
36,Rasheed Wallace,1999,Regular_Season,Turnovers,1.94
37,Jim Jackson,1999,Regular_Season,Turnovers,2.34
38,Vin Baker,1999,Regular_Season,Turnovers,2.7
39,Mitch Richmond,1999,Regular_Season,Turnovers,2.08
40,Cuttino Mobley,1999,Regular_Season,Turnovers,2.3
41,Nick Van Exel,1999,Regular_Season,Turnovers,2.8
42,Glen Rice,1999,Regular_Season,Turnovers,1.42
43,Lamar Odom,1999,Regular_Season,Turnovers,3.39
44,Derrick Coleman,1999,Regular_Season,Turnovers,2.34
45,Larry Hughes,1999,Regular_Season,Turnovers,2.38
46,Steve Smith,1999,Regular_Season,Turnovers,1.43
47,Juwan Howard,1999,Regular_Season,Turnovers,2.74
48,Tracy McGrady,1999,Regular_Season,Turnovers,2.03
49,Terrell Brandon,1999,Regular_Season,Turnovers,2.59
50,Mike Bibby,1999,Regular_Season,Turnovers,3.01
51,Lamond Murray,1999,Regular_Season,Turnovers,2.49
52,Bryon Russell,1999,Regular_Season,Turnovers,1.23
53,Kenny Anderson,1999,Regular_Season,Turnovers,1.59
54,Rodney Rogers,1999,Regular_Season,Turnovers,1.99
55,David Wesley,1999,Regular_Season,Turnovers,1.94
56,Alan Henderson,1999,Regular_Season,Turnovers,1.7
57,Othella Harrington,1999,Regular_Season,Turnovers,2.65
58,Lindsey Hunter,1999,Regular_Season,Turnovers,1.77
59,Scottie Pippen,1999,Regular_Season,Turnovers,2.54
60,Rik Smits,1999,Regular_Season,Turnovers,1.37
61,Chris Gatling,1999,Regular_Season,Turnovers,1.99
62,Shandon Anderson,1999,Regular_Season,Turnovers,2.37
63,Bob Sura,1999,Regular_Season,Turnovers,2.03
64,Raef LaFrentz,1999,Regular_Season,Turnovers,1.19
65,Vlade Divac,1999,Regular_Season,Turnovers,2.32
66,Christian Laettner,1999,Regular_Season,Turnovers,2.27
67,Jason Williams,1999,Regular_Season,Turnovers,3.65
68,Kendall Gill,1999,Regular_Season,Turnovers,1.17
69,John Stockton,1999,Regular_Season,Turnovers,2.18
70,Elden Campbell,1999,Regular_Season,Turnovers,1.63
71,Damon Stoudamire,1999,Regular_Season,Turnovers,1.91
72,Tyrone Nesby,1999,Regular_Season,Turnovers,1.4
73,Jason Kidd,1999,Regular_Season,Turnovers,3.37
74,Jeff Hornacek,1999,Regular_Season,Turnovers,1.47
75,Anthony Mason,1999,Regular_Season,Turnovers,1.95
76,Brent Barry,1999,Regular_Season,Turnovers,1.78
77,Tim Thomas,1999,Regular_Season,Turnovers,1.61
78,Dikembe Mutombo,1999,Regular_Season,Turnovers,2.12
79,Ruben Patterson,1999,Regular_Season,Turnovers,1.78
80,Patrick Ewing,1999,Regular_Season,Turnovers,2.29
81,Malik Sealy,1999,Regular_Season,Turnovers,1.34
82,Avery Johnson,1999,Regular_Season,Turnovers,1.71
83,Andre Miller,1999,Regular_Season,Turnovers,2.02
84,Antonio Davis,1999,Regular_Season,Turnovers,1.53
85,Doug Christie,1999,Regular_Season,Turnovers,1.97
86,Peja Stojakovic,1999,Regular_Season,Turnovers,1.19
87,Metta World Peace,1999,Regular_Season,Turnovers,2.31
88,Jason Caffey,1999,Regular_Season,Turnovers,2.39
89,Wally Szczerbiak,1999,Regular_Season,Turnovers,1.14
90,John Amaechi,1999,Regular_Season,Turnovers,1.74
91,Austin Croshere,1999,Regular_Season,Turnovers,1.49
92,Walt Williams,1999,Regular_Season,Turnovers,1.49
93,Mookie Blaylock,1999,Regular_Season,Turnovers,1.96
94,Johnny Newman,1999,Regular_Season,Turnovers,1.09
95,Tyrone Hill,1999,Regular_Season,Turnovers,1.82
96,Tracy Murray,1999,Regular_Season,Turnovers,1.05
97,Anthony Peeler,1999,Regular_Season,Turnovers,1.04
98,George McCloud,1999,Regular_Season,Turnovers,1.72
99,Corliss Williamson,1999,Regular_Season,Turnovers,1.45
100,Michael Olowokandi,1999,Regular_Season,Turnovers,2.21
101,Chucky Atkins,1999,Regular_Season,Turnovers,1.73
102,Nick Anderson,1999,Regular_Season,Turnovers,1.32
103,Arvydas Sabonis,1999,Regular_Season,Turnovers,1.47
104,Joe Smith,1999,Regular_Season,Turnovers,1.53
105,P.J. Brown,1999,Regular_Season,Turnovers,1.25
106,Larry Johnson,1999,Regular_Season,Turnovers,1.34
107,Dale Davis,1999,Regular_Season,Turnovers,1.23
108,Travis Best,1999,Regular_Season,Turnovers,1.3
109,Wesley Person,1999,Regular_Season,Turnovers,0.76
110,Vitaly Potapenko,1999,Regular_Season,Turnovers,1.84
111,George Lynch,1999,Regular_Season,Turnovers,1.6
112,Howard Eisley,1999,Regular_Season,Turnovers,1.61
113,Vonteego Cummings,1999,Regular_Season,Turnovers,1.76
114,Keon Clark,1999,Regular_Season,Turnovers,1.54
115,Jerome Williams,1999,Regular_Season,Turnovers,1.28
116,Pat Garrity,1999,Regular_Season,Turnovers,1.04
117,Rashard Lewis,1999,Regular_Season,Turnovers,0.94
118,James Posey,1999,Regular_Season,Turnovers,1.17
119,Mark Jackson,1999,Regular_Season,Turnovers,2.15
120,Jason Terry,1999,Regular_Season,Turnovers,1.93
121,Eric Piatkowski,1999,Regular_Season,Turnovers,0.76
122,Aaron McKie,1999,Regular_Season,Turnovers,1.38
123,Eric Snow,1999,Regular_Season,Turnovers,1.98
124,Monty Williams,1999,Regular_Season,Turnovers,1.45
125,Shawn Bradley,1999,Regular_Season,Turnovers,0.96
126,Corey Maggette,1999,Regular_Season,Turnovers,1.79
127,Bimbo Coles,1999,Regular_Season,Turnovers,1.29
128,Chris Whitney,1999,Regular_Season,Turnovers,1.3
129,Kurt Thomas,1999,Regular_Season,Turnovers,1.31
130,Terry Porter,1999,Regular_Season,Turnovers,1.47
131,Richard Hamilton,1999,Regular_Season,Turnovers,1.18
132,Matt Geiger,1999,Regular_Season,Turnovers,1.4
133,Aaron Williams,1999,Regular_Season,Turnovers,0.99
134,Horace Grant,1999,Regular_Season,Turnovers,0.8
135,Kevin Willis,1999,Regular_Season,Turnovers,1.24
136,Marcus Camby,1999,Regular_Season,Turnovers,1.22
137,Kenny Thomas,1999,Regular_Season,Turnovers,1.56
138,Mario Elie,1999,Regular_Season,Turnovers,1.65
139,Hubert Davis,1999,Regular_Season,Turnovers,0.89
140,Bonzi Wells,1999,Regular_Season,Turnovers,1.47
141,Detlef Schrempf,1999,Regular_Season,Turnovers,1.3
142,Jahidi White,1999,Regular_Season,Turnovers,1.18
143,Clarence Weatherspoon,1999,Regular_Season,Turnovers,1.28
144,Michael Doleac,1999,Regular_Season,Turnovers,0.8
145,Ron Harper,1999,Regular_Season,Turnovers,1.65
146,Charles Oakley,1999,Regular_Season,Turnovers,1.92
147,Terry Mills,1999,Regular_Season,Turnovers,0.56
148,Andrew DeClercq,1999,Regular_Season,Turnovers,1.32
149,Tony Battie,1999,Regular_Season,Turnovers,0.82
150,Sam Perkins,1999,Regular_Season,Turnovers,0.78
151,Rick Fox,1999,Regular_Season,Turnovers,1.06
152,Charlie Ward,1999,Regular_Season,Turnovers,1.42
153,Scott Williams,1999,Regular_Season,Turnovers,0.96
154,Dana Barros,1999,Regular_Season,Turnovers,0.92
155,Greg Anthony,1999,Regular_Season,Turnovers,1.04
156,Lucious Harris,1999,Regular_Season,Turnovers,0.55
157,Jaren Jackson,1999,Regular_Season,Turnovers,0.81
158,Dell Curry,1999,Regular_Season,Turnovers,0.6
159,Dan Majerle,1999,Regular_Season,Turnovers,0.9
160,Michael Curry,1999,Regular_Season,Turnovers,0.89
161,Anthony Carter,1999,Regular_Season,Turnovers,2.19
162,Malik Rose,1999,Regular_Season,Turnovers,1.34
163,Derek Fisher,1999,Regular_Season,Turnovers,0.96
164,Bo Outlaw,1999,Regular_Season,Turnovers,1.62
165,Baron Davis,1999,Regular_Season,Turnovers,1.71
166,Adrian Griffin,1999,Regular_Season,Turnovers,1.29
167,Lawrence Funderburke,1999,Regular_Season,Turnovers,0.53
168,Rasho Nesterovic,1999,Regular_Season,Turnovers,0.87
169,Eddie Robinson,1999,Regular_Season,Turnovers,0.58
170,Tony Farmer,1999,Regular_Season,Turnovers,1.11
171,Jamie Feick,1999,Regular_Season,Turnovers,0.73
172,Brian Grant,1999,Regular_Season,Turnovers,1.33
173,Luc Longley,1999,Regular_Season,Turnovers,1.89
174,Scott Burrell,1999,Regular_Season,Turnovers,0.51
175,Lorenzen Wright,1999,Regular_Season,Turnovers,0.88
176,Chris Anstey,1999,Regular_Season,Turnovers,1.1
177,Robert Horry,1999,Regular_Season,Turnovers,0.96
178,Olden Polynice,1999,Regular_Season,Turnovers,0.85
179,Sam Mitchell,1999,Regular_Season,Turnovers,0.67
180,Mark Bryant,1999,Regular_Season,Turnovers,1.16
181,Adonal Foyle,1999,Regular_Season,Turnovers,0.93
182,Antonio Daniels,1999,Regular_Season,Turnovers,0.85
183,Bryce Drew,1999,Regular_Season,Turnovers,0.92
184,A.C. Green,1999,Regular_Season,Turnovers,0.65
185,Scot Pollard,1999,Regular_Season,Turnovers,0.66
186,Muggsy Bogues,1999,Regular_Season,Turnovers,0.74
187,Darrick Martin,1999,Regular_Season,Turnovers,0.87
188,Ben Wallace,1999,Regular_Season,Turnovers,0.83
189,Ervin Johnson,1999,Regular_Season,Turnovers,1.0
190,Randy Livingston,1999,Regular_Season,Turnovers,1.16
191,Chris Childs,1999,Regular_Season,Turnovers,1.48
192,Bobby Jackson,1999,Regular_Season,Turnovers,0.79
193,Greg Ostertag,1999,Regular_Season,Turnovers,0.98
194,Samaki Walker,1999,Regular_Season,Turnovers,0.9
195,Vinny Del Negro,1999,Regular_Season,Turnovers,0.72
196,Danny Manning,1999,Regular_Season,Turnovers,0.76
197,John Crotty,1999,Regular_Season,Turnovers,0.78
198,Jerome Kersey,1999,Regular_Season,Turnovers,0.71
199,Sean Rooks,1999,Regular_Season,Turnovers,0.99
200,Brian Shaw,1999,Regular_Season,Turnovers,1.01
201,Jacque Vaughn,1999,Regular_Season,Turnovers,0.99
202,Quincy Lewis,1999,Regular_Season,Turnovers,0.62
203,Jermaine O'Neal,1999,Regular_Season,Turnovers,0.67
204,Bruce Bowen,1999,Regular_Season,Turnovers,0.28
205,Michael Ruffin,1999,Regular_Season,Turnovers,0.83
206,Travis Knight,1999,Regular_Season,Turnovers,0.41
207,Shaquille O'Neal,1999,Playoffs,Turnovers,2.43
208,Reggie Miller,1999,Playoffs,Turnovers,1.27
209,Jalen Rose,1999,Playoffs,Turnovers,2.17
210,Kobe Bryant,1999,Playoffs,Turnovers,2.5
211,Latrell Sprewell,1999,Playoffs,Turnovers,2.31
212,Rasheed Wallace,1999,Playoffs,Turnovers,1.44
213,Glen Rice,1999,Playoffs,Turnovers,1.57
214,Allan Houston,1999,Playoffs,Turnovers,2.25
215,Steve Smith,1999,Playoffs,Turnovers,1.69
216,Karl Malone,1999,Playoffs,Turnovers,2.7
217,Allen Iverson,1999,Playoffs,Turnovers,3.2
218,Rik Smits,1999,Playoffs,Turnovers,1.23
219,Scottie Pippen,1999,Playoffs,Turnovers,2.31
220,Austin Croshere,1999,Playoffs,Turnovers,1.09
221,Alonzo Mourning,1999,Playoffs,Turnovers,2.4
222,Patrick Ewing,1999,Playoffs,Turnovers,1.93
223,Travis Best,1999,Playoffs,Turnovers,1.09
224,Ron Harper,1999,Playoffs,Turnovers,1.17
225,Dale Davis,1999,Playoffs,Turnovers,0.78
226,Mark Jackson,1999,Playoffs,Turnovers,1.87
227,Penny Hardaway,1999,Playoffs,Turnovers,2.78
228,Arvydas Sabonis,1999,Playoffs,Turnovers,1.62
229,Larry Johnson,1999,Playoffs,Turnovers,1.44
230,Robert Horry,1999,Playoffs,Turnovers,1.3
231,Jamal Mashburn,1999,Playoffs,Turnovers,2.4
232,Cliff Robinson,1999,Playoffs,Turnovers,2.0
233,Charlie Ward,1999,Playoffs,Turnovers,1.25
234,Damon Stoudamire,1999,Playoffs,Turnovers,1.19
235,Bryon Russell,1999,Playoffs,Turnovers,1.5
236,Aaron McKie,1999,Playoffs,Turnovers,1.6
237,Theo Ratliff,1999,Playoffs,Turnovers,1.7
238,Gary Payton,1999,Playoffs,Turnovers,3.6
239,Rodney Rogers,1999,Playoffs,Turnovers,1.67
240,Tyrone Hill,1999,Playoffs,Turnovers,1.2
241,Chris Webber,1999,Playoffs,Turnovers,1.6
242,Brian Shaw,1999,Playoffs,Turnovers,0.77
243,Jeff Hornacek,1999,Playoffs,Turnovers,1.5
244,John Stockton,1999,Playoffs,Turnovers,2.6
245,Sam Perkins,1999,Playoffs,Turnovers,0.35
246,Ray Allen,1999,Playoffs,Turnovers,1.8
247,Bonzi Wells,1999,Playoffs,Turnovers,1.14
248,Rick Fox,1999,Playoffs,Turnovers,0.7
249,Derek Fisher,1999,Playoffs,Turnovers,0.43
250,David Robinson,1999,Playoffs,Turnovers,2.0
251,Toni Kukoc,1999,Playoffs,Turnovers,1.5
252,Dan Majerle,1999,Playoffs,Turnovers,1.1
253,A.C. Green,1999,Playoffs,Turnovers,0.39
254,Brian Grant,1999,Playoffs,Turnovers,1.06
255,Chris Childs,1999,Playoffs,Turnovers,0.88
256,Detlef Schrempf,1999,Playoffs,Turnovers,1.0
257,Shawn Marion,1999,Playoffs,Turnovers,0.78
258,Derrick Coleman,1999,Playoffs,Turnovers,3.25
259,Sam Cassell,1999,Playoffs,Turnovers,1.8
260,Terrell Brandon,1999,Playoffs,Turnovers,2.0
261,Marcus Camby,1999,Playoffs,Turnovers,0.75
262,Anthony Carter,1999,Playoffs,Turnovers,2.3
263,Tim Thomas,1999,Playoffs,Turnovers,0.2
264,Rashard Lewis,1999,Playoffs,Turnovers,2.0
265,Glenn Robinson,1999,Playoffs,Turnovers,3.0
266,Kevin Garnett,1999,Playoffs,Turnovers,2.75
267,P.J. Brown,1999,Playoffs,Turnovers,1.1
268,Jerry Stackhouse,1999,Playoffs,Turnovers,4.67
269,Matt Geiger,1999,Playoffs,Turnovers,0.62
270,Vin Baker,1999,Playoffs,Turnovers,3.2
271,Kurt Thomas,1999,Playoffs,Turnovers,0.88
272,Eddie Jones,1999,Playoffs,Turnovers,1.25
273,Clarence Weatherspoon,1999,Playoffs,Turnovers,0.8
274,Greg Anthony,1999,Playoffs,Turnovers,0.8
275,Jason Kidd,1999,Playoffs,Turnovers,3.83
276,George Lynch,1999,Playoffs,Turnovers,0.8
277,Olden Polynice,1999,Playoffs,Turnovers,1.3
278,Vince Carter,1999,Playoffs,Turnovers,2.67
279,Elden Campbell,1999,Playoffs,Turnovers,2.0
280,Vlade Divac,1999,Playoffs,Turnovers,1.8
281,Tony Delk,1999,Playoffs,Turnovers,1.6
282,Tim Hardaway,1999,Playoffs,Turnovers,1.57
283,Jason Williams,1999,Playoffs,Turnovers,1.6
284,Shammond Williams,1999,Playoffs,Turnovers,1.2
285,Scott Williams,1999,Playoffs,Turnovers,0.8
286,Howard Eisley,1999,Playoffs,Turnovers,1.3
287,Anthony Mason,1999,Playoffs,Turnovers,3.25
288,Tracy McGrady,1999,Playoffs,Turnovers,3.33
289,Malik Sealy,1999,Playoffs,Turnovers,2.0
290,Avery Johnson,1999,Playoffs,Turnovers,2.5
291,Derrick McKey,1999,Playoffs,Turnovers,0.83
292,Corie Blount,1999,Playoffs,Turnovers,1.44
293,David Wesley,1999,Playoffs,Turnovers,1.5
294,Peja Stojakovic,1999,Playoffs,Turnovers,1.0
295,Brent Barry,1999,Playoffs,Turnovers,1.4
296,Todd Day,1999,Playoffs,Turnovers,0.44
297,Ruben Patterson,1999,Playoffs,Turnovers,1.6
298,Sean Elliott,1999,Playoffs,Turnovers,1.0
299,Antonio Davis,1999,Playoffs,Turnovers,1.33
300,Jon Barry,1999,Playoffs,Turnovers,0.8
301,Kevin Willis,1999,Playoffs,Turnovers,0.67
302,Luc Longley,1999,Playoffs,Turnovers,1.11
303,Eric Snow,1999,Playoffs,Turnovers,1.4
304,Samaki Walker,1999,Playoffs,Turnovers,2.0
305,Nick Anderson,1999,Playoffs,Turnovers,0.8
306,Bruce Bowen,1999,Playoffs,Turnovers,0.6
307,Armen Gilliam,1999,Playoffs,Turnovers,1.1
308,Corliss Williamson,1999,Playoffs,Turnovers,1.0
309,Otis Thorpe,1999,Playoffs,Turnovers,1.1
310,Ervin Johnson,1999,Playoffs,Turnovers,0.6
311,Chris Mullin,1999,Playoffs,Turnovers,0.44
312,Greg Ostertag,1999,Playoffs,Turnovers,1.0
313,Charles Oakley,1999,Playoffs,Turnovers,1.67
314,Anthony Peeler,1999,Playoffs,Turnovers,0.25
315,Mario Elie,1999,Playoffs,Turnovers,3.0
316,Brad Miller,1999,Playoffs,Turnovers,2.25
317,Antonio Daniels,1999,Playoffs,Turnovers,1.5
318,Kevin Johnson,1999,Playoffs,Turnovers,1.44
319,Jacque Vaughn,1999,Playoffs,Turnovers,1.29
320,Michael Curry,1999,Playoffs,Turnovers,0.67
321,Vinny Del Negro,1999,Playoffs,Turnovers,0.6
322,Quincy Lewis,1999,Playoffs,Turnovers,0.38
323,Darvin Ham,1999,Playoffs,Turnovers,1.4
324,Rasho Nesterovic,1999,Playoffs,Turnovers,1.0
325,Terry Mills,1999,Playoffs,Turnovers,0.67
326,Lindsey Hunter,1999,Playoffs,Turnovers,1.67
327,Horace Grant,1999,Playoffs,Turnovers,0.2
328,Wally Szczerbiak,1999,Playoffs,Turnovers,0.25
329,Sam Mitchell,1999,Playoffs,Turnovers,1.0
330,Malik Rose,1999,Playoffs,Turnovers,1.75
331,Kevin Ollie,1999,Playoffs,Turnovers,0.3
332,Christian Laettner,1999,Playoffs,Turnovers,1.0
333,Scot Pollard,1999,Playoffs,Turnovers,0.6
334,Terry Porter,1999,Playoffs,Turnovers,1.75
335,Joe Smith,1999,Playoffs,Turnovers,1.0
336,Greg Foster,1999,Playoffs,Turnovers,0.6
337,John Salley,1999,Playoffs,Turnovers,0.22
338,Muggsy Bogues,1999,Playoffs,Turnovers,1.33
339,Jerome Williams,1999,Playoffs,Turnovers,1.0
340,Randy Livingston,1999,Playoffs,Turnovers,0.57
341,Doug Christie,1999,Playoffs,Turnovers,1.33
342,Jerry Stackhouse,2000,Regular_Season,Turnovers,4.08
343,Allen Iverson,2000,Regular_Season,Turnovers,3.34
344,Shaquille O'Neal,2000,Regular_Season,Turnovers,2.95
345,Paul Pierce,2000,Regular_Season,Turnovers,3.2
346,Vince Carter,2000,Regular_Season,Turnovers,2.23
347,Tracy McGrady,2000,Regular_Season,Turnovers,2.57
348,Antawn Jamison,2000,Regular_Season,Turnovers,2.43
349,Kobe Bryant,2000,Regular_Season,Turnovers,3.24
350,Chris Webber,2000,Regular_Season,Turnovers,2.79
351,Antoine Walker,2000,Regular_Season,Turnovers,3.72
352,Karl Malone,2000,Regular_Season,Turnovers,3.01
353,Gary Payton,2000,Regular_Season,Turnovers,2.65
354,Tim Duncan,2000,Regular_Season,Turnovers,2.95
355,Ray Allen,2000,Regular_Season,Turnovers,2.49
356,Kevin Garnett,2000,Regular_Season,Turnovers,2.84
357,Dirk Nowitzki,2000,Regular_Season,Turnovers,1.9
358,Michael Finley,2000,Regular_Season,Turnovers,2.32
359,Glenn Robinson,2000,Regular_Season,Turnovers,2.88
360,Shareef Abdur-Rahim,2000,Regular_Season,Turnovers,2.85
361,Jason Terry,2000,Regular_Season,Turnovers,2.91
362,Stephon Marbury,2000,Regular_Season,Turnovers,2.94
363,Steve Francis,2000,Regular_Season,Turnovers,3.31
364,Cuttino Mobley,2000,Regular_Season,Turnovers,2.09
365,Peja Stojakovic,2000,Regular_Season,Turnovers,1.95
366,Jamal Mashburn,2000,Regular_Season,Turnovers,2.78
367,Reggie Miller,2000,Regular_Season,Turnovers,1.64
368,Elton Brand,2000,Regular_Season,Turnovers,2.96
369,Jalen Rose,2000,Regular_Season,Turnovers,2.93
370,Rasheed Wallace,2000,Regular_Season,Turnovers,2.05
371,Juwan Howard,2000,Regular_Season,Turnovers,2.99
372,Allan Houston,2000,Regular_Season,Turnovers,2.06
373,Antonio McDyess,2000,Regular_Season,Turnovers,2.31
374,David Wesley,2000,Regular_Season,Turnovers,2.09
375,Richard Hamilton,2000,Regular_Season,Turnovers,2.58
376,Sam Cassell,2000,Regular_Season,Turnovers,2.89
377,Shawn Marion,2000,Regular_Season,Turnovers,1.63
378,Latrell Sprewell,2000,Regular_Season,Turnovers,2.83
379,Cliff Robinson,2000,Regular_Season,Turnovers,2.27
380,Lamar Odom,2000,Regular_Season,Turnovers,3.47
381,Mike Bibby,2000,Regular_Season,Turnovers,3.02
382,Jason Kidd,2000,Regular_Season,Turnovers,3.71
383,Andre Miller,2000,Regular_Season,Turnovers,3.23
384,Anthony Mason,2000,Regular_Season,Turnovers,2.24
385,Derek Anderson,2000,Regular_Season,Turnovers,2.01
386,Nick Van Exel,2000,Regular_Season,Turnovers,2.32
387,Terrell Brandon,2000,Regular_Season,Turnovers,1.99
388,Brian Grant,2000,Regular_Season,Turnovers,2.07
389,Darrell Armstrong,2000,Regular_Season,Turnovers,2.67
390,David Robinson,2000,Regular_Season,Turnovers,1.52
391,Rashard Lewis,2000,Regular_Season,Turnovers,1.65
392,Tim Hardaway,2000,Regular_Season,Turnovers,2.45
393,Wally Szczerbiak,2000,Regular_Season,Turnovers,1.68
394,Michael Dickerson,2000,Regular_Season,Turnovers,2.31
395,Baron Davis,2000,Regular_Season,Turnovers,2.76
396,Steve Smith,2000,Regular_Season,Turnovers,1.69
397,Donyell Marshall,2000,Regular_Season,Turnovers,1.58
398,Steve Nash,2000,Regular_Season,Turnovers,2.93
399,Antonio Davis,2000,Regular_Season,Turnovers,1.73
400,Damon Stoudamire,2000,Regular_Season,Turnovers,2.33
401,Jeff McInnis,2000,Regular_Season,Turnovers,1.4
402,Jermaine O'Neal,2000,Regular_Season,Turnovers,1.99
403,Elden Campbell,2000,Regular_Season,Turnovers,1.85
404,Raef LaFrentz,2000,Regular_Season,Turnovers,1.24
405,Tony Delk,2000,Regular_Season,Turnovers,1.23
406,Rodney Rogers,2000,Regular_Season,Turnovers,1.91
407,Lamond Murray,2000,Regular_Season,Turnovers,1.81
408,Doug Christie,2000,Regular_Season,Turnovers,1.9
409,Ruben Patterson,2000,Regular_Season,Turnovers,2.04
410,Mike Miller,2000,Regular_Season,Turnovers,1.18
411,Vlade Divac,2000,Regular_Season,Turnovers,2.37
412,Voshon Lenard,2000,Regular_Season,Turnovers,1.27
413,Chucky Atkins,2000,Regular_Season,Turnovers,1.84
414,Tim Thomas,2000,Regular_Season,Turnovers,1.5
415,Bonzi Wells,2000,Regular_Season,Turnovers,2.25
416,John Stockton,2000,Regular_Season,Turnovers,2.48
417,Bryon Russell,2000,Regular_Season,Turnovers,1.45
418,Vin Baker,2000,Regular_Season,Turnovers,2.08
419,Clarence Weatherspoon,2000,Regular_Season,Turnovers,1.37
420,Travis Best,2000,Regular_Season,Turnovers,1.65
421,Metta World Peace,2000,Regular_Season,Turnovers,2.09
422,Glen Rice,2000,Regular_Season,Turnovers,1.28
423,Johnny Newman,2000,Regular_Season,Turnovers,1.29
424,Lorenzen Wright,2000,Regular_Season,Turnovers,1.76
425,Aaron McKie,2000,Regular_Season,Turnovers,2.67
426,Eric Piatkowski,2000,Regular_Season,Turnovers,0.94
427,Chris Gatling,2000,Regular_Season,Turnovers,1.61
428,Aaron Williams,2000,Regular_Season,Turnovers,1.61
429,Lindsey Hunter,2000,Regular_Season,Turnovers,0.83
430,Austin Croshere,2000,Regular_Season,Turnovers,1.68
431,Alvin Williams,2000,Regular_Season,Turnovers,1.26
432,Kurt Thomas,2000,Regular_Season,Turnovers,1.29
433,Anthony Peeler,2000,Regular_Season,Turnovers,1.37
434,Rick Fox,2000,Regular_Season,Turnovers,1.66
435,LaPhonso Ellis,2000,Regular_Season,Turnovers,1.32
436,Alan Henderson,2000,Regular_Season,Turnovers,1.73
437,Darius Miles,2000,Regular_Season,Turnovers,1.81
438,Patrick Ewing,2000,Regular_Season,Turnovers,1.91
439,Bryant Stith,2000,Regular_Season,Turnovers,1.15
440,Dikembe Mutombo,2000,Regular_Season,Turnovers,1.92
441,Charles Oakley,2000,Regular_Season,Turnovers,1.78
442,Morris Peterson,2000,Regular_Season,Turnovers,0.98
443,Antonio Daniels,2000,Regular_Season,Turnovers,1.38
444,Howard Eisley,2000,Regular_Season,Turnovers,1.24
445,George McCloud,2000,Regular_Season,Turnovers,1.54
446,Tyrone Hill,2000,Regular_Season,Turnovers,1.67
447,Christian Laettner,2000,Regular_Season,Turnovers,1.76
448,Kevin Willis,2000,Regular_Season,Turnovers,1.12
449,Jason Williams,2000,Regular_Season,Turnovers,2.08
450,Chauncey Billups,2000,Regular_Season,Turnovers,1.44
451,Shandon Anderson,2000,Regular_Season,Turnovers,1.6
452,Michael Olowokandi,2000,Regular_Season,Turnovers,2.06
453,John Starks,2000,Regular_Season,Turnovers,1.25
454,George Lynch,2000,Regular_Season,Turnovers,1.33
455,Lucious Harris,2000,Regular_Season,Turnovers,0.88
456,Marcus Fizer,2000,Regular_Season,Turnovers,1.72
457,P.J. Brown,2000,Regular_Season,Turnovers,1.35
458,Fred Hoiberg,2000,Regular_Season,Turnovers,1.0
459,James Posey,2000,Regular_Season,Turnovers,1.24
460,Othella Harrington,2000,Regular_Season,Turnovers,1.96
461,Horace Grant,2000,Regular_Season,Turnovers,0.62
462,John Amaechi,2000,Regular_Season,Turnovers,1.51
463,Keon Clark,2000,Regular_Season,Turnovers,1.11
464,Stephen Jackson,2000,Regular_Season,Turnovers,1.69
