,Player,Season,Stage,Turnovers/Fouls,per_game
1183,Raja Bell,2002,Regular_Season,Turnovers,0.57
1184,Kareem Rush,2002,Regular_Season,Turnovers,0.83
1185,Stacey Augmon,2002,Regular_Season,Turnovers,0.57
1186,Jeryl Sasser,2002,Regular_Season,Turnovers,0.52
1187,Darvin Ham,2002,Regular_Season,Turnovers,0.87
1188,Jeff Foster,2002,Regular_Season,Turnovers,0.44
1189,Ervin Johnson,2002,Regular_Season,Turnovers,0.49
1190,John Salmons,2002,Regular_Season,Turnovers,0.45
1191,DeSagana Diop,2002,Regular_Season,Turnovers,0.7
1192,Danny Ferry,2002,Regular_Season,Turnovers,0.42
1193,Tim Duncan,2002,Playoffs,Turnovers,3.17
1194,Dirk Nowitzki,2002,Playoffs,Turnovers,2.35
1195,Jason Kidd,2002,Playoffs,Turnovers,3.95
1196,Nick Van Exel,2002,Playoffs,Turnovers,1.95
1197,Kobe Bryant,2002,Playoffs,Turnovers,3.5
1198,Richard Hamilton,2002,Playoffs,Turnovers,3.35
1199,Allen Iverson,2002,Playoffs,Turnovers,3.92
1200,Kenyon Martin,2002,Playoffs,Turnovers,2.9
1201,Michael Finley,2002,Playoffs,Turnovers,1.55
1202,Tony Parker,2002,Playoffs,Turnovers,1.96
1203,Shaquille O'Neal,2002,Playoffs,Turnovers,2.92
1204,Steve Nash,2002,Playoffs,Turnovers,2.55
1205,Stephen Jackson,2002,Playoffs,Turnovers,2.83
1206,Richard Jefferson,2002,Playoffs,Turnovers,2.3
1207,Peja Stojakovic,2002,Playoffs,Turnovers,1.0
1208,Paul Pierce,2002,Playoffs,Turnovers,4.4
1209,Chauncey Billups,2002,Playoffs,Turnovers,2.43
1210,Manu Ginobili,2002,Playoffs,Turnovers,1.5
1211,Malik Rose,2002,Playoffs,Turnovers,1.79
1212,Tracy McGrady,2002,Playoffs,Turnovers,3.71
1213,Kerry Kittles,2002,Playoffs,Turnovers,0.85
1214,David Robinson,2002,Playoffs,Turnovers,1.04
1215,Antoine Walker,2002,Playoffs,Turnovers,3.7
1216,Bobby Jackson,2002,Playoffs,Turnovers,1.42
1217,Bruce Bowen,2002,Playoffs,Turnovers,0.62
1218,Chris Webber,2002,Playoffs,Turnovers,3.29
1219,Derrick Coleman,2002,Playoffs,Turnovers,1.42
1220,Kevin Garnett,2002,Playoffs,Turnovers,3.0
1221,Raef LaFrentz,2002,Playoffs,Turnovers,0.7
1222,Tony Delk,2002,Playoffs,Turnovers,1.3
1223,Cliff Robinson,2002,Playoffs,Turnovers,1.65
1224,Lucious Harris,2002,Playoffs,Turnovers,1.1
1225,Derek Fisher,2002,Playoffs,Turnovers,1.5
1226,Mike Bibby,2002,Playoffs,Turnovers,1.5
1227,Ben Wallace,2002,Playoffs,Turnovers,0.88
1228,Tayshaun Prince,2002,Playoffs,Turnovers,1.07
1229,Troy Hudson,2002,Playoffs,Turnovers,2.67
1230,Eric Snow,2002,Playoffs,Turnovers,2.5
1231,Jermaine O'Neal,2002,Playoffs,Turnovers,3.0
1232,Vlade Divac,2002,Playoffs,Turnovers,1.33
1233,Jim Jackson,2002,Playoffs,Turnovers,1.42
1234,Rodney Rogers,2002,Playoffs,Turnovers,1.25
1235,Bonzi Wells,2002,Playoffs,Turnovers,3.0
1236,Stephon Marbury,2002,Playoffs,Turnovers,3.83
1237,Kenny Thomas,2002,Playoffs,Turnovers,1.58
1238,Speedy Claxton,2002,Playoffs,Turnovers,1.0
1239,Keith Van Horn,2002,Playoffs,Turnovers,2.17
1240,Aaron Williams,2002,Playoffs,Turnovers,0.68
1241,Rasheed Wallace,2002,Playoffs,Turnovers,0.86
1242,Jason Collins,2002,Playoffs,Turnovers,0.9
1243,Corliss Williamson,2002,Playoffs,Turnovers,1.33
1244,Eduardo Najera,2002,Playoffs,Turnovers,0.84
1245,Metta World Peace,2002,Playoffs,Turnovers,2.67
1246,Shawn Marion,2002,Playoffs,Turnovers,2.17
1247,Gary Payton,2002,Playoffs,Turnovers,2.17
1248,Doug Christie,2002,Playoffs,Turnovers,1.83
1249,Damon Stoudamire,2002,Playoffs,Turnovers,1.71
1250,Tim Thomas,2002,Playoffs,Turnovers,1.33
1251,Chucky Atkins,2002,Playoffs,Turnovers,1.06
1252,Sam Cassell,2002,Playoffs,Turnovers,2.83
1253,Baron Davis,2002,Playoffs,Turnovers,3.0
1254,Walter McCarty,2002,Playoffs,Turnovers,1.1
1255,Jamal Mashburn,2002,Playoffs,Turnovers,2.5
1256,Drew Gooden,2002,Playoffs,Turnovers,1.71
1257,Karl Malone,2002,Playoffs,Turnovers,4.0
1258,Zach Randolph,2002,Playoffs,Turnovers,1.86
1259,Raja Bell,2002,Playoffs,Turnovers,0.35
1260,Eric Williams,2002,Playoffs,Turnovers,1.2
1261,Mehmet Okur,2002,Playoffs,Turnovers,0.82
1262,Aaron McKie,2002,Playoffs,Turnovers,1.25
1263,Toni Kukoc,2002,Playoffs,Turnovers,1.83
1264,Devean George,2002,Playoffs,Turnovers,1.09
1265,Wally Szczerbiak,2002,Playoffs,Turnovers,3.0
1266,Amar'e Stoudemire,2002,Playoffs,Turnovers,3.17
1267,Walt Williams,2002,Playoffs,Turnovers,1.13
1268,David Wesley,2002,Playoffs,Turnovers,2.5
1269,Desmond Mason,2002,Playoffs,Turnovers,1.17
1270,Penny Hardaway,2002,Playoffs,Turnovers,2.17
1271,Matt Harpring,2002,Playoffs,Turnovers,1.6
1272,Jon Barry,2002,Playoffs,Turnovers,0.5
1273,Ruben Patterson,2002,Playoffs,Turnovers,1.43
1274,Jamaal Magloire,2002,Playoffs,Turnovers,1.5
1275,Robert Horry,2002,Playoffs,Turnovers,1.42
1276,Tony Battie,2002,Playoffs,Turnovers,0.7
1277,Darrell Armstrong,2002,Playoffs,Turnovers,2.43
1278,Gordan Giricek,2002,Playoffs,Turnovers,1.86
1279,P.J. Brown,2002,Playoffs,Turnovers,0.83
1280,Arvydas Sabonis,2002,Playoffs,Turnovers,1.0
1281,Andrei Kirilenko,2002,Playoffs,Turnovers,1.2
1282,Michael Redd,2002,Playoffs,Turnovers,1.17
1283,John Stockton,2002,Playoffs,Turnovers,2.8
1284,Keon Clark,2002,Playoffs,Turnovers,1.08
1285,Reggie Miller,2002,Playoffs,Turnovers,1.17
1286,Hedo Turkoglu,2002,Playoffs,Turnovers,0.5
1287,Brad Miller,2002,Playoffs,Turnovers,1.5
1288,Jamaal Tinsley,2002,Playoffs,Turnovers,1.33
1289,Marc Jackson,2002,Playoffs,Turnovers,1.5
1290,Shawn Bradley,2002,Playoffs,Turnovers,0.88
1291,J.R. Bremer,2002,Playoffs,Turnovers,0.8
1292,Greg Ostertag,2002,Playoffs,Turnovers,1.6
1293,Kevin Willis,2002,Playoffs,Turnovers,0.44
1294,Dale Davis,2002,Playoffs,Turnovers,1.67
1295,George Lynch,2002,Playoffs,Turnovers,1.33
1296,Anthony Johnson,2002,Playoffs,Turnovers,0.47
1297,Rasho Nesterovic,2002,Playoffs,Turnovers,0.83
1298,Michael Curry,2002,Playoffs,Turnovers,0.33
1299,Ron Mercer,2002,Playoffs,Turnovers,0.83
1300,Brian Shaw,2002,Playoffs,Turnovers,0.75
1301,Adrian Griffin,2002,Playoffs,Turnovers,0.6
1302,Jake Voskuhl,2002,Playoffs,Turnovers,1.0
1303,Mark Jackson,2002,Playoffs,Turnovers,0.8
1304,Jacque Vaughn,2002,Playoffs,Turnovers,1.29
1305,Slava Medvedenko,2002,Playoffs,Turnovers,0.33
1306,Mark Madsen,2002,Playoffs,Turnovers,0.67
1307,Joe Johnson,2002,Playoffs,Turnovers,2.0
1308,Mark Blount,2002,Playoffs,Turnovers,0.8
1309,Kendall Gill,2002,Playoffs,Turnovers,0.67
1310,Kareem Rush,2002,Playoffs,Turnovers,0.33
1311,Anthony Peeler,2002,Playoffs,Turnovers,0.67
1312,Rod Strickland,2002,Playoffs,Turnovers,1.33
1313,Tyrone Hill,2002,Playoffs,Turnovers,0.6
1314,Andrew DeClercq,2002,Playoffs,Turnovers,1.29
1315,Pat Garrity,2002,Playoffs,Turnovers,0.71
1316,Greg Buckner,2002,Playoffs,Turnovers,0.3
1317,Tariq Abdul-Wahad,2002,Playoffs,Turnovers,0.12
1318,Tony Massenburg,2002,Playoffs,Turnovers,1.0
1319,Scot Pollard,2002,Playoffs,Turnovers,0.88
1320,Rick Fox,2002,Playoffs,Turnovers,1.0
1321,Scott Williams,2002,Playoffs,Turnovers,0.17
1322,Jerome Moiso,2002,Playoffs,Turnovers,1.0
1323,Scottie Pippen,2002,Playoffs,Turnovers,1.75
1324,Jannero Pargo,2002,Playoffs,Turnovers,0.64
1325,Anthony Mason,2002,Playoffs,Turnovers,1.33
1326,Antonio Daniels,2002,Playoffs,Turnovers,0.33
1327,Chris Whitney,2002,Playoffs,Turnovers,0.29
1328,Calbert Cheaney,2002,Playoffs,Turnovers,1.4
1329,Robert Traylor,2002,Playoffs,Turnovers,1.0
1330,Jeff McInnis,2002,Playoffs,Turnovers,0.86
1331,Shawn Kemp,2002,Playoffs,Turnovers,0.57
1332,Danny Ferry,2002,Playoffs,Turnovers,0.31
1333,Monty Williams,2002,Playoffs,Turnovers,0.4
1334,Dikembe Mutombo,2002,Playoffs,Turnovers,0.8
1335,Al Harrington,2002,Playoffs,Turnovers,1.67
1336,Stacey Augmon,2002,Playoffs,Turnovers,0.75
1337,Steve Smith,2002,Playoffs,Turnovers,0.22
1338,Ervin Johnson,2002,Playoffs,Turnovers,0.5
1339,Bo Outlaw,2002,Playoffs,Turnovers,1.0
1340,Kevin Garnett,2003,Regular_Season,Turnovers,2.59
1341,Peja Stojakovic,2003,Regular_Season,Turnovers,1.89
1342,Tracy McGrady,2003,Regular_Season,Turnovers,2.67
1343,Paul Pierce,2003,Regular_Season,Turnovers,3.79
1344,Michael Redd,2003,Regular_Season,Turnovers,1.41
1345,Carmelo Anthony,2003,Regular_Season,Turnovers,3.01
1346,Dirk Nowitzki,2003,Regular_Season,Turnovers,1.75
1347,LeBron James,2003,Regular_Season,Turnovers,3.46
1348,Vince Carter,2003,Regular_Season,Turnovers,3.05
1349,Stephon Marbury,2003,Regular_Season,Turnovers,3.07
1350,Zach Randolph,2003,Regular_Season,Turnovers,3.05
1351,Sam Cassell,2003,Regular_Season,Turnovers,2.72
1352,Jermaine O'Neal,2003,Regular_Season,Turnovers,2.32
1353,Kobe Bryant,2003,Regular_Season,Turnovers,2.63
1354,Tim Duncan,2003,Regular_Season,Turnovers,2.65
1355,Baron Davis,2003,Regular_Season,Turnovers,3.21
1356,Richard Jefferson,2003,Regular_Season,Turnovers,2.41
1357,Corey Maggette,2003,Regular_Season,Turnovers,2.84
1358,Mike Bibby,2003,Regular_Season,Turnovers,2.13
1359,Shawn Marion,2003,Regular_Season,Turnovers,1.97
1360,Jason Richardson,2003,Regular_Season,Turnovers,2.51
1361,Stephen Jackson,2003,Regular_Season,Turnovers,2.79
1362,Shaquille O'Neal,2003,Regular_Season,Turnovers,2.91
1363,Yao Ming,2003,Regular_Season,Turnovers,2.49
1364,Rashard Lewis,2003,Regular_Season,Turnovers,1.69
1365,Eddie Jones,2003,Regular_Season,Turnovers,1.59
1366,Shareef Abdur-Rahim,2003,Regular_Season,Turnovers,2.16
1367,Jamal Crawford,2003,Regular_Season,Turnovers,2.41
1368,Pau Gasol,2003,Regular_Season,Turnovers,2.4
1369,Juwan Howard,2003,Regular_Season,Turnovers,2.2
1370,Latrell Sprewell,2003,Regular_Season,Turnovers,1.93
1371,Richard Hamilton,2003,Regular_Season,Turnovers,2.69
1372,Lamar Odom,2003,Regular_Season,Turnovers,2.95
1373,Joe Johnson,2003,Regular_Season,Turnovers,2.43
1374,Jason Terry,2003,Regular_Season,Turnovers,2.83
1375,Michael Finley,2003,Regular_Season,Turnovers,1.15
1376,Metta World Peace,2003,Regular_Season,Turnovers,2.77
1377,Chauncey Billups,2003,Regular_Season,Turnovers,2.42
1378,Steve Francis,2003,Regular_Season,Turnovers,3.72
1379,Andrei Kirilenko,2003,Regular_Season,Turnovers,2.76
1380,Cuttino Mobley,2003,Regular_Season,Turnovers,2.25
1381,Zydrunas Ilgauskas,2003,Regular_Season,Turnovers,2.01
1382,Andre Miller,2003,Regular_Season,Turnovers,2.62
1383,Antawn Jamison,2003,Regular_Season,Turnovers,0.99
1384,Donyell Marshall,2003,Regular_Season,Turnovers,1.43
1385,Gary Payton,2003,Regular_Season,Turnovers,1.84
1386,Desmond Mason,2003,Regular_Season,Turnovers,1.8
1387,Carlos Boozer,2003,Regular_Season,Turnovers,1.79
1388,Keith Van Horn,2003,Regular_Season,Turnovers,2.35
1389,Antoine Walker,2003,Regular_Season,Turnovers,2.46
1390,Ricky Davis,2003,Regular_Season,Turnovers,2.39
1391,Steve Nash,2003,Regular_Season,Turnovers,2.68
1392,James Posey,2003,Regular_Season,Turnovers,1.37
1393,Jamaal Magloire,2003,Regular_Season,Turnovers,2.45
1394,Damon Stoudamire,2003,Regular_Season,Turnovers,2.2
1395,Tony Parker,2003,Regular_Season,Turnovers,2.39
1396,Rasheed Wallace,2003,Regular_Season,Turnovers,1.75
1397,Kenyon Martin,2003,Regular_Season,Turnovers,2.58
1398,Kerry Kittles,2003,Regular_Season,Turnovers,1.16
1399,Eddy Curry,2003,Regular_Season,Turnovers,2.42
1400,Al Harrington,2003,Regular_Season,Turnovers,2.06
1401,Voshon Lenard,2003,Regular_Season,Turnovers,1.38
1402,Jason Kidd,2003,Regular_Season,Turnovers,3.19
1403,Jim Jackson,2003,Regular_Season,Turnovers,2.19
1404,Brad Miller,2003,Regular_Season,Turnovers,2.0
1405,Flip Murray,2003,Regular_Season,Turnovers,1.82
1406,Kenny Thomas,2003,Regular_Season,Turnovers,2.32
1407,Dwyane Wade,2003,Regular_Season,Turnovers,3.21
1408,Manu Ginobili,2003,Regular_Season,Turnovers,2.09
1409,Cliff Robinson,2003,Regular_Season,Turnovers,2.11
1410,Vladimir Radmanovic,2003,Regular_Season,Turnovers,1.42
1411,Kirk Hinrich,2003,Regular_Season,Turnovers,2.68
1412,Raja Bell,2003,Regular_Season,Turnovers,1.35
1413,Drew Gooden,2003,Regular_Season,Turnovers,1.59
1414,Erick Dampier,2003,Regular_Season,Turnovers,1.77
1415,DeShawn Stevenson,2003,Regular_Season,Turnovers,1.5
1416,Maybyner Nene,2003,Regular_Season,Turnovers,2.38
1417,Carlos Arroyo,2003,Regular_Season,Turnovers,2.2
1418,Kurt Thomas,2003,Regular_Season,Turnovers,1.65
1419,Bonzi Wells,2003,Regular_Season,Turnovers,2.24
1420,Mike Dunleavy,2003,Regular_Season,Turnovers,1.91
1421,Mo Taylor,2003,Regular_Season,Turnovers,1.99
1422,Chris Bosh,2003,Regular_Season,Turnovers,1.43
1423,Darius Miles,2003,Regular_Season,Turnovers,1.65
1424,Eric Snow,2003,Regular_Season,Turnovers,2.28
1425,Mark Blount,2003,Regular_Season,Turnovers,1.83
1426,Tayshaun Prince,2003,Regular_Season,Turnovers,1.45
1427,Darrell Armstrong,2003,Regular_Season,Turnovers,1.96
1428,Earl Boykins,2003,Regular_Season,Turnovers,1.22
1429,Rafer Alston,2003,Regular_Season,Turnovers,1.56
1430,P.J. Brown,2003,Regular_Season,Turnovers,1.26
1431,Doug Christie,2003,Regular_Season,Turnovers,1.89
1432,Joe Smith,2003,Regular_Season,Turnovers,1.08
1433,Jeff McInnis,2003,Regular_Season,Turnovers,1.71
1434,Gordan Giricek,2003,Regular_Season,Turnovers,1.41
1435,Kwame Brown,2003,Regular_Season,Turnovers,1.89
1436,Vlade Divac,2003,Regular_Season,Turnovers,2.14
1437,Reggie Miller,2003,Regular_Season,Turnovers,0.85
1438,Tyronn Lue,2003,Regular_Season,Turnovers,1.63
1439,Jason Williams,2003,Regular_Season,Turnovers,1.89
1440,Ben Wallace,2003,Regular_Season,Turnovers,1.52
1441,Mike James,2003,Regular_Season,Turnovers,1.53
1442,Corliss Williamson,2003,Regular_Season,Turnovers,1.43
1443,Jiri Welsch,2003,Regular_Season,Turnovers,1.59
1444,Hedo Turkoglu,2003,Regular_Season,Turnovers,1.18
1445,Brian Cardinal,2003,Regular_Season,Turnovers,1.11
1446,Stromile Swift,2003,Regular_Season,Turnovers,1.14
1447,Eric Williams,2003,Regular_Season,Turnovers,1.24
1448,Rasho Nesterovic,2003,Regular_Season,Turnovers,1.3
1449,Antonio Davis,2003,Regular_Season,Turnovers,1.42
1450,Etan Thomas,2003,Regular_Season,Turnovers,1.43
1451,Penny Hardaway,2003,Regular_Season,Turnovers,1.41
1452,Aaron McKie,2003,Regular_Season,Turnovers,1.37
1453,Mehmet Okur,2003,Regular_Season,Turnovers,1.42
1454,Morris Peterson,2003,Regular_Season,Turnovers,0.84
1455,Jarvis Hayes,2003,Regular_Season,Turnovers,1.57
1456,Theo Ratliff,2003,Regular_Season,Turnovers,1.41
1457,Shane Battier,2003,Regular_Season,Turnovers,0.71
1458,Brian Grant,2003,Regular_Season,Turnovers,1.08
1459,Juan Dixon,2003,Regular_Season,Turnovers,1.46
1460,Samuel Dalembert,2003,Regular_Season,Turnovers,1.05
1461,Shandon Anderson,2003,Regular_Season,Turnovers,1.48
1462,Caron Butler,2003,Regular_Season,Turnovers,1.34
1463,Marcus Camby,2003,Regular_Season,Turnovers,1.36
1464,Toni Kukoc,2003,Regular_Season,Turnovers,1.51
1465,Walter McCarty,2003,Regular_Season,Turnovers,1.18
1466,Devean George,2003,Regular_Season,Turnovers,1.07
1467,Calbert Cheaney,2003,Regular_Season,Turnovers,1.08
1468,Bob Sura,2003,Regular_Season,Turnovers,1.31
1469,Nazr Mohammed,2003,Regular_Season,Turnovers,1.2
1470,Derek Fisher,2003,Regular_Season,Turnovers,0.96
1471,Josh Howard,2003,Regular_Season,Turnovers,1.0
1472,Damon Jones,2003,Regular_Season,Turnovers,1.26
1473,Raul Lopez,2003,Regular_Season,Turnovers,2.12
1474,Antonio Daniels,2003,Regular_Season,Turnovers,0.86
1475,Bruce Bowen,2003,Regular_Season,Turnovers,1.1
1476,Slava Medvedenko,2003,Regular_Season,Turnovers,0.87
1477,Udonis Haslem,2003,Regular_Season,Turnovers,0.99
1478,Leandro Barbosa,2003,Regular_Season,Turnovers,1.71
1479,Rodney White,2003,Regular_Season,Turnovers,1.08
1480,Rodney Rogers,2003,Regular_Season,Turnovers,1.42
1481,Brendan Haywood,2003,Regular_Season,Turnovers,1.04
1482,Fred Hoiberg,2003,Regular_Season,Turnovers,0.56
1483,Greg Ostertag,2003,Regular_Season,Turnovers,1.27
1484,Malik Rose,2003,Regular_Season,Turnovers,1.67
1485,Ruben Patterson,2003,Regular_Season,Turnovers,1.44
1486,Chris Kaman,2003,Regular_Season,Turnovers,1.89
1487,Keith Bogans,2003,Regular_Season,Turnovers,1.03
1488,Jeff Foster,2003,Regular_Season,Turnovers,0.73
1489,Chris Mihm,2003,Regular_Season,Turnovers,1.18
1490,Jarron Collins,2003,Regular_Season,Turnovers,0.98
1491,Marcus Banks,2003,Regular_Season,Turnovers,1.54
1492,Lucious Harris,2003,Regular_Season,Turnovers,0.77
1493,Casey Jacobsen,2003,Regular_Season,Turnovers,0.87
1494,Jared Jeffries,2003,Regular_Season,Turnovers,1.3
1495,Jason Collins,2003,Regular_Season,Turnovers,1.24
1496,Earl Watson,2003,Regular_Season,Turnovers,1.8
1497,Kareem Rush,2003,Regular_Season,Turnovers,0.67
1498,Aaron Williams,2003,Regular_Season,Turnovers,1.24
1499,Anthony Johnson,2003,Regular_Season,Turnovers,1.03
1500,Steve Blake,2003,Regular_Season,Turnovers,1.71
1501,John Salmons,2003,Regular_Season,Turnovers,1.0
1502,Anthony Peeler,2003,Regular_Season,Turnovers,1.03
1503,Dan Gadzuric,2003,Regular_Season,Turnovers,0.6
1504,Charlie Ward,2003,Regular_Season,Turnovers,1.35
1505,Kelvin Cato,2003,Regular_Season,Turnovers,1.22
1506,Tony Battie,2003,Regular_Season,Turnovers,0.86
1507,Trenton Hassell,2003,Regular_Season,Turnovers,0.57
1508,Fred Jones,2003,Regular_Season,Turnovers,0.9
1509,Stacey Augmon,2003,Regular_Season,Turnovers,1.1
1510,Robert Horry,2003,Regular_Season,Turnovers,0.68
1511,Austin Croshere,2003,Regular_Season,Turnovers,0.71
1512,Sasha Pavlovic,2003,Regular_Season,Turnovers,0.85
1513,Bo Outlaw,2003,Regular_Season,Turnovers,0.84
1514,Gary Trent,2003,Regular_Season,Turnovers,0.79
1515,George Lynch,2003,Regular_Season,Turnovers,0.82
1516,Robert Traylor,2003,Regular_Season,Turnovers,0.87
1517,Elden Campbell,2003,Regular_Season,Turnovers,0.97
1518,Steve Smith,2003,Regular_Season,Turnovers,0.59
1519,Calvin Booth,2003,Regular_Season,Turnovers,0.63
1520,Boris Diaw,2003,Regular_Season,Turnovers,1.66
1521,Kevin Ollie,2003,Regular_Season,Turnovers,0.99
1522,Darius Songaila,2003,Regular_Season,Turnovers,0.59
1523,Dale Davis,2003,Regular_Season,Turnovers,0.53
1524,Kyle Korver,2003,Regular_Season,Turnovers,0.55
1525,Michael Doleac,2003,Regular_Season,Turnovers,0.67
1526,Bryon Russell,2003,Regular_Season,Turnovers,0.51
1527,David West,2003,Regular_Season,Turnovers,0.68
1528,Jacque Vaughn,2003,Regular_Season,Turnovers,1.18
1529,Mark Madsen,2003,Regular_Season,Turnovers,0.65
1530,Chris Andersen,2003,Regular_Season,Turnovers,0.68
1531,Brian Scalabrine,2003,Regular_Season,Turnovers,0.61
1532,Andrew DeClercq,2003,Regular_Season,Turnovers,0.76
1533,Reggie Evans,2003,Regular_Season,Turnovers,0.87
1534,Michael Curry,2003,Regular_Season,Turnovers,0.69
1535,Luke Walton,2003,Regular_Season,Turnovers,0.61
1536,Ervin Johnson,2003,Regular_Season,Turnovers,0.45
1537,Darvin Ham,2003,Regular_Season,Turnovers,0.57
1538,Kobe Bryant,2003,Playoffs,Turnovers,2.77
1539,Richard Hamilton,2003,Playoffs,Turnovers,3.13
1540,Shaquille O'Neal,2003,Playoffs,Turnovers,2.5
1541,Kevin Garnett,2003,Playoffs,Turnovers,4.22
1542,Chauncey Billups,2003,Playoffs,Turnovers,2.61
1543,Latrell Sprewell,2003,Playoffs,Turnovers,2.61
1544,Jermaine O'Neal,2003,Playoffs,Turnovers,1.81
1545,Rasheed Wallace,2003,Playoffs,Turnovers,1.87
1546,Metta World Peace,2003,Playoffs,Turnovers,2.47
1547,Sam Cassell,2003,Playoffs,Turnovers,2.69
1548,Karl Malone,2003,Playoffs,Turnovers,2.24
1549,Mike Bibby,2003,Playoffs,Turnovers,3.0
1550,Ben Wallace,2003,Playoffs,Turnovers,1.61
1551,Dwyane Wade,2003,Playoffs,Turnovers,4.15
1552,Tayshaun Prince,2003,Playoffs,Turnovers,0.83
1553,Tim Duncan,2003,Playoffs,Turnovers,4.2
1554,Chris Webber,2003,Playoffs,Turnovers,3.17
1555,Lamar Odom,2003,Playoffs,Turnovers,3.23
1556,Richard Jefferson,2003,Playoffs,Turnovers,3.91
1557,Kenyon Martin,2003,Playoffs,Turnovers,2.91
1558,Peja Stojakovic,2003,Playoffs,Turnovers,1.17
1559,Tony Parker,2003,Playoffs,Turnovers,3.1
1560,Eddie Jones,2003,Playoffs,Turnovers,1.46
1561,Gary Payton,2003,Playoffs,Turnovers,1.27
1562,Caron Butler,2003,Playoffs,Turnovers,1.77
1563,Doug Christie,2003,Playoffs,Turnovers,1.83
1564,Derek Fisher,2003,Playoffs,Turnovers,0.86
1565,Reggie Miller,2003,Playoffs,Turnovers,1.75
1566,Kerry Kittles,2003,Playoffs,Turnovers,1.0
1567,Al Harrington,2003,Playoffs,Turnovers,1.75
1568,Wally Szczerbiak,2003,Playoffs,Turnovers,2.0
1569,Jason Kidd,2003,Playoffs,Turnovers,3.91
1570,Trenton Hassell,2003,Playoffs,Turnovers,0.89
1571,Dirk Nowitzki,2003,Playoffs,Turnovers,1.2
1572,Manu Ginobili,2003,Playoffs,Turnovers,2.1
1573,Jamaal Tinsley,2003,Playoffs,Turnovers,1.94
1574,Baron Davis,2003,Playoffs,Turnovers,2.71
1575,Brad Miller,2003,Playoffs,Turnovers,1.67
1576,Corliss Williamson,2003,Playoffs,Turnovers,1.09
1577,Devean George,2003,Playoffs,Turnovers,0.5
1578,Fred Hoiberg,2003,Playoffs,Turnovers,0.44
1579,Steve Francis,2003,Playoffs,Turnovers,4.2
1580,Brian Grant,2003,Playoffs,Turnovers,1.38
1581,Rafer Alston,2003,Playoffs,Turnovers,0.77
1582,Michael Redd,2003,Playoffs,Turnovers,3.8
1583,Stephon Marbury,2003,Playoffs,Turnovers,3.5
1584,Voshon Lenard,2003,Playoffs,Turnovers,1.8
1585,Slava Medvedenko,2003,Playoffs,Turnovers,0.24
1586,Paul Pierce,2003,Playoffs,Turnovers,6.25
1587,Mehmet Okur,2003,Playoffs,Turnovers,0.68
1588,Kareem Rush,2003,Playoffs,Turnovers,0.64
1589,Vlade Divac,2003,Playoffs,Turnovers,1.17
1590,Marquis Daniels,2003,Playoffs,Turnovers,3.0
1591,Jamaal Magloire,2003,Playoffs,Turnovers,1.57
1592,Andre Miller,2003,Playoffs,Turnovers,2.0
1593,Jonathan Bender,2003,Playoffs,Turnovers,0.75
1594,Hedo Turkoglu,2003,Playoffs,Turnovers,1.6
1595,Yao Ming,2003,Playoffs,Turnovers,2.6
1596,Jim Jackson,2003,Playoffs,Turnovers,1.8
1597,Pau Gasol,2003,Playoffs,Turnovers,1.25
1598,David Wesley,2003,Playoffs,Turnovers,2.29
1599,Anthony Johnson,2003,Playoffs,Turnovers,0.69
1600,Cuttino Mobley,2003,Playoffs,Turnovers,3.6
1601,Desmond Mason,2003,Playoffs,Turnovers,2.4
1602,Steve Nash,2003,Playoffs,Turnovers,2.4
1603,Earl Boykins,2003,Playoffs,Turnovers,1.2
1604,Rodney Rogers,2003,Playoffs,Turnovers,1.55
1605,Joe Smith,2003,Playoffs,Turnovers,1.2
1606,Fred Jones,2003,Playoffs,Turnovers,0.64
1607,Penny Hardaway,2003,Playoffs,Turnovers,2.5
1608,Antawn Jamison,2003,Playoffs,Turnovers,1.0
1609,Michael Finley,2003,Playoffs,Turnovers,1.8
1610,Marcus Camby,2003,Playoffs,Turnovers,1.2
1611,Austin Croshere,2003,Playoffs,Turnovers,0.46
1612,P.J. Brown,2003,Playoffs,Turnovers,1.86
1613,Robert Horry,2003,Playoffs,Turnovers,1.0
1614,Bruce Bowen,2003,Playoffs,Turnovers,0.4
1615,Carmelo Anthony,2003,Playoffs,Turnovers,4.25
1616,Rasho Nesterovic,2003,Playoffs,Turnovers,0.8
1617,Jeff Foster,2003,Playoffs,Turnovers,0.81
1618,George Lynch,2003,Playoffs,Turnovers,1.0
1619,Mike James,2003,Playoffs,Turnovers,0.68
1620,Lindsey Hunter,2003,Playoffs,Turnovers,0.57
1621,Lucious Harris,2003,Playoffs,Turnovers,0.45
1622,Chucky Atkins,2003,Playoffs,Turnovers,2.5
1623,Devin Brown,2003,Playoffs,Turnovers,0.78
1624,Stacey Augmon,2003,Playoffs,Turnovers,1.86
1625,Kurt Thomas,2003,Playoffs,Turnovers,2.5
1626,Damon Jones,2003,Playoffs,Turnovers,1.8
1627,Anthony Peeler,2003,Playoffs,Turnovers,1.27
1628,Malik Allen,2003,Playoffs,Turnovers,0.4
1629,James Posey,2003,Playoffs,Turnovers,1.5
1630,Darrick Martin,2003,Playoffs,Turnovers,0.5
1631,Antoine Walker,2003,Playoffs,Turnovers,1.8
1632,Mo Taylor,2003,Playoffs,Turnovers,1.4
1633,Ervin Johnson,2003,Playoffs,Turnovers,0.33
1634,Mark Blount,2003,Playoffs,Turnovers,2.25
