,Player,Season,Stage,Rebound_type,Rebounds_per_game
974,Ansu Sesay,2001,Playoffs,Offensive Rebounds,0.5
975,Corie Blount,2001,Playoffs,Offensive Rebounds,2.0
976,Kobe Bryant,2002,Regular_Season,Offensive Rebounds,1.29
977,Tracy McGrady,2002,Regular_Season,Offensive Rebounds,1.61
978,Allen Iverson,2002,Regular_Season,Offensive Rebounds,0.83
979,Paul Pierce,2002,Regular_Season,Offensive Rebounds,1.34
980,Dirk Nowitzki,2002,Regular_Season,Offensive Rebounds,1.01
981,Tim Duncan,2002,Regular_Season,Offensive Rebounds,3.2
982,Kevin Garnett,2002,Regular_Season,Offensive Rebounds,2.98
983,Allan Houston,2002,Regular_Season,Offensive Rebounds,0.32
984,Shaquille O'Neal,2002,Regular_Season,Offensive Rebounds,3.87
985,Antawn Jamison,2002,Regular_Season,Offensive Rebounds,2.38
986,Jalen Rose,2002,Regular_Season,Offensive Rebounds,0.83
987,Stephon Marbury,2002,Regular_Season,Offensive Rebounds,0.65
988,Jamal Mashburn,2002,Regular_Season,Offensive Rebounds,0.8
989,Shawn Marion,2002,Regular_Season,Offensive Rebounds,2.46
990,Ray Allen,2002,Regular_Season,Offensive Rebounds,1.24
991,Steve Francis,2002,Regular_Season,Offensive Rebounds,1.96
992,Karl Malone,2002,Regular_Season,Offensive Rebounds,1.4
993,Michael Jordan,2002,Regular_Season,Offensive Rebounds,0.87
994,Gary Payton,2002,Regular_Season,Offensive Rebounds,0.99
995,Ricky Davis,2002,Regular_Season,Offensive Rebounds,1.23
996,Richard Hamilton,2002,Regular_Season,Offensive Rebounds,1.07
997,Shareef Abdur-Rahim,2002,Regular_Season,Offensive Rebounds,2.16
998,Jermaine O'Neal,2002,Regular_Season,Offensive Rebounds,2.62
999,Antoine Walker,2002,Regular_Season,Offensive Rebounds,1.27
1000,Pau Gasol,2002,Regular_Season,Offensive Rebounds,2.34
1001,Chris Webber,2002,Regular_Season,Offensive Rebounds,2.39
1002,Sam Cassell,2002,Regular_Season,Offensive Rebounds,0.73
1003,Jerry Stackhouse,2002,Regular_Season,Offensive Rebounds,0.87
1004,Gilbert Arenas,2002,Regular_Season,Offensive Rebounds,1.18
1005,Jason Kidd,2002,Regular_Season,Offensive Rebounds,1.38
1006,Steve Nash,2002,Regular_Season,Offensive Rebounds,0.77
1007,Glenn Robinson,2002,Regular_Season,Offensive Rebounds,1.25
1008,Juwan Howard,2002,Regular_Season,Offensive Rebounds,2.35
1009,Rashard Lewis,2002,Regular_Season,Offensive Rebounds,1.97
1010,Jason Terry,2002,Regular_Season,Offensive Rebounds,0.46
1011,Zydrunas Ilgauskas,2002,Regular_Season,Offensive Rebounds,2.96
1012,Peja Stojakovic,2002,Regular_Season,Offensive Rebounds,0.85
1013,Matt Harpring,2002,Regular_Season,Offensive Rebounds,2.44
1014,Rasheed Wallace,2002,Regular_Season,Offensive Rebounds,1.53
1015,Michael Finley,2002,Regular_Season,Offensive Rebounds,1.55
1016,Kenyon Martin,2002,Regular_Season,Offensive Rebounds,2.13
1017,Jason Richardson,2002,Regular_Season,Offensive Rebounds,1.35
1018,Cuttino Mobley,2002,Regular_Season,Offensive Rebounds,0.96
1019,Tony Parker,2002,Regular_Season,Offensive Rebounds,0.4
1020,Richard Jefferson,2002,Regular_Season,Offensive Rebounds,1.88
1021,Michael Redd,2002,Regular_Season,Offensive Rebounds,1.2
1022,David Wesley,2002,Regular_Season,Offensive Rebounds,0.52
1023,Latrell Sprewell,2002,Regular_Season,Offensive Rebounds,0.61
1024,Caron Butler,2002,Regular_Season,Offensive Rebounds,1.73
1025,Chauncey Billups,2002,Regular_Season,Offensive Rebounds,0.51
1026,Keith Van Horn,2002,Regular_Season,Offensive Rebounds,2.15
1027,Morris Peterson,2002,Regular_Season,Offensive Rebounds,1.18
1028,Desmond Mason,2002,Regular_Season,Offensive Rebounds,1.92
1029,Bonzi Wells,2002,Regular_Season,Offensive Rebounds,1.31
1030,Kurt Thomas,2002,Regular_Season,Offensive Rebounds,1.98
1031,Troy Hudson,2002,Regular_Season,Offensive Rebounds,0.53
1032,Amar'e Stoudemire,2002,Regular_Season,Offensive Rebounds,3.05
1033,Yao Ming,2002,Regular_Season,Offensive Rebounds,2.39
1034,Andre Miller,2002,Regular_Season,Offensive Rebounds,1.05
1035,Metta World Peace,2002,Regular_Season,Offensive Rebounds,1.46
1036,Tim Thomas,2002,Regular_Season,Offensive Rebounds,1.21
1037,Derek Anderson,2002,Regular_Season,Offensive Rebounds,0.7
1038,Eric Snow,2002,Regular_Season,Offensive Rebounds,0.87
1039,Donyell Marshall,2002,Regular_Season,Offensive Rebounds,3.0
1040,Alvin Williams,2002,Regular_Season,Offensive Rebounds,0.71
1041,Al Harrington,2002,Regular_Season,Offensive Rebounds,1.94
1042,Cliff Robinson,2002,Regular_Season,Offensive Rebounds,1.0
1043,Corliss Williamson,2002,Regular_Season,Offensive Rebounds,1.79
1044,Andrei Kirilenko,2002,Regular_Season,Offensive Rebounds,1.84
1045,Brad Miller,2002,Regular_Season,Offensive Rebounds,2.53
1046,Stephen Jackson,2002,Regular_Season,Offensive Rebounds,0.82
1047,Gordan Giricek,2002,Regular_Season,Offensive Rebounds,0.47
1048,Troy Murphy,2002,Regular_Season,Offensive Rebounds,2.89
1049,Jason Williams,2002,Regular_Season,Offensive Rebounds,0.33
1050,Nick Van Exel,2002,Regular_Season,Offensive Rebounds,0.48
1051,Bobby Jackson,2002,Regular_Season,Offensive Rebounds,0.97
1052,James Posey,2002,Regular_Season,Offensive Rebounds,1.08
1053,John Stockton,2002,Regular_Season,Offensive Rebounds,0.62
1054,Reggie Miller,2002,Regular_Season,Offensive Rebounds,0.3
1055,Drew Gooden,2002,Regular_Season,Offensive Rebounds,2.33
1056,Pat Garrity,2002,Regular_Season,Offensive Rebounds,0.89
1057,Derek Fisher,2002,Regular_Season,Offensive Rebounds,0.49
1058,Rasho Nesterovic,2002,Regular_Season,Offensive Rebounds,1.9
1059,Jamal Crawford,2002,Regular_Season,Offensive Rebounds,0.26
1060,Eddy Curry,2002,Regular_Season,Offensive Rebounds,1.43
1061,Kerry Kittles,2002,Regular_Season,Offensive Rebounds,0.8
1062,Brian Grant,2002,Regular_Season,Offensive Rebounds,2.94
1063,Jamaal Magloire,2002,Regular_Season,Offensive Rebounds,3.17
1064,Maybyner Nene,2002,Regular_Season,Offensive Rebounds,2.6
1065,P.J. Brown,2002,Regular_Season,Offensive Rebounds,3.12
1066,Malik Rose,2002,Regular_Season,Offensive Rebounds,1.87
1067,Carlos Boozer,2002,Regular_Season,Offensive Rebounds,2.49
1068,Joe Johnson,2002,Regular_Season,Offensive Rebounds,0.7
1069,Lorenzen Wright,2002,Regular_Season,Offensive Rebounds,2.43
1070,Vlade Divac,2002,Regular_Season,Offensive Rebounds,1.96
1071,Lucious Harris,2002,Regular_Season,Offensive Rebounds,0.82
1072,Jumaine Jones,2002,Regular_Season,Offensive Rebounds,1.32
1073,Brent Barry,2002,Regular_Season,Offensive Rebounds,0.64
1074,Peja Drobnjak,2002,Regular_Season,Offensive Rebounds,1.35
1075,Darrell Armstrong,2002,Regular_Season,Offensive Rebounds,1.11
1076,Malik Allen,2002,Regular_Season,Offensive Rebounds,1.68
1077,Shane Battier,2002,Regular_Season,Offensive Rebounds,1.64
1078,Doug Christie,2002,Regular_Season,Offensive Rebounds,0.76
1079,Eric Williams,2002,Regular_Season,Offensive Rebounds,1.74
1080,Howard Eisley,2002,Regular_Season,Offensive Rebounds,0.29
1081,Dion Glover,2002,Regular_Season,Offensive Rebounds,0.82
1082,Vladimir Radmanovic,2002,Regular_Season,Offensive Rebounds,1.06
1083,Aaron McKie,2002,Regular_Season,Offensive Rebounds,0.76
1084,Jay Williams,2002,Regular_Season,Offensive Rebounds,0.36
1085,Kendall Gill,2002,Regular_Season,Offensive Rebounds,0.62
1086,Theo Ratliff,2002,Regular_Season,Offensive Rebounds,1.9
1087,Calbert Cheaney,2002,Regular_Season,Offensive Rebounds,0.9
1088,Jerome Williams,2002,Regular_Season,Offensive Rebounds,3.25
1089,Tyson Chandler,2002,Regular_Season,Offensive Rebounds,2.25
1090,Shandon Anderson,2002,Regular_Season,Offensive Rebounds,0.78
1091,Rick Fox,2002,Regular_Season,Offensive Rebounds,0.84
1092,Erick Dampier,2002,Regular_Season,Offensive Rebounds,3.02
1093,Kenny Thomas,2002,Regular_Season,Offensive Rebounds,2.8
1094,Eddie Griffin,2002,Regular_Season,Offensive Rebounds,1.79
1095,Tony Delk,2002,Regular_Season,Offensive Rebounds,0.61
1096,Zach Randolph,2002,Regular_Season,Offensive Rebounds,1.81
1097,Rodney White,2002,Regular_Season,Offensive Rebounds,0.6
1098,Ruben Patterson,2002,Regular_Season,Offensive Rebounds,1.54
1099,Tyronn Lue,2002,Regular_Season,Offensive Rebounds,0.29
1100,Raef LaFrentz,2002,Regular_Season,Offensive Rebounds,1.81
1101,Christian Laettner,2002,Regular_Season,Offensive Rebounds,1.5
1102,Anthony Peeler,2002,Regular_Season,Offensive Rebounds,0.49
1103,Shammond Williams,2002,Regular_Season,Offensive Rebounds,0.31
1104,Donnell Harvey,2002,Regular_Season,Offensive Rebounds,1.62
1105,Mike James,2002,Regular_Season,Offensive Rebounds,0.33
1106,Travis Best,2002,Regular_Season,Offensive Rebounds,0.36
1107,Derrick Coleman,2002,Regular_Season,Offensive Rebounds,2.36
1108,Kwame Brown,2002,Regular_Season,Offensive Rebounds,1.6
1109,Bruce Bowen,2002,Regular_Season,Offensive Rebounds,0.72
1110,Dale Davis,2002,Regular_Season,Offensive Rebounds,2.99
1111,Othella Harrington,2002,Regular_Season,Offensive Rebounds,2.23
1112,Jamaal Tinsley,2002,Regular_Season,Offensive Rebounds,0.79
1113,Ira Newble,2002,Regular_Season,Offensive Rebounds,1.18
1114,Ron Mercer,2002,Regular_Season,Offensive Rebounds,0.44
1115,Jon Barry,2002,Regular_Season,Offensive Rebounds,0.41
1116,David Robinson,2002,Regular_Season,Offensive Rebounds,2.55
1117,Shawn Bradley,2002,Regular_Season,Offensive Rebounds,1.86
1118,Rasual Butler,2002,Regular_Season,Offensive Rebounds,0.4
1119,Shawn Kemp,2002,Regular_Season,Offensive Rebounds,1.86
1120,Keon Clark,2002,Regular_Season,Offensive Rebounds,1.72
1121,Kevin Ollie,2002,Regular_Season,Offensive Rebounds,0.3
1122,J.R. Bremer,2002,Regular_Season,Offensive Rebounds,0.28
1123,Manu Ginobili,2002,Regular_Season,Offensive Rebounds,0.68
1124,Courtney Alexander,2002,Regular_Season,Offensive Rebounds,0.59
1125,Robert Horry,2002,Regular_Season,Offensive Rebounds,2.26
1126,Clarence Weatherspoon,2002,Regular_Season,Offensive Rebounds,2.71
1127,Ben Wallace,2002,Regular_Season,Offensive Rebounds,4.01
1128,Brendan Haywood,2002,Regular_Season,Offensive Rebounds,2.37
1129,Aaron Williams,2002,Regular_Season,Offensive Rebounds,1.69
1130,Walter McCarty,2002,Regular_Season,Offensive Rebounds,0.78
1131,Mehmet Okur,2002,Regular_Season,Offensive Rebounds,1.62
1132,Devean George,2002,Regular_Season,Offensive Rebounds,1.28
1133,Tony Battie,2002,Regular_Season,Offensive Rebounds,2.21
1134,Jim Jackson,2002,Regular_Season,Offensive Rebounds,1.33
1135,Mike Batiste,2002,Regular_Season,Offensive Rebounds,1.09
1136,Rodney Rogers,2002,Regular_Season,Offensive Rebounds,0.9
1137,Arvydas Sabonis,2002,Regular_Season,Offensive Rebounds,1.13
1138,Gary Trent,2002,Regular_Season,Offensive Rebounds,1.32
1139,Jacque Vaughn,2002,Regular_Season,Offensive Rebounds,0.32
1140,Anthony Mason,2002,Regular_Season,Offensive Rebounds,1.38
1141,Scott Padgett,2002,Regular_Season,Offensive Rebounds,1.01
1142,Mike Dunleavy,2002,Regular_Season,Offensive Rebounds,0.8
1143,Chucky Atkins,2002,Regular_Season,Offensive Rebounds,0.32
1144,Brian Skinner,2002,Regular_Season,Offensive Rebounds,1.77
1145,Jason Collins,2002,Regular_Season,Offensive Rebounds,1.68
1146,Erick Strickland,2002,Regular_Season,Offensive Rebounds,0.32
1147,Greg Buckner,2002,Regular_Season,Offensive Rebounds,0.96
1148,Hedo Turkoglu,2002,Regular_Season,Offensive Rebounds,0.52
1149,Vladimir Stepania,2002,Regular_Season,Offensive Rebounds,2.67
1150,Adonal Foyle,2002,Regular_Season,Offensive Rebounds,2.15
1151,Greg Ostertag,2002,Regular_Season,Offensive Rebounds,2.22
1152,Earl Watson,2002,Regular_Season,Offensive Rebounds,0.58
1153,Jeff McInnis,2002,Regular_Season,Offensive Rebounds,0.29
1154,Marc Jackson,2002,Regular_Season,Offensive Rebounds,1.12
1155,Junior Harrington,2002,Regular_Season,Offensive Rebounds,0.54
1156,Mark Blount,2002,Regular_Season,Offensive Rebounds,1.37
1157,Milt Palacio,2002,Regular_Season,Offensive Rebounds,0.6
1158,Alan Henderson,2002,Regular_Season,Offensive Rebounds,1.9
1159,Mark Jackson,2002,Regular_Season,Offensive Rebounds,0.41
1160,Bo Outlaw,2002,Regular_Season,Offensive Rebounds,1.68
1161,Casey Jacobsen,2002,Regular_Season,Offensive Rebounds,0.4
1162,Andrew DeClercq,2002,Regular_Season,Offensive Rebounds,1.84
1163,George Lynch,2002,Regular_Season,Offensive Rebounds,1.72
1164,Walt Williams,2002,Regular_Season,Offensive Rebounds,0.8
1165,Moochie Norris,2002,Regular_Season,Offensive Rebounds,0.45
1166,Trenton Hassell,2002,Regular_Season,Offensive Rebounds,0.45
1167,Kelvin Cato,2002,Regular_Season,Offensive Rebounds,1.81
1168,Michael Doleac,2002,Regular_Season,Offensive Rebounds,0.87
1169,Adrian Griffin,2002,Regular_Season,Offensive Rebounds,1.19
1170,Bryon Russell,2002,Regular_Season,Offensive Rebounds,0.61
1171,Nikoloz Tskitishvili,2002,Regular_Season,Offensive Rebounds,0.79
1172,Steve Kerr,2002,Regular_Season,Offensive Rebounds,0.16
1173,Sean Rooks,2002,Regular_Season,Offensive Rebounds,0.76
1174,Kevin Willis,2002,Regular_Season,Offensive Rebounds,1.17
1175,Samaki Walker,2002,Regular_Season,Offensive Rebounds,1.72
1176,Scott Williams,2002,Regular_Season,Offensive Rebounds,1.04
1177,Anthony Johnson,2002,Regular_Season,Offensive Rebounds,0.2
1178,Robert Traylor,2002,Regular_Season,Offensive Rebounds,1.57
1179,Antonio Daniels,2002,Regular_Season,Offensive Rebounds,0.16
1180,Brian Shaw,2002,Regular_Season,Offensive Rebounds,0.28
1181,Jake Voskuhl,2002,Regular_Season,Offensive Rebounds,1.49
1182,Michael Curry,2002,Regular_Season,Offensive Rebounds,0.21
1183,Raja Bell,2002,Regular_Season,Offensive Rebounds,0.63
1184,Kareem Rush,2002,Regular_Season,Offensive Rebounds,0.34
1185,Stacey Augmon,2002,Regular_Season,Offensive Rebounds,0.37
1186,Jeryl Sasser,2002,Regular_Season,Offensive Rebounds,0.85
1187,Darvin Ham,2002,Regular_Season,Offensive Rebounds,0.97
1188,Jeff Foster,2002,Regular_Season,Offensive Rebounds,1.53
1189,Ervin Johnson,2002,Regular_Season,Offensive Rebounds,1.7
1190,John Salmons,2002,Regular_Season,Offensive Rebounds,0.25
1191,DeSagana Diop,2002,Regular_Season,Offensive Rebounds,0.79
1192,Danny Ferry,2002,Regular_Season,Offensive Rebounds,0.31
1193,Tim Duncan,2002,Playoffs,Offensive Rebounds,4.0
1194,Dirk Nowitzki,2002,Playoffs,Offensive Rebounds,0.88
1195,Jason Kidd,2002,Playoffs,Offensive Rebounds,1.8
1196,Nick Van Exel,2002,Playoffs,Offensive Rebounds,0.9
1197,Kobe Bryant,2002,Playoffs,Offensive Rebounds,1.33
1198,Richard Hamilton,2002,Playoffs,Offensive Rebounds,1.06
1199,Allen Iverson,2002,Playoffs,Offensive Rebounds,0.92
1200,Kenyon Martin,2002,Playoffs,Offensive Rebounds,2.5
1201,Michael Finley,2002,Playoffs,Offensive Rebounds,1.25
1202,Tony Parker,2002,Playoffs,Offensive Rebounds,0.33
1203,Shaquille O'Neal,2002,Playoffs,Offensive Rebounds,5.25
1204,Steve Nash,2002,Playoffs,Offensive Rebounds,0.75
1205,Stephen Jackson,2002,Playoffs,Offensive Rebounds,0.79
1206,Richard Jefferson,2002,Playoffs,Offensive Rebounds,1.45
1207,Peja Stojakovic,2002,Playoffs,Offensive Rebounds,1.42
1208,Paul Pierce,2002,Playoffs,Offensive Rebounds,1.1
1209,Chauncey Billups,2002,Playoffs,Offensive Rebounds,0.29
1210,Manu Ginobili,2002,Playoffs,Offensive Rebounds,1.21
1211,Malik Rose,2002,Playoffs,Offensive Rebounds,2.04
1212,Tracy McGrady,2002,Playoffs,Offensive Rebounds,1.43
1213,Kerry Kittles,2002,Playoffs,Offensive Rebounds,0.95
1214,David Robinson,2002,Playoffs,Offensive Rebounds,1.96
1215,Antoine Walker,2002,Playoffs,Offensive Rebounds,2.0
1216,Bobby Jackson,2002,Playoffs,Offensive Rebounds,0.92
1217,Bruce Bowen,2002,Playoffs,Offensive Rebounds,0.58
1218,Chris Webber,2002,Playoffs,Offensive Rebounds,2.57
1219,Derrick Coleman,2002,Playoffs,Offensive Rebounds,2.42
1220,Kevin Garnett,2002,Playoffs,Offensive Rebounds,1.83
1221,Raef LaFrentz,2002,Playoffs,Offensive Rebounds,1.8
1222,Tony Delk,2002,Playoffs,Offensive Rebounds,0.5
1223,Cliff Robinson,2002,Playoffs,Offensive Rebounds,0.82
1224,Lucious Harris,2002,Playoffs,Offensive Rebounds,0.95
1225,Derek Fisher,2002,Playoffs,Offensive Rebounds,0.42
1226,Mike Bibby,2002,Playoffs,Offensive Rebounds,0.67
1227,Ben Wallace,2002,Playoffs,Offensive Rebounds,5.06
1228,Tayshaun Prince,2002,Playoffs,Offensive Rebounds,0.73
1229,Troy Hudson,2002,Playoffs,Offensive Rebounds,0.17
1230,Eric Snow,2002,Playoffs,Offensive Rebounds,0.75
1231,Jermaine O'Neal,2002,Playoffs,Offensive Rebounds,4.0
1232,Vlade Divac,2002,Playoffs,Offensive Rebounds,2.5
1233,Jim Jackson,2002,Playoffs,Offensive Rebounds,1.33
1234,Rodney Rogers,2002,Playoffs,Offensive Rebounds,1.1
1235,Bonzi Wells,2002,Playoffs,Offensive Rebounds,2.0
1236,Stephon Marbury,2002,Playoffs,Offensive Rebounds,1.0
1237,Kenny Thomas,2002,Playoffs,Offensive Rebounds,3.5
1238,Speedy Claxton,2002,Playoffs,Offensive Rebounds,0.29
1239,Keith Van Horn,2002,Playoffs,Offensive Rebounds,2.0
1240,Aaron Williams,2002,Playoffs,Offensive Rebounds,1.74
1241,Rasheed Wallace,2002,Playoffs,Offensive Rebounds,1.43
1242,Jason Collins,2002,Playoffs,Offensive Rebounds,2.55
1243,Corliss Williamson,2002,Playoffs,Offensive Rebounds,0.87
1244,Eduardo Najera,2002,Playoffs,Offensive Rebounds,1.89
1245,Metta World Peace,2002,Playoffs,Offensive Rebounds,1.83
1246,Shawn Marion,2002,Playoffs,Offensive Rebounds,3.5
1247,Gary Payton,2002,Playoffs,Offensive Rebounds,0.67
1248,Doug Christie,2002,Playoffs,Offensive Rebounds,1.25
1249,Damon Stoudamire,2002,Playoffs,Offensive Rebounds,1.0
1250,Tim Thomas,2002,Playoffs,Offensive Rebounds,1.33
1251,Chucky Atkins,2002,Playoffs,Offensive Rebounds,0.12
1252,Sam Cassell,2002,Playoffs,Offensive Rebounds,0.5
1253,Baron Davis,2002,Playoffs,Offensive Rebounds,0.8
1254,Walter McCarty,2002,Playoffs,Offensive Rebounds,1.0
1255,Jamal Mashburn,2002,Playoffs,Offensive Rebounds,0.0
1256,Drew Gooden,2002,Playoffs,Offensive Rebounds,4.0
1257,Karl Malone,2002,Playoffs,Offensive Rebounds,1.4
1258,Zach Randolph,2002,Playoffs,Offensive Rebounds,3.14
1259,Raja Bell,2002,Playoffs,Offensive Rebounds,0.76
1260,Eric Williams,2002,Playoffs,Offensive Rebounds,1.2
1261,Mehmet Okur,2002,Playoffs,Offensive Rebounds,1.41
1262,Aaron McKie,2002,Playoffs,Offensive Rebounds,0.42
1263,Toni Kukoc,2002,Playoffs,Offensive Rebounds,1.0
1264,Devean George,2002,Playoffs,Offensive Rebounds,1.0
1265,Wally Szczerbiak,2002,Playoffs,Offensive Rebounds,1.0
1266,Amar'e Stoudemire,2002,Playoffs,Offensive Rebounds,2.67
1267,Walt Williams,2002,Playoffs,Offensive Rebounds,0.8
1268,David Wesley,2002,Playoffs,Offensive Rebounds,0.17
1269,Desmond Mason,2002,Playoffs,Offensive Rebounds,1.0
1270,Penny Hardaway,2002,Playoffs,Offensive Rebounds,1.5
1271,Matt Harpring,2002,Playoffs,Offensive Rebounds,1.8
1272,Jon Barry,2002,Playoffs,Offensive Rebounds,0.36
1273,Ruben Patterson,2002,Playoffs,Offensive Rebounds,2.0
1274,Jamaal Magloire,2002,Playoffs,Offensive Rebounds,2.83
1275,Robert Horry,2002,Playoffs,Offensive Rebounds,1.92
1276,Tony Battie,2002,Playoffs,Offensive Rebounds,1.3
1277,Darrell Armstrong,2002,Playoffs,Offensive Rebounds,1.0
1278,Gordan Giricek,2002,Playoffs,Offensive Rebounds,0.57
1279,P.J. Brown,2002,Playoffs,Offensive Rebounds,3.33
1280,Arvydas Sabonis,2002,Playoffs,Offensive Rebounds,1.0
1281,Andrei Kirilenko,2002,Playoffs,Offensive Rebounds,1.6
1282,Michael Redd,2002,Playoffs,Offensive Rebounds,1.5
1283,John Stockton,2002,Playoffs,Offensive Rebounds,1.0
1284,Keon Clark,2002,Playoffs,Offensive Rebounds,1.17
1285,Reggie Miller,2002,Playoffs,Offensive Rebounds,0.17
1286,Hedo Turkoglu,2002,Playoffs,Offensive Rebounds,0.5
1287,Brad Miller,2002,Playoffs,Offensive Rebounds,1.67
1288,Jamaal Tinsley,2002,Playoffs,Offensive Rebounds,1.0
1289,Marc Jackson,2002,Playoffs,Offensive Rebounds,1.67
1290,Shawn Bradley,2002,Playoffs,Offensive Rebounds,1.35
1291,J.R. Bremer,2002,Playoffs,Offensive Rebounds,0.0
1292,Greg Ostertag,2002,Playoffs,Offensive Rebounds,3.8
1293,Kevin Willis,2002,Playoffs,Offensive Rebounds,1.06
1294,Dale Davis,2002,Playoffs,Offensive Rebounds,3.33
1295,George Lynch,2002,Playoffs,Offensive Rebounds,1.67
1296,Anthony Johnson,2002,Playoffs,Offensive Rebounds,0.18
1297,Rasho Nesterovic,2002,Playoffs,Offensive Rebounds,1.5
1298,Michael Curry,2002,Playoffs,Offensive Rebounds,0.2
1299,Ron Mercer,2002,Playoffs,Offensive Rebounds,0.33
1300,Brian Shaw,2002,Playoffs,Offensive Rebounds,0.08
1301,Adrian Griffin,2002,Playoffs,Offensive Rebounds,1.13
1302,Jake Voskuhl,2002,Playoffs,Offensive Rebounds,1.5
1303,Mark Jackson,2002,Playoffs,Offensive Rebounds,0.4
1304,Jacque Vaughn,2002,Playoffs,Offensive Rebounds,0.14
1305,Slava Medvedenko,2002,Playoffs,Offensive Rebounds,0.44
1306,Mark Madsen,2002,Playoffs,Offensive Rebounds,1.17
1307,Joe Johnson,2002,Playoffs,Offensive Rebounds,1.0
1308,Mark Blount,2002,Playoffs,Offensive Rebounds,1.2
1309,Kendall Gill,2002,Playoffs,Offensive Rebounds,1.0
1310,Kareem Rush,2002,Playoffs,Offensive Rebounds,0.22
1311,Anthony Peeler,2002,Playoffs,Offensive Rebounds,0.83
1312,Rod Strickland,2002,Playoffs,Offensive Rebounds,0.0
1313,Tyrone Hill,2002,Playoffs,Offensive Rebounds,1.2
1314,Andrew DeClercq,2002,Playoffs,Offensive Rebounds,1.14
1315,Pat Garrity,2002,Playoffs,Offensive Rebounds,0.57
1316,Greg Buckner,2002,Playoffs,Offensive Rebounds,0.3
1317,Tariq Abdul-Wahad,2002,Playoffs,Offensive Rebounds,1.38
1318,Tony Massenburg,2002,Playoffs,Offensive Rebounds,1.4
1319,Scot Pollard,2002,Playoffs,Offensive Rebounds,2.12
1320,Rick Fox,2002,Playoffs,Offensive Rebounds,0.5
1321,Scott Williams,2002,Playoffs,Offensive Rebounds,1.0
1322,Jerome Moiso,2002,Playoffs,Offensive Rebounds,2.0
1323,Scottie Pippen,2002,Playoffs,Offensive Rebounds,0.5
1324,Jannero Pargo,2002,Playoffs,Offensive Rebounds,0.27
1325,Anthony Mason,2002,Playoffs,Offensive Rebounds,0.67
1326,Antonio Daniels,2002,Playoffs,Offensive Rebounds,0.5
1327,Chris Whitney,2002,Playoffs,Offensive Rebounds,0.43
1328,Calbert Cheaney,2002,Playoffs,Offensive Rebounds,0.6
1329,Robert Traylor,2002,Playoffs,Offensive Rebounds,1.83
1330,Jeff McInnis,2002,Playoffs,Offensive Rebounds,0.71
1331,Shawn Kemp,2002,Playoffs,Offensive Rebounds,0.14
1332,Danny Ferry,2002,Playoffs,Offensive Rebounds,0.19
1333,Monty Williams,2002,Playoffs,Offensive Rebounds,0.7
1334,Dikembe Mutombo,2002,Playoffs,Offensive Rebounds,0.8
1335,Al Harrington,2002,Playoffs,Offensive Rebounds,1.17
1336,Stacey Augmon,2002,Playoffs,Offensive Rebounds,0.25
1337,Steve Smith,2002,Playoffs,Offensive Rebounds,0.11
1338,Ervin Johnson,2002,Playoffs,Offensive Rebounds,1.0
1339,Bo Outlaw,2002,Playoffs,Offensive Rebounds,1.0
1340,Kevin Garnett,2003,Regular_Season,Offensive Rebounds,2.99
1341,Peja Stojakovic,2003,Regular_Season,Offensive Rebounds,1.12
1342,Tracy McGrady,2003,Regular_Season,Offensive Rebounds,1.42
1343,Paul Pierce,2003,Regular_Season,Offensive Rebounds,0.86
1344,Michael Redd,2003,Regular_Season,Offensive Rebounds,1.44
1345,Carmelo Anthony,2003,Regular_Season,Offensive Rebounds,2.23
1346,Dirk Nowitzki,2003,Regular_Season,Offensive Rebounds,1.17
1347,LeBron James,2003,Regular_Season,Offensive Rebounds,1.25
1348,Vince Carter,2003,Regular_Season,Offensive Rebounds,1.3
1349,Stephon Marbury,2003,Regular_Season,Offensive Rebounds,0.72
1350,Zach Randolph,2003,Regular_Season,Offensive Rebounds,2.99
1351,Sam Cassell,2003,Regular_Season,Offensive Rebounds,0.54
1352,Jermaine O'Neal,2003,Regular_Season,Offensive Rebounds,2.47
1353,Kobe Bryant,2003,Regular_Season,Offensive Rebounds,1.58
1354,Tim Duncan,2003,Regular_Season,Offensive Rebounds,3.29
1355,Baron Davis,2003,Regular_Season,Offensive Rebounds,0.99
1356,Richard Jefferson,2003,Regular_Season,Offensive Rebounds,1.33
1357,Corey Maggette,2003,Regular_Season,Offensive Rebounds,1.32
1358,Mike Bibby,2003,Regular_Season,Offensive Rebounds,0.82
1359,Shawn Marion,2003,Regular_Season,Offensive Rebounds,2.68
1360,Jason Richardson,2003,Regular_Season,Offensive Rebounds,1.59
1361,Stephen Jackson,2003,Regular_Season,Offensive Rebounds,1.21
1362,Shaquille O'Neal,2003,Regular_Season,Offensive Rebounds,3.67
1363,Yao Ming,2003,Regular_Season,Offensive Rebounds,2.4
1364,Rashard Lewis,2003,Regular_Season,Offensive Rebounds,1.66
1365,Eddie Jones,2003,Regular_Season,Offensive Rebounds,0.47
1366,Shareef Abdur-Rahim,2003,Regular_Season,Offensive Rebounds,2.22
1367,Jamal Crawford,2003,Regular_Season,Offensive Rebounds,0.57
1368,Pau Gasol,2003,Regular_Season,Offensive Rebounds,2.64
1369,Juwan Howard,2003,Regular_Season,Offensive Rebounds,2.11
1370,Latrell Sprewell,2003,Regular_Season,Offensive Rebounds,0.68
1371,Richard Hamilton,2003,Regular_Season,Offensive Rebounds,1.0
