,Player,Season,Stage,Rebound_type,Rebounds_per_game
0,Shaquille O'Neal,1999,Regular_Season,Offensive Rebounds,4.25
1,Vince Carter,1999,Regular_Season,Offensive Rebounds,1.83
2,Karl Malone,1999,Regular_Season,Offensive Rebounds,2.06
3,Allen Iverson,1999,Regular_Season,Offensive Rebounds,1.01
4,Gary Payton,1999,Regular_Season,Offensive Rebounds,1.22
5,Jerry Stackhouse,1999,Regular_Season,Offensive Rebounds,1.44
6,Grant Hill,1999,Regular_Season,Offensive Rebounds,1.31
7,Kevin Garnett,1999,Regular_Season,Offensive Rebounds,2.75
8,Michael Finley,1999,Regular_Season,Offensive Rebounds,1.49
9,Chris Webber,1999,Regular_Season,Offensive Rebounds,2.52
10,Ray Allen,1999,Regular_Season,Offensive Rebounds,1.01
11,Alonzo Mourning,1999,Regular_Season,Offensive Rebounds,2.72
12,Tim Duncan,1999,Regular_Season,Offensive Rebounds,3.54
13,Glenn Robinson,1999,Regular_Season,Offensive Rebounds,1.32
14,Antoine Walker,1999,Regular_Season,Offensive Rebounds,2.43
15,Shareef Abdur-Rahim,1999,Regular_Season,Offensive Rebounds,2.66
16,Stephon Marbury,1999,Regular_Season,Offensive Rebounds,0.82
17,Elton Brand,1999,Regular_Season,Offensive Rebounds,4.3
18,Allan Houston,1999,Regular_Season,Offensive Rebounds,0.46
19,Antonio McDyess,1999,Regular_Season,Offensive Rebounds,2.89
20,Keith Van Horn,1999,Regular_Season,Offensive Rebounds,2.5
21,Latrell Sprewell,1999,Regular_Season,Offensive Rebounds,0.6
22,Sam Cassell,1999,Regular_Season,Offensive Rebounds,0.85
23,Michael Dickerson,1999,Regular_Season,Offensive Rebounds,0.95
24,Kobe Bryant,1999,Regular_Season,Offensive Rebounds,1.64
25,Cliff Robinson,1999,Regular_Season,Offensive Rebounds,1.31
26,Reggie Miller,1999,Regular_Season,Offensive Rebounds,0.62
27,Shawn Kemp,1999,Regular_Season,Offensive Rebounds,2.82
28,Jalen Rose,1999,Regular_Season,Offensive Rebounds,0.52
29,Eddie Jones,1999,Regular_Season,Offensive Rebounds,1.12
30,Dirk Nowitzki,1999,Regular_Season,Offensive Rebounds,1.24
31,David Robinson,1999,Regular_Season,Offensive Rebounds,2.41
32,Paul Pierce,1999,Regular_Season,Offensive Rebounds,1.14
33,Steve Francis,1999,Regular_Season,Offensive Rebounds,1.97
34,Darrell Armstrong,1999,Regular_Season,Offensive Rebounds,0.79
35,Jamal Mashburn,1999,Regular_Season,Offensive Rebounds,0.84
36,Rasheed Wallace,1999,Regular_Season,Offensive Rebounds,1.59
37,Jim Jackson,1999,Regular_Season,Offensive Rebounds,1.28
38,Vin Baker,1999,Regular_Season,Offensive Rebounds,2.87
39,Mitch Richmond,1999,Regular_Season,Offensive Rebounds,0.5
40,Cuttino Mobley,1999,Regular_Season,Offensive Rebounds,0.73
41,Nick Van Exel,1999,Regular_Season,Offensive Rebounds,0.43
42,Glen Rice,1999,Regular_Season,Offensive Rebounds,0.7
43,Lamar Odom,1999,Regular_Season,Offensive Rebounds,2.09
44,Derrick Coleman,1999,Regular_Season,Offensive Rebounds,1.68
45,Larry Hughes,1999,Regular_Season,Offensive Rebounds,1.38
46,Steve Smith,1999,Regular_Season,Offensive Rebounds,1.5
47,Juwan Howard,1999,Regular_Season,Offensive Rebounds,1.61
48,Tracy McGrady,1999,Regular_Season,Offensive Rebounds,2.38
49,Terrell Brandon,1999,Regular_Season,Offensive Rebounds,0.62
50,Mike Bibby,1999,Regular_Season,Offensive Rebounds,0.89
51,Lamond Murray,1999,Regular_Season,Offensive Rebounds,1.72
52,Bryon Russell,1999,Regular_Season,Offensive Rebounds,1.21
53,Kenny Anderson,1999,Regular_Season,Offensive Rebounds,0.67
54,Rodney Rogers,1999,Regular_Season,Offensive Rebounds,1.68
55,David Wesley,1999,Regular_Season,Offensive Rebounds,0.48
56,Alan Henderson,1999,Regular_Season,Offensive Rebounds,3.23
57,Othella Harrington,1999,Regular_Season,Offensive Rebounds,2.39
58,Lindsey Hunter,1999,Regular_Season,Offensive Rebounds,0.43
59,Scottie Pippen,1999,Regular_Season,Offensive Rebounds,1.39
60,Rik Smits,1999,Regular_Season,Offensive Rebounds,1.19
61,Chris Gatling,1999,Regular_Season,Offensive Rebounds,1.81
62,Shandon Anderson,1999,Regular_Season,Offensive Rebounds,1.11
63,Bob Sura,1999,Regular_Season,Offensive Rebounds,0.68
64,Raef LaFrentz,1999,Regular_Season,Offensive Rebounds,2.1
65,Vlade Divac,1999,Regular_Season,Offensive Rebounds,2.12
66,Christian Laettner,1999,Regular_Season,Offensive Rebounds,2.13
67,Jason Williams,1999,Regular_Season,Offensive Rebounds,0.27
68,Kendall Gill,1999,Regular_Season,Offensive Rebounds,1.08
69,John Stockton,1999,Regular_Season,Offensive Rebounds,0.55
70,Elden Campbell,1999,Regular_Season,Offensive Rebounds,2.15
71,Damon Stoudamire,1999,Regular_Season,Offensive Rebounds,0.78
72,Tyrone Nesby,1999,Regular_Season,Offensive Rebounds,1.12
73,Jason Kidd,1999,Regular_Season,Offensive Rebounds,1.43
74,Jeff Hornacek,1999,Regular_Season,Offensive Rebounds,0.64
75,Anthony Mason,1999,Regular_Season,Offensive Rebounds,1.77
76,Brent Barry,1999,Regular_Season,Offensive Rebounds,0.62
77,Tim Thomas,1999,Regular_Season,Offensive Rebounds,1.25
78,Dikembe Mutombo,1999,Regular_Season,Offensive Rebounds,3.71
79,Ruben Patterson,1999,Regular_Season,Offensive Rebounds,2.69
80,Patrick Ewing,1999,Regular_Season,Offensive Rebounds,2.26
81,Malik Sealy,1999,Regular_Season,Offensive Rebounds,1.45
82,Avery Johnson,1999,Regular_Season,Offensive Rebounds,0.4
83,Andre Miller,1999,Regular_Season,Offensive Rebounds,1.04
84,Antonio Davis,1999,Regular_Season,Offensive Rebounds,2.97
85,Doug Christie,1999,Regular_Season,Offensive Rebounds,0.86
86,Peja Stojakovic,1999,Regular_Season,Offensive Rebounds,1.0
87,Metta World Peace,1999,Regular_Season,Offensive Rebounds,0.86
88,Jason Caffey,1999,Regular_Season,Offensive Rebounds,2.66
89,Wally Szczerbiak,1999,Regular_Season,Offensive Rebounds,1.22
90,John Amaechi,1999,Regular_Season,Offensive Rebounds,0.78
91,Austin Croshere,1999,Regular_Season,Offensive Rebounds,1.67
92,Walt Williams,1999,Regular_Season,Offensive Rebounds,0.91
93,Mookie Blaylock,1999,Regular_Season,Offensive Rebounds,0.75
94,Johnny Newman,1999,Regular_Season,Offensive Rebounds,0.48
95,Tyrone Hill,1999,Regular_Season,Offensive Rebounds,3.24
96,Tracy Murray,1999,Regular_Season,Offensive Rebounds,0.79
97,Anthony Peeler,1999,Regular_Season,Offensive Rebounds,0.71
98,George McCloud,1999,Regular_Season,Offensive Rebounds,0.92
99,Corliss Williamson,1999,Regular_Season,Offensive Rebounds,1.61
100,Michael Olowokandi,1999,Regular_Season,Offensive Rebounds,2.42
101,Chucky Atkins,1999,Regular_Season,Offensive Rebounds,0.24
102,Nick Anderson,1999,Regular_Season,Offensive Rebounds,1.15
103,Arvydas Sabonis,1999,Regular_Season,Offensive Rebounds,1.47
104,Joe Smith,1999,Regular_Season,Offensive Rebounds,2.38
105,P.J. Brown,1999,Regular_Season,Offensive Rebounds,2.7
106,Larry Johnson,1999,Regular_Season,Offensive Rebounds,1.24
107,Dale Davis,1999,Regular_Season,Offensive Rebounds,3.46
108,Travis Best,1999,Regular_Season,Offensive Rebounds,0.2
109,Wesley Person,1999,Regular_Season,Offensive Rebounds,0.56
110,Vitaly Potapenko,1999,Regular_Season,Offensive Rebounds,2.3
111,George Lynch,1999,Regular_Season,Offensive Rebounds,2.88
112,Howard Eisley,1999,Regular_Season,Offensive Rebounds,0.28
113,Vonteego Cummings,1999,Regular_Season,Offensive Rebounds,0.76
114,Keon Clark,1999,Regular_Season,Offensive Rebounds,2.0
115,Jerome Williams,1999,Regular_Season,Offensive Rebounds,3.38
116,Pat Garrity,1999,Regular_Season,Offensive Rebounds,0.54
117,Rashard Lewis,1999,Regular_Season,Offensive Rebounds,1.55
118,James Posey,1999,Regular_Season,Offensive Rebounds,1.05
119,Mark Jackson,1999,Regular_Season,Offensive Rebounds,0.78
120,Jason Terry,1999,Regular_Season,Offensive Rebounds,0.3
121,Eric Piatkowski,1999,Regular_Season,Offensive Rebounds,0.99
122,Aaron McKie,1999,Regular_Season,Offensive Rebounds,0.57
123,Eric Snow,1999,Regular_Season,Offensive Rebounds,0.51
124,Monty Williams,1999,Regular_Season,Offensive Rebounds,1.28
125,Shawn Bradley,1999,Regular_Season,Offensive Rebounds,2.08
126,Corey Maggette,1999,Regular_Season,Offensive Rebounds,1.6
127,Bimbo Coles,1999,Regular_Season,Offensive Rebounds,0.38
128,Chris Whitney,1999,Regular_Season,Offensive Rebounds,0.24
129,Kurt Thomas,1999,Regular_Season,Offensive Rebounds,1.8
130,Terry Porter,1999,Regular_Season,Offensive Rebounds,0.35
131,Richard Hamilton,1999,Regular_Season,Offensive Rebounds,0.54
132,Matt Geiger,1999,Regular_Season,Offensive Rebounds,2.37
133,Aaron Williams,1999,Regular_Season,Offensive Rebounds,1.96
134,Horace Grant,1999,Regular_Season,Offensive Rebounds,2.2
135,Kevin Willis,1999,Regular_Season,Offensive Rebounds,2.54
136,Marcus Camby,1999,Regular_Season,Offensive Rebounds,2.95
137,Kenny Thomas,1999,Regular_Season,Offensive Rebounds,2.04
138,Mario Elie,1999,Regular_Season,Offensive Rebounds,0.61
139,Hubert Davis,1999,Regular_Season,Offensive Rebounds,0.22
140,Bonzi Wells,1999,Regular_Season,Offensive Rebounds,1.18
141,Detlef Schrempf,1999,Regular_Season,Offensive Rebounds,1.03
142,Jahidi White,1999,Regular_Season,Offensive Rebounds,2.52
143,Clarence Weatherspoon,1999,Regular_Season,Offensive Rebounds,1.64
144,Michael Doleac,1999,Regular_Season,Offensive Rebounds,1.1
145,Ron Harper,1999,Regular_Season,Offensive Rebounds,1.2
146,Charles Oakley,1999,Regular_Season,Offensive Rebounds,1.46
147,Terry Mills,1999,Regular_Season,Offensive Rebounds,0.61
148,Andrew DeClercq,1999,Regular_Season,Offensive Rebounds,1.9
149,Tony Battie,1999,Regular_Season,Offensive Rebounds,1.85
150,Sam Perkins,1999,Regular_Season,Offensive Rebounds,0.79
151,Rick Fox,1999,Regular_Season,Offensive Rebounds,0.77
152,Charlie Ward,1999,Regular_Season,Offensive Rebounds,0.31
153,Scott Williams,1999,Regular_Season,Offensive Rebounds,2.6
154,Dana Barros,1999,Regular_Season,Offensive Rebounds,0.18
155,Greg Anthony,1999,Regular_Season,Offensive Rebounds,0.21
156,Lucious Harris,1999,Regular_Season,Offensive Rebounds,0.69
157,Jaren Jackson,1999,Regular_Season,Offensive Rebounds,0.42
158,Dell Curry,1999,Regular_Season,Offensive Rebounds,0.16
159,Dan Majerle,1999,Regular_Season,Offensive Rebounds,0.39
160,Michael Curry,1999,Regular_Season,Offensive Rebounds,0.26
161,Anthony Carter,1999,Regular_Season,Offensive Rebounds,0.61
162,Malik Rose,1999,Regular_Season,Offensive Rebounds,1.8
163,Derek Fisher,1999,Regular_Season,Offensive Rebounds,0.28
164,Bo Outlaw,1999,Regular_Season,Offensive Rebounds,2.46
165,Baron Davis,1999,Regular_Season,Offensive Rebounds,0.59
166,Adrian Griffin,1999,Regular_Season,Offensive Rebounds,1.78
167,Lawrence Funderburke,1999,Regular_Season,Offensive Rebounds,1.31
168,Rasho Nesterovic,1999,Regular_Season,Offensive Rebounds,1.65
169,Eddie Robinson,1999,Regular_Season,Offensive Rebounds,0.81
170,Tony Farmer,1999,Regular_Season,Offensive Rebounds,1.59
171,Jamie Feick,1999,Regular_Season,Offensive Rebounds,3.26
172,Brian Grant,1999,Regular_Season,Offensive Rebounds,1.92
173,Luc Longley,1999,Regular_Season,Offensive Rebounds,1.39
174,Scott Burrell,1999,Regular_Season,Offensive Rebounds,0.88
175,Lorenzen Wright,1999,Regular_Season,Offensive Rebounds,1.56
176,Chris Anstey,1999,Regular_Season,Offensive Rebounds,1.23
177,Robert Horry,1999,Regular_Season,Offensive Rebounds,1.75
178,Olden Polynice,1999,Regular_Season,Offensive Rebounds,2.02
179,Sam Mitchell,1999,Regular_Season,Offensive Rebounds,0.42
180,Mark Bryant,1999,Regular_Season,Offensive Rebounds,1.68
181,Adonal Foyle,1999,Regular_Season,Offensive Rebounds,2.29
182,Antonio Daniels,1999,Regular_Season,Offensive Rebounds,0.24
183,Bryce Drew,1999,Regular_Season,Offensive Rebounds,0.32
184,A.C. Green,1999,Regular_Season,Offensive Rebounds,1.95
185,Scot Pollard,1999,Regular_Season,Offensive Rebounds,2.21
186,Muggsy Bogues,1999,Regular_Season,Offensive Rebounds,0.31
187,Darrick Martin,1999,Regular_Season,Offensive Rebounds,0.1
188,Ben Wallace,1999,Regular_Season,Offensive Rebounds,2.6
189,Ervin Johnson,1999,Regular_Season,Offensive Rebounds,2.91
190,Randy Livingston,1999,Regular_Season,Offensive Rebounds,0.32
191,Chris Childs,1999,Regular_Season,Offensive Rebounds,0.24
192,Bobby Jackson,1999,Regular_Season,Offensive Rebounds,0.68
193,Greg Ostertag,1999,Regular_Season,Offensive Rebounds,2.12
194,Samaki Walker,1999,Regular_Season,Offensive Rebounds,1.08
195,Vinny Del Negro,1999,Regular_Season,Offensive Rebounds,0.13
196,Danny Manning,1999,Regular_Season,Offensive Rebounds,0.69
197,John Crotty,1999,Regular_Season,Offensive Rebounds,0.25
198,Jerome Kersey,1999,Regular_Season,Offensive Rebounds,0.81
199,Sean Rooks,1999,Regular_Season,Offensive Rebounds,1.15
200,Brian Shaw,1999,Regular_Season,Offensive Rebounds,0.61
201,Jacque Vaughn,1999,Regular_Season,Offensive Rebounds,0.14
202,Quincy Lewis,1999,Regular_Season,Offensive Rebounds,0.62
203,Jermaine O'Neal,1999,Regular_Season,Offensive Rebounds,1.39
204,Bruce Bowen,1999,Regular_Season,Offensive Rebounds,0.39
205,Michael Ruffin,1999,Regular_Season,Offensive Rebounds,1.65
206,Travis Knight,1999,Regular_Season,Offensive Rebounds,0.73
207,Shaquille O'Neal,1999,Playoffs,Offensive Rebounds,5.17
208,Reggie Miller,1999,Playoffs,Offensive Rebounds,0.41
209,Jalen Rose,1999,Playoffs,Offensive Rebounds,0.43
210,Kobe Bryant,1999,Playoffs,Offensive Rebounds,1.18
211,Latrell Sprewell,1999,Playoffs,Offensive Rebounds,0.75
212,Rasheed Wallace,1999,Playoffs,Offensive Rebounds,1.94
213,Glen Rice,1999,Playoffs,Offensive Rebounds,0.43
214,Allan Houston,1999,Playoffs,Offensive Rebounds,0.19
215,Steve Smith,1999,Playoffs,Offensive Rebounds,0.81
216,Karl Malone,1999,Playoffs,Offensive Rebounds,1.9
217,Allen Iverson,1999,Playoffs,Offensive Rebounds,1.4
218,Rik Smits,1999,Playoffs,Offensive Rebounds,1.09
219,Scottie Pippen,1999,Playoffs,Offensive Rebounds,1.38
220,Austin Croshere,1999,Playoffs,Offensive Rebounds,1.35
221,Alonzo Mourning,1999,Playoffs,Offensive Rebounds,3.1
222,Patrick Ewing,1999,Playoffs,Offensive Rebounds,2.07
223,Travis Best,1999,Playoffs,Offensive Rebounds,0.65
224,Ron Harper,1999,Playoffs,Offensive Rebounds,1.3
225,Dale Davis,1999,Playoffs,Offensive Rebounds,3.61
226,Mark Jackson,1999,Playoffs,Offensive Rebounds,0.52
227,Penny Hardaway,1999,Playoffs,Offensive Rebounds,1.56
228,Arvydas Sabonis,1999,Playoffs,Offensive Rebounds,1.19
229,Larry Johnson,1999,Playoffs,Offensive Rebounds,0.94
230,Robert Horry,1999,Playoffs,Offensive Rebounds,1.65
231,Jamal Mashburn,1999,Playoffs,Offensive Rebounds,1.0
232,Cliff Robinson,1999,Playoffs,Offensive Rebounds,2.0
233,Charlie Ward,1999,Playoffs,Offensive Rebounds,0.69
234,Damon Stoudamire,1999,Playoffs,Offensive Rebounds,0.5
235,Bryon Russell,1999,Playoffs,Offensive Rebounds,0.9
236,Aaron McKie,1999,Playoffs,Offensive Rebounds,0.4
237,Theo Ratliff,1999,Playoffs,Offensive Rebounds,2.8
238,Gary Payton,1999,Playoffs,Offensive Rebounds,1.6
239,Rodney Rogers,1999,Playoffs,Offensive Rebounds,1.78
240,Tyrone Hill,1999,Playoffs,Offensive Rebounds,3.6
241,Chris Webber,1999,Playoffs,Offensive Rebounds,2.8
242,Brian Shaw,1999,Playoffs,Offensive Rebounds,0.32
243,Jeff Hornacek,1999,Playoffs,Offensive Rebounds,0.9
244,John Stockton,1999,Playoffs,Offensive Rebounds,0.7
245,Sam Perkins,1999,Playoffs,Offensive Rebounds,0.74
246,Ray Allen,1999,Playoffs,Offensive Rebounds,2.0
247,Bonzi Wells,1999,Playoffs,Offensive Rebounds,0.86
248,Rick Fox,1999,Playoffs,Offensive Rebounds,0.48
249,Derek Fisher,1999,Playoffs,Offensive Rebounds,0.19
250,David Robinson,1999,Playoffs,Offensive Rebounds,4.25
251,Toni Kukoc,1999,Playoffs,Offensive Rebounds,0.7
252,Dan Majerle,1999,Playoffs,Offensive Rebounds,0.5
253,A.C. Green,1999,Playoffs,Offensive Rebounds,1.87
254,Brian Grant,1999,Playoffs,Offensive Rebounds,2.31
255,Chris Childs,1999,Playoffs,Offensive Rebounds,0.06
256,Detlef Schrempf,1999,Playoffs,Offensive Rebounds,0.67
257,Shawn Marion,1999,Playoffs,Offensive Rebounds,2.33
258,Derrick Coleman,1999,Playoffs,Offensive Rebounds,2.5
259,Sam Cassell,1999,Playoffs,Offensive Rebounds,0.0
260,Terrell Brandon,1999,Playoffs,Offensive Rebounds,1.0
261,Marcus Camby,1999,Playoffs,Offensive Rebounds,2.12
262,Anthony Carter,1999,Playoffs,Offensive Rebounds,0.8
263,Tim Thomas,1999,Playoffs,Offensive Rebounds,1.2
264,Rashard Lewis,1999,Playoffs,Offensive Rebounds,2.4
265,Glenn Robinson,1999,Playoffs,Offensive Rebounds,0.0
266,Kevin Garnett,1999,Playoffs,Offensive Rebounds,3.25
267,P.J. Brown,1999,Playoffs,Offensive Rebounds,2.6
268,Jerry Stackhouse,1999,Playoffs,Offensive Rebounds,0.33
269,Matt Geiger,1999,Playoffs,Offensive Rebounds,2.12
270,Vin Baker,1999,Playoffs,Offensive Rebounds,3.2
271,Kurt Thomas,1999,Playoffs,Offensive Rebounds,1.19
272,Eddie Jones,1999,Playoffs,Offensive Rebounds,1.0
273,Clarence Weatherspoon,1999,Playoffs,Offensive Rebounds,1.8
274,Greg Anthony,1999,Playoffs,Offensive Rebounds,0.13
275,Jason Kidd,1999,Playoffs,Offensive Rebounds,1.33
276,George Lynch,1999,Playoffs,Offensive Rebounds,2.6
277,Olden Polynice,1999,Playoffs,Offensive Rebounds,2.4
278,Vince Carter,1999,Playoffs,Offensive Rebounds,3.0
279,Elden Campbell,1999,Playoffs,Offensive Rebounds,2.25
280,Vlade Divac,1999,Playoffs,Offensive Rebounds,1.8
281,Tony Delk,1999,Playoffs,Offensive Rebounds,2.2
282,Tim Hardaway,1999,Playoffs,Offensive Rebounds,0.14
283,Jason Williams,1999,Playoffs,Offensive Rebounds,0.2
284,Shammond Williams,1999,Playoffs,Offensive Rebounds,0.4
285,Scott Williams,1999,Playoffs,Offensive Rebounds,1.8
286,Howard Eisley,1999,Playoffs,Offensive Rebounds,0.1
287,Anthony Mason,1999,Playoffs,Offensive Rebounds,4.0
288,Tracy McGrady,1999,Playoffs,Offensive Rebounds,3.33
289,Malik Sealy,1999,Playoffs,Offensive Rebounds,1.25
290,Avery Johnson,1999,Playoffs,Offensive Rebounds,0.5
291,Derrick McKey,1999,Playoffs,Offensive Rebounds,1.09
292,Corie Blount,1999,Playoffs,Offensive Rebounds,2.78
293,David Wesley,1999,Playoffs,Offensive Rebounds,0.75
294,Peja Stojakovic,1999,Playoffs,Offensive Rebounds,0.4
295,Brent Barry,1999,Playoffs,Offensive Rebounds,0.6
296,Todd Day,1999,Playoffs,Offensive Rebounds,0.67
297,Ruben Patterson,1999,Playoffs,Offensive Rebounds,1.8
298,Sean Elliott,1999,Playoffs,Offensive Rebounds,0.25
299,Antonio Davis,1999,Playoffs,Offensive Rebounds,2.33
300,Jon Barry,1999,Playoffs,Offensive Rebounds,0.4
301,Kevin Willis,1999,Playoffs,Offensive Rebounds,2.0
302,Luc Longley,1999,Playoffs,Offensive Rebounds,1.33
303,Eric Snow,1999,Playoffs,Offensive Rebounds,0.0
304,Samaki Walker,1999,Playoffs,Offensive Rebounds,3.25
305,Nick Anderson,1999,Playoffs,Offensive Rebounds,0.8
306,Bruce Bowen,1999,Playoffs,Offensive Rebounds,0.1
307,Armen Gilliam,1999,Playoffs,Offensive Rebounds,0.6
308,Corliss Williamson,1999,Playoffs,Offensive Rebounds,0.8
309,Otis Thorpe,1999,Playoffs,Offensive Rebounds,0.6
310,Ervin Johnson,1999,Playoffs,Offensive Rebounds,2.8
311,Chris Mullin,1999,Playoffs,Offensive Rebounds,0.22
312,Greg Ostertag,1999,Playoffs,Offensive Rebounds,2.38
313,Charles Oakley,1999,Playoffs,Offensive Rebounds,0.67
314,Anthony Peeler,1999,Playoffs,Offensive Rebounds,0.5
315,Mario Elie,1999,Playoffs,Offensive Rebounds,1.25
316,Brad Miller,1999,Playoffs,Offensive Rebounds,2.0
317,Antonio Daniels,1999,Playoffs,Offensive Rebounds,0.5
318,Kevin Johnson,1999,Playoffs,Offensive Rebounds,0.0
319,Jacque Vaughn,1999,Playoffs,Offensive Rebounds,0.57
320,Michael Curry,1999,Playoffs,Offensive Rebounds,0.0
321,Vinny Del Negro,1999,Playoffs,Offensive Rebounds,0.0
322,Quincy Lewis,1999,Playoffs,Offensive Rebounds,0.25
323,Darvin Ham,1999,Playoffs,Offensive Rebounds,3.4
324,Rasho Nesterovic,1999,Playoffs,Offensive Rebounds,1.25
325,Terry Mills,1999,Playoffs,Offensive Rebounds,0.0
326,Lindsey Hunter,1999,Playoffs,Offensive Rebounds,0.0
327,Horace Grant,1999,Playoffs,Offensive Rebounds,1.6
328,Wally Szczerbiak,1999,Playoffs,Offensive Rebounds,0.5
329,Sam Mitchell,1999,Playoffs,Offensive Rebounds,0.5
330,Malik Rose,1999,Playoffs,Offensive Rebounds,1.25
331,Kevin Ollie,1999,Playoffs,Offensive Rebounds,0.0
332,Christian Laettner,1999,Playoffs,Offensive Rebounds,0.67
333,Scot Pollard,1999,Playoffs,Offensive Rebounds,1.2
334,Terry Porter,1999,Playoffs,Offensive Rebounds,0.0
335,Joe Smith,1999,Playoffs,Offensive Rebounds,1.75
336,Greg Foster,1999,Playoffs,Offensive Rebounds,0.2
337,John Salley,1999,Playoffs,Offensive Rebounds,0.5
338,Muggsy Bogues,1999,Playoffs,Offensive Rebounds,1.0
339,Jerome Williams,1999,Playoffs,Offensive Rebounds,2.33
340,Randy Livingston,1999,Playoffs,Offensive Rebounds,0.29
341,Doug Christie,1999,Playoffs,Offensive Rebounds,0.33
342,Jerry Stackhouse,2000,Regular_Season,Offensive Rebounds,1.24
343,Allen Iverson,2000,Regular_Season,Offensive Rebounds,0.7
344,Shaquille O'Neal,2000,Regular_Season,Offensive Rebounds,3.93
345,Paul Pierce,2000,Regular_Season,Offensive Rebounds,1.15
346,Vince Carter,2000,Regular_Season,Offensive Rebounds,2.35
347,Tracy McGrady,2000,Regular_Season,Offensive Rebounds,2.49
348,Antawn Jamison,2000,Regular_Season,Offensive Rebounds,3.41
349,Kobe Bryant,2000,Regular_Season,Offensive Rebounds,1.53
350,Chris Webber,2000,Regular_Season,Offensive Rebounds,2.56
351,Antoine Walker,2000,Regular_Season,Offensive Rebounds,1.86
352,Karl Malone,2000,Regular_Season,Offensive Rebounds,1.41
353,Gary Payton,2000,Regular_Season,Offensive Rebounds,0.92
354,Tim Duncan,2000,Regular_Season,Offensive Rebounds,3.16
355,Ray Allen,2000,Regular_Season,Offensive Rebounds,1.23
356,Kevin Garnett,2000,Regular_Season,Offensive Rebounds,2.7
357,Dirk Nowitzki,2000,Regular_Season,Offensive Rebounds,1.45
358,Michael Finley,2000,Regular_Season,Offensive Rebounds,1.33
359,Glenn Robinson,2000,Regular_Season,Offensive Rebounds,1.63
360,Shareef Abdur-Rahim,2000,Regular_Season,Offensive Rebounds,2.16
361,Jason Terry,2000,Regular_Season,Offensive Rebounds,0.51
362,Stephon Marbury,2000,Regular_Season,Offensive Rebounds,0.79
363,Steve Francis,2000,Regular_Season,Offensive Rebounds,2.38
364,Cuttino Mobley,2000,Regular_Season,Offensive Rebounds,1.05
365,Peja Stojakovic,2000,Regular_Season,Offensive Rebounds,1.24
366,Jamal Mashburn,2000,Regular_Season,Offensive Rebounds,1.21
367,Reggie Miller,2000,Regular_Season,Offensive Rebounds,0.47
368,Elton Brand,2000,Regular_Season,Offensive Rebounds,3.85
369,Jalen Rose,2000,Regular_Season,Offensive Rebounds,0.51
370,Rasheed Wallace,2000,Regular_Season,Offensive Rebounds,1.91
371,Juwan Howard,2000,Regular_Season,Offensive Rebounds,2.11
372,Allan Houston,2000,Regular_Season,Offensive Rebounds,0.26
373,Antonio McDyess,2000,Regular_Season,Offensive Rebounds,3.43
374,David Wesley,2000,Regular_Season,Offensive Rebounds,0.78
375,Richard Hamilton,2000,Regular_Season,Offensive Rebounds,0.96
376,Sam Cassell,2000,Regular_Season,Offensive Rebounds,0.61
377,Shawn Marion,2000,Regular_Season,Offensive Rebounds,2.78
378,Latrell Sprewell,2000,Regular_Season,Offensive Rebounds,0.64
379,Cliff Robinson,2000,Regular_Season,Offensive Rebounds,1.28
380,Lamar Odom,2000,Regular_Season,Offensive Rebounds,1.45
381,Mike Bibby,2000,Regular_Season,Offensive Rebounds,0.57
382,Jason Kidd,2000,Regular_Season,Offensive Rebounds,1.18
383,Andre Miller,2000,Regular_Season,Offensive Rebounds,1.15
384,Anthony Mason,2000,Regular_Season,Offensive Rebounds,2.11
385,Derek Anderson,2000,Regular_Season,Offensive Rebounds,0.91
386,Nick Van Exel,2000,Regular_Season,Offensive Rebounds,0.62
387,Terrell Brandon,2000,Regular_Season,Offensive Rebounds,0.77
388,Brian Grant,2000,Regular_Season,Offensive Rebounds,2.65
389,Darrell Armstrong,2000,Regular_Season,Offensive Rebounds,1.25
390,David Robinson,2000,Regular_Season,Offensive Rebounds,2.6
391,Rashard Lewis,2000,Regular_Season,Offensive Rebounds,1.83
392,Tim Hardaway,2000,Regular_Season,Offensive Rebounds,0.34
393,Wally Szczerbiak,2000,Regular_Season,Offensive Rebounds,1.62
394,Michael Dickerson,2000,Regular_Season,Offensive Rebounds,1.0
395,Baron Davis,2000,Regular_Season,Offensive Rebounds,1.57
396,Steve Smith,2000,Regular_Season,Offensive Rebounds,1.07
397,Donyell Marshall,2000,Regular_Season,Offensive Rebounds,2.12
398,Steve Nash,2000,Regular_Season,Offensive Rebounds,0.66
399,Antonio Davis,2000,Regular_Season,Offensive Rebounds,3.51
400,Damon Stoudamire,2000,Regular_Season,Offensive Rebounds,0.84
401,Jeff McInnis,2000,Regular_Season,Offensive Rebounds,0.51
402,Jermaine O'Neal,2000,Regular_Season,Offensive Rebounds,3.07
403,Elden Campbell,2000,Regular_Season,Offensive Rebounds,2.01
404,Raef LaFrentz,2000,Regular_Season,Offensive Rebounds,2.22
405,Tony Delk,2000,Regular_Season,Offensive Rebounds,0.93
406,Rodney Rogers,2000,Regular_Season,Offensive Rebounds,1.15
407,Lamond Murray,2000,Regular_Season,Offensive Rebounds,1.33
408,Doug Christie,2000,Regular_Season,Offensive Rebounds,1.17
409,Ruben Patterson,2000,Regular_Season,Offensive Rebounds,2.41
410,Mike Miller,2000,Regular_Season,Offensive Rebounds,0.8
