,Player,Season,Stage,Points_type,Points_per_game
5328,P.J. Tucker,2014,Regular_Season,Free throws,1.33
5329,Gorgui Dieng,2014,Regular_Season,Free throws,2.62
5330,Boris Diaw,2014,Regular_Season,Free throws,0.89
5331,Bojan Bogdanovic,2014,Regular_Season,Free throws,1.12
5332,Amir Johnson,2014,Regular_Season,Free throws,1.05
5333,Tristan Thompson,2014,Regular_Season,Free throws,1.94
5334,Rudy Gobert,2014,Regular_Season,Free throws,2.07
5335,Devin Harris,2014,Regular_Season,Free throws,1.74
5336,Nicolas Batum,2014,Regular_Season,Free throws,1.18
5337,Ed Davis,2014,Regular_Season,Free throws,1.16
5338,Jason Smith,2014,Regular_Season,Free throws,1.55
5339,Patrick Patterson,2014,Regular_Season,Free throws,0.78
5340,Taj Gibson,2014,Regular_Season,Free throws,2.13
5341,Chris Kaman,2014,Regular_Season,Free throws,0.97
5342,Jae Crowder,2014,Regular_Season,Free throws,1.33
5343,Hollis Thompson,2014,Regular_Season,Free throws,0.89
5344,Derrick Williams,2014,Regular_Season,Free throws,1.81
5345,Rajon Rondo,2014,Regular_Season,Free throws,0.46
5346,Zaza Pachulia,2014,Regular_Season,Free throws,1.73
5347,Beno Udrih,2014,Regular_Season,Free throws,1.1
5348,Andre Iguodala,2014,Regular_Season,Free throws,0.88
5349,Jerryd Bayless,2014,Regular_Season,Free throws,1.57
5350,Mike Dunleavy,2014,Regular_Season,Free throws,1.11
5351,Henry Sims,2014,Regular_Season,Free throws,1.45
5352,J.J. Barea,2014,Regular_Season,Free throws,0.99
5353,Rasual Butler,2014,Regular_Season,Free throws,0.71
5354,Marvin Williams,2014,Regular_Season,Free throws,0.79
5355,Norris Cole,2014,Regular_Season,Free throws,0.77
5356,Trevor Booker,2014,Regular_Season,Free throws,1.09
5357,Omer Asik,2014,Regular_Season,Free throws,1.72
5358,James Johnson,2014,Regular_Season,Free throws,0.96
5359,J.J. Hickson,2014,Regular_Season,Free throws,1.59
5360,Channing Frye,2014,Regular_Season,Free throws,0.41
5361,Alan Anderson,2014,Regular_Season,Free throws,1.11
5362,Brandan Wright,2014,Regular_Season,Free throws,1.04
5363,Jason Terry,2014,Regular_Season,Free throws,0.51
5364,Tony Allen,2014,Regular_Season,Free throws,1.25
5365,Quincy Pondexter,2014,Regular_Season,Free throws,0.95
5366,Steven Adams,2014,Regular_Season,Free throws,1.47
5367,Cory Joseph,2014,Regular_Season,Free throws,1.33
5368,Austin Rivers,2014,Regular_Season,Free throws,1.12
5369,Mike Scott,2014,Regular_Season,Free throws,0.9
5370,Marcus Smart,2014,Regular_Season,Free throws,1.22
5371,Kevin Seraphin,2014,Regular_Season,Free throws,0.73
5372,Jared Dudley,2014,Regular_Season,Free throws,0.67
5373,Carl Landry,2014,Regular_Season,Free throws,1.76
5374,Iman Shumpert,2014,Regular_Season,Free throws,0.69
5375,Jason Thompson,2014,Regular_Season,Free throws,1.1
5376,Joakim Noah,2014,Regular_Season,Free throws,1.57
5377,Anthony Tolliver,2014,Regular_Season,Free throws,0.71
5378,Brian Roberts,2014,Regular_Season,Free throws,0.92
5379,Kyle Singler,2014,Regular_Season,Free throws,0.5
5380,John Henson,2014,Regular_Season,Free throws,1.16
5381,Shane Larkin,2014,Regular_Season,Free throws,0.8
5382,Leandro Barbosa,2014,Regular_Season,Free throws,0.88
5383,Shaun Livingston,2014,Regular_Season,Free throws,0.83
5384,Aron Baynes,2014,Regular_Season,Free throws,1.29
5385,Caron Butler,2014,Regular_Season,Free throws,0.71
5386,Jonas Jerebko,2014,Regular_Season,Free throws,0.75
5387,Otto Porter,2014,Regular_Season,Free throws,0.78
5388,Alexis Ajinca,2014,Regular_Season,Free throws,1.19
5389,Tony Snell,2014,Regular_Season,Free throws,0.61
5390,Richard Jefferson,2014,Regular_Season,Free throws,1.05
5391,Spencer Hawes,2014,Regular_Season,Free throws,0.6
5392,Andrew Bogut,2014,Regular_Season,Free throws,0.33
5393,Kosta Koufos,2014,Regular_Season,Free throws,0.68
5394,Al-Farouq Aminu,2014,Regular_Season,Free throws,1.14
5395,Ramon Sessions,2014,Regular_Season,Free throws,2.08
5396,Joe Ingles,2014,Regular_Season,Free throws,0.38
5397,Dante Exum,2014,Regular_Season,Free throws,0.24
5398,Kent Bazemore,2014,Regular_Season,Free throws,0.8
5399,JaKarr Sampson,2014,Regular_Season,Free throws,0.85
5400,Vince Carter,2014,Regular_Season,Free throws,0.68
5401,Kirk Hinrich,2014,Regular_Season,Free throws,0.53
5402,Pero Antic,2014,Regular_Season,Free throws,1.4
5403,Andre Miller,2014,Regular_Season,Free throws,0.72
5404,Steve Blake,2014,Regular_Season,Free throws,0.36
5405,Dante Cunningham,2014,Regular_Season,Free throws,0.44
5406,Matt Dellavedova,2014,Regular_Season,Free throws,0.43
5407,Nik Stauskas,2014,Regular_Season,Free throws,0.75
5408,Miles Plumlee,2014,Regular_Season,Free throws,0.3
5409,Glen Davis,2014,Regular_Season,Free throws,0.81
5410,Pablo Prigioni,2014,Regular_Season,Free throws,0.52
5411,Tyler Hansbrough,2014,Regular_Season,Free throws,1.31
5412,Matt Bonner,2014,Regular_Season,Free throws,0.42
5413,James Jones,2014,Regular_Season,Free throws,0.68
5414,Kendrick Perkins,2014,Regular_Season,Free throws,0.62
5415,Hedo Turkoglu,2014,Regular_Season,Free throws,0.1
5416,Joey Dorsey,2014,Regular_Season,Free throws,0.35
5417,LeBron James,2014,Playoffs,Free throws,6.1
5418,Stephen Curry,2014,Playoffs,Free throws,4.57
5419,James Harden,2014,Playoffs,Free throws,9.59
5420,Klay Thompson,2014,Playoffs,Free throws,1.71
5421,Blake Griffin,2014,Playoffs,Free throws,5.43
5422,Draymond Green,2014,Playoffs,Free throws,3.05
5423,Dwight Howard,2014,Playoffs,Free throws,4.0
5424,Jimmy Butler,2014,Playoffs,Free throws,4.92
5425,Jeff Teague,2014,Playoffs,Free throws,3.25
5426,Chris Paul,2014,Playoffs,Free throws,4.0
5427,Kyrie Irving,2014,Playoffs,Free throws,4.46
5428,Derrick Rose,2014,Playoffs,Free throws,2.92
5429,Paul Millsap,2014,Playoffs,Free throws,3.62
5430,Bradley Beal,2014,Playoffs,Free throws,4.9
5431,DeMarre Carroll,2014,Playoffs,Free throws,2.0
5432,Al Horford,2014,Playoffs,Free throws,0.94
5433,J.R. Smith,2014,Playoffs,Free throws,0.78
5434,Josh Smith,2014,Playoffs,Free throws,1.88
5435,Trevor Ariza,2014,Playoffs,Free throws,2.24
5436,Harrison Barnes,2014,Playoffs,Free throws,1.19
5437,Andre Iguodala,2014,Playoffs,Free throws,1.29
5438,Marc Gasol,2014,Playoffs,Free throws,6.82
5439,Timofey Mozgov,2014,Playoffs,Free throws,3.2
5440,J.J. Redick,2014,Playoffs,Free throws,2.36
5441,Tristan Thompson,2014,Playoffs,Free throws,2.4
5442,Corey Brewer,2014,Playoffs,Free throws,2.06
5443,DeAndre Jordan,2014,Playoffs,Free throws,4.79
5444,Iman Shumpert,2014,Playoffs,Free throws,1.5
5445,Jamal Crawford,2014,Playoffs,Free throws,1.86
5446,Terrence Jones,2014,Playoffs,Free throws,2.12
5447,Zach Randolph,2014,Playoffs,Free throws,2.64
5448,Kyle Korver,2014,Playoffs,Free throws,0.93
5449,Jason Terry,2014,Playoffs,Free throws,0.76
5450,Courtney Lee,2014,Playoffs,Free throws,2.0
5451,Paul Pierce,2014,Playoffs,Free throws,1.7
5452,Pau Gasol,2014,Playoffs,Free throws,3.2
5453,Dennis Schroder,2014,Playoffs,Free throws,1.5
5454,Matt Dellavedova,2014,Playoffs,Free throws,1.25
5455,Kawhi Leonard,2014,Playoffs,Free throws,3.86
5456,Mike Dunleavy,2014,Playoffs,Free throws,1.5
5457,Monta Ellis,2014,Playoffs,Free throws,3.0
5458,Anthony Davis,2014,Playoffs,Free throws,8.0
5459,Tim Duncan,2014,Playoffs,Free throws,2.71
