,Player,Season,Stage,Blocks/Steals,per_game
0,Shaquille O'Neal,1999,Regular_Season,Blocks,3.03
1,Vince Carter,1999,Regular_Season,Blocks,1.12
2,Karl Malone,1999,Regular_Season,Blocks,0.87
3,Allen Iverson,1999,Regular_Season,Blocks,0.07
4,Gary Payton,1999,Regular_Season,Blocks,0.22
5,Jerry Stackhouse,1999,Regular_Season,Blocks,0.44
6,Grant Hill,1999,Regular_Season,Blocks,0.58
7,Kevin Garnett,1999,Regular_Season,Blocks,1.56
8,Michael Finley,1999,Regular_Season,Blocks,0.39
9,Chris Webber,1999,Regular_Season,Blocks,1.71
10,Ray Allen,1999,Regular_Season,Blocks,0.23
11,Alonzo Mourning,1999,Regular_Season,Blocks,3.72
12,Tim Duncan,1999,Regular_Season,Blocks,2.23
13,Glenn Robinson,1999,Regular_Season,Blocks,0.51
14,Antoine Walker,1999,Regular_Season,Blocks,0.39
15,Shareef Abdur-Rahim,1999,Regular_Season,Blocks,1.06
16,Stephon Marbury,1999,Regular_Season,Blocks,0.2
17,Elton Brand,1999,Regular_Season,Blocks,1.63
18,Allan Houston,1999,Regular_Season,Blocks,0.17
19,Antonio McDyess,1999,Regular_Season,Blocks,1.72
20,Keith Van Horn,1999,Regular_Season,Blocks,0.75
21,Latrell Sprewell,1999,Regular_Season,Blocks,0.27
22,Sam Cassell,1999,Regular_Season,Blocks,0.1
23,Michael Dickerson,1999,Regular_Season,Blocks,0.55
24,Kobe Bryant,1999,Regular_Season,Blocks,0.94
25,Cliff Robinson,1999,Regular_Season,Blocks,0.76
26,Reggie Miller,1999,Regular_Season,Blocks,0.31
27,Shawn Kemp,1999,Regular_Season,Blocks,1.17
28,Jalen Rose,1999,Regular_Season,Blocks,0.61
29,Eddie Jones,1999,Regular_Season,Blocks,0.68
30,Dirk Nowitzki,1999,Regular_Season,Blocks,0.83
31,David Robinson,1999,Regular_Season,Blocks,2.29
32,Paul Pierce,1999,Regular_Season,Blocks,0.85
33,Steve Francis,1999,Regular_Season,Blocks,0.38
34,Darrell Armstrong,1999,Regular_Season,Blocks,0.11
35,Jamal Mashburn,1999,Regular_Season,Blocks,0.18
36,Rasheed Wallace,1999,Regular_Season,Blocks,1.32
37,Jim Jackson,1999,Regular_Season,Blocks,0.13
38,Vin Baker,1999,Regular_Season,Blocks,0.84
39,Mitch Richmond,1999,Regular_Season,Blocks,0.18
40,Cuttino Mobley,1999,Regular_Season,Blocks,0.4
41,Nick Van Exel,1999,Regular_Season,Blocks,0.14
42,Glen Rice,1999,Regular_Season,Blocks,0.15
43,Lamar Odom,1999,Regular_Season,Blocks,1.25
44,Derrick Coleman,1999,Regular_Season,Blocks,1.76
45,Larry Hughes,1999,Regular_Season,Blocks,0.34
46,Steve Smith,1999,Regular_Season,Blocks,0.38
47,Juwan Howard,1999,Regular_Season,Blocks,0.26
48,Tracy McGrady,1999,Regular_Season,Blocks,1.91
49,Terrell Brandon,1999,Regular_Season,Blocks,0.42
50,Mike Bibby,1999,Regular_Season,Blocks,0.18
51,Lamond Murray,1999,Regular_Season,Blocks,0.49
52,Bryon Russell,1999,Regular_Season,Blocks,0.28
53,Kenny Anderson,1999,Regular_Season,Blocks,0.1
54,Rodney Rogers,1999,Regular_Season,Blocks,0.57
55,David Wesley,1999,Regular_Season,Blocks,0.13
56,Alan Henderson,1999,Regular_Season,Blocks,0.66
57,Othella Harrington,1999,Regular_Season,Blocks,0.71
58,Lindsey Hunter,1999,Regular_Season,Blocks,0.27
59,Scottie Pippen,1999,Regular_Season,Blocks,0.5
60,Rik Smits,1999,Regular_Season,Blocks,1.27
61,Chris Gatling,1999,Regular_Season,Blocks,0.27
62,Shandon Anderson,1999,Regular_Season,Blocks,0.39
63,Bob Sura,1999,Regular_Season,Blocks,0.26
64,Raef LaFrentz,1999,Regular_Season,Blocks,2.22
65,Vlade Divac,1999,Regular_Season,Blocks,1.26
66,Christian Laettner,1999,Regular_Season,Blocks,0.55
67,Jason Williams,1999,Regular_Season,Blocks,0.1
68,Kendall Gill,1999,Regular_Season,Blocks,0.54
69,John Stockton,1999,Regular_Season,Blocks,0.18
70,Elden Campbell,1999,Regular_Season,Blocks,1.92
71,Damon Stoudamire,1999,Regular_Season,Blocks,0.01
72,Tyrone Nesby,1999,Regular_Season,Blocks,0.42
73,Jason Kidd,1999,Regular_Season,Blocks,0.42
74,Jeff Hornacek,1999,Regular_Season,Blocks,0.21
75,Anthony Mason,1999,Regular_Season,Blocks,0.35
76,Brent Barry,1999,Regular_Season,Blocks,0.39
77,Tim Thomas,1999,Regular_Season,Blocks,0.39
78,Dikembe Mutombo,1999,Regular_Season,Blocks,3.28
79,Ruben Patterson,1999,Regular_Season,Blocks,0.49
80,Patrick Ewing,1999,Regular_Season,Blocks,1.35
81,Malik Sealy,1999,Regular_Season,Blocks,0.23
82,Avery Johnson,1999,Regular_Season,Blocks,0.22
83,Andre Miller,1999,Regular_Season,Blocks,0.21
84,Antonio Davis,1999,Regular_Season,Blocks,1.27
85,Doug Christie,1999,Regular_Season,Blocks,0.59
86,Peja Stojakovic,1999,Regular_Season,Blocks,0.09
87,Metta World Peace,1999,Regular_Season,Blocks,0.54
88,Jason Caffey,1999,Regular_Season,Blocks,0.28
89,Wally Szczerbiak,1999,Regular_Season,Blocks,0.32
90,John Amaechi,1999,Regular_Season,Blocks,0.46
91,Austin Croshere,1999,Regular_Season,Blocks,0.74
92,Walt Williams,1999,Regular_Season,Blocks,0.58
93,Mookie Blaylock,1999,Regular_Season,Blocks,0.3
94,Johnny Newman,1999,Regular_Season,Blocks,0.13
95,Tyrone Hill,1999,Regular_Season,Blocks,0.4
96,Tracy Murray,1999,Regular_Season,Blocks,0.3
97,Anthony Peeler,1999,Regular_Season,Blocks,0.12
98,George McCloud,1999,Regular_Season,Blocks,0.33
99,Corliss Williamson,1999,Regular_Season,Blocks,0.25
100,Michael Olowokandi,1999,Regular_Season,Blocks,1.75
101,Chucky Atkins,1999,Regular_Season,Blocks,0.04
102,Nick Anderson,1999,Regular_Season,Blocks,0.22
103,Arvydas Sabonis,1999,Regular_Season,Blocks,1.18
104,Joe Smith,1999,Regular_Season,Blocks,1.09
105,P.J. Brown,1999,Regular_Season,Blocks,0.76
106,Larry Johnson,1999,Regular_Season,Blocks,0.1
107,Dale Davis,1999,Regular_Season,Blocks,1.27
108,Travis Best,1999,Regular_Season,Blocks,0.06
109,Wesley Person,1999,Regular_Season,Blocks,0.24
110,Vitaly Potapenko,1999,Regular_Season,Blocks,0.37
111,George Lynch,1999,Regular_Season,Blocks,0.51
112,Howard Eisley,1999,Regular_Season,Blocks,0.11
113,Vonteego Cummings,1999,Regular_Season,Blocks,0.17
114,Keon Clark,1999,Regular_Season,Blocks,1.41
115,Jerome Williams,1999,Regular_Season,Blocks,0.26
116,Pat Garrity,1999,Regular_Season,Blocks,0.23
117,Rashard Lewis,1999,Regular_Season,Blocks,0.44
118,James Posey,1999,Regular_Season,Blocks,0.41
119,Mark Jackson,1999,Regular_Season,Blocks,0.12
120,Jason Terry,1999,Regular_Season,Blocks,0.12
121,Eric Piatkowski,1999,Regular_Season,Blocks,0.17
122,Aaron McKie,1999,Regular_Season,Blocks,0.22
123,Eric Snow,1999,Regular_Season,Blocks,0.1
124,Monty Williams,1999,Regular_Season,Blocks,0.23
125,Shawn Bradley,1999,Regular_Season,Blocks,2.47
126,Corey Maggette,1999,Regular_Season,Blocks,0.34
127,Bimbo Coles,1999,Regular_Season,Blocks,0.14
128,Chris Whitney,1999,Regular_Season,Blocks,0.06
129,Kurt Thomas,1999,Regular_Season,Blocks,0.52
130,Terry Porter,1999,Regular_Season,Blocks,0.13
131,Richard Hamilton,1999,Regular_Season,Blocks,0.08
132,Matt Geiger,1999,Regular_Season,Blocks,0.34
133,Aaron Williams,1999,Regular_Season,Blocks,1.14
134,Horace Grant,1999,Regular_Season,Blocks,0.79
135,Kevin Willis,1999,Regular_Season,Blocks,0.61
136,Marcus Camby,1999,Regular_Season,Blocks,1.97
137,Kenny Thomas,1999,Regular_Season,Blocks,0.31
138,Mario Elie,1999,Regular_Season,Blocks,0.11
139,Hubert Davis,1999,Regular_Season,Blocks,0.04
140,Bonzi Wells,1999,Regular_Season,Blocks,0.18
141,Detlef Schrempf,1999,Regular_Season,Blocks,0.22
142,Jahidi White,1999,Regular_Season,Blocks,1.04
143,Clarence Weatherspoon,1999,Regular_Season,Blocks,0.63
144,Michael Doleac,1999,Regular_Season,Blocks,0.42
145,Ron Harper,1999,Regular_Season,Blocks,0.49
146,Charles Oakley,1999,Regular_Season,Blocks,0.56
147,Terry Mills,1999,Regular_Season,Blocks,0.29
148,Andrew DeClercq,1999,Regular_Season,Blocks,0.8
149,Tony Battie,1999,Regular_Season,Blocks,0.85
150,Sam Perkins,1999,Regular_Season,Blocks,0.41
151,Rick Fox,1999,Regular_Season,Blocks,0.32
152,Charlie Ward,1999,Regular_Season,Blocks,0.22
153,Scott Williams,1999,Regular_Season,Blocks,0.97
154,Dana Barros,1999,Regular_Season,Blocks,0.06
155,Greg Anthony,1999,Regular_Season,Blocks,0.11
156,Lucious Harris,1999,Regular_Season,Blocks,0.08
157,Jaren Jackson,1999,Regular_Season,Blocks,0.09
158,Dell Curry,1999,Regular_Season,Blocks,0.13
159,Dan Majerle,1999,Regular_Season,Blocks,0.25
160,Michael Curry,1999,Regular_Season,Blocks,0.06
161,Anthony Carter,1999,Regular_Season,Blocks,0.06
162,Malik Rose,1999,Regular_Season,Blocks,0.7
163,Derek Fisher,1999,Regular_Season,Blocks,0.04
164,Bo Outlaw,1999,Regular_Season,Blocks,1.8
165,Baron Davis,1999,Regular_Season,Blocks,0.23
166,Adrian Griffin,1999,Regular_Season,Blocks,0.21
167,Lawrence Funderburke,1999,Regular_Season,Blocks,0.27
168,Rasho Nesterovic,1999,Regular_Season,Blocks,1.04
169,Eddie Robinson,1999,Regular_Season,Blocks,0.37
170,Tony Farmer,1999,Regular_Season,Blocks,0.22
171,Jamie Feick,1999,Regular_Season,Blocks,0.47
172,Brian Grant,1999,Regular_Season,Blocks,0.44
173,Luc Longley,1999,Regular_Season,Blocks,0.58
174,Scott Burrell,1999,Regular_Season,Blocks,0.59
175,Lorenzen Wright,1999,Regular_Season,Blocks,0.53
176,Chris Anstey,1999,Regular_Season,Blocks,0.34
177,Robert Horry,1999,Regular_Season,Blocks,1.05
178,Olden Polynice,1999,Regular_Season,Blocks,1.02
179,Sam Mitchell,1999,Regular_Season,Blocks,0.21
180,Mark Bryant,1999,Regular_Season,Blocks,0.41
181,Adonal Foyle,1999,Regular_Season,Blocks,1.79
182,Antonio Daniels,1999,Regular_Season,Blocks,0.07
183,Bryce Drew,1999,Regular_Season,Blocks,0.01
184,A.C. Green,1999,Regular_Season,Blocks,0.22
185,Scot Pollard,1999,Regular_Season,Blocks,0.78
186,Muggsy Bogues,1999,Regular_Season,Blocks,0.05
187,Darrick Martin,1999,Regular_Season,Blocks,0.03
188,Ben Wallace,1999,Regular_Season,Blocks,1.6
189,Ervin Johnson,1999,Regular_Season,Blocks,1.59
190,Randy Livingston,1999,Regular_Season,Blocks,0.16
191,Chris Childs,1999,Regular_Season,Blocks,0.06
192,Bobby Jackson,1999,Regular_Season,Blocks,0.1
193,Greg Ostertag,1999,Regular_Season,Blocks,2.12
194,Samaki Walker,1999,Regular_Season,Blocks,0.49
195,Vinny Del Negro,1999,Regular_Season,Blocks,0.0
196,Danny Manning,1999,Regular_Season,Blocks,0.4
197,John Crotty,1999,Regular_Season,Blocks,0.07
198,Jerome Kersey,1999,Regular_Season,Blocks,0.65
199,Sean Rooks,1999,Regular_Season,Blocks,0.73
200,Brian Shaw,1999,Regular_Season,Blocks,0.19
201,Jacque Vaughn,1999,Regular_Season,Blocks,0.0
202,Quincy Lewis,1999,Regular_Season,Blocks,0.2
203,Jermaine O'Neal,1999,Regular_Season,Blocks,0.79
204,Bruce Bowen,1999,Regular_Season,Blocks,0.22
205,Michael Ruffin,1999,Regular_Season,Blocks,0.37
206,Travis Knight,1999,Regular_Season,Blocks,0.37
207,Shaquille O'Neal,1999,Playoffs,Blocks,2.39
208,Reggie Miller,1999,Playoffs,Blocks,0.45
209,Jalen Rose,1999,Playoffs,Blocks,0.48
210,Kobe Bryant,1999,Playoffs,Blocks,1.45
211,Latrell Sprewell,1999,Playoffs,Blocks,0.31
212,Rasheed Wallace,1999,Playoffs,Blocks,1.25
213,Glen Rice,1999,Playoffs,Blocks,0.17
214,Allan Houston,1999,Playoffs,Blocks,0.19
215,Steve Smith,1999,Playoffs,Blocks,0.25
216,Karl Malone,1999,Playoffs,Blocks,0.7
217,Allen Iverson,1999,Playoffs,Blocks,0.1
218,Rik Smits,1999,Playoffs,Blocks,0.91
219,Scottie Pippen,1999,Playoffs,Blocks,0.44
220,Austin Croshere,1999,Playoffs,Blocks,0.7
221,Alonzo Mourning,1999,Playoffs,Blocks,3.3
222,Patrick Ewing,1999,Playoffs,Blocks,1.43
223,Travis Best,1999,Playoffs,Blocks,0.17
224,Ron Harper,1999,Playoffs,Blocks,0.57
225,Dale Davis,1999,Playoffs,Blocks,1.35
226,Mark Jackson,1999,Playoffs,Blocks,0.09
227,Penny Hardaway,1999,Playoffs,Blocks,1.0
228,Arvydas Sabonis,1999,Playoffs,Blocks,0.81
229,Larry Johnson,1999,Playoffs,Blocks,0.12
230,Robert Horry,1999,Playoffs,Blocks,0.83
231,Jamal Mashburn,1999,Playoffs,Blocks,0.2
232,Cliff Robinson,1999,Playoffs,Blocks,0.78
233,Charlie Ward,1999,Playoffs,Blocks,0.31
234,Damon Stoudamire,1999,Playoffs,Blocks,0.25
235,Bryon Russell,1999,Playoffs,Blocks,0.5
236,Aaron McKie,1999,Playoffs,Blocks,0.2
237,Theo Ratliff,1999,Playoffs,Blocks,3.0
238,Gary Payton,1999,Playoffs,Blocks,0.2
239,Rodney Rogers,1999,Playoffs,Blocks,1.11
240,Tyrone Hill,1999,Playoffs,Blocks,0.1
241,Chris Webber,1999,Playoffs,Blocks,2.0
242,Brian Shaw,1999,Playoffs,Blocks,0.18
243,Jeff Hornacek,1999,Playoffs,Blocks,0.0
244,John Stockton,1999,Playoffs,Blocks,0.2
245,Sam Perkins,1999,Playoffs,Blocks,0.26
246,Ray Allen,1999,Playoffs,Blocks,0.0
247,Bonzi Wells,1999,Playoffs,Blocks,0.0
248,Rick Fox,1999,Playoffs,Blocks,0.0
249,Derek Fisher,1999,Playoffs,Blocks,0.05
250,David Robinson,1999,Playoffs,Blocks,3.0
251,Toni Kukoc,1999,Playoffs,Blocks,0.3
252,Dan Majerle,1999,Playoffs,Blocks,0.1
253,A.C. Green,1999,Playoffs,Blocks,0.13
254,Brian Grant,1999,Playoffs,Blocks,0.38
255,Chris Childs,1999,Playoffs,Blocks,0.0
256,Detlef Schrempf,1999,Playoffs,Blocks,0.0
257,Shawn Marion,1999,Playoffs,Blocks,1.56
258,Derrick Coleman,1999,Playoffs,Blocks,3.0
259,Sam Cassell,1999,Playoffs,Blocks,0.0
260,Terrell Brandon,1999,Playoffs,Blocks,0.0
261,Marcus Camby,1999,Playoffs,Blocks,1.44
262,Anthony Carter,1999,Playoffs,Blocks,0.2
263,Tim Thomas,1999,Playoffs,Blocks,0.8
264,Rashard Lewis,1999,Playoffs,Blocks,0.6
265,Glenn Robinson,1999,Playoffs,Blocks,0.8
266,Kevin Garnett,1999,Playoffs,Blocks,0.75
267,P.J. Brown,1999,Playoffs,Blocks,0.4
268,Jerry Stackhouse,1999,Playoffs,Blocks,0.0
269,Matt Geiger,1999,Playoffs,Blocks,0.25
270,Vin Baker,1999,Playoffs,Blocks,0.4
271,Kurt Thomas,1999,Playoffs,Blocks,0.38
272,Eddie Jones,1999,Playoffs,Blocks,0.75
273,Clarence Weatherspoon,1999,Playoffs,Blocks,0.3
274,Greg Anthony,1999,Playoffs,Blocks,0.27
275,Jason Kidd,1999,Playoffs,Blocks,0.17
276,George Lynch,1999,Playoffs,Blocks,0.5
277,Olden Polynice,1999,Playoffs,Blocks,0.8
278,Vince Carter,1999,Playoffs,Blocks,1.33
279,Elden Campbell,1999,Playoffs,Blocks,1.0
280,Vlade Divac,1999,Playoffs,Blocks,0.8
281,Tony Delk,1999,Playoffs,Blocks,0.0
282,Tim Hardaway,1999,Playoffs,Blocks,0.0
283,Jason Williams,1999,Playoffs,Blocks,0.0
284,Shammond Williams,1999,Playoffs,Blocks,0.0
285,Scott Williams,1999,Playoffs,Blocks,1.0
286,Howard Eisley,1999,Playoffs,Blocks,0.1
287,Anthony Mason,1999,Playoffs,Blocks,0.0
288,Tracy McGrady,1999,Playoffs,Blocks,1.0
289,Malik Sealy,1999,Playoffs,Blocks,0.0
290,Avery Johnson,1999,Playoffs,Blocks,0.0
291,Derrick McKey,1999,Playoffs,Blocks,0.17
292,Corie Blount,1999,Playoffs,Blocks,0.67
293,David Wesley,1999,Playoffs,Blocks,0.0
294,Peja Stojakovic,1999,Playoffs,Blocks,0.0
295,Brent Barry,1999,Playoffs,Blocks,0.6
296,Todd Day,1999,Playoffs,Blocks,0.11
297,Ruben Patterson,1999,Playoffs,Blocks,0.4
298,Sean Elliott,1999,Playoffs,Blocks,0.5
299,Antonio Davis,1999,Playoffs,Blocks,1.33
300,Jon Barry,1999,Playoffs,Blocks,0.0
301,Kevin Willis,1999,Playoffs,Blocks,0.0
302,Luc Longley,1999,Playoffs,Blocks,0.44
303,Eric Snow,1999,Playoffs,Blocks,0.2
304,Samaki Walker,1999,Playoffs,Blocks,3.0
305,Nick Anderson,1999,Playoffs,Blocks,0.6
306,Bruce Bowen,1999,Playoffs,Blocks,0.4
307,Armen Gilliam,1999,Playoffs,Blocks,0.4
308,Corliss Williamson,1999,Playoffs,Blocks,0.0
309,Otis Thorpe,1999,Playoffs,Blocks,0.2
310,Ervin Johnson,1999,Playoffs,Blocks,1.2
311,Chris Mullin,1999,Playoffs,Blocks,0.11
312,Greg Ostertag,1999,Playoffs,Blocks,2.12
313,Charles Oakley,1999,Playoffs,Blocks,0.33
314,Anthony Peeler,1999,Playoffs,Blocks,0.25
315,Mario Elie,1999,Playoffs,Blocks,0.0
316,Brad Miller,1999,Playoffs,Blocks,0.75
317,Antonio Daniels,1999,Playoffs,Blocks,0.0
318,Kevin Johnson,1999,Playoffs,Blocks,0.11
319,Jacque Vaughn,1999,Playoffs,Blocks,0.14
320,Michael Curry,1999,Playoffs,Blocks,0.33
321,Vinny Del Negro,1999,Playoffs,Blocks,0.0
322,Quincy Lewis,1999,Playoffs,Blocks,0.88
323,Darvin Ham,1999,Playoffs,Blocks,1.6
324,Rasho Nesterovic,1999,Playoffs,Blocks,1.75
325,Terry Mills,1999,Playoffs,Blocks,0.0
326,Lindsey Hunter,1999,Playoffs,Blocks,0.33
327,Horace Grant,1999,Playoffs,Blocks,1.0
328,Wally Szczerbiak,1999,Playoffs,Blocks,0.25
329,Sam Mitchell,1999,Playoffs,Blocks,0.25
330,Malik Rose,1999,Playoffs,Blocks,0.75
331,Kevin Ollie,1999,Playoffs,Blocks,0.0
332,Christian Laettner,1999,Playoffs,Blocks,0.33
333,Scot Pollard,1999,Playoffs,Blocks,0.2
334,Terry Porter,1999,Playoffs,Blocks,0.0
335,Joe Smith,1999,Playoffs,Blocks,0.25
336,Greg Foster,1999,Playoffs,Blocks,0.2
337,John Salley,1999,Playoffs,Blocks,0.33
338,Muggsy Bogues,1999,Playoffs,Blocks,0.0
339,Jerome Williams,1999,Playoffs,Blocks,0.0
340,Randy Livingston,1999,Playoffs,Blocks,0.14
341,Doug Christie,1999,Playoffs,Blocks,0.33
342,Jerry Stackhouse,2000,Regular_Season,Blocks,0.68
343,Allen Iverson,2000,Regular_Season,Blocks,0.28
344,Shaquille O'Neal,2000,Regular_Season,Blocks,2.76
345,Paul Pierce,2000,Regular_Season,Blocks,0.84
346,Vince Carter,2000,Regular_Season,Blocks,1.09
347,Tracy McGrady,2000,Regular_Season,Blocks,1.53
348,Antawn Jamison,2000,Regular_Season,Blocks,0.34
349,Kobe Bryant,2000,Regular_Season,Blocks,0.63
350,Chris Webber,2000,Regular_Season,Blocks,1.69
351,Antoine Walker,2000,Regular_Season,Blocks,0.6
352,Karl Malone,2000,Regular_Season,Blocks,0.77
353,Gary Payton,2000,Regular_Season,Blocks,0.33
354,Tim Duncan,2000,Regular_Season,Blocks,2.34
355,Ray Allen,2000,Regular_Season,Blocks,0.24
356,Kevin Garnett,2000,Regular_Season,Blocks,1.79
357,Dirk Nowitzki,2000,Regular_Season,Blocks,1.23
358,Michael Finley,2000,Regular_Season,Blocks,0.39
359,Glenn Robinson,2000,Regular_Season,Blocks,0.82
360,Shareef Abdur-Rahim,2000,Regular_Season,Blocks,0.95
361,Jason Terry,2000,Regular_Season,Blocks,0.15
362,Stephon Marbury,2000,Regular_Season,Blocks,0.07
363,Steve Francis,2000,Regular_Season,Blocks,0.39
364,Cuttino Mobley,2000,Regular_Season,Blocks,0.33
365,Peja Stojakovic,2000,Regular_Season,Blocks,0.17
366,Jamal Mashburn,2000,Regular_Season,Blocks,0.17
367,Reggie Miller,2000,Regular_Season,Blocks,0.19
368,Elton Brand,2000,Regular_Season,Blocks,1.59
369,Jalen Rose,2000,Regular_Season,Blocks,0.6
370,Rasheed Wallace,2000,Regular_Season,Blocks,1.75
371,Juwan Howard,2000,Regular_Season,Blocks,0.46
372,Allan Houston,2000,Regular_Season,Blocks,0.13
373,Antonio McDyess,2000,Regular_Season,Blocks,1.46
374,David Wesley,2000,Regular_Season,Blocks,0.2
375,Richard Hamilton,2000,Regular_Season,Blocks,0.13
376,Sam Cassell,2000,Regular_Season,Blocks,0.11
377,Shawn Marion,2000,Regular_Season,Blocks,1.37
378,Latrell Sprewell,2000,Regular_Season,Blocks,0.36
379,Cliff Robinson,2000,Regular_Season,Blocks,1.0
380,Lamar Odom,2000,Regular_Season,Blocks,1.61
381,Mike Bibby,2000,Regular_Season,Blocks,0.15
382,Jason Kidd,2000,Regular_Season,Blocks,0.3
383,Andre Miller,2000,Regular_Season,Blocks,0.34
384,Anthony Mason,2000,Regular_Season,Blocks,0.31
385,Derek Anderson,2000,Regular_Season,Blocks,0.17
386,Nick Van Exel,2000,Regular_Season,Blocks,0.25
387,Terrell Brandon,2000,Regular_Season,Blocks,0.27
388,Brian Grant,2000,Regular_Season,Blocks,0.87
389,Darrell Armstrong,2000,Regular_Season,Blocks,0.17
390,David Robinson,2000,Regular_Season,Blocks,2.46
391,Rashard Lewis,2000,Regular_Season,Blocks,0.58
392,Tim Hardaway,2000,Regular_Season,Blocks,0.08
393,Wally Szczerbiak,2000,Regular_Season,Blocks,0.4
394,Michael Dickerson,2000,Regular_Season,Blocks,0.39
395,Baron Davis,2000,Regular_Season,Blocks,0.44
396,Steve Smith,2000,Regular_Season,Blocks,0.3
397,Donyell Marshall,2000,Regular_Season,Blocks,0.96
398,Steve Nash,2000,Regular_Season,Blocks,0.07
399,Antonio Davis,2000,Regular_Season,Blocks,1.94
400,Damon Stoudamire,2000,Regular_Season,Blocks,0.1
401,Jeff McInnis,2000,Regular_Season,Blocks,0.09
402,Jermaine O'Neal,2000,Regular_Season,Blocks,2.81
403,Elden Campbell,2000,Regular_Season,Blocks,1.79
404,Raef LaFrentz,2000,Regular_Season,Blocks,2.64
405,Tony Delk,2000,Regular_Season,Blocks,0.21
406,Rodney Rogers,2000,Regular_Season,Blocks,0.57
407,Lamond Murray,2000,Regular_Season,Blocks,0.35
408,Doug Christie,2000,Regular_Season,Blocks,0.56
409,Ruben Patterson,2000,Regular_Season,Blocks,0.59
410,Mike Miller,2000,Regular_Season,Blocks,0.23
411,Vlade Divac,2000,Regular_Season,Blocks,1.15
412,Voshon Lenard,2000,Regular_Season,Blocks,0.22
413,Chucky Atkins,2000,Regular_Season,Blocks,0.06
414,Tim Thomas,2000,Regular_Season,Blocks,0.59
415,Bonzi Wells,2000,Regular_Season,Blocks,0.27
416,John Stockton,2000,Regular_Season,Blocks,0.26
417,Bryon Russell,2000,Regular_Season,Blocks,0.26
418,Vin Baker,2000,Regular_Season,Blocks,0.96
419,Clarence Weatherspoon,2000,Regular_Season,Blocks,1.28
420,Travis Best,2000,Regular_Season,Blocks,0.14
421,Metta World Peace,2000,Regular_Season,Blocks,0.59
422,Glen Rice,2000,Regular_Season,Blocks,0.17
423,Johnny Newman,2000,Regular_Season,Blocks,0.12
424,Lorenzen Wright,2000,Regular_Season,Blocks,0.89
425,Aaron McKie,2000,Regular_Season,Blocks,0.11
426,Eric Piatkowski,2000,Regular_Season,Blocks,0.23
427,Chris Gatling,2000,Regular_Season,Blocks,0.36
428,Aaron Williams,2000,Regular_Season,Blocks,1.38
429,Lindsey Hunter,2000,Regular_Season,Blocks,0.15
430,Austin Croshere,2000,Regular_Season,Blocks,0.62
431,Alvin Williams,2000,Regular_Season,Blocks,0.32
432,Kurt Thomas,2000,Regular_Season,Blocks,0.9
433,Anthony Peeler,2000,Regular_Season,Blocks,0.24
434,Rick Fox,2000,Regular_Season,Blocks,0.35
435,LaPhonso Ellis,2000,Regular_Season,Blocks,0.9
436,Alan Henderson,2000,Regular_Season,Blocks,0.4
437,Darius Miles,2000,Regular_Season,Blocks,1.54
438,Patrick Ewing,2000,Regular_Season,Blocks,1.15
439,Bryant Stith,2000,Regular_Season,Blocks,0.18
440,Dikembe Mutombo,2000,Regular_Season,Blocks,2.71
441,Charles Oakley,2000,Regular_Season,Blocks,0.62
442,Morris Peterson,2000,Regular_Season,Blocks,0.25
443,Antonio Daniels,2000,Regular_Season,Blocks,0.18
444,Howard Eisley,2000,Regular_Season,Blocks,0.15
445,George McCloud,2000,Regular_Season,Blocks,0.36
446,Tyrone Hill,2000,Regular_Season,Blocks,0.36
447,Christian Laettner,2000,Regular_Season,Blocks,0.59
448,Kevin Willis,2000,Regular_Season,Blocks,0.67
449,Jason Williams,2000,Regular_Season,Blocks,0.12
450,Chauncey Billups,2000,Regular_Season,Blocks,0.14
451,Shandon Anderson,2000,Regular_Season,Blocks,0.49
452,Michael Olowokandi,2000,Regular_Season,Blocks,1.32
453,John Starks,2000,Regular_Season,Blocks,0.13
454,George Lynch,2000,Regular_Season,Blocks,0.37
455,Lucious Harris,2000,Regular_Season,Blocks,0.22
456,Marcus Fizer,2000,Regular_Season,Blocks,0.26
457,P.J. Brown,2000,Regular_Season,Blocks,1.15
458,Fred Hoiberg,2000,Regular_Season,Blocks,0.16
459,James Posey,2000,Regular_Season,Blocks,0.49
460,Othella Harrington,2000,Regular_Season,Blocks,0.61
461,Horace Grant,2000,Regular_Season,Blocks,0.79
462,John Amaechi,2000,Regular_Season,Blocks,0.35
463,Keon Clark,2000,Regular_Season,Blocks,1.9
464,Stephen Jackson,2000,Regular_Season,Blocks,0.18
465,Mark Jackson,2000,Regular_Season,Blocks,0.08
466,Pat Garrity,2000,Regular_Season,Blocks,0.2
467,Bruce Bowen,2000,Regular_Season,Blocks,0.65
468,Bryant Reeves,2000,Regular_Season,Blocks,0.72
469,Quentin Richardson,2000,Regular_Season,Blocks,0.09
470,Vitaly Potapenko,2000,Regular_Season,Blocks,0.28
471,Danny Manning,2000,Regular_Season,Blocks,0.35
472,Walt Williams,2000,Regular_Season,Blocks,0.39
473,Al Harrington,2000,Regular_Season,Blocks,0.23
474,Bo Outlaw,2000,Regular_Season,Blocks,1.71
475,Dale Davis,2000,Regular_Season,Blocks,0.94
476,Shawn Bradley,2000,Regular_Season,Blocks,2.78
477,Terry Porter,2000,Regular_Season,Blocks,0.14
478,Bobby Jackson,2000,Regular_Season,Blocks,0.09
479,Felipe Lopez,2000,Regular_Season,Blocks,0.43
480,Moochie Norris,2000,Regular_Season,Blocks,0.02
