,Player,Season,Stage,Blocks/Steals,per_game
3509,Boris Diaw,2009,Regular_Season,Blocks,0.7
3510,Grant Hill,2009,Regular_Season,Blocks,0.44
3511,Channing Frye,2009,Regular_Season,Blocks,0.91
3512,Shawn Marion,2009,Regular_Season,Blocks,0.81
3513,Courtney Lee,2009,Regular_Season,Blocks,0.28
3514,Lamar Odom,2009,Regular_Season,Blocks,0.72
3515,Luke Ridnour,2009,Regular_Season,Blocks,0.09
3516,Emeka Okafor,2009,Regular_Season,Blocks,1.55
3517,Metta World Peace,2009,Regular_Season,Blocks,0.27
3518,Ersan Ilyasova,2009,Regular_Season,Blocks,0.28
3519,Hedo Turkoglu,2009,Regular_Season,Blocks,0.43
3520,Ryan Gomes,2009,Regular_Season,Blocks,0.21
3521,Carlos Delfino,2009,Regular_Season,Blocks,0.28
3522,Jason Kidd,2009,Regular_Season,Blocks,0.44
3523,Marvin Williams,2009,Regular_Season,Blocks,0.57
3524,Jameer Nelson,2009,Regular_Season,Blocks,0.03
3525,Kirk Hinrich,2009,Regular_Season,Blocks,0.32
3526,Al Thornton,2009,Regular_Season,Blocks,0.47
3527,Omri Casspi,2009,Regular_Season,Blocks,0.22
3528,Kendrick Perkins,2009,Regular_Season,Blocks,1.69
3529,J.J. Redick,2009,Regular_Season,Blocks,0.05
3530,Dahntay Jones,2009,Regular_Season,Blocks,0.51
3531,Brandon Rush,2009,Regular_Season,Blocks,0.79
3532,Udonis Haslem,2009,Regular_Season,Blocks,0.29
3533,Wesley Matthews,2009,Regular_Season,Blocks,0.18
3534,Martell Webster,2009,Regular_Season,Blocks,0.49
3535,Drew Gooden,2009,Regular_Season,Blocks,0.83
3536,James Harden,2009,Regular_Season,Blocks,0.26
3537,Flip Murray,2009,Regular_Season,Blocks,0.21
3538,Jonas Jerebko,2009,Regular_Season,Blocks,0.36
3539,Taj Gibson,2009,Regular_Season,Blocks,1.27
3540,Hakim Warrick,2009,Regular_Season,Blocks,0.24
3541,Mike Bibby,2009,Regular_Season,Blocks,0.04
3542,Arron Afflalo,2009,Regular_Season,Blocks,0.37
3543,Spencer Hawes,2009,Regular_Season,Blocks,1.15
3544,Brad Miller,2009,Regular_Season,Blocks,0.35
3545,Matt Barnes,2009,Regular_Season,Blocks,0.37
3546,Rasheed Wallace,2009,Regular_Season,Blocks,0.89
3547,Brendan Haywood,2009,Regular_Season,Blocks,2.05
3548,Randy Foye,2009,Regular_Season,Blocks,0.14
3549,J.J. Hickson,2009,Regular_Season,Blocks,0.48
3550,Joakim Noah,2009,Regular_Season,Blocks,1.56
3551,Quentin Richardson,2009,Regular_Season,Blocks,0.24
3552,Jared Dudley,2009,Regular_Season,Blocks,0.2
3553,Ramon Sessions,2009,Regular_Season,Blocks,0.06
3554,Samuel Dalembert,2009,Regular_Season,Blocks,1.84
3555,Shannon Brown,2009,Regular_Season,Blocks,0.38
3556,DeMar DeRozan,2009,Regular_Season,Blocks,0.23
3557,Chase Budinger,2009,Regular_Season,Blocks,0.15
3558,Terrence Williams,2009,Regular_Season,Blocks,0.13
3559,Anderson Varejao,2009,Regular_Season,Blocks,0.88
3560,Mickael Pietrus,2009,Regular_Season,Blocks,0.41
3561,Donte Greene,2009,Regular_Season,Blocks,0.7
3562,Nenad Krstic,2009,Regular_Season,Blocks,0.59
3563,Nick Young,2009,Regular_Season,Blocks,0.11
3564,DeJuan Blair,2009,Regular_Season,Blocks,0.48
3565,Willie Green,2009,Regular_Season,Blocks,0.15
3566,Goran Dragic,2009,Regular_Season,Blocks,0.1
3567,Andres Nocioni,2009,Regular_Season,Blocks,0.35
3568,Jerryd Bayless,2009,Regular_Season,Blocks,0.07
3569,C.J. Miles,2009,Regular_Season,Blocks,0.27
3570,Earl Watson,2009,Regular_Season,Blocks,0.2
3571,Derek Fisher,2009,Regular_Season,Blocks,0.11
3572,J.J. Barea,2009,Regular_Season,Blocks,0.08
3573,Anthony Parker,2009,Regular_Season,Blocks,0.22
3574,Sam Young,2009,Regular_Season,Blocks,0.25
3575,Jordan Farmar,2009,Regular_Season,Blocks,0.13
3576,Jrue Holiday,2009,Regular_Season,Blocks,0.25
3577,Steve Blake,2009,Regular_Season,Blocks,0.08
3578,Craig Smith,2009,Regular_Season,Blocks,0.33
3579,Nate Robinson,2009,Regular_Season,Blocks,0.09
3580,Marcus Camby,2009,Regular_Season,Blocks,1.97
3581,Darius Songaila,2009,Regular_Season,Blocks,0.19
3582,Ty Lawson,2009,Regular_Season,Blocks,0.03
3583,Delonte West,2009,Regular_Season,Blocks,0.47
3584,Mario Chalmers,2009,Regular_Season,Blocks,0.16
3585,Jason Maxiell,2009,Regular_Season,Blocks,0.5
3586,Amir Johnson,2009,Regular_Season,Blocks,0.8
3587,Dorell Wright,2009,Regular_Season,Blocks,0.44
3588,D.J. Augustin,2009,Regular_Season,Blocks,0.06
3589,Wayne Ellington,2009,Regular_Season,Blocks,0.07
3590,Roger Mason,2009,Regular_Season,Blocks,0.18
3591,Jason Williams,2009,Regular_Season,Blocks,0.04
3592,Thabo Sefolosha,2009,Regular_Season,Blocks,0.56
3593,Ryan Anderson,2009,Regular_Season,Blocks,0.22
3594,Zydrunas Ilgauskas,2009,Regular_Season,Blocks,0.78
3595,Serge Ibaka,2009,Regular_Season,Blocks,1.33
3596,Charlie Bell,2009,Regular_Season,Blocks,0.17
3597,Matt Bonner,2009,Regular_Season,Blocks,0.37
3598,Luc Mbah a Moute,2009,Regular_Season,Blocks,0.53
3599,Maurice Evans,2009,Regular_Season,Blocks,0.22
3600,Damien Wilkins,2009,Regular_Season,Blocks,0.31
3601,Chris Andersen,2009,Regular_Season,Blocks,1.88
3602,Ryan Hollins,2009,Regular_Season,Blocks,0.52
3603,Antonio McDyess,2009,Regular_Season,Blocks,0.42
3604,Nick Collison,2009,Regular_Season,Blocks,0.64
3605,Carlos Arroyo,2009,Regular_Season,Blocks,0.08
3606,Juwan Howard,2009,Regular_Season,Blocks,0.14
3607,James Posey,2009,Regular_Season,Blocks,0.25
3608,Eric Maynor,2009,Regular_Season,Blocks,0.12
3609,Jared Jeffries,2009,Regular_Season,Blocks,1.01
3610,Lou Amundson,2009,Regular_Season,Blocks,0.92
3611,Chuck Hayes,2009,Regular_Season,Blocks,0.52
3612,Keith Bogans,2009,Regular_Season,Blocks,0.15
3613,Glen Davis,2009,Regular_Season,Blocks,0.26
3614,DeAndre Jordan,2009,Regular_Season,Blocks,0.89
3615,Zaza Pachulia,2009,Regular_Season,Blocks,0.38
3616,Tony Allen,2009,Regular_Season,Blocks,0.35
3617,Jamario Moon,2009,Regular_Season,Blocks,0.49
3618,Stephen Graham,2009,Regular_Season,Blocks,0.14
3619,Marcin Gortat,2009,Regular_Season,Blocks,0.86
3620,Sasha Pavlovic,2009,Regular_Season,Blocks,0.08
3621,Ronnie Price,2009,Regular_Season,Blocks,0.22
3622,Jeff Teague,2009,Regular_Season,Blocks,0.15
3623,Joel Anthony,2009,Regular_Season,Blocks,1.36
3624,Kurt Thomas,2009,Regular_Season,Blocks,0.66
3625,DeMarre Carroll,2009,Regular_Season,Blocks,0.13
3626,Sasha Vujacic,2009,Regular_Season,Blocks,0.06
3627,Josh Powell,2009,Regular_Season,Blocks,0.1
3628,Kobe Bryant,2009,Playoffs,Blocks,0.7
3629,Paul Pierce,2009,Playoffs,Blocks,0.58
3630,Pau Gasol,2009,Playoffs,Blocks,2.09
3631,Ray Allen,2009,Playoffs,Blocks,0.12
3632,Rajon Rondo,2009,Playoffs,Blocks,0.12
3633,Amar'e Stoudemire,2009,Playoffs,Blocks,1.5
3634,Kevin Garnett,2009,Playoffs,Blocks,0.87
3635,LeBron James,2009,Playoffs,Blocks,1.82
3636,Jason Richardson,2009,Playoffs,Blocks,0.25
3637,Steve Nash,2009,Playoffs,Blocks,0.06
3638,Jameer Nelson,2009,Playoffs,Blocks,0.0
3639,Metta World Peace,2009,Playoffs,Blocks,0.52
3640,Dwight Howard,2009,Playoffs,Blocks,3.5
3641,Deron Williams,2009,Playoffs,Blocks,0.4
3642,Derek Fisher,2009,Playoffs,Blocks,0.04
3643,Lamar Odom,2009,Playoffs,Blocks,0.91
3644,Vince Carter,2009,Playoffs,Blocks,0.21
3645,Andrew Bynum,2009,Playoffs,Blocks,1.57
3646,Carlos Boozer,2009,Playoffs,Blocks,0.7
3647,Joe Johnson,2009,Playoffs,Blocks,0.27
3648,Manu Ginobili,2009,Playoffs,Blocks,0.2
3649,Tim Duncan,2009,Playoffs,Blocks,1.7
3650,Carmelo Anthony,2009,Playoffs,Blocks,0.5
3651,Paul Millsap,2009,Playoffs,Blocks,1.4
3652,Rashard Lewis,2009,Playoffs,Blocks,0.71
3653,Jamal Crawford,2009,Playoffs,Blocks,0.09
3654,Glen Davis,2009,Playoffs,Blocks,0.38
3655,Tony Parker,2009,Playoffs,Blocks,0.0
3656,Antawn Jamison,2009,Playoffs,Blocks,1.0
3657,Dwyane Wade,2009,Playoffs,Blocks,1.6
3658,Al Horford,2009,Playoffs,Blocks,1.73
3659,Dirk Nowitzki,2009,Playoffs,Blocks,0.67
3660,Mo Williams,2009,Playoffs,Blocks,0.18
3661,Josh Smith,2009,Playoffs,Blocks,1.73
3662,Grant Hill,2009,Playoffs,Blocks,0.62
3663,Kevin Durant,2009,Playoffs,Blocks,1.33
3664,Rasheed Wallace,2009,Playoffs,Blocks,0.58
3665,C.J. Miles,2009,Playoffs,Blocks,0.6
3666,Derrick Rose,2009,Playoffs,Blocks,0.0
3667,George Hill,2009,Playoffs,Blocks,0.2
3668,Wesley Matthews,2009,Playoffs,Blocks,0.5
3669,Kendrick Perkins,2009,Playoffs,Blocks,1.39
3670,Channing Frye,2009,Playoffs,Blocks,0.56
3671,Brandon Jennings,2009,Playoffs,Blocks,0.57
3672,Shaquille O'Neal,2009,Playoffs,Blocks,1.18
3673,Russell Westbrook,2009,Playoffs,Blocks,0.17
3674,Jared Dudley,2009,Playoffs,Blocks,0.38
3675,Goran Dragic,2009,Playoffs,Blocks,0.06
3676,Tony Allen,2009,Playoffs,Blocks,0.58
3677,Chauncey Billups,2009,Playoffs,Blocks,0.5
3678,John Salmons,2009,Playoffs,Blocks,0.57
3679,Mickael Pietrus,2009,Playoffs,Blocks,0.43
3680,Caron Butler,2009,Playoffs,Blocks,0.83
3681,Leandro Barbosa,2009,Playoffs,Blocks,0.12
3682,LaMarcus Aldridge,2009,Playoffs,Blocks,1.83
3683,Shannon Brown,2009,Playoffs,Blocks,0.3
3684,Jordan Farmar,2009,Playoffs,Blocks,0.0
3685,J.J. Redick,2009,Playoffs,Blocks,0.0
3686,Richard Jefferson,2009,Playoffs,Blocks,0.6
3687,Andre Miller,2009,Playoffs,Blocks,0.17
3688,Luol Deng,2009,Playoffs,Blocks,0.8
3689,Mike Bibby,2009,Playoffs,Blocks,0.0
3690,Marvin Williams,2009,Playoffs,Blocks,0.45
3691,Anthony Parker,2009,Playoffs,Blocks,0.27
3692,Matt Barnes,2009,Playoffs,Blocks,0.21
3693,Kyle Korver,2009,Playoffs,Blocks,0.0
3694,Jerryd Bayless,2009,Playoffs,Blocks,0.0
3695,Jason Terry,2009,Playoffs,Blocks,0.17
3696,Joakim Noah,2009,Playoffs,Blocks,1.4
3697,Delonte West,2009,Playoffs,Blocks,0.27
3698,Stephen Jackson,2009,Playoffs,Blocks,0.25
3699,Nate Robinson,2009,Playoffs,Blocks,0.06
3700,Jeff Green,2009,Playoffs,Blocks,0.5
3701,Gerald Wallace,2009,Playoffs,Blocks,1.5
3702,Carlos Delfino,2009,Playoffs,Blocks,0.29
3703,Antonio McDyess,2009,Playoffs,Blocks,0.7
3704,Ersan Ilyasova,2009,Playoffs,Blocks,0.14
3705,J.R. Smith,2009,Playoffs,Blocks,0.33
3706,Luc Mbah a Moute,2009,Playoffs,Blocks,0.0
3707,Anderson Varejao,2009,Playoffs,Blocks,0.82
3708,Kirk Hinrich,2009,Playoffs,Blocks,0.0
3709,Kenyon Martin,2009,Playoffs,Blocks,1.17
3710,Martell Webster,2009,Playoffs,Blocks,0.5
3711,Maybyner Nene,2009,Playoffs,Blocks,0.2
3712,Luke Ridnour,2009,Playoffs,Blocks,0.14
3713,Arron Afflalo,2009,Playoffs,Blocks,0.33
3714,Mario Chalmers,2009,Playoffs,Blocks,0.0
3715,Michael Beasley,2009,Playoffs,Blocks,0.0
3716,Shawn Marion,2009,Playoffs,Blocks,0.5
3717,Zaza Pachulia,2009,Playoffs,Blocks,0.64
3718,Jerry Stackhouse,2009,Playoffs,Blocks,0.14
3719,Matt Bonner,2009,Playoffs,Blocks,0.3
3720,Quentin Richardson,2009,Playoffs,Blocks,0.2
3721,Nicolas Batum,2009,Playoffs,Blocks,0.0
3722,Jason Kidd,2009,Playoffs,Blocks,0.17
3723,Lou Amundson,2009,Playoffs,Blocks,0.44
3724,Serge Ibaka,2009,Playoffs,Blocks,2.0
3725,Robin Lopez,2009,Playoffs,Blocks,0.17
3726,Raymond Felton,2009,Playoffs,Blocks,0.0
3727,Ty Lawson,2009,Playoffs,Blocks,0.0
3728,James Harden,2009,Playoffs,Blocks,0.17
3729,Nenad Krstic,2009,Playoffs,Blocks,0.67
3730,Marcin Gortat,2009,Playoffs,Blocks,0.29
3731,Flip Murray,2009,Playoffs,Blocks,0.0
3732,Rudy Fernandez,2009,Playoffs,Blocks,0.0
3733,J.J. Hickson,2009,Playoffs,Blocks,0.0
3734,Kurt Thomas,2009,Playoffs,Blocks,0.57
3735,Jamario Moon,2009,Playoffs,Blocks,0.45
3736,Taj Gibson,2009,Playoffs,Blocks,0.6
3737,DeJuan Blair,2009,Playoffs,Blocks,0.4
3738,Jason Williams,2009,Playoffs,Blocks,0.0
3739,Brendan Haywood,2009,Playoffs,Blocks,1.67
3740,Marcus Camby,2009,Playoffs,Blocks,1.17
3741,Tyrus Thomas,2009,Playoffs,Blocks,0.5
3742,J.J. Barea,2009,Playoffs,Blocks,0.17
3743,Kyrylo Fesenko,2009,Playoffs,Blocks,0.5
3744,Sasha Vujacic,2009,Playoffs,Blocks,0.0
3745,Boris Diaw,2009,Playoffs,Blocks,0.75
3746,Udonis Haslem,2009,Playoffs,Blocks,0.2
3747,Brandon Roy,2009,Playoffs,Blocks,0.0
3748,Chris Andersen,2009,Playoffs,Blocks,1.0
3749,Thabo Sefolosha,2009,Playoffs,Blocks,1.0
3750,Brad Miller,2009,Playoffs,Blocks,0.2
3751,Carlos Arroyo,2009,Playoffs,Blocks,0.0
3752,Dorell Wright,2009,Playoffs,Blocks,0.0
3753,Maurice Evans,2009,Playoffs,Blocks,0.0
3754,Ryan Anderson,2009,Playoffs,Blocks,0.22
3755,Eric Maynor,2009,Playoffs,Blocks,0.17
3756,Jermaine O'Neal,2009,Playoffs,Blocks,2.0
3757,Ronnie Price,2009,Playoffs,Blocks,0.1
3758,Juwan Howard,2009,Playoffs,Blocks,0.17
3759,Dan Gadzuric,2009,Playoffs,Blocks,0.71
3760,Nick Collison,2009,Playoffs,Blocks,0.17
3761,Luke Walton,2009,Playoffs,Blocks,0.12
3762,D.J. Augustin,2009,Playoffs,Blocks,0.25
3763,Michael Finley,2009,Playoffs,Blocks,0.0
3764,Joel Anthony,2009,Playoffs,Blocks,1.0
3765,Zydrunas Ilgauskas,2009,Playoffs,Blocks,1.0
3766,Jarron Collins,2009,Playoffs,Blocks,0.09
3767,Erick Dampier,2009,Playoffs,Blocks,1.0
3768,Roger Mason,2009,Playoffs,Blocks,0.0
3769,Kevin Durant,2010,Regular_Season,Blocks,0.97
3770,LeBron James,2010,Regular_Season,Blocks,0.63
3771,Kobe Bryant,2010,Regular_Season,Blocks,0.15
3772,Derrick Rose,2010,Regular_Season,Blocks,0.63
3773,Amar'e Stoudemire,2010,Regular_Season,Blocks,1.92
3774,Carmelo Anthony,2010,Regular_Season,Blocks,0.6
3775,Dwyane Wade,2010,Regular_Season,Blocks,1.14
3776,Monta Ellis,2010,Regular_Season,Blocks,0.29
3777,Kevin Martin,2010,Regular_Season,Blocks,0.19
3778,Blake Griffin,2010,Regular_Season,Blocks,0.55
3779,Russell Westbrook,2010,Regular_Season,Blocks,0.37
3780,Dwight Howard,2010,Regular_Season,Blocks,2.38
3781,LaMarcus Aldridge,2010,Regular_Season,Blocks,1.16
3782,Dirk Nowitzki,2010,Regular_Season,Blocks,0.64
3783,Brook Lopez,2010,Regular_Season,Blocks,1.46
3784,Danny Granger,2010,Regular_Season,Blocks,0.78
3785,Pau Gasol,2010,Regular_Season,Blocks,1.59
3786,Al Jefferson,2010,Regular_Season,Blocks,1.87
3787,Paul Pierce,2010,Regular_Season,Blocks,0.65
3788,Zach Randolph,2010,Regular_Season,Blocks,0.33
3789,Kevin Love,2010,Regular_Season,Blocks,0.38
3790,Chris Bosh,2010,Regular_Season,Blocks,0.64
3791,Luol Deng,2010,Regular_Season,Blocks,0.59
3792,Andrea Bargnani,2010,Regular_Season,Blocks,0.7
3793,DeMar DeRozan,2010,Regular_Season,Blocks,0.38
3794,Michael Beasley,2010,Regular_Season,Blocks,0.71
3795,Manu Ginobili,2010,Regular_Season,Blocks,0.35
3796,Stephen Curry,2010,Regular_Season,Blocks,0.27
3797,Tony Parker,2010,Regular_Season,Blocks,0.04
3798,Luis Scola,2010,Regular_Season,Blocks,0.59
3799,Dorell Wright,2010,Regular_Season,Blocks,0.77
3800,David West,2010,Regular_Season,Blocks,0.89
3801,Ray Allen,2010,Regular_Season,Blocks,0.2
3802,Paul Millsap,2010,Regular_Season,Blocks,0.91
3803,Joe Johnson,2010,Regular_Season,Blocks,0.1
3804,Wesley Matthews,2010,Regular_Season,Blocks,0.11
3805,Jason Terry,2010,Regular_Season,Blocks,0.16
3806,Josh Smith,2010,Regular_Season,Blocks,1.56
3807,Chris Paul,2010,Regular_Season,Blocks,0.06
3808,Jason Richardson,2010,Regular_Season,Blocks,0.16
3809,Elton Brand,2010,Regular_Season,Blocks,1.31
3810,Chauncey Billups,2010,Regular_Season,Blocks,0.19
3811,David Lee,2010,Regular_Season,Blocks,0.42
3812,Lamar Odom,2010,Regular_Season,Blocks,0.74
3813,Al Horford,2010,Regular_Season,Blocks,1.04
3814,D.J. Augustin,2010,Regular_Season,Blocks,0.04
3815,Raymond Felton,2010,Regular_Season,Blocks,0.15
3816,Jrue Holiday,2010,Regular_Season,Blocks,0.35
3817,DeMarcus Cousins,2010,Regular_Season,Blocks,0.84
3818,Gerald Wallace,2010,Regular_Season,Blocks,0.89
3819,Mike Conley,2010,Regular_Season,Blocks,0.22
3820,Steve Nash,2010,Regular_Season,Blocks,0.05
3821,J.J. Hickson,2010,Regular_Season,Blocks,0.68
3822,Wilson Chandler,2010,Regular_Season,Blocks,1.31
3823,Tayshaun Prince,2010,Regular_Season,Blocks,0.53
3824,Maybyner Nene,2010,Regular_Season,Blocks,0.97
3825,Beno Udrih,2010,Regular_Season,Blocks,0.11
3826,Rodney Stuckey,2010,Regular_Season,Blocks,0.14
3827,Devin Harris,2010,Regular_Season,Blocks,0.1
3828,Jamal Crawford,2010,Regular_Season,Blocks,0.18
3829,Ramon Sessions,2010,Regular_Season,Blocks,0.1
3830,Kevin Garnett,2010,Regular_Season,Blocks,0.79
3831,Grant Hill,2010,Regular_Season,Blocks,0.44
3832,Thaddeus Young,2010,Regular_Season,Blocks,0.32
3833,Darren Collison,2010,Regular_Season,Blocks,0.18
3834,Carlos Boozer,2010,Regular_Season,Blocks,0.31
3835,Andre Miller,2010,Regular_Season,Blocks,0.15
3836,Lou Williams,2010,Regular_Season,Blocks,0.23
3837,Roy Hibbert,2010,Regular_Season,Blocks,1.75
3838,John Salmons,2010,Regular_Season,Blocks,0.38
3839,Tim Duncan,2010,Regular_Season,Blocks,1.92
3840,Vince Carter,2010,Regular_Season,Blocks,0.27
3841,Kyle Lowry,2010,Regular_Season,Blocks,0.31
3842,C.J. Miles,2010,Regular_Season,Blocks,0.49
3843,Shawn Marion,2010,Regular_Season,Blocks,0.62
3844,James Harden,2010,Regular_Season,Blocks,0.29
3845,Jeff Green,2010,Regular_Season,Blocks,0.49
3846,Jameer Nelson,2010,Regular_Season,Blocks,0.04
3847,Nicolas Batum,2010,Regular_Season,Blocks,0.61
3848,Channing Frye,2010,Regular_Season,Blocks,1.03
3849,J.R. Smith,2010,Regular_Season,Blocks,0.2
3850,Marc Gasol,2010,Regular_Season,Blocks,1.68
3851,Andre Iguodala,2010,Regular_Season,Blocks,0.57
3852,Ty Lawson,2010,Regular_Season,Blocks,0.05
3853,Marcus Thornton,2010,Regular_Season,Blocks,0.12
3854,Boris Diaw,2010,Regular_Season,Blocks,0.56
3855,Ben Gordon,2010,Regular_Season,Blocks,0.2
3856,Glen Davis,2010,Regular_Season,Blocks,0.38
3857,Carl Landry,2010,Regular_Season,Blocks,0.42
3858,Richard Jefferson,2010,Regular_Season,Blocks,0.42
3859,George Hill,2010,Regular_Season,Blocks,0.28
3860,Hedo Turkoglu,2010,Regular_Season,Blocks,0.42
3861,Jared Dudley,2010,Regular_Season,Blocks,0.24
3862,Arron Afflalo,2010,Regular_Season,Blocks,0.45
3863,Toney Douglas,2010,Regular_Season,Blocks,0.05
3864,Brandon Bass,2010,Regular_Season,Blocks,0.68
3865,Luke Ridnour,2010,Regular_Season,Blocks,0.14
3866,Charlie Villanueva,2010,Regular_Season,Blocks,0.55
3867,Marco Belinelli,2010,Regular_Season,Blocks,0.08
3868,Trevor Ariza,2010,Regular_Season,Blocks,0.41
3869,Marcin Gortat,2010,Regular_Season,Blocks,1.14
3870,Serge Ibaka,2010,Regular_Season,Blocks,2.41
3871,O.J. Mayo,2010,Regular_Season,Blocks,0.37
3872,JaVale McGee,2010,Regular_Season,Blocks,2.44
3873,Landry Fields,2010,Regular_Season,Blocks,0.21
3874,Gary Neal,2010,Regular_Season,Blocks,0.05
3875,Jodie Meeks,2010,Regular_Season,Blocks,0.05
3876,J.J. Barea,2010,Regular_Season,Blocks,0.01
3877,Tyler Hansbrough,2010,Regular_Season,Blocks,0.21
3878,Chase Budinger,2010,Regular_Season,Blocks,0.23
3879,Al Harrington,2010,Regular_Season,Blocks,0.14
3880,Travis Outlaw,2010,Regular_Season,Blocks,0.44
3881,Gilbert Arenas,2010,Regular_Season,Blocks,0.3
3882,Greg Monroe,2010,Regular_Season,Blocks,0.56
3883,Tyson Chandler,2010,Regular_Season,Blocks,1.08
3884,Emeka Okafor,2010,Regular_Season,Blocks,1.76
3885,Kris Humphries,2010,Regular_Season,Blocks,1.08
3886,Reggie Williams,2010,Regular_Season,Blocks,0.04
3887,Kirk Hinrich,2010,Regular_Season,Blocks,0.24
3888,Jarrett Jack,2010,Regular_Season,Blocks,0.07
3889,Darrell Arthur,2010,Regular_Season,Blocks,0.79
3890,Rajon Rondo,2010,Regular_Season,Blocks,0.16
3891,Shannon Brown,2010,Regular_Season,Blocks,0.2
3892,Wesley Johnson,2010,Regular_Season,Blocks,0.68
3893,Jordan Farmar,2010,Regular_Season,Blocks,0.08
3894,Metta World Peace,2010,Regular_Season,Blocks,0.44
3895,Amir Johnson,2010,Regular_Season,Blocks,1.22
3896,Mike Bibby,2010,Regular_Season,Blocks,0.11
3897,Ryan Anderson,2010,Regular_Season,Blocks,0.59
3898,Kyle Korver,2010,Regular_Season,Blocks,0.24
3899,Marvin Williams,2010,Regular_Season,Blocks,0.35
3900,DeJuan Blair,2010,Regular_Season,Blocks,0.52
3901,Courtney Lee,2010,Regular_Season,Blocks,0.22
3902,Willie Green,2010,Regular_Season,Blocks,0.17
3903,Hakim Warrick,2010,Regular_Season,Blocks,0.11
3904,Rudy Fernandez,2010,Regular_Season,Blocks,0.18
3905,Jason Thompson,2010,Regular_Season,Blocks,0.59
3906,Jerryd Bayless,2010,Regular_Season,Blocks,0.07
3907,Samuel Dalembert,2010,Regular_Season,Blocks,1.45
3908,Tony Allen,2010,Regular_Season,Blocks,0.61
3909,Jason Kidd,2010,Regular_Season,Blocks,0.36
3910,Shane Battier,2010,Regular_Season,Blocks,0.99
3911,Omri Casspi,2010,Regular_Season,Blocks,0.18
3912,Brandon Rush,2010,Regular_Season,Blocks,0.52
3913,Anthony Parker,2010,Regular_Season,Blocks,0.14
3914,Spencer Hawes,2010,Regular_Season,Blocks,0.88
3915,Chuck Hayes,2010,Regular_Season,Blocks,0.66
3916,Nenad Krstic,2010,Regular_Season,Blocks,0.35
3917,Tracy McGrady,2010,Regular_Season,Blocks,0.47
3918,Sam Young,2010,Regular_Season,Blocks,0.29
3919,Keyon Dooling,2010,Regular_Season,Blocks,0.05
3920,Taj Gibson,2010,Regular_Season,Blocks,1.32
3921,DeAndre Jordan,2010,Regular_Season,Blocks,1.78
3922,Evan Turner,2010,Regular_Season,Blocks,0.18
3923,Derek Fisher,2010,Regular_Season,Blocks,0.1
3924,Corey Brewer,2010,Regular_Season,Blocks,0.23
3925,Ryan Gomes,2010,Regular_Season,Blocks,0.16
3926,Eric Bledsoe,2010,Regular_Season,Blocks,0.32
3927,Austin Daye,2010,Regular_Season,Blocks,0.54
3928,Nazr Mohammed,2010,Regular_Season,Blocks,0.75
3929,Josh McRoberts,2010,Regular_Season,Blocks,0.79
3930,Derrick Favors,2010,Regular_Season,Blocks,0.87
3931,Luc Mbah a Moute,2010,Regular_Season,Blocks,0.35
3932,Al Thornton,2010,Regular_Season,Blocks,0.17
3933,Goran Dragic,2010,Regular_Season,Blocks,0.14
3934,Ronnie Brewer,2010,Regular_Season,Blocks,0.27
3935,Dante Cunningham,2010,Regular_Season,Blocks,0.55
3936,Matt Bonner,2010,Regular_Season,Blocks,0.32
3937,Shaun Livingston,2010,Regular_Season,Blocks,0.4
3938,James Jones,2010,Regular_Season,Blocks,0.23
3939,Maurice Evans,2010,Regular_Season,Blocks,0.19
3940,Al-Farouq Aminu,2010,Regular_Season,Blocks,0.31
3941,Mario Chalmers,2010,Regular_Season,Blocks,0.1
3942,Jordan Hill,2010,Regular_Season,Blocks,0.72
3943,C.J. Watson,2010,Regular_Season,Blocks,0.13
3944,Thabo Sefolosha,2010,Regular_Season,Blocks,0.48
3945,Antonio McDyess,2010,Regular_Season,Blocks,0.53
3946,Gordon Hayward,2010,Regular_Season,Blocks,0.26
3947,DeShawn Stevenson,2010,Regular_Season,Blocks,0.07
3948,Vladimir Radmanovic,2010,Regular_Season,Blocks,0.59
3949,Ryan Hollins,2010,Regular_Season,Blocks,0.6
3950,Jeff Teague,2010,Regular_Season,Blocks,0.36
3951,Zydrunas Ilgauskas,2010,Regular_Season,Blocks,0.81
3952,Keith Bogans,2010,Regular_Season,Blocks,0.11
3953,Zaza Pachulia,2010,Regular_Season,Blocks,0.28
3954,Eric Maynor,2010,Regular_Season,Blocks,0.07
3955,Earl Watson,2010,Regular_Season,Blocks,0.21
3956,Jason Smith,2010,Regular_Season,Blocks,0.42
3957,Nick Collison,2010,Regular_Season,Blocks,0.44
3958,Brendan Haywood,2010,Regular_Season,Blocks,1.03
3959,Steve Blake,2010,Regular_Season,Blocks,0.04
3960,Johan Petro,2010,Regular_Season,Blocks,0.44
3961,Greivis Vasquez,2010,Regular_Season,Blocks,0.06
3962,Omer Asik,2010,Regular_Season,Blocks,0.68
3963,Joel Anthony,2010,Regular_Season,Blocks,1.24
3964,Dirk Nowitzki,2010,Playoffs,Blocks,0.62
3965,Dwyane Wade,2010,Playoffs,Blocks,1.33
3966,LeBron James,2010,Playoffs,Blocks,1.24
3967,Kevin Durant,2010,Playoffs,Blocks,1.12
3968,Derrick Rose,2010,Playoffs,Blocks,0.69
3969,Russell Westbrook,2010,Playoffs,Blocks,0.35
3970,Chris Bosh,2010,Playoffs,Blocks,0.9
3971,Jason Terry,2010,Playoffs,Blocks,0.14
3972,Zach Randolph,2010,Playoffs,Blocks,0.77
