,Player,Season,Stage,2PT_3PT_eFG,per_game
3430,Jeff Hornacek,1999,Playoffs,2PT_%,42.5
3431,Jeff Hornacek,1999,Regular_Season,2PT_%,49.49
3432,Jeff McInnis,2000,Regular_Season,2PT_%,48.16
3433,Jeff McInnis,2001,Regular_Season,2PT_%,43.74
3434,Jeff McInnis,2002,Playoffs,2PT_%,39.13
3435,Jeff McInnis,2002,Regular_Season,2PT_%,46.91
3436,Jeff McInnis,2003,Regular_Season,2PT_%,46.45
3437,Jeff McInnis,2004,Regular_Season,2PT_%,43.93
3438,Jeff Teague,2009,Regular_Season,2PT_%,42.56
3439,Jeff Teague,2010,Playoffs,2PT_%,55.38
3440,Jeff Teague,2010,Regular_Season,2PT_%,44.92
3441,Jeff Teague,2011,Playoffs,2PT_%,41.07
3442,Jeff Teague,2011,Regular_Season,2PT_%,51.43
3443,Jeff Teague,2012,Playoffs,2PT_%,33.8
3444,Jeff Teague,2012,Regular_Season,2PT_%,48.21
3445,Jeff Teague,2013,Playoffs,2PT_%,41.18
3446,Jeff Teague,2013,Regular_Season,2PT_%,46.87
3447,Jeff Teague,2014,Playoffs,2PT_%,44.25
3448,Jeff Teague,2014,Regular_Season,2PT_%,49.56
3449,Jeff Teague,2015,Playoffs,2PT_%,43.53
3450,Jeff Teague,2015,Regular_Season,2PT_%,45.44
3451,Jeff Teague,2016,Playoffs,2PT_%,46.43
3452,Jeff Teague,2016,Regular_Season,2PT_%,47.49
3453,Jeff Teague,2017,Playoffs,2PT_%,48.48
3454,Jeff Teague,2017,Regular_Season,2PT_%,47.7
3455,Jeff Teague,2019,Regular_Season,2PT_%,45.7
3456,Jeffery Taylor,2012,Regular_Season,2PT_%,48.57
3457,Jelani McCoy,2000,Regular_Season,2PT_%,52.27
3458,Jerami Grant,2015,Regular_Season,2PT_%,47.68
3459,Jerami Grant,2016,Playoffs,2PT_%,68.0
3460,Jerami Grant,2016,Regular_Season,2PT_%,51.42
3461,Jerami Grant,2017,Playoffs,2PT_%,59.26
3462,Jerami Grant,2017,Regular_Season,2PT_%,61.27
3463,Jerami Grant,2018,Playoffs,2PT_%,55.0
3464,Jerami Grant,2018,Regular_Season,2PT_%,55.47
3465,Jerami Grant,2019,Playoffs,2PT_%,50.0
3466,Jerami Grant,2019,Regular_Season,2PT_%,53.66
3467,Jeremy Lamb,2013,Playoffs,2PT_%,53.57
3468,Jeremy Lamb,2013,Regular_Season,2PT_%,48.34
3469,Jeremy Lamb,2016,Regular_Season,2PT_%,53.62
3470,Jeremy Lamb,2017,Regular_Season,2PT_%,49.48
3471,Jeremy Lamb,2018,Regular_Season,2PT_%,48.69
3472,Jeremy Lamb,2019,Regular_Season,2PT_%,50.78
3473,Jeremy Lin,2012,Playoffs,2PT_%,33.33
3474,Jeremy Lin,2012,Regular_Season,2PT_%,48.28
3475,Jeremy Lin,2013,Playoffs,2PT_%,52.63
3476,Jeremy Lin,2013,Regular_Season,2PT_%,49.19
3477,Jeremy Lin,2014,Regular_Season,2PT_%,44.35
3478,Jeremy Lin,2015,Playoffs,2PT_%,46.94
3479,Jeremy Lin,2015,Regular_Season,2PT_%,44.62
3480,Jeremy Lin,2018,Regular_Season,2PT_%,51.69
3481,Jerian Grant,2015,Regular_Season,2PT_%,45.36
3482,Jerian Grant,2016,Regular_Season,2PT_%,47.31
3483,Jerian Grant,2017,Regular_Season,2PT_%,46.84
3484,Jerian Grant,2018,Regular_Season,2PT_%,47.27
3485,Jermaine O'Neal,1999,Regular_Season,2PT_%,48.87
3486,Jermaine O'Neal,2000,Playoffs,2PT_%,44.74
3487,Jermaine O'Neal,2000,Regular_Season,2PT_%,46.81
3488,Jermaine O'Neal,2001,Playoffs,2PT_%,45.33
3489,Jermaine O'Neal,2001,Regular_Season,2PT_%,48.44
3490,Jermaine O'Neal,2002,Playoffs,2PT_%,48.31
3491,Jermaine O'Neal,2002,Regular_Season,2PT_%,48.67
3492,Jermaine O'Neal,2003,Playoffs,2PT_%,42.91
3493,Jermaine O'Neal,2003,Regular_Season,2PT_%,43.85
3494,Jermaine O'Neal,2004,Playoffs,2PT_%,38.89
3495,Jermaine O'Neal,2005,Playoffs,2PT_%,53.66
3496,Jermaine O'Neal,2008,Playoffs,2PT_%,54.9
3497,Jermaine O'Neal,2008,Regular_Season,2PT_%,47.46
3498,Jermaine O'Neal,2009,Playoffs,2PT_%,20.45
3499,Jermaine O'Neal,2009,Regular_Season,2PT_%,53.03
3500,Jermaine O'Neal,2010,Playoffs,2PT_%,48.84
3501,Jermaine O'Neal,2013,Playoffs,2PT_%,56.25
3502,Jerome James,2001,Playoffs,2PT_%,39.13
3503,Jerome James,2004,Playoffs,2PT_%,51.35
3504,Jerome James,2004,Regular_Season,2PT_%,51.18
3505,Jerome Kersey,1999,Regular_Season,2PT_%,42.32
3506,Jerome Moiso,2002,Playoffs,2PT_%,62.5
3507,Jerome Robinson,2019,Regular_Season,2PT_%,42.04
3508,Jerome Williams,1999,Playoffs,2PT_%,50.0
3509,Jerome Williams,1999,Regular_Season,2PT_%,56.73
3510,Jerome Williams,2000,Playoffs,2PT_%,50.0
3511,Jerome Williams,2000,Regular_Season,2PT_%,46.74
3512,Jerome Williams,2001,Playoffs,2PT_%,42.42
3513,Jerome Williams,2001,Regular_Season,2PT_%,48.97
3514,Jerome Williams,2002,Regular_Season,2PT_%,50.28
3515,Jerome Williams,2004,Regular_Season,2PT_%,51.26
3516,Jerry Stackhouse,1999,Playoffs,2PT_%,40.38
3517,Jerry Stackhouse,1999,Regular_Season,2PT_%,46.25
3518,Jerry Stackhouse,2000,Regular_Season,2PT_%,41.82
3519,Jerry Stackhouse,2001,Playoffs,2PT_%,31.25
3520,Jerry Stackhouse,2001,Regular_Season,2PT_%,42.98
3521,Jerry Stackhouse,2002,Regular_Season,2PT_%,43.93
3522,Jerry Stackhouse,2004,Playoffs,2PT_%,38.24
3523,Jerry Stackhouse,2005,Playoffs,2PT_%,42.18
3524,Jerry Stackhouse,2005,Regular_Season,2PT_%,43.55
3525,Jerry Stackhouse,2006,Playoffs,2PT_%,34.29
3526,Jerry Stackhouse,2006,Regular_Season,2PT_%,44.31
3527,Jerry Stackhouse,2007,Playoffs,2PT_%,38.46
3528,Jerry Stackhouse,2009,Playoffs,2PT_%,32.14
3529,Jerryd Bayless,2009,Playoffs,2PT_%,44.0
3530,Jerryd Bayless,2009,Regular_Season,2PT_%,43.73
3531,Jerryd Bayless,2010,Regular_Season,2PT_%,45.55
3532,Jerryd Bayless,2012,Playoffs,2PT_%,39.74
3533,Jerryd Bayless,2012,Regular_Season,2PT_%,45.0
3534,Jerryd Bayless,2013,Regular_Season,2PT_%,42.47
3535,Jerryd Bayless,2014,Playoffs,2PT_%,35.71
3536,Jerryd Bayless,2014,Regular_Season,2PT_%,46.21
3537,Jeryl Sasser,2002,Regular_Season,2PT_%,31.29
3538,Jevon Carter,2019,Regular_Season,2PT_%,40.21
3539,Jim Jackson,1999,Regular_Season,2PT_%,41.85
3540,Jim Jackson,2002,Playoffs,2PT_%,51.43
3541,Jim Jackson,2002,Regular_Season,2PT_%,43.99
3542,Jim Jackson,2003,Playoffs,2PT_%,47.73
3543,Jim Jackson,2003,Regular_Season,2PT_%,44.44
3544,Jim Jackson,2004,Playoffs,2PT_%,46.27
3545,Jim Jackson,2004,Regular_Season,2PT_%,43.9
3546,Jimmer Fredette,2011,Regular_Season,2PT_%,40.87
3547,Jimmy Butler,2012,Playoffs,2PT_%,44.87
3548,Jimmy Butler,2012,Regular_Season,2PT_%,48.89
3549,Jimmy Butler,2013,Playoffs,2PT_%,43.24
3550,Jimmy Butler,2013,Regular_Season,2PT_%,45.7
3551,Jimmy Butler,2014,Playoffs,2PT_%,46.81
3552,Jimmy Butler,2014,Regular_Season,2PT_%,48.4
3553,Jimmy Butler,2016,Playoffs,2PT_%,47.06
3554,Jimmy Butler,2016,Regular_Season,2PT_%,47.71
3555,Jimmy Butler,2017,Playoffs,2PT_%,43.48
3556,Jimmy Butler,2017,Regular_Season,2PT_%,50.9
3557,Jimmy Butler,2018,Playoffs,2PT_%,51.54
3558,Jimmy Butler,2018,Regular_Season,2PT_%,49.37
3559,Jimmy Butler,2019,Playoffs,2PT_%,51.19
3560,Jimmy Butler,2019,Regular_Season,2PT_%,49.45
3561,Jiri Welsch,2003,Playoffs,2PT_%,52.63
3562,Jiri Welsch,2003,Regular_Season,2PT_%,44.78
3563,Jiri Welsch,2004,Regular_Season,2PT_%,44.06
3564,Joakim Noah,2007,Regular_Season,2PT_%,48.36
3565,Joakim Noah,2008,Playoffs,2PT_%,50.98
3566,Joakim Noah,2008,Regular_Season,2PT_%,55.8
3567,Joakim Noah,2009,Playoffs,2PT_%,52.83
3568,Joakim Noah,2009,Regular_Season,2PT_%,50.38
3569,Joakim Noah,2010,Playoffs,2PT_%,41.13
3570,Joakim Noah,2011,Playoffs,2PT_%,73.08
3571,Joakim Noah,2011,Regular_Season,2PT_%,50.92
3572,Joakim Noah,2012,Playoffs,2PT_%,43.7
3573,Joakim Noah,2012,Regular_Season,2PT_%,48.48
3574,Joakim Noah,2013,Playoffs,2PT_%,51.22
3575,Joakim Noah,2013,Regular_Season,2PT_%,47.62
3576,Joakim Noah,2014,Playoffs,2PT_%,40.79
3577,Joakim Noah,2014,Regular_Season,2PT_%,44.71
3578,Jodie Meeks,2010,Playoffs,2PT_%,38.46
3579,Jodie Meeks,2010,Regular_Season,2PT_%,46.85
3580,Jodie Meeks,2011,Playoffs,2PT_%,46.15
3581,Jodie Meeks,2011,Regular_Season,2PT_%,46.77
3582,Jodie Meeks,2012,Regular_Season,2PT_%,44.15
3583,Jodie Meeks,2013,Regular_Season,2PT_%,51.43
3584,Jodie Meeks,2017,Regular_Season,2PT_%,46.45
3585,Jodie Meeks,2018,Playoffs,2PT_%,43.75
3586,Joe Harris,2017,Regular_Season,2PT_%,58.94
3587,Joe Harris,2018,Playoffs,2PT_%,54.55
3588,Joe Harris,2018,Regular_Season,2PT_%,52.76
3589,Joe Harris,2019,Regular_Season,2PT_%,55.29
3590,Joe Ingles,2014,Regular_Season,2PT_%,49.34
3591,Joe Ingles,2015,Regular_Season,2PT_%,53.09
3592,Joe Ingles,2016,Playoffs,2PT_%,47.62
3593,Joe Ingles,2016,Regular_Season,2PT_%,47.09
3594,Joe Ingles,2017,Playoffs,2PT_%,50.0
3595,Joe Ingles,2017,Regular_Season,2PT_%,51.57
3596,Joe Ingles,2018,Playoffs,2PT_%,50.0
3597,Joe Ingles,2018,Regular_Season,2PT_%,53.29
3598,Joe Ingles,2019,Playoffs,2PT_%,57.14
3599,Joe Ingles,2019,Regular_Season,2PT_%,52.5
3600,Joe Johnson,2001,Regular_Season,2PT_%,46.92
3601,Joe Johnson,2002,Playoffs,2PT_%,31.58
3602,Joe Johnson,2002,Regular_Season,2PT_%,40.78
3603,Joe Johnson,2003,Regular_Season,2PT_%,46.32
3604,Joe Johnson,2004,Playoffs,2PT_%,48.31
3605,Joe Johnson,2004,Regular_Season,2PT_%,45.36
3606,Joe Johnson,2005,Regular_Season,2PT_%,48.7
3607,Joe Johnson,2006,Regular_Season,2PT_%,50.42
3608,Joe Johnson,2007,Playoffs,2PT_%,39.24
3609,Joe Johnson,2007,Regular_Season,2PT_%,45.39
3610,Joe Johnson,2008,Playoffs,2PT_%,43.61
3611,Joe Johnson,2008,Regular_Season,2PT_%,46.82
3612,Joe Johnson,2009,Playoffs,2PT_%,43.04
3613,Joe Johnson,2009,Regular_Season,2PT_%,48.84
3614,Joe Johnson,2010,Playoffs,2PT_%,44.23
3615,Joe Johnson,2010,Regular_Season,2PT_%,49.36
3616,Joe Johnson,2011,Playoffs,2PT_%,43.94
3617,Joe Johnson,2011,Regular_Season,2PT_%,48.93
3618,Joe Johnson,2012,Playoffs,2PT_%,51.56
3619,Joe Johnson,2012,Regular_Season,2PT_%,45.21
3620,Joe Johnson,2013,Playoffs,2PT_%,58.02
3621,Joe Johnson,2013,Regular_Season,2PT_%,48.86
3622,Joe Johnson,2014,Playoffs,2PT_%,41.51
3623,Joe Johnson,2014,Regular_Season,2PT_%,47.24
3624,Joe Johnson,2015,Playoffs,2PT_%,49.11
3625,Joe Johnson,2015,Regular_Season,2PT_%,47.07
3626,Joe Johnson,2016,Playoffs,2PT_%,48.86
3627,Joe Johnson,2016,Regular_Season,2PT_%,45.38
3628,Joe Johnson,2017,Regular_Season,2PT_%,49.3
3629,Joe Smith,1999,Playoffs,2PT_%,50.0
3630,Joe Smith,1999,Regular_Season,2PT_%,46.3
3631,Joe Smith,2001,Regular_Season,2PT_%,51.04
3632,Joe Smith,2003,Playoffs,2PT_%,50.0
3633,Joe Smith,2003,Regular_Season,2PT_%,44.1
3634,Joe Smith,2004,Regular_Season,2PT_%,51.45
3635,Joe Smith,2005,Playoffs,2PT_%,48.48
3636,Joe Smith,2007,Playoffs,2PT_%,49.32
3637,Joe Smith,2007,Regular_Season,2PT_%,48.0
3638,Joe Smith,2008,Playoffs,2PT_%,44.44
3639,Joe Smith,2008,Regular_Season,2PT_%,46.93
3640,Joel Anthony,2008,Playoffs,2PT_%,80.0
3641,Joel Anthony,2008,Regular_Season,2PT_%,48.31
3642,Joel Anthony,2009,Playoffs,2PT_%,71.43
3643,Joel Anthony,2009,Regular_Season,2PT_%,47.8
3644,Joel Anthony,2010,Playoffs,2PT_%,36.73
3645,Joel Anthony,2010,Regular_Season,2PT_%,53.54
3646,Joel Anthony,2011,Playoffs,2PT_%,58.62
3647,Joel Anthony,2011,Regular_Season,2PT_%,55.92
3648,Joel Anthony,2012,Playoffs,2PT_%,30.0
3649,Joel Anthony,2012,Regular_Season,2PT_%,51.47
3650,Joel Embiid,2017,Playoffs,2PT_%,47.71
3651,Joel Embiid,2017,Regular_Season,2PT_%,52.73
3652,Joel Embiid,2018,Playoffs,2PT_%,46.67
3653,Joel Embiid,2018,Regular_Season,2PT_%,53.53
3654,Joel Embiid,2019,Playoffs,2PT_%,51.72
3655,Joel Embiid,2019,Regular_Season,2PT_%,51.67
3656,Joel Przybilla,2001,Regular_Season,2PT_%,53.9
3657,Joel Przybilla,2004,Regular_Season,2PT_%,59.76
3658,Joel Przybilla,2007,Regular_Season,2PT_%,57.83
3659,Joel Przybilla,2008,Playoffs,2PT_%,55.56
3660,Joel Przybilla,2008,Regular_Season,2PT_%,62.69
3661,Joey Dorsey,2014,Regular_Season,2PT_%,55.56
3662,Joey Graham,2005,Regular_Season,2PT_%,51.68
3663,Joey Graham,2006,Playoffs,2PT_%,30.0
3664,Joey Graham,2006,Regular_Season,2PT_%,51.26
3665,Joey Graham,2008,Regular_Season,2PT_%,49.14
3666,Joffrey Lauvergne,2016,Regular_Season,2PT_%,48.32
3667,Johan Petro,2006,Regular_Season,2PT_%,51.6
3668,Johan Petro,2007,Regular_Season,2PT_%,42.01
3669,Johan Petro,2010,Regular_Season,2PT_%,45.1
3670,Johan Petro,2011,Regular_Season,2PT_%,41.7
3671,Johan Petro,2012,Playoffs,2PT_%,51.85
3672,John Amaechi,1999,Regular_Season,2PT_%,43.95
3673,John Amaechi,2000,Regular_Season,2PT_%,40.51
3674,John Collins,2017,Regular_Season,2PT_%,59.84
3675,John Collins,2018,Regular_Season,2PT_%,60.92
3676,John Crotty,1999,Regular_Season,2PT_%,42.69
3677,John Henson,2013,Regular_Season,2PT_%,53.92
3678,John Henson,2014,Playoffs,2PT_%,60.0
3679,John Henson,2014,Regular_Season,2PT_%,56.65
3680,John Henson,2016,Regular_Season,2PT_%,51.62
3681,John Henson,2017,Regular_Season,2PT_%,57.78
3682,John Henson,2018,Regular_Season,2PT_%,55.56
3683,John Holland,2018,Regular_Season,2PT_%,
3684,John Lucas,2011,Playoffs,2PT_%,48.15
3685,John Salley,1999,Playoffs,2PT_%,38.46
3686,John Salmons,2002,Regular_Season,2PT_%,44.71
3687,John Salmons,2003,Regular_Season,2PT_%,41.26
3688,John Salmons,2005,Regular_Season,2PT_%,44.47
3689,John Salmons,2006,Regular_Season,2PT_%,48.51
3690,John Salmons,2007,Regular_Season,2PT_%,50.37
3691,John Salmons,2008,Playoffs,2PT_%,44.93
3692,John Salmons,2008,Regular_Season,2PT_%,49.3
3693,John Salmons,2009,Playoffs,2PT_%,46.51
3694,John Salmons,2009,Regular_Season,2PT_%,46.77
3695,John Salmons,2010,Regular_Season,2PT_%,42.71
3696,John Salmons,2012,Regular_Season,2PT_%,42.03
3697,John Salmons,2013,Playoffs,2PT_%,60.0
3698,John Salmons,2013,Regular_Season,2PT_%,34.8
3699,John Starks,2000,Regular_Season,2PT_%,41.47
3700,John Stockton,1999,Playoffs,2PT_%,47.89
3701,John Stockton,1999,Regular_Season,2PT_%,52.98
3702,John Stockton,2000,Playoffs,2PT_%,58.62
3703,John Stockton,2000,Regular_Season,2PT_%,51.45
3704,John Stockton,2001,Playoffs,2PT_%,48.48
3705,John Stockton,2001,Regular_Season,2PT_%,53.95
3706,John Stockton,2002,Playoffs,2PT_%,47.37
3707,John Stockton,2002,Regular_Season,2PT_%,50.0
3708,John Wall,2011,Regular_Season,2PT_%,44.01
3709,John Wall,2013,Playoffs,2PT_%,40.15
3710,John Wall,2013,Regular_Season,2PT_%,45.77
3711,John Wall,2014,Playoffs,2PT_%,43.01
3712,John Wall,2014,Regular_Season,2PT_%,47.84
3713,John Wall,2015,Regular_Season,2PT_%,44.76
3714,John Wall,2016,Playoffs,2PT_%,48.18
3715,John Wall,2016,Regular_Season,2PT_%,47.98
3716,John Wall,2017,Playoffs,2PT_%,49.06
3717,John Wall,2018,Regular_Season,2PT_%,50.65
3718,Johnny Newman,1999,Regular_Season,2PT_%,47.58
3719,Johnny Newman,2000,Regular_Season,2PT_%,44.7
3720,Jon Barry,1999,Playoffs,2PT_%,22.22
3721,Jon Barry,2001,Playoffs,2PT_%,52.17
3722,Jon Barry,2001,Regular_Season,2PT_%,50.57
3723,Jon Barry,2002,Playoffs,2PT_%,38.1
3724,Jon Barry,2002,Regular_Season,2PT_%,49.52
3725,Jon Barry,2003,Playoffs,2PT_%,33.33
3726,Jon Barry,2004,Playoffs,2PT_%,40.0
3727,Jon Barry,2004,Regular_Season,2PT_%,44.33
3728,Jon Leuer,2016,Regular_Season,2PT_%,54.49
3729,Jonah Bolden,2018,Playoffs,2PT_%,33.33
3730,Jonas Jerebko,2009,Regular_Season,2PT_%,52.05
3731,Jonas Jerebko,2011,Regular_Season,2PT_%,51.87
3732,Jonas Jerebko,2014,Playoffs,2PT_%,45.45
3733,Jonas Jerebko,2014,Regular_Season,2PT_%,48.12
3734,Jonas Jerebko,2015,Playoffs,2PT_%,62.5
3735,Jonas Jerebko,2015,Regular_Season,2PT_%,42.13
3736,Jonas Jerebko,2016,Playoffs,2PT_%,62.5
3737,Jonas Jerebko,2016,Regular_Season,2PT_%,52.27
3738,Jonas Jerebko,2017,Playoffs,2PT_%,53.85
3739,Jonas Jerebko,2017,Regular_Season,2PT_%,51.09
3740,Jonas Jerebko,2018,Playoffs,2PT_%,30.43
3741,Jonas Jerebko,2018,Regular_Season,2PT_%,56.29
3742,Jonas Valanciunas,2012,Regular_Season,2PT_%,55.74
3743,Jonas Valanciunas,2013,Playoffs,2PT_%,63.27
3744,Jonas Valanciunas,2013,Regular_Season,2PT_%,53.19
3745,Jonas Valanciunas,2014,Playoffs,2PT_%,50.0
3746,Jonas Valanciunas,2014,Regular_Season,2PT_%,57.3
3747,Jonas Valanciunas,2015,Playoffs,2PT_%,56.67
3748,Jonas Valanciunas,2016,Playoffs,2PT_%,55.0
3749,Jonas Valanciunas,2016,Regular_Season,2PT_%,55.71
3750,Jonas Valanciunas,2017,Playoffs,2PT_%,54.9
3751,Jonas Valanciunas,2017,Regular_Season,2PT_%,58.73
3752,Jonas Valanciunas,2019,Regular_Season,2PT_%,61.73
3753,Jonathan Bender,2001,Regular_Season,2PT_%,45.67
3754,Jonathan Bender,2003,Playoffs,2PT_%,43.18
3755,Jonathan Isaac,2018,Playoffs,2PT_%,35.0
3756,Jonathan Isaac,2018,Regular_Season,2PT_%,51.01
3757,Jonathon Simmons,2016,Playoffs,2PT_%,49.49
3758,Jonathon Simmons,2016,Regular_Season,2PT_%,46.08
3759,Jonathon Simmons,2017,Regular_Season,2PT_%,51.17
3760,Jonny Flynn,2009,Regular_Season,2PT_%,43.42
3761,Jordan Bell,2017,Playoffs,2PT_%,54.84
3762,Jordan Bell,2017,Regular_Season,2PT_%,64.09
3763,Jordan Bell,2018,Playoffs,2PT_%,54.84
3764,Jordan Bell,2018,Regular_Season,2PT_%,52.11
3765,Jordan Clarkson,2015,Regular_Season,2PT_%,46.79
3766,Jordan Clarkson,2016,Regular_Season,2PT_%,50.35
3767,Jordan Clarkson,2017,Playoffs,2PT_%,33.77
3768,Jordan Clarkson,2017,Regular_Season,2PT_%,50.0
3769,Jordan Clarkson,2018,Regular_Season,2PT_%,52.38
3770,Jordan Clarkson,2019,Playoffs,2PT_%,58.33
3771,Jordan Clarkson,2019,Regular_Season,2PT_%,53.3
3772,Jordan Crawford,2011,Regular_Season,2PT_%,45.08
3773,Jordan Crawford,2012,Regular_Season,2PT_%,45.51
3774,Jordan Crawford,2013,Regular_Season,2PT_%,47.12
3775,Jordan Farmar,2006,Playoffs,2PT_%,55.56
3776,Jordan Farmar,2006,Regular_Season,2PT_%,50.32
3777,Jordan Farmar,2007,Playoffs,2PT_%,38.03
3778,Jordan Farmar,2007,Regular_Season,2PT_%,54.63
3779,Jordan Farmar,2008,Playoffs,2PT_%,45.83
3780,Jordan Farmar,2008,Regular_Season,2PT_%,42.11
3781,Jordan Farmar,2009,Playoffs,2PT_%,40.91
3782,Jordan Farmar,2009,Regular_Season,2PT_%,48.25
3783,Jordan Farmar,2010,Regular_Season,2PT_%,42.07
3784,Jordan Farmar,2015,Playoffs,2PT_%,31.58
3785,Jordan Hill,2010,Regular_Season,2PT_%,49.43
3786,Jordan Hill,2011,Playoffs,2PT_%,43.4
3787,Jordan Hill,2013,Regular_Season,2PT_%,55.0
3788,Jordan Hill,2014,Regular_Season,2PT_%,46.21
3789,Jordan Hill,2015,Regular_Season,2PT_%,50.73
3790,Jordan Poole,2019,Regular_Season,2PT_%,39.24
3791,Jose Calderon,2006,Playoffs,2PT_%,56.14
3792,Jose Calderon,2006,Regular_Season,2PT_%,55.35
3793,Jose Calderon,2007,Playoffs,2PT_%,41.38
3794,Jose Calderon,2007,Regular_Season,2PT_%,55.07
3795,Jose Calderon,2011,Regular_Season,2PT_%,50.0
3796,Jose Calderon,2012,Regular_Season,2PT_%,51.56
3797,Jose Calderon,2013,Playoffs,2PT_%,45.24
3798,Jose Calderon,2013,Regular_Season,2PT_%,46.44
3799,Jose Calderon,2015,Regular_Season,2PT_%,49.6
3800,Jose Calderon,2016,Playoffs,2PT_%,63.64
3801,Jose Calderon,2017,Playoffs,2PT_%,62.5
3802,Jose Calderon,2017,Regular_Season,2PT_%,54.55
3803,Josh Boone,2006,Playoffs,2PT_%,50.0
3804,Josh Boone,2006,Regular_Season,2PT_%,57.89
3805,Josh Boone,2007,Regular_Season,2PT_%,54.84
3806,Josh Childress,2004,Regular_Season,2PT_%,49.32
3807,Josh Childress,2005,Regular_Season,2PT_%,56.04
3808,Josh Childress,2007,Playoffs,2PT_%,55.0
3809,Josh Childress,2007,Regular_Season,2PT_%,59.45
3810,Josh Hart,2017,Regular_Season,2PT_%,55.06
3811,Josh Hart,2018,Regular_Season,2PT_%,51.05
3812,Josh Hart,2019,Regular_Season,2PT_%,58.43
3813,Josh Howard,2003,Playoffs,2PT_%,22.58
3814,Josh Howard,2003,Regular_Season,2PT_%,44.85
3815,Josh Howard,2004,Playoffs,2PT_%,53.24
3816,Josh Howard,2004,Regular_Season,2PT_%,50.59
3817,Josh Howard,2005,Playoffs,2PT_%,47.54
3818,Josh Howard,2005,Regular_Season,2PT_%,47.5
3819,Josh Howard,2006,Playoffs,2PT_%,54.32
3820,Josh Howard,2006,Regular_Season,2PT_%,47.97
3821,Josh Howard,2007,Playoffs,2PT_%,32.26
3822,Josh Howard,2007,Regular_Season,2PT_%,48.22
3823,Josh Howard,2008,Playoffs,2PT_%,50.0
3824,Josh Howard,2011,Playoffs,2PT_%,26.67
3825,Josh Huestis,2017,Regular_Season,2PT_%,40.3
3826,Josh Jackson,2017,Regular_Season,2PT_%,46.43
3827,Josh Jackson,2018,Regular_Season,2PT_%,44.48
3828,Josh McRoberts,2010,Playoffs,2PT_%,34.78
3829,Josh McRoberts,2010,Regular_Season,2PT_%,57.67
3830,Josh McRoberts,2011,Regular_Season,2PT_%,47.75
3831,Josh McRoberts,2012,Regular_Season,2PT_%,50.97
3832,Josh McRoberts,2013,Playoffs,2PT_%,43.75
3833,Josh McRoberts,2013,Regular_Season,2PT_%,51.64
3834,Josh McRoberts,2015,Playoffs,2PT_%,59.26
3835,Josh Okogie,2018,Regular_Season,2PT_%,46.42
3836,Josh Okogie,2019,Regular_Season,2PT_%,52.87
3837,Josh Powell,2008,Playoffs,2PT_%,40.0
3838,Josh Powell,2008,Regular_Season,2PT_%,44.35
3839,Josh Powell,2009,Regular_Season,2PT_%,35.96
3840,Josh Richardson,2015,Playoffs,2PT_%,37.21
3841,Josh Richardson,2017,Playoffs,2PT_%,42.86
3842,Josh Richardson,2017,Regular_Season,2PT_%,49.54
3843,Josh Richardson,2018,Regular_Season,2PT_%,45.76
3844,Josh Richardson,2019,Playoffs,2PT_%,35.71
3845,Josh Richardson,2019,Regular_Season,2PT_%,48.61
3846,Josh Smith,2004,Regular_Season,2PT_%,46.63
3847,Josh Smith,2005,Regular_Season,2PT_%,44.43
3848,Josh Smith,2006,Regular_Season,2PT_%,47.32
3849,Josh Smith,2007,Playoffs,2PT_%,45.71
3850,Josh Smith,2007,Regular_Season,2PT_%,47.68
3851,Josh Smith,2008,Playoffs,2PT_%,45.14
3852,Josh Smith,2008,Regular_Season,2PT_%,51.44
3853,Josh Smith,2009,Playoffs,2PT_%,48.78
3854,Josh Smith,2009,Regular_Season,2PT_%,50.81
3855,Josh Smith,2010,Playoffs,2PT_%,44.9
3856,Josh Smith,2010,Regular_Season,2PT_%,50.28
3857,Josh Smith,2011,Playoffs,2PT_%,40.48
3858,Josh Smith,2011,Regular_Season,2PT_%,47.98
3859,Josh Smith,2012,Playoffs,2PT_%,48.57
3860,Josh Smith,2012,Regular_Season,2PT_%,49.85
3861,Josh Smith,2013,Regular_Season,2PT_%,46.18
3862,Josh Smith,2014,Playoffs,2PT_%,47.15
3863,Josh Smith,2014,Regular_Season,2PT_%,45.06
3864,Jrue Holiday,2009,Regular_Season,2PT_%,46.54
3865,Jrue Holiday,2010,Playoffs,2PT_%,35.14
3866,Jrue Holiday,2010,Regular_Season,2PT_%,46.98
3867,Jrue Holiday,2011,Playoffs,2PT_%,41.54
3868,Jrue Holiday,2011,Regular_Season,2PT_%,44.49
3869,Jrue Holiday,2012,Regular_Season,2PT_%,44.57
3870,Jrue Holiday,2016,Regular_Season,2PT_%,49.84
3871,Jrue Holiday,2017,Playoffs,2PT_%,60.0
3872,Jrue Holiday,2017,Regular_Season,2PT_%,55.74
3873,Jrue Holiday,2018,Regular_Season,2PT_%,53.89
3874,Jrue Holiday,2019,Regular_Season,2PT_%,50.91
3875,Juan Carlos Navarro,2007,Regular_Season,2PT_%,45.51
3876,Juan Dixon,2003,Regular_Season,2PT_%,42.82
3877,Juan Dixon,2004,Playoffs,2PT_%,44.78
3878,Juan Dixon,2004,Regular_Season,2PT_%,46.0
3879,Juan Dixon,2005,Regular_Season,2PT_%,44.85
3880,Juan Dixon,2006,Playoffs,2PT_%,46.15
3881,Juan Dixon,2006,Regular_Season,2PT_%,46.12
