,Player,Season,Stage,2PT_3PT_eFG,per_game
0,A.C. Green,1999,Playoffs,2PT_%,41.11
1,A.C. Green,1999,Regular_Season,2PT_%,44.91
2,A.C. Green,2000,Regular_Season,2PT_%,45.28
3,A.J. Price,2010,Playoffs,2PT_%,31.58
4,Aaron Brooks,2008,Playoffs,2PT_%,47.17
5,Aaron Brooks,2008,Regular_Season,2PT_%,42.83
6,Aaron Brooks,2009,Regular_Season,2PT_%,45.41
7,Aaron Brooks,2012,Playoffs,2PT_%,48.0
8,Aaron Brooks,2013,Regular_Season,2PT_%,41.14
9,Aaron Brooks,2014,Playoffs,2PT_%,37.14
10,Aaron Brooks,2014,Regular_Season,2PT_%,44.25
11,Aaron Brooks,2016,Regular_Season,2PT_%,42.44
12,Aaron Gordon,2015,Regular_Season,2PT_%,53.09
13,Aaron Gordon,2016,Regular_Season,2PT_%,52.84
14,Aaron Gordon,2017,Regular_Season,2PT_%,49.71
15,Aaron Gordon,2018,Playoffs,2PT_%,50.0
16,Aaron Gordon,2018,Regular_Season,2PT_%,49.93
17,Aaron Gordon,2019,Regular_Season,2PT_%,49.43
18,Aaron Gray,2010,Playoffs,2PT_%,69.23
19,Aaron Holiday,2019,Playoffs,2PT_%,66.67
20,Aaron Holiday,2019,Regular_Season,2PT_%,42.69
21,Aaron McKie,1999,Playoffs,2PT_%,55.88
22,Aaron McKie,1999,Regular_Season,2PT_%,42.37
23,Aaron McKie,2000,Playoffs,2PT_%,41.35
24,Aaron McKie,2000,Regular_Season,2PT_%,52.39
25,Aaron McKie,2001,Playoffs,2PT_%,46.67
26,Aaron McKie,2002,Playoffs,2PT_%,53.23
27,Aaron McKie,2002,Regular_Season,2PT_%,44.95
28,Aaron McKie,2003,Regular_Season,2PT_%,46.91
29,Aaron McKie,2004,Playoffs,2PT_%,50.0
30,Aaron McKie,2004,Regular_Season,2PT_%,51.25
31,Aaron Williams,1999,Regular_Season,2PT_%,52.57
32,Aaron Williams,2000,Regular_Season,2PT_%,45.83
33,Aaron Williams,2001,Playoffs,2PT_%,48.42
34,Aaron Williams,2001,Regular_Season,2PT_%,52.86
35,Aaron Williams,2002,Playoffs,2PT_%,47.17
36,Aaron Williams,2002,Regular_Season,2PT_%,45.43
37,Aaron Williams,2003,Playoffs,2PT_%,54.55
38,Aaron Williams,2003,Regular_Season,2PT_%,50.44
39,Abdel Nader,2017,Regular_Season,2PT_%,32.14
40,Abdel Nader,2018,Regular_Season,2PT_%,51.3
41,Abdel Nader,2019,Regular_Season,2PT_%,55.56
42,Acie Law,2007,Playoffs,2PT_%,75.0
43,Adam Morrison,2006,Regular_Season,2PT_%,39.07
44,Adonal Foyle,1999,Regular_Season,2PT_%,50.79
45,Adonal Foyle,2001,Regular_Season,2PT_%,44.42
46,Adonal Foyle,2002,Regular_Season,2PT_%,53.78
47,Adonal Foyle,2004,Regular_Season,2PT_%,50.16
48,Adonal Foyle,2005,Regular_Season,2PT_%,50.67
49,Adonal Foyle,2007,Regular_Season,2PT_%,45.75
50,Adrian Griffin,1999,Regular_Season,2PT_%,44.66
51,Adrian Griffin,2002,Playoffs,2PT_%,42.11
52,Adrian Griffin,2002,Regular_Season,2PT_%,44.73
53,Adrian Griffin,2004,Playoffs,2PT_%,51.72
54,Adrian Griffin,2004,Regular_Season,2PT_%,36.84
55,Adrian Griffin,2005,Playoffs,2PT_%,54.24
56,Adrian Griffin,2005,Regular_Season,2PT_%,48.51
57,Al Harrington,2000,Regular_Season,2PT_%,44.78
58,Al Harrington,2002,Playoffs,2PT_%,24.14
59,Al Harrington,2002,Regular_Season,2PT_%,44.24
60,Al Harrington,2003,Playoffs,2PT_%,42.96
61,Al Harrington,2003,Regular_Season,2PT_%,48.08
62,Al Harrington,2005,Regular_Season,2PT_%,47.13
63,Al Harrington,2006,Playoffs,2PT_%,40.0
64,Al Harrington,2006,Regular_Season,2PT_%,46.58
65,Al Harrington,2007,Regular_Season,2PT_%,48.16
66,Al Harrington,2008,Regular_Season,2PT_%,48.65
67,Al Harrington,2009,Regular_Season,2PT_%,49.6
68,Al Harrington,2010,Playoffs,2PT_%,41.67
69,Al Harrington,2010,Regular_Season,2PT_%,47.26
70,Al Harrington,2011,Playoffs,2PT_%,35.0
71,Al Harrington,2011,Regular_Season,2PT_%,51.91
72,Al Horford,2007,Playoffs,2PT_%,47.22
73,Al Horford,2007,Regular_Season,2PT_%,50.23
74,Al Horford,2008,Playoffs,2PT_%,43.1
75,Al Horford,2008,Regular_Season,2PT_%,52.61
76,Al Horford,2009,Playoffs,2PT_%,51.97
77,Al Horford,2009,Regular_Season,2PT_%,55.08
78,Al Horford,2010,Playoffs,2PT_%,42.96
79,Al Horford,2010,Regular_Season,2PT_%,55.73
80,Al Horford,2011,Playoffs,2PT_%,58.82
81,Al Horford,2012,Playoffs,2PT_%,49.4
82,Al Horford,2012,Regular_Season,2PT_%,54.36
83,Al Horford,2014,Playoffs,2PT_%,51.98
84,Al Horford,2014,Regular_Season,2PT_%,54.68
85,Al Horford,2015,Playoffs,2PT_%,48.86
86,Al Horford,2015,Regular_Season,2PT_%,55.68
87,Al Horford,2016,Playoffs,2PT_%,60.87
88,Al Horford,2016,Regular_Season,2PT_%,52.42
89,Al Horford,2017,Playoffs,2PT_%,59.63
90,Al Horford,2017,Regular_Season,2PT_%,51.42
91,Al Horford,2018,Playoffs,2PT_%,42.42
92,Al Horford,2018,Regular_Season,2PT_%,60.38
93,Al Horford,2019,Playoffs,2PT_%,57.14
94,Al Horford,2019,Regular_Season,2PT_%,51.64
95,Al Jefferson,2004,Playoffs,2PT_%,41.46
96,Al Jefferson,2004,Regular_Season,2PT_%,53.28
97,Al Jefferson,2007,Regular_Season,2PT_%,50.21
98,Al Jefferson,2009,Regular_Season,2PT_%,49.96
99,Al Jefferson,2010,Regular_Season,2PT_%,49.58
100,Al Jefferson,2011,Playoffs,2PT_%,53.73
101,Al Jefferson,2011,Regular_Season,2PT_%,49.33
102,Al Jefferson,2012,Regular_Season,2PT_%,49.96
103,Al Jefferson,2013,Playoffs,2PT_%,49.06
104,Al Jefferson,2013,Regular_Season,2PT_%,51.21
105,Al Jefferson,2015,Playoffs,2PT_%,50.6
106,Al Jefferson,2016,Regular_Season,2PT_%,50.0
107,Al Thornton,2007,Regular_Season,2PT_%,44.67
108,Al Thornton,2008,Regular_Season,2PT_%,46.19
109,Al Thornton,2009,Regular_Season,2PT_%,47.91
110,Al Thornton,2010,Regular_Season,2PT_%,49.63
111,Al-Farouq Aminu,2010,Regular_Season,2PT_%,43.73
112,Al-Farouq Aminu,2011,Regular_Season,2PT_%,43.08
113,Al-Farouq Aminu,2012,Regular_Season,2PT_%,48.57
114,Al-Farouq Aminu,2013,Regular_Season,2PT_%,49.55
115,Al-Farouq Aminu,2014,Playoffs,2PT_%,50.0
116,Al-Farouq Aminu,2014,Regular_Season,2PT_%,48.5
117,Al-Farouq Aminu,2015,Playoffs,2PT_%,48.28
118,Al-Farouq Aminu,2015,Regular_Season,2PT_%,46.76
119,Al-Farouq Aminu,2016,Playoffs,2PT_%,50.0
120,Al-Farouq Aminu,2016,Regular_Season,2PT_%,44.49
121,Al-Farouq Aminu,2017,Playoffs,2PT_%,63.64
122,Al-Farouq Aminu,2017,Regular_Season,2PT_%,43.21
123,Al-Farouq Aminu,2018,Playoffs,2PT_%,39.66
124,Al-Farouq Aminu,2018,Regular_Season,2PT_%,51.44
125,Al-Farouq Aminu,2019,Regular_Season,2PT_%,32.0
126,Alan Anderson,2013,Playoffs,2PT_%,51.61
127,Alan Anderson,2013,Regular_Season,2PT_%,46.41
128,Alan Anderson,2014,Playoffs,2PT_%,60.0
129,Alan Anderson,2014,Regular_Season,2PT_%,53.04
130,Alan Henderson,1999,Regular_Season,2PT_%,46.52
131,Alan Henderson,2000,Regular_Season,2PT_%,44.48
132,Alan Henderson,2002,Regular_Season,2PT_%,47.08
133,Alan Henderson,2004,Playoffs,2PT_%,57.14
134,Alan Henderson,2004,Regular_Season,2PT_%,53.21
135,Alec Burks,2011,Playoffs,2PT_%,26.92
136,Alec Burks,2011,Regular_Season,2PT_%,44.23
137,Alec Burks,2012,Regular_Season,2PT_%,43.92
138,Alec Burks,2013,Regular_Season,2PT_%,47.97
139,Alec Burks,2017,Playoffs,2PT_%,47.73
140,Alec Burks,2017,Regular_Season,2PT_%,45.22
141,Alec Burks,2018,Regular_Season,2PT_%,42.81
142,Alec Burks,2019,Playoffs,2PT_%,39.39
143,Alec Burks,2019,Regular_Season,2PT_%,43.9
144,Alex Abrines,2016,Playoffs,2PT_%,50.0
145,Alex Abrines,2016,Regular_Season,2PT_%,42.55
146,Alex Abrines,2017,Playoffs,2PT_%,28.57
147,Alex Abrines,2017,Regular_Season,2PT_%,44.29
148,Alex Caruso,2019,Playoffs,2PT_%,59.62
149,Alex Caruso,2019,Regular_Season,2PT_%,46.78
150,Alex Len,2015,Regular_Season,2PT_%,42.63
151,Alex Len,2016,Regular_Season,2PT_%,50.33
152,Alex Len,2017,Regular_Season,2PT_%,56.8
153,Alex Len,2018,Regular_Season,2PT_%,55.41
154,Alex Len,2019,Regular_Season,2PT_%,61.92
155,Alexey Shved,2012,Regular_Season,2PT_%,43.52
156,Alexis Ajinca,2014,Regular_Season,2PT_%,55.02
157,Alfonzo McKinnie,2018,Playoffs,2PT_%,59.26
158,Alfonzo McKinnie,2018,Regular_Season,2PT_%,58.6
159,Allan Houston,1999,Playoffs,2PT_%,42.64
160,Allan Houston,1999,Regular_Season,2PT_%,49.42
161,Allan Houston,2000,Playoffs,2PT_%,60.38
162,Allan Houston,2000,Regular_Season,2PT_%,46.65
163,Allan Houston,2001,Regular_Season,2PT_%,45.24
164,Allan Houston,2002,Regular_Season,2PT_%,46.7
165,Allen Crabbe,2015,Playoffs,2PT_%,60.53
166,Allen Crabbe,2015,Regular_Season,2PT_%,50.64
167,Allen Crabbe,2016,Playoffs,2PT_%,54.55
168,Allen Crabbe,2016,Regular_Season,2PT_%,48.99
169,Allen Crabbe,2017,Regular_Season,2PT_%,46.1
170,Allen Iverson,1999,Playoffs,2PT_%,39.9
171,Allen Iverson,1999,Regular_Season,2PT_%,43.48
172,Allen Iverson,2000,Playoffs,2PT_%,40.27
173,Allen Iverson,2000,Regular_Season,2PT_%,44.06
174,Allen Iverson,2001,Playoffs,2PT_%,39.56
175,Allen Iverson,2001,Regular_Season,2PT_%,41.9
176,Allen Iverson,2002,Playoffs,2PT_%,43.07
177,Allen Iverson,2002,Regular_Season,2PT_%,43.98
178,Allen Iverson,2004,Playoffs,2PT_%,48.45
179,Allen Iverson,2004,Regular_Season,2PT_%,45.07
180,Allen Iverson,2005,Regular_Season,2PT_%,46.47
181,Allen Iverson,2006,Playoffs,2PT_%,38.14
182,Allen Iverson,2006,Regular_Season,2PT_%,46.51
183,Allen Iverson,2007,Playoffs,2PT_%,47.83
184,Allen Iverson,2007,Regular_Season,2PT_%,48.17
185,Allonzo Trier,2018,Regular_Season,2PT_%,46.63
186,Alonzo Gee,2011,Regular_Season,2PT_%,44.2
187,Alonzo Gee,2012,Regular_Season,2PT_%,44.95
188,Alonzo Gee,2015,Regular_Season,2PT_%,58.97
189,Alonzo Mourning,1999,Playoffs,2PT_%,48.72
190,Alonzo Mourning,1999,Regular_Season,2PT_%,55.25
191,Alonzo Mourning,2000,Playoffs,2PT_%,48.0
192,Alonzo Mourning,2001,Regular_Season,2PT_%,51.68
193,Alonzo Mourning,2004,Playoffs,2PT_%,70.45
194,Alonzo Mourning,2005,Playoffs,2PT_%,70.27
195,Alonzo Mourning,2005,Regular_Season,2PT_%,59.87
196,Alonzo Mourning,2006,Regular_Season,2PT_%,56.0
197,Alvin Williams,2000,Playoffs,2PT_%,44.7
198,Alvin Williams,2000,Regular_Season,2PT_%,45.07
199,Alvin Williams,2001,Playoffs,2PT_%,34.43
200,Alvin Williams,2001,Regular_Season,2PT_%,43.83
201,Alvin Williams,2002,Regular_Season,2PT_%,45.85
202,Amar'e Stoudemire,2002,Playoffs,2PT_%,51.56
203,Amar'e Stoudemire,2002,Regular_Season,2PT_%,47.56
204,Amar'e Stoudemire,2004,Playoffs,2PT_%,54.45
205,Amar'e Stoudemire,2004,Regular_Season,2PT_%,56.36
206,Amar'e Stoudemire,2006,Playoffs,2PT_%,52.63
207,Amar'e Stoudemire,2006,Regular_Season,2PT_%,57.7
208,Amar'e Stoudemire,2007,Playoffs,2PT_%,49.47
209,Amar'e Stoudemire,2007,Regular_Season,2PT_%,60.08
210,Amar'e Stoudemire,2009,Playoffs,2PT_%,52.77
211,Amar'e Stoudemire,2009,Regular_Season,2PT_%,55.88
212,Amar'e Stoudemire,2010,Playoffs,2PT_%,38.18
213,Amar'e Stoudemire,2010,Regular_Season,2PT_%,50.31
214,Amar'e Stoudemire,2011,Playoffs,2PT_%,55.56
215,Amar'e Stoudemire,2011,Regular_Season,2PT_%,49.13
216,Amar'e Stoudemire,2014,Playoffs,2PT_%,42.86
217,Amar'e Stoudemire,2015,Playoffs,2PT_%,57.89
218,Amir Johnson,2007,Regular_Season,2PT_%,55.76
219,Amir Johnson,2009,Regular_Season,2PT_%,63.03
220,Amir Johnson,2010,Regular_Season,2PT_%,56.88
221,Amir Johnson,2011,Regular_Season,2PT_%,57.91
222,Amir Johnson,2012,Regular_Season,2PT_%,55.82
223,Amir Johnson,2013,Playoffs,2PT_%,68.0
224,Amir Johnson,2013,Regular_Season,2PT_%,59.34
225,Amir Johnson,2014,Playoffs,2PT_%,71.43
226,Amir Johnson,2014,Regular_Season,2PT_%,58.99
227,Amir Johnson,2015,Playoffs,2PT_%,70.97
228,Amir Johnson,2015,Regular_Season,2PT_%,62.4
229,Amir Johnson,2016,Playoffs,2PT_%,51.85
230,Amir Johnson,2016,Regular_Season,2PT_%,61.18
231,Amir Johnson,2017,Playoffs,2PT_%,52.38
232,Amir Johnson,2017,Regular_Season,2PT_%,57.02
233,Anderson Varejao,2005,Playoffs,2PT_%,62.0
234,Anderson Varejao,2006,Playoffs,2PT_%,53.49
235,Anderson Varejao,2006,Regular_Season,2PT_%,48.72
236,Anderson Varejao,2007,Playoffs,2PT_%,40.74
237,Anderson Varejao,2008,Playoffs,2PT_%,50.0
238,Anderson Varejao,2008,Regular_Season,2PT_%,53.78
239,Anderson Varejao,2009,Playoffs,2PT_%,42.55
240,Anderson Varejao,2009,Regular_Season,2PT_%,57.58
241,Anderson Varejao,2015,Playoffs,2PT_%,35.71
242,Andray Blatche,2007,Playoffs,2PT_%,45.0
243,Andray Blatche,2007,Regular_Season,2PT_%,47.99
244,Andray Blatche,2008,Regular_Season,2PT_%,47.95
245,Andray Blatche,2009,Regular_Season,2PT_%,48.69
246,Andray Blatche,2012,Playoffs,2PT_%,50.0
247,Andray Blatche,2012,Regular_Season,2PT_%,52.45
248,Andray Blatche,2013,Playoffs,2PT_%,46.43
249,Andray Blatche,2013,Regular_Season,2PT_%,49.35
250,Andre Drummond,2013,Regular_Season,2PT_%,62.45
251,Andre Drummond,2014,Regular_Season,2PT_%,51.51
252,Andre Drummond,2015,Playoffs,2PT_%,52.83
253,Andre Drummond,2015,Regular_Season,2PT_%,52.18
254,Andre Drummond,2016,Regular_Season,2PT_%,53.21
255,Andre Drummond,2017,Regular_Season,2PT_%,53.56
256,Andre Drummond,2018,Playoffs,2PT_%,45.28
257,Andre Drummond,2018,Regular_Season,2PT_%,54.83
258,Andre Drummond,2019,Regular_Season,2PT_%,55.14
259,Andre Iguodala,2004,Playoffs,2PT_%,50.0
260,Andre Iguodala,2004,Regular_Season,2PT_%,54.95
261,Andre Iguodala,2005,Regular_Season,2PT_%,54.34
262,Andre Iguodala,2006,Regular_Season,2PT_%,47.25
263,Andre Iguodala,2007,Playoffs,2PT_%,38.18
264,Andre Iguodala,2007,Regular_Season,2PT_%,49.59
265,Andre Iguodala,2008,Playoffs,2PT_%,47.14
266,Andre Iguodala,2008,Regular_Season,2PT_%,52.14
267,Andre Iguodala,2009,Regular_Season,2PT_%,49.2
268,Andre Iguodala,2010,Playoffs,2PT_%,50.0
269,Andre Iguodala,2010,Regular_Season,2PT_%,47.92
270,Andre Iguodala,2011,Playoffs,2PT_%,38.24
271,Andre Iguodala,2011,Regular_Season,2PT_%,48.06
272,Andre Iguodala,2012,Playoffs,2PT_%,51.06
273,Andre Iguodala,2012,Regular_Season,2PT_%,51.52
274,Andre Iguodala,2013,Playoffs,2PT_%,51.06
275,Andre Iguodala,2013,Regular_Season,2PT_%,55.83
276,Andre Iguodala,2014,Playoffs,2PT_%,58.43
277,Andre Iguodala,2014,Regular_Season,2PT_%,55.28
278,Andre Iguodala,2015,Playoffs,2PT_%,53.54
279,Andre Iguodala,2016,Playoffs,2PT_%,64.41
280,Andre Iguodala,2016,Regular_Season,2PT_%,65.13
281,Andre Iguodala,2017,Playoffs,2PT_%,58.33
282,Andre Iguodala,2017,Regular_Season,2PT_%,56.65
283,Andre Iguodala,2018,Playoffs,2PT_%,62.79
284,Andre Iguodala,2018,Regular_Season,2PT_%,65.19
285,Andre Iguodala,2019,Playoffs,2PT_%,61.54
286,Andre Miller,1999,Regular_Season,2PT_%,46.6
287,Andre Miller,2000,Regular_Season,2PT_%,46.52
288,Andre Miller,2001,Regular_Season,2PT_%,47.18
289,Andre Miller,2002,Regular_Season,2PT_%,43.17
290,Andre Miller,2003,Playoffs,2PT_%,48.57
291,Andre Miller,2003,Regular_Season,2PT_%,47.72
292,Andre Miller,2004,Playoffs,2PT_%,41.94
293,Andre Miller,2004,Regular_Season,2PT_%,49.18
294,Andre Miller,2005,Playoffs,2PT_%,44.16
295,Andre Miller,2005,Regular_Season,2PT_%,47.22
296,Andre Miller,2006,Regular_Season,2PT_%,47.94
297,Andre Miller,2007,Playoffs,2PT_%,45.35
298,Andre Miller,2007,Regular_Season,2PT_%,50.45
299,Andre Miller,2008,Playoffs,2PT_%,49.45
300,Andre Miller,2008,Regular_Season,2PT_%,48.28
301,Andre Miller,2009,Playoffs,2PT_%,40.3
302,Andre Miller,2009,Regular_Season,2PT_%,46.86
303,Andre Miller,2010,Playoffs,2PT_%,50.88
304,Andre Miller,2010,Regular_Season,2PT_%,47.58
305,Andre Miller,2011,Playoffs,2PT_%,40.91
306,Andre Miller,2011,Regular_Season,2PT_%,47.76
307,Andre Miller,2012,Playoffs,2PT_%,41.38
308,Andre Miller,2012,Regular_Season,2PT_%,50.35
309,Andre Miller,2013,Playoffs,2PT_%,47.37
310,Andre Miller,2014,Regular_Season,2PT_%,53.91
311,Andre Roberson,2015,Playoffs,2PT_%,57.14
312,Andre Roberson,2015,Regular_Season,2PT_%,60.82
313,Andre Roberson,2016,Playoffs,2PT_%,58.62
314,Andre Roberson,2016,Regular_Season,2PT_%,60.93
315,Andrea Bargnani,2006,Playoffs,2PT_%,51.72
316,Andrea Bargnani,2006,Regular_Season,2PT_%,46.78
317,Andrea Bargnani,2007,Playoffs,2PT_%,39.13
318,Andrea Bargnani,2007,Regular_Season,2PT_%,40.95
319,Andrea Bargnani,2008,Regular_Season,2PT_%,46.78
320,Andrea Bargnani,2009,Regular_Season,2PT_%,50.86
321,Andrea Bargnani,2010,Regular_Season,2PT_%,47.16
322,Andrei Kirilenko,2001,Playoffs,2PT_%,45.83
323,Andrei Kirilenko,2001,Regular_Season,2PT_%,48.78
324,Andrei Kirilenko,2002,Playoffs,2PT_%,47.22
325,Andrei Kirilenko,2002,Regular_Season,2PT_%,52.65
326,Andrei Kirilenko,2003,Regular_Season,2PT_%,47.12
327,Andrei Kirilenko,2006,Playoffs,2PT_%,45.61
328,Andrei Kirilenko,2006,Regular_Season,2PT_%,52.77
329,Andrei Kirilenko,2007,Playoffs,2PT_%,50.0
330,Andrei Kirilenko,2007,Regular_Season,2PT_%,53.97
331,Andrei Kirilenko,2008,Playoffs,2PT_%,50.0
332,Andrei Kirilenko,2008,Regular_Season,2PT_%,47.48
333,Andrei Kirilenko,2012,Regular_Season,2PT_%,56.59
334,Andrei Kirilenko,2013,Playoffs,2PT_%,46.67
335,Andres Nocioni,2004,Playoffs,2PT_%,42.0
336,Andres Nocioni,2004,Regular_Season,2PT_%,42.86
337,Andres Nocioni,2005,Playoffs,2PT_%,58.73
338,Andres Nocioni,2005,Regular_Season,2PT_%,48.9
339,Andres Nocioni,2006,Playoffs,2PT_%,38.3
340,Andres Nocioni,2007,Regular_Season,2PT_%,47.65
341,Andres Nocioni,2008,Regular_Season,2PT_%,44.87
342,Andres Nocioni,2009,Regular_Season,2PT_%,40.83
343,Andrew Bogut,2005,Playoffs,2PT_%,43.48
344,Andrew Bogut,2005,Regular_Season,2PT_%,53.57
345,Andrew Bogut,2007,Regular_Season,2PT_%,51.5
346,Andrew Bogut,2012,Playoffs,2PT_%,58.21
347,Andrew Bogut,2014,Playoffs,2PT_%,56.76
348,Andrew Bogut,2014,Regular_Season,2PT_%,56.34
349,Andrew Bogut,2015,Playoffs,2PT_%,64.0
350,Andrew Bogut,2015,Regular_Season,2PT_%,62.59
351,Andrew Bogut,2018,Playoffs,2PT_%,64.86
352,Andrew Bynum,2006,Regular_Season,2PT_%,56.14
353,Andrew Bynum,2008,Playoffs,2PT_%,45.67
354,Andrew Bynum,2008,Regular_Season,2PT_%,55.98
355,Andrew Bynum,2009,Playoffs,2PT_%,53.69
356,Andrew Bynum,2009,Regular_Season,2PT_%,57.06
357,Andrew Bynum,2010,Playoffs,2PT_%,54.29
358,Andrew Bynum,2011,Playoffs,2PT_%,47.71
359,Andrew Bynum,2011,Regular_Season,2PT_%,56.01
360,Andrew DeClercq,1999,Regular_Season,2PT_%,50.79
361,Andrew DeClercq,2000,Regular_Season,2PT_%,55.44
362,Andrew DeClercq,2002,Playoffs,2PT_%,60.0
363,Andrew DeClercq,2002,Regular_Season,2PT_%,53.41
364,Andrew DeClercq,2003,Regular_Season,2PT_%,47.69
365,Andrew Goudelock,2012,Playoffs,2PT_%,53.85
366,Andrew Harrison,2016,Playoffs,2PT_%,50.0
367,Andrew Harrison,2016,Regular_Season,2PT_%,36.27
368,Andrew Nicholson,2012,Regular_Season,2PT_%,52.67
369,Andrew Nicholson,2013,Regular_Season,2PT_%,45.92
370,Andrew Wiggins,2014,Regular_Season,2PT_%,45.3
371,Andrew Wiggins,2015,Regular_Season,2PT_%,48.64
372,Andrew Wiggins,2016,Regular_Season,2PT_%,47.31
373,Andrew Wiggins,2017,Playoffs,2PT_%,48.94
374,Andrew Wiggins,2017,Regular_Season,2PT_%,47.51
375,Andrew Wiggins,2018,Regular_Season,2PT_%,44.13
376,Andrew Wiggins,2019,Regular_Season,2PT_%,50.62
377,Andris Biedrins,2006,Playoffs,2PT_%,72.97
378,Andris Biedrins,2006,Regular_Season,2PT_%,59.9
379,Andris Biedrins,2007,Regular_Season,2PT_%,62.62
380,Anfernee Simons,2019,Playoffs,2PT_%,16.67
381,Anfernee Simons,2019,Regular_Season,2PT_%,44.84
382,Ansu Sesay,2001,Playoffs,2PT_%,37.5
383,Antawn Jamison,2000,Regular_Season,2PT_%,45.92
384,Antawn Jamison,2001,Regular_Season,2PT_%,46.87
385,Antawn Jamison,2002,Regular_Season,2PT_%,49.6
386,Antawn Jamison,2003,Playoffs,2PT_%,48.98
387,Antawn Jamison,2003,Regular_Season,2PT_%,54.07
388,Antawn Jamison,2004,Playoffs,2PT_%,43.75
389,Antawn Jamison,2004,Regular_Season,2PT_%,45.67
390,Antawn Jamison,2005,Playoffs,2PT_%,47.76
391,Antawn Jamison,2005,Regular_Season,2PT_%,45.76
392,Antawn Jamison,2006,Playoffs,2PT_%,51.95
393,Antawn Jamison,2006,Regular_Season,2PT_%,49.21
394,Antawn Jamison,2007,Playoffs,2PT_%,45.07
395,Antawn Jamison,2007,Regular_Season,2PT_%,46.85
396,Antawn Jamison,2008,Regular_Season,2PT_%,50.09
397,Antawn Jamison,2009,Playoffs,2PT_%,55.1
398,Antawn Jamison,2009,Regular_Season,2PT_%,49.81
399,Antawn Jamison,2011,Regular_Season,2PT_%,42.47
400,Antawn Jamison,2012,Playoffs,2PT_%,45.45
401,Antawn Jamison,2012,Regular_Season,2PT_%,53.51
402,Ante Zizic,2018,Regular_Season,2PT_%,55.29
403,Anthony Carter,1999,Playoffs,2PT_%,43.66
404,Anthony Carter,1999,Regular_Season,2PT_%,40.74
405,Anthony Carter,2000,Playoffs,2PT_%,50.0
406,Anthony Carter,2000,Regular_Season,2PT_%,42.95
407,Anthony Carter,2007,Playoffs,2PT_%,44.44
408,Anthony Carter,2007,Regular_Season,2PT_%,49.86
409,Anthony Carter,2008,Playoffs,2PT_%,48.65
410,Anthony Carter,2008,Regular_Season,2PT_%,48.99
411,Anthony Davis,2014,Playoffs,2PT_%,55.29
412,Anthony Davis,2014,Regular_Season,2PT_%,54.0
413,Anthony Davis,2015,Regular_Season,2PT_%,51.07
414,Anthony Davis,2016,Regular_Season,2PT_%,52.44
415,Anthony Davis,2017,Playoffs,2PT_%,54.95
416,Anthony Davis,2017,Regular_Season,2PT_%,55.77
417,Anthony Davis,2018,Regular_Season,2PT_%,54.71
418,Anthony Davis,2019,Playoffs,2PT_%,60.87
419,Anthony Davis,2019,Regular_Season,2PT_%,54.56
420,Anthony Johnson,2001,Playoffs,2PT_%,44.19
421,Anthony Johnson,2002,Playoffs,2PT_%,56.0
422,Anthony Johnson,2002,Regular_Season,2PT_%,45.92
423,Anthony Johnson,2003,Playoffs,2PT_%,38.78
424,Anthony Johnson,2003,Regular_Season,2PT_%,43.6
425,Anthony Johnson,2004,Playoffs,2PT_%,35.19
426,Anthony Johnson,2004,Regular_Season,2PT_%,46.55
427,Anthony Johnson,2005,Playoffs,2PT_%,55.22
428,Anthony Johnson,2005,Regular_Season,2PT_%,48.21
429,Anthony Johnson,2008,Playoffs,2PT_%,41.82
430,Anthony Johnson,2008,Regular_Season,2PT_%,41.13
431,Anthony Mason,1999,Playoffs,2PT_%,48.65
432,Anthony Mason,1999,Regular_Season,2PT_%,48.03
433,Anthony Mason,2000,Playoffs,2PT_%,41.67
434,Anthony Mason,2000,Regular_Season,2PT_%,48.22
435,Anthony Mason,2001,Regular_Season,2PT_%,50.4
436,Anthony Mason,2002,Playoffs,2PT_%,41.18
437,Anthony Mason,2002,Regular_Season,2PT_%,48.72
438,Anthony Morrow,2011,Regular_Season,2PT_%,44.62
439,Anthony Morrow,2013,Regular_Season,2PT_%,46.15
440,Anthony Morrow,2014,Regular_Season,2PT_%,49.66
441,Anthony Morrow,2015,Playoffs,2PT_%,60.0
442,Anthony Morrow,2015,Regular_Season,2PT_%,44.19
443,Anthony Parker,2006,Playoffs,2PT_%,42.86
444,Anthony Parker,2006,Regular_Season,2PT_%,50.0
445,Anthony Parker,2007,Playoffs,2PT_%,46.88
446,Anthony Parker,2007,Regular_Season,2PT_%,49.9
447,Anthony Parker,2008,Regular_Season,2PT_%,44.25
448,Anthony Parker,2009,Playoffs,2PT_%,50.0
449,Anthony Parker,2009,Regular_Season,2PT_%,45.79
450,Anthony Parker,2010,Regular_Season,2PT_%,41.23
451,Anthony Peeler,1999,Playoffs,2PT_%,64.29
452,Anthony Peeler,1999,Regular_Season,2PT_%,49.15
453,Anthony Peeler,2000,Playoffs,2PT_%,22.22
454,Anthony Peeler,2000,Regular_Season,2PT_%,43.7
455,Anthony Peeler,2001,Playoffs,2PT_%,36.36
456,Anthony Peeler,2001,Regular_Season,2PT_%,44.14
457,Anthony Peeler,2002,Playoffs,2PT_%,50.0
458,Anthony Peeler,2002,Regular_Season,2PT_%,41.56
459,Anthony Peeler,2003,Playoffs,2PT_%,32.43
460,Anthony Peeler,2003,Regular_Season,2PT_%,42.51
461,Anthony Tolliver,2012,Playoffs,2PT_%,33.33
