,Player,Season,Stage,Assists_per_game
0,Shaquille O'Neal,1999,Regular_Season,3.78
1,Vince Carter,1999,Regular_Season,3.93
2,Karl Malone,1999,Regular_Season,3.71
3,Allen Iverson,1999,Regular_Season,4.69
4,Gary Payton,1999,Regular_Season,8.93
5,Jerry Stackhouse,1999,Regular_Season,4.45
6,Grant Hill,1999,Regular_Season,5.2
7,Kevin Garnett,1999,Regular_Season,4.95
8,Michael Finley,1999,Regular_Season,5.34
9,Chris Webber,1999,Regular_Season,4.6
10,Ray Allen,1999,Regular_Season,3.76
11,Alonzo Mourning,1999,Regular_Season,1.56
12,Tim Duncan,1999,Regular_Season,3.16
13,Glenn Robinson,1999,Regular_Season,2.38
14,Antoine Walker,1999,Regular_Season,3.72
15,Shareef Abdur-Rahim,1999,Regular_Season,3.3
16,Stephon Marbury,1999,Regular_Season,8.41
17,Elton Brand,1999,Regular_Season,1.91
18,Allan Houston,1999,Regular_Season,2.73
19,Antonio McDyess,1999,Regular_Season,1.96
20,Keith Van Horn,1999,Regular_Season,1.98
21,Latrell Sprewell,1999,Regular_Season,4.05
22,Sam Cassell,1999,Regular_Season,9.0
23,Michael Dickerson,1999,Regular_Season,2.54
24,Kobe Bryant,1999,Regular_Season,4.89
25,Cliff Robinson,1999,Regular_Season,2.8
26,Reggie Miller,1999,Regular_Season,2.31
27,Shawn Kemp,1999,Regular_Season,1.68
28,Jalen Rose,1999,Regular_Season,4.0
29,Eddie Jones,1999,Regular_Season,4.24
30,Dirk Nowitzki,1999,Regular_Season,2.48
31,David Robinson,1999,Regular_Season,1.78
32,Paul Pierce,1999,Regular_Season,3.03
33,Steve Francis,1999,Regular_Season,6.58
34,Darrell Armstrong,1999,Regular_Season,6.11
35,Jamal Mashburn,1999,Regular_Season,3.92
36,Rasheed Wallace,1999,Regular_Season,1.75
37,Jim Jackson,1999,Regular_Season,2.91
38,Vin Baker,1999,Regular_Season,1.87
39,Mitch Richmond,1999,Regular_Season,2.5
40,Cuttino Mobley,1999,Regular_Season,2.57
41,Nick Van Exel,1999,Regular_Season,9.04
42,Glen Rice,1999,Regular_Season,2.2
43,Lamar Odom,1999,Regular_Season,4.17
44,Derrick Coleman,1999,Regular_Season,2.36
45,Larry Hughes,1999,Regular_Season,2.5
46,Steve Smith,1999,Regular_Season,2.55
47,Juwan Howard,1999,Regular_Season,3.01
48,Tracy McGrady,1999,Regular_Season,3.33
49,Terrell Brandon,1999,Regular_Season,8.86
50,Mike Bibby,1999,Regular_Season,8.11
51,Lamond Murray,1999,Regular_Season,1.78
52,Bryon Russell,1999,Regular_Season,1.93
53,Kenny Anderson,1999,Regular_Season,5.12
54,Rodney Rogers,1999,Regular_Season,2.07
55,David Wesley,1999,Regular_Season,5.65
56,Alan Henderson,1999,Regular_Season,0.94
57,Othella Harrington,1999,Regular_Season,1.18
58,Lindsey Hunter,1999,Regular_Season,3.99
59,Scottie Pippen,1999,Regular_Season,4.95
60,Rik Smits,1999,Regular_Season,1.08
61,Chris Gatling,1999,Regular_Season,0.84
62,Shandon Anderson,1999,Regular_Season,2.91
63,Bob Sura,1999,Regular_Season,3.89
64,Raef LaFrentz,1999,Regular_Season,1.2
65,Vlade Divac,1999,Regular_Season,2.98
66,Christian Laettner,1999,Regular_Season,2.27
67,Jason Williams,1999,Regular_Season,7.27
68,Kendall Gill,1999,Regular_Season,2.76
69,John Stockton,1999,Regular_Season,8.57
70,Elden Campbell,1999,Regular_Season,1.65
71,Damon Stoudamire,1999,Regular_Season,5.19
72,Tyrone Nesby,1999,Regular_Season,1.66
73,Jason Kidd,1999,Regular_Season,10.12
74,Jeff Hornacek,1999,Regular_Season,2.62
75,Anthony Mason,1999,Regular_Season,4.48
76,Brent Barry,1999,Regular_Season,3.64
77,Tim Thomas,1999,Regular_Season,1.41
78,Dikembe Mutombo,1999,Regular_Season,1.28
79,Ruben Patterson,1999,Regular_Season,1.56
80,Patrick Ewing,1999,Regular_Season,0.94
81,Malik Sealy,1999,Regular_Season,2.4
82,Avery Johnson,1999,Regular_Season,5.99
83,Andre Miller,1999,Regular_Season,5.8
84,Antonio Davis,1999,Regular_Season,1.33
85,Doug Christie,1999,Regular_Season,4.4
86,Peja Stojakovic,1999,Regular_Season,1.43
87,Metta World Peace,1999,Regular_Season,2.81
88,Jason Caffey,1999,Regular_Season,1.68
89,Wally Szczerbiak,1999,Regular_Season,2.75
90,John Amaechi,1999,Regular_Season,1.19
91,Austin Croshere,1999,Regular_Season,1.1
92,Walt Williams,1999,Regular_Season,2.07
93,Mookie Blaylock,1999,Regular_Season,6.7
94,Johnny Newman,1999,Regular_Season,0.79
95,Tyrone Hill,1999,Regular_Season,0.76
96,Tracy Murray,1999,Regular_Season,0.9
97,Anthony Peeler,1999,Regular_Season,2.38
98,George McCloud,1999,Regular_Season,3.15
99,Corliss Williamson,1999,Regular_Season,1.08
100,Michael Olowokandi,1999,Regular_Season,0.48
101,Chucky Atkins,1999,Regular_Season,3.73
102,Nick Anderson,1999,Regular_Season,1.71
103,Arvydas Sabonis,1999,Regular_Season,1.79
104,Joe Smith,1999,Regular_Season,1.13
105,P.J. Brown,1999,Regular_Season,1.81
106,Larry Johnson,1999,Regular_Season,2.5
107,Dale Davis,1999,Regular_Season,0.86
108,Travis Best,1999,Regular_Season,3.32
109,Wesley Person,1999,Regular_Season,1.85
110,Vitaly Potapenko,1999,Regular_Season,0.97
111,George Lynch,1999,Regular_Season,1.81
112,Howard Eisley,1999,Regular_Season,4.23
113,Vonteego Cummings,1999,Regular_Season,3.29
114,Keon Clark,1999,Regular_Season,0.88
115,Jerome Williams,1999,Regular_Season,0.83
116,Pat Garrity,1999,Regular_Season,0.71
117,Rashard Lewis,1999,Regular_Season,0.85
118,James Posey,1999,Regular_Season,1.8
119,Mark Jackson,1999,Regular_Season,8.02
120,Jason Terry,1999,Regular_Season,4.27
121,Eric Piatkowski,1999,Regular_Season,1.08
122,Aaron McKie,1999,Regular_Season,2.93
123,Eric Snow,1999,Regular_Season,7.61
124,Monty Williams,1999,Regular_Season,1.41
125,Shawn Bradley,1999,Regular_Season,0.78
126,Corey Maggette,1999,Regular_Season,0.79
127,Bimbo Coles,1999,Regular_Season,3.62
128,Chris Whitney,1999,Regular_Season,3.82
129,Kurt Thomas,1999,Regular_Season,1.02
130,Terry Porter,1999,Regular_Season,3.25
131,Richard Hamilton,1999,Regular_Season,1.52
132,Matt Geiger,1999,Regular_Season,0.6
133,Aaron Williams,1999,Regular_Season,0.72
134,Horace Grant,1999,Regular_Season,2.47
135,Kevin Willis,1999,Regular_Season,0.62
136,Marcus Camby,1999,Regular_Season,0.83
137,Kenny Thomas,1999,Regular_Season,1.57
138,Mario Elie,1999,Regular_Season,2.44
139,Hubert Davis,1999,Regular_Season,1.78
140,Bonzi Wells,1999,Regular_Season,1.47
141,Detlef Schrempf,1999,Regular_Season,2.56
142,Jahidi White,1999,Regular_Season,0.19
143,Clarence Weatherspoon,1999,Regular_Season,1.19
144,Michael Doleac,1999,Regular_Season,0.78
145,Ron Harper,1999,Regular_Season,3.38
146,Charles Oakley,1999,Regular_Season,3.16
147,Terry Mills,1999,Regular_Season,1.04
148,Andrew DeClercq,1999,Regular_Season,0.71
149,Tony Battie,1999,Regular_Season,0.77
150,Sam Perkins,1999,Regular_Season,0.84
151,Rick Fox,1999,Regular_Season,1.68
152,Charlie Ward,1999,Regular_Season,4.17
153,Scott Williams,1999,Regular_Season,0.41
154,Dana Barros,1999,Regular_Season,1.85
155,Greg Anthony,1999,Regular_Season,2.54
156,Lucious Harris,1999,Regular_Season,1.3
157,Jaren Jackson,1999,Regular_Season,1.46
158,Dell Curry,1999,Regular_Season,1.33
159,Dan Majerle,1999,Regular_Season,2.99
160,Michael Curry,1999,Regular_Season,1.06
161,Anthony Carter,1999,Regular_Season,4.78
162,Malik Rose,1999,Regular_Season,0.64
163,Derek Fisher,1999,Regular_Season,2.77
164,Bo Outlaw,1999,Regular_Season,2.99
165,Baron Davis,1999,Regular_Season,3.77
166,Adrian Griffin,1999,Regular_Season,2.46
167,Lawrence Funderburke,1999,Regular_Season,0.44
168,Rasho Nesterovic,1999,Regular_Season,1.13
169,Eddie Robinson,1999,Regular_Season,0.48
170,Tony Farmer,1999,Regular_Season,1.0
171,Jamie Feick,1999,Regular_Season,0.84
172,Brian Grant,1999,Regular_Season,1.02
173,Luc Longley,1999,Regular_Season,1.07
174,Scott Burrell,1999,Regular_Season,0.97
175,Lorenzen Wright,1999,Regular_Season,0.28
176,Chris Anstey,1999,Regular_Season,0.89
177,Robert Horry,1999,Regular_Season,1.55
178,Olden Polynice,1999,Regular_Season,0.45
179,Sam Mitchell,1999,Regular_Season,1.68
180,Mark Bryant,1999,Regular_Season,0.81
181,Adonal Foyle,1999,Regular_Season,0.55
182,Antonio Daniels,1999,Regular_Season,2.6
183,Bryce Drew,1999,Regular_Season,2.25
184,A.C. Green,1999,Regular_Season,0.98
185,Scot Pollard,1999,Regular_Season,0.57
186,Muggsy Bogues,1999,Regular_Season,3.74
187,Darrick Martin,1999,Regular_Season,1.72
188,Ben Wallace,1999,Regular_Season,0.83
189,Ervin Johnson,1999,Regular_Season,0.55
190,Randy Livingston,1999,Regular_Season,2.15
191,Chris Childs,1999,Regular_Season,4.01
192,Bobby Jackson,1999,Regular_Season,2.36
193,Greg Ostertag,1999,Regular_Season,0.22
194,Samaki Walker,1999,Regular_Season,0.54
195,Vinny Del Negro,1999,Regular_Season,2.39
196,Danny Manning,1999,Regular_Season,1.01
197,John Crotty,1999,Regular_Season,1.86
198,Jerome Kersey,1999,Regular_Season,0.96
199,Sean Rooks,1999,Regular_Season,0.96
200,Brian Shaw,1999,Regular_Season,2.72
201,Jacque Vaughn,1999,Regular_Season,1.55
202,Quincy Lewis,1999,Regular_Season,0.54
203,Jermaine O'Neal,1999,Regular_Season,0.26
204,Bruce Bowen,1999,Regular_Season,0.49
205,Michael Ruffin,1999,Regular_Season,0.62
206,Travis Knight,1999,Regular_Season,0.37
207,Shaquille O'Neal,1999,Playoffs,3.09
208,Reggie Miller,1999,Playoffs,2.73
209,Jalen Rose,1999,Playoffs,3.39
210,Kobe Bryant,1999,Playoffs,4.41
211,Latrell Sprewell,1999,Playoffs,3.5
212,Rasheed Wallace,1999,Playoffs,1.75
213,Glen Rice,1999,Playoffs,2.09
214,Allan Houston,1999,Playoffs,1.62
215,Steve Smith,1999,Playoffs,2.75
216,Karl Malone,1999,Playoffs,3.1
217,Allen Iverson,1999,Playoffs,4.5
218,Rik Smits,1999,Playoffs,0.95
219,Scottie Pippen,1999,Playoffs,4.31
220,Austin Croshere,1999,Playoffs,0.83
221,Alonzo Mourning,1999,Playoffs,1.4
222,Patrick Ewing,1999,Playoffs,0.43
223,Travis Best,1999,Playoffs,2.87
224,Ron Harper,1999,Playoffs,3.17
225,Dale Davis,1999,Playoffs,0.74
226,Mark Jackson,1999,Playoffs,7.74
227,Penny Hardaway,1999,Playoffs,5.67
228,Arvydas Sabonis,1999,Playoffs,1.94
229,Larry Johnson,1999,Playoffs,1.5
230,Robert Horry,1999,Playoffs,2.52
231,Jamal Mashburn,1999,Playoffs,3.2
232,Cliff Robinson,1999,Playoffs,2.11
233,Charlie Ward,1999,Playoffs,3.62
234,Damon Stoudamire,1999,Playoffs,3.62
235,Bryon Russell,1999,Playoffs,2.1
236,Aaron McKie,1999,Playoffs,4.6
237,Theo Ratliff,1999,Playoffs,0.9
238,Gary Payton,1999,Playoffs,7.4
239,Rodney Rogers,1999,Playoffs,1.56
240,Tyrone Hill,1999,Playoffs,0.9
241,Chris Webber,1999,Playoffs,5.4
242,Brian Shaw,1999,Playoffs,3.05
243,Jeff Hornacek,1999,Playoffs,3.3
244,John Stockton,1999,Playoffs,10.3
245,Sam Perkins,1999,Playoffs,0.43
246,Ray Allen,1999,Playoffs,2.6
247,Bonzi Wells,1999,Playoffs,0.93
248,Rick Fox,1999,Playoffs,1.22
249,Derek Fisher,1999,Playoffs,1.95
250,David Robinson,1999,Playoffs,2.5
251,Toni Kukoc,1999,Playoffs,1.7
252,Dan Majerle,1999,Playoffs,3.2
253,A.C. Green,1999,Playoffs,0.57
254,Brian Grant,1999,Playoffs,0.5
255,Chris Childs,1999,Playoffs,2.25
256,Detlef Schrempf,1999,Playoffs,2.0
257,Shawn Marion,1999,Playoffs,0.78
258,Derrick Coleman,1999,Playoffs,3.5
259,Sam Cassell,1999,Playoffs,9.0
260,Terrell Brandon,1999,Playoffs,8.5
261,Marcus Camby,1999,Playoffs,0.38
262,Anthony Carter,1999,Playoffs,5.6
263,Tim Thomas,1999,Playoffs,2.0
264,Rashard Lewis,1999,Playoffs,0.6
265,Glenn Robinson,1999,Playoffs,2.6
266,Kevin Garnett,1999,Playoffs,8.75
267,P.J. Brown,1999,Playoffs,1.1
268,Jerry Stackhouse,1999,Playoffs,3.33
269,Matt Geiger,1999,Playoffs,0.25
270,Vin Baker,1999,Playoffs,2.0
271,Kurt Thomas,1999,Playoffs,0.38
272,Eddie Jones,1999,Playoffs,4.75
273,Clarence Weatherspoon,1999,Playoffs,0.1
274,Greg Anthony,1999,Playoffs,1.67
275,Jason Kidd,1999,Playoffs,8.83
276,George Lynch,1999,Playoffs,1.4
277,Olden Polynice,1999,Playoffs,0.5
278,Vince Carter,1999,Playoffs,6.33
279,Elden Campbell,1999,Playoffs,1.0
280,Vlade Divac,1999,Playoffs,2.8
281,Tony Delk,1999,Playoffs,1.4
282,Tim Hardaway,1999,Playoffs,4.71
283,Jason Williams,1999,Playoffs,2.4
284,Shammond Williams,1999,Playoffs,3.6
285,Scott Williams,1999,Playoffs,0.4
286,Howard Eisley,1999,Playoffs,1.9
287,Anthony Mason,1999,Playoffs,5.5
288,Tracy McGrady,1999,Playoffs,3.0
289,Malik Sealy,1999,Playoffs,1.25
290,Avery Johnson,1999,Playoffs,5.25
291,Derrick McKey,1999,Playoffs,0.61
292,Corie Blount,1999,Playoffs,0.33
293,David Wesley,1999,Playoffs,4.75
294,Peja Stojakovic,1999,Playoffs,0.6
295,Brent Barry,1999,Playoffs,3.0
296,Todd Day,1999,Playoffs,0.44
297,Ruben Patterson,1999,Playoffs,0.4
298,Sean Elliott,1999,Playoffs,1.25
299,Antonio Davis,1999,Playoffs,1.0
300,Jon Barry,1999,Playoffs,2.4
301,Kevin Willis,1999,Playoffs,0.33
302,Luc Longley,1999,Playoffs,0.89
303,Eric Snow,1999,Playoffs,7.0
304,Samaki Walker,1999,Playoffs,0.5
305,Nick Anderson,1999,Playoffs,0.4
306,Bruce Bowen,1999,Playoffs,0.8
307,Armen Gilliam,1999,Playoffs,0.4
308,Corliss Williamson,1999,Playoffs,0.2
309,Otis Thorpe,1999,Playoffs,0.3
310,Ervin Johnson,1999,Playoffs,0.4
311,Chris Mullin,1999,Playoffs,0.56
312,Greg Ostertag,1999,Playoffs,0.25
313,Charles Oakley,1999,Playoffs,3.67
314,Anthony Peeler,1999,Playoffs,1.25
315,Mario Elie,1999,Playoffs,1.75
316,Brad Miller,1999,Playoffs,0.75
317,Antonio Daniels,1999,Playoffs,1.5
318,Kevin Johnson,1999,Playoffs,2.56
319,Jacque Vaughn,1999,Playoffs,1.57
320,Michael Curry,1999,Playoffs,1.0
321,Vinny Del Negro,1999,Playoffs,1.8
322,Quincy Lewis,1999,Playoffs,0.25
323,Darvin Ham,1999,Playoffs,1.4
324,Rasho Nesterovic,1999,Playoffs,1.5
325,Terry Mills,1999,Playoffs,0.33
326,Lindsey Hunter,1999,Playoffs,1.67
327,Horace Grant,1999,Playoffs,2.0
328,Wally Szczerbiak,1999,Playoffs,0.5
329,Sam Mitchell,1999,Playoffs,0.5
330,Malik Rose,1999,Playoffs,0.25
331,Kevin Ollie,1999,Playoffs,1.2
332,Christian Laettner,1999,Playoffs,2.0
333,Scot Pollard,1999,Playoffs,0.2
334,Terry Porter,1999,Playoffs,1.25
335,Joe Smith,1999,Playoffs,0.25
336,Greg Foster,1999,Playoffs,0.2
337,John Salley,1999,Playoffs,0.22
338,Muggsy Bogues,1999,Playoffs,1.67
339,Jerome Williams,1999,Playoffs,0.67
340,Randy Livingston,1999,Playoffs,0.57
341,Doug Christie,1999,Playoffs,2.0
505,Jerry Stackhouse,2000,Regular_Season,5.12
506,Allen Iverson,2000,Regular_Season,4.58
507,Shaquille O'Neal,2000,Regular_Season,3.74
508,Paul Pierce,2000,Regular_Season,3.09
509,Vince Carter,2000,Regular_Season,3.88
510,Tracy McGrady,2000,Regular_Season,4.57
511,Antawn Jamison,2000,Regular_Season,2.0
512,Kobe Bryant,2000,Regular_Season,4.97
513,Chris Webber,2000,Regular_Season,4.2
514,Antoine Walker,2000,Regular_Season,5.49
515,Karl Malone,2000,Regular_Season,4.46
516,Gary Payton,2000,Regular_Season,8.13
517,Tim Duncan,2000,Regular_Season,2.99
518,Ray Allen,2000,Regular_Season,4.56
519,Kevin Garnett,2000,Regular_Season,4.95
520,Dirk Nowitzki,2000,Regular_Season,2.11
521,Michael Finley,2000,Regular_Season,4.39
522,Glenn Robinson,2000,Regular_Season,3.32
523,Shareef Abdur-Rahim,2000,Regular_Season,3.09
524,Jason Terry,2000,Regular_Season,4.91
525,Stephon Marbury,2000,Regular_Season,7.55
526,Steve Francis,2000,Regular_Season,6.46
527,Cuttino Mobley,2000,Regular_Season,2.47
528,Peja Stojakovic,2000,Regular_Season,2.19
529,Jamal Mashburn,2000,Regular_Season,5.41
530,Reggie Miller,2000,Regular_Season,3.21
531,Elton Brand,2000,Regular_Season,3.24
532,Jalen Rose,2000,Regular_Season,6.04
533,Rasheed Wallace,2000,Regular_Season,2.75
534,Juwan Howard,2000,Regular_Season,2.77
535,Allan Houston,2000,Regular_Season,2.22
536,Antonio McDyess,2000,Regular_Season,2.09
537,David Wesley,2000,Regular_Season,4.4
538,Richard Hamilton,2000,Regular_Season,2.87
539,Sam Cassell,2000,Regular_Season,7.63
540,Shawn Marion,2000,Regular_Season,2.03
541,Latrell Sprewell,2000,Regular_Season,3.49
542,Cliff Robinson,2000,Regular_Season,2.89
543,Lamar Odom,2000,Regular_Season,5.16
544,Mike Bibby,2000,Regular_Season,8.35
545,Jason Kidd,2000,Regular_Season,9.78
546,Andre Miller,2000,Regular_Season,8.01
547,Anthony Mason,2000,Regular_Season,3.1
548,Derek Anderson,2000,Regular_Season,3.67
549,Nick Van Exel,2000,Regular_Season,8.45
550,Terrell Brandon,2000,Regular_Season,7.47
551,Brian Grant,2000,Regular_Season,1.23
552,Darrell Armstrong,2000,Regular_Season,6.99
553,David Robinson,2000,Regular_Season,1.45
554,Rashard Lewis,2000,Regular_Season,1.6
555,Tim Hardaway,2000,Regular_Season,6.27
556,Wally Szczerbiak,2000,Regular_Season,3.17
557,Michael Dickerson,2000,Regular_Season,3.33
558,Baron Davis,2000,Regular_Season,7.29
559,Steve Smith,2000,Regular_Season,2.63
560,Donyell Marshall,2000,Regular_Season,1.64
561,Steve Nash,2000,Regular_Season,7.27
562,Antonio Davis,2000,Regular_Season,1.36
563,Damon Stoudamire,2000,Regular_Season,5.71
564,Jeff McInnis,2000,Regular_Season,5.52
565,Jermaine O'Neal,2000,Regular_Season,1.21
566,Elden Campbell,2000,Regular_Season,1.33
567,Raef LaFrentz,2000,Regular_Season,1.37
568,Tony Delk,2000,Regular_Season,1.95
569,Rodney Rogers,2000,Regular_Season,2.2
570,Lamond Murray,2000,Regular_Season,1.59
571,Doug Christie,2000,Regular_Season,3.57
572,Ruben Patterson,2000,Regular_Season,2.12
573,Mike Miller,2000,Regular_Season,1.71
574,Vlade Divac,2000,Regular_Season,2.85
575,Voshon Lenard,2000,Regular_Season,2.38
576,Chucky Atkins,2000,Regular_Season,4.07
577,Tim Thomas,2000,Regular_Season,1.82
578,Bonzi Wells,2000,Regular_Season,2.77
579,John Stockton,2000,Regular_Season,8.7
580,Bryon Russell,2000,Regular_Season,2.05
581,Vin Baker,2000,Regular_Season,1.18
582,Clarence Weatherspoon,2000,Regular_Season,1.26
583,Travis Best,2000,Regular_Season,6.14
584,Metta World Peace,2000,Regular_Season,3.0
585,Glen Rice,2000,Regular_Season,1.19
586,Johnny Newman,2000,Regular_Season,1.4
587,Lorenzen Wright,2000,Regular_Season,1.23
588,Aaron McKie,2000,Regular_Season,4.96
589,Eric Piatkowski,2000,Regular_Season,1.19
590,Chris Gatling,2000,Regular_Season,0.82
591,Aaron Williams,2000,Regular_Season,1.07
592,Lindsey Hunter,2000,Regular_Season,2.71
593,Austin Croshere,2000,Regular_Season,1.14
594,Alvin Williams,2000,Regular_Season,4.96
595,Kurt Thomas,2000,Regular_Season,0.82
596,Anthony Peeler,2000,Regular_Season,2.56
597,Rick Fox,2000,Regular_Season,3.2
598,LaPhonso Ellis,2000,Regular_Season,1.13
599,Alan Henderson,2000,Regular_Season,0.68
600,Darius Miles,2000,Regular_Season,1.22
601,Patrick Ewing,2000,Regular_Season,1.16
602,Bryant Stith,2000,Regular_Season,2.15
603,Dikembe Mutombo,2000,Regular_Season,1.01
604,Charles Oakley,2000,Regular_Season,3.38
605,Morris Peterson,2000,Regular_Season,1.31
606,Antonio Daniels,2000,Regular_Season,3.85
607,Howard Eisley,2000,Regular_Season,3.6
608,George McCloud,2000,Regular_Season,3.67
609,Tyrone Hill,2000,Regular_Season,0.63
610,Christian Laettner,2000,Regular_Season,1.59
611,Kevin Willis,2000,Regular_Season,0.64
612,Jason Williams,2000,Regular_Season,5.4
613,Chauncey Billups,2000,Regular_Season,3.38
614,Shandon Anderson,2000,Regular_Season,2.3
615,Michael Olowokandi,2000,Regular_Season,0.56
616,John Starks,2000,Regular_Season,2.37
617,George Lynch,2000,Regular_Season,1.7
618,Lucious Harris,2000,Regular_Season,1.85
619,Marcus Fizer,2000,Regular_Season,1.06
620,P.J. Brown,2000,Regular_Season,1.59
621,Fred Hoiberg,2000,Regular_Season,3.55
622,James Posey,2000,Regular_Season,1.99
623,Othella Harrington,2000,Regular_Season,0.76
624,Horace Grant,2000,Regular_Season,1.57
625,John Amaechi,2000,Regular_Season,0.9
626,Keon Clark,2000,Regular_Season,0.89
627,Stephen Jackson,2000,Regular_Season,1.82
628,Mark Jackson,2000,Regular_Season,7.96
629,Pat Garrity,2000,Regular_Season,0.67
630,Bruce Bowen,2000,Regular_Season,1.61
631,Bryant Reeves,2000,Regular_Season,1.07
632,Quentin Richardson,2000,Regular_Season,0.82
633,Vitaly Potapenko,2000,Regular_Season,0.78
634,Danny Manning,2000,Regular_Season,1.12
635,Walt Williams,2000,Regular_Season,1.35
636,Al Harrington,2000,Regular_Season,1.67
637,Bo Outlaw,2000,Regular_Season,2.81
638,Dale Davis,2000,Regular_Season,1.27
639,Shawn Bradley,2000,Regular_Season,0.46
640,Terry Porter,2000,Regular_Season,3.14
641,Bobby Jackson,2000,Regular_Season,2.04
642,Felipe Lopez,2000,Regular_Season,1.53
643,Moochie Norris,2000,Regular_Season,3.45
644,Eric Williams,2000,Regular_Season,1.38
645,Kenny Thomas,2000,Regular_Season,1.04
646,Ben Wallace,2000,Regular_Season,1.54
647,Jason Caffey,2000,Regular_Season,0.76
648,Scot Pollard,2000,Regular_Season,0.61
649,Jacque Vaughn,2000,Regular_Season,3.94
650,Eddie Robinson,2000,Regular_Season,0.88
651,Eric Snow,2000,Regular_Season,7.38
652,Michael Doleac,2000,Regular_Season,0.84
653,Robert Pack,2000,Regular_Season,3.96
654,Desmond Mason,2000,Regular_Season,0.81
655,Damon Jones,2000,Regular_Season,3.15
656,Anthony Carter,2000,Regular_Season,3.72
657,Keyon Dooling,2000,Regular_Season,2.33
658,Danny Ferry,2000,Regular_Season,0.89
659,Sean Rooks,2000,Regular_Season,0.94
660,Malik Rose,2000,Regular_Season,0.84
661,Olden Polynice,2000,Regular_Season,0.38
662,Dell Curry,2000,Regular_Season,1.06
663,Mateen Cleaves,2000,Regular_Season,2.65
664,Brian Shaw,2000,Regular_Season,3.22
665,Monty Williams,2000,Regular_Season,0.96
666,Robert Horry,2000,Regular_Season,1.62
667,Scott Williams,2000,Regular_Season,0.53
668,Robert Traylor,2000,Regular_Season,0.9
669,DerMarr Johnson,2000,Regular_Season,0.82
670,Stromile Swift,2000,Regular_Season,0.35
671,Hedo Turkoglu,2000,Regular_Season,0.93
672,Jerome Williams,2000,Regular_Season,0.76
673,A.C. Green,2000,Regular_Season,0.48
674,Greg Ostertag,2000,Regular_Season,0.27
675,Chris Childs,2000,Regular_Season,4.61
676,Mikki Moore,2000,Regular_Season,0.41
677,Troy Hudson,2000,Regular_Season,2.16
678,Jamaal Magloire,2000,Regular_Season,0.36
679,Rasho Nesterovic,2000,Regular_Season,0.62
680,Samaki Walker,2000,Regular_Season,0.48
681,Hanno Mottola,2000,Regular_Season,0.34
682,Jelani McCoy,2000,Regular_Season,0.81
683,Jumaine Jones,2000,Regular_Season,0.49
684,Michael Smith,2000,Regular_Season,1.28
685,Mario Elie,2000,Regular_Season,1.93
686,Sam Mitchell,2000,Regular_Season,0.7
687,Ervin Johnson,2000,Regular_Season,0.49
688,Andrew DeClercq,2000,Regular_Season,0.48
689,Todd MacCulloch,2000,Regular_Season,0.16
690,Evan Eschmeyer,2000,Regular_Season,0.54
691,Jeff Foster,2000,Regular_Season,0.46
692,Kevin Ollie,2000,Regular_Season,2.09
693,Dean Garrett,2000,Regular_Season,0.34
694,Derrick McKey,2000,Regular_Season,1.12
695,Mark Madsen,2000,Regular_Season,0.34
696,Allen Iverson,2000,Playoffs,6.09
697,Shaquille O'Neal,2000,Playoffs,3.19
698,Kobe Bryant,2000,Playoffs,6.06
699,Ray Allen,2000,Playoffs,6.0
700,Glenn Robinson,2000,Playoffs,3.33
701,Aaron McKie,2000,Playoffs,5.26
702,Vince Carter,2000,Playoffs,4.67
703,Dikembe Mutombo,2000,Playoffs,0.74
704,Tim Duncan,2000,Playoffs,3.77
705,Sam Cassell,2000,Playoffs,6.67
706,Jamal Mashburn,2000,Playoffs,5.7
707,Dirk Nowitzki,2000,Playoffs,1.4
708,David Robinson,2000,Playoffs,1.69
709,Derek Fisher,2000,Playoffs,3.0
710,Eric Snow,2000,Playoffs,4.52
711,Tim Thomas,2000,Playoffs,1.61
712,Antonio Davis,2000,Playoffs,1.92
713,Michael Finley,2000,Playoffs,4.4
714,Chris Webber,2000,Playoffs,3.12
715,Baron Davis,2000,Playoffs,5.8
716,Antonio Daniels,2000,Playoffs,2.92
717,Peja Stojakovic,2000,Playoffs,0.38
718,David Wesley,2000,Playoffs,3.9
719,Tyrone Hill,2000,Playoffs,0.43
720,Alvin Williams,2000,Playoffs,4.17
721,Rick Fox,2000,Playoffs,3.56
722,Karl Malone,2000,Playoffs,3.4
723,Steve Nash,2000,Playoffs,6.4
724,Tracy McGrady,2000,Playoffs,8.25
725,Scott Williams,2000,Playoffs,0.71
726,Juwan Howard,2000,Playoffs,1.4
727,Jumaine Jones,2000,Playoffs,0.74
728,Reggie Miller,2000,Playoffs,2.5
729,Elden Campbell,2000,Playoffs,0.7
730,Charles Oakley,2000,Playoffs,1.75
731,Chris Childs,2000,Playoffs,6.5
732,Terry Porter,2000,Playoffs,3.38
733,Allan Houston,2000,Playoffs,1.4
734,Ervin Johnson,2000,Playoffs,0.56
735,Horace Grant,2000,Playoffs,1.19
736,Robert Horry,2000,Playoffs,1.94
737,Latrell Sprewell,2000,Playoffs,3.4
738,Vlade Divac,2000,Playoffs,2.38
739,Kevin Garnett,2000,Playoffs,4.25
740,P.J. Brown,2000,Playoffs,1.1
741,Doug Christie,2000,Playoffs,3.25
742,Dell Curry,2000,Playoffs,0.92
743,Avery Johnson,2000,Playoffs,3.15
744,Danny Ferry,2000,Playoffs,1.31
745,Kurt Thomas,2000,Playoffs,1.8
