,Player,Season,Stage,Assists_per_game
4458,Ryan Bowen,2004,Playoffs,0.86
4459,Marc Jackson,2004,Playoffs,0.0
4460,Michael Doleac,2004,Playoffs,0.0
4461,Kwame Brown,2004,Playoffs,1.0
4462,Scot Pollard,2004,Playoffs,0.11
4463,Flip Murray,2004,Playoffs,1.25
4464,Jason Collins,2004,Playoffs,0.25
4465,Rasho Nesterovic,2004,Playoffs,0.13
4466,Greg Buckner,2004,Playoffs,1.0
4467,Brian Scalabrine,2004,Playoffs,0.5
4468,Shandon Anderson,2004,Playoffs,1.0
4469,Aaron McKie,2004,Playoffs,1.0
5322,Kobe Bryant,2005,Regular_Season,4.5
5323,LeBron James,2005,Regular_Season,6.59
5324,Allen Iverson,2005,Regular_Season,7.39
5325,Gilbert Arenas,2005,Regular_Season,6.05
5326,Dirk Nowitzki,2005,Regular_Season,2.79
5327,Carmelo Anthony,2005,Regular_Season,2.7
5328,Paul Pierce,2005,Regular_Season,4.75
5329,Dwyane Wade,2005,Regular_Season,6.71
5330,Michael Redd,2005,Regular_Season,2.86
5331,Ray Allen,2005,Regular_Season,3.67
5332,Elton Brand,2005,Regular_Season,2.63
5333,Vince Carter,2005,Regular_Season,4.28
5334,Shawn Marion,2005,Regular_Season,1.77
5335,Jason Richardson,2005,Regular_Season,3.09
5336,Mike Bibby,2005,Regular_Season,5.41
5337,Antawn Jamison,2005,Regular_Season,1.93
5338,Kevin Garnett,2005,Regular_Season,4.05
5339,Joe Johnson,2005,Regular_Season,6.54
5340,Pau Gasol,2005,Regular_Season,4.64
5341,Richard Hamilton,2005,Regular_Season,3.44
5342,Mike James,2005,Regular_Season,5.82
5343,Chris Bosh,2005,Regular_Season,2.59
5344,Rashard Lewis,2005,Regular_Season,2.33
5345,Richard Jefferson,2005,Regular_Season,3.81
5346,Chris Webber,2005,Regular_Season,3.41
5347,Ricky Davis,2005,Regular_Season,5.05
5348,Tony Parker,2005,Regular_Season,5.75
5349,Chauncey Billups,2005,Regular_Season,8.63
5350,Steve Nash,2005,Regular_Season,10.46
5351,Tim Duncan,2005,Regular_Season,3.16
5352,Mehmet Okur,2005,Regular_Season,2.37
5353,Al Harrington,2005,Regular_Season,3.13
5354,Morris Peterson,2005,Regular_Season,2.32
5355,Jason Terry,2005,Regular_Season,3.82
5356,Wally Szczerbiak,2005,Regular_Season,2.96
5357,Ben Gordon,2005,Regular_Season,3.0
5358,Sam Cassell,2005,Regular_Season,6.29
5359,Zach Randolph,2005,Regular_Season,1.95
5360,Stephen Jackson,2005,Regular_Season,2.78
5361,Caron Butler,2005,Regular_Season,2.48
5362,Dwight Howard,2005,Regular_Season,1.52
5363,Peja Stojakovic,2005,Regular_Season,1.92
5364,Kirk Hinrich,2005,Regular_Season,6.35
5365,David West,2005,Regular_Season,1.24
5366,Chris Paul,2005,Regular_Season,7.83
5367,Zydrunas Ilgauskas,2005,Regular_Season,1.17
5368,Rasheed Wallace,2005,Regular_Season,2.28
5369,Lamar Odom,2005,Regular_Season,5.54
5370,Brad Miller,2005,Regular_Season,4.73
5371,Shaquille O'Neal,2005,Regular_Season,1.92
5372,Cuttino Mobley,2005,Regular_Season,3.01
5373,Hedo Turkoglu,2005,Regular_Season,2.77
5374,Raja Bell,2005,Regular_Season,2.62
5375,Tayshaun Prince,2005,Regular_Season,2.27
5376,Jamal Crawford,2005,Regular_Season,3.81
5377,Andre Miller,2005,Regular_Season,8.22
5378,Luol Deng,2005,Regular_Season,1.88
5379,Derek Fisher,2005,Regular_Season,4.29
5380,Boris Diaw,2005,Regular_Season,6.21
5381,Nenad Krstic,2005,Regular_Season,1.1
5382,Jason Kidd,2005,Regular_Season,8.4
5383,Andres Nocioni,2005,Regular_Season,1.43
5384,Charlie Villanueva,2005,Regular_Season,1.09
5385,Troy Murphy,2005,Regular_Season,1.36
5386,Mike Miller,2005,Regular_Season,2.7
5387,Andre Iguodala,2005,Regular_Season,3.11
5388,Steve Francis,2005,Regular_Season,4.93
5389,Bobby Simmons,2005,Regular_Season,2.29
5390,Antoine Walker,2005,Regular_Season,2.02
5391,Primoz Brezec,2005,Regular_Season,0.57
5392,Manu Ginobili,2005,Regular_Season,3.62
5393,Eddy Curry,2005,Regular_Season,0.26
5394,Raymond Felton,2005,Regular_Season,5.58
5395,Juwan Howard,2005,Regular_Season,1.4
5396,Smush Parker,2005,Regular_Season,3.68
5397,Kyle Korver,2005,Regular_Season,1.99
5398,Juan Dixon,2005,Regular_Season,1.96
5399,Chris Kaman,2005,Regular_Season,1.01
5400,Mike Dunleavy,2005,Regular_Season,2.93
5401,Josh Howard,2005,Regular_Season,1.88
5402,Mark Blount,2005,Regular_Season,1.22
5403,Zaza Pachulia,2005,Regular_Season,1.65
5404,Luke Ridnour,2005,Regular_Season,6.96
5405,Josh Smith,2005,Regular_Season,2.39
5406,DeShawn Stevenson,2005,Regular_Season,1.95
5407,Shareef Abdur-Rahim,2005,Regular_Season,2.07
5408,Jalen Rose,2005,Regular_Season,2.51
5409,Eddie Jones,2005,Regular_Season,2.36
5410,Matt Harpring,2005,Regular_Season,1.38
5411,T.J. Ford,2005,Regular_Season,6.57
5412,Speedy Claxton,2005,Regular_Season,4.77
5413,Deron Williams,2005,Regular_Season,4.49
5414,Ruben Patterson,2005,Regular_Season,1.79
5415,Flip Murray,2005,Regular_Season,2.59
5416,Drew Gooden,2005,Regular_Season,0.71
5417,Delonte West,2005,Regular_Season,4.63
5418,Shane Battier,2005,Regular_Season,1.68
5419,Bobby Jackson,2005,Regular_Season,2.75
5420,Jumaine Jones,2005,Regular_Season,0.83
5421,Eddie House,2005,Regular_Season,1.83
5422,Michael Finley,2005,Regular_Season,1.51
5423,Kevin Martin,2005,Regular_Season,1.35
5424,Andrew Bogut,2005,Regular_Season,2.34
5425,Antonio Daniels,2005,Regular_Season,3.59
5426,Udonis Haslem,2005,Regular_Season,1.17
5427,Desmond Mason,2005,Regular_Season,0.94
5428,Vladimir Radmanovic,2005,Regular_Season,1.77
5429,Jamaal Magloire,2005,Regular_Season,0.68
5430,Donyell Marshall,2005,Regular_Season,0.74
5431,Kenny Thomas,2005,Regular_Season,2.05
5432,Leandro Barbosa,2005,Regular_Season,2.77
5433,Josh Childress,2005,Regular_Season,1.77
5434,Jason Williams,2005,Regular_Season,4.86
5435,Jerry Stackhouse,2005,Regular_Season,2.91
5436,Trenton Hassell,2005,Regular_Season,2.64
5437,Luther Head,2005,Regular_Season,2.69
5438,David Wesley,2005,Regular_Season,2.87
5439,James Jones,2005,Regular_Season,0.76
5440,Anthony Johnson,2005,Regular_Season,4.32
5441,Rasual Butler,2005,Regular_Season,0.51
5442,Chucky Atkins,2005,Regular_Season,2.79
5443,P.J. Brown,2005,Regular_Season,1.2
5444,Marvin Williams,2005,Regular_Season,0.8
5445,Nate Robinson,2005,Regular_Season,2.04
5446,Fred Jones,2005,Regular_Season,2.26
5447,Tony Battie,2005,Regular_Season,0.6
5448,Chris Duhon,2005,Regular_Season,5.04
5449,Brian Cook,2005,Regular_Season,0.91
5450,Raef LaFrentz,2005,Regular_Season,1.4
5451,Antonio McDyess,2005,Regular_Season,1.1
5452,Marquis Daniels,2005,Regular_Season,2.77
5453,Rashad McCants,2005,Regular_Season,0.8
5454,Chris Wilcox,2005,Regular_Season,0.68
5455,Gary Payton,2005,Regular_Season,3.17
5456,Earl Watson,2005,Regular_Season,4.13
5457,Keith Bogans,2005,Regular_Season,1.78
5458,Bruce Bowen,2005,Regular_Season,1.54
5459,John Salmons,2005,Regular_Season,2.72
5460,Devin Brown,2005,Regular_Season,1.28
5461,Ben Wallace,2005,Regular_Season,1.93
5462,Matt Carroll,2005,Regular_Season,0.45
5463,Danny Granger,2005,Regular_Season,1.15
5464,Marko Jaric,2005,Regular_Season,3.91
5465,Matt Bonner,2005,Regular_Season,0.72
5466,Brendan Haywood,2005,Regular_Season,0.58
5467,Devin Harris,2005,Regular_Season,3.16
5468,Damon Jones,2005,Regular_Season,2.06
5469,Cliff Robinson,2005,Regular_Season,1.11
5470,Sarunas Jasikevicius,2005,Regular_Season,3.03
5471,Kwame Brown,2005,Regular_Season,1.0
5472,Damien Wilkins,2005,Regular_Season,1.3
5473,Mike Sweetney,2005,Regular_Season,0.89
5474,Joey Graham,2005,Regular_Season,0.75
5475,Jarrett Jack,2005,Regular_Season,2.77
5476,Alonzo Mourning,2005,Regular_Season,0.17
5477,Nazr Mohammed,2005,Regular_Season,0.5
5478,Greg Buckner,2005,Regular_Season,1.74
5479,Jared Jeffries,2005,Regular_Season,1.92
5480,James Posey,2005,Regular_Season,1.33
5481,Erick Dampier,2005,Regular_Season,0.62
5482,Lorenzen Wright,2005,Regular_Season,0.62
5483,Carlos Arroyo,2005,Regular_Season,3.01
5484,Devean George,2005,Regular_Season,0.96
5485,Milt Palacio,2005,Regular_Season,2.68
5486,Brent Barry,2005,Regular_Season,1.66
5487,Tyson Chandler,2005,Regular_Season,1.03
5488,Jarron Collins,2005,Regular_Season,1.23
5489,Maurice Evans,2005,Regular_Season,0.75
5490,Eric Snow,2005,Regular_Season,4.22
5491,David Harrison,2005,Regular_Season,0.21
5492,Dan Gadzuric,2005,Regular_Season,0.32
5493,Reggie Evans,2005,Regular_Season,0.57
5494,Francisco Garcia,2005,Regular_Season,1.4
5495,Rasho Nesterovic,2005,Regular_Season,0.41
5496,Nick Van Exel,2005,Regular_Season,1.89
5497,Shaun Livingston,2005,Regular_Season,4.48
5498,Francisco Elson,2005,Regular_Season,0.65
5499,Othella Harrington,2005,Regular_Season,0.54
5500,Adonal Foyle,2005,Regular_Season,0.43
5501,Luke Walton,2005,Regular_Season,2.26
5502,Etan Thomas,2005,Regular_Season,0.2
5503,Justin Reed,2005,Regular_Season,0.57
5504,Robert Horry,2005,Regular_Season,1.25
5505,Sasha Vujacic,2005,Regular_Season,1.7
5506,Eddie Griffin,2005,Regular_Season,0.57
5507,Malik Rose,2005,Regular_Season,0.93
5508,Quinton Ross,2005,Regular_Season,1.18
5509,Dahntay Jones,2005,Regular_Season,0.55
5510,Hakim Warrick,2005,Regular_Season,0.44
5511,Jacque Vaughn,2005,Regular_Season,1.54
5512,Royal Ivey,2005,Regular_Season,1.01
5513,Jason Collins,2005,Regular_Season,0.99
5514,Orien Greene,2005,Regular_Season,1.61
5515,Daniel Ewing,2005,Regular_Season,1.27
5516,Carlos Delfino,2005,Regular_Season,0.65
5517,Adrian Griffin,2005,Regular_Season,1.71
5518,Jason Hart,2005,Regular_Season,1.06
5519,Brian Scalabrine,2005,Regular_Season,0.72
5520,Kevin Ollie,2005,Regular_Season,1.44
5521,DeSagana Diop,2005,Regular_Season,0.28
5522,Darrell Armstrong,2005,Regular_Season,1.39
5523,Michael Ruffin,2005,Regular_Season,0.36
5524,Dwyane Wade,2005,Playoffs,5.74
5525,Dirk Nowitzki,2005,Playoffs,2.91
5526,Shaquille O'Neal,2005,Playoffs,1.7
5527,Jason Terry,2005,Playoffs,3.77
5528,Shawn Marion,2005,Playoffs,1.55
5529,Steve Nash,2005,Playoffs,10.2
5530,LeBron James,2005,Playoffs,5.85
5531,Josh Howard,2005,Playoffs,1.39
5532,Boris Diaw,2005,Playoffs,5.2
5533,Richard Hamilton,2005,Playoffs,2.67
5534,Tim Duncan,2005,Playoffs,3.31
5535,Vince Carter,2005,Playoffs,5.27
5536,Chauncey Billups,2005,Playoffs,6.5
5537,Antoine Walker,2005,Playoffs,2.43
5538,Elton Brand,2005,Playoffs,4.0
5539,Tim Thomas,2005,Playoffs,1.25
5540,Jerry Stackhouse,2005,Playoffs,2.55
5541,Tayshaun Prince,2005,Playoffs,3.0
5542,Leandro Barbosa,2005,Playoffs,2.7
5543,Tony Parker,2005,Playoffs,3.85
5544,Rasheed Wallace,2005,Playoffs,1.78
5545,Richard Jefferson,2005,Playoffs,4.09
5546,Manu Ginobili,2005,Playoffs,3.0
5547,Raja Bell,2005,Playoffs,2.18
5548,Sam Cassell,2005,Playoffs,5.75
5549,Devin Harris,2005,Playoffs,2.17
5550,Jason Williams,2005,Playoffs,3.91
5551,Gilbert Arenas,2005,Playoffs,5.33
5552,Kobe Bryant,2005,Playoffs,5.14
5553,Udonis Haslem,2005,Playoffs,0.77
5554,Corey Maggette,2005,Playoffs,1.42
5555,Nenad Krstic,2005,Playoffs,0.73
5556,James Posey,2005,Playoffs,0.91
5557,Cuttino Mobley,2005,Playoffs,2.0
5558,Bonzi Wells,2005,Playoffs,1.33
5559,Antonio McDyess,2005,Playoffs,0.61
5560,Michael Finley,2005,Playoffs,1.38
5561,Michael Redd,2005,Playoffs,1.6
5562,Zydrunas Ilgauskas,2005,Playoffs,0.77
5563,Lamar Odom,2005,Playoffs,4.86
5564,Andres Nocioni,2005,Playoffs,1.5
5565,Gary Payton,2005,Playoffs,1.57
5566,Jason Kidd,2005,Playoffs,9.64
5567,Jermaine O'Neal,2005,Playoffs,1.67
5568,Ben Gordon,2005,Playoffs,3.0
5569,Donyell Marshall,2005,Playoffs,0.62
5570,Kirk Hinrich,2005,Playoffs,7.67
5571,Anthony Johnson,2005,Playoffs,5.17
5572,Chris Kaman,2005,Playoffs,0.91
5573,Antawn Jamison,2005,Playoffs,3.0
5574,Drew Gooden,2005,Playoffs,0.62
5575,Flip Murray,2005,Playoffs,1.62
5576,Carmelo Anthony,2005,Playoffs,2.8
5577,Brent Barry,2005,Playoffs,1.69
5578,Mike Bibby,2005,Playoffs,5.17
5579,Larry Hughes,2005,Playoffs,4.0
5580,Vladimir Radmanovic,2005,Playoffs,1.08
5581,Erick Dampier,2005,Playoffs,0.32
5582,Quinton Ross,2005,Playoffs,0.75
5583,Shaun Livingston,2005,Playoffs,4.75
5584,Caron Butler,2005,Playoffs,3.0
5585,Kwame Brown,2005,Playoffs,1.0
5586,Anderson Varejao,2005,Playoffs,0.23
5587,Metta World Peace,2005,Playoffs,3.0
5588,James Jones,2005,Playoffs,0.25
5589,Eric Snow,2005,Playoffs,2.77
5590,Luke Walton,2005,Playoffs,1.71
5591,Ben Wallace,2005,Playoffs,1.72
5592,Andre Miller,2005,Playoffs,7.2
5593,Pau Gasol,2005,Playoffs,3.0
5594,Alonzo Mourning,2005,Playoffs,0.14
5595,Bruce Bowen,2005,Playoffs,1.23
5596,Stephen Jackson,2005,Playoffs,3.5
5597,Antonio Daniels,2005,Playoffs,3.33
5598,Kevin Martin,2005,Playoffs,0.5
5599,Lindsey Hunter,2005,Playoffs,1.61
5600,Adrian Griffin,2005,Playoffs,1.2
5601,Marquis Daniels,2005,Playoffs,1.3
5602,T.J. Ford,2005,Playoffs,6.4
5603,Lamond Murray,2005,Playoffs,0.18
5604,Greg Buckner,2005,Playoffs,1.2
5605,Smush Parker,2005,Playoffs,1.57
5606,Luol Deng,2005,Playoffs,0.5
5607,DeSagana Diop,2005,Playoffs,0.09
5608,Marcus Camby,2005,Playoffs,2.2
5609,Robert Horry,2005,Playoffs,0.85
5610,Brad Miller,2005,Playoffs,2.5
5611,Earl Boykins,2005,Playoffs,4.0
5612,Shareef Abdur-Rahim,2005,Playoffs,1.17
5613,Maurice Evans,2005,Playoffs,0.19
5614,Keith Van Horn,2005,Playoffs,0.14
5615,Danny Granger,2005,Playoffs,1.67
5616,Austin Croshere,2005,Playoffs,1.17
5617,Tony Delk,2005,Playoffs,0.5
5618,Fred Jones,2005,Playoffs,2.5
5619,Charlie Bell,2005,Playoffs,1.4
5620,Jamaal Magloire,2005,Playoffs,1.0
5621,Brian Cook,2005,Playoffs,1.14
5622,Eddie House,2005,Playoffs,0.43
5623,Mike Sweetney,2005,Playoffs,1.17
5624,Brendan Haywood,2005,Playoffs,0.83
5625,Andrew Bogut,2005,Playoffs,3.4
5626,Sasha Vujacic,2005,Playoffs,0.86
5627,Eddie Jones,2005,Playoffs,2.5
5628,Chucky Atkins,2005,Playoffs,3.0
5629,Joe Smith,2005,Playoffs,0.6
5630,Devean George,2005,Playoffs,0.57
5631,Nazr Mohammed,2005,Playoffs,0.12
5632,Cliff Robinson,2005,Playoffs,0.62
5633,Mo Williams,2005,Playoffs,2.0
5634,Kenny Thomas,2005,Playoffs,1.33
5635,Mike Miller,2005,Playoffs,1.75
5636,Jared Jeffries,2005,Playoffs,1.8
5637,Bobby Simmons,2005,Playoffs,2.0
5638,Bobby Jackson,2005,Playoffs,1.25
5639,Jason Collins,2005,Playoffs,0.27
5640,Chris Duhon,2005,Playoffs,2.17
5641,Lorenzen Wright,2005,Playoffs,0.75
5642,Malik Allen,2005,Playoffs,1.17
5643,Jacque Vaughn,2005,Playoffs,1.09
5644,Nick Van Exel,2005,Playoffs,1.42
5645,Rasho Nesterovic,2005,Playoffs,0.11
5646,Damon Jones,2005,Playoffs,0.92
5647,Shane Battier,2005,Playoffs,0.5
5648,Derek Anderson,2005,Playoffs,0.62
5649,Reggie Evans,2005,Playoffs,0.0
5650,Sarunas Jasikevicius,2005,Playoffs,1.0
5651,Michael Doleac,2005,Playoffs,0.0
5652,Shandon Anderson,2005,Playoffs,0.31
5653,Jeff Foster,2005,Playoffs,0.75
5654,Tyson Chandler,2005,Playoffs,0.5
5655,Eduardo Najera,2005,Playoffs,0.5
5656,Francisco Elson,2005,Playoffs,0.4
5657,Michael Ruffin,2005,Playoffs,0.67
6545,Kobe Bryant,2006,Regular_Season,5.36
6546,LeBron James,2006,Regular_Season,6.03
6547,Gilbert Arenas,2006,Regular_Season,5.99
6548,Vince Carter,2006,Regular_Season,4.79
6549,Dirk Nowitzki,2006,Regular_Season,3.37
6550,Carmelo Anthony,2006,Regular_Season,3.83
6551,Ben Gordon,2006,Regular_Season,3.61
6552,Tracy McGrady,2006,Regular_Season,6.45
6553,Allen Iverson,2006,Regular_Season,7.2
6554,Kevin Garnett,2006,Regular_Season,4.12
6555,Amar'e Stoudemire,2006,Regular_Season,1.02
6556,Elton Brand,2006,Regular_Season,2.94
6557,Kevin Martin,2006,Regular_Season,2.16
6558,Zach Randolph,2006,Regular_Season,2.16
6559,Tim Duncan,2006,Regular_Season,3.41
6560,Eddy Curry,2006,Regular_Season,0.84
6561,Chris Bosh,2006,Regular_Season,2.54
6562,Carlos Boozer,2006,Regular_Season,2.99
6563,Luol Deng,2006,Regular_Season,2.49
6564,Richard Hamilton,2006,Regular_Season,3.8
6565,Ray Allen,2006,Regular_Season,4.15
6566,Leandro Barbosa,2006,Regular_Season,3.96
6567,Dwight Howard,2006,Regular_Season,1.93
6568,Tony Parker,2006,Regular_Season,5.45
6569,Joe Johnson,2006,Regular_Season,4.37
6570,Michael Redd,2006,Regular_Season,2.34
6571,Steve Nash,2006,Regular_Season,11.63
6572,Mehmet Okur,2006,Regular_Season,1.95
6573,Shawn Marion,2006,Regular_Season,1.68
6574,Mike Bibby,2006,Regular_Season,4.73
6575,Dwyane Wade,2006,Regular_Season,7.53
6576,Antawn Jamison,2006,Regular_Season,1.94
6577,Andre Iguodala,2006,Regular_Season,5.68
6578,Ricky Davis,2006,Regular_Season,4.75
6579,Jason Terry,2006,Regular_Season,5.21
6580,Kirk Hinrich,2006,Regular_Season,6.25
6581,Josh Howard,2006,Regular_Season,1.81
6582,Metta World Peace,2006,Regular_Season,3.36
6583,Gerald Wallace,2006,Regular_Season,2.57
6584,Deron Williams,2006,Regular_Season,9.31
6585,Mike Miller,2006,Regular_Season,4.26
6586,Al Harrington,2006,Regular_Season,1.91
6587,Monta Ellis,2006,Regular_Season,4.14
6588,Corey Maggette,2006,Regular_Season,2.77
6589,Baron Davis,2006,Regular_Season,8.08
6590,Manu Ginobili,2006,Regular_Season,3.51
6591,Stephon Marbury,2006,Regular_Season,5.45
6592,Ruben Patterson,2006,Regular_Season,2.86
6593,Chauncey Billups,2006,Regular_Season,7.17
6594,Josh Smith,2006,Regular_Season,3.28
6595,Tayshaun Prince,2006,Regular_Season,2.77
6596,Stephen Jackson,2006,Regular_Season,3.83
6597,Raja Bell,2006,Regular_Season,2.51
6598,Danny Granger,2006,Regular_Season,1.39
6599,Charlie Bell,2006,Regular_Season,3.01
6600,Chris Wilcox,2006,Regular_Season,1.0
6601,Raymond Felton,2006,Regular_Season,6.99
6602,Rafer Alston,2006,Regular_Season,5.41
6603,Cuttino Mobley,2006,Regular_Season,2.54
6604,Andre Miller,2006,Regular_Season,7.81
6605,Kyle Korver,2006,Regular_Season,1.42
6606,Mike Dunleavy,2006,Regular_Season,2.78
6607,T.J. Ford,2006,Regular_Season,7.93
6608,Hakim Warrick,2006,Regular_Season,0.91
6609,Larry Hughes,2006,Regular_Season,3.66
6610,Jason Kidd,2006,Regular_Season,9.2
6611,Desmond Mason,2006,Regular_Season,1.53
6612,Mark Blount,2006,Regular_Season,0.82
6613,Jameer Nelson,2006,Regular_Season,4.29
6614,Chucky Atkins,2006,Regular_Season,4.61
6615,Hedo Turkoglu,2006,Regular_Season,3.19
6616,Jarrett Jack,2006,Regular_Season,5.28
6617,Rasheed Wallace,2006,Regular_Season,1.69
6618,Zydrunas Ilgauskas,2006,Regular_Season,1.58
6619,Jamaal Tinsley,2006,Regular_Season,6.86
6620,DeShawn Stevenson,2006,Regular_Season,2.66
6621,Adam Morrison,2006,Regular_Season,2.09
6622,Smush Parker,2006,Regular_Season,2.78
6623,Anthony Parker,2006,Regular_Season,2.1
6624,Matt Harpring,2006,Regular_Season,1.29
6625,Drew Gooden,2006,Regular_Season,1.1
6626,Ryan Gomes,2006,Regular_Season,1.63
6627,Samuel Dalembert,2006,Regular_Season,0.78
6628,Zaza Pachulia,2006,Regular_Season,1.47
6629,Luther Head,2006,Regular_Season,2.42
6630,Matt Carroll,2006,Regular_Season,1.26
6631,Rudy Gay,2006,Regular_Season,1.28
6632,Udonis Haslem,2006,Regular_Season,1.23
6633,Gerald Green,2006,Regular_Season,1.02
6634,Willie Green,2006,Regular_Season,1.51
6635,Tim Thomas,2006,Regular_Season,2.25
6636,Randy Foye,2006,Regular_Season,2.83
6637,Shane Battier,2006,Regular_Season,2.13
6638,Mike James,2006,Regular_Season,3.62
6639,Derek Fisher,2006,Regular_Season,3.34
6640,Rasual Butler,2006,Regular_Season,0.78
6641,Devin Harris,2006,Regular_Season,3.7
6642,Jerry Stackhouse,2006,Regular_Season,2.79
6643,Mickael Pietrus,2006,Regular_Season,0.86
6644,Shareef Abdur-Rahim,2006,Regular_Season,1.36
6645,Nick Collison,2006,Regular_Season,1.0
6646,Marcus Camby,2006,Regular_Season,3.19
6647,Andris Biedrins,2006,Regular_Season,1.07
6648,Luke Ridnour,2006,Regular_Season,5.18
6649,Juan Dixon,2006,Regular_Season,1.52
6650,Mikki Moore,2006,Regular_Season,0.94
6651,Juwan Howard,2006,Regular_Season,1.64
6652,Chris Kaman,2006,Regular_Season,1.05
6653,Jannero Pargo,2006,Regular_Season,2.48
6654,Andrea Bargnani,2006,Regular_Season,0.77
6655,Matt Barnes,2006,Regular_Season,2.05
6656,Michael Finley,2006,Regular_Season,1.32
6657,Jason Kapono,2006,Regular_Season,1.21
6658,Earl Watson,2006,Regular_Season,5.68
6659,Damien Wilkins,2006,Regular_Season,1.9
6660,Boris Diaw,2006,Regular_Season,4.82
6661,Bostjan Nachbar,2006,Regular_Season,0.8
6662,Tyson Chandler,2006,Regular_Season,0.9
6663,Chris Webber,2006,Regular_Season,3.08
6664,Channing Frye,2006,Regular_Season,0.93
6665,John Salmons,2006,Regular_Season,3.22
6666,Jose Calderon,2006,Regular_Season,5.03
6667,Antonio McDyess,2006,Regular_Season,0.88
6668,Alonzo Mourning,2006,Regular_Season,0.23
6669,Antoine Walker,2006,Regular_Season,1.67
6670,Darko Milicic,2006,Regular_Season,1.12
6671,Maurice Evans,2006,Regular_Season,0.97
6672,Andrew Bynum,2006,Regular_Season,1.15
6673,Brent Barry,2006,Regular_Season,1.84
6674,Morris Peterson,2006,Regular_Season,0.66
6675,Ime Udoka,2006,Regular_Season,1.49
6676,Craig Smith,2006,Regular_Season,0.6
6677,Sasha Pavlovic,2006,Regular_Season,1.57
6678,Linas Kleiza,2006,Regular_Season,0.57
6679,Jarvis Hayes,2006,Regular_Season,0.99
6680,Andrei Kirilenko,2006,Regular_Season,2.89
6681,Dahntay Jones,2006,Regular_Season,0.87
6682,Martell Webster,2006,Regular_Season,0.63
6683,Antonio Daniels,2006,Regular_Season,3.62
6684,Donyell Marshall,2006,Regular_Season,0.57
6685,Paul Millsap,2006,Regular_Season,0.76
6686,Chris Duhon,2006,Regular_Season,3.97
6687,Carlos Arroyo,2006,Regular_Season,2.81
6688,James Posey,2006,Regular_Season,1.32
6689,Anderson Varejao,2006,Regular_Season,0.93
6690,Erick Dampier,2006,Regular_Season,0.58
6691,Marcus D. Williams,2006,Regular_Season,3.29
6692,Jamaal Magloire,2006,Regular_Season,0.37
6693,Steve Blake,2006,Regular_Season,4.98
6694,Keyon Dooling,2006,Regular_Season,1.7
6695,Trenton Hassell,2006,Regular_Season,2.67
6696,Brendan Haywood,2006,Regular_Season,0.61
6697,Bruce Bowen,2006,Regular_Season,1.43
6698,Joey Graham,2006,Regular_Season,0.56
6699,Johan Petro,2006,Regular_Season,0.56
6700,Rajon Rondo,2006,Regular_Season,3.81
6701,Eduardo Najera,2006,Regular_Season,0.85
6702,Ben Wallace,2006,Regular_Season,2.42
6703,Rasho Nesterovic,2006,Regular_Season,0.92
6704,James Jones,2006,Regular_Season,0.59
6705,Sebastian Telfair,2006,Regular_Season,2.79
6706,Gordan Giricek,2006,Regular_Season,1.03
6707,Francisco Garcia,2006,Regular_Season,1.1
6708,Flip Murray,2006,Regular_Season,2.71
6709,Darrell Armstrong,2006,Regular_Season,2.36
6710,Steven Hunter,2006,Regular_Season,0.37
6711,Brian Cook,2006,Regular_Season,1.0
6712,Shelden Williams,2006,Regular_Season,0.54
6713,Chuck Hayes,2006,Regular_Season,0.6
6714,P.J. Brown,2006,Regular_Season,0.67
6715,Carlos Delfino,2006,Regular_Season,1.07
6716,Quinton Ross,2006,Regular_Season,1.06
6717,Tony Battie,2006,Regular_Season,0.53
6718,Damon Jones,2006,Regular_Season,1.57
6719,Ronny Turiaf,2006,Regular_Season,0.88
6720,Tyrus Thomas,2006,Regular_Season,0.56
6721,Marko Jaric,2006,Regular_Season,2.07
6722,Gary Payton,2006,Regular_Season,2.96
6723,Francisco Elson,2006,Regular_Season,0.79
6724,Fabricio Oberto,2006,Regular_Season,0.86
6725,Eric Snow,2006,Regular_Season,4.02
6726,Beno Udrih,2006,Regular_Season,1.67
6727,Jason Maxiell,2006,Regular_Season,0.21
6728,Kendrick Perkins,2006,Regular_Season,1.31
6729,Jeff Foster,2006,Regular_Season,0.76
6730,Mickael Gelabale,2006,Regular_Season,0.8
6731,Jordan Farmar,2006,Regular_Season,1.9
6732,Jake Voskuhl,2006,Regular_Season,0.6
6733,Sasha Vujacic,2006,Regular_Season,0.88
6734,Kurt Thomas,2006,Regular_Season,0.36
6735,Greg Buckner,2006,Regular_Season,0.92
6736,Antoine Wright,2006,Regular_Season,0.87
6737,Daniel Gibson,2006,Regular_Season,1.15
6738,Robert Horry,2006,Regular_Season,1.13
6739,Thabo Sefolosha,2006,Regular_Season,0.85
6740,Josh Boone,2006,Regular_Season,0.16
6741,Dikembe Mutombo,2006,Regular_Season,0.17
6742,Jarron Collins,2006,Regular_Season,0.73
6743,Jacque Vaughn,2006,Regular_Season,2.05
6744,DeSagana Diop,2006,Regular_Season,0.37
6745,Jason Collins,2006,Regular_Season,0.57
6746,LeBron James,2006,Playoffs,7.95
6747,Tim Duncan,2006,Playoffs,3.25
6748,Tony Parker,2006,Playoffs,5.75
6749,Carlos Boozer,2006,Playoffs,2.94
6750,Manu Ginobili,2006,Playoffs,3.7
6751,Deron Williams,2006,Playoffs,8.59
6752,Richard Hamilton,2006,Playoffs,3.75
