id,lat,lon
59150135007,49.3397,-123.0735
59150135008,49.3404,-123.0738
59150135009,49.3409,-123.0722
59150135010,49.3415,-123.0743
59150136001,49.3392,-123.079
59150136002,49.3392,-123.0779
59150136003,49.3379,-123.0774
59150136004,49.337,-123.0774
59150136005,49.337,-123.081
59150136006,49.3379,-123.081
59150137001,49.3361,-123.0805
59150137002,49.3361,-123.0774
59150137003,49.3361,-123.0736
59150137004,49.337,-123.0735
59150137005,49.3379,-123.0735
59150140001,49.3349,-123.0712
59150140002,49.3349,-123.0697
59150140003,49.3337,-123.0705
59150140004,49.3328,-123.0705
59150140005,49.3322,-123.0704
59150141002,49.3299,-123.0737
59150141003,49.3289,-123.0737
59150141004,49.3294,-123.0708
59150141005,49.3311,-123.0705
59150141006,49.3288,-123.0698
59150141009,49.3323,-123.0796
59150141010,49.3322,-123.0736
59150141011,49.3313,-123.0769
59150141012,49.332,-123.0786
59150142001,49.3316,-123.0674
59150142002,49.3307,-123.0674
59150142003,49.3307,-123.0643
59150142004,49.3297,-123.0644
59150142005,49.3277,-123.0622
59150142006,49.3266,-123.0644
59150142007,49.3267,-123.0675
59150143001,49.3297,-123.0674
59150143002,49.3287,-123.0675
59150143003,49.3277,-123.0675
59150143004,49.3277,-123.0644
59150143005,49.3287,-123.0644
59150145001,49.3327,-123.0643
59150145003,49.3289,-123.0533
59150145004,49.3319,-123.0534
59150145005,49.3344,-123.0593
59150145006,49.3336,-123.0673
59150145007,49.3327,-123.0674
59150145010,49.3327,-123.0589
59150146001,49.3337,-123.057
59150146002,49.3339,-123.0548
59150146003,49.3343,-123.0544
59150146004,49.3327,-123.0534
59150146005,49.3323,-123.0547
59150147001,49.3343,-123.0518
59150147002,49.3346,-123.0498
59150147003,49.3351,-123.0475
59150147004,49.3327,-123.0525
59150147005,49.3322,-123.0516
59150147006,49.3306,-123.052
59150148001,49.3338,-123.0485
59150148002,49.3328,-123.0484
59150148005,49.335,-123.0449
59150148006,49.334,-123.0451
59150152002,49.3343,-123.0371
59150152005,49.3346,-123.0402
59150153001,49.3319,-123.0362
59150153002,49.3288,-123.0365
59150153003,49.3281,-123.0358
59150153004,49.3284,-123.034
59150157001,49.338,-123.0248
59150157002,49.3364,-123.025
59150157003,49.3382,-123.0216
59150158001,49.3396,-123.028
59150158002,49.3376,-123.0301
59150159001,49.3418,-123.0312
59150159002,49.3409,-123.0321
59150159003,49.3405,-123.0264
59150159004,49.3404,-123.028
59150159005,49.3424,-123.027
59150160001,49.3429,-123.0363
59150160002,49.342,-123.0363
59150160003,49.3434,-123.035
59150160004,49.3404,-123.034
59150161003,49.3445,-123.0325
59150162003,49.347,-123.0331
59150163001,49.3469,-123.0259
59150163002,49.3454,-123.0266
59150163003,49.3439,-123.0272
59150163004,49.3441,-123.0244
59150164001,49.3493,-123.0294
59150164002,49.3493,-123.0266
59150164003,49.3483,-123.0266
59150164004,49.3502,-123.0266
59150164005,49.3501,-123.0236
59150165001,49.3494,-123.034
59150166001,49.3521,-123.0348
59150166002,49.3518,-123.0328
59150167003,49.3528,-123.0299
59150174001,49.3231,-123.0369
59150174002,49.324,-123.0336
59150174003,49.3212,-123.0371
59150174004,49.3212,-123.0395
59150175004,49.3233,-123.0404
59150175005,49.3223,-123.0397
59150175006,49.3255,-123.0359
59150175007,49.3262,-123.036
59150175008,49.3253,-123.0397
59150176001,49.3267,-123.0442
59150176003,49.325,-123.0424
59150176004,49.3267,-123.0422
59150176005,49.3264,-123.0415
59150177001,49.3277,-123.048
59150177002,49.3275,-123.0468
59150177003,49.3281,-123.0439
59150178001,49.3267,-123.0467
59150178002,49.3244,-123.0447
59150178004,49.3234,-123.0485
59150178005,49.3224,-123.0485
59150178006,49.3213,-123.0485
59150178010,49.3224,-123.0447
59150178011,49.3259,-123.0513
59150179001,49.3288,-123.0516
59150179002,49.3275,-123.0525
59150179003,49.3279,-123.0497
59150179004,49.3294,-123.0484
59150180001,49.3245,-123.0527
59150180002,49.3234,-123.0527
59150180003,49.3224,-123.0527
59150180004,49.3213,-123.0527
59150181001,49.3235,-123.0615
59150181002,49.3225,-123.0615
59150181007,49.3224,-123.0555
59150181008,49.3234,-123.0555
59150181009,49.3245,-123.0555
59150181010,49.3255,-123.0554
59150181012,49.3229,-123.0581
59150182001,49.3286,-123.0586
59150182002,49.3276,-123.0587
59150182003,49.3266,-123.0587
59150182010,49.3301,-123.0597
59150182011,49.3251,-123.0614
59150182012,49.3286,-123.0561
59150182013,49.3272,-123.0566
59150182014,49.325,-123.0581
59150183001,49.3215,-123.0646
59150183002,49.3204,-123.0646
59150183003,49.3194,-123.0646
59150183004,49.3194,-123.0615
59150183005,49.3204,-123.0615
59150183006,49.3214,-123.0615
59150184001,49.321,-123.0677
59150184002,49.3194,-123.0677
59150185001,49.3184,-123.0677
59150185002,49.3173,-123.0678
59150185003,49.3173,-123.0647
59150185004,49.3183,-123.0646
59150186001,49.3194,-123.0708
59150186002,49.3184,-123.0709
59150187003,49.3164,-123.0723
59150187006,49.3155,-123.0725
59150187008,49.3171,-123.0709
59150188001,49.3183,-123.0747
59150189003,49.317,-123.0759
59150189004,49.3174,-123.0746
59150190001,49.3162,-123.0765
59150191001,49.3153,-123.0774
59150192001,49.3145,-123.0782
59150192002,49.3132,-123.0751
59150193001,49.314,-123.0743
59150194001,49.3149,-123.0734
59150195001,49.3145,-123.0694
59150195002,49.3135,-123.0703
59150195004,49.3139,-123.0666
59150195005,49.3132,-123.0669
59150196001,49.3127,-123.0712
59150196002,49.3118,-123.0721
59150197001,49.3111,-123.0729
59150198001,49.3105,-123.0691
59150198002,49.3098,-123.0699
59150199001,49.309,-123.0707
59150199002,49.3082,-123.0715
59150200001,49.3103,-123.0737
59150200002,49.3095,-123.0745
59150200005,49.3072,-123.064
59150200006,49.3081,-123.0647
59150200007,49.308,-123.0618
59150200010,49.3082,-123.0587
59150200011,49.3071,-123.0608
59150200012,49.3083,-123.0489
59150200013,49.3052,-123.0513
59150201001,49.3095,-123.0668
59150201002,49.3086,-123.0672
59150201003,49.3077,-123.0676
59150201004,49.3069,-123.068
59150202001,49.3112,-123.0678
59150202002,49.3101,-123.0647
59150202003,49.309,-123.0646
59150202004,49.309,-123.0617
59150202005,49.31,-123.0617
59150202006,49.31,-123.0587
59150202007,49.309,-123.0587
59150203001,49.3122,-123.0674
59150203002,49.3112,-123.0646
59150203003,49.3121,-123.0643
59150203004,49.3131,-123.0645
59150203005,49.313,-123.0616
59150203006,49.312,-123.0617
59150203007,49.311,-123.0617
59150204001,49.3164,-123.0676
59150204002,49.3156,-123.0667
