"fromId","mean_score","pop_norm","prox_score","scoreCorrection","eff","eff_ravg","pop.y","lat.y","lon.y"
"59150031009",0.0355832226835712,0.110461811722913,0.01,0.444906987221853,0.593642310733655,NA,404,49.3437,-123.1825
"59150031010",0.0249061017701736,0.01,0.01,0.396543301772181,0.893293110287089,NA,0,49.3455,-123.1863
"59150032001",0.0549731759337005,0.0298934280639432,0.01,0.377307420851128,0.836331364821693,NA,80,49.341,-123.1954
"59150032004",0.0611448069281158,0.0192007104795737,0.01,0.377307420851128,0.868768218538488,NA,37,49.3381,-123.1968
"59150032009",0.0682161861997766,0.021190053285968,0.01,0.377307420851128,0.863384351892128,NA,45,49.3367,-123.1929
"59150032010",0.0548805105590451,0.0361101243339254,0.01,0.377307420851128,0.817749531661848,NA,105,49.3396,-123.1968
"59150032011",0.055044627944551,0.0430728241563055,0.01,0.377307420851128,0.79695909332363,NA,133,49.3398,-123.1915
"59150033002",0.0242359301117008,0.0239253996447602,0.01,0.377307420851128,0.851728844287194,NA,56,49.3452,-123.1945
"59150033003",0.0494040721493698,0.0226820603907638,0.01,0.377307420851128,0.857436770293199,NA,51,49.3424,-123.194
"59150033004",0.0504758903425359,0.0157193605683837,0.01,0.377307420851128,0.878325080494597,NA,23,49.3429,-123.1974
"59150033007",0.0258165911538403,0.01,0.01,0.377307420851128,0.893460883526689,NA,0,49.3472,-123.1908
"59150033008",0.0211220982333295,0.0952930728241563,0.01,0.377307420851128,0.638247060579552,NA,343,49.3456,-123.1986
"59150033009",0.0433813047255283,0.01,0.01,0.326434592565452,0.89538717692272,NA,0,49.3467,-123.205
"59150033010",0.0099536073631041,0.01,0.01,0.223362565236218,0.89274796488707,NA,0,49.3461,-123.2182
"59150033011",0.00476550374738098,0.01,0.01,0.223362565236218,0.89205397103836,NA,0,49.3465,-123.2194
"59150034001",0.0217230974294598,0.0681882770870337,0.01,0.340267098425997,0.719466708778639,NA,234,49.3439,-123.2016
"59150034002",0.0594207737182203,0.0216873889875666,0.01,0.36382471026091,0.861376272363899,NA,47,49.3409,-123.2012
"59150034003",0.0568180051411934,0.0480461811722913,0.01,0.326434592565452,0.782941121494598,NA,153,49.3418,-123.2061
"59150035005",0.0366402717392218,0.01,0.152394776121991,0.444906987221853,0.9217949496394,NA,0,49.3443,-123.1741
"59150035008",0.0437890430932018,0.0348667850799289,0.165009310117506,0.459760806715509,0.917827256633453,NA,100,49.3429,-123.1698
"59150035011",0.039369810768251,0.01,0.01,0.444906987221853,0.894060446079655,NA,0,49.3458,-123.1771
"59150035012",0.0371428654002266,0.0602309058614565,0.144552842936117,0.444906987221853,0.911339845481287,NA,202,49.345,-123.1761
"59150035013",0.0372086785398316,0.01,0.01,0.444906987221853,0.893915311973633,NA,0,49.3454,-123.179
"59150035014",0.0364263523062616,0.01,0.157910976589103,0.444906987221853,0.921849071638966,NA,0,49.344,-123.1735
"59150035015",0.00237847742138984,0.0741563055062167,0.01,0.444906987221853,0.699887447360699,NA,258,49.348,-123.1838
"59150035016",0.0016296461842976,0.091563055062167,0.01,0.396543301772181,0.647841919919853,NA,328,49.3498,-123.1865
"59150036001",0.0426461848032351,0.0206927175843694,0.177729993422284,0.459760806715509,0.920587672266633,NA,43,49.3426,-123.1718
"59150036002",0.0433080935550097,0.0408348134991119,0.192076838636809,0.459760806715509,0.917757329245313,NA,124,49.3416,-123.1725
"59150036003",0.0486116051303201,0.0201953818827709,0.213177715134955,0.459760806715509,0.921623494460936,NA,41,49.3406,-123.1718
"59150036004",0.070889113671562,0.0301420959147424,0.219907343371834,0.459760806715509,0.921806417956935,NA,81,49.3396,-123.1727
"59150036005",0.0689055785031324,0.0368561278863233,0.211774561029914,0.444906987221853,0.920722487874293,NA,108,49.3406,-123.1759
"59150036006",0.0729995000777801,0.0331261101243339,0.216667543709629,0.444906987221853,0.921629218315776,NA,93,49.3397,-123.1769
"59150036007",0.0729632659439092,0.0311367673179396,0.219125574828676,0.444906987221853,0.921949279827111,NA,85,49.3388,-123.1769
"59150037001",0.0504747740865416,0.0196980461811723,0.180506887454355,0.459760806715509,0.921314586045158,NA,39,49.3414,-123.1693
