"fromId","n_amenities"
"59150699002",183
"59150699003",182
"59150699004",182
"59150699005",183
"59150699006",184
"59150699007",184
"59150700001",184
"59150700004",182
"59150700005",182
"59150700006",182
"59150700007",183
"59150701001",184
"59150701002",184
"59150701003",184
"59150701004",184
"59150701005",183
"59150702001",184
"59150702002",183
"59150703001",184
"59150703002",184
"59150703003",184
"59150704001",184
"59150704002",184
"59150704003",184
"59150704004",184
"59150704005",185
"59150704006",184
"59150704007",183
"59150705001",184
"59150705002",184
"59150705003",184
"59150705004",184
"59150705005",185
"59150706001",184
"59150706002",185
"59150707001",184
"59150707002",184
"59150708005",184
"59150708006",184
"59150708007",184
"59150708008",184
"59150708012",184
"59150708013",184
"59150708014",184
"59150708015",184
"59150709001",183
"59150709002",185
"59150709003",185
"59150709004",183
"59150709005",185
"59150709006",185
"59150709007",184
"59150709008",186
"59150709010",185
"59150709011",185
"59150709012",185
"59150709013",184
"59150709017",185
"59150709018",184
"59150710001",185
"59150710002",183
"59150710003",184
"59150710004",183
"59150710005",183
"59150711002",183
"59150711004",184
"59150711005",183
"59150711006",184
"59150711007",184
"59150711010",183
"59150711011",183
"59150712001",183
"59150712002",183
"59150712003",183
"59150713001",183
"59150713002",183
"59150713003",183
"59150713004",183
"59150714001",182
"59150715001",183
"59150715002",183
"59150716001",183
"59150716002",183
"59150717001",183
"59150717002",183
"59150718001",183
"59150718002",182
"59150719001",183
"59150719002",182
"59150720001",182
"59150721001",182
"59150721002",182
"59150722001",183
"59150722002",182
"59150723001",183
"59150723002",183
"59150723003",183
"59150724001",183
"59150724002",183
"59150724003",183
"59150724004",183
"59150725001",183
"59150725002",183
"59150725003",183
"59150725004",183
"59150726001",183
"59150726002",183
"59150726003",183
"59150726004",183
"59150727001",183
"59150727002",183
"59150727003",183
"59150727004",184
"59150727005",184
"59150728003",184
"59150728004",184
"59150728005",184
"59150729001",184
"59150729002",184
"59150729003",184
"59150729004",184
"59150729005",184
"59150729006",184
"59150730001",184
"59150730002",183
"59150730003",184
"59150730004",185
"59150730005",185
"59150731001",185
"59150731002",185
"59150731003",184
"59150731004",185
"59150731005",184
"59150732001",184
"59150732002",184
"59150732003",183
"59150732004",183
"59150732005",183
"59150733001",184
"59150733002",184
"59150733003",184
"59150733004",182
"59150733005",182
"59150733006",184
"59150733007",184
"59150734001",183
"59150734002",182
"59150734003",180
"59150734004",181
"59150734005",181
"59150735002",186
"59150735003",185
"59150735004",185
"59150735006",185
"59150735008",185
"59150735009",186
"59150735012",186
"59150735013",185
"59150736001",184
"59150736002",185
"59150736004",184
"59150736005",183
"59150736006",183
"59150736008",183
"59150736009",184
"59150736010",183
"59150736011",184
"59150736012",183
"59150737001",184
"59150737002",184
"59150737003",184
"59150737004",184
"59150737005",182
"59150738001",182
"59150738002",182
"59150738007",184
"59150738008",184
"59150739001",183
"59150739002",183
"59150739003",183
"59150739004",184
"59150740006",183
"59150741001",182
"59150741002",182
"59150741003",182
"59150741004",181
"59150742001",182
"59150742002",183
"59150742003",182
"59150743007",183
"59150743008",181
"59150744001",182
"59150744002",183
"59150744003",182
"59150745001",183
"59150745002",183
"59150745003",183
"59150745004",184
"59150745005",183
"59150746001",183
"59150746003",185
"59150746007",183
"59150746008",184
"59150747001",181
"59150747002",181
"59150747003",181
"59150747006",181
"59150748001",181
"59150748002",181
"59150748003",183
"59150749001",182
"59150749002",182
"59150749003",182
"59150749004",182
"59150749005",182
"59150749006",184
"59150750002",181
"59150750004",181
"59150750005",182
"59150750008",181
"59150750009",180
"59150750011",182
"59150750013",182
"59150750016",181
"59150750017",183
"59150750021",180
"59150750024",181
"59150750025",180
"59150750026",182
"59150750030",179
"59150750031",182
"59150750032",182
"59150751001",180
"59150751004",180
"59150751006",181
"59150751007",179
"59150751009",177
"59150751010",177
"59150751011",177
"59150751012",177
"59150751013",177
"59150751014",179
"59150751018",180
"59150751020",177
"59150751021",178
"59150751022",180
"59150751023",178
"59150751024",179
"59150751025",180
"59150751026",179
"59150752001",181
"59150752002",181
"59150752003",179
"59150753001",180
"59150753002",180
"59150754001",180
"59150754002",180
"59150754003",180
"59150755001",179
"59150756001",179
"59150756002",178
"59150757001",179
"59150757002",180
"59150757005",180
"59150757006",180
"59150757007",180
"59150757008",180
"59150758001",179
"59150759001",181
"59150759002",180
"59150759003",180
"59150760004",179
"59150760005",180
"59150761003",179
"59150761004",178
"59150762002",177
"59150762003",178
"59150762005",177
"59150762006",177
"59150762007",176
"59150763003",180
"59150763004",177
"59150777001",181
"59150779001",182
"59150780004",182
"59150780005",182
"59150780006",181
"59150780007",181
"59150782001",182
"59150784002",179
"59150785006",181
"59150785014",179
"59150785015",181
"59150785017",180
"59150785018",180
"59150786001",181
"59150787001",181
"59150788001",181
"59150788002",182
"59150790002",179
"59150790003",179
"59150790004",180
"59150791003",180
"59150791004",180
"59150792004",180
"59150792005",180
"59150793003",179
"59150795003",180
"59150795004",180
"59150816001",177
"59150817003",177
"59150819003",177
"59150820003",177
"59150821001",177
"59150822001",178
"59150823003",179
"59150824003",180
"59150827003",178
"59150827004",179
"59150828001",174
"59150828004",176
"59150828005",174
"59150831001",173
"59150831003",173
"59150832001",170
"59150832002",170
"59150832003",171
"59150837003",174
"59150840001",173
"59150841001",174
"59150845001",174
"59150845002",176
"59150846001",174
"59150846002",176
"59150850002",173
"59150850003",176
"59150850004",178
"59150850007",178
"59150850008",178
"59150850009",178
"59150850010",174
"59150859003",171
"59150861003",170
"59150861004",171
"59150863007",171
"59150863009",171
"59150863010",171
"59150863011",171
"59150863012",171
"59150864001",171
"59150865004",172
"59150865008",172
"59150866003",173
"59150871002",178
"59150871003",178
"59150871004",178
"59150871006",178
"59150872001",178
"59150872002",178
"59150872003",178
"59150872004",178
"59150872005",178
"59150872006",178
"59150873001",178
"59150873002",178
"59150873003",178
"59150873004",178
"59150874001",175
"59150874002",178
"59150874003",178
"59150875001",175
"59150875002",175
"59150876001",172
"59150876002",171
"59150877001",171
"59150878001",170
"59150878002",170
"59150879001",169
"59150879002",172
"59150879003",172
"59150880001",169
"59150880002",171
"59150880003",171
"59150881001",168
"59150881002",169
"59150881003",169
"59150881004",169
"59150882001",170
"59150882002",173
"59150882003",169
"59150882004",169
"59150882005",172
"59150882006",171
"59150883001",180
"59150883002",174
"59150883003",168
"59150883006",180
"59150883007",180
"59150883008",182
"59150884001",169
"59150884002",169
"59150884003",169
"59150885003",154
"59150885004",97
"59150885005",94
"59150885007",88
"59150885008",129
"59150885009",99
"59150886004",82
"59150886008",131
"59150886009",136
"59150886010",142
"59150886015",120
"59150886016",121
"59150886017",142
"59150886018",141
"59150886019",107
"59150886020",136
"59150886024",99
"59150886025",147
"59150886026",103
"59150887002",97
"59150887004",108
"59150887005",118
"59150887006",116
"59150887008",106
"59150887009",104
"59150888001",98
"59150888002",96
"59150888003",92
"59150888004",91
"59150889001",104
"59150889002",102
"59150889003",99
"59150889004",97
"59150889005",97
"59150890001",81
"59150890002",78
"59150890003",79
"59150890004",86
"59150890005",89
"59150891002",94
"59150891004",91
"59150891005",86
"59150891009",81
"59150892001",117
"59150892002",112
"59150892003",109
"59150892004",106
"59150892005",116
"59150892006",112
"59150893002",103
"59150893003",109
"59150893005",106
"59150893006",104
"59150893009",109
"59150894002",116
"59150894003",110
"59150894004",110
"59150894005",109
"59150894008",121
"59150895001",101
"59150895002",98
"59150895003",108
"59150895004",103
"59150895005",103
"59150896001",123
"59150896002",121
"59150896003",113
"59150896004",110
"59150897001",128
"59150897002",126
"59150897003",124
"59150897004",123
"59150897005",119
"59150898001",108
"59150898004",110
"59150898011",109
"59150898012",114
"59150898013",107
"59150898014",114
"59150899003",100
"59150899004",105
"59150899005",108
"59150899006",108
"59150899009",100
"59150899010",100
"59150900001",109
"59150900002",114
"59150900003",112
"59150900004",113
"59150901001",110
"59150901002",107
"59150901003",101
"59150901004",98
"59150902001",104
"59150902002",102
"59150902003",96
"59150902004",90
"59150903001",88
"59150903002",88
"59150903003",91
"59150903004",97
"59150903005",87
"59150903006",85
"59150904001",89
"59150904002",85
"59150904003",83
"59150904004",94
"59150904005",83
"59150905001",82
"59150905002",79
"59150905003",78
"59150905004",76
"59150905005",78
"59150905006",84
"59150906001",81
"59150906002",79
"59150906003",78
"59150906004",76
"59150906005",76
"59150906006",74
"59150907001",77
"59150907002",76
"59150907003",73
"59150907004",69
"59150907005",74
"59150907006",75
"59150907007",74
"59150907008",74
"59150908001",74
"59150908002",69
"59150908003",71
"59150908004",74
"59150908005",68
"59150909004",49
"59150909005",51
"59150909006",50
"59150909007",48
"59150909008",43
"59150909010",57
"59150909011",58
"59150910001",58
"59150910002",58
"59150910003",58
"59150910004",55
"59150910005",53
"59150910007",54
"59150910008",75
"59150911004",46
"59150911007",35
"59150911008",50
"59150911011",45
"59150911012",46
"59150911013",56
"59150912001",79
"59150912002",78
"59150912003",61
"59150912004",59
"59150912005",58
"59150912006",67
"59150912007",58
"59150912008",58
"59150913001",67
"59150913002",60
"59150913003",58
"59150913004",58
"59150913005",75
"59150913006",81
"59150913007",81
"59150913008",82
"59150914001",79
"59150914002",76
"59150914003",81
"59150914004",81
"59150914005",80
"59150914006",85
"59150914007",82
"59150915001",80
"59150915002",80
"59150915003",80
"59150915004",80
"59150915005",80
"59150916001",87
"59150916002",89
"59150916003",84
"59150916004",81
"59150916005",81
"59150917001",82
"59150917002",79
"59150917003",86
"59150917004",88
"59150917005",97
"59150917006",103
"59150917007",101
"59150918001",95
"59150918002",92
"59150918007",90
"59150918010",92
"59150918011",91
"59150919001",79
"59150919002",69
"59150919005",87
"59150919008",87
"59150919009",87
"59150920001",99
"59150920002",96
"59150920003",93
"59150920004",91
"59150920005",87
"59150922001",70
"59150922002",69
"59150922003",71
"59150922004",71
"59150923001",69
"59150923002",69
"59150923003",69
"59150923004",69
"59150923005",70
"59150923006",70
"59150924001",69
"59150924002",69
"59150924003",70
"59150924004",74
"59150925002",69
"59150925003",75
"59150925004",75
"59150925005",70
"59150926001",81
"59150926002",77
"59150926003",76
"59150926004",85
"59150926005",87
"59150927001",75
"59150927002",75
"59150927003",77
"59150927004",81
"59150927005",82
"59150928001",70
"59150928002",76
"59150928003",76
"59150928004",73
"59150929001",93
"59150929002",91
"59150929003",89
"59150929004",87
"59150929005",83
"59150930001",81
"59150930002",82
"59150930003",79
"59150930004",77
"59150930005",75
"59150931001",86
"59150931002",86
"59150931003",85
"59150931004",84
"59150931005",93
"59150931006",93
"59150931007",94
"59150932004",83
"59150932005",82
"59150932006",85
"59150932007",86
"59150932008",94
"59150932009",92
"59150932010",75
"59150932011",77
"59150932012",69
"59150933001",73
"59150933002",73
"59150933003",73
"59150933004",71
"59150933005",73
"59150933006",78
"59150933007",77
"59150933008",74
"59150933009",79
"59150934001",66
"59150934002",71
"59150934003",66
"59150934004",66
"59150934005",66
"59150934006",67
"59150934008",68
"59150934009",70
"59150935001",72
"59150935002",74
"59150935003",74
"59150935004",73
"59150935005",71
"59150936003",24
"59150936005",64
"59150936006",67
"59150936008",68
"59150936010",69
"59150936011",69
"59150936012",69
"59150936014",69
"59150936015",50
"59150936016",24
"59150936017",24
"59150936019",24
"59150936020",27
"59150936021",49
"59150936022",25
"59150936023",68
"59150937001",24
"59150937005",25
"59150937006",24
"59150938001",24
"59150938002",24
"59150938008",24
"59150938009",24
"59150938010",24
"59150939001",24
"59150939002",24
"59150939003",24
"59150939005",24
"59150940003",23
"59150940009",24
"59150940011",25
"59150940017",24
"59150940019",23
"59150940020",23
"59150940021",23
"59150940022",23
"59150940023",23
"59150940024",23
"59150940025",23
"59150940026",23
"59150940030",23
"59150940031",24
"59150941001",25
"59150942002",25
"59150942003",25
"59150945002",25
"59150945003",27
"59150946001",23
"59150946002",23
"59150946003",23
"59150946015",23
"59150946017",23
"59150946018",23
"59150946019",23
"59150946020",23
"59150946021",23
"59150947002",23
"59150947004",23
"59150947010",23
"59150947011",23
"59150947012",24
"59150947013",23
"59150947022",23
"59150947025",23
"59150947026",23
"59150947029",23
"59150947031",23
"59150947032",23
"59150947033",23
"59150947037",23
"59150947041",23
"59150947042",23
"59150947043",23
"59150947044",23
"59150947045",23
"59150947046",23
"59150947047",23
"59150947048",23
"59150947049",23
"59150947050",23
"59150947051",23
"59150947052",23
"59150947053",23
"59150947054",23
"59150947055",23
"59150948001",23
"59150948002",23
"59150948003",23
"59150948005",23
"59150948006",23
"59150948010",23
"59150948011",23
"59150948012",23
"59150948013",23
"59150948014",23
"59150948015",23
"59150952001",40
"59150952002",38
"59150952003",20
"59150952006",25
"59150952007",34
"59150953001",58
"59150953002",54
"59150953003",45
"59150953004",44
"59150953005",37
"59150953006",38
"59150953007",32
"59150953008",21
"59150953009",26
"59150953010",35
"59150953011",23
"59150953014",41
"59150953015",30
"59150954001",68
"59150954002",65
"59150954003",67
"59150954007",68
"59150954008",68
"59150954009",70
"59150954010",68
"59150954011",44
"59150955001",82
"59150955002",76
"59150955003",76
"59150955004",75
"59150955005",71
"59150955006",71
"59150955007",71
"59150955008",71
"59150955009",75
"59150956001",76
"59150956002",72
"59150956003",71
"59150956004",70
"59150956005",76
"59150956006",77
"59150957001",84
"59150957002",81
"59150957003",70
"59150957004",77
"59150957005",88
"59150958001",85
"59150958002",80
"59150958003",78
"59150958004",75
"59150959001",111
"59150959002",101
"59150959003",98
"59150959004",96
"59150959005",90
"59150959006",91
"59150960001",98
"59150960002",96
"59150960003",88
"59150960004",94
"59150960005",100
"59150960006",102
"59150961001",118
"59150961002",114
"59150961003",104
"59150961004",111
"59150961005",105
"59150961006",102
"59150962001",125
"59150962002",122
"59150962003",116
"59150962004",114
"59150962005",123
"59150962006",130
"59150963001",127
"59150963002",124
"59150963003",128
"59150963004",132
"59150963005",138
"59150963006",136
"59150964001",146
"59150964002",147
"59150964003",143
"59150964006",151
"59150964009",150
"59150964010",143
"59150965001",146
"59150965002",150
"59150965003",143
"59150965004",151
"59150965005",160
"59150966001",168
"59150966002",156
"59150966003",153
"59150966004",163
"59150966005",168
"59150966006",171
"59150967001",178
"59150967002",175
"59150967003",171
"59150967004",166
"59150967005",172
"59150967006",176
"59150967007",179
"59150967012",179
"59150968004",150
"59150968005",149
"59150968006",155
"59150968007",158
"59150968009",146
"59150968013",161
"59150969001",137
"59150969002",135
"59150969003",134
"59150969007",151
"59150969008",146
"59150969012",129
"59150969013",134
"59150969014",145
"59150970001",124
"59150970002",123
"59150970003",123
"59150970004",130
"59150970005",127
"59150970006",132
"59150970007",133
"59150971001",120
"59150971002",120
"59150971003",122
"59150971004",120
"59150971005",125
"59150971008",124
"59150971009",126
"59150972002",127
"59150972003",124
"59150972004",128
"59150972011",128
"59150972014",128
"59150973001",150
"59150973002",149
"59150973003",145
"59150973004",139
"59150973005",149
"59150973006",150
"59150973007",156
"59150973008",161
"59150974001",129
"59150974002",126
"59150974003",127
"59150974004",126
"59150974005",130
"59150974006",135
"59150974007",141
"59150974008",146
"59150975001",149
"59150975002",148
"59150975003",144
"59150975004",148
"59150975005",154
"59150975006",160
"59150976001",125
"59150976002",125
"59150976003",120
"59150976004",126
"59150976005",129
"59150976006",134
"59150976007",126
"59150976008",121
"59150977001",131
"59150977002",127
"59150977003",130
"59150977004",140
"59150977005",145
"59150977006",147
"59150978001",131
"59150978002",126
"59150978003",121
"59150978004",118
"59150978005",114
"59150978006",119
"59150979001",133
"59150979002",130
"59150979003",123
"59150979004",128
"59150979005",121
"59150979006",126
"59150979007",126
"59150979008",121
"59150980001",110
"59150980002",108
"59150980003",102
"59150980004",99
"59150980005",102
"59150980006",105
"59150980007",110
"59150980008",110
"59150981001",113
"59150981002",111
"59150981003",107
"59150981004",117
"59150981005",121
"59150981006",125
"59150981007",121
"59150982001",96
"59150982002",95
"59150982005",82
"59150983001",39
"59150983002",66
"59150983003",51
"59150983004",66
"59150983005",67
"59150983006",66
"59150983007",69
"59150983008",61
"59150983009",58
"59150984001",73
"59150984002",74
"59150984003",69
"59150984004",68
"59150984005",68
"59150984006",68
"59150984007",67
"59150984008",67
"59150985004",81
"59150985005",76
"59150985006",84
"59150985007",90
"59150985008",72
"59150985009",69
"59150985010",69
"59150985011",69
"59150985012",69
"59150985015",73
"59150985016",69
"59150985017",73
"59150986001",90
"59150986002",92
"59150986003",92
"59150986004",89
"59150986005",84
"59150986006",89
"59150986007",89
"59150986008",96
"59150987001",53
"59150987002",46
"59150987004",47
"59150987005",58
"59150987008",38
"59150987011",38
"59150987014",42
"59150987015",41
"59150987016",36
"59150987017",29
"59150987018",40
"59150992001",17
"59150992002",17
"59150993001",20
"59150993002",17
"59150993005",17
"59150993006",17
"59150993007",17
"59150994001",17
"59150994002",17
"59150995001",17
"59150995002",18
"59150996001",16
"59150996003",13
"59150996004",14
"59150996007",13
"59150996009",16
"59150996010",13
"59150996011",13
"59150996012",14
"59150997001",14
"59150997004",14
"59150998001",14
"59150998002",14
"59150998003",14
"59150998004",13
"59151002004",13
"59151008007",12
"59151008008",12
"59151008012",12
"59151008013",15
"59151008016",17
"59151008022",12
"59151008023",15
"59151008024",12
"59151008025",12
"59151008026",11
"59151008027",12
"59151008028",15
"59151008029",15
"59151013001",15
"59151014001",14
"59151014002",14
"59151014003",14
"59151014004",14
"59151015002",14
"59151015003",14
"59151015004",14
"59151016003",15
"59151017001",15
"59151017002",15
"59151017003",15
"59151017004",15
"59151018001",15
"59151018002",15
"59151019001",15
"59151019002",15
"59151020001",14
"59151020002",11
"59151022001",11
"59151022002",11
"59151022003",11
"59151023001",11
"59151024001",11
"59151024002",11
"59151025001",11
"59151025002",11
"59151025003",11
"59151026001",11
"59151026002",11
"59151027001",10
"59151027002",10
"59151028001",10
"59151028002",10
"59151029001",10
"59151029002",10
"59151030001",11
"59151030002",10
"59151030003",10
"59151031001",10
"59151031002",10
"59151032001",10
"59151033001",10
"59151033002",10
"59151033003",10
"59151034001",10
"59151035001",10
"59151036001",10
"59151036002",10
"59151037001",10
"59151037002",10
"59151038002",10
"59151038003",10
"59151038004",10
"59151039001",11
"59151039002",11
"59151039003",11
"59151039004",11
"59151039005",11
"59151039006",10
"59151040002",11
"59151040004",10
"59151040005",11
"59151041001",10
"59151042001",10
"59151042002",10
"59151043002",10
"59151043003",10
"59151043005",11
"59151043007",10
"59151043008",10
"59151044001",10
"59151044002",11
"59151045001",10
"59151045002",11
"59151045003",12
"59151045004",13
"59151045005",11
"59151046001",11
"59151046002",11
"59151048001",12
"59151048002",13
"59151048003",13
"59151048004",13
"59151049001",14
"59151049002",14
"59151050003",12
"59151050005",12
"59151050007",14
"59151050009",14
"59151051004",14
"59151053001",15
"59151053006",14
"59151053007",14
"59151057001",15
"59151057009",15
"59151058001",11
"59151058008",14
"59151058011",11
"59151058012",13
"59151058014",13
"59151058017",15
"59151058018",11
"59151058019",15
"59151058020",12
"59151058021",12
"59151058022",13
"59151058023",13
"59151059001",15
"59151059002",15
"59151059003",15
"59151059004",15
"59151061001",14
"59151061002",14
"59151061003",14
"59151061004",14
"59151061005",14
"59151061006",14
"59151062007",13
"59151062008",13
"59151062009",14
"59151063001",14
"59151063002",14
"59151063003",14
"59151064001",14
"59151064002",14
"59151064003",13
"59151064004",13
"59151064005",13
"59151065001",11
"59151065002",10
"59151066001",12
"59151066002",12
"59151067001",10
"59151067002",10
"59151068001",10
"59151072001",12
"59151073003",10
"59151073004",12
"59151073005",10
"59151074003",9
"59151074004",10
"59151074005",9
"59151074006",9
"59151074007",9
"59151075004",9
"59151075005",9
"59151076001",9
"59151076002",9
"59151076003",9
"59151076004",9
"59151076005",9
"59151077001",9
"59151077002",9
"59151077003",9
"59151077004",9
"59151078001",9
"59151078002",9
"59151078003",9
"59151078004",9
"59151079001",9
"59151079002",9
"59151080001",9
"59151080004",9
"59151080005",9
"59151081003",10
"59151081004",10
"59151082001",9
"59151082002",9
"59151083001",10
"59151083002",10
"59151084001",9
"59151084002",10
"59151084003",10
"59151084004",10
"59151085001",10
"59151086001",10
"59151086002",10
"59151086003",10
"59151087001",9
"59151087002",9
"59151087003",9
"59151087004",9
"59151088001",9
"59151088002",9
"59151088003",9
"59151088004",9
"59151089001",9
"59151089002",9
"59151089003",9
"59151089004",9
"59151090001",9
"59151090002",10
"59151091001",9
"59151092001",10
"59151092002",10
"59151093003",10
"59151093004",9
"59151093005",5
"59151093006",10
"59151093007",10
"59151093008",10
"59151093011",10
"59151093012",10
"59151094001",5
"59151095001",9
"59151095003",9
"59151095004",9
"59151095005",9
"59151095006",9
"59151097001",10
"59151097002",9
"59151097005",5
"59151097006",4
"59151097007",4
"59151097008",4
"59151097009",4
"59151097012",5
"59151098001",5
"59151098002",5
"59151098003",5
"59151098004",10
"59151098005",10
"59151098006",10
"59151098007",10
"59151098008",10
"59151098009",10
"59151098010",10
"59151098011",5
"59151099001",10
"59151099002",10
"59151099003",10
"59151099004",10
"59151099005",10
"59151099006",10
"59151099007",10
"59151100001",10
"59151100002",10
"59151100008",10
"59151100009",10
"59151101001",10
"59151101002",10
"59151101003",10
"59151101004",10
"59151101005",10
"59151102001",10
"59151103001",10
"59151103002",10
"59151104001",10
"59151104002",10
"59151104003",10
"59151105002",10
"59151106001",10
"59151106002",10
"59151106003",10
"59151107004",10
"59151107006",10
"59151108001",10
"59151108002",10
"59151112001",10
"59151112002",10
"59151112003",10
"59151113001",10
"59151116001",10
"59151116002",10
"59151116003",10
"59151117001",10
"59151117002",10
"59151118001",10
"59151118002",10
"59151121001",10
"59151121002",10
"59151121003",10
"59151121004",10
"59151121005",10
"59151122001",11
"59151122002",11
"59151123001",11
"59151123002",11
"59151123003",11
"59151124001",11
"59151124002",11
"59151125001",11
"59151125002",11
"59151125003",11
"59151126001",11
"59151126002",11
"59151126003",11
"59151127001",11
"59151127002",11
"59151127003",11
"59151128001",11
"59151128002",11
"59151128003",11
"59151128004",11
"59151129001",11
"59151130002",11
"59151130003",11
"59151130007",11
"59151130008",11
"59151130011",11
"59151131002",11
"59151131003",11
"59151131004",12
"59151131006",11
"59151132001",12
"59151133001",14
"59151133002",12
"59151133003",13
"59151133004",12
"59151134001",12
"59151134002",12
"59151134003",12
"59151134004",12
"59151135002",13
"59151136001",13
"59151137001",13
"59151138004",13
"59151139001",12
"59151139002",14
"59151139003",12
"59151141001",13
"59151141002",13
"59151141003",13
"59151142001",13
"59151142002",13
"59151142003",13
"59151143001",13
"59151145001",13
"59151146004",13
"59151146006",13
"59151146007",12
"59151147001",12
"59151148004",11
"59151149003",10
"59151150001",10
"59151151003",10
"59151151004",10
"59151151005",11
"59151152001",11
"59151152002",11
"59151152003",11
"59151152004",11
"59151153001",10
"59151153002",11
"59151154001",11
"59151154002",11
"59151155001",12
"59151156001",12
"59151156002",12
"59151156003",12
"59151157001",12
"59151157002",12
"59151157003",12
"59151158001",12
"59151158002",12
"59151158003",12
"59151159003",12
"59151159004",12
"59151160001",11
"59151160002",12
"59151160003",12
"59151160004",12
"59151160005",12
"59151160006",12
"59151161001",12
"59151161002",12
"59151161003",12
"59151162001",12
"59151162002",12
"59151162003",12
"59151163001",11
"59151163002",11
"59151163003",11
"59151163004",11
"59151163005",12
"59151163006",12
"59151164001",8
"59151164002",11
"59151164003",8
"59151164004",10
"59151165001",11
"59151165002",10
"59151165003",10
"59151166001",8
"59151166002",8
"59151166003",8
"59151167001",8
"59151167002",8
"59151168001",8
"59151168002",8
"59151169003",9
"59151169004",10
"59151169005",9
"59151169006",9
"59151169007",9
"59151170001",9
"59151171001",9
"59151171002",9
"59151172001",9
"59151172002",9
"59151172003",10
"59151173001",9
"59151173002",9
"59151174001",10
"59151174002",9
"59151174003",11
"59151174004",11
"59151175001",8
"59151176001",9
"59151177001",8
"59151177003",11
"59151177004",9
"59151177005",11
"59151178001",10
"59151178002",10
"59151178003",12
"59151178004",10
"59151178005",12
"59151179001",8
"59151179002",9
"59151179003",9
"59151180001",9
"59151182001",10
"59151182003",9
"59151182010",9
"59151182011",9
"59151182012",9
"59151195001",22
"59151195002",20
"59151195003",21
"59151196001",20
"59151196002",20
"59151197004",9
"59151197005",19
"59151197006",18
"59151197007",21
"59151197008",21
"59151197010",6
"59151197011",7
"59151197012",6
"59151197016",21
"59151197017",6
"59151198007",29
"59151198010",36
"59151198011",39
"59151198017",45
"59151198018",44
"59151198019",43
"59151198020",43
"59151198021",39
"59151199001",47
"59151199002",43
"59151199003",43
"59151199004",43
"59151200001",45
"59151200002",43
"59151200003",43
"59151201001",52
"59151201002",48
"59151202001",55
"59151202002",48
"59151203001",46
"59151203002",49
"59151203003",48
"59151204001",44
"59151204002",47
"59151204003",44
"59151205004",40
"59151206001",48
"59151206002",46
"59151206003",48
"59151207007",34
"59151207010",37
"59151207015",43
"59151207016",44
"59151207017",41
"59151207018",41
"59151207019",28
"59151207020",30
"59151207021",30
"59151208002",39
"59151208008",31
"59151208010",44
"59151208011",29
"59151208013",29
"59151208017",28
"59151208018",40
"59151208019",37
"59151208020",44
"59151208021",37
"59151209003",26
"59151209006",30
"59151209007",29
"59151211001",37
"59151211002",31
"59151213001",28
"59151213002",26
"59151214004",26
"59151214008",29
"59151214009",28
"59151215001",28
"59151215005",22
"59151215009",28
"59151215010",27
"59151215011",27
"59151216001",26
"59151216003",25
"59151217001",22
"59151217002",20
"59151217003",20
"59151219001",23
"59151219002",23
"59151219003",9
"59151220001",32
"59151220002",29
"59151220003",30
"59151220004",23
"59151221001",28
"59151222001",49
"59151222002",47
"59151222003",42
"59151222004",53
"59151223001",55
"59151223002",54
"59151223003",45
"59151223004",48
"59151223005",39
"59151223006",37
"59151224001",52
"59151224002",43
"59151224003",36
"59151224004",34
"59151224005",29
"59151224006",31
"59151224007",37
"59151224008",41
"59151225001",58
"59151225002",55
"59151225003",46
"59151225004",55
"59151225005",56
"59151225006",48
"59151226001",38
"59151226002",25
"59151226003",27
"59151226004",27
"59151227001",42
"59151227002",40
"59151227003",29
"59151227004",32
"59151228001",26
"59151228002",28
"59151228003",27
"59151228004",26
"59151229001",29
"59151229002",29
"59151230001",28
"59151230004",27
"59151230008",27
"59151230009",28
"59151231003",26
"59151231005",27
"59151231006",27
"59151231007",27
"59151231008",27
"59151231009",26
"59151232007",26
"59151232008",28
"59151232009",28
"59151232010",29
"59151232011",29
"59151232012",29
"59151232013",27
"59151232014",27
"59151232015",29
"59151232016",27
"59151232017",29
"59151232018",27
"59151232021",27
"59151232022",27
"59151234004",26
"59151234005",25
"59151234006",24
"59151236001",25
"59151236003",25
"59151236004",23
"59151236005",23
"59151236008",24
"59151236011",24
"59151236016",24
"59151236017",23
"59151236018",24
"59151237006",28
"59151237008",26
"59151237010",26
"59151238001",34
"59151238004",29
"59151238005",28
"59151239001",34
"59151239002",36
"59151239003",42
"59151239004",42
"59151239005",46
"59151240001",36
"59151240002",37
"59151240003",40
"59151240004",43
"59151240005",40
"59151240006",43
"59151241001",49
"59151241002",47
"59151241003",46
"59151241004",43
"59151241005",45
"59151241008",52
"59151242001",43
"59151242002",43
"59151242003",43
"59151242004",50
"59151243002",72
"59151243003",74
"59151243004",74
"59151243005",73
"59151243007",71
"59151244001",63
"59151244004",68
"59151244005",71
"59151244006",70
"59151244007",62
"59151252001",87
"59151252002",87
"59151252003",88
"59151252010",88
"59151252012",88
"59151253001",86
"59151254001",86
"59151254002",86
"59151254006",86
"59151254008",86
"59151254009",86
"59151254010",87
"59151254011",88
"59151254014",86
"59151254015",85
"59151255001",86
"59151255002",86
"59151256001",88
"59151256002",87
"59151256003",86
"59151257001",86
"59151257002",87
"59151257003",88
"59151258001",88
"59151258002",88
"59151258003",88
"59151258004",88
"59151259004",88
"59151260002",89
"59151261003",90
"59151261004",89
"59151261005",89
"59151261006",88
"59151262001",90
"59151262002",90
"59151262003",90
"59151262004",90
"59151263001",90
"59151263002",90
