id,subdiv,pop,lat,lon
59150208007,North Vancouver,130,49.3159,-123.0501
59150208008,North Vancouver,18,49.3163,-123.0512
59150208009,North Vancouver,60,49.3172,-123.0502
59150209001,North Vancouver,106,49.3174,-123.0468
59150209002,North Vancouver,96,49.3165,-123.0459
59150209003,North Vancouver,211,49.315,-123.0466
59150209004,North Vancouver,113,49.3149,-123.0442
59150209005,North Vancouver,94,49.3141,-123.0434
59150209006,North Vancouver,68,49.3138,-123.0468
59150210001,North Vancouver,57,49.313,-123.0509
59150210002,North Vancouver,164,49.3124,-123.0498
59150210003,North Vancouver,0,49.311,-123.0501
59150210004,North Vancouver,45,49.311,-123.0532
59150210005,North Vancouver,65,49.3119,-123.0532
59150210006,North Vancouver,66,49.3099,-123.0532
59150210007,North Vancouver,139,49.3126,-123.0464
59150210008,North Vancouver,186,49.3122,-123.0447
59150211001,North Vancouver,615,49.3175,-123.0432
59150212001,North Vancouver,87,49.31,-123.0558
59150212002,North Vancouver,136,49.3089,-123.0533
59150212005,North Vancouver,0,49.3088,-123.0453
59150212006,North Vancouver,5,49.3101,-123.0435
59150212007,North Vancouver,152,49.3102,-123.0491
59150212008,North Vancouver,0,49.3102,-123.0394
59150213001,North Vancouver,74,49.313,-123.0586
59150213002,North Vancouver,101,49.312,-123.0587
59150213003,North Vancouver,87,49.311,-123.0587
59150213004,North Vancouver,86,49.311,-123.0558
59150213005,North Vancouver,79,49.312,-123.0558
59150213006,North Vancouver,83,49.313,-123.0557
59150213007,North Vancouver,69,49.3129,-123.0532
59150214001,North Vancouver,106,49.314,-123.0361
59150214002,North Vancouver,241,49.3119,-123.0363
59150219001,North Vancouver,407,49.3081,-123.0196
59150219008,North Vancouver,10,49.3068,-123.0128
59150219009,North Vancouver,140,49.3058,-123.0164
59150219012,North Vancouver,0,49.3055,-123.0103
59150219013,North Vancouver,0,49.3071,-123.0097
59150219016,North Vancouver,0,49.3043,-123.0195
59150219017,North Vancouver,70,49.3027,-123.0112
59150220001,North Vancouver,408,49.3092,-123.0161
59150220003,North Vancouver,23,49.3068,-123.0175
59150220004,North Vancouver,203,49.3068,-123.0161
59150221001,North Vancouver,56,49.3107,-123.0119
59150221003,North Vancouver,31,49.3101,-122.9958
59150221010,North Vancouver,0,49.3076,-123.007
59150221012,North Vancouver,"1,043",49.3113,-123.0021
59150222001,North Vancouver,227,49.3164,-123.0061
59150222002,North Vancouver,317,49.3151,-123.0036
59150223002,North Vancouver,142,49.3163,-123.0
59150223003,North Vancouver,196,49.317,-123.0033
59150223004,North Vancouver,111,49.3175,-122.9998
59150224001,North Vancouver,189,49.321,-122.9991
59150224002,North Vancouver,"1,435",49.3213,-122.9976
59150225001,North Vancouver,141,49.3233,-123.0059
59150225003,North Vancouver,115,49.3199,-123.0036
59150225005,North Vancouver,206,49.32,-123.0062
59150226001,North Vancouver,80,49.3257,-122.9998
59150226002,North Vancouver,290,49.3244,-123.0015
59150227001,North Vancouver,73,49.3274,-123.0032
59150227002,North Vancouver,90,49.3268,-123.0016
59150227003,North Vancouver,80,49.3279,-123.0002
59150227004,North Vancouver,47,49.3264,-122.999
59150227005,North Vancouver,74,49.3269,-122.9975
59150227006,North Vancouver,155,49.3284,-122.998
59150228003,North Vancouver,54,49.312,-123.0163
59150228004,North Vancouver,37,49.3276,-123.0082
59150228005,North Vancouver,"1,164",49.3206,-123.0092
59150229001,North Vancouver,409,49.3678,-122.9753
59150230002,North Vancouver,346,49.3188,-122.9927
59150230005,North Vancouver,865,49.3212,-122.9836
59150231002,North Vancouver,81,49.3143,-122.9914
59150231003,North Vancouver,59,49.3144,-122.9932
59150231004,North Vancouver,32,49.3138,-122.9895
59150231007,North Vancouver,92,49.3155,-122.9906
59150232002,North Vancouver,58,49.3106,-122.9929
59150232005,North Vancouver,661,49.3132,-122.9871
59150233003,Burrard Inlet 3,73,49.3064,-122.9798
59150233006,Burrard Inlet 3,22,49.3113,-122.9905
59150233007,Burrard Inlet 3,70,49.3096,-122.9899
59150233008,Burrard Inlet 3,"1,690",49.3096,-122.9782
59150234001,North Vancouver,66,49.3147,-122.9784
59150234002,North Vancouver,461,49.3133,-122.975
59150234003,North Vancouver,125,49.3146,-122.9691
59150235006,North Vancouver,979,49.315,-122.9743
59150236002,North Vancouver,724,49.3188,-122.9733
59150236003,North Vancouver,0,49.3241,-122.972
59150237001,North Vancouver,673,49.3181,-122.9666
59150238001,North Vancouver,540,49.3168,-122.9624
59150239001,North Vancouver,780,49.3116,-122.9633
59150239002,North Vancouver,72,49.3148,-122.9565
59150240002,North Vancouver,"1,618",49.3198,-122.9593
59150241001,North Vancouver,59,49.3223,-122.9506
59150241002,North Vancouver,546,49.3199,-122.9482
59150241004,North Vancouver,82,49.3166,-122.9492
59150241005,North Vancouver,73,49.3166,-122.9512
59150241006,North Vancouver,81,49.3168,-122.9529
59150241007,North Vancouver,55,49.3215,-122.9454
59150241008,North Vancouver,34,49.3215,-122.9481
59150242001,North Vancouver,100,49.3263,-122.9499
59150242003,North Vancouver,358,49.3245,-122.9516
59150242004,North Vancouver,47,49.324,-122.9532
59150242007,North Vancouver,76,49.3247,-122.9507
59150242008,North Vancouver,163,49.3246,-122.949
59150243002,North Vancouver,37,49.3263,-122.9529
59150243003,North Vancouver,698,49.326,-122.9576
59150243004,North Vancouver,157,49.3285,-122.9527
59150244005,North Vancouver,0,49.3213,-122.9626
59150244008,North Vancouver,0,49.3379,-122.9615
59150244010,North Vancouver,938,49.3757,-122.9226
59150244011,North Vancouver,0,49.3393,-122.9281
59150245002,North Vancouver,321,49.324,-122.9442
59150245003,North Vancouver,235,49.331,-122.9434
59150246002,North Vancouver,71,49.323,-122.9389
59150246003,North Vancouver,145,49.3204,-122.9394
59150246004,North Vancouver,259,49.3173,-122.9456
59150249001,North Vancouver,163,49.312,-122.9503
59150249002,North Vancouver,15,49.3084,-122.9499
59150249004,North Vancouver,76,49.3067,-122.9507
59150249005,North Vancouver,19,49.3063,-122.9495
59150249006,North Vancouver,0,49.3027,-122.9569
59150249007,North Vancouver,99,49.3119,-122.9487
59150249008,North Vancouver,131,49.3061,-122.951
59150249009,North Vancouver,16,49.3033,-122.9585
59150250001,North Vancouver,56,49.3149,-122.9543
59150250002,North Vancouver,81,49.3136,-122.9553
59150250005,North Vancouver,111,49.3127,-122.9516
59150250006,North Vancouver,54,49.3087,-122.9523
59150250007,North Vancouver,94,49.3124,-122.9541
59150250009,North Vancouver,72,49.3128,-122.9528
59150251001,North Vancouver,92,49.3124,-122.9564
59150251002,North Vancouver,61,49.3103,-122.9551
59150251003,North Vancouver,225,49.3097,-122.955
59150251004,North Vancouver,45,49.3077,-122.9565
59150252001,North Vancouver,803,49.306,-122.9609
59150253006,Burnaby,0,49.2868,-122.9584
59150253008,Burnaby,0,49.2817,-122.9582
59150253010,Burnaby,58,49.2827,-122.9538
59150253013,Burnaby,25,49.2828,-122.9574
59150253014,Burnaby,517,49.2876,-122.9755
59150253015,Burnaby,119,49.2829,-122.9552
59150254005,Burnaby,171,49.2848,-122.9522
59150254006,Burnaby,217,49.2846,-122.9569
59150254009,Burnaby,78,49.2849,-122.9539
59150255005,Burnaby,0,49.2833,-122.9528
59150255007,Burnaby,56,49.2832,-122.9483
59150255008,Burnaby,434,49.2856,-122.9499
59150260001,Burnaby,0,49.2795,-122.9479
59150260004,Burnaby,300,49.2734,-122.949
59150260008,Burnaby,256,49.2783,-122.9499
59150260009,Burnaby,60,49.2743,-122.9471
59150261001,Burnaby,172,49.2771,-122.9507
59150261002,Burnaby,85,49.2764,-122.9507
59150261003,Burnaby,190,49.2757,-122.9508
59150262001,Burnaby,144,49.2739,-122.9514
59150262002,Burnaby,197,49.2726,-122.949
59150263001,Burnaby,303,49.2734,-122.9549
59150263002,Burnaby,184,49.2731,-122.9572
59150264001,Burnaby,311,49.2698,-122.9549
59150265001,Burnaby,442,49.2698,-122.9521
59150266004,Burnaby,"1,407",49.27,-122.949
59150267003,Burnaby,"1,067",49.267,-122.9503
59150268001,Burnaby,576,49.265,-122.9509
59150269001,Burnaby,219,49.2655,-122.9549
59150269002,Burnaby,50,49.2647,-122.9563
59150269003,Burnaby,48,49.2638,-122.9562
59150270001,Burnaby,144,49.2675,-122.9563
59150270002,Burnaby,142,49.2655,-122.9581
59150271002,Burnaby,53,49.267,-122.9612
59150271003,Burnaby,60,49.267,-122.9598
59150271005,Burnaby,369,49.2659,-122.9624
59150272001,Burnaby,252,49.2689,-122.9618
59150272002,Burnaby,165,49.2698,-122.9584
59150272003,Burnaby,151,49.2698,-122.957
59150273001,Burnaby,150,49.2725,-122.9618
59150273002,Burnaby,324,49.2707,-122.9618
59150274001,Burnaby,86,49.2756,-122.9607
59150274002,Burnaby,173,49.2748,-122.9618
59150274003,Burnaby,161,49.2738,-122.9618
59150274004,Burnaby,126,49.2738,-122.9583
59150275001,Burnaby,135,49.2739,-122.9674
59150275002,Burnaby,145,49.273,-122.9674
59150275003,Burnaby,151,49.272,-122.9674
59150276001,Burnaby,53,49.2769,-122.9664
59150276002,Burnaby,168,49.2765,-122.9652
59150276003,Burnaby,102,49.2756,-122.968
59150276004,Burnaby,153,49.2748,-122.9674
59150277003,Burnaby,45,49.2784,-122.9652
59150277004,Burnaby,78,49.2774,-122.9685
59150277005,Burnaby,70,49.2765,-122.9685
59150277008,Burnaby,182,49.2791,-122.9679
59150277009,Burnaby,70,49.2797,-122.9652
59150278004,Burnaby,118,49.2771,-122.9604
59150278005,Burnaby,67,49.2765,-122.9618
59150278006,Burnaby,181,49.2765,-122.9636
59150278010,Burnaby,385,49.2791,-122.9618
59150279003,Burnaby,366,49.2765,-122.9565
59150279004,Burnaby,76,49.2765,-122.9545
59150279005,Burnaby,0,49.2804,-122.9577
59150279006,Burnaby,288,49.2789,-122.9567
59150280001,Burnaby,369,49.2815,-122.9567
59150281003,Burnaby,101,49.2797,-122.9545
59150281004,Burnaby,386,49.2812,-122.9547
59150282003,Burnaby,133,49.2739,-122.9803
59150282004,Burnaby,148,49.2748,-122.9728
59150282005,Burnaby,161,49.2739,-122.9729
59150282006,Burnaby,132,49.273,-122.9729
59150282009,Burnaby,0,49.2775,-122.9751
59150283001,Burnaby,126,49.2721,-122.9729
59150283002,Burnaby,144,49.2712,-122.9729
59150283003,Burnaby,124,49.2702,-122.9729
59150284001,Burnaby,63,49.2739,-122.9782
59150284002,Burnaby,66,49.2743,-122.9763
59150284003,Burnaby,29,49.273,-122.9763
59150284004,Burnaby,123,49.2721,-122.9784
59150284005,Burnaby,139,49.2712,-122.9784
59150284006,Burnaby,128,49.2703,-122.9784
59150285001,Burnaby,79,49.2692,-122.9818
59150285002,Burnaby,142,49.2689,-122.9784
59150285003,Burnaby,147,49.2693,-122.9729
59150285004,Burnaby,150,49.2684,-122.9728
59150286001,Burnaby,33,49.2678,-122.9871
59150286002,Burnaby,168,49.2674,-122.9845
59150286003,Burnaby,101,49.2666,-122.983
59150286004,Burnaby,52,49.2667,-122.9798
59150286005,Burnaby,76,49.2675,-122.9799
59150286006,Burnaby,81,49.2675,-122.9771
59150286007,Burnaby,74,49.2667,-122.9772
59150286008,Burnaby,80,49.2656,-122.9784
59150286010,Burnaby,68,49.2647,-122.9785
59150286011,Burnaby,5,49.2649,-122.9799
59150287001,Burnaby,485,49.2709,-122.986
59150287002,Burnaby,86,49.2692,-122.9831
59150288001,Burnaby,333,49.2743,-122.9848
59150288002,Burnaby,293,49.2725,-122.9822
59150289001,Burnaby,106,49.2787,-122.9858
59150289002,Burnaby,138,49.2778,-122.9858
59150289003,Burnaby,142,49.2769,-122.9858
59150289004,Burnaby,105,49.276,-122.9858
59150290001,Burnaby,135,49.2778,-122.99
59150290002,Burnaby,87,49.2769,-122.99
59150290003,Burnaby,112,49.276,-122.99
59150290004,Burnaby,149,49.2742,-122.9896
59150291001,Burnaby,111,49.2796,-122.9934
59150291003,Burnaby,115,49.2787,-122.99
59150291006,Burnaby,277,49.2797,-122.9899
59150292001,Burnaby,111,49.2787,-122.9961
59150292002,Burnaby,113,49.2778,-122.9961
59150292003,Burnaby,119,49.2778,-122.9934
59150292004,Burnaby,110,49.2787,-122.9934
59150293001,Burnaby,138,49.2787,-122.9989
59150293002,Burnaby,134,49.2778,-122.9989
59150293003,Burnaby,128,49.2765,-122.9975
59150293004,Burnaby,85,49.2769,-122.9934
59150294001,Burnaby,71,49.2805,-122.9989
59150294002,Burnaby,114,49.2796,-122.9989
59150294003,Burnaby,118,49.2796,-122.9961
59150294004,Burnaby,88,49.2805,-122.9961
59150294005,Burnaby,48,49.2804,-122.9937
59150295001,Burnaby,136,49.2806,-123.0017
59150295002,Burnaby,151,49.2796,-123.0017
59150295003,Burnaby,142,49.2787,-123.0017
59150295004,Burnaby,121,49.2778,-123.0017
59150296002,Burnaby,140,49.2832,-122.9961
59150296003,Burnaby,71,49.2814,-122.9961
59150296004,Burnaby,77,49.2814,-122.9988
59150296005,Burnaby,59,49.2814,-123.0017
59150296006,Burnaby,177,49.2845,-122.999
59150296007,Burnaby,0,49.2824,-123.0017
59150297001,Burnaby,110,49.2833,-123.0045
59150297002,Burnaby,223,49.2824,-123.0045
59150297003,Burnaby,96,49.2815,-123.0045
59150297004,Burnaby,164,49.2815,-123.0073
59150298001,Burnaby,141,49.2851,-123.0072
59150298002,Burnaby,127,49.2842,-123.0072
59150298003,Burnaby,152,49.2842,-123.0045
59150298004,Burnaby,112,49.2851,-123.0044
59150299001,Burnaby,136,49.2842,-123.01
59150299002,Burnaby,140,49.2833,-123.01
59150299003,Burnaby,118,49.2824,-123.01
59150299004,Burnaby,109,49.2815,-123.01
59150299005,Burnaby,147,49.2824,-123.0073
59150299006,Burnaby,33,49.2833,-123.0072
59150300001,Burnaby,119,49.286,-123.0099
59150300002,Burnaby,138,49.2851,-123.01
59150300003,Burnaby,113,49.286,-123.0072
59150300004,Burnaby,110,49.286,-123.0044
59150301001,Burnaby,128,49.286,-123.0127
59150301002,Burnaby,147,49.2851,-123.0127
59150301003,Burnaby,0,49.2842,-123.0127
59150301004,Burnaby,126,49.2833,-123.0128
59150301005,Burnaby,59,49.2842,-123.0152
59150301006,Burnaby,68,49.2852,-123.0151
59150302001,Burnaby,96,49.2887,-123.0126
59150302002,Burnaby,103,49.2878,-123.0126
59150302003,Burnaby,104,49.2869,-123.0127
59150302004,Burnaby,64,49.287,-123.0151
59150302005,Burnaby,69,49.2861,-123.0151
59150302006,Burnaby,75,49.2879,-123.0151
59150303004,Burnaby,106,49.2897,-123.0126
59150303005,Burnaby,83,49.2878,-123.0099
59150303006,Burnaby,110,49.2869,-123.0099
59150303007,Burnaby,37,49.2869,-123.0071
59150303008,Burnaby,61,49.2869,-123.0044
59150303009,Burnaby,166,49.2908,-123.0119
59150304001,Burnaby,53,49.2906,-123.0197
59150304002,Burnaby,85,49.2897,-123.0197
59150304003,Burnaby,53,49.2897,-123.0173
59150304004,Burnaby,55,49.2906,-123.0173
59150304005,Burnaby,63,49.2906,-123.015
59150304006,Burnaby,58,49.2897,-123.015
59150304007,Burnaby,59,49.2888,-123.0151
59150304008,Burnaby,40,49.2888,-123.0168
59150304009,Burnaby,28,49.2879,-123.0168
59150304010,Burnaby,0,49.2883,-123.0192
59150305001,Burnaby,60,49.287,-123.0221
59150305002,Burnaby,55,49.2861,-123.0221
59150305003,Burnaby,63,49.2861,-123.0197
59150305004,Burnaby,57,49.287,-123.0197
59150305005,Burnaby,65,49.287,-123.0173
59150305006,Burnaby,56,49.2861,-123.0173
59150305007,Burnaby,71,49.2852,-123.0174
59150306001,Burnaby,64,49.2906,-123.022
59150306002,Burnaby,65,49.2897,-123.0221
59150306005,Burnaby,60,49.2879,-123.0221
59150306006,Burnaby,238,49.2888,-123.0221
59150307001,Vancouver,0,49.2911,-123.0258
59150307005,Vancouver,43,49.2902,-123.0245
59150307007,Vancouver,30,49.2892,-123.0264
59150307008,Vancouver,48,49.2882,-123.0266
59150307009,Vancouver,69,49.2882,-123.0246
59150307011,Vancouver,58,49.2862,-123.0245
59150307012,Vancouver,102,49.2862,-123.027
59150307013,Vancouver,59,49.2872,-123.0268
59150307014,Vancouver,73,49.2862,-123.0294
59150307015,Vancouver,0,49.2876,-123.0291
59150307016,Vancouver,40,49.2892,-123.0246
59150307020,Vancouver,44,49.291,-123.0248
59150307021,Vancouver,66,49.2874,-123.0243
59150308001,Vancouver,103,49.2852,-123.027
59150308002,Vancouver,98,49.2843,-123.027
59150308003,Vancouver,100,49.2834,-123.027
59150308004,Vancouver,63,49.2834,-123.0245
59150308005,Vancouver,68,49.2843,-123.0245
59150308006,Vancouver,69,49.2852,-123.0245
59150309001,Vancouver,78,49.2852,-123.0296
59150309002,Vancouver,111,49.2843,-123.0296
59150309003,Vancouver,73,49.2834,-123.0296
59150309004,Vancouver,116,49.2825,-123.0296
59150309005,Vancouver,188,49.2816,-123.0296
59150309006,Vancouver,179,49.2807,-123.0296
59150310001,Vancouver,0,49.2825,-123.027
59150310003,Vancouver,123,49.2807,-123.027
59150310004,Vancouver,78,49.2807,-123.0246
59150310005,Vancouver,191,49.2816,-123.0246
59150310006,Vancouver,73,49.2825,-123.0245
59150310007,Vancouver,71,49.2816,-123.0271
59150310008,Vancouver,0,49.2813,-123.0261
59150311001,Vancouver,155,49.2796,-123.0296
59150311002,Vancouver,150,49.2796,-123.027
59150311003,Vancouver,119,49.2787,-123.0296
59150311004,Vancouver,108,49.2778,-123.0296
59150312004,Vancouver,153,49.2778,-123.027
59150312005,Vancouver,109,49.2787,-123.027
59150312009,Vancouver,101,49.2796,-123.0246
59150312010,Vancouver,93,49.2787,-123.0246
59150312011,Vancouver,106,49.2778,-123.0246
59150313006,Vancouver,109,49.2753,-123.0301
59150313007,Vancouver,0,49.2761,-123.0235
59150313010,Vancouver,979,49.2762,-123.0271
59150314001,Burnaby,81,49.2789,-123.0222
59150314002,Burnaby,116,49.278,-123.0222
59150314003,Burnaby,125,49.2771,-123.0222
59150314004,Burnaby,91,49.278,-123.0198
59150314005,Burnaby,86,49.2789,-123.0198
59150315002,Burnaby,60,49.2763,-123.022
59150315003,Burnaby,111,49.2762,-123.0198
59150315004,Burnaby,117,49.2771,-123.0198
59150315005,Burnaby,82,49.277,-123.0175
59150315006,Burnaby,101,49.2761,-123.0175
59150315007,Burnaby,0,49.276,-123.0229
59150316001,Burnaby,127,49.2798,-123.0198
59150316002,Burnaby,108,49.2797,-123.0175
59150316004,Burnaby,88,49.2779,-123.0175
59150316005,Burnaby,85,49.2797,-123.0152
59150316006,Burnaby,45,49.2788,-123.0153
59150316007,Burnaby,70,49.2788,-123.0175
59150317001,Burnaby,72,49.2779,-123.0153
59150317002,Burnaby,49,49.277,-123.0153
59150317003,Burnaby,56,49.2761,-123.0153
59150317004,Burnaby,126,49.2761,-123.0129
59150317005,Burnaby,152,49.277,-123.0129
59150318001,Burnaby,105,49.2806,-123.0152
59150318002,Burnaby,52,49.2806,-123.0128
59150318003,Burnaby,136,49.2797,-123.0128
59150318004,Burnaby,131,49.2788,-123.0129
59150318005,Burnaby,136,49.2779,-123.0129
59150319001,Burnaby,133,49.2788,-123.0101
59150319002,Burnaby,142,49.2779,-123.0101
59150319003,Burnaby,111,49.277,-123.0101
59150319004,Burnaby,96,49.2761,-123.0101
59150320001,Burnaby,52,49.2806,-123.01
59150320002,Burnaby,144,49.2797,-123.0101
59150320003,Burnaby,156,49.2797,-123.0073
59150320004,Burnaby,137,49.2806,-123.0073
59150320005,Burnaby,129,49.2788,-123.0073
59150320006,Burnaby,133,49.2779,-123.0073
59150321001,Burnaby,125,49.277,-123.0073
59150321002,Burnaby,123,49.2761,-123.0074
59150321003,Burnaby,128,49.276,-123.0046
59150321004,Burnaby,142,49.2769,-123.0045
59150322001,Burnaby,0,49.2806,-123.0045
59150322002,Burnaby,171,49.2796,-123.0045
59150322003,Burnaby,120,49.2787,-123.0045
59150322004,Burnaby,130,49.2778,-123.0045
59150323001,Burnaby,94,49.2769,-123.0017
59150323002,Burnaby,66,49.276,-123.0017
59150323003,Burnaby,80,49.2751,-123.0017
59150323004,Burnaby,75,49.2742,-123.0018
59150323005,Burnaby,40,49.2733,-123.0023
59150323006,Burnaby,10,49.2724,-123.0026
59150323007,Burnaby,158,49.2735,-123.0001
59150323008,Burnaby,65,49.2752,-122.9985
59150324001,Burnaby,74,49.2752,-123.0074
59150324002,Burnaby,109,49.2743,-123.0074
59150324003,Burnaby,96,49.2742,-123.0046
59150324004,Burnaby,101,49.2751,-123.0046
59150324011,Burnaby,77,49.2729,-123.0039
59150324012,Burnaby,100,49.2711,-123.0039
59150325001,Burnaby,129,49.2734,-123.0074
59150325002,Burnaby,117,49.2724,-123.0074
59150325003,Burnaby,89,49.2729,-123.0053
59150325004,Burnaby,69,49.2711,-123.0053
59150325005,Burnaby,106,49.2711,-123.0067
59150326001,Burnaby,92,49.2752,-123.0129
59150326002,Burnaby,93,49.2743,-123.0129
59150326003,Burnaby,87,49.2743,-123.0101
59150326004,Burnaby,106,49.2752,-123.0101
59150326005,Burnaby,131,49.2734,-123.0101
59150326006,Burnaby,153,49.2725,-123.0103
59150327002,Burnaby,10,49.2744,-123.0222
59150327007,Burnaby,5,49.2745,-123.0193
59150327008,Burnaby,61,49.2743,-123.0175
59150327011,Burnaby,10,49.2725,-123.0178
59150327015,Burnaby,0,49.273,-123.0153
59150327016,Burnaby,85,49.2743,-123.0153
59150327017,Burnaby,54,49.2752,-123.0153
59150327018,Burnaby,70,49.2752,-123.0175
59150327019,Burnaby,0,49.2712,-123.0211
59150327021,Burnaby,15,49.2716,-123.0173
59150327022,Burnaby,95,49.2726,-123.0162
59150327023,Burnaby,0,49.273,-123.0208
59150327024,Burnaby,102,49.2753,-123.02
59150327025,Burnaby,10,49.2748,-123.0214
59150328001,Vancouver,112,49.2745,-123.0273
59150328007,Vancouver,145,49.2745,-123.0248
59150328012,Vancouver,299,49.272,-123.0262
59150329003,Vancouver,134,49.2718,-123.035
59150329005,Vancouver,121,49.27,-123.0351
59150329010,Vancouver,0,49.27,-123.0336
59150329011,Vancouver,135,49.2717,-123.0311
59150329012,Vancouver,0,49.2696,-123.0319
59150329013,Vancouver,0,49.2697,-123.0331
59150329014,Vancouver,165,49.2709,-123.0351
59150329015,Vancouver,125,49.2737,-123.0323
59150329016,Vancouver,0,49.2758,-123.0312
59150329017,Vancouver,279,49.2762,-123.0326
59150330003,Vancouver,137,49.2754,-123.035
59150330004,Vancouver,106,49.2745,-123.035
59150330005,Vancouver,127,49.2737,-123.035
59150330006,Vancouver,136,49.2743,-123.037
59150331001,Vancouver,122,49.2728,-123.0402
59150331002,Vancouver,108,49.2718,-123.0402
59150331003,Vancouver,113,49.2709,-123.0402
59150331004,Vancouver,104,49.2709,-123.0377
59150331005,Vancouver,83,49.27,-123.0377
59150331006,Vancouver,0,49.2718,-123.0377
59150331007,Vancouver,108,49.2728,-123.0377
59150331008,Vancouver,144,49.2728,-123.035
59150332001,Vancouver,137,49.2743,-123.0434
59150332002,Vancouver,154,49.2743,-123.0421
59150332003,Vancouver,126,49.2743,-123.0408
59150332004,Vancouver,131,49.2743,-123.0395
59150332005,Vancouver,135,49.2743,-123.0383
59150333001,Vancouver,93,49.2728,-123.0428
59150333002,Vancouver,123,49.2718,-123.0428
59150333003,Vancouver,111,49.2709,-123.0428
59150333004,Vancouver,109,49.27,-123.0428
59150333005,Vancouver,105,49.27,-123.0402
59150334001,Vancouver,75,49.2748,-123.0462
59150334002,Vancouver,78,49.2748,-123.0448
59150334003,Vancouver,51,49.2737,-123.0449
59150334004,Vancouver,51,49.2737,-123.0462
59150334005,Vancouver,116,49.2728,-123.0455
59150334006,Vancouver,136,49.2728,-123.0481
59150335001,Vancouver,120,49.2709,-123.0482
59150335003,Vancouver,91,49.27,-123.0456
59150335004,Vancouver,133,49.2709,-123.0456
59150335005,Vancouver,137,49.2718,-123.0455
59150335006,Vancouver,137,49.27,-123.0482
59150336001,Vancouver,135,49.2728,-123.0507
59150336002,Vancouver,132,49.2718,-123.0507
59150336003,Vancouver,99,49.2718,-123.0482
59150336005,Vancouver,118,49.2709,-123.0534
59150336007,Vancouver,0,49.2705,-123.0508
59150336008,Vancouver,113,49.27,-123.0534
59150337001,Vancouver,42,49.2728,-123.0556
59150337002,Vancouver,62,49.2718,-123.0556
59150337003,Vancouver,68,49.2709,-123.0556
59150337004,Vancouver,64,49.27,-123.0556
59150337005,Vancouver,112,49.2718,-123.0534
59150337006,Vancouver,101,49.2728,-123.0534
59150338001,Vancouver,81,49.2754,-123.0556
59150338002,Vancouver,76,49.2746,-123.0556
59150338003,Vancouver,103,49.2737,-123.0556
59150338004,Vancouver,128,49.2737,-123.0534
59150338005,Vancouver,125,49.2746,-123.0533
59150339001,Vancouver,54,49.2761,-123.0572
59150339002,Vancouver,64,49.2752,-123.0572
59150339003,Vancouver,65,49.2743,-123.0572
59150339004,Vancouver,88,49.2743,-123.0589
59150339005,Vancouver,112,49.2734,-123.0589
59150339006,Vancouver,71,49.2734,-123.0573
59150339007,Vancouver,86,49.2734,-123.0609
59150339008,Vancouver,91,49.2743,-123.0608
59150340001,Vancouver,91,49.2771,-123.0556
59150340002,Vancouver,86,49.2762,-123.0556
59150340003,Vancouver,157,49.2762,-123.0533
59150340004,Vancouver,113,49.277,-123.0533
59150340005,Vancouver,134,49.2754,-123.0533
59150341001,Vancouver,106,49.2771,-123.0646
59150341002,Vancouver,82,49.2771,-123.0627
59150341003,Vancouver,117,49.277,-123.0608
59150341004,Vancouver,104,49.277,-123.0589
59150341005,Vancouver,85,49.277,-123.0572
59150342001,Vancouver,87,49.2761,-123.0608
59150342002,Vancouver,87,49.2752,-123.0608
59150342003,Vancouver,86,49.2752,-123.0589
59150342004,Vancouver,72,49.2761,-123.0589
59150342005,Vancouver,41,49.2753,-123.0628
59150342006,Vancouver,72,49.2743,-123.0623
59150343001,Vancouver,95,49.2762,-123.0647
59150343002,Vancouver,102,49.2762,-123.0627
59150343003,Vancouver,156,49.2753,-123.0647
59150343004,Vancouver,74,49.2743,-123.0641
59150343005,Vancouver,78,49.2743,-123.0651
59150344001,Vancouver,43,49.2743,-123.0632
59150344002,Vancouver,209,49.2734,-123.0638
59150344003,Vancouver,238,49.2725,-123.0638
59150345001,Vancouver,0,49.2735,-123.0705
59150345002,Vancouver,127,49.2726,-123.0706
59150345003,Vancouver,91,49.2726,-123.0686
59150345004,Vancouver,149,49.2735,-123.0686
59150345005,Vancouver,149,49.2735,-123.0667
59150345006,Vancouver,116,49.2744,-123.0666
59150346001,Vancouver,123,49.2726,-123.0667
59150346002,Vancouver,0,49.2717,-123.0667
59150346003,Vancouver,108,49.2709,-123.0667
59150346004,Vancouver,108,49.27,-123.0667
59150346005,Vancouver,79,49.27,-123.0687
59150347001,Vancouver,136,49.2718,-123.0706
59150347002,Vancouver,192,49.271,-123.0706
59150347003,Vancouver,61,49.27,-123.0706
59150347004,Vancouver,74,49.2709,-123.0687
59150347005,Vancouver,79,49.2717,-123.0686
59150348001,Vancouver,246,49.2726,-123.0725
59150348002,Vancouver,126,49.2718,-123.0725
59150348003,Vancouver,197,49.271,-123.0725
59150349001,Vancouver,35,49.2735,-123.0739
59150349002,Vancouver,219,49.2735,-123.0725
59150349003,Vancouver,123,49.2726,-123.074
59150349004,Vancouver,34,49.2718,-123.074
59150350001,Vancouver,0,49.2736,-123.0766
59150350002,Vancouver,0,49.2735,-123.0752
59150350003,Vancouver,15,49.2726,-123.0752
59150350004,Vancouver,15,49.2723,-123.0766
59150350005,Vancouver,0,49.2718,-123.0752
59150350006,Vancouver,186,49.271,-123.0764
59150350007,Vancouver,91,49.2701,-123.0764
59150350008,Vancouver,265,49.271,-123.0744
