"fromId","avg_time_to_allpoi","sd_time_to_allpoi","avg_sd_time_to_uniquepoi","n_accessible_poi","score","norm_score"
"59153146028",48.3873505721961,26.0994532548345,1.72855542192563,197.118036532309,2.35673750222612,1
"59153146027",49.5001557568167,25.9267441218357,1.69857672994538,197.118036532309,2.3444157427205,0.994771202827017
"59153146087",46.2628342417204,26.6105074265488,1.83086012125547,198.298931341851,2.3411701202727,0.993393907525006
"59153146018",45.8566832682767,26.3345788169725,1.85082937790029,198.298931341851,2.33642233699021,0.99137916313772
"59153146029",49.2523580390125,26.054044484399,1.71510250831899,197.118036532309,2.33350778744233,0.990142360193341
"59153146025",50.6957672065232,25.6156682008896,1.68668858269354,197.118036532309,2.30525917672309,0.978154928057371
"59153152009",46.5734625926617,26.3699154168997,1.85359841138302,198.298931341851,2.29702751582316,0.974661783655152
"59153153005",50.0065898069845,25.7478356987255,1.70791517117377,196.182231514482,2.2970271846249,0.9746616431096
"59153146032",50.2762156145737,25.6168867396884,1.70696590553967,197.118036532309,2.29688334029022,0.974600602082934
"59153146068",46.7445386768157,26.2955251644961,1.84086361793811,197.543639142299,2.29567580682678,0.974088179522097
"59153152006",47.7040612653775,26.1183779566741,1.80446791671063,197.543639142299,2.29487233880522,0.973747224050778
"59153151006",49.5806785690971,25.7371100338321,1.73312779998979,197.118036532309,2.29394663069848,0.973354395418689
"59153151007",47.0532932869759,26.0597155170836,1.84047216023427,197.543639142299,2.28109709906842,0.96790163563785
"59153146086",47.1309789027376,26.3082798249046,1.85270601657104,197.543639142299,2.26229938850924,0.95992473787536
"59153146026",49.9212801755906,25.7342453238021,1.7458554738033,197.118036532309,2.26168627141196,0.959664558722899
"59153146012",48.356600577625,26.0236927813589,1.80719669893222,197.118036532309,2.25561605505494,0.957088633579051
"59153146031",50.1125366853481,25.5870043065526,1.74867105177088,197.118036532309,2.24942675688034,0.95446217550029
"59153146019",47.4709048335854,25.9655665478989,1.85709296935091,198.298931341851,2.24936129600678,0.954434396867667
"59153146084",46.8664872329883,26.3903666834289,1.87482753012229,197.543639142299,2.24822268043208,0.953951219940266
"59153151002",47.5041793000813,25.9221490685505,1.85964407136859,198.298931341851,2.24470215955621,0.952457270184567
"59153146030",49.41607826439,25.8806612968976,1.78037668582587,197.118036532309,2.24050640544912,0.950676781999931
"59153146017",47.8312023898469,26.2856072740468,1.84730605227458,197.543639142299,2.23569676589591,0.948635788610359
"59153155001",49.6124403348716,25.8450314747175,1.78365154470863,197.118036532309,2.22754127833287,0.945174968725467
"59153151001",47.0905030951288,26.0046981703172,1.89508433616183,198.298931341851,2.22207391647894,0.942854867753485
"59153151003",48.4446506140605,25.8458539408289,1.83633665911057,197.543639142299,2.2205722987696,0.942217649146037
"59153146085",47.7393922777766,26.2561711407468,1.85969328615221,197.118036532309,2.22028208763849,0.942094496674088
"59153155002",50.8556407303776,25.6867204604223,1.73857735841295,196.182231514482,2.21884272751164,0.941483697367483
"59153155005",51.3020164588342,25.7805506595417,1.73291960336401,197.118036532309,2.21724413226026,0.940805325879436
"59153146070",47.9197064641217,26.2841321951216,1.85528770546944,197.118036532309,2.21717998185377,0.940778103349736
"59153146024",51.0895175946368,25.4694581669886,1.74662946417202,197.118036532309,2.20899015616978,0.937302711920118
"59153146020",48.584956563333,25.788754279205,1.8399743794641,197.118036532309,2.20502120348558,0.935618467996564
"59153146033",49.7619403977425,25.5587248276234,1.80682517213961,198.052132590674,2.20275443368258,0.934656553463795
"59153146056",48.1979149751167,26.0945248950655,1.86876779141212,197.118036532309,2.18848096216868,0.928599538029721
"59153157001",51.948203383965,25.1858582530532,1.7351759367293,197.118036532309,2.18681636910152,0.927893160055069
"59153470004",48.527201607705,26.5708551051367,1.8490322669183,196.206954631489,2.18667711236201,0.927834065796204
"59153690003",50.1068015162975,26.2127384740586,1.80037803378736,197.118036532309,2.18507313681774,0.927153411155318
"59153691002",50.390061607157,25.7882629152905,1.77542940564816,195.345490493579,2.18350953188719,0.926489887976117
"59153662014",48.2098691911035,22.248450805645,1.99114966038069,208.870949727483,2.17589625305072,0.923259156939765
"59153146035",50.0023916709633,25.5339945172713,1.82966867015002,198.807424790226,2.17304825567002,0.922050595723646
"59153158003",50.506081608615,25.2994569130009,1.80316468778627,197.873328731861,2.17274215159897,0.921920699007139
"59153662023",48.2278607460879,22.2206615590288,1.99388497883184,208.870949727483,2.17210063039665,0.921648466437793
"59153843003",49.4770569641886,27.4336517088016,1.88207923114095,202.233721284429,2.17175991251034,0.921503881184371
"59153691001",50.6120505584387,25.880180744143,1.78523701001997,196.182231514482,2.17125011924893,0.92128754799244
"59153470001",49.0771321653493,26.539004897483,1.84211244741782,196.206954631489,2.17029656585689,0.920882903081269
"59153843002",49.3511919457325,27.7168341680134,1.89115185444807,202.233721284429,2.16685337129961,0.919421767116159
"59153146013",46.9204746007378,26.1812572667313,1.94488444784208,197.543639142299,2.16474552324812,0.918527291783499
"59153691010",45.3862280432412,26.5892022094122,2.02050765507902,198.477735200664,2.164348564979,0.9183588406565
"59150676004",48.5807110411784,26.0715560037364,1.87114699097003,196.632557241479,2.16313515171904,0.917843922976078
"59153146071",47.2153609097757,26.2054275952721,1.93092626277003,197.118036532309,2.16210788859039,0.917407998988067
"59153146034",50.1676356460132,25.5987203802562,1.824472033541,197.873328731861,2.16185427279522,0.917300375920746
"59153146014",47.2950775172674,26.1766692471327,1.93425550518634,197.543639142299,2.15940084432828,0.916259251897332
"59153155006",52.1512835058396,25.3608860536808,1.75088424783185,197.118036532309,2.15875783906741,0.915986389560688
