DAUID,DBPOP,lat,lon
59150390,439,49.2269,-123.0821
59150390,16,49.2284,-123.0806
59150390,78,49.2266,-123.0812
59150391,81,49.2299,-123.0778
59150391,324,49.2284,-123.0786
59150391,111,49.2298,-123.0765
59150392,77,49.2283,-123.0765
59150392,155,49.2281,-123.0751
59150392,0,49.2265,-123.0766
59150392,171,49.2262,-123.0752
59150392,100,49.2265,-123.0787
59150393,131,49.2281,-123.0737
59150393,176,49.228,-123.0724
59150393,164,49.2262,-123.0724
59150393,125,49.2262,-123.0738
59150394,93,49.2281,-123.0708
59150394,272,49.2264,-123.0708
59150394,252,49.2264,-123.0691
59150395,306,49.2291,-123.0677
59150395,337,49.2291,-123.0663
59150395,105,49.2283,-123.0691
59150396,424,49.2316,-123.0701
59150396,46,49.2315,-123.0678
59150396,130,49.2298,-123.07
59150396,60,49.2287,-123.0707
59150397,168,49.2316,-123.0722
59150397,141,49.2298,-123.0723
59150397,147,49.2298,-123.0737
59150398,188,49.2316,-123.075
59150398,198,49.2316,-123.0736
59150398,106,49.2298,-123.0751
59150399,175,49.2317,-123.0791
59150399,165,49.2317,-123.0778
59150399,138,49.2316,-123.0764
59150400,163,49.2337,-123.0749
59150400,195,49.2338,-123.0791
59150400,193,49.2338,-123.0777
59150400,160,49.2338,-123.0763
59150400,0,49.2327,-123.0782
59150400,0,49.2327,-123.0757
59150401,135,49.2358,-123.0735
59150401,165,49.2358,-123.0721
59150401,179,49.2337,-123.0722
59150401,144,49.2337,-123.0736
59150401,0,49.2327,-123.0742
59150402,101,49.2381,-123.0779
59150402,91,49.2373,-123.07799999999999
59150402,162,49.2358,-123.0776
59150402,171,49.2358,-123.0763
59150402,177,49.2358,-123.0749
59150402,0,49.2385,-123.0754
59150403,121,49.2398,-123.0727
59150403,140,49.2389,-123.0727
59150403,135,49.2381,-123.0727
59150403,105,49.2372,-123.0728
59150403,148,49.2372,-123.07
59150404,188,49.2397,-123.0699
59150404,178,49.2388,-123.0699
59150404,171,49.238,-123.07
59150405,145,49.2397,-123.0669
59150405,165,49.2388,-123.06700000000001
59150405,163,49.2379,-123.06700000000001
59150406,135,49.2409,-123.0729
59150406,131,49.2409,-123.0715
59150406,224,49.2408,-123.0694
59150406,63,49.2408,-123.0673
59150406,64,49.2408,-123.066
59150406,122,49.2422,-123.066
59150407,116,49.2435,-123.0712
59150407,109,49.2423,-123.0715
59150407,120,49.2423,-123.0729
59150407,178,49.2425,-123.0701
59150407,244,49.2429,-123.0688
59150408,283,49.246,-123.069
59150408,470,49.2438,-123.0673
59150409,347,49.2458,-123.0707
59150409,135,49.2445,-123.069
59150410,177,49.2459,-123.0717
59150410,344,49.2454,-123.0728
59150410,0,49.2486,-123.073
59150410,60,49.2481,-123.0724
59150412,262,49.2459,-123.0782
59150412,92,49.245,-123.0792
59150412,94,49.245,-123.0773
59150414,227,49.2414,-123.0796
59150414,199,49.2414,-123.0783
59150414,223,49.2414,-123.07700000000001
59150415,247,49.2445,-123.0749
59150415,87,49.2434,-123.0749
59150415,175,49.2424,-123.0756
59150415,102,49.2423,-123.0742
59150415,129,49.2409,-123.0743
59150415,146,49.2409,-123.0756
59150416,129,49.2392,-123.0818
59150416,155,49.2392,-123.0807
59150416,133,49.2392,-123.0796
59150416,121,49.239,-123.0778
59150416,125,49.2398,-123.0777
59150417,84,49.2373,-123.0808
59150417,122,49.2356,-123.0804
59150417,278,49.2364,-123.0793
59150419,144,49.2436,-123.0834
59150419,81,49.2429,-123.085
59150419,53,49.2414,-123.085
59150419,169,49.2414,-123.0834
59150420,211,49.248999999999995,-123.0705
59150420,345,49.2486,-123.0688
59150421,642,49.248000000000005,-123.0664
59150422,40,49.2521,-123.0698
59150422,331,49.2514,-123.0688
59150422,44,49.251000000000005,-123.0698
59150422,232,49.2512,-123.0674
59150422,155,49.251000000000005,-123.0659
59150422,92,49.2507,-123.0644
59150423,135,49.2498,-123.0638
59150423,132,49.2489,-123.0639
59150423,101,49.2481,-123.0639
59150423,100,49.2472,-123.0639
59150423,0,49.2485,-123.0616
59150424,303,49.2531,-123.0651
59150424,24,49.2506,-123.0632
59150424,57,49.2524,-123.0617
59150424,478,49.2515,-123.0615
59150425,67,49.2492,-123.0595
59150425,92,49.2527,-123.0575
59150425,66,49.25,-123.05799999999999
59150425,163,49.2506,-123.0572
59150426,71,49.2565,-123.0669
59150426,129,49.2559,-123.0575
59150426,106,49.2543,-123.0575
59150426,328,49.2549,-123.0618
59150427,63,49.2562,-123.054
59150427,62,49.2553,-123.054
59150427,163,49.2551,-123.056
59150427,114,49.2544,-123.054
59150427,77,49.2536,-123.0553
59150427,89,49.2536,-123.0534
59150428,52,49.2543,-123.0509
59150428,117,49.2536,-123.0509
59150428,114,49.2528,-123.0509
59150428,126,49.251999999999995,-123.0509
59150428,180,49.2561,-123.0512
59150429,168,49.2528,-123.0545
59150429,95,49.2519,-123.0544
59150429,165,49.2511,-123.0544
59150429,134,49.2511,-123.0509
59150430,107,49.2493,-123.0556
59150430,113,49.2493,-123.0534
59150430,131,49.2484,-123.0534
59150430,194,49.2502,-123.0544
59150431,97,49.2493,-123.0509
59150431,93,49.2484,-123.0509
59150431,39,49.2477,-123.0508
59150431,153,49.2493,-123.0484
59150431,133,49.2502,-123.0483
59150431,85,49.2502,-123.0509
59150432,116,49.2459,-123.0532
59150432,127,49.2469,-123.0504
59150432,102,49.245,-123.0509
59150432,0,49.2485,-123.0564
59150432,533,49.2471,-123.0534
59150433,145,49.2467,-123.0554
59150433,100,49.2458,-123.0555
59150433,135,49.245,-123.0555
59150433,116,49.245,-123.0531
59150434,150,49.2442,-123.0548
59150434,157,49.2439,-123.0525
59150434,170,49.2436,-123.0512
59150435,147,49.2433,-123.0551
59150435,166,49.2424,-123.0557
59150435,285,49.2415,-123.0562
59150436,116,49.2424,-123.0539
59150436,221,49.2415,-123.0533
59150436,350,49.2404,-123.0525
59150436,89,49.242,-123.0508
59150437,66,49.2401,-123.05799999999999
59150437,226,49.2393,-123.0566
59150437,101,49.2382,-123.0582
59150437,70,49.2393,-123.0535
59150437,317,49.2404,-123.0563
59150437,472,49.2412,-123.0581
59150438,185,49.2401,-123.0489
59150438,229,49.2395,-123.0497
59150438,405,49.2388,-123.0503
59150439,94,49.2381,-123.0536
59150439,105,49.2381,-123.0524
59150439,0,49.2373,-123.0511
59150439,171,49.2369,-123.0496
59150439,137,49.2366,-123.0524
59150440,95,49.2381,-123.0571
59150440,65,49.2381,-123.056
59150440,108,49.2381,-123.0548
59150440,115,49.2366,-123.0549
59150440,142,49.2366,-123.0571
59150440,117,49.2366,-123.0536
59150441,140,49.2354,-123.0572
59150441,165,49.2344,-123.0572
59150441,346,49.2349,-123.0536
59150442,142,49.2348,-123.0509
59150442,228,49.2343,-123.0495
59150442,59,49.2333,-123.0509
59150442,212,49.2333,-123.0536
59150443,208,49.2323,-123.0535
59150443,184,49.232,-123.0509
59150443,298,49.2306,-123.0534
59150444,130,49.232,-123.0495
59150444,142,49.2307,-123.0502
59150444,190,49.2298,-123.0502
59150444,154,49.2298,-123.0474
59150444,148,49.2307,-123.0474
59150445,138,49.2289,-123.0532
59150445,154,49.228,-123.0532
59150445,95,49.2289,-123.0509
59150445,240,49.2289,-123.0478
59150446,74,49.228,-123.0509
59150446,47,49.2271,-123.051
59150446,43,49.2263,-123.051
59150446,220,49.2267,-123.04899999999999
59150446,123,49.228,-123.0489
59150447,139,49.2272,-123.0532
59150447,115,49.2263,-123.0532
59150447,439,49.2254,-123.0525
59150448,82,49.2243,-123.0514
59150448,74,49.2233,-123.0514
59150448,76,49.2223,-123.0515
59150448,404,49.2234,-123.0536
59150449,126,49.2237,-123.0496
59150449,176,49.2215,-123.0497
59150449,65,49.2215,-123.0515
59150449,75,49.2206,-123.0516
59150449,97,49.2207,-123.0538
59150449,78,49.2215,-123.0537
59150450,171,49.2237,-123.057
59150450,168,49.2237,-123.0555
59150450,236,49.2214,-123.0571
59150451,192,49.2191,-123.0586
59150451,91,49.2195,-123.0572
59150451,223,49.2189,-123.0561
59150452,128,49.2175,-123.05799999999999
59150452,120,49.2167,-123.0559
59150452,50,49.2176,-123.0547
59150452,126,49.2165,-123.0579
59150452,0,49.216,-123.0581
59150453,162,49.2191,-123.06
59150453,121,49.2175,-123.0607
59150453,114,49.2162,-123.06
59150453,122,49.2162,-123.0614
59150453,113,49.2149,-123.0608
59150454,160,49.2198,-123.0626
59150454,150,49.2187,-123.0633
59150454,98,49.2187,-123.0614
59150454,89,49.2173,-123.0627
59150454,36,49.2159,-123.064
59150454,150,49.2149,-123.0641
59150455,161,49.2196,-123.0703
59150455,58,49.2186,-123.0711
59150455,174,49.2185,-123.0676
59150455,39,49.2173,-123.0653
59150455,78,49.2173,-123.064
59150455,59,49.2199,-123.0679
59150455,52,49.2194,-123.0673
59150455,201,49.2192,-123.0653
59150457,174,49.2177,-123.0738
59150457,61,49.2168,-123.0763
59150457,96,49.2159,-123.0755
59150457,160,49.215,-123.0756
59150457,0,49.215,-123.073
59150457,69,49.2159,-123.073
59150457,171,49.2169,-123.0734
59150459,67,49.2142,-123.073
59150459,204,49.2129,-123.0731
59150459,95,49.2115,-123.0731
59150459,163,49.2124,-123.0756
59150459,149,49.2133,-123.0756
59150460,182,49.2142,-123.0786
59150460,184,49.2133,-123.0786
59150460,150,49.2142,-123.0756
59150461,168,49.216,-123.0786
59150461,201,49.2151,-123.0786
59150462,250,49.216,-123.0816
59150462,199,49.2151,-123.0817
59150463,0,49.2173,-123.0824
59150463,180,49.2173,-123.0809
59150463,206,49.2173,-123.0793
59150463,100,49.2173,-123.0778
59150463,69,49.2177,-123.0763
59150465,116,49.2226,-123.0795
59150465,106,49.2211,-123.0795
59150465,139,49.2211,-123.0782
59150465,89,49.22,-123.0782
59150465,68,49.22,-123.0796
59150466,177,49.2226,-123.0781
59150466,156,49.2226,-123.0767
59150466,115,49.2211,-123.0768
59150466,33,49.22,-123.0768
59150468,146,49.2226,-123.074
59150468,123,49.2225,-123.0726
59150468,64,49.2195,-123.0729
59150468,85,49.2186,-123.073
59150468,126,49.2211,-123.0726
59150468,20,49.2202,-123.0727
59150469,184,49.2243,-123.0753
59150469,139,49.2226,-123.0753
59150469,154,49.2243,-123.0739
59150469,164,49.2243,-123.0725
59150470,213,49.2244,-123.0794
59150470,188,49.2243,-123.07799999999999
59150470,177,49.2243,-123.0767
59150471,175,49.2244,-123.0808
59150471,119,49.2226,-123.0809
59150471,157,49.2227,-123.0822
59150471,183,49.2231,-123.0841
59150472,144,49.2249,-123.084
59150472,129,49.224,-123.0841
59150472,199,49.2244,-123.0822
59150473,131,49.2282,-123.0845
59150473,154,49.2263,-123.0845
59150473,191,49.2264,-123.0859
59150473,182,49.2264,-123.0873
59150474,146,49.225,-123.0894
59150474,144,49.224,-123.0894
59150474,164,49.224,-123.0867
59150474,195,49.2249,-123.0866
59150475,169,49.2283,-123.09
59150475,166,49.2282,-123.0886
59150475,148,49.2264,-123.0887
59150475,213,49.2264,-123.09
59150476,136,49.2288,-123.0923
59150476,139,49.2278,-123.0924
59150476,279,49.227,-123.0941
59150476,147,49.226000000000006,-123.0924
59150476,195,49.2261,-123.0958
59150477,355,49.2251,-123.0948
59150477,215,49.2241,-123.0959
59150477,45,49.225,-123.0914
59150478,212,49.2241,-123.0925
59150478,182,49.2232,-123.0925
59150478,164,49.2222,-123.0925
59150478,207,49.2213,-123.0925
59150479,0,49.2228,-123.0997
59150479,113,49.2214,-123.0987
59150479,127,49.2205,-123.0987
59150479,195,49.2214,-123.0959
59150479,37,49.2227,-123.0959
59150480,219,49.2205,-123.0959
59150480,169,49.2196,-123.0963
59150480,147,49.2188,-123.0963
59150481,256,49.2197,-123.0998
59150481,221,49.2188,-123.0998
59150482,264,49.218,-123.0998
59150482,283,49.2171,-123.0999
59150482,299,49.2162,-123.0999
59150483,263,49.2181,-123.104
59150483,239,49.2172,-123.1041
59150484,258,49.2163,-123.1041
59150484,198,49.2155,-123.1042
59150484,241,49.2146,-123.1042
59150485,0,49.2173,-123.1086
59150485,138,49.2164,-123.10799999999999
59150485,147,49.2155,-123.1081
59150485,116,49.2147,-123.1081
59150485,137,49.2138,-123.1082
59150486,40,49.216,-123.111
59150486,545,49.2155,-123.1113
59150487,79,49.2174,-123.115
59150487,120,49.2155,-123.1161
59150487,0,49.2155,-123.1141
59150487,65,49.2136,-123.1157
59150487,54,49.2136,-123.1137
59150487,119,49.2174,-123.1121
59150488,48,49.2127,-123.1158
59150488,294,49.2115,-123.1159
59150488,130,49.2122,-123.1138
59150489,124,49.2137,-123.1186
59150489,117,49.2128,-123.1185
59150489,170,49.2103,-123.1195
59150489,161,49.2114,-123.1182
59150490,144,49.2118,-123.1221
59150490,157,49.2107,-123.1222
59150490,223,49.2098,-123.1222
59150491,0,49.2084,-123.1224
59150491,470,49.2089,-123.1224
59150492,63,49.211000000000006,-123.1251
59150492,58,49.2103,-123.1251
59150492,67,49.2096,-123.1251
59150492,262,49.2095,-123.1268
59150492,126,49.2088,-123.1251
59150493,241,49.2076,-123.1256
59150493,116,49.2077,-123.1246
59150493,107,49.2079,-123.1234
59150494,232,49.2077,-123.1269
59150494,52,49.2066,-123.1259
59150494,120,49.2065,-123.12700000000001
59150495,253,49.2077,-123.1282
59150495,64,49.205,-123.1326
59150495,0,49.2032,-123.1297
59150495,0,49.2047,-123.1232
59150495,5,49.2032,-123.1228
59150495,0,49.2058,-123.1181
59150495,0,49.2028,-123.135
59150495,0,49.2032,-123.1332
59150495,0,49.2031,-123.1342
59150495,190,49.2039,-123.1337
59150495,0,49.206,-123.1302
59150495,108,49.2061,-123.12899999999999
59150495,0,49.2051,-123.1311
59150495,15,49.2053,-123.1303
59150495,0,49.2058,-123.1243
59150495,0,49.2039,-123.13
59150495,0,49.2004,-123.1307
59150495,0,49.2048,-123.1272
59150495,0,49.2017,-123.1273
59150495,0,49.2024,-123.1325
59150496,284,49.2077,-123.131
59150496,315,49.2077,-123.1296
59150497,324,49.2063,-123.1325
59150497,300,49.2063,-123.131
59150498,251,49.2077,-123.134
59150498,349,49.2077,-123.1325
59150499,341,49.2078,-123.1354
59150499,288,49.2064,-123.1354
59150500,230,49.2063,-123.134
59150500,69,49.205,-123.1341
59150500,423,49.205,-123.1355
59150503,299,49.2062,-123.1414
59150503,228,49.2078,-123.1414
59150504,56,49.2097,-123.1474
59150504,63,49.211000000000006,-123.1445
59150504,119,49.2096,-123.1429
59150504,509,49.2095,-123.1413
59150504,180,49.2113,-123.1448
59150504,86,49.2111,-123.1468
59150505,101,49.2136,-123.14200000000001
59150505,176,49.2127,-123.14200000000001
59150505,173,49.2118,-123.14200000000001
59150505,127,49.211000000000006,-123.14200000000001
59150505,69,49.2119,-123.1447
59150506,135,49.2155,-123.1456
59150506,135,49.2146,-123.1454
59150506,116,49.2137,-123.1452
59150507,88,49.218999999999994,-123.14200000000001
59150507,117,49.2181,-123.14200000000001
59150507,86,49.2173,-123.14200000000001
59150507,89,49.2164,-123.1418
59150507,15,49.2155,-123.1419
59150507,79,49.2145,-123.1419
59150508,126,49.218999999999994,-123.146
59150508,111,49.2181,-123.1461
59150508,113,49.2173,-123.146
59150508,114,49.2164,-123.1458
59150509,111,49.2181,-123.1504
59150509,52,49.2166,-123.15
59150509,68,49.2156,-123.1498
59150509,48,49.2146,-123.1498
59150509,46,49.2137,-123.1497
59150509,71,49.2179,-123.1487
59150509,31,49.2152,-123.1483
59150510,64,49.223,-123.1503
59150510,81,49.223,-123.1489
59150510,58,49.223,-123.1474
59150510,66,49.223,-123.1459
59150510,80,49.2206,-123.1475
59150510,70,49.2206,-123.1489
59150510,40,49.2209,-123.1502
59150511,78,49.2206,-123.146
59150511,61,49.2206,-123.1445
59150511,207,49.2206,-123.1419
59150512,66,49.2256,-123.1443
59150512,71,49.2256,-123.1426
59150512,77,49.2255,-123.1408
59150512,87,49.2229,-123.1409
59150512,79,49.2229,-123.1427
59150512,79,49.223,-123.1444
59150513,63,49.223,-123.1388
59150513,57,49.2221,-123.1388
59150513,63,49.2212,-123.1389
59150513,43,49.2203,-123.1389
59150513,38,49.2196,-123.1389
59150513,75,49.2199,-123.1361
59150513,43,49.2211,-123.1364
59150513,33,49.2221,-123.1364
59150513,56,49.223,-123.1364
59150514,173,49.2255,-123.1387
59150514,44,49.2254,-123.1363
59150514,57,49.2263,-123.1363
59150514,103,49.2262,-123.1335
59150514,36,49.2253,-123.1342
59150514,30,49.2244,-123.1343
59150514,58,49.2249,-123.1327
59150514,49,49.2245,-123.1364
59150514,28,49.2237,-123.1364
59150514,30,49.2238,-123.1388
59150515,62,49.2228,-123.1343
59150515,71,49.2228,-123.1328
59150515,59,49.2228,-123.1314
59150515,191,49.2205,-123.1317
59150516,90,49.2262,-123.1302
59150516,51,49.2253,-123.1295
59150516,50,49.2248,-123.1313
59150516,66,49.2244,-123.1295
59150516,99,49.2252,-123.1276
59150516,64,49.2234,-123.1296
59150516,51,49.2222,-123.1296
59150517,68,49.2227,-123.1277
59150517,116,49.2227,-123.1261
59150517,88,49.2227,-123.1245
59150517,134,49.2224,-123.1222
59150518,84,49.2252,-123.126
59150518,97,49.2251,-123.1244
59150518,85,49.2244,-123.12299999999999
59150518,79,49.2244,-123.1216
59150518,69,49.2259,-123.1223
59150519,75,49.2257,-123.1187
59150519,239,49.2236,-123.1195
59150519,89,49.2235,-123.1173
59150520,502,49.2281,-123.1199
59150520,510,49.228,-123.1172
59150521,87,49.2302,-123.1146
59150521,165,49.2293,-123.1146
59150521,91,49.2279,-123.1155
59150521,75,49.2278,-123.1138
59150521,66,49.2265,-123.1147
59150521,62,49.2292,-123.1119
59150521,62,49.2301,-123.1119
59150522,79,49.2282,-123.1119
59150522,77,49.2273,-123.1119
59150522,88,49.2264,-123.1119
59150522,102,49.2263,-123.1096
59150522,75,49.2273,-123.1096
59150522,85,49.2282,-123.1096
59150522,79,49.2281,-123.1071
59150523,87,49.23,-123.1095
59150523,97,49.2291,-123.1096
59150523,89,49.229,-123.10700000000001
59150523,93,49.23,-123.10700000000001
59150523,70,49.2299,-123.1047
59150523,67,49.2307,-123.1047
59150523,110,49.229,-123.1047
59150524,86,49.2281,-123.1048
59150524,95,49.2272,-123.1048
59150524,110,49.2262,-123.1048
59150524,106,49.2263,-123.1071
59150524,105,49.2272,-123.1071
59150525,82,49.2281,-123.1026
59150525,143,49.2271,-123.1026
59150525,86,49.2262,-123.1027
59150525,117,49.2261,-123.1006
59150525,95,49.2271,-123.1005
59150526,105,49.2252,-123.1049
59150526,100,49.2243,-123.1049
59150526,140,49.2242,-123.1028
59150526,92,49.2252,-123.1027
59150526,122,49.2233,-123.1028
59150527,130,49.2252,-123.1006
59150527,175,49.2242,-123.1006
59150527,111,49.2242,-123.0986
59150527,145,49.2251,-123.0986
59150528,116,49.2289,-123.1005
59150528,93,49.228,-123.1005
59150528,95,49.228,-123.0984
59150528,111,49.2271,-123.0985
59150528,137,49.2261,-123.0985
59150529,87,49.2307,-123.0984
59150529,0,49.2298,-123.0984
59150529,83,49.2289,-123.0984
59150529,186,49.2288,-123.0957
59150529,181,49.2279,-123.0957
59150530,360,49.2306,-123.0956
59150530,221,49.2297,-123.0957
59150531,135,49.2321,-123.0979
59150531,138,49.232,-123.0959
59150531,245,49.2306,-123.0923
59150531,239,49.2297,-123.0923
59150531,0,49.232,-123.0926
59150532,125,49.2321,-123.0993
59150532,99,49.2307,-123.1005
59150532,74,49.2298,-123.1005
59150532,94,49.2299,-123.1026
59150532,141,49.229,-123.1026
59150532,62,49.2306,-123.1025
59150533,78,49.2322,-123.1047
59150533,74,49.2313,-123.1046
59150533,89,49.2313,-123.1025
59150533,106,49.2321,-123.1026
59150533,103,49.2321,-123.1008
59150533,170,49.2329,-123.1046
59150533,0,49.2328,-123.1026
59150534,72,49.235,-123.1046
59150534,83,49.2341,-123.1046
59150534,35,49.2334,-123.1047
59150534,33,49.2334,-123.1026
59150534,100,49.2341,-123.1026
59150534,94,49.235,-123.1026
59150534,82,49.233999999999995,-123.1005
59150534,36,49.2333,-123.1005
59150535,129,49.2359,-123.1005
59150535,95,49.235,-123.1005
59150535,94,49.2349,-123.0983
59150535,96,49.2358,-123.0983
59150535,125,49.233999999999995,-123.0983
59150535,60,49.2333,-123.0983
59150536,99,49.2368,-123.1005
59150536,417,49.2377,-123.0993
59150537,185,49.2393,-123.1009
59150537,319,49.2395,-123.0987
59150537,82,49.2385,-123.0981
59150538,85,49.2398,-123.1021
59150538,35,49.2398,-123.1035
59150538,0,49.2398,-123.1044
59150538,66,49.2382,-123.1031
59150539,67,49.2369,-123.1067
59150539,78,49.236000000000004,-123.1068
59150539,85,49.2359,-123.1046
59150539,85,49.2369,-123.1045
59150539,75,49.2368,-123.1026
59150539,93,49.2359,-123.1026
59150540,94,49.2345,-123.1114
59150540,100,49.2343,-123.1094
59150540,87,49.2352,-123.1094
59150540,89,49.2351,-123.1068
59150540,94,49.2342,-123.1068
59150540,52,49.2335,-123.1069
59150540,56,49.2336,-123.1094
59150541,51,49.232,-123.1148
59150541,79,49.2311,-123.1146
59150541,0,49.2315,-123.11200000000001
59150541,83,49.2329,-123.1121
59150541,84,49.2328,-123.1095
59150541,94,49.2319,-123.1095
59150541,93,49.231,-123.1095
59150541,86,49.2309,-123.1069
59150541,0,49.2318,-123.1069
59150541,113,49.2327,-123.1069
59150541,50,49.233000000000004,-123.1148
59150541,0,49.2335,-123.1143
59150542,80,49.2358,-123.1147
59150542,139,49.2349,-123.1147
59150542,114,49.233999999999995,-123.1147
59150542,67,49.2344,-123.1127
59150542,56,49.2362,-123.1127
59150543,59,49.2384,-123.1194
59150543,70,49.2387,-123.1175
59150543,66,49.2364,-123.1185
59150543,61,49.2364,-123.12
59150543,36,49.2346,-123.1201
59150543,133,49.2346,-123.1186
59150543,22,49.2345,-123.1169
59150543,68,49.2364,-123.1169
59150544,782,49.232,-123.1194
59150545,0,49.2395,-123.1258
59150545,81,49.2393,-123.1222
59150545,39,49.2365,-123.1215
59150545,0,49.2366,-123.12299999999999
59150545,55,49.2347,-123.1231
59150545,86,49.2347,-123.1216
59150545,198,49.2353,-123.1259
59150545,126,49.2371,-123.1259
59150545,0,49.24,-123.1177
59150545,75,49.2405,-123.1197
59150546,163,49.2331,-123.1263
59150546,21,49.2315,-123.1259
59150546,46,49.2306,-123.1258
59150546,251,49.2307,-123.1275
59150546,172,49.2307,-123.1247
59150547,504,49.2309,-123.1228
59150548,80,49.2279,-123.1275
59150548,69,49.2278,-123.125
59150548,114,49.2269,-123.1242
59150548,134,49.2285,-123.1239
59150549,62,49.229,-123.1335
59150549,65,49.2281,-123.1335
59150549,103,49.2272,-123.1335
59150549,76,49.2271,-123.1301
59150549,80,49.228,-123.1301
59150549,81,49.2289,-123.1301
59150550,76,49.2332,-123.1326
59150550,85,49.2335,-123.13
59150550,147,49.2326,-123.13
59150550,99,49.2312,-123.1308
59150550,157,49.2298,-123.1301
59150550,63,49.2299,-123.1335
59150551,61,49.2333,-123.1356
59150551,62,49.2332,-123.1341
59150551,73,49.2314,-123.1342
59150551,61,49.2314,-123.1357
59150551,48,49.23,-123.1362
59150551,66,49.2291,-123.1362
59150551,38,49.2282,-123.1362
59150551,61,49.2273,-123.1363
59150552,60,49.2334,-123.1388
59150552,61,49.2333,-123.1372
59150552,70,49.2315,-123.1373
59150552,62,49.2315,-123.1389
59150552,59,49.2301,-123.1385
59150552,40,49.2292,-123.1386
59150552,53,49.2283,-123.1386
59150552,35,49.2274,-123.1386
59150553,49,49.2335,-123.1455
59150553,37,49.2335,-123.1441
59150553,47,49.2334,-123.1424
59150553,34,49.2334,-123.1405
59150553,52,49.2316,-123.1406
59150553,44,49.2316,-123.1425
59150553,50,49.2316,-123.1441
59150553,37,49.2316,-123.1456
59150553,37,49.2298,-123.1442
59150553,51,49.2297,-123.1425
59150553,51,49.2297,-123.1406
59150553,46,49.2279,-123.1407
59150553,48,49.2279,-123.1426
59150554,0,49.2293,-123.1511
59150554,116,49.228,-123.1502
59150554,60,49.228,-123.1487
59150554,61,49.228,-123.1472
59150554,47,49.2279,-123.1457
59150554,59,49.2279,-123.1443
59150554,39,49.2298,-123.1457
59150554,45,49.2298,-123.1472
59150554,55,49.2298,-123.1486
59150555,176,49.233999999999995,-123.1506
59150555,80,49.2331,-123.1507
59150555,101,49.2322,-123.1507
59150555,97,49.2313,-123.1508
59150555,61,49.2317,-123.1486
59150555,50,49.2317,-123.1471
59150555,36,49.2335,-123.147
59150555,57,49.2335,-123.1485
59150556,147,49.2341,-123.1535
59150556,119,49.2331,-123.1536
59150556,301,49.2323,-123.1571
59150556,95,49.2322,-123.1536
59150556,186,49.2313,-123.1536
59150556,0,49.2332,-123.1552
59150556,0,49.2332,-123.1555
59150557,160,49.2285,-123.1537
59150557,199,49.2276,-123.1536
59150557,148,49.2294,-123.1537
59150557,95,49.2303,-123.1537
59150557,0,49.2314,-123.1553
59150557,0,49.229,-123.1552
59150557,0,49.2313,-123.1555
59150557,0,49.229,-123.1555
59150558,295,49.2318,-123.1593
59150558,206,49.2314,-123.1572
59150558,67,49.2304,-123.1572
59150559,157,49.2295,-123.1572
59150559,118,49.2286,-123.1573
59150559,81,49.2276,-123.1571
59150559,97,49.2281,-123.1595
59150560,95,49.2301,-123.1636
59150560,118,49.23,-123.1622
59150560,100,49.23,-123.1608
59150560,94,49.23,-123.1594
59150560,103,49.2282,-123.1616
59150560,70,49.2282,-123.1637
59150561,24,49.2267,-123.1656
59150561,0,49.2269,-123.1643
59150561,96,49.2262,-123.1626
59150561,103,49.2261,-123.1607
59150561,116,49.2261,-123.1595
59150561,74,49.2261,-123.1583
59150561,0,49.2237,-123.1602
59150561,65,49.224,-123.1625
59150561,58,49.2257,-123.1659
59150562,52,49.2319,-123.1666
59150562,68,49.2319,-123.1651
59150562,129,49.2292,-123.1659
59150562,102,49.2319,-123.1636
59150562,210,49.2319,-123.1621
59150563,311,49.2319,-123.1607
59150563,341,49.2337,-123.1607
59150564,118,49.2342,-123.1658
59150564,94,49.2333,-123.1658
59150564,0,49.2338,-123.1635
59150564,404,49.2338,-123.1621
59150565,78,49.2375,-123.1649
59150565,86,49.2375,-123.1634
59150565,77,49.2356,-123.1634
59150565,96,49.2356,-123.165
59150565,204,49.2356,-123.162
59150566,536,49.2355,-123.1597
59150567,268,49.2375,-123.1619
59150567,299,49.2374,-123.1605
59150568,307,49.2374,-123.1591
59150568,269,49.2378,-123.1569
59150568,0,49.2378,-123.1553
59150569,455,49.2369,-123.15700000000001
59150569,277,49.236000000000004,-123.15700000000001
59150569,110,49.2351,-123.1566
59150569,0,49.236000000000004,-123.1554
59150570,309,49.2337,-123.1592
59150570,191,49.2341,-123.15700000000001
59150570,0,49.2332,-123.1571
59150571,91,49.2396,-123.1533
59150571,89,49.2387,-123.1534
59150571,88,49.2387,-123.1504
59150571,66,49.2396,-123.1503
59150571,0,49.2364,-123.1551
59150571,0,49.2366,-123.15299999999999
59150571,42,49.2355,-123.1513
59150571,52,49.2354,-123.1499
59150571,35,49.2373,-123.1498
59150571,103,49.2403,-123.15100000000001
59150572,23,49.2417,-123.1482
59150572,27,49.2416,-123.1501
59150572,50,49.24100000000001,-123.1497
59150572,60,49.2416,-123.1523
59150572,36,49.2397,-123.1566
59150572,61,49.2388,-123.1569
59150572,84,49.2407,-123.1518
59150573,"1,430",49.2432,-123.152
59150575,211,49.2443,-123.1542
59150575,118,49.246,-123.152
59150575,27,49.2462,-123.15100000000001
59150575,80,49.2443,-123.1494
59150575,259,49.2465,-123.154
59150577,0,49.2493,-123.1522
59150577,0,49.2503,-123.1572
59150577,819,49.2489,-123.1558
59150578,0,49.2507,-123.1631
59150578,55,49.2479,-123.1597
