"fromId","avg_time_to_allpoi","sd_time_to_allpoi","avg_sd_time_to_uniquepoi","n_accessible_poi","score"
"59154027001","5.8807168116979e-05","0.0106750386583639","0.000169763782178275","0.00480861244019139",1.00000263831082
"59153146028","0.421006549331567","0.596350870451182","0.0524934045088107","0.956961722488038",0.99921867519085
"59153146087","0.402266030979534","0.60834987002084","0.0561223242191364","0.961746411483254",0.998054255741089
"59153146018","0.398683342693108","0.601871364510444","0.0568744344657231","0.961746411483254",0.996615589666466
"59153146027","0.430822687567581","0.592295846684177","0.051258729872322","0.956961722488038",0.994472059754267
"59153146029","0.428636845260093","0.595284721602253","0.0519160080087593","0.956961722488038",0.989915035122657
"59153153005","0.435289980416838","0.588095270285973","0.0512332743824144","0.954569377990431",0.982310010266045
"59153152009","0.40500610702789","0.602701029682528","0.0569845669584936","0.961746411483254",0.979808432916511
"59153152006","0.414979202960774","0.596795201995268","0.0551734571808446","0.959354066985646",0.978221839909633
"59153151006","0.431532985351435","0.587843443267305","0.052421250599262","0.956961722488038",0.976179438105926
"59153146068","0.406515182034135","0.600954426962147","0.0568743985582553","0.959354066985646",0.975254952488887
"59153146025","0.441369266096402","0.584992120292429","0.05099757931522","0.956961722488038",0.974753120449338
"59153151007","0.409238729674123","0.595417871320048","0.0566054503706394","0.959354066985646",0.972404197773216
"59153146032","0.437668369946174","0.585020730266345","0.0518464023638917","0.956961722488038",0.970733913490307
"59153146086","0.409924000334078","0.601253892602432","0.0572609455058483","0.959354066985646",0.962207097442574
"59153146026","0.434537457741531","0.587776182972174","0.0530968075326174","0.956961722488038",0.960145321723226
"59153146084","0.407590899420805","0.60318120331551","0.0579557696153004","0.959354066985646",0.958643364434147
"59153146012","0.420735301316516","0.59457209642106","0.0554941908591596","0.956961722488038",0.958345264085183
"59153146019","0.412922512538481","0.593207355286216","0.0573341807042369","0.961746411483254",0.956745933147956
"59153151002","0.413216029110265","0.592187959799689","0.0573513954145959","0.961746411483254",0.95585359443513
"59153155001","0.431813158276374","0.590377322050444","0.0540335769015804","0.956961722488038",0.95334471313837
"59153146017","0.416100724382962","0.600721565614331","0.0568611606194153","0.959354066985646",0.953263789527357
"59153146030","0.430081033682782","0.591213871764091","0.0543690124511069","0.956961722488038",0.952622007371875
"59153155002","0.442779522475616","0.58666035054813","0.0522830347177718","0.954569377990431",0.951225564791261
"59153146031","0.436224545799947","0.584319123035287","0.0535051369889719","0.956961722488038",0.950923700011739
"59153151003","0.421511997310821","0.59039663266576","0.0562559568519709","0.959354066985646",0.948987805206862
"59153151001","0.40956696019067","0.594126123484473","0.0586345825105934","0.961746411483254",0.947847263718169
"59153155005","0.446717036351619","0.588863382205376","0.052126692185663","0.956961722488038",0.947449324304809
"59153146085","0.415290860478659","0.600030437021026","0.0573704568524295","0.956961722488038",0.946177918162015
"59153146070","0.4168814254792","0.600686932355534","0.0571952341309557","0.956961722488038",0.944849179920789
"59153146020","0.422749646642823","0.58905599432804","0.056755519172839","0.956961722488038",0.937480253487469
"59153146024","0.444842567886891","0.581559266730207","0.0532545966977489","0.956961722488038",0.936070674983339
"59153691002","0.438672614009967","0.589044457634425","0.0538924570189331","0.952177033492823",0.935810626954732
"59153690003","0.436173955442367","0.599010684952175","0.0546827042932426","0.956961722488038",0.935362923953779
"59153146056","0.419335523680848","0.596235157890714","0.0576043709225196","0.956961722488038",0.934227262581956
"59153146033","0.433131909575986","0.583655151436418","0.0558423357596458","0.959354066985646",0.929120852378426
"59153157001","0.452417099822793","0.574900647285127","0.0527567215843539","0.956961722488038",0.927184127016957
"59153153002","0.454360830649909","0.586966708481601","0.0523131342713819","0.954569377990431",0.926875810830896
"59153691001","0.440630795246688","0.591202588904827","0.0544945258814258","0.954569377990431",0.926151415747003
"59153155004","0.460354528700129","0.57842250418643","0.0514007331925521","0.952177033492823",0.924879565292556
"59150676004","0.42271219657256","0.595695873148651","0.0577836688049964","0.956961722488038",0.924635281660731
"59153152010","0.43344255589192","0.587568921918348","0.0559913907408091","0.956961722488038",0.924256488621791
"59153158003","0.439696035169568","0.577567821035523","0.0551899901214917","0.959354066985646",0.923724478608458
"59153152005","0.451442658565173","0.584765741878363","0.0530099011195117","0.954569377990431",0.923480765328624
"59153146071","0.410668340365169","0.598839033420366","0.0601612638252131","0.956961722488038",0.921984039617944
"59153691010","0.394533421766581","0.607849646550605","0.0636651566832697","0.961746411483254",0.921953994376161
"59153692004","0.44998121459175","0.587101877564944","0.053180241652155","0.952177033492823",0.92187594545256
"59153470004","0.422240185835042","0.607418876373018","0.0579231081331964","0.954569377990431",0.921622744957111
"59153146013","0.408067126052521","0.598271540231165","0.0608849192705253","0.959354066985646",0.921428724153681
"59153691009","0.411655999456695","0.603958035375606","0.0602865798485347","0.959354066985646",0.9205973316747
"59153155003","0.454043440528662","0.586323772959204","0.0528955594500461","0.954569377990431",0.919763281364421
"59153146014","0.411371526555941","0.598163818490036","0.0604199455969053","0.959354066985646",0.919633887026599
"59153155006","0.454208484853037","0.579010110861882","0.0532121462453808","0.956961722488038",0.917563687434877
"59153843002","0.429508666585315","0.634325226117055","0.0586728170091429","0.976100478468899",0.917420179411364
"59150676003","0.434813153541132","0.588628085390282","0.0561324813884845","0.954569377990431",0.91730406882237
"59153843003","0.430618931380374","0.627676408057671","0.058493818635452","0.976100478468899",0.917261575485719
"59153146035","0.435252948343221","0.583074510479557","0.05662256185685","0.961746411483254",0.917100258803179
"59153144002","0.42387514223818","0.597181996716864","0.0582474371645221","0.956961722488038",0.91643252919931
"59153470001","0.42709116464845","0.606671067923185","0.0575205640051394","0.954569377990431",0.916229465437356
"59153146034","0.436710577876383","0.584594203782318","0.0563169601784848","0.959354066985646",0.91562155953237
"59153157002","0.464112251437884","0.57521131690229","0.0519169124965087","0.956961722488038",0.915154422613726
"59153146036","0.426662303509397","0.575579295364361","0.0583827762402928","0.961746411483254",0.913419865535718
"59153692003","0.435050760620066","0.590226561915347","0.0566037177226978","0.956961722488038",0.913200639671959
"59153151004","0.439075106992155","0.577294093732245","0.0559713132133513","0.956961722488038",0.912803594180456
"59153157003","0.461088439139861","0.568047125508003","0.0526833578798429","0.956961722488038",0.91092081175915
"59153153001","0.461621958877452","0.582964577835644","0.0524680688570907","0.954569377990431",0.910432596573456
"59153158001","0.422665116557096","0.580860401437414","0.0593349150856708","0.961746411483254",0.910411203407167
"59153662023","0.419599677579033","0.505281033896199","0.0629416547078565","1.00002392344498",0.910259108553731
"59153692002","0.425727757493282","0.597222802175865","0.0584915988161043","0.956961722488038",0.909537515017261
"59153662014","0.419440972719235","0.505933495370235","0.063075961654443","1.00002392344498",0.90906747445418
"59153470005","0.405982888306158","0.607840842290936","0.0621526402385832","0.956961722488038",0.908953258910645
"59153690001","0.452118180494052","0.587966529500327","0.0538767165360823","0.952177033492823",0.908528981390808
"59153151005","0.440316798676305","0.580248372571411","0.0561171892269525","0.956961722488038",0.90844095370014
"59153152001","0.415298177799833","0.585565474061171","0.0604875242281991","0.956961722488038",0.90799475986914
"59150680001","0.466806112038946","0.579117059462707","0.0517277416727175","0.952177033492823",0.907896972001619
