"poi_name","open_days","Total_hours","Rating","Total_Review","Index","id","lat","lon","type","city","city_id"
"Jericho Arts Centre",0.732758620689655,0.442857142857143,0.588235294117647,0.00887928965682745,0.443182586830318,4970,"49.272369","-123.202893","theatre/performance and concert hall","Vancouver",5915022
"Kw Atrium Studio",0.732758620689655,0.442857142857143,1,0,0.543903940886699,5237,"49.282766","-123.1076","theatre/performance and concert hall","Vancouver",5915022
"Laura C. Muir Performing Arts Theatre",0.732758620689655,0.442857142857143,0.294117647058823,0.000719942404607631,0.367613338252557,5420,"49.20354979","-122.9128583","theatre/performance and concert hall","New Westminster",5915029
"Malkin Bowl",0.732758620689655,0.442857142857143,0.705882352941177,0.0475161987041037,0.48225357879802,5905,"49.298848","-123.133438","theatre/performance and concert hall","Vancouver",5915022
"Margo Prentice, Golden Age Theatre, Artistic Director",0.732758620689655,0.442857142857143,0.658994032395567,0.1150760113104,0.487421451813191,5955,"49.19899662","-122.9210936","theatre/performance and concert hall","New Westminster",5915029
"Massey Theatre",0.732758620689655,0.442857142857143,0.529411764705882,0.101751859851212,0.451694847025973,6017,"49.21515471","-122.9268431","theatre/performance and concert hall","New Westminster",5915029
"Massey Theatre Society",0.732758620689655,0.442857142857143,0.529411764705882,0.101751859851212,0.451694847025973,6019,"..","..","theatre/performance and concert hall","New Westminster",5915029
"Metro Theatre",0.732758620689655,0.442857142857143,0.588235294117647,0.0232781377489801,0.446782298853356,6147,"49.20363","-123.1375815","theatre/performance and concert hall","Vancouver",5915022
"Norman Rothstein Theatre",0.732758620689655,0.442857142857143,0.529411764705882,0.0189584833213343,0.430996502893504,6954,"49.233433","-123.126011","theatre/performance and concert hall","Vancouver",5915022
"Old Auditorium",0.732758620689655,0.442857142857143,1,0.000239980801535877,0.543963936087083,7077,"49.266904","-123.255994","theatre/performance and concert hall","Greater Vancouver A",5915020
"Orpheum Annex",0.732758620689655,0.442857142857143,0.705882352941177,0.0283177345812335,0.477453962767302,7152,"49.2803528","-123.1194108","theatre/performance and concert hall","Vancouver",5915022
"Pacific Cinémathèque",0.732758620689655,0.442857142857143,0.705882352941177,0.0643148548116151,0.486453242824897,7232,"49.278552","-123.12627","theatre/performance and concert hall","Vancouver",5915022
"Pal Studio Theatre",0.732758620689655,0.442857142857143,0.705882352941177,0.0122390208783297,0.473434284341576,7239,"49.2913154","-123.1295134","theatre/performance and concert hall","Vancouver",5915022
"Performance Works",0.732758620689655,0.442857142857143,0.647058823529412,0.0475161987041037,0.467547696445078,7345,"49.269212","-123.132002","theatre/performance and concert hall","Vancouver",5915022
"Queen Elizabeth Theatre",0.732758620689655,0.442857142857143,0.705882352941177,0.87952963762899,0.690256938529241,7641,"49.28046","-123.113401","theatre/performance and concert hall","Vancouver",5915022
"Rio Theatre",0.732758620689655,0.442857142857143,0.764705882352941,0.401247900167987,0.585392386516931,7821,"49.2620042","-123.0704852","theatre/performance and concert hall","Vancouver",5915022
"Shadows & Dreams Theatre Company",0.732758620689655,0.442857142857143,0.658994032395567,0.1150760113104,0.487421451813191,8223,"49.21725034","-122.9100848","theatre/performance and concert hall","New Westminster",5915029
"Surrey Little Theatre",0.732758620689655,0.442857142857143,0.764705882352941,0.0105591552675786,0.487720200291829,8718,"49.13005476","-122.7128784","theatre/performance and concert hall","Surrey",5915004
"The Act Arts Centre & Theatre",0.732758620689655,0.442857142857143,0.764705882352941,0.0679145668346532,0.502059053183598,8911,"49.219156","-122.5983229","theatre/performance and concert hall","Maple Ridge",5915075
"The Bernie Legge Theatre",0.732758620689655,0.442857142857143,0.941176470588236,0.00215982721382289,0.529738015337214,8922,"49.21419488","-122.9031079","theatre/performance and concert hall","New Westminster",5915029
"The Michael J Fox Theatre Society",0.732758620689655,0.442857142857143,0.647058823529412,0.138708903287737,0.490345872590987,8976,"49.21649647","-122.9852237","theatre/performance and concert hall","Burnaby",5915025
"Twilight Drive-In Theatre Ltd",0.732758620689655,0.442857142857143,0.823529411764706,0.399088072954164,0.599558312066417,9208,"49.06243557","-122.5021659","theatre/performance and concert hall","Langley",5915001
"Vagabond Theatre/Fisheries Exibition Building",0.732758620689655,0.442857142857143,0.647058823529412,0.00959923206143509,0.458068454784411,9316,"49.21416596","-122.9031593","theatre/performance and concert hall","New Westminster",5915029
"Vancouver East Cultural Centre - Vancity Culture Lab",0.732758620689655,0.442857142857143,0.88235294117647,0.00167986561075114,0.514912142583505,9344,"49.276676","-123.065816","theatre/performance and concert hall","Vancouver",5915022
"Vancouver Playhouse Theatre",0.732758620689655,0.442857142857143,0.705882352941177,0.119750419966403,0.500312134113594,9357,"49.2808","-123.112328","theatre/performance and concert hall","Vancouver",5915022
"Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall)",0.732758620689655,0.442857142857143,0.823529411764706,0.00191984641228702,0.500266255430948,9363,"49.280207","-123.119792","theatre/performance and concert hall","Vancouver",5915022
"Waterfront Theatre",0.732758620689655,0.442857142857143,0.705882352941177,0.0369570434365251,0.479613789981125,9505,"49.270119","-123.135508","theatre/performance and concert hall","Vancouver",5915022
"Woodward's Atrium",0.732758620689655,0.442857142857143,0.588235294117647,0.0256779457643389,0.447382250857196,9728,"49.282541","-123.107579","theatre/performance and concert hall","Vancouver",5915022
"York Theatre",0.732758620689655,0.442857142857143,0.705882352941177,0.0731941444684425,0.488673065239104,9766,"49.2786795","-123.0707458","theatre/performance and concert hall","Vancouver",5915022
"Yuk Yuk's Comedy Club",0.732758620689655,0.442857142857143,0.647058823529412,0.18742500599952,0.502524898268933,9780,"49.2600654","-123.1151069","theatre/performance and concert hall","Vancouver",5915022
"Arteclectica Gallery",1,0.473118279569892,0.571428571428572,0.00617813626222756,0.512681246815173,452,"49.17478795","-122.5857293","gallery","Langley",5915001
"Bau-Xi Gallery",1,0.510752688172043,0.571428571428572,0.00188776385790287,0.521017255864629,688,"49.258496","-123.1391799","gallery","Vancouver",5915022
"Charles H. Scott Gallery",1,0.32258064516129,0.714285714285714,0.000686459584691951,0.509388204757924,2610,"49.270485","-123.132876","gallery","Vancouver",5915022
"Circle Craft Co-Operative Shop & Gallery",1,0.491935483870968,0.428571428571429,0.00223099365024884,0.480684476523161,2694,"49.272369","-123.135541","gallery","Vancouver",5915022
"Coastal Peoples Fine Arts Gallery Gastown",1,0.548387096774194,0.571428571428572,0.00549167667753561,0.531326836220075,2781,"49.2843539","-123.109198","gallery","Vancouver",5915022
"Coastal Peoples Fine Arts Gallery Yaletown",1,0.548387096774194,0.571428571428572,0.00549167667753561,0.531326836220075,2782,"49.2762084","-123.119591","gallery","Vancouver",5915022
"Douglas Reynolds Gallery",1,0.516129032258065,1,0.00463360219667067,0.630190658613684,3183,"49.2648423","-123.1385998","gallery","Vancouver",5915022
"Emily Carr Institute of Art + Design 1612 Gallery",1,0.704301075268817,0.214285714285714,0.0185344087866827,0.484280299585304,3424,"49.2688004","-123.1411548","gallery","Vancouver",5915022
"Federation Gallery",1,0.397849462365591,1,0.00532006178136262,0.600792381036738,3560,"49.269582","-123.13225","gallery","Vancouver",5915022
"Havana Gallery",1,0.870967741935484,0.428571428571429,0.299639608718037,0.649794694806237,4545,"49.273662","-123.069421","gallery","Vancouver",5915022
"Ice Box Gallery",1,0.548387096774194,1,0,0.637096774193548,4833,"49.2846363","-123.097645","gallery","Vancouver",5915022
"Kizmit Gift Gallery Inc",1,0.559139784946237,0.928571428571429,0.0013729191693839,0.622271033171762,5214,"49.16982326","-122.5778897","gallery","Langley",5915001
"Lattimer Gallery",1,0.494623655913978,0.642857142857143,0.00926720439334134,0.536687000791116,5417,"49.2696829","-123.1406592","gallery","Vancouver",5915022
"Make Gallery",1,0.494623655913978,0.5,1,0.748655913978495,5900,"49.2646046","-123.0992862","gallery","Vancouver",5915022
"Malaspina Printmakers Gallery",1,0.32258064516129,0.928571428571429,0.00240260854642183,0.563388670569785,5904,"49.271369","-123.135784","gallery","Vancouver",5915022
"Remington Gallery And Studio",1,1,0.785714285714286,0.00102968937703793,0.696685993772831,7751,"49.281336","-123.1019396","gallery","Vancouver",5915022
"Skwachàys Lodge Gallery",1,0.924731182795699,0.5,0.00549167667753561,0.607555714868309,8332,"49.280978","-123.106127","gallery","Vancouver",5915022
"Vancouver Art Gallery",1,0.494623655913978,0.5,1,0.748655913978495,9339,"49.283158","-123.120932","gallery","Vancouver",5915022
"Vancouver Art Gallery Offsite",1,0.392823749415615,0.642857142857143,0.00377552771580573,0.509864104997141,9340,"49.286205","-123.124298","gallery","Vancouver",5915022
"Willowbrook Art Gallery",1,0.537634408602151,0.714285714285714,0.00617813626222756,0.564524564787523,9670,"49.11490646","-122.6757778","gallery","Langley",5915001
"Amelia Douglas Gallery",0.833333333333333,0.940860215053763,0.214285714285714,0.0489102454093015,0.509347377020528,268,"49.20354979","-122.9128583","gallery","New Westminster",5915029
"Bearga Gallery",0.833333333333333,0.333333333333333,1,0.000343229792345976,0.541752474114753,710,"49.17032581","-122.5773185","gallery","Langley",5915001
"Burnaby Art Gallery",0.833333333333333,0.333333333333333,0.571428571428572,0.00480521709284366,0.435725113797021,2015,"49.24092931","-122.9713007","gallery","Burnaby",5915025
"Craft Council of British Columbia Gallery",0.833333333333333,0.365591397849462,0.642857142857143,0.00446198730049768,0.461560965335109,2945,"49.269837","-123.13479","gallery","Vancouver",5915022
"Gallery-The Spa Ltd",0.833333333333333,0.462365591397849,0.714285714285714,0.0123562725244551,0.505585227885338,4194,"..","..","gallery","New Westminster",5915029
"Granville Island Gallery",0.833333333333333,0.333333333333333,0.642857142857143,0.00240260854642183,0.452981604517558,4369,"49.270213","-123.134769","gallery","Vancouver",5915022
"Heffel Gallery Ltd",0.833333333333333,0.451612903225806,0.142857142857143,0.00120130427321091,0.357251170922373,4583,"49.2654685","-123.1389124","gallery","Vancouver",5915022
"Inuit Gallery of Vancouver",0.833333333333333,0.462365591397849,0.714285714285714,0.00549167667753561,0.503869078923608,4891,"49.2842455","-123.1088083","gallery","Vancouver",5915022
"Jennifer Kostuik Gallery",0.833333333333333,0.408602150537634,0.142857142857143,0.00240260854642183,0.346798808818633,4968,"49.2766268","-123.1211143","gallery","Vancouver",5915022
"Kube Gallery",0.833333333333333,0.301075268817204,1,0.000343229792345976,0.533687957985721,5234,"49.17032581","-122.5773185","gallery","Langley",5915001
"Morris And Helen Belkin Art Gallery",0.833333333333333,0.354838709677419,0.571428571428572,0.0084091299124764,0.44200243608795,6316,"49.2683878","-123.255944","gallery","Greater Vancouver A",5915020
"Pendulum Gallery",0.833333333333333,0.580645161290323,0.428571428571429,0.00188776385790287,0.461109421763247,7334,"49.283709","-123.119963","gallery","Vancouver",5915022
"Richmond Art Gallery",0.833333333333333,0.440860215053763,0.642857142857143,0.0108117384588982,0.481965607425784,7797,"49.1641205","-123.1411334","gallery","Richmond",5915015
"Satellite Gallery",0.833333333333333,0.333333333333333,1,0,0.541666666666667,8119,"49.283183","-123.114585","gallery","Vancouver",5915022
"Spirit Wrestler Gallery",0.833333333333333,0.462365591397849,0.714285714285714,0.00549167667753561,0.503869078923608,8444,"49.2837331","-123.105348","gallery","Vancouver",5915022
"Vancouver Contemporary Art Gallery",0.833333333333333,0.333333333333333,0.214285714285714,0.0336365196499056,0.353647225150572,9342,"49.278238","-123.121183","gallery","Vancouver",5915022
"Architectural Institute of BC Gallery",0.666666666666667,0.403225806451613,0.714285714285714,0.00171614896172988,0.446473584091431,337,"49.2817199","-123.1095005","gallery","Vancouver",5915022
"Artspeak Gallery",0.666666666666667,0.21505376344086,0.428571428571429,0.000858074480864939,0.327787483289955,506,"49.282941","-123.104299","gallery","Vancouver",5915022
"Audain Gallery",0.666666666666667,0.247311827956989,0.428571428571429,0.000686459584691951,0.335809095694944,565,"49.282395","-123.108715","gallery","Vancouver",5915022
"Bill Reid Gallery",0.666666666666667,0.268817204301075,0.642857142857143,0.0459927921743607,0.406083451499811,1760,"49.284308","-123.119819","gallery","Vancouver",5915022
"Eagle Spirit Gallery",0.666666666666667,0.268817204301075,0.428571428571429,0.00411875750815171,0.342043514261831,3255,"49.2710507","-123.136077","gallery","Vancouver",5915022
"Equinox Gallery",0.666666666666667,0.32258064516129,0.571428571428572,0.0070362107430925,0.391928023499905,3451,"49.267609","-123.09226","gallery","Vancouver",5915022
"Evergreen Cultural Centre Society",0.666666666666667,0.21505376344086,0.642857142857143,0.0713917968079629,0.398992342443158,3506,"49.2853872","-122.7909589","gallery","Coquitlam",5915034
"Gallery Gachet",0.666666666666667,0.268817204301075,0.571428571428572,0.00223099365024884,0.377285859011641,4177,"49.2821","-123.102645","gallery","Vancouver",5915022
"Gallery Jones",0.666666666666667,0.301075268817204,0.857142857142857,0.00274583833876781,0.456907657741374,4180,"49.269727","-123.098623","gallery","Vancouver",5915022
"Gallery Jones",0.666666666666667,0.301075268817204,0.857142857142857,0.00274583833876781,0.456907657741374,4181,"49.2689012","-123.1438197","gallery","Vancouver",5915022
"Gallery Jones",0.666666666666667,0.301075268817204,0.857142857142857,0.00274583833876781,0.456907657741374,4180,"49.269727","-123.098623","gallery","Vancouver",5915022
"Gallery Jones",0.666666666666667,0.301075268817204,0.857142857142857,0.00274583833876781,0.456907657741374,4181,"49.2689012","-123.1438197","gallery","Vancouver",5915022
"Grunt Gallery",0.666666666666667,0.21505376344086,0.571428571428572,0.00257422344259482,0.363930806244673,4431,"49.26676","-123.09715","gallery","Vancouver",5915022
"Ian Tan Gallery",0.666666666666667,0.21505376344086,0.714285714285714,0.00223099365024884,0.399559284510872,4830,"49.2661646","-123.1383868","gallery","Vancouver",5915022
"Khot-La-Cha Art Gallery",0.666666666666667,0.392823749415615,0.285714285714286,0.000686459584691951,0.336472790345315,5147,"49.32265365","-123.1205984","gallery","Capilano 5",5915808
"Lobby Gallery",0.666666666666667,0.268817204301075,0.857142857142857,0.000514844688518963,0.448285393199779,5654,"49.267681","-123.259146","gallery","Greater Vancouver A",5915020
"Monte Clark Gallery",0.666666666666667,0.349462365591398,0.642857142857143,0.00257422344259482,0.415390099639451,6256,"49.26761","-123.0921743","gallery","Vancouver",5915022
"Or Gallery",0.666666666666667,0.21505376344086,0.571428571428572,0.00154453406555689,0.363673383900414,7138,"49.281406","-123.112094","gallery","Vancouver",5915022
"Peter Kiss Gallery",0.666666666666667,0.32258064516129,1,0.00102968937703793,0.497569250301249,7360,"49.2701374","-123.1337947","gallery","Vancouver",5915022
"Petley Jones Gallery",0.666666666666667,0.376344086021505,0.857142857142857,0.000514844688518963,0.475167113629887,7376,"49.2652275","-123.0917358","gallery","Vancouver",5915022
"Presentation House Gallery",0.666666666666667,0.376344086021505,0.428571428571429,0.0216234769177965,0.373301414544349,7564,"49.31545021","-123.080156","gallery","North Vancouver",5915051
"Sum Gallery",0.666666666666667,0.268817204301075,0.857142857142857,0.00120130427321091,0.448457008095952,8700,"49.279234","-123.098127","gallery","Vancouver",5915022
"The Fort Gallery",0.666666666666667,0.21505376344086,0.642857142857143,0.00171614896172988,0.3815734304816,8946,"49.16684947","-122.5811598","gallery","Langley",5915001
"The Polygon Gallery",0.666666666666667,0.354838709677419,0.571428571428572,0.0379268920542303,0.407715209956722,8997,"49.310375","-123.0805596","gallery","North Vancouver",5915051
"Winsor Gallery",0.666666666666667,0.301075268817204,0.857142857142857,0.00274583833876781,0.456907657741374,9690,"49.2689553","-123.0984496","gallery","Vancouver",5915022
"Chali-Rosso Gallery",0.5,0.204301075268817,0.642857142857143,0.0102968937703793,0.339363777974085,2574,"49.2657529","-123.1384021","gallery","Vancouver",5915022
"Gordon Smith Gallery of Canadian Art",0.5,0.161290322580645,0.714285714285714,0.00308906813111378,0.344666276249368,4310,"49.3387479","-123.0719629","gallery","North Vancouver",5915046
"Seymour Art Gallery",0.5,0.204301075268817,0.785714285714286,0.00326068302728677,0.373319011002597,8216,"49.32698259","-122.9502844","gallery","North Vancouver",5915046
"Surrey Art Gallery",0.5,0.575268817204301,0.571428571428572,0.0779131628625365,0.431152637873852,8717,"49.16239467","-122.8421785","gallery","Surrey",5915004
"The Art of Law Gallery",0.5,0.575268817204301,0.571428571428572,0.0779131628625365,0.431152637873852,8915,"49.20227237","-122.9105812","gallery","New Westminster",5915029
"Western Front - Gallery",0.5,0.634408602150538,0.714285714285714,0.00480521709284366,0.463374883382274,9580,"49.263916","-123.098654","gallery","Vancouver",5915022
"Back Gallery Project",0.333333333333333,0.043010752688172,0.714285714285714,0.00102968937703793,0.272914872421064,602,"49.2811369","-123.0913998","gallery","Vancouver",5915022
"Gabor Gasztonyi Studio & Gallery",0.333333333333333,0.188172043010753,0.857142857142857,0.0013729191693839,0.345005288164082,4023,"49.21008247","-122.9341905","gallery","New Westminster",5915029
"Simon Fraser Gallery",0.333333333333333,0.10752688172043,0,0.00102968937703793,0.1104724761077,8286,"49.2768784","-122.8667274","gallery","Port Moody",5915043
"Trench Gallery",0.333333333333333,0.43010752688172,0.428571428571429,0.00686459584691951,0.29971922115835,9171,"49.2839469","-123.1010921","gallery","Vancouver",5915022
"Dundarave Print Workshop & Gallery",0.166666666666667,0.032258064516129,0.642857142857143,0.000171614896172988,0.210488372234028,3235,"49.2721848","-123.1353489","gallery","Vancouver",5915022
"Catriona Jeffries Gallery",0,0,0.571428571428572,0.00240260854642183,0.143457794993748,2330,"49.2687198","-123.0980394","gallery","Vancouver",5915022
"Ahva Gallery",0.748826291079812,0.392823749415615,1,0,0.535412510123857,157,"49.2639124","-123.2549451","gallery","Greater Vancouver A",5915020
"Art Works Gallery",0.748826291079812,0.392823749415615,1,0,0.535412510123857,446,"49.2775077","-123.1165781","gallery","Vancouver",5915022
"Ayden Gallery",0.748826291079812,0.392823749415615,0.642857142857143,0.000171614896172988,0.446169699562186,594,"49.2809655","-123.1071802","gallery","Vancouver",5915022
"Bel Art Gallery",0.748826291079812,0.392823749415615,0.663149350649351,0.0344848432843971,0.459821058607294,738,"49.33747064","-123.1023904","gallery","North Vancouver",5915046
"Birthplace of BC Gallery",0.748826291079812,0.392823749415615,1,0,0.535412510123857,1795,"49.16712676","-122.5808057","gallery","Langley",5915001
"Canadian Society of Asian Arts",0.748826291079812,0.392823749415615,0.663149350649351,0.0344848432843971,0.459821058607294,2207,"49.217061","-123.1169866","gallery","Vancouver",5915022
"Doctor Vigari Gallery",0.748826291079812,0.392823749415615,0.785714285714286,0.000858074480864939,0.482055600172644,3140,"49.2683622","-123.0692806","gallery","Vancouver",5915022
"Douglas Udell Gallery",0.748826291079812,0.392823749415615,0.663149350649351,0.0344848432843971,0.459821058607294,3184,"49.2661804","-123.1399725","gallery","Vancouver",5915022
"Elissa Cristall Galleries",0.748826291079812,0.392823749415615,0.663149350649351,0.0344848432843971,0.459821058607294,3395,"49.2655257","-123.1385822","gallery","Vancouver",5915022
"Ferry Building Gallery",0.748826291079812,0.392823749415615,0.642857142857143,0.00600652136605457,0.447628426179656,3569,"49.32701461","-123.1578963","gallery","West Vancouver",5915055
"Film2Frame Studio Gallery",0.748826291079812,0.392823749415615,0.642857142857143,0.000171614896172988,0.446169699562186,3762,"49.20233668","-122.9086714","gallery","New Westminster",5915029
"Gallery 295",0.748826291079812,0.392823749415615,1,0,0.535412510123857,4167,"49.2680645","-123.0981191","gallery","Vancouver",5915022
"Gallery of BC Ceramics",0.748826291079812,0.392823749415615,0.0714285714285715,0.000343229792345976,0.303355460429086,4183,"49.270046","-123.134283","gallery","Vancouver",5915022
"Gam Gallery",0.748826291079812,0.392823749415615,0.857142857142857,0.00120130427321091,0.499998550477874,4198,"49.2813343","-123.101858","gallery","Vancouver",5915022
