id,employment_proximity
59150883008,0.1367
59150884001,0.1694
59150884002,0.1694
59150884003,0.1624
59150885003,0.1069
59150885004,0.0905
59150885005,0.0886
59150885007,0.0802
59150885008,0.1034
59150885009,0.0764
59150886004,0.0887
59150886008,0.1106
59150886009,0.1138
59150886010,0.1188
59150886015,0.1056
59150886016,0.1072
59150886017,0.112
59150886018,0.1132
59150886019,0.1074
59150886020,0.1085
59150886024,0.092
59150886025,0.1138
59150886026,0.0919
59150887002,0.0965
59150887004,0.1024
59150887005,0.1059
59150887006,0.1052
59150887008,0.1033
59150887009,0.096
59150888001,0.0982
59150888002,0.0977
59150888003,0.0964
59150888004,0.0945
59150889001,0.0964
59150889002,0.1009
59150889003,0.0984
59150889004,0.0975
59150889005,0.0955
59150890001,0.0902
59150890002,0.0892
59150890003,0.0883
59150890004,0.0919
59150890005,0.0937
59150891002,0.0948
59150891004,0.0936
59150891005,0.091
59150891009,0.0899
59150892001,0.1062
59150892002,0.1055
59150892003,0.1029
59150892004,0.1014
59150892005,0.1078
59150892006,0.106
59150893002,0.0998
59150893003,0.1045
59150893005,0.1028
59150893006,0.1014
59150893009,0.1037
59150894002,0.1094
59150894003,0.1081
59150894004,0.1064
59150894005,0.1049
59150894008,0.111
59150895001,0.1001
59150895002,0.099
59150895003,0.1035
59150895004,0.103
59150895005,0.1018
59150896001,0.1108
59150896002,0.1101
59150896003,0.1087
59150896004,0.1073
59150897001,0.1136
59150897002,0.1143
59150897003,0.1127
59150897004,0.1116
59150897005,0.1098
59150898001,0.1058
59150898004,0.1055
59150898011,0.1013
59150898012,F
59150898013,0.1011
59150898014,0.1078
59150899003,0.0999
59150899004,0.1001
59150899005,0.1006
59150899006,0.0962
59150899009,0.0995
59150899010,0.0991
59150900001,0.1043
59150900002,0.1062
59150900003,0.105
59150900004,0.1034
59150901001,0.1026
59150901002,0.1017
59150901003,0.1011
59150901004,0.1003
59150902001,0.0976
59150902002,0.0971
59150902003,0.0975
59150902004,0.095
59150903001,0.0887
59150903002,0.0885
59150903003,0.095
59150903004,0.0952
59150903005,0.0903
59150903006,0.0889
59150904001,0.0942
59150904002,0.0925
59150904003,0.0985
59150904004,0.1002
59150904005,0.0982
59150905001,0.0878
59150905002,0.0848
59150905003,0.083
59150905004,0.0841
59150905005,0.0922
59150905006,0.0929
59150906001,0.0974
59150906002,0.0964
59150906003,0.0963
59150906004,0.0956
59150906005,0.0945
59150906006,0.0982
59150907001,0.0709
59150907002,0.0805
59150907003,0.0783
59150907004,0.0738
59150907005,0.0855
59150907006,0.0866
59150907007,0.0874
59150907008,0.0826
59150908001,0.091
59150908002,0.084
59150908003,0.0925
59150908004,0.0944
59150908005,0.0932
59150909004,0.0708
59150909005,0.0658
59150909006,0.059
59150909007,0.0599
59150909008,0.0585
59150909010,0.0775
59150909011,0.0775
59150910001,0.0578
59150910002,0.0621
59150910003,0.0653
59150910004,0.0687
59150910005,0.072
59150910007,0.0719
59150910008,0.0844
59150911004,0.0496
59150911007,0.0411
59150911008,0.0459
59150911011,0.0566
59150911012,0.0365
59150911013,0.0518
59150912001,0.0755
59150912002,0.0714
59150912003,0.0651
59150912004,0.061
59150912005,0.0555
59150912006,0.0625
59150912007,0.0491
59150912008,0.0514
59150913001,0.0589
59150913002,0.0538
59150913003,0.0539
59150913004,0.0505
59150913005,0.0658
59150913006,0.0703
59150913007,0.078
59150913008,0.0801
59150914001,0.0654
59150914002,0.0624
59150914003,0.0726
59150914004,0.0752
59150914005,0.0779
59150914006,0.0851
59150914007,0.082
59150915001,0.0763
59150915002,0.0767
59150915003,0.0743
59150915004,0.0699
59150915005,0.0701
59150916001,0.0834
59150916002,0.0902
59150916003,0.0834
59150916004,0.0823
59150916005,0.0774
59150917001,0.0827
59150917002,0.0796
59150917003,0.0862
59150917004,0.0888
59150917005,0.0931
59150917006,0.0992
59150917007,0.0976
59150918001,0.0976
59150918002,0.0964
59150918007,0.0935
59150918010,0.096
59150918011,0.0947
59150919001,0.082
59150919002,0.057
59150919005,0.0923
59150919008,0.0917
59150919009,0.0905
59150920001,0.0986
59150920002,0.097
59150920003,0.0954
59150920004,0.094
59150920005,0.0931
59150922001,0.0776
59150922002,0.0758
59150922003,0.0809
59150922004,0.0825
59150923001,0.0762
59150923002,0.0742
59150923003,0.0738
59150923004,0.066
59150923005,0.079
59150923006,0.0818
59150924001,0.0792
59150924002,0.0784
59150924003,0.0837
59150924004,0.086
59150925002,0.0787
59150925003,0.0824
59150925004,0.0838
59150925005,0.0764
59150926001,0.0859
59150926002,0.0915
59150926003,0.0905
59150926004,0.0927
59150926005,0.0901
59150927001,0.0876
59150927002,0.0856
59150927003,0.089
59150927004,0.0907
59150927005,0.0924
59150928001,0.0835
59150928002,0.0867
59150928003,0.0858
59150928004,0.0845
59150929001,0.093
59150929002,0.0951
59150929003,0.0949
59150929004,0.0941
59150929005,0.0922
59150930001,0.0823
59150930002,0.0835
59150930003,0.083
59150930004,0.0827
59150930005,0.0843
59150931001,0.0858
59150931002,0.085
59150931003,0.0866
59150931004,0.088
59150931005,0.0891
59150931006,0.0877
59150931007,0.0882
59150932004,0.0803
59150932005,0.0815
59150932006,0.0833
59150932007,0.0821
59150932008,0.0854
59150932009,0.0843
59150932010,0.0758
59150932011,0.0741
59150932012,0.0676
59150933001,0.0742
59150933002,0.0749
59150933003,0.075
59150933004,0.075
59150933005,0.0768
59150933006,0.0803
59150933007,0.0797
59150933008,0.0779
59150933009,0.0804
59150934001,0.0663
59150934002,0.0694
59150934003,0.0677
59150934004,0.0685
59150934005,0.0663
59150934006,0.073
59150934008,0.0746
59150934009,0.0748
59150935001,0.0753
59150935002,0.0798
59150935003,0.076
59150935004,0.0757
59150935005,0.0752
59150936003,0.0245
59150936005,0.0623
59150936006,0.0607
59150936008,0.067
59150936010,0.0744
59150936011,0.0737
59150936012,0.0767
59150936014,0.0663
59150936015,0.0547
59150936016,0.0243
59150936017,0.0254
59150936019,0.0251
59150936020,0.0256
59150936021,0.0559
59150936022,0.0278
59150936023,0.0643
59150937001,0.0259
59150937005,0.0251
59150937006,0.0258
59150938001,0.0232
59150938002,0.0242
59150938008,0.0255
59150938009,0.0233
59150938010,0.0247
59150939001,0.0243
59150939002,0.0234
59150939003,0.021
59150939005,0.0231
59150940003,0.0159
59150940009,0.0205
59150940011,0.0173
59150940017,0.0182
59150940019,0.0178
59150940020,0.0175
59150940021,0.0178
59150940022,0.0151
59150940023,0.0156
59150940024,0.017
59150940025,0.0201
59150940026,0.0141
59150940030,0.0169
59150940031,0.0229
59150941001,0.0188
59150942002,0.0248
59150942003,0.0232
59150945002,0.0251
59150945003,0.0262
59150946001,0.0109
59150946002,0.0124
59150946003,0.0117
59150946015,0.0155
59150946017,0.0118
59150946018,0.0121
59150946019,0.0176
59150946020,0.0164
59150946021,0.0111
59150947002,0.0189
59150947004,0.0165
59150947010,0.0191
59150947011,0.0206
59150947012,0.0233
59150947013,0.0228
59150947022,0.0123
59150947025,0.0172
59150947026,0.0158
59150947029,0.0114
59150947031,F
59150947032,0.013
59150947033,0.0132
59150947037,0.0162
59150947041,0.0118
59150947042,0.0179
59150947043,0.0176
59150947044,0.0189
59150947045,0.0144
59150947046,0.0153
59150947047,0.0165
59150947048,0.0149
59150947049,0.0145
59150947050,0.0145
59150947051,0.0147
59150947052,0.0142
59150947053,0.0176
59150947054,0.0155
59150947055,0.018
59150948001,0.0179
59150948002,0.0181
59150948003,0.0196
59150948005,0.0213
59150948006,0.0174
59150948010,0.0166
59150948011,0.0125
59150948012,0.02
59150948013,0.0232
59150948014,0.0169
59150948015,0.0221
59150952001,0.0411
59150952002,0.0413
59150952003,0.0349
59150952006,0.0333
59150952007,0.0369
59150953001,0.08
59150953002,0.0745
59150953003,0.0655
59150953004,0.0595
59150953005,0.0534
59150953006,0.054
59150953007,0.0485
59150953008,0.0476
59150953009,0.0474
59150953010,0.0487
59150953011,0.0531
59150953014,0.0699
59150953015,0.049
59150954001,0.0977
59150954002,0.0762
59150954003,0.0892
59150954007,0.1005
59150954008,0.096
59150954009,0.1003
59150954010,0.0988
59150954011,0.0562
59150955001,0.1112
59150955002,0.1042
59150955003,0.1069
59150955004,0.1053
59150955005,0.1032
59150955006,0.1035
59150955007,0.1011
59150955008,0.102
59150955009,0.1035
59150956001,0.1012
59150956002,0.1011
59150956003,0.1005
59150956004,0.098
59150956005,0.1044
59150956006,0.1063
59150957001,0.1029
59150957002,0.1021
59150957003,0.0967
59150957004,0.0994
59150957005,0.1061
59150958001,0.0983
59150958002,0.0977
59150958003,0.098
59150958004,0.0992
59150959001,0.1096
59150959002,0.1086
59150959003,0.1085
59150959004,0.1075
59150959005,0.1034
59150959006,0.1066
59150960001,0.1027
59150960002,0.0993
59150960003,0.0995
59150960004,0.1041
59150960005,0.1046
59150960006,0.1055
59150961001,0.1023
59150961002,0.0985
59150961003,0.1045
59150961004,0.1083
59150961005,0.1056
59150961006,0.1015
59150962001,0.1128
59150962002,0.1125
59150962003,0.112
59150962004,0.1115
59150962005,0.1127
59150962006,0.1166
59150963001,0.1087
59150963002,0.1078
59150963003,0.1108
59150963004,0.1116
59150963005,0.1128
59150963006,0.1163
59150964001,0.1221
59150964002,0.1201
59150964003,0.1181
59150964006,0.1215
59150964009,0.1243
59150964010,0.123
59150965001,0.1203
59150965002,0.1239
59150965003,0.1215
59150965004,0.1223
59150965005,0.1244
59150966001,0.1297
59150966002,0.1278
59150966003,0.1261
59150966004,0.1265
59150966005,0.1282
59150966006,0.1332
59150967001,0.1399
59150967002,0.1346
59150967003,0.1333
59150967004,0.1313
59150967005,0.135
59150967006,0.1377
59150967007,0.1392
59150967012,0.1453
59150968004,0.1198
59150968005,0.122
59150968006,0.1258
59150968007,0.1267
59150968009,0.1197
59150968013,0.1253
59150969001,0.1159
59150969002,0.1173
59150969003,0.115
59150969007,0.1233
59150969008,0.1216
59150969012,0.1126
59150969013,0.1157
59150969014,0.1211
59150970001,0.1105
59150970002,0.1106
59150970003,0.1097
59150970004,0.1142
59150970005,0.1115
59150970006,0.1099
59150970007,0.1163
59150971001,0.1099
59150971002,0.1057
59150971003,0.1047
59150971004,0.1032
59150971005,0.1124
59150971008,0.1123
59150971009,0.1144
59150972002,0.1145
59150972003,0.1134
59150972004,0.113
59150972011,0.1149
59150972014,0.1133
59150973001,0.1252
59150973002,0.1227
59150973003,0.1222
59150973004,0.12
59150973005,0.1233
59150973006,0.1253
59150973007,0.1268
59150973008,0.1287
59150974001,0.1179
59150974002,0.1117
59150974003,0.1154
59150974004,0.1138
59150974005,0.1175
59150974006,0.1193
59150974007,0.1192
59150974008,0.1213
59150975001,0.1244
59150975002,0.1211
59150975003,0.1195
59150975004,0.1224
59150975005,0.1272
59150975006,0.1287
59150976001,0.1127
59150976002,0.1106
59150976003,0.1079
59150976004,0.1119
59150976005,0.1151
59150976006,0.1176
59150976007,0.1119
59150976008,0.1107
59150977001,0.1117
59150977002,0.1125
59150977003,0.114
59150977004,0.1206
59150977005,0.1181
59150977006,0.1233
59150978001,0.1187
59150978002,0.1168
59150978003,0.1138
59150978004,0.1162
59150978005,0.1129
59150978006,0.1117
59150979001,0.1176
59150979002,0.117
59150979003,0.1181
59150979004,0.1213
59150979005,0.122
59150979006,0.1254
59150979007,0.1243
59150979008,0.1209
59150980001,0.1121
59150980002,0.1097
59150980003,0.1093
59150980004,0.1083
59150980005,0.1161
59150980006,0.1162
59150980007,0.1165
59150980008,0.1172
59150981001,0.1214
59150981002,0.1206
59150981003,0.1206
59150981004,0.1253
59150981005,0.1236
59150981006,0.1311
59150981007,0.1321
59150982001,0.1135
59150982002,0.111
59150982005,0.1134
59150983001,0.0762
59150983002,0.1023
59150983003,0.1006
59150983004,0.1056
59150983005,0.1093
59150983006,0.1099
59150983007,0.1102
59150983008,0.1019
59150983009,0.0993
59150984001,0.1133
59150984002,0.1177
59150984003,0.1113
59150984004,0.1111
59150984005,0.1099
59150984006,0.1115
59150984007,0.1097
59150984008,0.1073
59150985004,0.1165
59150985005,0.1144
59150985006,0.1185
59150985007,0.1198
59150985008,0.1152
59150985009,0.1131
59150985010,0.1107
59150985011,0.1103
59150985012,0.1117
59150985015,0.118
59150985016,0.1175
59150985017,0.1156
59150986001,0.1218
59150986002,0.1239
59150986003,0.1243
59150986004,0.1223
59150986005,0.1209
59150986006,0.1244
59150986007,0.1238
59150986008,0.1239
59150987001,0.0973
59150987002,0.0953
59150987004,0.0941
59150987005,0.0979
59150987008,0.0972
59150987011,0.1049
59150987014,0.1101
59150987015,0.1122
59150987016,0.0933
59150987017,0.0696
59150987018,0.1093
59150992001,0.0643
59150992002,0.0619
59150993001,0.058
59150993002,0.0616
59150993005,0.0578
59150993006,0.0541
59150993007,0.0615
59150994001,0.0585
59150994002,0.0579
59150995001,0.0584
59150995002,0.0654
59150996001,0.0627
59150996003,0.0638
59150996004,0.0661
59150996007,0.003
59150996009,0.0509
59150996010,0.0531
59150996011,0.0346
59150996012,0.0556
59150997001,0.0555
59150997004,0.0556
59150998001,0.0551
59150998002,0.0559
59150998003,0.056
59150998004,0.0618
59151002004,0.0652
59151008007,0.0778
59151008008,0.0762
59151008012,0.0893
59151008013,0.073
59151008016,0.0748
59151008022,0.088
59151008023,0.0906
59151008024,0.0867
59151008025,0.086
59151008026,0.074
59151008027,0.0794
59151008028,0.0754
59151008029,0.0701
59151013001,0.0548
59151014001,0.0564
59151014002,0.054
59151014003,0.0549
59151014004,0.0534
59151015002,0.0525
59151015003,0.0534
59151015004,0.0504
59151016003,0.0525
59151017001,0.0486
59151017002,0.0526
59151017003,0.0508
59151017004,0.0499
59151018001,0.0445
59151018002,0.0443
59151019001,0.0446
59151019002,0.0478
59151020001,0.0425
59151020002,0.0434
59151022001,0.0382
59151022002,0.0369
59151022003,0.0384
59151023001,0.0354
59151024001,0.0343
59151024002,0.0352
59151025001,0.0349
59151025002,0.0355
59151025003,0.0313
59151026001,0.0311
59151026002,0.0331
59151027001,0.0291
59151027002,0.0316
59151028001,0.028
59151028002,0.0278
59151029001,0.0292
59151029002,0.03
59151030001,0.0309
59151030002,0.0267
59151030003,0.0294
59151031001,0.0256
59151031002,0.0264
59151032001,0.0273
59151033001,0.029
59151033002,0.0294
59151033003,0.0277
59151034001,0.0266
59151035001,0.0253
59151036001,0.0278
59151036002,0.0244
59151037001,0.0288
59151037002,0.0279
59151038002,0.0303
59151038003,0.0293
59151038004,0.0304
59151039001,0.0351
59151039002,0.0348
59151039003,0.0337
59151039004,0.0288
59151039005,0.0293
59151039006,0.0296
59151040002,0.0337
59151040004,0.0306
59151040005,0.0327
59151041001,0.0313
59151042001,0.0275
59151042002,0.027
59151043002,0.0372
59151043003,0.0385
59151043005,0.0325
59151043007,0.0375
59151043008,0.0347
59151044001,0.0317
59151044002,0.0315
59151045001,0.039
59151045002,0.0372
59151045003,0.0416
59151045004,0.0412
59151045005,0.0383
59151046001,0.0393
59151046002,0.0375
59151048001,0.0386
59151048002,0.04
59151048003,0.0397
59151048004,0.0393
59151049001,0.0404
59151049002,0.044
59151050003,0.0381
59151050005,0.0384
59151050007,0.0457
59151050009,0.0355
59151051004,0.0471
59151053001,0.0491
59151053006,0.0513
59151053007,0.0479
59151057001,0.0477
59151057009,0.0449
59151058001,0.0616
59151058008,0.0505
59151058011,0.0755
59151058012,0.0709
59151058014,0.0593
59151058017,0.0537
59151058018,0.0734
59151058019,0.0527
59151058020,0.069
59151058021,0.0628
59151058022,0.0644
59151058023,0.0599
59151059001,0.0528
59151059002,0.0556
59151059003,0.0576
59151059004,0.0544
59151061001,0.0402
59151061002,0.0404
59151061003,0.0409
59151061004,0.0419
59151061005,0.0432
59151061006,0.0436
59151062007,0.0375
59151062008,0.0368
59151062009,0.0383
59151063001,0.0391
59151063002,0.0391
59151063003,0.0388
59151064001,0.0392
59151064002,0.0391
59151064003,0.0381
59151064004,0.0362
59151064005,0.035
59151065001,0.0278
59151065002,0.0322
59151066001,0.0352
59151066002,0.0355
59151067001,0.0296
59151067002,0.0292
59151068001,0.0298
59151072001,0.0301
59151073003,0.027
59151073004,0.0287
59151073005,0.025
59151074003,0.0254
59151074004,0.0269
59151074005,0.0264
59151074006,0.0228
59151074007,0.0223
59151075004,0.0219
59151075005,0.0204
59151076001,0.0236
59151076002,0.0239
59151076003,0.0238
59151076004,0.0224
59151076005,0.0238
59151077001,0.0194
59151077002,0.0235
59151077003,0.0226
59151077004,0.025
59151078001,0.0286
59151078002,0.0272
59151078003,0.0237
59151078004,0.0272
59151079001,0.0301
59151079002,0.0304
59151080001,0.0273
59151080004,0.0287
59151080005,0.0274
59151081003,0.0311
59151081004,0.0294
59151082001,0.0276
59151082002,0.0279
59151083001,0.0351
59151083002,0.0301
59151084001,0.0243
59151084002,0.0278
59151084003,0.0252
59151084004,0.027
59151085001,0.0231
59151086001,0.0249
59151086002,0.0239
59151086003,0.0232
59151087001,0.0253
59151087002,0.0252
59151087003,0.0252
59151087004,0.0261
59151088001,0.024
59151088002,0.0251
59151088003,0.0247
59151088004,0.0219
59151089001,0.02
59151089002,0.0203
59151089003,0.0222
59151089004,0.0208
59151090001,0.0226
59151090002,0.0236
59151091001,0.0185
59151092001,0.0188
59151092002,0.0186
59151093003,0.0194
59151093004,0.0194
59151093005,0.0184
59151093006,0.0208
59151093007,0.0208
59151093008,0.0203
59151093011,0.0216
59151093012,0.0189
59151094001,0.0182
59151095001,0.021
59151095003,0.0185
59151095004,0.019
59151095005,0.0193
59151095006,0.0183
59151097001,0.0208
59151097002,0.0202
59151097005,0.0207
59151097006,0.0223
59151097007,0.0201
59151097008,0.0195
59151097009,0.0194
59151097012,0.0203
59151098001,0.022
59151098002,0.0244
59151098003,0.0264
59151098004,0.0227
59151098005,0.0246
59151098006,0.0204
59151098007,0.028
59151098008,0.0275
59151098009,0.0278
59151098010,0.0284
59151098011,0.0266
59151099001,0.0217
59151099002,0.0195
59151099003,0.0214
59151099004,0.0214
59151099005,0.021
59151099006,0.022
59151099007,0.0221
59151100001,0.0224
59151100002,0.0213
59151100008,0.0219
59151100009,0.0224
59151101001,0.0224
59151101002,0.0224
59151101003,0.0221
59151101004,0.0234
59151101005,0.0226
59151102001,0.0225
59151103001,0.0226
59151103002,0.0236
59151104001,0.0222
59151104002,0.0226
59151104003,0.0218
59151105002,0.0204
59151106001,0.0243
59151106002,0.0234
59151106003,0.0266
59151107004,0.0229
59151107006,0.0241
59151108001,0.0207
59151108002,0.022
59151112001,0.0223
59151112002,0.0199
59151112003,0.0209
59151113001,0.0201
59151116001,0.0229
59151116002,0.0216
59151116003,0.0209
59151117001,0.023
59151117002,0.0271
59151118001,0.0233
59151118002,0.0227
59151121001,0.0236
59151121002,0.0215
59151121003,0.0228
59151121004,0.0214
59151121005,0.0216
59151122001,0.0306
59151122002,0.0325
59151123001,0.0338
59151123002,0.031
59151123003,0.0316
59151124001,0.0377
59151124002,0.031
59151125001,0.0371
59151125002,0.0368
59151125003,0.0384
59151126001,0.0399
59151126002,0.036
59151126003,0.0359
59151127001,0.0347
59151127002,0.0367
59151127003,0.037
59151128001,0.0399
59151128002,0.0404
59151128003,0.0416
59151128004,0.0414
59151129001,0.0383
59151130002,0.0386
59151130003,0.0384
59151130007,0.0395
59151130008,0.0366
59151130011,0.0385
59151131002,0.0383
59151131003,0.0395
59151131004,0.0383
59151131006,0.0378
59151132001,0.0405
59151133001,0.0432
59151133002,0.044
59151133003,0.0432
59151133004,0.0446
59151134001,0.0439
59151134002,0.0461
59151134003,0.0446
59151134004,0.0463
59151135002,0.0529
59151136001,0.056
59151137001,0.0562
59151138004,0.062
59151139001,0.0781
59151139002,0.0723
59151139003,0.0675
59151141001,0.0689
59151141002,0.0602
59151141003,0.052
59151142001,0.0591
59151142002,0.0591
59151142003,0.0678
59151143001,0.0619
59151145001,0.0548
59151146004,0.0586
59151146006,0.0603
59151146007,0.0568
59151147001,0.0573
59151148004,0.0526
59151149003,0.0485
59151150001,0.0453
59151151003,0.0421
59151151004,0.0474
59151151005,0.0493
59151152001,0.0446
59151152002,0.042
59151152003,0.0399
59151152004,0.0403
59151153001,0.0405
59151153002,0.0405
59151154001,0.0379
59151154002,0.0372
59151155001,0.0378
59151156001,0.0373
59151156002,0.0368
59151156003,0.0371
59151157001,0.0386
59151157002,0.0367
59151157003,0.037
59151158001,0.0378
59151158002,0.0353
59151158003,0.0357
59151159003,0.0344
59151159004,0.034
59151160001,0.0355
59151160002,0.0354
59151160003,0.0366
59151160004,0.0347
59151160005,0.0358
59151160006,0.0355
59151161001,0.0371
59151161002,0.0368
59151161003,0.0355
59151162001,0.0361
59151162002,0.0368
59151162003,0.0359
59151163001,0.0376
59151163002,0.0362
59151163003,0.0371
59151163004,0.0375
59151163005,0.0357
59151163006,0.0364
59151164001,0.0329
59151164002,0.0381
59151164003,0.0345
59151164004,0.0362
59151165001,0.0382
59151165002,0.036
59151165003,0.0373
59151166001,0.0339
59151166002,0.034
59151166003,0.034
59151167001,0.0337
59151167002,0.0342
59151168001,0.0342
59151168002,0.0346
59151169003,0.0335
59151169004,0.0353
59151169005,0.0412
59151169006,0.0381
59151169007,0.0233
59151170001,0.0347
59151171001,0.0352
59151171002,0.0348
59151172001,0.037
59151172002,0.0357
59151172003,0.0364
59151173001,0.0344
59151173002,0.0333
59151174001,0.0367
59151174002,0.0366
59151174003,0.0354
59151174004,0.0368
59151175001,0.0335
59151176001,0.0329
59151177001,0.0356
59151177003,0.0373
59151177004,0.0351
59151177005,0.0354
59151178001,0.0397
59151178002,0.0393
59151178003,0.0374
59151178004,0.0374
59151178005,0.0373
59151179001,0.045
59151179002,0.0443
59151179003,0.0425
59151180001,0.0447
59151182001,0.051
59151182003,0.0451
59151182010,0.0479
59151182011,0.0088
59151182012,0.0403
59151195001,0.0562
59151195002,0.0561
59151195003,0.0652
59151196001,0.0576
59151196002,0.0548
59151197004,0.053
59151197005,0.0585
59151197006,0.0674
59151197007,0.0548
59151197008,0.0548
59151197010,0.0434
59151197011,0.0441
59151197012,0.0437
59151197016,0.0804
59151197017,0.042
59151198007,0.092
59151198010,0.1078
59151198011,0.1164
59151198017,0.129
59151198018,0.1188
59151198019,0.1209
59151198020,0.128
59151198021,0.1168
59151199001,0.1321
59151199002,0.1101
59151199003,0.1251
59151199004,0.1189
59151200001,0.1269
59151200002,0.1247
59151200003,0.1245
59151201001,0.129
59151201002,0.127
59151202001,0.1284
59151202002,0.1278
59151203001,0.1275
59151203002,0.1203
59151203003,0.1192
59151204001,0.1253
59151204002,0.1173
59151204003,0.1148
59151205004,0.1007
59151206001,0.1147
59151206002,0.1104
59151206003,0.1127
59151207007,0.0968
59151207010,0.1055
59151207015,0.1222
59151207016,0.1187
59151207017,0.1108
59151207018,0.1161
59151207019,0.095
59151207020,0.0946
59151207021,0.0977
59151208002,0.099
59151208008,0.0979
59151208010,0.0946
59151208011,0.0858
59151208013,0.0878
59151208017,0.0888
59151208018,0.1077
59151208019,0.093
59151208020,0.1116
59151208021,0.0913
59151209003,0.0869
59151209006,0.0918
59151209007,0.0913
59151211001,0.0914
59151211002,0.0892
59151213001,0.0887
59151213002,0.0765
59151214004,0.0877
59151214008,0.0885
59151214009,0.0855
59151215001,0.0889
59151215005,0.0772
59151215009,0.0866
59151215010,0.0838
59151215011,0.0866
59151216001,0.084
59151216003,0.0815
59151217001,0.0791
59151217002,0.0751
59151217003,0.0772
59151219001,0.0857
59151219002,0.0822
59151219003,0.0804
59151220001,0.0876
59151220002,0.0861
59151220003,0.0911
59151220004,0.0843
59151221001,0.0897
59151222001,0.0975
59151222002,0.0958
59151222003,0.0887
59151222004,0.0956
59151223001,0.0981
59151223002,0.1111
59151223003,0.1034
59151223004,0.0942
59151223005,0.095
59151223006,0.0967
59151224001,0.1065
59151224002,0.1019
59151224003,0.0962
59151224004,0.0975
59151224005,0.0929
59151224006,0.095
59151224007,0.0999
59151224008,0.1029
59151225001,0.1145
59151225002,0.1119
59151225003,0.1034
59151225004,0.1098
59151225005,0.1116
59151225006,0.1059
59151226001,0.1009
59151226002,0.0933
59151226003,0.0928
59151226004,0.0933
59151227001,0.1016
59151227002,0.1039
59151227003,0.0993
59151227004,0.0976
59151228001,0.0951
59151228002,0.0929
59151228003,0.0924
59151228004,0.0862
59151229001,0.096
59151229002,0.0967
59151230001,0.0913
59151230004,0.0901
59151230008,0.0882
59151230009,0.0922
59151231003,0.0867
59151231005,0.0767
59151231006,0.0752
59151231007,0.0795
59151231008,0.0903
59151231009,0.0844
59151232007,0.0775
59151232008,0.0766
59151232009,0.0811
59151232010,0.0863
59151232011,0.0926
59151232012,0.0888
59151232013,0.0806
59151232014,0.0791
59151232015,0.0841
59151232016,0.083
59151232017,0.0855
59151232018,0.0794
59151232021,0.0741
59151232022,0.0737
59151234004,0.0718
59151234005,0.0671
59151234006,0.0715
59151236001,0.0637
59151236003,0.0661
59151236004,0.069
59151236005,0.0614
59151236008,0.0693
59151236011,0.0668
59151236016,0.068
59151236017,0.066
59151236018,0.0617
59151237006,0.0758
59151237008,0.0744
59151237010,0.0722
59151238001,0.0733
59151238004,0.0739
59151238005,0.0721
59151239001,0.0737
59151239002,0.075
59151239003,0.068
59151239004,0.0693
59151239005,0.07
59151240001,0.0722
59151240002,0.0706
59151240003,0.0667
59151240004,0.0685
59151240005,0.0695
59151240006,0.0651
59151241001,0.0706
59151241002,0.0698
59151241003,0.069
59151241004,0.0656
59151241005,0.07
59151241008,0.0677
59151242001,0.0664
59151242002,0.0649
59151242003,0.0635
59151242004,0.0674
59151243002,0.0675
59151243003,0.0664
59151243004,0.0655
59151243005,0.0632
59151243007,0.0623
59151244001,0.0722
59151244004,0.0711
59151244005,0.0735
59151244006,0.0689
59151244007,0.071
59151252001,0.074
59151252002,0.0756
59151252003,0.0747
59151252010,0.0721
59151252012,0.0729
59151253001,0.0714
59151254001,0.0721
59151254002,0.0671
59151254006,0.066
59151254008,0.0664
59151254009,0.0713
59151254010,0.0723
59151254011,0.075
59151254014,0.0704
59151254015,0.0584
59151255001,0.0739
59151255002,0.0735
59151256001,0.0766
59151256002,0.0784
59151256003,0.0754
59151257001,0.0796
59151257002,0.079
59151257003,0.0835
59151258001,0.0814
59151258002,0.0799
59151258003,0.0796
59151258004,0.076
59151259004,0.0775
59151260002,0.0802
59151261003,0.0834
59151261004,0.0823
59151261005,0.0835
59151261006,0.0785
59151262001,0.0834
59151262002,0.0801
59151262003,0.0835
59151262004,0.0822
59151263001,0.085
59151263002,0.0844
59151263003,0.091
59151263004,0.0974
59151263005,0.0915
59151264001,0.0855
59151264002,0.0855
59151264003,0.0851
59151264004,0.0856
59151264005,0.0844
59151264006,0.083
59151265003,0.0838
59151265004,0.0837
59151265005,0.0895
59151265006,0.0895
59151265007,0.0838
59151266001,0.0788
59151266002,0.0793
59151266003,0.0812
59151266004,0.0818
59151267002,0.0736
59151267004,0.0745
59151267005,0.0754
59151267006,0.0766
59151267007,0.0714
59151268001,0.0678
59151268002,0.0854
59151268003,0.0766
59151269003,0.0746
59151269004,0.0713
59151270003,0.0746
59151270006,0.066
59151271001,0.0754
59151271002,0.0772
59151271003,0.0779
59151271004,0.0747
59151272005,0.0831
59151273001,0.0761
59151273002,0.0763
59151273003,0.0779
59151273004,0.0779
59151273005,0.0812
59151273006,0.0839
59151274001,0.0757
59151274002,0.0747
59151275001,0.0686
59151275002,0.0718
59151275003,0.0706
59151276001,0.071
59151276002,0.073
59151276003,0.0735
59151276006,0.0735
59151276007,0.0775
59151276008,0.0689
59151277001,0.0764
59151277003,0.0767
59151277004,0.0768
59151277007,0.0737
59151278001,0.0716
59151278002,0.0724
59151278003,0.0754
59151278004,0.0787
59151278005,0.079
59151279001,0.0733
59151279002,0.0784
59151280001,0.071
