id,prox_emp,prox_pharma,prox_childcare,prox_health,prox_grocery,prox_educpri,prox_educsec,prox_lib,prox_parks,prox_transit
59152962001,0.0855,0.0463,0.0858,0.0938,0.0327,0.1236,..,..,0.0453,0.0159
59152962002,0.0825,0.0372,0.0806,0.0689,0.0386,0.1035,0.0351,..,0.044,0.0153
59152962003,0.077,0.0249,0.0812,0.0556,0.1383,0.0894,0.0366,..,0.0156,0.0137
59152963001,0.0762,0.0175,0.0941,0.0532,0.0472,0.1313,0.0404,..,0.0115,0.0126
59152963002,0.0765,0.0233,0.1027,0.0502,0.0434,0.0621,0.0339,..,0.0118,0.008
59152963007,0.0776,..,0.023,0.0487,..,..,..,..,..,0.0007
59152963009,0.0709,0.0067,0.012,0.0365,..,..,..,..,..,0.0008
59152964003,0.0521,0.014,..,0.0006,..,0.0404,0.052,..,0.0611,0.0026
59152964004,0.0506,0.0461,..,0.0002,..,0.035,0.0451,..,0.1012,0.0027
59152964007,0.0621,0.0165,..,0.0008,..,0.0421,0.0542,..,0.0565,0.0095
59152964008,0.0577,0.0165,..,0.0003,..,0.0535,0.0689,..,0.0702,0.0064
59152964009,0.0569,0.0131,..,0.0003,..,0.0619,0.0797,..,0.0777,0.0066
59152964012,0.0369,0.0097,..,0,..,0.0286,0.0369,..,0.0369,0.0013
59152964016,0.0507,0.0096,..,0.0002,..,0.06,0.0773,..,0.1696,0.0022
59152964019,0.0528,0.0143,..,0.0002,..,0.0314,0.0404,..,0.0473,0.0062
59152964020,0.0499,0.0134,..,0.0002,..,..,..,..,0.0209,0.0013
59152965001,0.0537,0.0063,..,0.0002,..,0.0639,0.0823,..,0.0601,0.0016
59152965002,0.0562,0.007,..,0.0002,..,0.0747,0.0963,..,0.0756,0.002
59152965006,0.0629,0.008,..,0.0008,..,0.1201,0.1547,..,0.0614,0.0068
59152965013,0.0595,..,..,0.0002,..,0.0966,0.1245,..,0.0466,0.0021
59152965014,0.0569,..,..,0.0002,..,0.0808,0.1042,..,0.0385,0.0015
59152965015,0.0554,..,..,0.0002,..,0.0747,0.0963,..,0.0295,0.0011
59152965027,0.0596,0.0074,..,0.0003,..,0.1132,0.1459,..,0.0706,0.0033
59152965028,0.0606,0.0082,..,0.0007,..,0.1132,0.1459,..,0.0642,0.0061
59152965029,0.0665,0.0066,0.0048,0.0009,..,0.0707,0.0911,..,0.0368,0.0055
59152965030,0.0643,..,0.0045,0.0008,..,0.0591,0.0762,..,0.023,0.0018
59152965032,0.0607,..,..,0.0006,..,0.0483,0.0622,..,..,0.0014
59152965033,0.058,0.0096,0.0047,0.0002,..,0.088,0.1134,..,0.0483,0.0074
59152965035,0.0592,..,..,0.0002,..,0.1877,0.242,..,0.0303,0.0018
59152965036,0.0543,0.0066,0.0046,0.0003,..,0.0671,0.0865,..,0.0358,0.0056
59152966013,0.0608,0.0068,0.0334,0.005,..,0.0964,0.1242,..,0.0132,0.0061
59152966014,0.0641,0.0157,0.0416,0.0063,..,0.095,0.1225,..,0.0133,0.0071
59152966015,0.0648,0.0179,0.0647,0.0075,..,0.1884,0.2429,..,0.0335,0.0153
59152966019,0.0579,..,0.005,0.001,..,0.0265,0.0342,..,0.0297,0.0044
59152966020,0.0578,..,..,0.0009,..,0.0297,0.0383,..,0.0219,0.0027
59152966021,0.0497,..,0.0205,0.0007,..,0.035,0.0451,..,0.0436,0.0021
59152966026,0.0556,..,..,0.001,..,0.0274,0.0354,..,0.0128,0.0025
59152966027,0.0515,..,..,0.0007,..,..,..,..,0.0212,0.0019
59152967001,0.0582,..,..,0.0014,..,..,..,..,0.0322,0.0046
59152967004,0.0697,0.0076,0.0241,0.0052,..,0.0392,0.0505,..,0.0742,0.0047
59152967005,0.067,..,0.0122,0.0041,..,0.0359,0.0463,..,0.0815,0.0041
59152967007,0.0669,0.0138,0.0303,0.006,..,0.0557,0.0719,..,0.0432,0.0067
59152967008,0.0609,0.0065,0.0315,0.0049,..,0.09,0.116,..,0.0141,0.0058
59152967009,0.0615,0.0065,0.0155,0.0028,..,0.0306,0.0395,..,0.0564,0.0032
59152967010,0.071,0.0078,0.0308,0.0059,..,0.045,0.0579,..,0.0587,0.0061
59152968001,0.0632,0.0208,0.036,0.0038,..,0.1267,0.207,..,0.1044,0.0073
59152968002,0.0624,0.0096,0.0495,0.0035,..,0.2357,0.3411,..,0.1335,0.0091
59152969001,0.0642,0.0094,0.0394,0.0043,..,0.116,0.216,..,0.2102,0.0084
59152969002,0.0604,0.0304,0.0294,0.0034,..,0.0861,0.1488,..,0.0914,0.0057
59152972001,0.0513,0.0137,0.0274,0.0026,..,0.057,..,..,0.0983,0.0037
59152972002,0.0525,0.0103,0.0283,0.0039,0.0305,0.0314,..,..,0.0507,0.0045
59152972004,0.0544,0.0083,0.0144,0.0041,..,0.0528,..,..,0.0254,0.0079
59152972005,0.0532,0.007,0.0132,0.0039,..,0.0425,..,..,0.0274,0.0042
59152973008,0.0489,0.0174,0.0233,0.0021,..,0.0373,..,..,0.0103,0.0019
59152974001,0.0442,..,0.0565,0.0014,..,0.1536,..,..,..,0.0029
59152974002,0.0469,0.007,0.0736,0.0026,..,0.0609,..,..,..,0.0049
59152974003,0.0472,0.0093,0.0626,0.0026,..,0.0639,..,..,..,0.0054
59152975002,0.0478,..,0.0455,0.0036,..,0.0695,..,..,..,0.0059
59152975003,0.0478,..,0.043,0.0033,..,0.0691,..,..,..,0.006
59152975004,0.047,..,0.0744,0.0034,..,0.0778,..,..,..,0.0052
59152976001,0.0437,..,0.0556,0.0013,..,0.1536,..,..,..,0.0029
59152976002,0.0523,0.0073,0.0387,0.0132,..,0.0965,..,..,..,0.0046
59152978001,0.046,0.0103,0.0326,0.0027,..,0.1427,..,..,0.0348,0.0098
59152978002,0.0466,0.0115,0.0401,0.0044,..,0.132,..,..,0.0326,0.0088
59152978003,0.0483,0.0109,0.0449,0.008,..,0.1244,..,..,0.0396,0.0069
59152978004,0.0456,0.0143,0.0499,0.0088,..,0.1305,..,..,0.0551,0.0069
59152978005,0.0483,0.0169,0.0555,0.0125,..,0.1354,..,..,0.0293,0.006
59152979001,0.0528,..,0.0635,0.02,..,0.0807,..,..,0.0239,0.0127
59152979002,0.054,0.01,0.0593,0.0221,..,0.1017,..,..,0.0336,0.0128
59152979003,0.0513,0.0157,0.0509,0.0161,..,0.1718,..,..,0.0563,0.0119
59152979004,0.0479,0.0184,0.0419,0.0132,..,0.1414,..,..,0.11,0.0075
59152980001,0.0479,0.0119,0.0488,0.0084,..,0.1543,..,..,0.0467,0.0125
59152980002,0.0471,0.0477,0.0345,0.0066,..,0.1302,..,..,0.0422,0.0046
59152981001,0.0492,0.0067,0.052,0.0117,..,0.0931,..,..,0.0259,0.0165
59152981002,0.0472,0.0076,0.0576,0.0081,..,0.1098,..,..,0.0304,0.0144
59152981003,0.0529,0.0081,0.062,0.0171,..,0.1016,..,..,0.0372,0.0123
59152982001,0.0491,0.0065,0.0614,0.0115,..,0.0955,..,..,0.0251,0.0145
59152982003,0.0597,0.0135,0.0857,0.0267,..,0.0816,..,..,0.0397,0.0578
59152982006,0.0535,0.0064,0.0931,0.0181,..,0.0812,..,..,0.0347,0.0142
59152983001,0.0473,..,0.0652,0.0112,..,0.0282,0.0364,..,..,0.0046
59152983002,0.0576,..,0.0713,0.0273,..,0.0373,..,..,0.0159,0.0213
59152983004,0.0561,..,0.0635,0.034,..,0.035,..,..,0.0143,0.0087
59152983005,0.0585,0.0141,0.1324,0.027,..,0.0421,..,..,0.0196,0.0274
59152984004,0.055,0.0066,0.1014,0.021,0.0292,0.0435,..,0.0512,0.0474,0.0356
59152985001,0.0507,..,0.0696,0.0167,..,0.0388,..,0.0486,0.0354,0.0241
59152985002,0.0564,0.0152,0.0864,0.0208,0.0162,0.0489,..,..,0.0624,0.0323
59152985003,0.0534,0.0066,0.0752,0.0203,..,0.046,..,..,0.0474,0.0269
59152986002,0.0547,0.0191,0.0741,0.019,0.0202,0.0408,..,..,0.136,0.0136
59152986005,0.0545,0.0084,0.042,0.0198,..,0.136,..,..,0.0213,0.0117
59152986006,0.0523,0.0165,0.0708,0.0176,0.0166,0.0356,..,..,0.0567,0.009
59152987001,0.0557,0.0347,0.0637,0.0209,0.0295,0.0388,..,..,0.102,0.0153
59152987002,0.0576,0.072,0.043,0.0211,0.0315,0.0613,..,..,0.0382,0.0089
59152987006,0.0521,0.0093,0.0464,0.0142,..,0.1242,..,..,0.0331,0.0055
59152987007,0.0547,0.0191,0.057,0.0175,..,0.1276,..,..,0.0391,0.0097
59152987008,0.0522,0.0082,0.0325,0.0136,..,0.0821,..,..,0.0104,0.0038
59152987009,0.0492,0.0185,0.0415,0.0135,0.0262,..,..,..,..,0.0024
59152988001,0.0619,0.0644,0.0538,0.0248,0.1367,..,..,0.0516,0.0372,0.0196
59152988002,0.0613,0.0885,0.0638,0.0239,0.1794,..,..,0.0641,0.0412,0.0342
59152988004,0.0566,0.0782,0.0496,0.0225,0.1586,..,..,0.0597,0.0484,0.0239
59152988006,0.0613,0.0868,0.0445,0.0246,0.19,0.0269,..,..,0.0358,0.0141
59152988007,0.0611,0.0864,0.0444,0.0244,0.2061,0.0267,..,..,0.0352,0.0148
59152988008,0.0591,0.0696,0.0502,0.0239,0.1391,..,..,0.0501,0.0413,0.0179
59152988009,0.062,0.0584,0.0496,0.0244,0.1332,..,..,0.0497,0.0386,0.0203
59152989001,0.0641,0.1055,0.0741,0.0296,0.1791,0.0271,0.0349,0.0745,0.0713,0.0475
59152989002,0.0713,0.1396,0.06,0.0528,0.2114,0.0278,..,0.0865,0.0888,0.055
59152989003,0.076,0.1848,0.0444,0.0798,0.1798,0.0584,0.0375,0.113,0.0982,0.0559
59152989004,0.0786,0.1925,0.0432,0.0786,0.1998,0.0604,0.0389,0.1229,0.1064,0.0614
59152989006,0.0731,0.1319,0.0452,0.0347,0.3357,0.0329,0.0372,0.0844,0.0982,0.0567
59152989007,0.0704,0.1327,0.0387,0.0319,0.3487,0.0356,0.0401,0.0854,0.0899,0.0528
59152989009,0.0638,0.1352,0.0309,0.0256,0.1922,0.063,0.0713,0.0922,0.08,0.05
59152989012,0.0742,0.1337,0.052,0.0441,0.3767,0.0586,0.0709,0.096,0.0906,0.0664
59152989013,0.0604,0.0844,0.035,0.0238,0.1891,0.0314,0.05,0.0745,0.0545,0.0346
59152989014,0.0792,0.18,0.0388,0.0352,0.3293,0.0661,0.0765,0.113,0.1798,0.0836
59152990001,0.0623,0.0347,0.0648,0.0268,0.0472,0.0288,0.0372,..,0.0213,0.0112
59152990002,0.0636,0.0482,0.0855,0.0276,0.0837,0.0341,0.0439,..,0.0442,0.0185
59152990003,0.0667,0.0602,0.0946,0.0354,0.1296,0.0377,0.0485,..,0.0534,0.0275
59152990009,0.0637,0.078,0.0964,0.0276,0.1591,0.0347,0.0447,0.0504,0.0466,0.0223
59152991002,0.0601,0.0875,0.0891,0.0345,0.1825,0.0856,0.063,0.0602,0.0228,0.0104
59152991003,0.0621,0.0761,0.0697,0.036,0.1531,0.0755,0.0554,0.054,0.0263,0.0106
59152991005,0.0597,0.0749,0.0927,0.0288,0.1243,0.0579,0.0401,0.0476,0.0558,0.0166
59152991010,0.0681,0.1058,0.097,0.0376,0.2162,0.0904,0.0375,0.0587,0.0727,0.0205
59152991012,0.0764,0.1413,0.0818,0.0585,0.3152,0.0747,0.0447,0.0679,0.1024,0.0174
59152991014,0.0575,0.0656,0.0854,0.0276,0.1155,0.0284,0.0366,..,0.0665,0.0131
59152992001,0.0512,0.043,0.0914,0.0242,..,0.1493,0.1344,0.0629,0.0226,0.0073
59152992004,0.0552,0.0747,0.0928,0.0277,0.1048,0.0899,0.0729,0.0553,0.0182,0.0096
59152992006,0.0579,0.0733,0.0829,0.0304,0.1311,0.0749,0.0593,0.0483,0.0409,0.0136
59152992008,0.0543,0.0728,0.0948,0.0259,0.099,0.1013,0.088,0.0549,0.0156,0.0094
59152993001,0.0632,0.1533,0.0976,0.0327,0.2296,0.1176,0.0586,0.1001,0.041,0.0226
59152993002,0.0678,0.136,0.0795,0.0394,0.2493,0.0827,0.0485,0.0761,0.0504,0.0193
59152993005,0.055,0.0859,0.116,0.0255,0.1049,0.1157,0.0762,0.0824,0.0284,0.0114
59152993006,0.0517,0.1024,0.0827,0.025,0.0953,0.1283,0.0689,0.0922,0.041,0.0133
59152993008,0.0591,0.141,0.1002,0.0332,0.1465,0.1346,0.0573,0.1168,0.0365,0.0195
59152994001,0.0465,0.0131,0.0792,0.0198,..,0.1929,0.2057,0.049,..,0.0067
59152994002,0.0467,0.0134,0.0685,0.0199,..,0.19,0.2057,..,..,0.0068
59152994003,0.045,0.0181,0.0779,0.0182,..,0.2174,0.2397,0.0466,0.0109,0.0074
59152995001,0.0855,0.3135,0.2152,0.1152,0.3329,0.0896,0.0977,0.1112,0.0104,0.0371
59152995014,0.0847,0.2662,0.1763,0.0845,0.2976,0.1028,0.0906,0.2656,0.017,0.0583
59152995016,0.0798,0.21,0.1512,0.0753,0.2432,0.0966,0.1024,0.1399,0.0135,0.0514
59152995018,0.0558,0.1086,0.1065,0.023,0.1873,0.0655,..,0.0844,0.0167,0.2857
59152995019,0.0817,0.258,0.2108,0.0792,0.3075,0.092,0.0869,0.2218,0.0139,0.0476
59152995020,0.0919,0.3256,0.2103,0.1217,0.437,0.0906,0.1013,0.1229,0.0111,0.0425
59152995022,0.0784,0.144,0.0944,0.0622,0.2348,0.0657,0.0787,0.0787,..,0.0157
59152995023,0.0862,0.2889,0.1733,0.0873,0.4262,0.0785,0.1076,0.0987,..,0.0303
59152995025,0.075,0.1533,0.1459,0.0598,0.1567,0.0915,0.0903,0.0973,0.0108,0.0375
59152995026,0.0629,0.1114,0.1001,0.0431,0.1866,0.0612,..,0.0753,0.0152,0.0846
59152998001,0.0564,0.0956,0.0244,0.0188,0.1011,0.0675,0.0769,0.1001,0.0671,0.0386
59152999001,0.0666,0.1166,0.0282,0.0361,0.1342,0.0727,0.082,0.1834,0.1268,0.0983
59152999006,0.0614,0.0955,0.0342,0.0248,0.1215,0.1153,0.0938,0.2238,0.2148,0.0625
59152999007,0.0614,0.1107,0.0319,0.0248,0.1563,0.0787,0.0859,0.1702,0.1913,0.0831
59153000001,0.0549,0.0645,0.0851,0.0161,0.0965,0.1283,0.1024,0.1078,0.0759,0.0388
59153000002,0.0556,0.0666,0.0412,0.0162,0.0842,0.1446,0.0956,0.1372,0.1041,0.0471
59153000005,0.0559,0.0649,0.0397,0.0178,0.0766,0.1356,0.0953,0.1934,0.0939,0.0462
59153000006,0.0573,0.0778,0.0437,0.0175,0.0997,0.125,0.0972,0.217,0.159,0.0536
59153001001,0.0542,0.061,0.0423,0.0153,0.0764,0.1671,0.0908,0.1148,0.0681,0.0427
59153001002,0.0551,0.0599,0.0415,0.0164,0.0694,0.1501,0.0917,0.152,0.0681,0.0441
59153001003,0.0507,0.0212,0.0309,0.0116,0.0154,0.334,0.038,0.0693,0.0256,0.0227
59153001004,0.0549,0.0239,0.0494,0.0105,0.0076,0.155,0.0495,0.1112,0.0509,0.0323
59153002002,0.049,0.0115,0.0246,0.0074,0.0272,0.1102,0.052,0.0582,0.0217,0.0204
59153002003,0.049,0.0332,0.0366,0.0121,0.0686,0.1159,0.0573,0.0745,0.0506,0.0254
59153003002,0.0489,0.007,0.0078,0.0064,0.0116,0.0465,0.0837,..,0.0164,0.0073
59153003005,0.0564,0.0733,0.0497,0.0179,0.1026,0.0916,0.1042,0.1273,0.0832,0.0421
59153003006,0.0489,0.0091,0.0159,0.0074,0.0181,0.091,0.0614,0.0524,0.012,0.0123
59153003008,0.0492,0.0325,0.0386,0.012,0.0808,0.0535,0.0851,0.0834,0.0613,0.027
59153003009,0.0496,0.0489,0.0305,0.0127,0.0815,0.0739,0.1196,0.0947,0.065,0.0266
59153003011,0.0474,..,0.0089,0.0068,0.0079,0.0295,0.1155,0.0516,0.0226,0.0033
59153004001,0.0487,..,0.0103,0.0053,..,0.0314,0.081,..,0.0159,0.0005
59153004002,0.0383,..,..,0.0037,..,..,0.0455,..,..,..
59153005001,0.035,0.011,0.0305,0.0006,..,..,..,..,0.0172,..
59153005002,0.0381,..,0.0288,0.0046,..,0.028,..,..,..,0.0004
59153006001,0.0418,0.0063,0.1028,0.0058,..,0.062,..,..,0.0227,0.0069
59153006003,0.0384,..,0.1431,0.0053,..,0.0712,0.0531,..,0.0224,0.0037
59153006005,0.0395,..,0.1614,0.0054,..,0.0865,0.0662,..,0.0242,0.0064
59153006006,0.0382,..,0.132,0.0044,..,0.0693,0.0515,..,0.0217,0.0031
59153006007,0.0388,..,0.1406,0.0051,0.0071,0.1121,0.0895,..,0.0381,0.007
59153006010,0.0393,..,0.169,0.0057,..,0.0777,0.0586,..,0.024,0.0059
59153007001,0.0396,..,0.186,0.0057,..,0.0636,0.0468,..,0.0156,0.0052
59153007002,0.0397,..,0.2065,0.0057,..,0.0671,0.051,..,0.0709,0.0093
59153008001,0.0392,..,0.1628,0.0039,..,0.0951,0.0762,..,0.033,0.0095
59153008006,0.0399,..,0.1998,0.004,..,0.1278,0.1086,..,0.0282,0.0102
59153008007,0.0403,..,0.209,0.0031,..,0.1134,0.1021,..,0.0269,0.0108
59153008008,0.0384,..,0.194,0.0021,..,0.1278,0.1086,..,0.028,0.0095
59153010001,0.0371,..,0.1097,0.0034,0.0114,0.0891,0.0671,..,0.0746,0.0024
59153010002,0.0348,..,0.1069,0.0038,0.0116,0.0853,0.0622,..,0.0808,0.0024
59153010003,0.0346,..,0.1552,0.0024,0.0116,0.1478,0.056,..,0.0495,0.0027
59153011001,0.0359,..,0.1364,0.0032,0.0128,0.0766,0.0476,..,0.0633,0.0013
59153011002,0.0361,..,0.1091,0.0036,0.0244,0.0825,0.0432,..,0.0757,0.0022
59153013001,0.0337,..,0.1499,0.0032,0.0105,0.2559,0.0739,..,0.0662,0.0049
59153014003,0.0365,..,0.1383,0.003,..,0.1429,0.116,..,0.0336,0.0065
59153014004,0.0357,..,0.1644,0.0028,..,0.198,0.1812,..,0.0459,0.007
59153016001,0.042,..,0.1992,0.0053,..,0.078,0.0646,..,0.0241,0.0097
59153016003,0.0399,..,0.2062,0.0029,..,0.12,0.1086,..,0.0251,0.0103
59153017001,0.044,..,0.2387,0.0057,..,0.0356,0.0459,..,0.0274,0.0077
59153017002,0.0389,..,0.1898,0.0035,..,0.0332,0.0428,..,0.0103,0.0045
59153017003,0.0375,..,0.1642,0.0026,..,0.0306,0.0395,..,..,0.0033
59153017004,0.0421,..,0.2369,0.0053,..,0.0752,0.0607,..,0.0116,0.0072
59153018001,0.0458,..,0.1859,0.0056,..,0.0265,..,..,0.0286,0.0042
59153018002,0.0476,..,0.1333,0.0058,..,0.0302,..,..,0.0244,0.0041
59153018003,0.0447,..,0.132,0.0056,..,..,..,..,0.0159,0.0026
59153018004,0.0465,..,0.1227,0.0055,..,0.0286,..,..,0.0209,0.0044
59153019001,0.0435,..,0.1729,0.0056,..,0.0635,0.0386,..,0.0379,0.0094
59153019002,0.0446,..,0.2501,0.0058,..,0.0951,0.05,..,0.0592,0.0127
59153019003,0.0387,..,0.2075,0.0021,..,0.0874,0.0689,..,0.0413,0.01
59153020001,0.0431,..,0.1239,0.0065,..,0.0558,0.0346,..,0.024,0.0096
59153020002,0.0437,..,0.1395,0.0067,..,0.0602,0.0364,..,0.0275,0.0106
59153020003,0.0436,..,0.2132,0.0062,..,0.063,0.0425,..,0.059,0.0106
59153021001,0.0518,..,0.1172,0.0074,..,0.0863,..,0.0486,0.0384,0.0136
59153021002,0.052,..,0.137,0.0068,..,0.0778,..,..,0.0464,0.0135
59153021003,0.0463,..,0.1172,0.0066,..,0.0837,..,..,0.0387,0.0132
59153021004,0.0483,..,0.1418,0.0072,..,0.0787,0.0359,..,0.0429,0.02
59153022002,0.0459,0.0086,0.1627,0.008,..,0.0739,..,0.0582,0.0216,0.0154
59153022003,0.0493,0.0075,0.0543,0.008,..,0.2571,0.0346,0.0562,0.0606,0.0131
59153022004,0.0449,0.0076,0.1332,0.0076,..,0.0689,..,0.054,0.0254,0.0177
59153022005,0.0458,0.0091,0.0861,0.0077,..,0.076,..,0.0602,0.0212,0.0152
59153023001,0.053,0.0314,0.04,0.0119,0.0154,0.1955,0.0721,0.0737,0.0361,0.0747
59153023002,0.0534,0.0648,0.0521,0.0106,0.012,0.165,0.0711,0.0834,0.024,0.0276
59153023003,0.0468,0.0131,0.0387,0.0075,0.0089,0.0973,..,0.0528,..,0.0114
59153024001,0.052,..,0.1019,0.007,..,0.1074,0.0366,0.0493,0.0325,0.0112
59153024002,0.052,0.0067,0.1429,0.0078,..,0.1136,0.0342,0.0524,0.0419,0.0136
59153024003,0.0522,..,0.0817,0.006,..,0.0686,0.0383,..,0.0173,0.0064
59153025003,0.0539,..,0.0513,0.0062,..,0.0635,0.0386,..,0.0133,0.0047
59153025006,0.0517,..,0.1608,0.006,..,0.0377,..,..,0.0286,0.0072
59153025007,0.0532,..,0.0872,0.0062,..,0.0713,0.0398,..,0.0288,0.0079
59153025008,0.0534,..,0.1835,0.0067,..,0.0788,..,0.049,0.101,0.0139
59153025009,0.0506,..,0.196,0.0065,..,0.0706,..,..,0.1112,0.0126
59153025010,0.0527,0.0066,0.0648,0.0058,..,0.0549,0.0339,..,0.0167,0.0031
59153025011,0.0517,..,0.0365,0.0051,..,0.0592,0.0361,..,0.012,0.0032
59153026001,0.0733,0.1587,0.0289,0.0714,0.1417,0.0634,0.0425,0.152,0.0816,0.0588
59153026002,F,F,F,F,F,F,F,F,F,F
59153026005,0.0577,0.0474,0.0395,0.0152,0.0242,0.142,0.0979,0.1702,0.0564,0.0388
59153026006,0.0552,0.0277,0.0462,0.0118,0.0088,0.1414,0.0554,0.1372,0.0413,0.0367
59153026007,0.0627,..,0.01,0.0085,..,0.1733,0.1886,0.0973,..,0.0098
59153026009,0.0613,0.0063,0.0182,0.0118,..,0.0646,0.0459,..,..,0.003
59153026010,0.0627,0.0236,0.024,0.0021,0.0093,0.0392,..,..,..,0.0011
59153026011,0.0521,0.0261,..,0.0013,..,0.028,..,..,..,0.0009
59153026012,0.0416,..,..,0.0003,..,..,..,..,0.0122,0.002
59153026013,0.0423,..,..,0.0004,..,..,..,..,0.0204,0.0015
59153026019,0.0602,0.0688,0.042,0.0188,0.0738,0.1271,0.0989,0.3345,0.0685,0.047
59153026021,0.0561,0.0552,0.023,0.0175,0.0602,0.0961,0.0531,0.152,0.042,0.1172
59153026022,0.0586,0.0642,0.0246,0.0248,0.0605,0.0953,0.0526,0.1488,0.0414,0.0569
59153026024,0.0603,0.064,0.0249,0.0242,0.0632,0.0988,0.0548,0.1624,0.0444,0.064
59153026026,0.0564,0.0084,0.0101,0.0005,0.0306,0.0619,..,..,0.0156,0.0013
59153026027,0.0483,0.0077,..,0.0002,0.0083,0.0477,..,..,0.012,0.0025
59153026028,0.051,0.0098,0.0044,0.0043,..,..,..,..,..,0.0017
59153026029,0.0601,..,0.005,0.0079,..,0.117,0.116,0.0973,..,0.0094
59153027001,0.0643,0.0174,0.0402,0.0071,0.0102,0.0706,0.0366,..,0.0238,0.0033
59153027005,0.0411,..,0.0255,0.0012,..,0.0276,0.0356,..,..,..
59153027006,0.052,..,..,0.0003,0.011,0.0866,..,..,0.0219,0.001
59153028001,0.0381,..,0.1149,0.0027,..,0.038,0.049,..,..,0.0017
59153028004,0.0387,..,0.0991,0.0029,..,0.04,0.0515,..,..,0.0018
59153030001,0.036,..,..,0.0004,..,..,..,..,..,..
59153032001,0.0325,..,0.0724,0.0024,0.0228,0.0777,0.0346,..,0.1207,0.0039
59153032002,0.032,..,0.0553,0.0026,0.0095,0.0477,..,..,0.0647,0.0035
59153033009,0.033,..,0.0349,0.0031,..,0.0665,0.0858,..,0.0876,0.0023
59153033010,0.0335,..,0.0412,0.0027,..,0.0688,0.0887,..,0.0913,0.0043
59153033011,0.035,..,0.0061,0.0018,0.0098,0.0353,0.0455,..,0.0455,..
59153033012,0.018,..,..,0.0001,..,..,..,..,0.0094,..
59153033013,0.028,..,0.0347,0.0025,..,0.0635,0.0819,..,0.0844,0.0015
59153034001,0.0355,..,0.0301,0.0031,..,0.064,0.0825,..,0.0722,0.0031
59153034002,0.0324,..,0.0167,0.0014,..,0.0619,0.0797,..,0.0272,0.0014
59153034003,0.0326,..,0.0189,0.0034,..,0.0628,0.081,..,0.1545,0.0007
59153034004,0.0321,..,0.0126,0.0025,..,0.09,0.116,..,0.1558,0.0007
59153035001,0.0305,0.0148,0.0697,0.0042,..,0.072,0.0928,..,0.1017,0.004
59153035002,0.0318,0.0068,0.0564,0.0031,..,0.1016,0.1685,..,0.218,0.0045
59153035005,0.0354,..,0.0777,0.0032,..,0.0521,0.1017,..,0.1406,0.0039
59153036002,0.0337,0.0168,0.0519,0.0052,..,0.1132,0.197,..,0.1735,0.0031
59153036004,0.038,..,0.0433,0.0039,..,0.0619,0.1298,..,0.2199,0.0046
59153036005,0.031,0.0169,0.0511,0.0049,..,0.1718,0.2741,..,0.2245,0.0041
59153038002,0.0377,0.0081,0.0643,0.0128,0.08,0.0948,0.2152,..,0.0557,0.0073
59153038004,0.0392,0.0094,0.1061,0.012,0.0679,0.0636,0.1216,..,0.0238,0.0067
59153038020,0.0387,0.0111,0.0803,0.0122,0.0673,0.0798,0.2152,..,0.0529,0.0065
59153038021,0.0287,..,..,0.0016,..,..,..,..,..,0.0004
59153038022,0.0463,0.0079,0.0406,0.0181,0.201,0.0282,0.0614,..,0.012,0.0095
59153038023,0.0351,0.0065,0.039,0.01,0.1324,0.0599,0.0928,..,0.0182,0.0081
59153038028,0.0405,0.0105,0.0169,0.0057,0.0441,..,0.0351,..,..,0.0102
59153038034,0.0447,..,0.1299,0.0162,0.0675,0.0871,0.0481,..,0.0125,0.0098
59153038035,0.0305,0.0096,..,0,..,..,..,..,..,0.0045
59153038036,0.0197,0.0065,..,..,..,..,..,..,..,0.0026
59153038037,0.0361,0.0071,0.0221,0.0042,0.084,..,0.0443,..,..,0.0092
59153038038,0.0296,..,..,0.0018,..,..,..,..,..,0.0005
59153038039,0.0361,0.014,..,0.0044,0.0076,..,..,..,..,0.0068
59153038040,0.0389,0.0443,0.0045,0.0065,0.0088,..,0.0342,..,..,0.0083
59153038041,0.041,0.008,0.0209,0.0079,0.0861,..,0.0531,..,0.0104,0.0059
59153039001,0.0468,0.007,0.0961,0.0178,0.0409,0.108,0.0548,..,0.0264,0.008
59153039002,0.0393,0.0265,0.0552,0.0117,0.0495,0.0384,0.088,..,0.0173,0.0034
59153040001,0.0292,0.0131,0.0319,0.0092,..,0.063,..,..,0.0274,0.0103
59153040002,0.0285,0.0341,0.0193,0.0083,..,0.0697,..,..,0.0311,0.0091
59153040003,0.0254,..,..,0.0063,..,..,..,..,..,0.0015
59153040007,0.0334,..,0.0203,0.008,..,0.129,0.0542,..,0.0344,0.0046
59153041002,0.027,0.0089,0.0247,0.0078,..,0.0278,..,..,0.0319,0.0049
59153041005,0.0248,..,0.0159,0.0063,..,..,..,..,..,0.0013
59153041006,0.036,0.0161,..,0.0035,..,..,..,..,..,0.0123
59153041007,0.0304,0.0107,..,0.003,..,..,..,..,..,0.0069
59153041008,0.0323,0.0086,..,0.0031,..,..,..,..,..,0.0061
59153041009,0.0309,0.0068,..,0.0028,..,..,..,..,..,0.0087
59153041010,0.0231,..,..,0.0058,..,..,..,..,..,..
59153042001,0.0275,0.048,0.035,0.0077,..,0.0963,0.0351,..,0.0257,0.0104
59153045002,0.048,0.0712,0.0685,0.0469,0.1304,0.0297,..,0.0934,..,0.0318
59153045003,0.0511,0.0659,0.071,0.0588,0.0848,0.0546,0.0359,0.0721,0.0101,0.0297
