id,prox_emp,prox_pharma,prox_childcare,prox_health,prox_grocery,prox_educpri,prox_educsec,prox_lib,prox_parks,prox_transit
59150004004,0.0066,0.0648,..,0.0054,0.0591,0.0388,0.05,..,0.0257,0.016
59150004005,0.0065,0.0405,..,0.0057,0.0506,0.035,0.0451,..,0.0238,0.0094
59150004006,0.0048,0.0269,..,0.0032,0.1419,0.0392,0.0505,..,0.0323,0.0089
59150004011,0.0034,0.0463,..,0.002,0.0405,0.0425,0.0548,..,0.0271,0.0132
59150004012,0.0027,0.0239,..,0.0015,0.0329,0.0445,0.0573,..,0.0303,0.0081
59150004013,0.0025,..,..,0.0012,..,..,..,..,..,..
59150004014,0.0007,0.0136,..,..,..,..,..,..,0.0211,0.0004
59150004017,0.0007,0.008,..,..,..,..,..,..,0.0125,0.0002
59150004018,0.0017,0.0136,..,0.0024,..,..,..,..,0.0211,0.0001
59150004019,0.001,..,..,0.0004,..,..,..,..,..,0.0001
59150005003,0.0046,0.0093,..,0.0027,0.0272,0.044,0.0567,..,0.0375,0.0063
59150005007,0.003,0.008,..,0.0016,0.0177,0.0762,0.0982,..,0.0305,0.0073
59150005015,0.0025,..,..,0.001,..,..,..,..,..,..
59150005016,0.0044,0.0179,..,0.0029,0.0489,0.0477,0.0614,..,0.069,0.0103
59150005017,0.0042,0.0165,..,0.0027,0.0457,0.0528,0.068,..,0.0688,0.0094
59150006004,0.004,0.0074,..,0.0022,0.0196,0.0489,0.063,..,0.0562,0.0065
59150006005,0.0041,0.0084,..,0.0025,0.0228,0.0557,0.0719,..,0.0484,0.0094
59150006006,0.0038,0.0074,..,0.0024,0.0196,0.0501,0.0646,..,0.0348,0.0071
59150006007,0.0037,0.007,..,0.002,0.0184,0.046,0.0593,..,0.0411,0.0048
59150006010,0.0039,..,..,0.0023,..,0.035,0.0451,..,0.0285,0.0021
59150006011,0.0042,0.019,..,0.0025,0.0987,0.0384,0.0495,..,0.0374,0.0089
59150007002,0.0018,..,..,0.0008,..,..,..,..,0.0102,..
59150007006,0.0017,..,..,0.0008,..,..,..,..,0.0301,..
59150007007,0.0034,..,..,0.0016,..,0.0377,0.0485,..,0.0766,0.0028
59150007008,0.0038,0.0068,..,0.0018,0.0186,0.0291,0.0375,..,0.0272,0.002
59150007009,0.0023,..,..,0.0009,..,..,..,..,0.0302,0.0002
59150008003,0.0034,..,0.0077,0.0012,..,0.0435,..,..,0.0292,0.001
59150008006,0.0044,..,0.012,0.0033,..,0.066,..,..,0.0573,0.0021
59150008007,0.0032,..,0.0088,0.0016,..,0.0763,0.0344,..,0.0649,0.0033
59150008008,0.0027,..,..,0.0014,..,0.0311,0.0401,..,0.0539,0.0016
59150008009,0.0028,..,..,0.0015,..,0.0392,0.0505,..,..,0.0018
59150009001,0.0033,..,..,0.0017,..,0.0377,0.0485,..,0.0109,0.003
59150009002,0.0032,..,..,0.0016,..,0.0373,0.0481,..,0.0101,0.0026
59150009003,0.003,..,..,0.002,..,0.1547,0.1994,..,0.0133,0.0087
59150009008,0.0025,..,..,0.0011,..,0.035,0.0451,..,0.0492,0.0015
59150009009,0.0027,..,..,0.0017,..,0.028,0.0361,..,0.0647,0.0015
59150009018,0.002,..,..,0.0007,..,0.0495,0.0638,..,0.012,0.0028
59150009019,0.0019,..,..,0.0001,..,0.028,0.0361,..,..,0.0007
59150009021,0.0025,..,..,0.0008,..,0.0335,0.0432,..,..,0.0005
59150009022,0.0024,..,..,0.001,..,0.0408,0.0526,..,..,0.0018
59150010001,0.0035,..,0.0116,0.001,..,0.0639,..,..,0.0161,0.0013
59150010003,0.0042,..,0.0148,0.0035,..,0.0808,..,..,0.0418,0.0067
59150010004,0.0042,..,0.0126,0.0031,..,0.0695,..,..,0.0489,0.002
59150010005,0.0043,..,0.0114,0.0019,..,0.0628,..,..,0.0565,0.0015
59150010011,0.0019,..,..,..,..,0.028,0.0361,..,..,0.0007
59150010012,0.0027,..,..,0.001,..,0.0288,0.0372,..,..,0.001
59150010013,0.0039,..,0.0166,0.0029,..,0.0904,..,..,0.0521,0.0056
59150010014,0.0028,..,0.0099,0.0002,..,0.055,..,..,0.0139,0.0012
59150012001,0.0051,..,..,0.0027,..,..,0.0447,..,0.0137,0.0026
59150012005,0.0058,0.0198,..,0.0023,0.0436,..,0.3329,..,0.0154,0.0035
59150012006,0.006,0.013,..,0.0026,0.0286,0.0284,0.1279,..,0.0101,0.0016
59150012009,0.0045,0.0134,..,0,0.0295,0.028,0.1706,..,0.0104,0.0041
59150012010,0.0061,0.0146,..,0.0032,0.0322,0.0265,0.2104,..,0.0114,0.0044
59150012012,0.0011,..,..,..,..,..,0.088,..,0.0119,0.0033
59150013001,0.0051,..,..,0.0017,..,..,0.049,..,0.0667,0.0016
59150013002,0.0036,..,..,0.0012,..,..,..,..,..,0.0003
59150013003,0.0055,..,..,0.0025,..,..,0.0485,..,0.0295,0.0016
59150014003,0.0007,..,..,..,..,..,..,..,..,..
59150014005,0.0111,..,..,0,..,..,..,..,..,..
59150014007,0.0021,..,..,0.0001,..,..,..,..,..,0.0002
59150014010,0.0001,..,..,0,..,..,..,..,..,..
59150014011,0.0002,..,..,0.0001,..,..,..,..,..,..
59150014012,0.0049,..,..,0.0026,..,..,0.0425,..,..,0.0175
59150014013,0.0049,..,..,0.0026,..,..,0.0404,..,..,0.004
59150014015,0.0024,..,..,0.0008,..,..,..,..,..,..
59150014016,0.0002,..,..,..,..,..,..,..,..,..
59150014017,0.0008,0.0136,..,..,..,..,..,..,0.0211,0.0001
59150014020,0.0002,..,..,0.0002,..,..,..,..,0.0032,..
59150014021,0.0131,..,..,0.0017,..,..,..,..,..,..
59150014022,0.0131,..,..,0.0017,..,..,..,..,..,..
59150014023,0.0069,..,..,0.0021,..,0.0276,..,..,..,0.002
59150014024,0.0023,..,..,0.0014,..,0.0388,0.05,..,..,0.0015
59150014025,0.0025,..,..,0.0009,..,..,..,..,..,0.0004
59150015001,0.0067,..,..,0.0023,..,..,..,..,..,0.0005
59150015002,0.0083,..,..,0.0045,..,..,..,..,0.0115,0.0024
59150015003,0.008,..,..,0.0036,..,..,..,..,..,0.0028
59150016003,0.0088,..,0.0056,0.0044,..,0.0327,0.0421,..,..,0.0004
59150016004,0.0138,0.0085,..,0.0117,..,..,..,..,0.0109,0.0135
59150016005,0.0127,0.0137,0.0137,0.0073,..,0.0477,0.0614,..,0.034,0.004
59150017003,0.0122,0.0067,0.005,0.0075,..,0.0293,0.0377,..,..,0.0087
59150017005,0.011,..,..,0.0039,..,..,..,..,..,0.0036
59150017009,0.0104,..,..,0.0035,..,..,..,..,..,0.0025
59150018001,0.0076,..,0.0047,0.0047,..,0.2111,..,..,0.0103,0.0056
59150018005,0.0149,0.0137,0.0044,0.0176,..,..,..,..,0.0156,0.0147
59150018006,0.0152,0.0202,0.0116,0.0122,..,..,..,..,0.0449,0.0081
59150018007,0.0164,0.0123,0.0261,0.0193,..,0.0269,0.0346,..,0.0449,0.0086
59150018008,0.0076,..,0.0044,0.0049,..,0.1651,..,..,0.0111,0.0056
59150018009,0.011,..,..,0.0054,..,0.0276,..,..,0.0787,0.0169
59150018010,0.016,0.0134,0.0175,0.0134,..,0.0265,0.0342,..,0.0449,0.0076
59150018011,0.0071,..,..,0.0041,..,0.1132,..,..,..,0.0036
59150019001,0.0074,..,..,0.0051,..,0.0327,..,..,..,0.0014
59150019002,0.0077,..,..,0.0091,..,0.0455,..,..,0.0109,0.0024
59150019003,0.0086,..,..,0.0057,..,0.1201,..,..,0.0364,0.0049
59150019004,F,F,F,F,F,F,F,F,F,F
59150019005,0.0085,..,..,0.0056,..,0.0495,..,..,0.0555,0.0017
59150019006,0.0094,..,..,0.0053,..,0.0542,..,..,0.0512,0.0126
59150019007,0.0079,..,..,0.0067,..,0.0373,..,..,..,0.0012
59150020001,0.0055,..,..,0.0037,..,0.0282,0.0837,..,..,0.0015
59150020002,0.0053,..,..,0.0048,..,..,0.0372,..,..,0.0006
59150020003,0.0065,..,..,0.0055,..,0.0596,0.0696,..,..,0.0011
59150021001,0.0069,..,0.005,0.0044,..,0.06,..,..,..,0.003
59150021005,0.0077,..,0.0064,0.0051,..,0.1525,0.0369,..,0.0133,0.007
59150021006,0.007,..,0.0075,0.0053,..,0.0912,0.0377,..,0.0164,0.0042
59150022001,0.0072,..,..,0.004,..,0.0696,0.1058,..,..,0.0046
59150022002,0.0065,..,0.0052,0.0041,..,0.0833,0.1123,..,..,0.0036
59150022003,0.0072,..,0.0057,0.0043,..,0.0953,0.1236,..,..,0.0042
59150023001,0.0063,..,0.0067,0.0036,..,0.2526,0.3256,..,0.0101,0.0023
59150023005,0.0067,..,0.011,0.0064,..,0.0749,0.0421,..,0.0246,0.0044
59150023010,0.0064,..,0.0071,0.004,..,0.1031,0.0895,..,0.0101,0.0028
59150023011,0.0062,..,0.0081,0.0037,..,0.1117,0.178,..,0.0236,0.0025
59150024001,0.0062,..,0.0075,0.006,..,0.0297,0.0383,..,0.0376,0.011
59150024002,0.0063,..,0.0096,0.006,..,0.0278,0.0359,..,0.0456,0.009
59150024005,0.0062,..,0.0112,0.005,..,0.0384,0.0495,..,0.0329,0.0046
59150024006,0.0068,..,0.0174,0.006,..,0.0321,0.0414,..,0.0805,0.007
59150024012,0.0065,..,0.0075,0.0062,..,0.0596,0.0346,..,0.0271,0.0021
59150024015,0.0058,..,0.0108,0.0074,..,0.0554,0.0346,..,0.0343,0.0031
59150024016,0.0068,..,0.0087,0.0105,..,0.059,0.0342,..,0.0279,0.0026
59150024017,0.0068,..,0.0589,0.0052,..,0.0695,0.049,..,0.0238,0.0062
59150025001,0.0044,..,0.0054,0.0035,..,0.0316,..,..,0.0115,0.0038
59150025004,0.0058,..,0.0071,0.0046,..,0.0265,0.0342,..,0.0355,0.0044
59150025007,0.007,..,0.0064,0.006,..,0.0687,0.0342,..,0.0579,0.0022
59150025008,0.0055,..,..,0.0048,..,..,..,..,0.0373,0.0026
59150025009,0.0052,..,0.0059,0.0033,..,..,..,..,0.0314,0.0018
59150025010,0.0056,..,0.0077,0.0041,..,..,..,..,0.0381,0.0044
59150027004,0.054,0.0245,0.0904,0.0261,0.0457,0.0897,0.1156,0.0707,0.1296,0.0211
59150027005,0.0288,0.0348,0.0688,0.0196,0.048,0.0628,0.081,..,0.0959,0.0154
59150028001,0.0263,0.0255,0.0897,0.0195,0.0363,0.055,0.0709,..,0.0383,0.0142
59150028012,0.0536,0.0576,0.1442,0.0306,0.2838,0.1674,0.2157,0.0486,0.082,0.0272
59150028013,0.0405,0.059,0.0932,0.0265,0.1013,0.1201,0.1547,..,0.088,0.0305
59150028014,0.0277,0.0304,0.0688,0.0187,0.0423,0.055,0.0709,..,0.0721,0.0134
59150028015,0.0262,0.0264,0.0903,0.0201,0.0341,0.0514,0.0662,..,0.0416,0.0246
59150028017,0.0508,0.0955,0.0826,0.0427,0.081,0.1249,0.161,0.0528,0.0797,0.0289
59150028018,0.0309,0.0409,0.0899,0.0219,0.0591,0.0921,0.1187,..,0.077,0.02
59150028019,0.0525,0.1027,0.0964,0.0293,0.0978,0.1428,0.184,0.0508,0.0807,0.0446
59150029001,0.0245,0.0265,0.0863,0.019,0.0359,0.0542,0.0699,..,0.033,0.0118
59150029002,0.0239,0.0336,0.0788,0.0193,0.0411,0.0628,0.081,..,0.0344,0.011
59150029003,0.0242,0.0343,0.1291,0.0196,0.0465,0.072,0.0928,..,0.04,0.012
59150029005,0.0273,0.0481,0.0731,0.0215,0.0497,0.0776,0.1001,..,0.0366,0.0106
59150029006,0.03,0.048,0.0457,0.0214,0.0405,0.0609,0.0785,..,0.0255,0.0101
59150029007,0.0372,0.0558,0.0826,0.0239,0.0603,0.1256,0.1968,..,0.0593,0.0142
59150029008,0.0431,0.0524,0.1454,0.027,0.0978,0.4284,0.5522,0.0466,0.144,0.0224
59150029010,0.0342,0.0481,0.0979,0.0236,0.0788,0.1585,0.2043,..,0.0689,0.0175
59150030001,0.0199,0.0103,0.0484,0.0136,..,0.0646,0.0833,..,0.0112,0.0036
59150030004,0.0232,0.0301,0.0706,0.0187,0.0337,0.0507,0.0654,..,0.0301,0.0085
59150030005,0.0244,0.0485,0.0641,0.0196,0.0378,0.0565,0.0729,..,0.0307,0.0088
59150030006,0.0211,0.027,0.0463,0.017,0.0298,0.044,0.0567,..,0.0235,0.0059
59150030007,0.0207,0.0269,0.0485,0.0149,0.0295,0.044,0.0567,..,0.0235,0.0048
59150030008,0.0219,0.0381,0.0524,0.0158,0.0322,0.0477,0.0614,..,0.0231,0.0049
59150030009,0.0233,0.0455,0.0522,0.0206,0.0359,0.0542,0.0699,..,0.0262,0.0075
59150030010,0.0259,0.092,0.0608,0.0212,0.0423,0.0649,0.0837,..,0.0309,0.0085
59150030011,0.0309,0.0606,0.0455,0.0218,0.0405,0.0609,0.0785,..,0.0254,0.0102
59150030012,0.0253,0.0699,0.0414,0.0217,0.0363,0.0542,0.0699,..,0.0137,0.007
59150030013,0.0227,0.0223,0.0536,0.0174,0.0298,0.0445,0.0573,..,0.0258,0.0072
59150031003,0.0248,0.0641,0.0294,0.0185,0.0308,0.0455,0.0586,..,0.0115,0.0031
59150031004,0.0182,0.0177,0.0419,0.0114,..,0.0353,0.0455,..,..,0.0019
59150031005,0.0183,0.0088,0.0458,0.0115,..,0.0634,0.0817,..,0.01,0.0024
59150031009,0.0158,0.0187,0.0273,0.009,..,0.04,0.0515,..,0.0101,0.0008
59150031010,0.0175,..,0.0196,0.0034,..,..,..,..,0.0119,0.0002
59150032001,0.0163,0.0089,0.0429,0.0095,..,0.0421,0.0542,..,0.0246,0.0017
59150032004,0.0198,0.0075,0.0526,0.0144,..,0.0295,0.038,..,0.0252,0.0086
59150032009,0.0233,0.0141,0.1075,0.0198,..,0.0404,0.052,..,0.0269,0.0105
59150032010,0.0175,0.0063,0.0412,0.0097,..,0.0293,0.0377,..,0.0105,0.004
59150032011,0.0178,..,0.0639,0.0107,..,0.0306,0.0395,..,..,0.0031
59150033002,0.0126,0.0134,0.0174,0.0075,..,0.0565,0.0729,..,0.0352,0.0001
59150033003,0.0164,0.0085,0.0438,0.0097,..,0.0404,0.052,..,0.0236,0.0017
59150033004,0.0146,0.0115,0.0326,0.0086,..,0.0501,0.0646,..,0.0306,0.0023
59150033007,0.014,..,0.0251,0.002,..,0.0271,0.0349,..,..,0.0004
59150033008,0.0129,0.0202,0.0281,0.0087,..,0.1132,0.1459,..,0.06,0
59150033009,0.0063,0.0119,0.0216,0.0018,..,0.09,0.116,..,0.0413,0.0006
59150033010,0.0071,..,..,..,..,..,..,..,..,0.002
59150033011,0.0015,..,..,0.0001,..,..,..,..,..,0.0032
59150034001,0.0121,0.0184,0.0325,0.0078,..,0.1434,0.1849,..,0.0649,..
59150034002,0.0164,0.017,0.0187,0.0124,..,0.0316,0.0408,..,0.0295,0.0088
59150034003,0.0147,0.0356,0.0103,0.0094,..,..,..,..,0.0209,0.0068
59150035005,0.0255,..,0.0264,0.0112,..,..,..,..,..,0.0004
59150035008,0.0269,0.0303,0.011,0.0158,..,0.0299,0.0751,..,..,0.001
59150035011,0.0238,..,0.0545,0.0078,..,..,..,..,..,0.0001
59150035012,0.025,..,0.0841,0.0096,..,..,..,..,..,0.0001
59150035013,0.0217,..,0.0368,0.0062,..,..,..,..,..,0.0001
59150035014,0.0072,..,0.0288,..,..,..,..,..,..,0.0005
59150035015,0.0133,..,0.0045,0.0034,..,..,..,..,0.0274,0
59150035016,0.0112,..,0.0047,0.0029,..,..,..,..,0.0274,0
59150036001,0.0262,0.0294,0.0155,0.0163,..,0.055,0.1059,..,..,0.0012
59150036002,0.0281,0.0411,0.0385,0.0213,..,0.0641,0.1223,..,..,0.0012
59150036003,0.0271,0.0393,0.0325,0.0234,..,0.0627,0.1201,..,..,0.0009
59150036004,0.0292,0.0553,0.0417,0.0306,..,0.0704,0.1337,..,..,0.0035
59150036005,0.028,0.0485,0.0343,0.0242,0.0292,0.0726,0.1296,..,0.0109,0.0056
59150036006,0.0276,0.0576,0.0354,0.0232,0.0315,0.0747,0.1306,..,0.0118,0.0056
59150036007,0.0274,0.0642,0.0455,0.0226,0.0363,0.0847,0.1462,..,0.0137,0.0086
59150037001,0.0335,0.0372,0.0182,0.0186,..,0.0327,0.089,..,..,0.0016
59150037002,0.0326,0.0529,0.029,0.0214,..,0.0635,0.1335,..,0.0101,0.0016
59150037003,0.0308,0.1013,0.0407,0.0224,..,0.069,0.1463,..,0.0112,0.0016
59150037004,0.0307,0.1014,0.045,0.0224,..,0.0843,0.1734,0.0493,0.0127,0.0026
59150037005,0.0294,0.06,0.0403,0.0226,..,0.0777,0.1474,..,0.01,0.0037
59150037006,0.0322,0.0428,0.0199,0.02,..,0.043,0.1092,..,0.0105,0.0012
59150037007,0.0321,0.0381,0.0195,0.019,..,0.0408,0.1037,..,0.01,0.0013
59150038001,0.0395,0.0597,0.0442,0.0244,0.0286,0.0861,0.1632,..,0.0319,0.0087
59150038002,0.0434,0.0567,0.0489,0.0256,0.0318,0.0961,0.1812,0.0493,0.0464,0.0111
59150038003,0.0483,0.047,0.0538,0.0262,0.0359,0.1101,0.2074,0.0536,0.0527,0.0137
59150038004,0.0515,0.0444,0.0603,0.0271,0.0411,0.1269,0.2209,0.0577,0.0577,0.017
59150038005,0.0503,0.042,0.063,0.0276,0.0436,0.1226,0.2102,0.0635,0.073,0.0215
59150039001,0.0488,0.0473,0.0489,0.0228,..,0.0951,0.1977,0.0532,0.0147,0.0062
59150039002,0.0514,0.0401,0.0485,0.0248,..,0.1092,0.2274,0.0577,0.027,0.0076
59150039003,0.0555,0.0345,0.056,0.0294,0.0286,0.1283,0.2505,0.0635,0.0494,0.0127
59150039004,0.0624,0.0291,0.0653,0.0236,..,0.1828,0.3143,0.0753,0.0502,0.0176
59150039005,0.0557,0.0379,0.061,0.0226,..,0.1679,0.3093,0.0729,0.0518,0.016
59150039006,0.0499,0.0476,0.0395,0.0236,..,0.124,0.276,0.0653,0.0341,0.0086
59150039007,0.0499,0.048,0.0394,0.0237,..,0.1242,0.2763,0.0653,0.0341,0.0053
59150040003,0.0605,0.0069,0.0659,0.0225,..,0.1619,0.2583,0.0844,0.0563,0.0199
59150040004,0.0684,0.0236,0.1198,0.0266,..,0.1733,0.2814,0.1457,0.0874,0.0301
59150040005,0.0745,0.0306,0.0977,0.0254,..,0.2674,0.411,0.1016,0.0685,0.0225
59150040006,0.0714,0.0309,0.0903,0.0236,..,0.2969,0.4602,0.1016,0.0675,0.0204
59150040009,0.0708,0.0164,0.0908,0.0225,..,0.3114,0.4645,0.0834,0.0489,0.0167
59150041004,0.0673,0.0316,0.0283,0.0254,..,0.1222,0.2285,0.0501,0.0389,0.0049
59150041006,0.0579,0.0397,0.0225,0.0182,..,0.0762,0.2892,0.0567,0.0374,0.0009
59150042001,0.0644,0.0152,0.0583,0.0228,..,0.1399,0.2371,0.1001,0.0516,0.0183
59150042002,0.0705,0.0399,0.0947,0.026,..,0.1468,0.2556,0.1457,0.0842,0.0276
59150042006,0.0774,0.0739,0.0348,0.0297,0.0494,0.121,0.2346,0.0714,0.04,0.0209
59150042007,0.072,0.0666,0.0332,0.0266,0.0437,0.1232,0.2535,0.0641,0.0436,0.0151
59150042008,0.0853,0.0854,0.038,0.0327,0.0566,0.1273,0.2314,0.0805,0.0488,0.0261
59150042011,0.0705,0.0561,0.0308,0.0252,0.0149,0.1117,0.2191,0.0624,0.0372,0.0122
59150043004,0.0863,0.118,0.0263,0.0443,0.0514,0.091,0.1642,0.1016,0.03,0.0384
59150044001,0.0899,0.1038,0.0395,0.0373,0.0631,0.1109,0.2017,0.091,0.0383,0.032
59150044002,0.0864,0.1159,0.0414,0.0329,0.0887,0.1647,0.2597,0.0796,0.0345,0.0307
59150044003,0.0914,0.1581,0.036,0.0399,0.1083,0.1178,0.1948,0.0887,0.0362,0.0411
59150045001,0.0837,0.1186,0.0359,0.0299,0.0944,0.1213,0.1956,0.0693,0.0212,0.0268
59150045002,0.0946,0.1613,0.0313,0.0343,0.2114,0.1285,0.2007,0.0787,0.0321,0.049
59150045003,0.1022,0.2146,0.0271,0.0409,0.1388,0.0825,0.1409,0.0834,0.0436,0.0841
59150045004,0.0921,0.2216,0.0321,0.0352,0.1294,0.1064,0.1736,0.0707,0.0214,0.0352
59150046001,0.0804,0.0705,0.0954,0.0235,0.1066,0.4325,0.5927,0.0558,0.0281,0.0234
59150046002,0.0904,0.1191,0.0315,0.0277,0.1398,0.1318,0.1699,0.0618,0.0433,0.0386
59150047001,0.0787,0.0794,0.0467,0.0268,0.0853,0.1942,0.2947,0.0607,0.0263,0.0222
59150047002,0.072,0.0581,0.0471,0.0233,0.1196,0.2002,0.296,0.0516,0.0283,0.0201
59150047003,0.0757,0.0518,0.0489,0.0205,0.1784,0.1774,0.2286,..,0.0304,0.0148
59150048002,0.0698,0.0387,0.0332,0.0253,0.0367,0.1433,0.247,0.047,0.0456,0.0115
59150048003,0.0729,0.0569,0.0366,0.0271,0.0584,0.1471,0.2446,0.0508,0.0352,0.0147
59150048004,0.0759,0.0586,0.0399,0.0256,0.0703,0.1616,0.2575,0.0553,0.0192,0.0176
59150048005,0.0792,0.0793,0.0359,0.027,0.063,0.1339,0.2313,0.0641,0.0366,0.021
59150048006,0.0697,0.0503,0.0359,0.0227,0.0871,0.1417,0.2238,0.0476,0.03,0.0148
59150048007,0.0697,0.0504,0.0359,0.0227,0.0871,0.1417,0.2238,0.048,0.03,0.0101
59150048010,0.0746,0.0681,0.0338,0.0274,0.0538,0.1286,0.233,0.0582,0.0304,0.0156
59150049001,0.0623,0.0075,0.0243,0.0215,..,0.1696,0.2612,..,0.0222,0.0032
59150049002,0.064,0.0067,0.0309,0.0233,0.0143,0.1626,0.2573,..,0.0286,0.0029
59150049003,0.0671,0.0275,0.0315,0.0274,0.0143,0.1582,0.2567,..,0.0389,0.0052
59150049004,0.0641,0.0197,0.0349,0.0274,0.034,0.1807,0.2807,..,0.0648,0.0029
59150049008,0.0645,0.0207,0.0395,0.0221,0.0435,0.181,0.2835,..,0.0334,0.0102
59150049010,0.059,..,0.0225,0.0201,0.0179,0.1657,0.2538,..,0.0286,0.0027
59150049011,0.0578,..,0.0216,0.0189,0.0159,0.19,0.2822,..,0.0222,0.0029
59150049012,0.068,0.0069,0.0296,0.0314,0.0321,0.1377,0.2331,..,0.0593,0.0059
59150049013,0.0627,..,0.0347,0.0243,0.0348,0.1802,0.2784,..,0.089,0.0057
59150050002,0.0556,..,0.0272,0.0184,0.0189,0.2376,0.3422,..,0.0435,0.0027
59150050003,0.0583,..,0.03,0.0185,0.0221,0.1987,0.2952,..,0.0448,0.0035
59150050004,0.0593,..,0.0343,0.0189,0.0262,0.1793,0.2731,..,0.0364,0.0042
59150050005,0.0553,0.0075,0.0508,0.0159,0.0262,0.1732,0.2592,..,0.0417,0.0032
59150050006,0.0713,0.0067,0.037,0.0166,0.0221,0.1976,0.2547,..,0.0452,0.0027
59150050007,0.0724,..,0.0325,0.0166,0.0191,0.2444,0.315,..,0.0447,0.0027
59150050008,0.0714,..,0.031,0.0158,0.0179,0.285,0.3674,..,0.0416,0.0023
59150050010,0.0642,..,0.0257,0.0154,0.0177,0.3651,0.4706,..,0.0283,0.0026
59150051001,0.065,0.028,0.0501,0.0202,0.0778,0.1789,0.2661,..,0.0305,0.0124
59150051002,0.065,0.0278,0.0501,0.0202,0.0777,0.1789,0.2661,..,0.0305,0.0123
59150051003,0.0737,0.0076,0.0538,0.0178,0.0599,0.1528,0.1969,..,0.0318,0.01
59150051004,0.0577,0.0066,0.0674,0.0165,0.0329,0.1591,0.205,..,0.0405,0.0069
59150051005,0.0725,0.0072,0.0963,0.016,0.0253,0.1388,0.179,..,0.0407,0.0069
59150051006,0.0774,0.0093,0.0576,0.0158,0.0308,0.1311,0.169,..,0.0425,0.0133
59150051009,0.0733,0.0085,0.0357,0.0145,0.0168,0.1496,0.1928,..,0.0437,0.0025
59150051010,0.076,0.0091,0.0436,0.0149,0.0244,0.1255,0.1618,..,0.0398,0.005
59150052001,0.0711,0.0063,0.0338,0.0124,..,0.1865,0.2404,..,0.0286,0.0018
59150052002,0.0726,0.0071,0.0355,0.0138,0.0143,0.181,0.2333,..,0.0422,0.0023
59150052003,0.0736,0.0075,0.0369,0.0148,0.015,0.1678,0.2162,..,0.0449,0.0026
59150052004,0.0736,..,0.0253,0.0121,..,0.1157,0.1491,..,0.0321,0.0017
59150052009,0.0755,..,0.0209,0.0081,0.0087,0.1232,0.1588,..,0.037,0.0031
59150052010,0.078,..,0.0237,0.0133,0.0081,0.1134,0.1462,..,0.0633,0.0022
59150052011,0.0199,..,0.0368,0.0023,..,0.166,0.2139,..,0.0215,0.0022
59150053001,0.0687,0.0107,0.0253,0.0113,..,0.1065,0.1372,..,0.0128,0.0012
59150053003,0.0692,0.0096,0.0236,0.0109,..,0.093,0.1199,..,0.0105,0.0007
59150053004,0.0767,0.0179,0.031,0.0116,0.0273,0.1259,0.1623,..,0.0241,0.0025
59150053005,0.0734,0.0269,0.0297,0.0114,0.0164,0.1032,0.133,..,0.023,0.0014
59150053006,0.0716,0.0387,0.025,0.0105,0.015,0.0892,0.115,..,0.0108,0.0008
59150054001,0.0743,0.0153,0.0526,0.0184,0.0863,0.1568,0.2021,..,0.0364,0.0136
59150054002,0.083,0.0068,0.033,0.017,0.0321,0.1238,0.1595,..,0.1002,0.0087
59150054003,0.0795,..,0.0271,0.0145,0.0265,0.1067,0.1375,..,0.0371,0.0064
59150054005,0.0762,0.028,0.028,0.0173,0.052,0.0835,0.1077,..,0.045,0.0181
59150054009,0.1089,0.0688,0.0193,0.0158,0.0552,0.0408,0.0526,..,0.0152,0.0347
59150054010,0.0938,0.0262,0.0329,0.0128,0.0157,0.0743,0.0957,..,0.0118,0.0112
59150055001,0.0807,0.0549,0.0514,0.0214,0.084,0.1998,0.2576,0.0497,0.0301,0.0212
59150055002,0.0838,0.073,0.041,0.0227,0.0849,0.1506,0.1941,0.0497,0.0465,0.0246
59150055006,0.0806,0.0751,0.0272,0.0188,0.0958,0.0948,0.1222,0.0473,0.0564,0.032
59150055009,0.0778,0.0579,0.0377,0.0191,0.0739,0.1565,0.2017,..,0.0501,0.0175
59150055010,0.0788,0.0718,0.0276,0.0187,0.0788,0.1092,0.1407,0.0545,0.0389,0.0395
59150055011,0.0866,0.0811,0.0262,0.0232,0.1028,0.1011,0.1303,0.0516,0.0525,0.0388
59150055013,0.0781,0.0824,0.0287,0.0186,0.0832,0.1153,0.1486,0.0562,0.0379,0.0373
59150055014,0.0792,0.0616,0.0321,0.0199,0.0703,0.1358,0.1751,..,0.0458,0.0234
59150056001,0.0954,0.1459,0.0362,0.0512,0.0699,0.1068,0.1903,0.1046,0.0413,0.0422
59150056002,0.0953,0.1579,0.0266,0.0582,0.0734,0.0921,0.1661,0.1208,0.0464,0.0644
59150056003,0.0868,0.1457,0.0233,0.0388,0.0748,0.0833,0.1486,0.1427,0.0441,0.0554
59150056004,0.0968,0.1866,0.0231,0.0456,0.144,0.087,0.1497,0.113,0.0273,0.0525
59150056006,0.0931,0.1547,0.0218,0.0416,0.1047,0.0819,0.1419,0.125,0.0281,0.0458
59150056007,0.0831,0.121,0.0272,0.0348,0.0663,0.0777,0.1383,0.152,0.046,0.0408
59150056009,0.0961,0.2481,0.0231,0.0379,0.2139,0.0639,0.1164,0.0922,0.0446,0.0489
59150056011,0.094,0.1229,0.0287,0.0275,0.1238,0.1194,0.1539,0.0647,0.0437,0.0448
59150056012,0.088,0.1386,0.0243,0.027,0.1247,0.0979,0.1261,0.0745,0.0395,0.0415
59150056015,0.0791,0.0559,0.0255,0.0171,0.084,0.0789,0.1017,..,0.0581,0.0311
