"fromId","all_destination_scores","nearest1_gallery_scores","nearest1_library_or_archives_scores","nearest1_museum_scores","nearest1_theatre_performance_and_concert_hall_scores","nearest3_gallery_scores","nearest3_library_or_archives_scores","nearest3_museum_scores","nearest3_theatre_performance_and_concert_hall_scores","gallery_scores","library_archives_scores","museum_score","theatre_concert_hall_scores","pop","lat","lon"
"59150708008",0.776737806436279,0.473398616827671,0.413506036305361,0.445617227137467,0.469391669162003,0.385884049033871,0.481977108137588,0.388448935170853,0.408533186628381,0.692617,0.3251368,0.4767107,0.4457427,"44",49.2588,-123.0939
"59150708012",0.770838614348964,0.460229826696231,0.428313035982441,0.445302318492291,0.456122486119573,0.381336382567641,0.522277967506635,0.355789902357979,0.400999242957118,0.6866288,0.322483,0.4702448,0.4390741,"0",49.2573,-123.092
"59150708013",0.780305817924529,0.640077631794006,0.597856802763566,0.517373129276951,0.51689365272748,0.467891593607954,0.594371545365863,0.383224251883646,0.417100268918387,0.7039798,0.325552,0.4777606,0.4467518,"267",49.2581,-123.095
"59150708014",0.822167384921623,0.574104561675346,0.516519816082056,0.487974218179854,0.570865350670093,0.447256894168772,0.502006056557825,0.412470886286798,0.462432071353807,0.7626137,0.3336937,0.5110096,0.4812638,"0",49.2595,-123.0956
"59150708015",0.831518809537105,0.574104561675346,0.592441453013472,0.51445474788869,0.570865350670093,0.455438305312081,0.518444762253084,0.433933962075726,0.462891429362331,0.7844788,0.335278,0.5110856,0.4871995,"268",49.2602,-123.0956
"59150709001",0.900341033690394,0.799296617462412,0.747953639133719,0.818366032892952,0.797774169028857,0.72419178079623,0.567438471382028,0.592392723176465,0.544312643400142,0.8984767,0.3527459,0.5701077,0.5324066,"65",49.2624,-123.1006
"59150709002",0.896855307228983,0.799296617462412,0.747953639133719,0.732216954077485,0.797774169028857,0.653845287443796,0.579595573664395,0.562010231900967,0.535618126466519,0.8917072,0.351213,0.5659908,0.5313964,"0",49.2624,-123.0997
"59150709003",0.867181817077358,0.664188353057637,0.620586146058157,0.818366032892952,0.661635900210088,0.65529586052486,0.558142829254059,0.518348314068951,0.50444734482638,0.8422815,0.3449105,0.5422028,0.5131231,"147",49.2615,-123.0994
"59150709004",0.882215320670249,0.664188353057637,0.747953639133719,0.818366032892952,0.661635900210088,0.584877625026625,0.552711878578727,0.562010231900967,0.519424206677479,0.8694347,0.350065,0.5557725,0.5176802,"0",49.2616,-123.1007
"59150709005",0.864979473881874,0.627088674676227,0.620586146058157,0.818366032892952,0.624253390629128,0.500855913063693,0.546820146213773,0.561587564257323,0.495871923876564,0.8295389,0.3464431,0.5455354,0.512724,"0",49.2607,-123.1007
"59150709006",0.842967633615759,0.627088674676227,0.558203933857527,0.679450854484571,0.624253390629128,0.522610654861544,0.540251723938728,0.50078097096803,0.476703608891008,0.796429,0.3392164,0.5256947,0.4919888,"250",49.2606,-123.0994
"59150709007",0.824864692296347,0.574104561675346,0.535663534361142,0.611412802324598,0.570865350670093,0.489442181283999,0.513726078887125,0.484252076319436,0.460339028425455,0.7674932,0.3348137,0.5088844,0.4805228,"312",49.2597,-123.0994
"59150709008",0.840308670801327,0.574104561675346,0.558203933857527,0.679450854484571,0.570865350670093,0.473259550794785,0.625023856528429,0.47539886719412,0.475446941368291,0.7900132,0.3439868,0.5213635,0.4904471,"70",49.2597,-123.1008
"59150709010",0.857010882397165,0.664188353057637,0.620586146058157,0.679450854484571,0.713347207305561,0.512932619282309,0.558478228343045,0.486925766679133,0.495574068016578,0.8163232,0.3436629,0.5347101,0.5044458,"0",49.2612,-123.0981
"59150709011",0.847291212515986,0.715508419137458,0.620586146058157,0.679450854484571,0.713347207305561,0.542442934251581,0.520931074663746,0.488698244944289,0.502775155619054,0.815071,0.3403688,0.5280789,0.4926881,"150",49.2615,-123.0972
"59150709012",0.855926317730057,0.715508419137458,0.668965926450243,0.679450854484571,0.713347207305561,0.527130025275301,0.532969893302862,0.537195524280308,0.500005588909019,0.8227261,0.3417732,0.537529,0.4977112,"0",49.2624,-123.0976
