"fromId","type","time_groups","pop"
"2.92242472795947e-313","gallery","30",60
"2.92242472795947e-313","library or archives","30",60
"2.92242472795947e-313","museum","30",60
"2.92242472795947e-313","theatre/performance and concert hall","30",60
"2.92242477721781e-313","gallery","30",99
"2.92242477721781e-313","library or archives","30",99
"2.92242477721781e-313","museum","30",99
"2.92242477721781e-313","theatre/performance and concert hall","30",99
"2.92242477726722e-313","gallery","30",417
"2.92242477726722e-313","library or archives","30",417
"2.92242477726722e-313","museum","30",417
"2.92242477726722e-313","theatre/performance and concert hall","30",417
"2.92242482652556e-313","gallery","30",185
"2.92242482652556e-313","library or archives","30",185
"2.92242482652556e-313","museum","30",185
"2.92242482652556e-313","theatre/performance and concert hall","30",185
"2.92242482657497e-313","gallery","30",319
"2.92242482657497e-313","library or archives","30",319
"2.92242482657497e-313","museum","30",319
"2.92242482657497e-313","theatre/performance and concert hall","30",319
"2.92242482662437e-313","gallery","30",82
"2.92242482662437e-313","library or archives","30",82
"2.92242482662437e-313","museum","30",82
"2.92242482662437e-313","theatre/performance and concert hall","30",82
"2.92242487608035e-313","gallery","30",85
"2.92242487608035e-313","library or archives","30",85
"2.92242487608035e-313","museum","30",85
"2.92242487608035e-313","theatre/performance and concert hall","30",85
"2.92242487642619e-313","gallery","30",35
"2.92242487642619e-313","library or archives","30",35
"2.92242487642619e-313","museum","30",35
"2.92242487642619e-313","theatre/performance and concert hall","30",35
"2.9224248764756e-313","gallery","30",0
"2.9224248764756e-313","library or archives","30",0
"2.9224248764756e-313","museum","30",0
"2.9224248764756e-313","theatre/performance and concert hall","30",0
"2.922424876525e-313","gallery","30",66
"2.922424876525e-313","library or archives","30",66
"2.922424876525e-313","museum","30",66
"2.922424876525e-313","theatre/performance and concert hall","30",66
"2.92242492533869e-313","gallery","30",67
"2.92242492533869e-313","library or archives","30",67
"2.92242492533869e-313","museum","30",67
"2.92242492533869e-313","theatre/performance and concert hall","30",67
"2.9224249253881e-313","gallery","30",78
"2.9224249253881e-313","library or archives","30",78
"2.9224249253881e-313","museum","30",78
"2.9224249253881e-313","theatre/performance and concert hall","30",78
"2.9224249254375e-313","gallery","30",85
"2.9224249254375e-313","library or archives","30",85
"2.9224249254375e-313","museum","30",85
"2.9224249254375e-313","theatre/performance and concert hall","30",85
"2.92242492548691e-313","gallery","30",85
"2.92242492548691e-313","library or archives","30",85
"2.92242492548691e-313","museum","30",85
"2.92242492548691e-313","theatre/performance and concert hall","30",85
"2.92242492553632e-313","gallery","30",75
"2.92242492553632e-313","library or archives","30",75
"2.92242492553632e-313","museum","30",75
"2.92242492553632e-313","theatre/performance and concert hall","30",75
"2.92242492558572e-313","gallery","30",93
"2.92242492558572e-313","library or archives","30",93
"2.92242492558572e-313","museum","30",93
"2.92242492558572e-313","theatre/performance and concert hall","30",93
"2.92242497474526e-313","gallery","30",94
"2.92242497474526e-313","library or archives","15",94
"2.92242497474526e-313","museum","30",94
"2.92242497474526e-313","theatre/performance and concert hall","30",94
"2.92242497479466e-313","gallery","30",100
"2.92242497479466e-313","library or archives","30",100
"2.92242497479466e-313","museum","30",100
"2.92242497479466e-313","theatre/performance and concert hall","30",100
"2.92242497484407e-313","gallery","30",87
"2.92242497484407e-313","library or archives","30",87
"2.92242497484407e-313","museum","30",87
"2.92242497484407e-313","theatre/performance and concert hall","30",87
"2.92242497489347e-313","gallery","30",89
"2.92242497489347e-313","library or archives","30",89
"2.92242497489347e-313","museum","30",89
"2.92242497489347e-313","theatre/performance and concert hall","30",89
"2.92242497494288e-313","gallery","30",94
"2.92242497494288e-313","library or archives","30",94
"2.92242497494288e-313","museum","30",94
"2.92242497494288e-313","theatre/performance and concert hall","30",94
"2.92242497499229e-313","gallery","30",52
"2.92242497499229e-313","library or archives","30",52
"2.92242497499229e-313","museum","30",52
"2.92242497499229e-313","theatre/performance and concert hall","30",52
"2.92242497504169e-313","gallery","30",56
"2.92242497504169e-313","library or archives","15",56
"2.92242497504169e-313","museum","30",56
"2.92242497504169e-313","theatre/performance and concert hall","30",56
"2.92242502420123e-313","gallery","30",51
"2.92242502420123e-313","library or archives","15",51
"2.92242502420123e-313","museum","30",51
"2.92242502420123e-313","theatre/performance and concert hall","30",51
"2.92242502425063e-313","gallery","30",79
"2.92242502425063e-313","library or archives","15",79
"2.92242502425063e-313","museum","30",79
"2.92242502425063e-313","theatre/performance and concert hall","30",79
"2.92242502430004e-313","gallery","30",0
"2.92242502430004e-313","library or archives","15",0
"2.92242502430004e-313","museum","30",0
"2.92242502430004e-313","theatre/performance and concert hall","30",0
"2.92242502434945e-313","gallery","30",83
"2.92242502434945e-313","library or archives","15",83
"2.92242502434945e-313","museum","15",83
"2.92242502434945e-313","theatre/performance and concert hall","15",83
"2.92242502439885e-313","gallery","30",84
"2.92242502439885e-313","library or archives","15",84
"2.92242502439885e-313","museum","30",84
"2.92242502439885e-313","theatre/performance and concert hall","30",84
"2.92242502444826e-313","gallery","30",94
"2.92242502444826e-313","library or archives","30",94
"2.92242502444826e-313","museum","30",94
"2.92242502444826e-313","theatre/performance and concert hall","30",94
"2.92242502449767e-313","gallery","30",93
"2.92242502449767e-313","library or archives","30",93
"2.92242502449767e-313","museum","30",93
"2.92242502449767e-313","theatre/performance and concert hall","30",93
"2.92242502454707e-313","gallery","30",86
"2.92242502454707e-313","library or archives","30",86
"2.92242502454707e-313","museum","30",86
"2.92242502454707e-313","theatre/performance and concert hall","30",86
"2.92242502459648e-313","gallery","30",0
"2.92242502459648e-313","library or archives","30",0
"2.92242502459648e-313","museum","30",0
"2.92242502459648e-313","theatre/performance and concert hall","30",0
"2.92242502464589e-313","gallery","30",113
"2.92242502464589e-313","library or archives","30",113
"2.92242502464589e-313","museum","30",113
"2.92242502464589e-313","theatre/performance and concert hall","30",113
"2.92242502469529e-313","gallery","30",50
"2.92242502469529e-313","library or archives","15",50
"2.92242502469529e-313","museum","15",50
"2.92242502469529e-313","theatre/performance and concert hall","15",50
"2.9224250247447e-313","gallery","30",0
"2.9224250247447e-313","library or archives","15",0
"2.9224250247447e-313","museum","15",0
"2.9224250247447e-313","theatre/performance and concert hall","15",0
"2.92242507355838e-313","gallery","30",80
"2.92242507355838e-313","library or archives","15",80
"2.92242507355838e-313","museum","15",80
"2.92242507355838e-313","theatre/performance and concert hall","15",80
"2.92242507360779e-313","gallery","30",139
"2.92242507360779e-313","library or archives","15",139
"2.92242507360779e-313","museum","15",139
"2.92242507360779e-313","theatre/performance and concert hall","15",139
"2.9224250736572e-313","gallery","30",114
"2.9224250736572e-313","library or archives","15",114
"2.9224250736572e-313","museum","15",114
"2.9224250736572e-313","theatre/performance and concert hall","15",114
"2.9224250737066e-313","gallery","30",67
"2.9224250737066e-313","library or archives","15",67
"2.9224250737066e-313","museum","15",67
"2.9224250737066e-313","theatre/performance and concert hall","15",67
"2.92242507375601e-313","gallery","30",56
"2.92242507375601e-313","library or archives","15",56
"2.92242507375601e-313","museum","30",56
"2.92242507375601e-313","theatre/performance and concert hall","30",56
"2.92242512296495e-313","gallery","30",59
"2.92242512296495e-313","library or archives","15",59
"2.92242512296495e-313","museum","15",59
"2.92242512296495e-313","theatre/performance and concert hall","30",59
"2.92242512301436e-313","gallery","30",70
"2.92242512301436e-313","library or archives","15",70
"2.92242512301436e-313","museum","15",70
"2.92242512301436e-313","theatre/performance and concert hall","30",70
"2.92242512311317e-313","gallery","30",66
"2.92242512311317e-313","library or archives","15",66
"2.92242512311317e-313","museum","15",66
"2.92242512311317e-313","theatre/performance and concert hall","15",66
"2.92242512316258e-313","gallery","30",61
"2.92242512316258e-313","library or archives","15",61
"2.92242512316258e-313","museum","15",61
"2.92242512316258e-313","theatre/performance and concert hall","15",61
"2.92242512321198e-313","gallery","30",36
"2.92242512321198e-313","library or archives","15",36
"2.92242512321198e-313","museum","15",36
"2.92242512321198e-313","theatre/performance and concert hall","15",36
"2.92242512326139e-313","gallery","30",133
"2.92242512326139e-313","library or archives","15",133
"2.92242512326139e-313","museum","15",133
"2.92242512326139e-313","theatre/performance and concert hall","15",133
"2.9224251233108e-313","gallery","30",22
"2.9224251233108e-313","library or archives","15",22
"2.9224251233108e-313","museum","15",22
"2.9224251233108e-313","theatre/performance and concert hall","15",22
"2.92242512345901e-313","gallery","30",68
"2.92242512345901e-313","library or archives","15",68
"2.92242512345901e-313","museum","30",68
"2.92242512345901e-313","theatre/performance and concert hall","30",68
"2.92242517256914e-313","gallery","30",782
"2.92242517256914e-313","library or archives","30",782
"2.92242517256914e-313","museum","45",782
"2.92242517256914e-313","theatre/performance and concert hall","45",782
"2.92242522177808e-313","gallery","45",0
"2.92242522177808e-313","library or archives","30",0
"2.92242522177808e-313","museum","15",0
"2.92242522177808e-313","theatre/performance and concert hall","30",0
"2.92242522182748e-313","gallery","30",81
"2.92242522182748e-313","library or archives","15",81
"2.92242522182748e-313","museum","15",81
"2.92242522182748e-313","theatre/performance and concert hall","30",81
"2.9224252219757e-313","gallery","30",39
"2.9224252219757e-313","library or archives","15",39
"2.9224252219757e-313","museum","15",39
"2.9224252219757e-313","theatre/performance and concert hall","15",39
"2.92242522202511e-313","gallery","30",0
"2.92242522202511e-313","library or archives","15",0
"2.92242522202511e-313","museum","15",0
"2.92242522202511e-313","theatre/performance and concert hall","15",0
"2.92242522207452e-313","gallery","30",55
"2.92242522207452e-313","library or archives","15",55
"2.92242522207452e-313","museum","15",55
"2.92242522207452e-313","theatre/performance and concert hall","15",55
"2.92242522212392e-313","gallery","30",86
"2.92242522212392e-313","library or archives","15",86
"2.92242522212392e-313","museum","15",86
"2.92242522212392e-313","theatre/performance and concert hall","15",86
"2.92242522217333e-313","gallery","30",198
"2.92242522217333e-313","library or archives","15",198
"2.92242522217333e-313","museum","15",198
"2.92242522217333e-313","theatre/performance and concert hall","15",198
"2.92242522222274e-313","gallery","30",126
"2.92242522222274e-313","library or archives","15",126
"2.92242522222274e-313","museum","15",126
"2.92242522222274e-313","theatre/performance and concert hall","15",126
"2.92242522232155e-313","gallery","30",0
"2.92242522232155e-313","library or archives","30",0
"2.92242522232155e-313","museum","15",0
"2.92242522232155e-313","theatre/performance and concert hall","30",0
"2.92242522237096e-313","gallery","30",75
"2.92242522237096e-313","library or archives","30",75
"2.92242522237096e-313","museum","15",75
"2.92242522237096e-313","theatre/performance and concert hall","30",75
"2.92242527118464e-313","gallery","30",163
"2.92242527118464e-313","library or archives","15",163
"2.92242527118464e-313","museum","15",163
"2.92242527118464e-313","theatre/performance and concert hall","15",163
"2.92242527123405e-313","gallery","45",21
"2.92242527123405e-313","library or archives","15",21
"2.92242527123405e-313","museum","15",21
"2.92242527123405e-313","theatre/performance and concert hall","15",21
"2.92242527128346e-313","gallery","30",46
"2.92242527128346e-313","library or archives","15",46
"2.92242527128346e-313","museum","15",46
"2.92242527128346e-313","theatre/performance and concert hall","15",46
"2.92242527133286e-313","gallery","30",251
"2.92242527133286e-313","library or archives","15",251
"2.92242527133286e-313","museum","15",251
"2.92242527133286e-313","theatre/performance and concert hall","15",251
"2.92242527138227e-313","gallery","45",172
"2.92242527138227e-313","library or archives","15",172
"2.92242527138227e-313","museum","15",172
"2.92242527138227e-313","theatre/performance and concert hall","15",172
"2.92242532059121e-313","gallery","30",504
"2.92242532059121e-313","library or archives","15",504
"2.92242532059121e-313","museum","15",504
"2.92242532059121e-313","theatre/performance and concert hall","15",504
"2.92242536999777e-313","gallery","30",80
"2.92242536999777e-313","library or archives","15",80
"2.92242536999777e-313","museum","15",80
"2.92242536999777e-313","theatre/performance and concert hall","15",80
"2.92242537004718e-313","gallery","30",69
"2.92242537004718e-313","library or archives","15",69
"2.92242537004718e-313","museum","30",69
"2.92242537004718e-313","theatre/performance and concert hall","30",69
"2.92242537009659e-313","gallery","30",114
"2.92242537009659e-313","library or archives","15",114
"2.92242537009659e-313","museum","30",114
"2.92242537009659e-313","theatre/performance and concert hall","30",114
"2.92242537014599e-313","gallery","30",134
"2.92242537014599e-313","library or archives","15",134
"2.92242537014599e-313","museum","30",134
"2.92242537014599e-313","theatre/performance and concert hall","30",134
"2.92242541940434e-313","gallery","30",62
"2.92242541940434e-313","library or archives","15",62
"2.92242541940434e-313","museum","30",62
"2.92242541940434e-313","theatre/performance and concert hall","30",62
"2.92242541945374e-313","gallery","30",65
"2.92242541945374e-313","library or archives","15",65
"2.92242541945374e-313","museum","30",65
"2.92242541945374e-313","theatre/performance and concert hall","30",65
"2.92242541950315e-313","gallery","30",103
"2.92242541950315e-313","library or archives","15",103
"2.92242541950315e-313","museum","30",103
"2.92242541950315e-313","theatre/performance and concert hall","30",103
"2.92242541955256e-313","gallery","30",76
"2.92242541955256e-313","library or archives","15",76
"2.92242541955256e-313","museum","30",76
"2.92242541955256e-313","theatre/performance and concert hall","30",76
"2.92242541960196e-313","gallery","30",80
"2.92242541960196e-313","library or archives","15",80
"2.92242541960196e-313","museum","30",80
"2.92242541960196e-313","theatre/performance and concert hall","30",80
"2.92242541965137e-313","gallery","30",81
"2.92242541965137e-313","library or archives","15",81
"2.92242541965137e-313","museum","15",81
"2.92242541965137e-313","theatre/performance and concert hall","15",81
"2.9224254688109e-313","gallery","30",76
"2.9224254688109e-313","library or archives","15",76
"2.9224254688109e-313","museum","15",76
"2.9224254688109e-313","theatre/performance and concert hall","15",76
"2.92242546886031e-313","gallery","30",85
"2.92242546886031e-313","library or archives","15",85
"2.92242546886031e-313","museum","15",85
"2.92242546886031e-313","theatre/performance and concert hall","15",85
"2.92242546890971e-313","gallery","30",147
"2.92242546890971e-313","library or archives","15",147
"2.92242546890971e-313","museum","15",147
"2.92242546890971e-313","theatre/performance and concert hall","15",147
"2.92242546895912e-313","gallery","45",99
"2.92242546895912e-313","library or archives","15",99
"2.92242546895912e-313","museum","15",99
"2.92242546895912e-313","theatre/performance and concert hall","15",99
"2.92242546900853e-313","gallery","30",157
"2.92242546900853e-313","library or archives","15",157
"2.92242546900853e-313","museum","15",157
"2.92242546900853e-313","theatre/performance and concert hall","15",157
"2.92242546905793e-313","gallery","45",63
"2.92242546905793e-313","library or archives","15",63
"2.92242546905793e-313","museum","30",63
"2.92242546905793e-313","theatre/performance and concert hall","30",63
"2.92242551821747e-313","gallery","30",61
"2.92242551821747e-313","library or archives","30",61
"2.92242551821747e-313","museum","15",61
"2.92242551821747e-313","theatre/performance and concert hall","15",61
"2.92242551826687e-313","gallery","30",62
"2.92242551826687e-313","library or archives","30",62
"2.92242551826687e-313","museum","15",62
"2.92242551826687e-313","theatre/performance and concert hall","15",62
"2.92242551831628e-313","gallery","30",73
"2.92242551831628e-313","library or archives","15",73
"2.92242551831628e-313","museum","30",73
"2.92242551831628e-313","theatre/performance and concert hall","30",73
"2.92242551836569e-313","gallery","30",61
"2.92242551836569e-313","library or archives","30",61
"2.92242551836569e-313","museum","30",61
"2.92242551836569e-313","theatre/performance and concert hall","30",61
"2.92242551841509e-313","gallery","30",48
"2.92242551841509e-313","library or archives","15",48
"2.92242551841509e-313","museum","30",48
"2.92242551841509e-313","theatre/performance and concert hall","30",48
"2.9224255184645e-313","gallery","30",66
"2.9224255184645e-313","library or archives","15",66
"2.9224255184645e-313","museum","30",66
"2.9224255184645e-313","theatre/performance and concert hall","30",66
"2.92242551851391e-313","gallery","30",38
"2.92242551851391e-313","library or archives","30",38
"2.92242551851391e-313","museum","30",38
"2.92242551851391e-313","theatre/performance and concert hall","30",38
"2.92242551856331e-313","gallery","30",61
"2.92242551856331e-313","library or archives","30",61
"2.92242551856331e-313","museum","30",61
"2.92242551856331e-313","theatre/performance and concert hall","30",61
"2.92242556762403e-313","gallery","30",60
"2.92242556762403e-313","library or archives","15",60
"2.92242556762403e-313","museum","15",60
"2.92242556762403e-313","theatre/performance and concert hall","15",60
"2.92242556767344e-313","gallery","30",61
"2.92242556767344e-313","library or archives","30",61
"2.92242556767344e-313","museum","15",61
"2.92242556767344e-313","theatre/performance and concert hall","15",61
"2.92242556772284e-313","gallery","30",70
"2.92242556772284e-313","library or archives","30",70
"2.92242556772284e-313","museum","15",70
"2.92242556772284e-313","theatre/performance and concert hall","15",70
"2.92242556777225e-313","gallery","30",62
"2.92242556777225e-313","library or archives","30",62
"2.92242556777225e-313","museum","15",62
"2.92242556777225e-313","theatre/performance and concert hall","15",62
"2.92242556782166e-313","gallery","30",59
"2.92242556782166e-313","library or archives","30",59
"2.92242556782166e-313","museum","30",59
"2.92242556782166e-313","theatre/performance and concert hall","30",59
"2.92242556787106e-313","gallery","30",40
"2.92242556787106e-313","library or archives","30",40
"2.92242556787106e-313","museum","30",40
"2.92242556787106e-313","theatre/performance and concert hall","30",40
"2.92242556792047e-313","gallery","30",53
"2.92242556792047e-313","library or archives","30",53
"2.92242556792047e-313","museum","30",53
"2.92242556792047e-313","theatre/performance and concert hall","30",53
"2.92242556796988e-313","gallery","30",35
"2.92242556796988e-313","library or archives","30",35
"2.92242556796988e-313","museum","30",35
"2.92242556796988e-313","theatre/performance and concert hall","30",35
"2.92242561703059e-313","gallery","30",49
"2.92242561703059e-313","library or archives","30",49
"2.92242561703059e-313","museum","30",49
"2.92242561703059e-313","theatre/performance and concert hall","30",49
"2.92242561708e-313","gallery","30",37
"2.92242561708e-313","library or archives","30",37
"2.92242561708e-313","museum","30",37
"2.92242561708e-313","theatre/performance and concert hall","30",37
"2.92242561712941e-313","gallery","30",47
"2.92242561712941e-313","library or archives","30",47
"2.92242561712941e-313","museum","15",47
"2.92242561712941e-313","theatre/performance and concert hall","15",47
"2.92242561717881e-313","gallery","30",34
"2.92242561717881e-313","library or archives","30",34
"2.92242561717881e-313","museum","15",34
"2.92242561717881e-313","theatre/performance and concert hall","15",34
"2.92242561722822e-313","gallery","30",52
"2.92242561722822e-313","library or archives","30",52
"2.92242561722822e-313","museum","30",52
"2.92242561722822e-313","theatre/performance and concert hall","30",52
"2.92242561727763e-313","gallery","30",44
"2.92242561727763e-313","library or archives","30",44
"2.92242561727763e-313","museum","30",44
"2.92242561727763e-313","theatre/performance and concert hall","30",44
"2.92242561732703e-313","gallery","30",50
"2.92242561732703e-313","library or archives","30",50
"2.92242561732703e-313","museum","30",50
"2.92242561732703e-313","theatre/performance and concert hall","30",50
"2.92242561737644e-313","gallery","45",37
"2.92242561737644e-313","library or archives","30",37
"2.92242561737644e-313","museum","30",37
"2.92242561737644e-313","theatre/performance and concert hall","30",37
"2.92242561742585e-313","gallery","45",37
"2.92242561742585e-313","library or archives","30",37
"2.92242561742585e-313","museum","30",37
"2.92242561742585e-313","theatre/performance and concert hall","30",37
"2.92242561747525e-313","gallery","30",51
"2.92242561747525e-313","library or archives","30",51
"2.92242561747525e-313","museum","30",51
"2.92242561747525e-313","theatre/performance and concert hall","30",51
"2.92242561752466e-313","gallery","30",51
"2.92242561752466e-313","library or archives","30",51
"2.92242561752466e-313","museum","30",51
"2.92242561752466e-313","theatre/performance and concert hall","30",51
"2.92242561757407e-313","gallery","30",46
"2.92242561757407e-313","library or archives","30",46
"2.92242561757407e-313","museum","30",46
"2.92242561757407e-313","theatre/performance and concert hall","30",46
"2.92242561762347e-313","gallery","30",48
"2.92242561762347e-313","library or archives","30",48
"2.92242561762347e-313","museum","30",48
"2.92242561762347e-313","theatre/performance and concert hall","30",48
"2.92242566643716e-313","gallery","45",0
"2.92242566643716e-313","library or archives","30",0
"2.92242566643716e-313","museum","30",0
"2.92242566643716e-313","theatre/performance and concert hall","30",0
"2.92242566648657e-313","gallery","45",116
"2.92242566648657e-313","library or archives","30",116
"2.92242566648657e-313","museum","30",116
"2.92242566648657e-313","theatre/performance and concert hall","30",116
"2.92242566653597e-313","gallery","30",60
"2.92242566653597e-313","library or archives","30",60
"2.92242566653597e-313","museum","30",60
"2.92242566653597e-313","theatre/performance and concert hall","30",60
"2.92242566658538e-313","gallery","30",61
"2.92242566658538e-313","library or archives","30",61
"2.92242566658538e-313","museum","30",61
"2.92242566658538e-313","theatre/performance and concert hall","30",61
"2.92242566663479e-313","gallery","30",47
"2.92242566663479e-313","library or archives","30",47
"2.92242566663479e-313","museum","30",47
"2.92242566663479e-313","theatre/performance and concert hall","30",47
"2.92242566668419e-313","gallery","30",59
"2.92242566668419e-313","library or archives","30",59
"2.92242566668419e-313","museum","30",59
"2.92242566668419e-313","theatre/performance and concert hall","30",59
"2.9224256667336e-313","gallery","45",39
"2.9224256667336e-313","library or archives","30",39
"2.9224256667336e-313","museum","30",39
"2.9224256667336e-313","theatre/performance and concert hall","30",39
"2.92242566678301e-313","gallery","45",45
"2.92242566678301e-313","library or archives","30",45
"2.92242566678301e-313","museum","30",45
"2.92242566678301e-313","theatre/performance and concert hall","30",45
"2.92242566683241e-313","gallery","45",55
"2.92242566683241e-313","library or archives","30",55
"2.92242566683241e-313","museum","30",55
"2.92242566683241e-313","theatre/performance and concert hall","30",55
"2.92242571584372e-313","gallery","45",176
"2.92242571584372e-313","library or archives","15",176
"2.92242571584372e-313","museum","30",176
"2.92242571584372e-313","theatre/performance and concert hall","30",176
"2.92242571589313e-313","gallery","45",80
"2.92242571589313e-313","library or archives","15",80
"2.92242571589313e-313","museum","30",80
"2.92242571589313e-313","theatre/performance and concert hall","30",80
"2.92242571594254e-313","gallery","45",101
"2.92242571594254e-313","library or archives","15",101
"2.92242571594254e-313","museum","30",101
"2.92242571594254e-313","theatre/performance and concert hall","30",101
"2.92242571599194e-313","gallery","45",97
"2.92242571599194e-313","library or archives","15",97
"2.92242571599194e-313","museum","30",97
"2.92242571599194e-313","theatre/performance and concert hall","30",97
"2.92242571604135e-313","gallery","45",61
"2.92242571604135e-313","library or archives","15",61
"2.92242571604135e-313","museum","30",61
"2.92242571604135e-313","theatre/performance and concert hall","30",61
"2.92242571609076e-313","gallery","45",50
"2.92242571609076e-313","library or archives","30",50
"2.92242571609076e-313","museum","30",50
"2.92242571609076e-313","theatre/performance and concert hall","30",50
"2.92242571614016e-313","gallery","45",36
"2.92242571614016e-313","library or archives","30",36
"2.92242571614016e-313","museum","30",36
"2.92242571614016e-313","theatre/performance and concert hall","30",36
"2.92242571618957e-313","gallery","45",57
"2.92242571618957e-313","library or archives","15",57
"2.92242571618957e-313","museum","30",57
"2.92242571618957e-313","theatre/performance and concert hall","30",57
"2.92242576525029e-313","gallery","30",147
"2.92242576525029e-313","library or archives","15",147
"2.92242576525029e-313","museum","15",147
"2.92242576525029e-313","theatre/performance and concert hall","15",147
"2.9224257652997e-313","gallery","30",119
"2.9224257652997e-313","library or archives","15",119
"2.9224257652997e-313","museum","30",119
"2.9224257652997e-313","theatre/performance and concert hall","30",119
"2.92242576544791e-313","gallery","30",301
"2.92242576544791e-313","library or archives","15",301
"2.92242576544791e-313","museum","30",301
"2.92242576544791e-313","theatre/performance and concert hall","30",301
"2.92242576549732e-313","gallery","30",95
"2.92242576549732e-313","library or archives","15",95
"2.92242576549732e-313","museum","30",95
"2.92242576549732e-313","theatre/performance and concert hall","30",95
"2.92242576554673e-313","gallery","30",186
"2.92242576554673e-313","library or archives","15",186
"2.92242576554673e-313","museum","30",186
"2.92242576554673e-313","theatre/performance and concert hall","30",186
"2.92242576564554e-313","gallery","30",0
"2.92242576564554e-313","library or archives","15",0
"2.92242576564554e-313","museum","15",0
"2.92242576564554e-313","theatre/performance and concert hall","15",0
"2.92242576569495e-313","gallery","30",0
"2.92242576569495e-313","library or archives","15",0
"2.92242576569495e-313","museum","15",0
"2.92242576569495e-313","theatre/performance and concert hall","15",0
"2.92242581480507e-313","gallery","45",160
"2.92242581480507e-313","library or archives","15",160
"2.92242581480507e-313","museum","30",160
"2.92242581480507e-313","theatre/performance and concert hall","30",160
"2.92242581485448e-313","gallery","45",199
"2.92242581485448e-313","library or archives","30",199
"2.92242581485448e-313","museum","30",199
"2.92242581485448e-313","theatre/performance and concert hall","30",199
"2.92242581490389e-313","gallery","30",148
"2.92242581490389e-313","library or archives","15",148
"2.92242581490389e-313","museum","30",148
"2.92242581490389e-313","theatre/performance and concert hall","30",148
"2.92242581495329e-313","gallery","30",95
"2.92242581495329e-313","library or archives","15",95
"2.92242581495329e-313","museum","30",95
"2.92242581495329e-313","theatre/performance and concert hall","30",95
"2.92242581515092e-313","gallery","30",0
"2.92242581515092e-313","library or archives","15",0
"2.92242581515092e-313","museum","30",0
"2.92242581515092e-313","theatre/performance and concert hall","30",0
"2.92242581520033e-313","gallery","30",0
"2.92242581520033e-313","library or archives","15",0
"2.92242581520033e-313","museum","30",0
"2.92242581520033e-313","theatre/performance and concert hall","30",0
"2.92242581524973e-313","gallery","30",0
"2.92242581524973e-313","library or archives","15",0
"2.92242581524973e-313","museum","30",0
"2.92242581524973e-313","theatre/performance and concert hall","30",0
"2.92242581529914e-313","gallery","30",0
"2.92242581529914e-313","library or archives","15",0
"2.92242581529914e-313","museum","30",0
"2.92242581529914e-313","theatre/performance and concert hall","30",0
"2.92242586406342e-313","gallery","45",295
"2.92242586406342e-313","library or archives","15",295
"2.92242586406342e-313","museum","30",295
"2.92242586406342e-313","theatre/performance and concert hall","30",295
"2.92242586411282e-313","gallery","30",206
"2.92242586411282e-313","library or archives","15",206
"2.92242586411282e-313","museum","30",206
"2.92242586411282e-313","theatre/performance and concert hall","30",206
"2.92242586416223e-313","gallery","30",67
"2.92242586416223e-313","library or archives","15",67
"2.92242586416223e-313","museum","30",67
"2.92242586416223e-313","theatre/performance and concert hall","30",67
"2.92242591346998e-313","gallery","30",157
"2.92242591346998e-313","library or archives","15",157
"2.92242591346998e-313","museum","30",157
"2.92242591346998e-313","theatre/performance and concert hall","30",157
"2.92242591351939e-313","gallery","45",118
"2.92242591351939e-313","library or archives","15",118
"2.92242591351939e-313","museum","30",118
"2.92242591351939e-313","theatre/performance and concert hall","30",118
"2.9224259135688e-313","gallery","45",81
"2.9224259135688e-313","library or archives","30",81
"2.9224259135688e-313","museum","30",81
"2.9224259135688e-313","theatre/performance and concert hall","30",81
"2.9224259136182e-313","gallery","45",97
"2.9224259136182e-313","library or archives","15",97
"2.9224259136182e-313","museum","30",97
"2.9224259136182e-313","theatre/performance and concert hall","30",97
"2.92242596287655e-313","gallery","45",95
"2.92242596287655e-313","library or archives","30",95
"2.92242596287655e-313","museum","30",95
"2.92242596287655e-313","theatre/performance and concert hall","30",95
"2.92242596292595e-313","gallery","45",118
"2.92242596292595e-313","library or archives","15",118
"2.92242596292595e-313","museum","30",118
"2.92242596292595e-313","theatre/performance and concert hall","30",118
"2.92242596297536e-313","gallery","45",100
"2.92242596297536e-313","library or archives","15",100
"2.92242596297536e-313","museum","30",100
"2.92242596297536e-313","theatre/performance and concert hall","30",100
"2.92242596302477e-313","gallery","45",94
"2.92242596302477e-313","library or archives","15",94
"2.92242596302477e-313","museum","30",94
"2.92242596302477e-313","theatre/performance and concert hall","30",94
"2.92242596307417e-313","gallery","45",103
"2.92242596307417e-313","library or archives","30",103
"2.92242596307417e-313","museum","30",103
"2.92242596307417e-313","theatre/performance and concert hall","30",103
"2.92242596312358e-313","gallery","45",70
"2.92242596312358e-313","library or archives","30",70
"2.92242596312358e-313","museum","30",70
"2.92242596312358e-313","theatre/performance and concert hall","30",70
"2.92242601228311e-313","gallery","45",24
"2.92242601228311e-313","library or archives","30",24
"2.92242601228311e-313","museum","45",24
"2.92242601228311e-313","theatre/performance and concert hall","45",24
"2.92242601233252e-313","gallery","45",0
"2.92242601233252e-313","library or archives","30",0
"2.92242601233252e-313","museum","30",0
"2.92242601233252e-313","theatre/performance and concert hall","30",0
"2.92242601238192e-313","gallery","45",96
"2.92242601238192e-313","library or archives","30",96
"2.92242601238192e-313","museum","30",96
"2.92242601238192e-313","theatre/performance and concert hall","30",96
"2.92242601243133e-313","gallery","45",103
"2.92242601243133e-313","library or archives","30",103
"2.92242601243133e-313","museum","30",103
"2.92242601243133e-313","theatre/performance and concert hall","30",103
