"id","weight"
"2292",0.471525274882034
"2692",0.686222910216718
"4546",0.671315087362671
"6749",0.569216555554813
"7153",0.803176253639647
"7806",0.569403673712295
"8165",0.572016529699296
"8963",0.495827006108419
"9118",0.38925918743838
"9336",0.648201592788985
"9694",0.691469388331286
"395",0.507784451547282
"489",0.540387422256993
"490",0.540387422256993
"491",0.551879772218842
"2335",0.425024416003376
"4857",0.605553168749596
"7955",0.469078947368421
"7967",0.619078947368421
"8476",0.392409984910185
"8565",0.396993098137288
"2592",0.350702538224187
"3774",0.325739055426649
"7933",0.380234293330837
"7954",0.220965610676842
"7236",0.26069590903316
"8676",0.363344632119833
"9581",0.381672125672671
"9442",0.254417392738612
"318",0.487421451813191
"532",0.294323907289387
"2243",0.474454202748104
"2355",0.448695087006775
"2586",0.557501676597254
"3080",0.501226178637091
"3094",0.487421451813191
"3135",0.442942606028782
"3171",0.397565059761895
"3541",0.658731225292182
"3542",0.487421451813191
"3561",0.442942606028782
"3920",0.382432152747398
"3979",0.489460061102965
"4584",0.544023931287467
"4592",0.487421451813191
"4970",0.443182586830318
"5237",0.543903940886699
"5420",0.367613338252557
"5905",0.48225357879802
"5955",0.487421451813191
"6017",0.451694847025973
"6019",0.451694847025973
"6147",0.446782298853356
"6954",0.430996502893504
"7077",0.543963936087083
"7152",0.477453962767302
"7232",0.486453242824897
"7239",0.473434284341576
"7345",0.467547696445078
"7641",0.690256938529241
"7821",0.585392386516931
"8223",0.487421451813191
"8718",0.487720200291829
"8911",0.502059053183598
"8922",0.529738015337214
"8976",0.490345872590987
"9208",0.599558312066417
"9316",0.458068454784411
"9344",0.514912142583505
"9357",0.500312134113594
"9363",0.500266255430948
"9505",0.479613789981125
"9728",0.447382250857196
"9766",0.488673065239104
"9780",0.502524898268933
"452",0.512681246815173
"688",0.521017255864629
"2610",0.509388204757924
"2694",0.480684476523161
"2781",0.531326836220075
"2782",0.531326836220075
"3183",0.630190658613684
"3424",0.484280299585304
"3560",0.600792381036738
"4545",0.649794694806237
"4833",0.637096774193548
"5214",0.622271033171762
"5417",0.536687000791116
"5900",0.748655913978495
"5904",0.563388670569785
"7751",0.696685993772831
"8332",0.607555714868309
"9339",0.748655913978495
"9340",0.509864104997141
"9670",0.564524564787523
"268",0.509347377020528
"710",0.541752474114753
"2015",0.435725113797021
"2945",0.461560965335109
"4194",0.505585227885338
"4369",0.452981604517558
"4583",0.357251170922373
"4891",0.503869078923608
"4968",0.346798808818633
"5234",0.533687957985721
"6316",0.44200243608795
"7334",0.461109421763247
"7797",0.481965607425784
"8119",0.541666666666667
"8444",0.503869078923608
"9342",0.353647225150572
"337",0.446473584091431
"506",0.327787483289955
"565",0.335809095694944
"1760",0.406083451499811
"3255",0.342043514261831
"3451",0.391928023499905
"3506",0.398992342443158
"4177",0.377285859011641
"4180",0.456907657741374
"4181",0.456907657741374
"4431",0.363930806244673
"4830",0.399559284510872
"5147",0.336472790345315
"5654",0.448285393199779
"6256",0.415390099639451
"7138",0.363673383900414
"7360",0.497569250301249
"7376",0.475167113629887
"7564",0.373301414544349
"8700",0.448457008095952
"8946",0.3815734304816
"8997",0.407715209956722
"9690",0.456907657741374
"2574",0.339363777974085
"4310",0.344666276249368
"8216",0.373319011002597
"8717",0.431152637873852
"8915",0.431152637873852
"9580",0.463374883382274
"602",0.272914872421064
"4023",0.345005288164082
"8286",0.1104724761077
"9171",0.29971922115835
"3235",0.210488372234028
"2330",0.143457794993748
"157",0.535412510123857
"446",0.535412510123857
"594",0.446169699562186
"738",0.459821058607294
"1795",0.535412510123857
"2207",0.459821058607294
"3140",0.482055600172644
"3184",0.459821058607294
"3395",0.459821058607294
"3569",0.447628426179656
"3762",0.446169699562186
"4167",0.535412510123857
"4183",0.303355460429086
"4198",0.499998550477874
"4528",0.535498317571943
"4542",0.459821058607294
"4889",0.500041454201917
"4944",0.518627960367795
"4948",0.459821058607294
"5329",0.459821058607294
"5638",0.503774078193679
"5941",0.535412510123857
"5967",0.459821058607294
"7108",0.459821058607294
"7433",0.410746546261051
"8777",0.459821058607294
"9153",0.459821058607294
"9331",0.500127261650003
"24",0.551710998467113
"696",0.50567211886845
"1822",0.658237963350056
"2169",0.543382455406912
"4368",0.606052292363434
"7517",0.523518063684504
"8163",0.770432692307692
"8553",0.574887210841694
"9181",0.635869565217391
"9332",0.732389214046823
"9337",0.551710998467113
"9341",0.567619060061315
"699",0.387674627229654
"715",0.480649473940914
"2196",0.511727459587514
"2644",0.401646982998885
"2646",0.401646982998885
"3756",0.520833333333333
"6704",0.390250487736901
"6709",0.58957157539019
"7801",0.549679487179487
"9219",0.58957157539019
"9623",0.390250487736901
"10",0.482970579013378
"254",0.462537886705686
"317",0.374205250139353
"507",0.319367509754738
"607",0.395371725195095
"1885",0.273807657469342
"2180",0.4108747909699
"2185",0.4108747909699
"2725",0.384695948299888
"2879",0.39224716067447
"4454",0.30987188196767
"4783",0.384950703734671
"4839",0.391036528010033
"5210",0.386999634197324
"5392",0.355725682831661
"6739",0.386999634197324
"6813",0.405426943979933
"6885",0.374205250139353
"7234",0.391047414994426
"8288",0.349940339325529
"9218",0.429911771878484
"9297",0.423185792920847
"9348",0.272860489827202
"9353",0.325320512820513
"9644",0.348411806716834
"5738",0.310152766164994
"6734",0.356755591555184
"6991",0.310152766164994
"9355",0.334620174888517
"9569",0.39428738154961
"9570",0.39428738154961
"2377",0.248336468784838
"5942",0.298407887402453
"7419",0.249481779542921
"7879",0.348990994286511
"3202",0.281415482162765
"4541",0.283636426978818
"4745",0.245612545289855
"8570",0.257124442586399
"9013",0.245612545289855
"15",0.266911841555184
"4288",0.0981200355351171
"394",0.408332096618648
"397",0.482434001425692
"669",0.482547226063374
"701",0.451353838382214
"703",0.376087760483663
"1759",0.358905921715548
"2017",0.48121683657062
"2800",0.408332096618648
"3096",0.232518919903953
"3251",0.435587307585113
"4722",0.408332096618648
"5735",0.550227253237287
"6705",0.232518919903953
"6731",0.408332096618648
"7497",0.404733593816997
"7756",0.40600737099091
"8095",0.389221818454678
"8096",0.389221818454678
"8182",0.451410450701055
"8614",0.389023675338736
"8719",0.390495595628591
"8913",0.326212307585113
"9244",0.408332096618648
"9252",0.408332096618648
"9269",0.295103838382214
"9356",0.421066247802504
"9359",0.36892630215033
"5944",0.559411220260277
"9622",0.460161947645177
"1839",0.605587668323518
"1840",0.605587668323518
"2090",0.575776606855645
